"year","fips","state","county","bedrooms","rent"
"2009",3301566660,33,15,0,802
"2009",3301567620,33,15,0,802
"2009",3301568260,33,15,0,1146
"2009",3301571140,33,15,0,1146
"2009",3301574340,33,15,0,750
"2009",3301585780,33,15,0,802
"2009",3301703460,33,17,0,750
"2009",3301718820,33,17,0,750
"2009",3301719700,33,17,0,750
"2009",3301726020,33,17,0,750
"2009",3301741460,33,17,0,750
"2009",3301744820,33,17,0,750
"2009",3301747700,33,17,0,750
"2009",3301748660,33,17,0,750
"2009",3301751220,33,17,0,750
"2009",3301765140,33,17,0,750
"2009",3301765540,33,17,0,750
"2009",3301769940,33,17,0,750
"2009",3301773860,33,17,0,750
"2009",3301900260,33,19,0,563
"2009",3301911380,33,19,0,563
"2009",3301912900,33,19,0,563
"2009",3301915060,33,19,0,563
"2009",3301916340,33,19,0,563
"2009",3301930500,33,19,0,563
"2009",3301931220,33,19,0,563
"2009",3301940900,33,19,0,563
"2009",3301941700,33,19,0,563
"2009",3301952580,33,19,0,563
"2009",3301962340,33,19,0,563
"2009",3301972740,33,19,0,563
"2009",3301975060,33,19,0,563
"2009",3301977940,33,19,0,563
"2009",3301978980,33,19,0,563
"2009",3400199999,34,1,0,852
"2009",3400399999,34,3,0,1076
"2009",3400599999,34,5,0,786
"2009",3400799999,34,7,0,786
"2009",3400999999,34,9,0,738
"2009",3401199999,34,11,0,839
"2009",3401399999,34,13,0,878
"2009",3401599999,34,15,0,786
"2009",3401799999,34,17,0,1079
"2009",3401999999,34,19,0,1147
"2009",3402199999,34,21,0,880
"2009",3402399999,34,23,0,1147
"2009",3402599999,34,25,0,937
"2009",3402799999,34,27,0,878
"2009",3402999999,34,29,0,937
"2009",3403199999,34,31,0,1076
"2009",3403399999,34,33,0,786
"2009",3403599999,34,35,0,1147
"2009",3403799999,34,37,0,878
"2009",3403999999,34,39,0,878
"2009",3404199999,34,41,0,873
"2009",3500199999,35,1,0,507
"2009",3500399999,35,3,0,393
"2009",3500599999,35,5,0,442
"2009",3500699999,35,6,0,419
"2009",3500799999,35,7,0,496
"2009",3500999999,35,9,0,447
"2009",3501199999,35,11,0,445
"2009",3501399999,35,13,0,488
"2009",3501599999,35,15,0,337
"2009",3501799999,35,17,0,451
"2009",3501999999,35,19,0,547
"2009",3502199999,35,21,0,445
"2009",3502399999,35,23,0,393
"2009",3502599999,35,25,0,423
"2009",3502799999,35,27,0,413
"2009",3502899999,35,28,0,653
"2009",3502999999,35,29,0,416
"2009",3503199999,35,31,0,417
"2009",3503399999,35,33,0,547
"2009",3503599999,35,35,0,440
"2009",3503799999,35,37,0,445
"2009",3503999999,35,39,0,488
"2009",3504199999,35,41,0,417
"2009",3504399999,35,43,0,507
"2009",3504599999,35,45,0,526
"2009",3504799999,35,47,0,432
"2009",3504999999,35,49,0,689
"2009",3505199999,35,51,0,355
"2009",3505399999,35,53,0,435
"2009",3505599999,35,55,0,681
"2009",3505799999,35,57,0,507
"2009",3505999999,35,59,0,445
"2009",3506199999,35,61,0,507
"2009",3600199999,36,1,0,721
"2009",3600399999,36,3,0,594
"2009",3600599999,36,5,0,1182
"2009",3600799999,36,7,0,612
"2009",3600999999,36,9,0,587
"2009",3601199999,36,11,0,631
"2009",3601399999,36,13,0,594
"2009",3601599999,36,15,0,670
"2009",3601799999,36,17,0,599
"2009",3601999999,36,19,0,674
"2009",3602199999,36,21,0,728
"2009",3602399999,36,23,0,610
"2009",3602599999,36,25,0,608
"2009",3602799999,36,27,0,836
"2009",3602999999,36,29,0,632
"2009",3603199999,36,31,0,631
"2009",3603399999,36,33,0,573
"2009",3603599999,36,35,0,488
"2009",3603799999,36,37,0,685
"2009",3603999999,36,39,0,609
"2009",3604199999,36,41,0,638
"2009",3604399999,36,43,0,628
"2009",3604599999,36,45,0,652
"2009",3604799999,36,47,0,1182
"2009",3604999999,36,49,0,581
"2009",3605199999,36,51,0,620
"2009",3605399999,36,53,0,656
"2009",3605599999,36,55,0,620
"2009",3605799999,36,57,0,585
"2009",3605999999,36,59,0,1230
"2009",3606199999,36,61,0,1182
"2009",3606399999,36,63,0,632
"2009",3606599999,36,65,0,628
"2009",3606799999,36,67,0,656
"2009",3606999999,36,69,0,620
"2009",3607199999,36,71,0,836
"2009",3607399999,36,73,0,620
"2009",3607599999,36,75,0,656
"2009",3607799999,36,77,0,630
"2009",3607999999,36,79,0,1182
"2009",3608199999,36,81,0,1182
"2009",3608399999,36,83,0,721
"2009",3608599999,36,85,0,1182
"2009",3608799999,36,87,0,1182
"2009",3608999999,36,89,0,588
"2009",3609199999,36,91,0,721
"2009",3609399999,36,93,0,721
"2009",3609599999,36,95,0,721
"2009",3609799999,36,97,0,647
"2009",3609999999,36,99,0,681
"2009",3610199999,36,101,0,619
"2009",3610399999,36,103,0,1230
"2009",3610599999,36,105,0,621
"2009",3610799999,36,107,0,612
"2009",3610999999,36,109,0,824
"2009",3611199999,36,111,0,762
"2009",3611399999,36,113,0,607
"2009",3611599999,36,115,0,607
"2009",3611799999,36,117,0,620
"2009",3611999999,36,119,0,1218
"2009",3612199999,36,121,0,599
"2009",3612399999,36,123,0,622
"2009",3700199999,37,1,0,657
"2009",3700399999,37,3,0,548
"2009",3700599999,37,5,0,422
"2009",3700799999,37,7,0,481
"2009",3700999999,37,9,0,478
"2009",3701199999,37,11,0,468
"2009",3701399999,37,13,0,396
"2009",3701599999,37,15,0,395
"2009",3701799999,37,17,0,480
"2009",3701999999,37,19,0,627
"2009",3702199999,37,21,0,547
"2009",3702399999,37,23,0,548
"2009",3702599999,37,25,0,651
"2009",3702799999,37,27,0,548
"2009",3702999999,37,29,0,461
"2009",3703199999,37,31,0,549
"2009",3703399999,37,33,0,517
"2009",3703599999,37,35,0,548
"2009",3703799999,37,37,0,592
"2009",3703999999,37,39,0,375
"2009",3704199999,37,41,0,461
"2009",3704399999,37,43,0,501
"2009",3704599999,37,45,0,589
"2009",3704799999,37,47,0,414
"2009",3704999999,37,49,0,493
"2009",3705199999,37,51,0,598
"2009",3705399999,37,53,0,803
"2009",3705599999,37,55,0,658
"2009",3705799999,37,57,0,504
"2009",3705999999,37,59,0,534
"2009",3706199999,37,61,0,478
"2009",3706399999,37,63,0,592
"2009",3706599999,37,65,0,445
"2009",3706799999,37,67,0,534
"2009",3706999999,37,69,0,683
"2009",3707199999,37,71,0,651
"2009",3707399999,37,73,0,461
"2009",3707599999,37,75,0,501
"2009",3707799999,37,77,0,564
"2009",3707999999,37,79,0,479
"2009",3708199999,37,81,0,612
"2009",3708399999,37,83,0,378
"2009",3708599999,37,85,0,530
"2009",3708799999,37,87,0,529
"2009",3708999999,37,89,0,547
"2009",3709199999,37,91,0,415
"2009",3709399999,37,93,0,546
"2009",3709599999,37,95,0,461
"2009",3709799999,37,97,0,626
"2009",3709999999,37,99,0,532
"2009",3710199999,37,101,0,683
"2009",3710399999,37,103,0,548
"2009",3710599999,37,105,0,508
"2009",3710799999,37,107,0,442
"2009",3710999999,37,109,0,427
"2009",3711199999,37,111,0,420
"2009",3711399999,37,113,0,446
"2009",3711599999,37,115,0,547
"2009",3711799999,37,117,0,478
"2009",3711999999,37,119,0,651
"2009",3712199999,37,121,0,468
"2009",3712399999,37,123,0,478
"2009",3712599999,37,125,0,542
"2009",3712799999,37,127,0,445
"2009",3712999999,37,129,0,627
"2009",3713199999,37,131,0,480
"2009",3713399999,37,133,0,554
"2009",3713599999,37,135,0,592
"2009",3713799999,37,137,0,396
"2009",3713999999,37,139,0,457
"2009",3714199999,37,141,0,557
"2009",3714399999,37,143,0,461
"2009",3714599999,37,145,0,536
"2009",3714799999,37,147,0,546
"2009",3714999999,37,149,0,590
"2009",3715199999,37,151,0,612
"2009",3715399999,37,153,0,400
"2009",3715599999,37,155,0,454
"2009",3715799999,37,157,0,477
"2009",3715999999,37,159,0,574
"2009",3716199999,37,161,0,516
"2009",3716399999,37,163,0,479
"2009",3716599999,37,165,0,479
"2009",3716799999,37,167,0,550
"2009",3716999999,37,169,0,534
"2009",3717199999,37,171,0,414
"2009",3717399999,37,173,0,501
"2009",3717599999,37,175,0,514
"2009",3717799999,37,177,0,461
"2009",3717999999,37,179,0,651
"2009",3718199999,37,181,0,497
"2009",3718399999,37,183,0,683
"2009",3718599999,37,185,0,514
"2009",3718799999,37,187,0,422
"2009",3718999999,37,189,0,508
"2009",3719199999,37,191,0,452
"2009",3719399999,37,193,0,480
"2009",3719599999,37,195,0,562
"2009",3719799999,37,197,0,534
"2009",3719999999,37,199,0,479
"2009",3800199999,38,1,0,356
"2009",3800399999,38,3,0,409
"2009",3800599999,38,5,0,402
"2009",3800799999,38,7,0,356
"2009",3800999999,38,9,0,431
"2009",3801199999,38,11,0,356
"2009",3801399999,38,13,0,431
"2009",3801599999,38,15,0,455
"2009",3801799999,38,17,0,441
"2009",3801999999,38,19,0,402
"2009",3802199999,38,21,0,402
"2009",3802399999,38,23,0,356
"2009",3802599999,38,25,0,356
"2009",3802799999,38,27,0,402
"2009",3802999999,38,29,0,431
"2009",3803199999,38,31,0,402
"2009",3803399999,38,33,0,356
"2009",3803599999,38,35,0,428
"2009",3803799999,38,37,0,356
"2009",3803999999,38,39,0,402
"2009",3804199999,38,41,0,356
"2009",3804399999,38,43,0,431
"2009",3804599999,38,45,0,402
"2009",3804799999,38,47,0,431
"2009",3804999999,38,49,0,431
"2009",3805199999,38,51,0,431
"2009",3805399999,38,53,0,356
"2009",3805599999,38,55,0,431
"2009",3805799999,38,57,0,356
"2009",3805999999,38,59,0,455
"2009",3806199999,38,61,0,431
"2009",3806399999,38,63,0,431
"2009",3806599999,38,65,0,356
"2009",3806799999,38,67,0,431
"2009",3806999999,38,69,0,431
"2009",3807199999,38,71,0,388
"2009",3807399999,38,73,0,402
"2009",3807599999,38,75,0,431
"2009",3807799999,38,77,0,357
"2009",3807999999,38,79,0,431
"2009",3808199999,38,81,0,402
"2009",3808399999,38,83,0,431
"2009",3808599999,38,85,0,356
"2009",3808799999,38,87,0,356
"2009",3808999999,38,89,0,363
"2009",3809199999,38,91,0,431
"2009",3809399999,38,93,0,427
"2009",3809599999,38,95,0,402
"2009",3809799999,38,97,0,431
"2009",3809999999,38,99,0,431
"2009",3810199999,38,101,0,383
"2009",3810399999,38,103,0,402
"2009",3810599999,38,105,0,332
"2009",3900199999,39,1,0,450
"2009",3900399999,39,3,0,483
"2009",3900599999,39,5,0,445
"2009",3900799999,39,7,0,432
"2009",3900999999,39,9,0,521
"2009",3901199999,39,11,0,437
"2009",3901399999,39,13,0,375
"2009",3901599999,39,15,0,445
"2009",3901799999,39,17,0,514
"2009",3901999999,39,19,0,476
"2009",3902199999,39,21,0,417
"2009",3902399999,39,23,0,498
"2009",3902599999,39,25,0,514
"2009",3902799999,39,27,0,542
"2009",3902999999,39,29,0,519
"2009",3903199999,39,31,0,486
"2009",3903399999,39,33,0,481
"2009",3903599999,39,35,0,537
"2009",3903799999,39,37,0,391
"2009",3903999999,39,39,0,453
"2009",3904199999,39,41,0,543
"2009",3904399999,39,43,0,447
"2009",3904599999,39,45,0,543
"2009",3904799999,39,47,0,466
"2009",3904999999,39,49,0,543
"2009",3905199999,39,51,0,505
"2009",3905399999,39,53,0,376
"2009",3905599999,39,55,0,537
"2009",3905799999,39,57,0,520
"2009",3905999999,39,59,0,398
"2009",3906199999,39,61,0,514
"2009",3906399999,39,63,0,452
"2009",3906599999,39,65,0,489
"2009",3906799999,39,67,0,395
"2009",3906999999,39,69,0,408
"2009",3907199999,39,71,0,505
"2009",3907399999,39,73,0,374
"2009",3907599999,39,75,0,479
"2009",3907799999,39,77,0,439
"2009",3907999999,39,79,0,520
"2009",3908199999,39,81,0,405
"2009",3908399999,39,83,0,541
"2009",3908599999,39,85,0,537
"2009",3908799999,39,87,0,431
"2009",3908999999,39,89,0,543
"2009",3909199999,39,91,0,561
"2009",3909399999,39,93,0,537
"2009",3909599999,39,95,0,505
"2009",3909799999,39,97,0,543
"2009",3909999999,39,99,0,459
"2009",3910199999,39,101,0,448
"2009",3910399999,39,103,0,537
"2009",3910599999,39,105,0,491
"2009",3910799999,39,107,0,391
"2009",3910999999,39,109,0,520
"2009",3911199999,39,111,0,472
"2009",3911399999,39,113,0,520
"2009",3911599999,39,115,0,472
"2009",3911799999,39,117,0,543
"2009",3911999999,39,119,0,470
"2009",3912199999,39,121,0,472
"2009",3912399999,39,123,0,505
"2009",3912599999,39,125,0,419
"2009",3912799999,39,127,0,497
"2009",3912999999,39,129,0,543
"2009",3913199999,39,131,0,408
"2009",3913399999,39,133,0,537
"2009",3913599999,39,135,0,536
"2009",3913799999,39,137,0,411
"2009",3913999999,39,139,0,408
"2009",3914199999,39,141,0,437
"2009",3914399999,39,143,0,536
"2009",3914599999,39,145,0,447
"2009",3914799999,39,147,0,433
"2009",3914999999,39,149,0,501
"2009",3915199999,39,151,0,476
"2009",3915399999,39,153,0,537
"2009",3915599999,39,155,0,459
"2009",3915799999,39,157,0,409
"2009",3915999999,39,159,0,651
"2009",3916199999,39,161,0,477
"2009",3916399999,39,163,0,404
"2009",3916599999,39,165,0,514
"2009",3916799999,39,167,0,460
"2009",3916999999,39,169,0,456
"2009",3917199999,39,171,0,522
"2009",3917399999,39,173,0,505
"2009",3917599999,39,175,0,479
"2009",4000199999,40,1,0,463
"2009",4000399999,40,3,0,442
"2009",4000599999,40,5,0,449
"2009",4000799999,40,7,0,442
"2009",4000999999,40,9,0,442
"2009",4001199999,40,11,0,442
"2009",4001399999,40,13,0,446
"2009",4001599999,40,15,0,362
"2009",4001799999,40,17,0,551
"2009",4001999999,40,19,0,522
"2009",4002199999,40,21,0,466
"2009",4002399999,40,23,0,458
"2009",4002599999,40,25,0,442
"2009",4002799999,40,27,0,551
"2009",4002999999,40,29,0,449
"2009",4003199999,40,31,0,478
"2009",4003399999,40,33,0,462
"2009",4003599999,40,35,0,387
"2009",4003799999,40,37,0,563
"2009",4003999999,40,39,0,420
"2009",4004199999,40,41,0,416
"2009",4004399999,40,43,0,442
"2009",4004599999,40,45,0,442
"2009",4004799999,40,47,0,477
"2009",4004999999,40,49,0,376
"2009",4005199999,40,51,0,433
"2009",4005399999,40,53,0,442
"2009",4005599999,40,55,0,425
"2009",4005799999,40,57,0,425
"2009",4005999999,40,59,0,442
"2009",4006199999,40,61,0,361
"2009",4006399999,40,63,0,482
"2009",4006599999,40,65,0,482
"2009",4006799999,40,67,0,462
"2009",4006999999,40,69,0,449
"2009",4007199999,40,71,0,410
"2009",4007399999,40,73,0,442
"2009",4007599999,40,75,0,425
"2009",4007799999,40,77,0,361
"2009",4007999999,40,79,0,367
"2009",4008199999,40,81,0,464
"2009",4008399999,40,83,0,551
"2009",4008599999,40,85,0,449
"2009",4008799999,40,87,0,551
"2009",4008999999,40,89,0,358
"2009",4009199999,40,91,0,437
"2009",4009399999,40,93,0,442
"2009",4009599999,40,95,0,449
"2009",4009799999,40,97,0,382
"2009",4009999999,40,99,0,461
"2009",4010199999,40,101,0,442
"2009",4010399999,40,103,0,442
"2009",4010599999,40,105,0,437
"2009",4010799999,40,107,0,482
"2009",4010999999,40,109,0,551
"2009",4011199999,40,111,0,371
"2009",4011399999,40,113,0,563
"2009",4011599999,40,115,0,443
"2009",4011799999,40,117,0,506
"2009",4011999999,40,119,0,521
"2009",4012199999,40,121,0,428
"2009",4012399999,40,123,0,386
"2009",4012599999,40,125,0,505
"2009",4012799999,40,127,0,361
"2009",4012999999,40,129,0,425
"2009",4013199999,40,131,0,563
"2009",4013399999,40,133,0,365
"2009",4013599999,40,135,0,407
"2009",4013799999,40,137,0,363
"2009",4013999999,40,139,0,439
"2009",4014199999,40,141,0,462
"2009",4014399999,40,143,0,563
"2009",4014599999,40,145,0,563
"2009",4014799999,40,147,0,490
"2009",4014999999,40,149,0,425
"2009",4015199999,40,151,0,407
"2009",4015399999,40,153,0,485
"2009",4100199999,41,1,0,427
"2009",4100399999,41,3,0,558
"2009",4100599999,41,5,0,628
"2009",4100799999,41,7,0,480
"2009",4100999999,41,9,0,628
"2009",4101199999,41,11,0,452
"2009",4101399999,41,13,0,465
"2009",4101599999,41,15,0,499
"2009",4101799999,41,17,0,572
"2009",4101999999,41,19,0,443
"2009",4102199999,41,21,0,474
"2009",4102399999,41,23,0,474
"2009",4102599999,41,25,0,427
"2009",4102799999,41,27,0,477
"2009",4102999999,41,29,0,545
"2009",4103199999,41,31,0,551
"2009",4103399999,41,33,0,535
"2009",4103599999,41,35,0,426
"2009",4103799999,41,37,0,427
"2009",4103999999,41,39,0,521
"2009",4104199999,41,41,0,569
"2009",4104399999,41,43,0,520
"2009",4104599999,41,45,0,453
"2009",4104799999,41,47,0,530
"2009",4104999999,41,49,0,474
"2009",4105199999,41,51,0,628
"2009",4105399999,41,53,0,530
"2009",4105599999,41,55,0,474
"2009",4105799999,41,57,0,497
"2009",4105999999,41,59,0,448
"2009",4106199999,41,61,0,424
"2009",4106399999,41,63,0,426
"2009",4106599999,41,65,0,490
"2009",4106799999,41,67,0,628
"2009",4106999999,41,69,0,474
"2009",4107199999,41,71,0,628
"2009",4200199999,42,1,0,536
"2009",4200399999,42,3,0,581
"2009",4200599999,42,5,0,476
"2009",4200799999,42,7,0,581
"2009",4200999999,42,9,0,475
"2009",4201199999,42,11,0,572
"2009",4201399999,42,13,0,460
"2009",4201599999,42,15,0,383
"2009",4201799999,42,17,0,786
"2009",4201999999,42,19,0,581
"2009",4202199999,42,21,0,425
"2009",4202399999,42,23,0,494
"2009",4202599999,42,25,0,627
"2009",4202799999,42,27,0,639
"2009",4202999999,42,29,0,786
"2009",4203199999,42,31,0,467
"2009",4203399999,42,33,0,416
"2009",4203599999,42,35,0,559
"2009",4203799999,42,37,0,460
"2009",4203999999,42,39,0,456
"2009",4204199999,42,41,0,586
"2009",4204399999,42,43,0,586
"2009",4204599999,42,45,0,786
"2009",4204799999,42,47,0,488
"2009",4204999999,42,49,0,471
"2009",4205199999,42,51,0,581
"2009",4205399999,42,53,0,458
"2009",4205599999,42,55,0,470
"2009",4205799999,42,57,0,422
"2009",4205999999,42,59,0,489
"2009",4206199999,42,61,0,376
"2009",4206399999,42,63,0,527
"2009",4206599999,42,65,0,379
"2009",4206799999,42,67,0,440
"2009",4206999999,42,69,0,496
"2009",4207199999,42,71,0,558
"2009",4207399999,42,73,0,437
"2009",4207599999,42,75,0,454
"2009",4207799999,42,77,0,627
"2009",4207999999,42,79,0,496
"2009",4208199999,42,81,0,458
"2009",4208399999,42,83,0,488
"2009",4208599999,42,85,0,488
"2009",4208799999,42,87,0,387
"2009",4208999999,42,89,0,589
"2009",4209199999,42,91,0,786
"2009",4209399999,42,93,0,543
"2009",4209599999,42,95,0,627
"2009",4209799999,42,97,0,398
"2009",4209999999,42,99,0,586
"2009",4210199999,42,101,0,786
"2009",4210399999,42,103,0,797
"2009",4210599999,42,105,0,492
"2009",4210799999,42,107,0,382
"2009",4210999999,42,109,0,408
"2009",4211199999,42,111,0,467
"2009",4211399999,42,113,0,387
"2009",4211599999,42,115,0,457
"2009",4211799999,42,117,0,491
"2009",4211999999,42,119,0,557
"2009",4212199999,42,121,0,425
"2009",4212399999,42,123,0,380
"2009",4212599999,42,125,0,581
"2009",4212799999,42,127,0,548
"2009",4212999999,42,129,0,581
"2009",4213199999,42,131,0,496
"2009",4213399999,42,133,0,542
"2009",4400105140,44,1,0,781
"2009",4400109280,44,1,0,781
"2009",4400173760,44,1,0,781
"2009",4400318640,44,3,0,781
"2009",4400322240,44,3,0,781
"2009",4400374300,44,3,0,781
"2009",4400377720,44,3,0,781
"2009",4400378440,44,3,0,781
"2009",4400536820,44,5,0,781
"2009",4400542400,44,5,0,781
"2009",4400545460,44,5,0,862
"2009",4400549960,44,5,0,862
"2009",4400557880,44,5,0,862
"2009",4400570880,44,5,0,781
"2009",4400711800,44,7,0,781
"2009",4400714140,44,7,0,781
"2009",4400719180,44,7,0,781
"2009",4400720080,44,7,0,781
"2009",4400722960,44,7,0,781
"2009",4400727460,44,7,0,781
"2009",4400730340,44,7,0,781
"2009",4400737720,44,7,0,781
"2009",4400741500,44,7,0,781
"2009",4400751760,44,7,0,781
"2009",4400752480,44,7,0,781
"2009",4400754640,44,7,0,781
"2009",4400759000,44,7,0,781
"2009",4400764220,44,7,0,781
"2009",4400766200,44,7,0,781
"2009",4400780780,44,7,0,781
"2009",4400914500,44,9,0,781
"2009",4400925300,44,9,0,781
"2009",4400935380,44,9,0,717
"2009",4400948340,44,9,0,781
"2009",4400950500,44,9,0,717
"2009",4400951580,44,9,0,781
"2009",4400961160,44,9,0,781
"2009",4400967460,44,9,0,781
"2009",4400977000,44,9,0,717
"2009",4500199999,45,1,0,360
"2009",4500399999,45,3,0,556
"2009",4500599999,45,5,0,458
"2009",4500799999,45,7,0,423
"2009",4500999999,45,9,0,457
"2009",4501199999,45,11,0,462
"2009",4501399999,45,13,0,682
"2009",4501599999,45,15,0,684
"2009",4501799999,45,17,0,622
"2009",4501999999,45,19,0,684
"2009",4502199999,45,21,0,484
"2009",4502399999,45,23,0,496
"2009",4502599999,45,25,0,374
"2009",4502799999,45,27,0,525
"2009",4502999999,45,29,0,357
"2009",4503199999,45,31,0,358
"2009",4503399999,45,33,0,458
"2009",4503599999,45,35,0,684
"2009",4503799999,45,37,0,556
"2009",4503999999,45,39,0,622
"2009",4504199999,45,41,0,450
"2009",4504399999,45,43,0,578
"2009",4504599999,45,45,0,590
"2009",4504799999,45,47,0,517
"2009",4504999999,45,49,0,457
"2009",4505199999,45,51,0,633
"2009",4505399999,45,53,0,561
"2009",4505599999,45,55,0,400
"2009",4505799999,45,57,0,385
"2009",4505999999,45,59,0,515
"2009",4506199999,45,61,0,385
"2009",4506399999,45,63,0,622
"2009",4506599999,45,65,0,498
"2009",4506799999,45,67,0,439
"2009",4506999999,45,69,0,458
"2009",4507199999,45,71,0,493
"2009",4507399999,45,73,0,384
"2009",4507599999,45,75,0,458
"2009",4507799999,45,77,0,590
"2009",4507999999,45,79,0,622
"2009",4508199999,45,81,0,622
"2009",4508399999,45,83,0,578
"2009",4508599999,45,85,0,509
"2009",4508799999,45,87,0,459
"2009",4508999999,45,89,0,525
"2009",4509199999,45,91,0,651
"2009",4600399999,46,3,0,374
"2009",4600599999,46,5,0,441
"2009",4600799999,46,7,0,407
"2009",4600999999,46,9,0,374
"2009",4601199999,46,11,0,364
"2009",4601399999,46,13,0,402
"2009",4601599999,46,15,0,374
"2009",4601799999,46,17,0,374
"2009",4601999999,46,19,0,407
"2009",4602199999,46,21,0,401
"2009",4602399999,46,23,0,374
"2009",4602599999,46,25,0,365
"2009",4602799999,46,27,0,410
"2009",4602999999,46,29,0,413
"2009",4603199999,46,31,0,407
"2009",4603399999,46,33,0,407
"2009",4603599999,46,35,0,395
"2009",4603799999,46,37,0,401
"2009",4603999999,46,39,0,365
"2009",4604199999,46,41,0,407
"2009",4604399999,46,43,0,374
"2009",4604599999,46,45,0,401
"2009",4604799999,46,47,0,406
"2009",4604999999,46,49,0,401
"2009",4605199999,46,51,0,365
"2009",4605399999,46,53,0,374
"2009",4605599999,46,55,0,407
"2009",4605799999,46,57,0,365
"2009",4605999999,46,59,0,401
"2009",4606199999,46,61,0,374
"2009",4606399999,46,63,0,407
"2009",4606599999,46,65,0,410
"2009",4606799999,46,67,0,374
"2009",4606999999,46,69,0,374
"2009",4607199999,46,71,0,407
"2009",4607399999,46,73,0,401
"2009",4607599999,46,75,0,407
"2009",4607799999,46,77,0,365
"2009",4607999999,46,79,0,365
"2009",4608199999,46,81,0,392
"2009",4608399999,46,83,0,557
"2009",4608599999,46,85,0,374
"2009",4608799999,46,87,0,557
"2009",4608999999,46,89,0,401
"2009",4609199999,46,91,0,401
"2009",4609399999,46,93,0,372
"2009",4609599999,46,95,0,407
"2009",4609799999,46,97,0,365
"2009",4609999999,46,99,0,557
"2009",4610199999,46,101,0,365
"2009",4610399999,46,103,0,549
"2009",4610599999,46,105,0,407
"2009",4610799999,46,107,0,407
"2009",4610999999,46,109,0,401
"2009",4611199999,46,111,0,374
"2009",4611399999,46,113,0,407
"2009",4611599999,46,115,0,401
"2009",4611799999,46,117,0,374
"2009",4611999999,46,119,0,374
"2009",4612199999,46,121,0,407
"2009",4612399999,46,123,0,374
"2009",4612599999,46,125,0,557
"2009",4612799999,46,127,0,452
"2009",4612999999,46,129,0,401
"2009",4613599999,46,135,0,385
"2009",4613799999,46,137,0,407
"2009",4700199999,47,1,0,517
"2009",4700399999,47,3,0,564
"2009",4700599999,47,5,0,453
"2009",4700799999,47,7,0,436
"2009",4700999999,47,9,0,517
"2009",4701199999,47,11,0,469
"2009",4701399999,47,13,0,443
"2009",4701599999,47,15,0,622
"2009",4701799999,47,17,0,456
"2009",4701999999,47,19,0,400
"2009",4702199999,47,21,0,622
"2009",4702399999,47,23,0,510
"2009",4702599999,47,25,0,338
"2009",4702799999,47,27,0,427
"2009",4702999999,47,29,0,341
"2009",4703199999,47,31,0,506
"2009",4703399999,47,33,0,434
"2009",4703599999,47,35,0,467
"2009",4703799999,47,37,0,622
"2009",4703999999,47,39,0,415
"2009",4704199999,47,41,0,437
"2009",4704399999,47,43,0,622
"2009",4704599999,47,45,0,496
"2009",4704799999,47,47,0,668
"2009",4704999999,47,49,0,427
"2009",4705199999,47,51,0,383
"2009",4705399999,47,53,0,450
"2009",4705599999,47,55,0,387
"2009",4705799999,47,57,0,474
"2009",4705999999,47,59,0,357
"2009",4706199999,47,61,0,436
"2009",4706399999,47,63,0,474
"2009",4706599999,47,65,0,572
"2009",4706799999,47,67,0,436
"2009",4706999999,47,69,0,345
"2009",4707199999,47,71,0,360
"2009",4707399999,47,73,0,469
"2009",4707599999,47,75,0,515
"2009",4707799999,47,77,0,386
"2009",4707999999,47,79,0,361
"2009",4708199999,47,81,0,365
"2009",4708399999,47,83,0,453
"2009",4708599999,47,85,0,433
"2009",4708799999,47,87,0,427
"2009",4708999999,47,89,0,474
"2009",4709199999,47,91,0,356
"2009",4709399999,47,93,0,517
"2009",4709599999,47,95,0,415
"2009",4709799999,47,97,0,491
"2009",4709999999,47,99,0,352
"2009",4710199999,47,101,0,359
"2009",4710399999,47,103,0,469
"2009",4710599999,47,105,0,517
"2009",4710799999,47,107,0,491
"2009",4710999999,47,109,0,339
"2009",4711199999,47,111,0,358
"2009",4711399999,47,113,0,510
"2009",4711599999,47,115,0,572
"2009",4711799999,47,117,0,499
"2009",4711999999,47,119,0,465
"2009",4712199999,47,121,0,436
"2009",4712399999,47,123,0,419
"2009",4712599999,47,125,0,566
"2009",4712799999,47,127,0,473
"2009",4712999999,47,129,0,445
"2009",4713199999,47,131,0,354
"2009",4713399999,47,133,0,340
"2009",4713599999,47,135,0,359
"2009",4713799999,47,137,0,427
"2009",4713999999,47,139,0,469
"2009",4714199999,47,141,0,447
"2009",4714399999,47,143,0,339
"2009",4714599999,47,145,0,484
"2009",4714799999,47,147,0,622
"2009",4714999999,47,149,0,622
"2009",4715199999,47,151,0,412
"2009",4715399999,47,153,0,572
"2009",4715599999,47,155,0,534
"2009",4715799999,47,157,0,668
"2009",4715999999,47,159,0,489
"2009",4716199999,47,161,0,361
"2009",4716399999,47,163,0,469
"2009",4716599999,47,165,0,622
"2009",4716799999,47,167,0,668
"2009",4716999999,47,169,0,622
"2009",4717199999,47,171,0,400
"2009",4717399999,47,173,0,517
"2009",4717599999,47,175,0,427
"2009",4717799999,47,177,0,434
"2009",4717999999,47,179,0,400
"2009",4718199999,47,181,0,359
"2009",4718399999,47,183,0,382
"2009",4718599999,47,185,0,374
"2009",4718799999,47,187,0,622
"2009",4718999999,47,189,0,622
"2009",4800199999,48,1,0,555
"2009",4800399999,48,3,0,479
"2009",4800599999,48,5,0,511
"2009",4800799999,48,7,0,457
