Date,AZ-Phoenix,CA-Los Angeles,CA-San Diego,CA-San Francisco,CO-Denver,DC-Washington,FL-Miami,FL-Tampa,GA-Atlanta,IL-Chicago,MA-Boston,MI-Detroit,MN-Minneapolis,NC-Charlotte,NV-Las Vegas,NY-New York,OH-Cleveland,OR-Portland,TX-Dallas,WA-Seattle,Composite-10,Composite-20
 ,PHXR,LXXR,SDXR,SFXR,DNXR,WDXR,MIXR,TPXR,ATXR,CHXR,BOXR,DEXR,MNXR,CRXR,LVXR,NYXR,CEXR,POXR,DAXR,SEXR,CSXR,SPCS20R
September 2003,123.82,165.29,175.03,150.25,126.94,161.01,157.28,142.36,118.53,133.94,156.38,118.88,147.40,109.24,134.16,157.10,116.08,120.49,115.26,122.42,155.77,146.28
October 2003,124.75,168.40,178.70,151.75,127.05,162.65,159.59,143.73,118.40,134.87,157.63,119.52,148.46,110.18,136.77,158.73,116.46,121.03,114.89,123.43,157.71,147.82
November 2003,125.53,171.11,181.79,153.36,127.08,164.14,161.11,145.27,118.45,135.91,158.63,119.81,149.35,110.53,139.16,160.59,116.12,121.66,114.59,123.53,159.55,149.22
December 2003,126.33,173.98,184.11,154.62,126.98,165.79,162.93,145.61,118.31,137.09,158.58,119.82,149.43,110.65,142.69,162.31,116.14,122.10,114.05,124.38,161.27,150.49
January 2004,126.61,177.01,186.33,155.93,127.20,167.79,164.82,147.90,118.67,137.65,158.54,119.57,149.70,109.75,145.95,163.63,115.62,122.06,114.00,124.42,162.90,151.69
February 2004,127.28,180.49,189.89,158.11,127.21,169.51,166.65,149.04,118.65,138.10,159.19,119.30,149.95,109.63,149.93,164.92,115.47,122.41,113.80,125.22,164.82,153.10
March 2004,128.50,186.55,196.40,160.90,127.73,172.30,170.00,151.56,119.06,138.08,161.10,119.91,150.77,110.42,157.87,166.61,115.59,122.75,113.25,126.33,167.91,155.49
April 2004,130.10,193.22,203.64,164.65,128.34,176.62,172.61,152.53,120.10,139.26,164.29,120.49,152.20,111.66,166.32,168.30,117.05,124.97,114.20,128.23,171.58,158.47
May 2004,131.95,199.58,210.94,167.76,129.12,182.19,176.40,154.96,120.88,141.28,166.59,121.32,153.71,112.58,174.98,170.52,117.90,126.56,115.37,130.15,175.43,161.60
June 2004,134.00,206.38,218.18,171.51,130.45,188.02,179.64,157.77,121.49,142.57,168.57,121.63,155.98,113.46,185.55,172.90,118.63,128.19,116.40,131.94,179.45,164.82
July 2004,136.42,211.08,224.22,173.85,131.10,192.08,183.12,160.22,122.23,143.96,169.69,122.01,157.15,113.82,195.03,175.74,119.02,129.53,116.93,133.27,182.69,167.43
August 2004,138.66,213.49,227.67,175.89,131.83,195.39,186.78,163.09,122.86,144.76,170.90,122.26,158.61,113.54,201.71,177.93,119.46,130.89,117.18,134.21,184.95,169.31
September 2004,141.64,215.08,230.64,178.15,131.87,198.24,190.68,165.89,123.37,146.04,172.18,122.76,159.36,113.40,205.49,179.79,119.75,132.47,116.98,135.22,186.91,170.96
October 2004,145.07,215.74,232.28,180.75,132.18,200.79,194.29,168.70,123.27,146.89,173.97,123.03,160.10,113.34,207.07,181.90,119.55,133.67,116.76,136.08,188.65,172.41
November 2004,148.59,216.58,232.63,183.15,132.16,203.31,197.64,171.33,123.27,147.86,174.04,123.25,160.50,113.75,207.48,183.69,119.41,134.55,116.45,137.38,190.08,173.65
December 2004,152.38,217.34,233.08,185.72,132.40,206.06,201.37,174.06,123.53,148.85,173.42,123.21,160.49,114.15,207.62,185.16,119.58,134.96,116.58,138.61,191.42,174.83
January 2005,155.49,219.41,233.78,189.35,132.34,208.63,205.42,177.04,123.84,149.69,173.43,123.06,161.01,114.26,207.35,187.19,120.10,135.46,116.39,140.18,193.35,176.44
February 2005,160.00,222.29,235.64,193.50,132.63,212.24,209.67,180.06,124.21,151.02,174.76,123.19,161.03,114.32,209.31,189.29,120.11,136.35,116.46,141.31,195.87,178.50
March 2005,165.96,226.75,236.56,198.30,132.73,217.86,215.44,183.74,124.70,151.85,176.92,123.46,161.11,114.31,210.98,192.17,119.72,138.30,117.37,143.70,199.21,181.30
April 2005,173.08,231.59,239.58,201.86,133.85,224.09,221.42,187.22,125.92,153.28,179.04,124.33,162.08,114.91,214.52,194.10,120.65,141.14,118.37,146.21,202.51,184.24
May 2005,180.16,236.68,242.00,205.52,134.82,229.87,227.10,191.36,127.12,154.72,181.17,125.32,163.47,116.09,217.28,195.96,121.87,144.36,119.47,148.97,205.76,187.21
June 2005,188.96,241.70,245.35,208.92,135.71,235.38,233.42,196.60,128.53,156.16,181.33,125.47,165.04,117.97,219.87,197.77,122.43,148.37,120.03,151.79,208.86,190.10
July 2005,197.15,246.37,247.33,211.56,136.47,239.50,238.98,201.65,129.03,157.38,181.90,125.77,166.09,119.02,221.93,199.86,122.78,151.82,120.83,154.11,211.65,192.67
August 2005,204.94,251.10,248.45,212.86,137.19,242.06,245.24,207.21,129.51,157.81,181.67,125.65,167.15,119.83,224.51,202.33,123.16,155.04,121.15,156.61,214.13,194.98
September 2005,211.45,255.85,249.03,214.73,137.60,244.11,251.21,213.19,129.49,159.32,182.45,126.03,168.42,119.60,226.59,204.83,123.17,158.22,121.62,158.99,216.77,197.36
October 2005,215.95,260.16,249.79,215.55,137.69,245.44,256.99,219.16,129.63,160.47,182.07,126.28,169.43,120.29,227.81,207.64,123.13,160.44,121.66,161.06,219.07,199.40
November 2005,219.12,262.56,250.34,215.70,137.53,246.70,261.00,223.85,129.83,162.44,181.69,126.68,170.34,120.26,228.77,210.30,122.72,162.49,122.11,162.73,220.81,200.97
December 2005,220.75,264.77,248.55,215.11,137.50,247.37,264.83,226.75,130.21,163.16,179.44,127.05,170.33,120.82,229.42,212.68,122.71,164.00,122.20,164.20,221.91,201.97
January 2006,221.81,265.92,247.46,214.78,137.42,247.70,268.25,228.98,130.59,163.98,178.17,126.66,169.56,119.96,230.48,213.50,122.12,165.33,121.91,165.49,222.46,202.44
February 2006,222.65,267.75,247.89,215.50,137.12,248.39,271.68,230.91,130.61,164.67,176.28,126.39,169.32,120.51,231.94,214.47,121.04,167.03,121.33,167.09,223.38,203.19
March 2006,223.53,268.23,248.09,216.04,136.93,248.86,274.02,233.57,130.62,164.89,177.12,126.12,168.71,121.41,232.38,214.33,120.58,169.87,121.52,169.46,223.75,203.65
April 2006,225.12,270.44,249.35,217.52,137.28,250.17,276.37,235.85,131.51,165.58,177.62,124.30,169.69,123.38,233.78,214.97,120.85,172.59,122.40,172.28,224.99,204.82
May 2006,226.51,272.12,249.14,218.37,138.31,251.07,278.68,237.92,132.72,166.61,178.61,123.78,170.38,124.70,234.39,215.57,121.80,175.20,123.29,174.84,225.99,205.86
June 2006,227.42,273.22,249.60,218.12,139.46,250.99,278.22,237.68,134.01,167.10,177.90,123.12,170.90,126.48,233.75,215.83,122.93,177.72,124.50,177.81,226.29,206.38
July 2006,227.38,273.85,249.05,217.63,140.26,249.92,278.33,238.09,134.90,167.57,177.79,123.24,170.74,127.96,234.29,215.25,123.49,179.66,125.37,179.96,226.17,206.52
August 2006,227.01,273.80,247.30,217.22,140.28,247.94,276.80,236.82,135.27,167.99,177.28,123.00,170.97,128.72,234.78,214.34,123.39,181.02,125.70,181.84,225.54,206.18
September 2006,225.20,273.94,246.60,216.37,139.65,244.78,277.23,236.42,135.10,168.60,176.34,122.54,171.12,129.04,234.71,214.08,122.27,181.71,125.19,183.08,225.09,205.80
October 2006,224.50,273.66,244.03,215.42,138.62,243.73,278.91,234.02,134.73,168.59,175.72,121.79,170.64,128.51,233.80,214.28,121.43,181.62,124.58,183.79,224.74,205.41
November 2006,223.13,273.05,242.11,213.84,137.65,242.28,280.30,232.86,134.18,168.18,172.59,120.94,169.85,128.94,232.56,214.24,120.30,181.34,123.85,183.88,223.94,204.65
December 2006,221.50,270.03,238.08,212.13,137.11,240.45,280.87,230.91,134.01,167.65,170.31,119.51,168.82,128.88,231.57,213.79,119.59,180.27,123.67,183.97,222.39,203.33
January 2007,220.20,268.68,237.15,211.78,135.86,238.85,279.42,228.86,133.45,167.52,168.29,117.96,167.95,129.43,230.52,212.78,118.61,179.79,122.64,183.92,221.31,202.31
February 2007,218.07,266.63,235.53,210.78,134.86,237.98,279.43,228.46,133.30,167.49,168.04,116.85,166.83,129.31,229.64,212.51,117.62,179.90,122.73,184.85,220.46,201.57
March 2007,216.86,264.58,233.27,211.09,134.20,237.14,276.89,226.58,133.22,167.04,168.52,116.44,165.56,130.44,228.55,212.39,117.60,181.72,123.16,186.44,219.67,201.01
April 2007,215.04,263.37,232.66,211.47,134.86,236.17,273.53,224.13,134.27,165.87,169.61,114.38,164.78,131.98,226.65,211.61,117.57,183.55,124.71,188.89,218.94,200.54
May 2007,213.94,263.19,231.78,210.89,136.32,235.41,269.52,221.96,135.03,165.68,170.96,112.16,164.40,133.42,224.79,210.51,118.37,185.21,125.50,190.68,218.34,200.12
June 2007,212.52,262.12,231.36,209.48,138.09,234.02,264.89,219.28,136.11,165.94,171.29,110.72,164.29,135.05,221.86,209.49,118.35,185.76,126.47,191.92,217.37,199.44
July 2007,210.78,260.84,229.66,208.64,139.24,232.17,260.39,217.14,136.47,166.13,171.77,111.86,164.97,135.60,219.91,208.37,118.68,186.51,126.30,192.30,216.30,198.72
August 2007,208.86,258.07,226.73,208.15,139.72,230.21,255.29,212.92,136.44,165.77,170.84,111.59,164.67,135.88,216.83,207.17,118.36,186.00,126.29,192.14,214.63,197.37
September 2007,205.28,254.79,222.82,206.46,138.44,229.25,249.61,210.14,135.55,164.42,170.73,110.83,164.20,135.13,213.47,206.37,117.35,185.67,125.43,191.66,212.72,195.69
October 2007,200.72,249.50,217.02,202.03,136.09,227.56,244.35,206.38,133.86,163.12,169.33,108.15,162.12,133.98,208.68,205.52,115.91,185.10,124.43,189.86,209.76,192.98
November 2007,194.45,240.43,209.60,195.49,133.36,223.85,237.99,203.45,131.34,161.61,167.39,105.24,159.09,132.68,201.95,204.36,113.27,183.65,122.43,187.14,205.25,188.94
December 2007,187.67,233.03,202.45,189.23,130.98,218.35,231.71,200.13,129.61,160.03,164.58,103.30,155.72,131.90,196.05,202.08,112.04,182.47,120.78,184.88,200.67,184.96
January 2008,180.06,224.41,197.45,183.81,128.96,213.20,225.40,194.64,127.76,156.42,162.59,100.17,151.06,131.70,186.05,200.44,108.49,178.81,118.52,181.62,196.07,180.68
February 2008,172.72,214.83,190.34,174.54,127.47,207.95,218.74,188.59,125.98,153.29,160.31,97.61,145.98,131.22,177.18,198.29,106.82,176.24,117.71,179.85,190.60,175.96
March 2008,166.97,207.11,185.42,168.38,127.40,203.39,208.88,182.26,124.46,150.33,158.52,95.57,142.31,131.52,169.31,196.51,106.42,174.39,119.00,178.29,186.12,172.20
April 2008,161.33,202.45,180.56,164.63,128.49,201.32,200.42,178.50,123.62,150.43,158.68,93.76,139.42,131.81,165.71,194.73,109.55,174.87,120.39,179.57,183.36,169.98
May 2008,157.32,198.54,178.03,162.70,129.73,199.27,193.19,177.14,124.29,149.94,160.34,92.76,140.26,133.16,161.10,194.22,108.88,175.53,121.58,178.67,181.56,168.60
June 2008,153.19,195.70,175.37,159.83,131.66,197.60,189.87,175.11,124.61,150.11,162.30,92.68,141.54,133.45,158.80,194.74,109.68,175.03,122.40,178.28,180.52,167.77
July 2008,149.09,192.55,172.20,156.88,132.67,195.44,186.84,175.07,124.73,149.55,162.57,93.21,143.47,133.20,154.64,193.70,109.37,174.21,123.13,176.51,178.67,166.36
August 2008,144.83,189.18,168.23,151.42,132.64,194.16,183.48,174.30,124.32,149.46,162.74,92.44,142.18,132.10,150.93,193.48,110.54,171.93,122.94,175.24,176.71,164.64
September 2008,139.79,184.54,164.12,145.53,130.96,190.01,178.72,171.24,122.71,147.83,160.98,90.17,140.79,130.40,146.86,191.66,109.87,169.67,122.04,172.82,173.35,161.64
October 2008,135.18,179.82,159.12,139.44,129.05,184.82,173.42,165.44,119.79,145.48,159.17,86.10,136.03,128.02,142.74,189.68,108.76,166.44,120.62,170.45,169.68,158.09
November 2008,130.54,175.85,155.47,135.28,127.65,180.27,169.62,160.86,116.46,141.39,155.03,83.42,132.98,125.61,138.04,186.56,107.43,162.62,118.35,166.23,165.96,154.51
December 2008,123.93,171.40,152.16,130.12,125.74,175.55,165.01,156.04,113.00,137.16,153.05,80.93,126.16,122.40,131.40,183.59,105.21,158.50,115.58,160.19,162.12,150.57
January 2009,117.11,166.54,148.25,124.44,122.33,171.97,159.04,149.21,109.44,130.80,150.73,77.56,120.15,120.91,125.64,181.00,102.89,153.80,112.74,154.37,157.98,146.35
February 2009,111.89,163.16,146.82,120.39,120.22,168.02,154.28,145.25,106.65,126.30,148.77,74.60,116.39,118.94,121.06,178.16,97.76,150.88,112.39,152.12,154.70,143.17
