"FIPS","Metropolitan Area","Industry Code","Industry","Component Code","Component","2001","2002","2003","2004","2005","2006"
"45500","Texarkana, TX-Texarkana, AR (MSA)",1,"Total Gross Domestic Product by Metropolitan Area",200,GDP by Metropolitan Area (millions of current dollars),2881,3015,3221,3508,3687,3922
"45500","Texarkana, TX-Texarkana, AR (MSA)",2," Private industries",200,GDP by Metropolitan Area (millions of current dollars),2353,2449,2625,2845,2924,3136
"45500","Texarkana, TX-Texarkana, AR (MSA)",3,"   Agriculture, forestry, fishing, and hunting",200,GDP by Metropolitan Area (millions of current dollars),62,62,77,108,"(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",4,"     Crop and animal production (Farms)",200,GDP by Metropolitan Area (millions of current dollars),46,46,59,88,48,58
"45500","Texarkana, TX-Texarkana, AR (MSA)",5,"     Forestry, fishing, and related activities",200,GDP by Metropolitan Area (millions of current dollars),16,16,18,20,"(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",6,"   Mining",200,GDP by Metropolitan Area (millions of current dollars),8,6,7,7,"(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",7,"     Oil and gas extraction",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",8,"     Mining, except oil and gas",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",9,"     Support activities for mining",200,GDP by Metropolitan Area (millions of current dollars),0,1,"(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",10,"   Utilities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",11,"   Construction",200,GDP by Metropolitan Area (millions of current dollars),138,140,138,144,153,155
"45500","Texarkana, TX-Texarkana, AR (MSA)",12,"   Manufacturing",200,GDP by Metropolitan Area (millions of current dollars),449,491,528,606,597,601
"45500","Texarkana, TX-Texarkana, AR (MSA)",13,"     Durable goods",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",14,"       Wood product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",15,"       Nonmetallic mineral product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)",7,7,7,"(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",16,"       Primary metal manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",17,"       Fabricated metal product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),84,70,75,84,87,94
"45500","Texarkana, TX-Texarkana, AR (MSA)",18,"       Machinery manufacturing",200,GDP by Metropolitan Area (millions of current dollars),4,3,4,3,"(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",19,"       Computer and electronic product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",20,"       Electrical equipment and appliance manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",21,"       Motor vehicle, body, trailer, and parts manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",22,"       Other transportation equipment manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(L)","(L)","(L)","(L)","(L)","(L)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",23,"       Furniture and related product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",24,"       Miscellaneous manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",25,"     Nondurable goods",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",26,"       Food product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",27,"       Textile and textile product mills",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",28,"       Apparel manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)",0,"(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",29,"       Paper manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",30,"       Printing and related support activities",200,GDP by Metropolitan Area (millions of current dollars),5,5,"(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",31,"       Petroleum and coal products manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)",1
"45500","Texarkana, TX-Texarkana, AR (MSA)",32,"       Chemical manufacturing",200,GDP by Metropolitan Area (millions of current dollars),11,30,35,"(D)","(D)",48
"45500","Texarkana, TX-Texarkana, AR (MSA)",33,"       Plastics and rubber products manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",34,"   Wholesale trade",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)",282
"45500","Texarkana, TX-Texarkana, AR (MSA)",35,"   Retail trade",200,GDP by Metropolitan Area (millions of current dollars),324,341,350,344,370,385
"45500","Texarkana, TX-Texarkana, AR (MSA)",36,"   Transportation and warehousing, excluding Postal Service",200,GDP by Metropolitan Area (millions of current dollars),110,122,133,152,"(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",37,"     Air transportation",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",38,"     Rail transportation",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)",12,12,13,14
"45500","Texarkana, TX-Texarkana, AR (MSA)",39,"     Water transportation",200,GDP by Metropolitan Area (millions of current dollars),0,0,0,0,0,0
"45500","Texarkana, TX-Texarkana, AR (MSA)",40,"     Truck transportation",200,GDP by Metropolitan Area (millions of current dollars),41,50,51,58,63,67
"45500","Texarkana, TX-Texarkana, AR (MSA)",41,"     Transit and ground passenger transportation",200,GDP by Metropolitan Area (millions of current dollars),"(D)",3,"(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",42,"     Pipeline transportation",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",43,"     Other transportation and support activities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",44,"     Warehousing and storage",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)",7,8
"45500","Texarkana, TX-Texarkana, AR (MSA)",45,"   Information",200,GDP by Metropolitan Area (millions of current dollars),57,38,41,43,51,60
"45500","Texarkana, TX-Texarkana, AR (MSA)",46,"     Publishing including software",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)",9,10,11,11
"45500","Texarkana, TX-Texarkana, AR (MSA)",47,"     Motion picture and sound recording industries",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",48,"     Broadcasting and telecommunications",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",49,"     Information and data processing services",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",50,"   Finance and insurance",200,GDP by Metropolitan Area (millions of current dollars),128,139,143,152,179,233
"45500","Texarkana, TX-Texarkana, AR (MSA)",51,"     Federal Reserve banks, credit intermediation and related services",200,GDP by Metropolitan Area (millions of current dollars),74,86,89,97,123,166
"45500","Texarkana, TX-Texarkana, AR (MSA)",52,"     Securities, commodity contracts, investments",200,GDP by Metropolitan Area (millions of current dollars),6,6,6,"(D)","(D)",11
"45500","Texarkana, TX-Texarkana, AR (MSA)",53,"     Insurance carriers and related activities",200,GDP by Metropolitan Area (millions of current dollars),48,47,48,48,48,56
"45500","Texarkana, TX-Texarkana, AR (MSA)",54,"     Funds, trusts, and other financial vehicles",200,GDP by Metropolitan Area (millions of current dollars),0,0,0,"(D)","(D)",0
"45500","Texarkana, TX-Texarkana, AR (MSA)",55,"   Real estate and rental and leasing",200,GDP by Metropolitan Area (millions of current dollars),156,143,175,164,151,160
"45500","Texarkana, TX-Texarkana, AR (MSA)",56,"     Real estate",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",57,"     Rental and leasing services and lessors of intangible assets",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",58,"   Professional and technical services",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",62,"   Management of companies and enterprises",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",63,"   Administrative and waste services",200,GDP by Metropolitan Area (millions of current dollars),46,52,61,65,59,64
"45500","Texarkana, TX-Texarkana, AR (MSA)",64,"     Administrative and support services",200,GDP by Metropolitan Area (millions of current dollars),37,"(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",65,"     Waste management and remediation services",200,GDP by Metropolitan Area (millions of current dollars),10,"(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",66,"   Educational services",200,GDP by Metropolitan Area (millions of current dollars),3,3,"(D)",4,"(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",67,"   Health care and social assistance",200,GDP by Metropolitan Area (millions of current dollars),347,375,"(D)",421,"(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",68,"     Ambulatory health care services",200,GDP by Metropolitan Area (millions of current dollars),183,196,222,219,230,241
"45500","Texarkana, TX-Texarkana, AR (MSA)",69,"     Hospitals and nursing and residential care facilities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",70,"     Social assistance",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)",11,"(D)",11,11
"45500","Texarkana, TX-Texarkana, AR (MSA)",71,"   Arts, entertainment, and recreation",200,GDP by Metropolitan Area (millions of current dollars),11,11,12,14,15,16
"45500","Texarkana, TX-Texarkana, AR (MSA)",72,"     Performing arts, museums, and related activities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",73,"     Amusement, gambling, and recreation",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"45500","Texarkana, TX-Texarkana, AR (MSA)",74,"   Accommodation and food services",200,GDP by Metropolitan Area (millions of current dollars),84,89,93,103,110,115
"45500","Texarkana, TX-Texarkana, AR (MSA)",75,"     Accommodation",200,GDP by Metropolitan Area (millions of current dollars),14,17,16,16,19,19
"45500","Texarkana, TX-Texarkana, AR (MSA)",76,"     Food services and drinking places",200,GDP by Metropolitan Area (millions of current dollars),69,72,78,87,91,96
"45500","Texarkana, TX-Texarkana, AR (MSA)",77,"   Other services, except government",200,GDP by Metropolitan Area (millions of current dollars),86,88,95,94,97,102
"45500","Texarkana, TX-Texarkana, AR (MSA)",78," Government",200,GDP by Metropolitan Area (millions of current dollars),528,566,596,663,762,786
"45500","Texarkana, TX-Texarkana, AR (MSA)",79,"   Federal civilian",200,GDP by Metropolitan Area (millions of current dollars),207,236,249,303,375,375
"45500","Texarkana, TX-Texarkana, AR (MSA)",80,"   Federal military",200,GDP by Metropolitan Area (millions of current dollars),10,12,19,19,22,22
"45500","Texarkana, TX-Texarkana, AR (MSA)",81,"   State and local",200,GDP by Metropolitan Area (millions of current dollars),310,318,328,342,365,389
"45500","Texarkana, TX-Texarkana, AR (MSA)",99,"Natural resources and mining",200,GDP by Metropolitan Area (millions of current dollars),70,68,84,115,"(D)",88
"45500","Texarkana, TX-Texarkana, AR (MSA)",100,"Trade",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)",667
"45500","Texarkana, TX-Texarkana, AR (MSA)",101,"Transportation and utilities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)",241
"45500","Texarkana, TX-Texarkana, AR (MSA)",102,"Financial activities",200,GDP by Metropolitan Area (millions of current dollars),284,282,318,316,329,393
"45500","Texarkana, TX-Texarkana, AR (MSA)",103,"Professional and business services",200,GDP by Metropolitan Area (millions of current dollars),168,161,181,218,"(D)",243
"45500","Texarkana, TX-Texarkana, AR (MSA)",104,"Education and health services",200,GDP by Metropolitan Area (millions of current dollars),350,378,415,425,"(D)",456
"45500","Texarkana, TX-Texarkana, AR (MSA)",105,"Leisure and hospitality",200,GDP by Metropolitan Area (millions of current dollars),95,100,105,117,124,130
