State,FMR_Area,Rent50_0Bed,Rent50_1Bed,Rent50_2Bed,Rent50_3Bed,Rent50_4Bed,MSAName,msa,State_Alpha,pop2000
20,200000141,355,377,496,634,652,Osborne County,9999,KS,4452
20,200000143,397,422,524,692,712,Ottawa County,9999,KS,6163
20,200000145,329,346,456,595,706,Pawnee County,9999,KS,7233
20,200000147,355,377,496,634,652,Phillips County,9999,KS,6001
20,200000149,347,482,537,671,942,Pottawatomie County,9999,KS,18209
20,200000151,329,347,458,595,706,Pratt County,9999,KS,9647
20,200000153,355,377,496,634,652,Rawlins County,9999,KS,2966
20,200000155,359,421,535,756,778,Reno County,9999,KS,64790
20,200000157,397,422,524,692,712,Republic County,9999,KS,5835
20,200000159,364,412,518,715,761,Rice County,9999,KS,10761
20,200000161,436,460,574,834,1008,Riley County,9999,KS,62843
20,200000163,355,377,496,634,652,Rooks County,9999,KS,5685
20,200000165,329,346,456,595,706,Rush County,9999,KS,3551
20,200000167,355,377,496,634,652,Russell County,9999,KS,7370
20,200000169,410,429,555,758,782,Saline County,9999,KS,53597
20,200000171,451,452,543,663,725,Scott County,9999,KS,5120
20,200000175,401,471,539,671,785,Seward County,9999,KS,22510
20,200000179,355,377,496,634,652,Sheridan County,9999,KS,2813
20,200000181,355,391,516,634,653,Sherman County,9999,KS,6760
20,200000183,355,377,496,634,652,Smith County,9999,KS,4536
20,200000185,329,346,456,595,706,Stafford County,9999,KS,4789
20,200000187,451,452,543,663,725,Stanton County,9999,KS,2406
20,200000189,451,452,543,663,725,Stevens County,9999,KS,5463
20,200000191,332,389,511,667,895,Sumner County,9999,KS,25946
20,200000193,355,377,496,634,652,Thomas County,9999,KS,8180
20,200000195,355,377,496,634,652,Trego County,9999,KS,3319
20,200000197,336,383,504,649,692,Wabaunsee County,9999,KS,6885
20,200000199,355,377,496,634,652,Wallace County,9999,KS,1749
20,200000201,397,422,524,692,712,Washington County,9999,KS,6483
20,200000203,451,452,543,663,725,Wichita County,9999,KS,2531
20,200000205,336,388,477,608,701,Wilson County,9999,KS,10332
20,200000207,336,388,477,608,701,Woodson County,9999,KS,3788
21,1640,478,559,735,1018,1110,"Cincinnati, OH--KY--IN PMSA",1640,KY,326071
21,1660,482,496,583,847,871,"Clarksville--Hopkinsville, TN--KY MSA",1660,KY,72265
21,2440,384,465,574,729,785,"Evansville--Henderson, IN--KY MSA",2440,KY,44829
21,2910,502,569,646,920,1135,Gallatin County MSA**,2910,KY,7870
21,3020,416,503,641,768,833,Grant County MSA**,3020,KY,22384
21,3400,362,426,514,638,689,"Huntington--Ashland, WV--KY--OH MSA",3400,KY,113532
21,4280,425,507,608,842,906,"Lexington, KY MSA",4280,KY,479198
21,4520,474,540,639,913,957,"Louisville, KY--IN MSA",4520,KY,801018
21,5990,357,412,531,760,851,"Owensboro, KY MSA",5990,KY,91545
21,6070,447,538,688,821,926,Pendleton County MSA**,6070,KY,14390
21,210000001,340,348,411,504,559,Adair County,9999,KY,17244
21,210000003,263,329,403,564,660,Allen County,9999,KY,17800
21,210000005,405,445,583,848,991,Anderson County,9999,KY,19111
21,210000007,388,404,501,634,730,Ballard County,9999,KY,8286
21,210000009,298,358,459,569,640,Barren County,9999,KY,38033
21,210000011,347,393,468,591,608,Bath County,9999,KY,11085
21,210000013,269,370,412,493,723,Bell County,9999,KY,30060
21,210000021,362,408,538,643,663,Boyle County,9999,KY,27697
21,210000023,347,393,468,591,608,Bracken County,9999,KY,8279
21,210000025,325,337,391,471,511,Breathitt County,9999,KY,16100
21,210000027,354,370,467,643,663,Breckinridge County,9999,KY,18648
21,210000031,425,468,572,752,850,Butler County,9999,KY,13010
21,210000033,346,347,417,541,609,Caldwell County,9999,KY,13060
21,210000035,430,431,544,674,938,Calloway County,9999,KY,34177
21,210000039,388,404,501,634,730,Carlisle County,9999,KY,5351
21,210000041,418,419,544,685,743,Carroll County,9999,KY,10155
21,210000045,340,348,411,504,559,Casey County,9999,KY,15447
21,210000051,238,328,365,437,451,Clay County,9999,KY,24556
21,210000053,340,348,411,504,559,Clinton County,9999,KY,9634
21,210000055,346,347,417,541,609,Crittenden County,9999,KY,9384
21,210000057,340,348,411,504,559,Cumberland County,9999,KY,7147
21,210000061,305,340,425,546,630,Edmonson County,9999,KY,11644
21,210000063,394,395,475,604,688,Elliott County,9999,KY,6748
21,210000065,365,366,440,537,659,Estill County,9999,KY,15307
21,210000069,347,393,468,591,608,Fleming County,9999,KY,13792
21,210000071,348,357,427,561,649,Floyd County,9999,KY,42441
21,210000073,429,458,603,833,859,Franklin County,9999,KY,47687
21,210000075,388,404,501,634,730,Fulton County,9999,KY,7752
21,210000079,358,406,518,618,909,Garrard County,9999,KY,14792
21,210000083,344,365,440,546,667,Graves County,9999,KY,37028
21,210000085,359,361,433,553,626,Grayson County,9999,KY,24053
21,210000087,340,348,414,504,559,Green County,9999,KY,11518
21,210000091,398,399,479,576,594,Hancock County,9999,KY,8392
21,210000093,419,420,506,737,875,Hardin County,9999,KY,94174
21,210000095,316,344,383,485,647,Harlan County,9999,KY,33202
21,210000097,433,436,522,670,691,Harrison County,9999,KY,17983
21,210000099,305,340,425,546,630,Hart County,9999,KY,17445
21,210000103,455,457,567,742,764,Henry County,9999,KY,15060
21,210000105,388,404,501,634,730,Hickman County,9999,KY,5262
21,210000107,362,363,436,582,765,Hopkins County,9999,KY,46519
21,210000109,348,372,420,505,526,Jackson County,9999,KY,13495
21,210000115,264,330,404,569,585,Johnson County,9999,KY,23445
21,210000119,325,337,391,471,511,Knott County,9999,KY,17649
21,210000121,249,297,382,531,549,Knox County,9999,KY,31795
21,210000123,354,370,467,643,663,Larue County,9999,KY,13373
21,210000125,369,396,445,552,705,Laurel County,9999,KY,52715
21,210000127,275,323,424,565,581,Lawrence County,9999,KY,15569
21,210000129,325,337,391,471,511,Lee County,9999,KY,7916
21,210000131,325,337,391,471,511,Leslie County,9999,KY,12401
21,210000133,325,337,391,488,511,Letcher County,9999,KY,25277
21,210000135,347,393,468,591,608,Lewis County,9999,KY,14092
21,210000137,313,437,485,578,728,Lincoln County,9999,KY,23361
21,210000139,346,347,417,541,609,Livingston County,9999,KY,9804
21,210000141,396,428,478,647,702,Logan County,9999,KY,26573
21,210000143,426,438,515,725,748,Lyon County,9999,KY,8080
21,210000145,334,415,514,710,730,McCracken County,9999,KY,65514
21,210000147,303,329,366,477,491,McCreary County,9999,KY,17080
21,210000149,357,411,525,753,842,McLean County,9999,KY,9938
21,210000153,352,353,424,540,556,Magoffin County,9999,KY,13332
21,210000155,354,370,467,643,663,Marion County,9999,KY,18212
21,210000157,393,394,474,638,771,Marshall County,9999,KY,30125
21,210000159,352,353,424,540,556,Martin County,9999,KY,12578
21,210000161,310,395,479,698,731,Mason County,9999,KY,16800
21,210000163,405,406,488,630,707,Meade County,9999,KY,26349
21,210000165,347,393,468,591,608,Menifee County,9999,KY,6556
21,210000167,439,442,528,662,785,Mercer County,9999,KY,20817
21,210000169,305,340,425,546,630,Metcalfe County,9999,KY,10037
21,210000171,305,340,425,546,630,Monroe County,9999,KY,11756
21,210000173,352,413,543,649,670,Montgomery County,9999,KY,22554
21,210000175,347,393,468,591,608,Morgan County,9999,KY,13948
21,210000177,348,350,420,550,566,Muhlenberg County,9999,KY,31839
21,210000179,395,418,512,726,781,Nelson County,9999,KY,37477
21,210000181,446,452,596,751,792,Nicholas County,9999,KY,6813
21,210000183,333,354,401,542,582,Ohio County,9999,KY,22916
21,210000187,485,550,625,887,1097,Owen County,9999,KY,10547
21,210000189,325,337,391,471,511,Owsley County,9999,KY,4858
21,210000193,363,364,437,522,632,Perry County,9999,KY,29390
21,210000195,356,358,442,531,547,Pike County,9999,KY,68736
21,210000197,337,426,518,618,637,Powell County,9999,KY,13237
21,210000199,294,340,430,553,583,Pulaski County,9999,KY,56217
21,210000201,347,393,468,591,608,Robertson County,9999,KY,2266
21,210000203,348,372,420,505,526,Rockcastle County,9999,KY,16582
21,210000205,376,442,496,594,818,Rowan County,9999,KY,22094
21,210000207,340,348,411,504,559,Russell County,9999,KY,16315
21,210000211,487,488,612,800,824,Shelby County,9999,KY,33337
21,210000213,392,458,603,744,766,Simpson County,9999,KY,16405
21,210000215,455,457,567,742,764,Spencer County,9999,KY,11766
21,210000217,287,399,444,568,692,Taylor County,9999,KY,22927
21,210000219,426,438,515,725,748,Todd County,9999,KY,11971
21,210000221,426,438,515,725,748,Trigg County,9999,KY,12597
21,210000223,455,457,567,742,764,Trimble County,9999,KY,8125
21,210000225,398,399,479,576,594,Union County,9999,KY,15637
21,210000227,413,478,589,800,907,Warren County,9999,KY,92522
21,210000229,354,370,467,643,663,Washington County,9999,KY,10916
21,210000231,262,356,402,526,542,Wayne County,9999,KY,19923
21,210000233,398,399,479,576,594,Webster County,9999,KY,14120
21,210000235,330,356,468,561,577,Whitley County,9999,KY,35865
21,210000237,325,337,391,471,511,Wolfe County,9999,KY,7065
22,220,427,432,515,690,712,"Alexandria, LA MSA",220,LA,126337
22,760,482,523,608,791,960,"Baton Rouge, LA MSA",760,LA,602894
22,3350,436,437,539,715,806,"Houma, LA MSA",3350,LA,194477
22,3880,442,480,535,645,869,"Lafayette, LA MSA",3880,LA,385647
22,3960,431,475,576,731,1010,"Lake Charles, LA MSA",3960,LA,183577
22,5200,407,437,552,720,743,"Monroe, LA MSA",5200,LA,147250
22,5560,545,602,711,926,1006,"New Orleans, LA MSA",5560,LA,1316510
22,6990,439,484,582,748,833,St. James Parish MSA**,6990,LA,21216
22,7680,449,492,586,750,787,"Shreveport--Bossier City, LA MSA",7680,LA,392302
22,220000003,356,357,431,590,674,Allen Parish,9999,LA,25440
22,220000007,409,410,491,606,623,Assumption Parish,9999,LA,23388
22,220000009,276,355,425,543,619,Avoyelles Parish,9999,LA,41481
22,220000011,375,396,452,651,795,Beauregard Parish,9999,LA,32986
22,220000013,402,409,483,586,627,Bienville Parish,9999,LA,15752
22,220000021,346,356,418,523,570,Caldwell Parish,9999,LA,10560
22,220000023,357,386,431,627,740,Cameron Parish,9999,LA,9991
22,220000025,343,344,431,525,619,Catahoula Parish,9999,LA,10920
22,220000027,402,409,483,586,627,Claiborne Parish,9999,LA,16851
22,220000029,343,344,431,555,619,Concordia Parish,9999,LA,20247
22,220000031,402,409,483,586,627,De Soto Parish,9999,LA,25494
22,220000035,346,356,418,523,570,East Carroll Parish,9999,LA,9421
22,220000037,392,393,472,565,718,East Feliciana Parish,9999,LA,21360
22,220000039,315,335,396,482,517,Evangeline Parish,9999,LA,35434
22,220000041,346,356,418,523,570,Franklin Parish,9999,LA,21263
22,220000043,343,344,451,539,618,Grant Parish,9999,LA,18698
22,220000045,395,412,500,643,687,Iberia Parish,9999,LA,73266
22,220000047,405,406,488,612,629,Iberville Parish,9999,LA,33320
22,220000049,346,356,418,524,570,Jackson Parish,9999,LA,15397
22,220000053,356,357,431,559,577,Jefferson Davis Parish,9999,LA,31435
22,220000059,343,344,431,525,619,La Salle Parish,9999,LA,14282
22,220000061,411,436,513,686,708,Lincoln Parish,9999,LA,42509
22,220000065,346,356,418,523,570,Madison Parish,9999,LA,13728
22,220000067,349,362,461,554,572,Morehouse Parish,9999,LA,31021
22,220000069,425,426,513,632,740,Natchitoches Parish,9999,LA,39080
22,220000077,392,393,472,565,718,Pointe Coupee Parish,9999,LA,22763
22,220000081,402,409,483,586,627,Red River Parish,9999,LA,9622
22,220000083,346,356,418,523,570,Richland Parish,9999,LA,20981
22,220000085,402,409,483,586,627,Sabine Parish,9999,LA,23459
22,220000091,392,393,472,565,718,St. Helena Parish,9999,LA,10525
22,220000101,375,386,478,636,729,St. Mary Parish,9999,LA,53500
22,220000105,380,436,548,656,798,Tangipahoa Parish,9999,LA,100588
22,220000107,346,356,418,523,570,Tensas Parish,9999,LA,6618
22,220000111,346,356,418,524,570,Union Parish,9999,LA,22803
22,220000113,347,348,419,580,597,Vermilion Parish,9999,LA,53807
22,220000115,352,402,453,659,726,Vernon Parish,9999,LA,52531
22,220000117,323,347,390,533,547,Washington Parish,9999,LA,43926
22,220000123,346,356,418,523,570,West Carroll Parish,9999,LA,12314
22,220000125,392,393,472,565,718,West Feliciana Parish,9999,LA,15111
22,220000127,342,371,412,509,577,Winn Parish,9999,LA,16894
23,730,454,529,678,865,956,"Bangor, ME MSA",730,ME,90864
23,4240,380,468,586,717,807,"Lewiston--Auburn, ME MSA",4240,ME,90830
23,6400,606,732,936,1201,1246,"Portland, ME MSA",6400,ME,243537
23,6450,694,790,983,1344,1464,"Portsmouth--Rochester, NH--ME PMSA",6450,ME,41375
23,230000001,385,465,594,722,796,Androscoggin County,9999,ME,12963
23,230000003,342,428,515,683,802,Aroostook County,9999,ME,73938
23,230000005,476,569,733,898,1124,Cumberland County,9999,ME,45900
23,230000007,422,467,565,693,858,Franklin County,9999,ME,29467
23,230000009,483,558,650,902,929,Hancock County,9999,ME,51791
23,230000011,385,452,564,767,833,Kennebec County,9999,ME,117114
23,230000013,425,565,654,894,988,Knox County,9999,ME,39618
23,230000015,501,562,663,821,846,Lincoln County,9999,ME,33616
23,230000017,418,476,556,745,929,Oxford County,9999,ME,54755
23,230000019,461,465,555,704,835,Penobscot County,9999,ME,57657
23,230000021,453,516,652,812,913,Piscataquis County,9999,ME,17235
23,230000023,568,569,710,853,1247,Sagadahoc County,9999,ME,35214
23,230000025,353,450,528,746,782,Somerset County,9999,ME,50888
23,230000027,492,555,676,807,833,Waldo County,9999,ME,32678
23,230000029,465,475,568,698,781,Washington County,9999,ME,33941
23,230000031,576,577,694,831,935,York County,9999,ME,121542
24,720,662,750,900,1155,1428,"Baltimore, MD PMSA",720,MD,2464740
24,721,,,,,,"Columbia, MD MSA**",721,MD,88254
24,1900,347,393,470,618,778,"Cumberland, MD--WV MSA",1900,MD,74930
24,3180,468,516,654,933,960,"Hagerstown, MD PMSA",3180,MD,131923
24,8840,915,1045,1187,1537,2000,"Washington, DC--MD--VA--WV PMSA",8840,MD,2065242
24,9160,674,726,846,1118,1352,"Wilmington--Newark, DE--MD PMSA",9160,MD,85951
24,240000011,471,513,587,795,818,Caroline County,9999,MD,29772
24,240000019,381,451,585,749,772,Dorchester County,9999,MD,30674
24,240000023,318,404,487,623,828,Garrett County,9999,MD,29846
24,240000029,546,558,658,851,1051,Kent County,9999,MD,19197
24,240000037,677,702,818,1098,1421,St. Mary's County,9999,MD,86211
24,240000039,445,460,538,680,943,Somerset County,9999,MD,24747
24,240000041,574,575,691,990,1020,Talbot County,9999,MD,33812
24,240000045,493,576,692,870,945,Wicomico County,9999,MD,84644
24,240000047,558,579,670,967,1042,Worcester County,9999,MD,46543
25,740,625,746,960,1150,1182,"Barnstable--Yarmouth, MA MSA",740,MA,162582
25,1120,1066,1120,1308,1593,1898,"Boston, MA--NH PMSA",1120,MA,3398051
25,1200,853,914,1136,1359,1649,"Brockton, MA PMSA",1200,MA,255459
25,2600,596,657,828,1022,1109,"Fitchburg--Leominster, MA PMSA",2600,MA,142284
25,4160,699,878,1075,1284,1323,"Lawrence, MA--NH PMSA",4160,MA,264873
25,4560,749,884,1152,1381,1515,"Lowell, MA--NH PMSA",4560,MA,290772
25,5400,489,636,726,867,1162,"New Bedford, MA PMSA",5400,MA,175198
25,6320,454,557,689,859,886,"Pittsfield, MA MSA",6320,MA,84699
25,6480,734,790,920,1099,1330,"Providence--Fall River--Warwick, RI--MA MSA",6480,MA,233064
25,8000,509,622,770,919,1053,"Springfield, MA MSA",8000,MA,591932
25,9240,643,740,888,1062,1106,"Worcester, MA--CT PMSA",9240,MA,502511
25,250000001,624,729,959,1168,1329,Barnstable County,9999,MA,59648
25,250000003,484,576,647,943,972,Berkshire County,9999,MA,50254
25,250000007,747,941,1151,1375,1416,Dukes County,9999,MA,14987
25,250000011,532,557,690,979,1085,Franklin County,9999,MA,67758
25,250000013,491,581,743,886,994,Hampden County,9999,MA,9545
25,250000015,572,693,873,1147,1382,Hampshire County,9999,MA,8372
25,250000019,938,1250,1443,1891,1948,Nantucket County,9999,MA,9520
25,250000027,522,549,627,816,919,Worcester County,9999,MA,27588
26,440,695,766,909,1184,1230,"Ann Arbor, MI PMSA",440,MI,578736
26,870,415,472,586,736,899,"Benton Harbor, MI MSA",870,MI,162453
26,2160,606,670,805,962,992,"Detroit, MI PMSA",2160,MI,4441551
26,2640,513,535,650,817,841,"Flint, MI PMSA",2640,MI,436141
26,3000,512,548,658,849,894,"Grand Rapids--Muskegon--Holland, MI MSA",3000,MI,1088514
26,3520,508,513,616,763,785,"Jackson, MI MSA",3520,MI,158422
26,3720,480,517,634,829,901,"Kalamazoo--Battle Creek, MI MSA",3720,MI,452851
26,4040,507,550,692,897,1005,"Lansing--East Lansing, MI MSA",4040,MI,447728
26,6960,409,476,597,774,798,"Saginaw--Bay City--Midland, MI MSA",6960,MI,403070
26,260000001,362,428,533,715,792,Alcona County,9999,MI,11719
26,260000003,330,396,479,600,678,Alger County,9999,MI,9862
26,260000007,389,422,468,657,718,Alpena County,9999,MI,31314
26,260000009,460,461,555,800,974,Antrim County,9999,MI,23110
26,260000011,385,404,488,661,739,Arenac County,9999,MI,17269
26,260000013,330,396,479,600,678,Baraga County,9999,MI,8746
26,260000015,379,470,582,833,890,Barry County,9999,MI,56755
26,260000019,545,546,691,870,896,Benzie County,9999,MI,15998
26,260000023,416,472,622,744,766,Branch County,9999,MI,45787
26,260000027,404,489,544,703,800,Cass County,9999,MI,51104
26,260000029,484,527,587,824,882,Charlevoix County,9999,MI,26090
26,260000031,362,428,533,729,792,Cheboygan County,9999,MI,26448
26,260000033,344,447,529,646,761,Chippewa County,9999,MI,38543
26,260000035,353,384,506,700,719,Clare County,9999,MI,31252
26,260000039,362,428,538,715,792,Crawford County,9999,MI,14273
26,260000041,319,394,471,614,660,Delta County,9999,MI,38520
26,260000043,334,396,514,622,849,Dickinson County,9999,MI,27472
26,260000047,400,492,617,871,897,Emmet County,9999,MI,31437
26,260000051,385,404,488,661,739,Gladwin County,9999,MI,26023
26,260000053,330,385,467,597,677,Gogebic County,9999,MI,17370
26,260000055,555,582,718,953,982,Grand Traverse County,9999,MI,77654
26,260000057,427,428,516,693,764,Gratiot County,9999,MI,42285
26,260000059,357,446,526,766,810,Hillsdale County,9999,MI,46527
26,260000061,377,387,466,644,723,Houghton County,9999,MI,36016
26,260000063,396,397,481,617,755,Huron County,9999,MI,36079
26,260000067,428,469,576,690,736,Ionia County,9999,MI,61518
26,260000069,382,409,476,695,759,Iosco County,9999,MI,27339
26,260000071,330,385,467,597,677,Iron County,9999,MI,13138
26,260000073,457,471,551,765,931,Isabella County,9999,MI,63351
26,260000079,446,484,537,643,662,Kalkaska County,9999,MI,16571
26,260000083,330,385,467,597,677,Keweenaw County,9999,MI,2301
26,260000085,420,451,527,680,841,Lake County,9999,MI,11333
26,260000089,545,546,691,870,896,Leelanau County,9999,MI,21119
26,260000095,324,410,490,631,685,Luce County,9999,MI,7024
26,260000097,345,439,531,637,684,Mackinac County,9999,MI,11943
26,260000101,418,422,555,664,733,Manistee County,9999,MI,24527
26,260000103,325,401,491,610,671,Marquette County,9999,MI,64634
26,260000105,322,381,497,641,685,Mason County,9999,MI,28274
26,260000107,376,466,565,762,992,Mecosta County,9999,MI,40553
26,260000109,375,376,452,598,793,Menominee County,9999,MI,25326
26,260000113,403,485,571,753,869,Missaukee County,9999,MI,14478
26,260000117,459,465,553,729,751,Montcalm County,9999,MI,61266
26,260000119,362,428,533,715,792,Montmorency County,9999,MI,10315
26,260000123,446,457,537,727,748,Newaygo County,9999,MI,47874
26,260000127,377,437,533,641,660,Oceana County,9999,MI,26873
26,260000129,386,404,499,662,740,Ogemaw County,9999,MI,21645
26,260000131,330,385,467,597,677,Ontonagon County,9999,MI,7818
26,260000133,402,403,485,650,803,Osceola County,9999,MI,23197
26,260000135,362,428,533,715,792,Oscoda County,9999,MI,9418
26,260000137,416,486,641,766,794,Otsego County,9999,MI,23301
26,260000141,362,428,533,715,792,Presque Isle County,9999,MI,14411
26,260000143,417,419,502,659,760,Roscommon County,9999,MI,25469
26,260000149,438,470,573,698,772,St. Joseph County,9999,MI,62422
26,260000151,432,468,522,736,757,Sanilac County,9999,MI,44547
26,260000153,324,410,490,631,685,Schoolcraft County,9999,MI,8903
26,260000155,372,459,571,778,893,Shiawassee County,9999,MI,71687
26,260000157,374,431,541,668,802,Tuscola County,9999,MI,58266
26,260000165,369,488,567,739,882,Wexford County,9999,MI,30484
27,2240,372,452,575,734,933,"Duluth--Superior, MN--WI MSA",2240,MN,200528
27,2520,378,442,550,801,928,"Fargo--Moorhead, ND--MN MSA",2520,MN,51229
27,2985,381,472,586,757,981,"Grand Forks, ND--MN MSA",2985,MN,31369
27,3870,370,434,571,775,1001,"La Crosse, WI--MN MSA",3870,MN,19718
27,5120,651,763,928,1229,1386,"Minneapolis--St. Paul, MN--WI MSA",5120,MN,2868847
27,6820,526,591,776,1055,1087,"Rochester, MN MSA",6820,MN,124277
27,6980,445,486,578,815,976,"St. Cloud, MN MSA",6980,MN,167392
27,270000001,375,436,575,735,787,Aitkin County,9999,MN,15301
27,270000005,311,363,478,594,612,Becker County,9999,MN,30000
27,270000007,353,422,541,723,931,Beltrami County,9999,MN,39650
27,270000011,316,382,486,620,662,Big Stone County,9999,MN,5820
27,270000013,423,526,616,897,1083,Blue Earth County,9999,MN,55941
27,270000015,369,436,531,637,680,Brown County,9999,MN,26911
27,270000017,356,452,547,655,674,Carlton County,9999,MN,31671
27,270000021,364,427,519,655,673,Cass County,9999,MN,27150
27,270000023,377,420,508,609,628,Chippewa County,9999,MN,13088
27,270000029,357,415,515,656,903,Clearwater County,9999,MN,8423
27,270000031,364,427,519,655,673,Cook County,9999,MN,5168
27,270000033,331,358,445,594,642,Cottonwood County,9999,MN,12167
27,270000035,379,441,581,743,876,Crow Wing County,9999,MN,55099
27,270000039,376,413,543,650,774,Dodge County,9999,MN,17731
27,270000041,357,436,539,785,836,Douglas County,9999,MN,32821
27,270000043,331,358,445,594,642,Faribault County,9999,MN,16181
27,270000045,352,434,543,711,953,Fillmore County,9999,MN,21122
27,270000047,325,380,500,599,767,Freeborn County,9999,MN,32584
27,270000049,420,491,647,814,862,Goodhue County,9999,MN,44127
27,270000051,316,382,486,620,662,Grant County,9999,MN,6289
27,270000057,357,415,515,656,903,Hubbard County,9999,MN,18376
27,270000061,360,435,555,674,733,Itasca County,9999,MN,43992
27,270000063,331,358,445,594,642,Jackson County,9999,MN,11268
27,270000065,386,450,593,756,811,Kanabec County,9999,MN,14996
27,270000067,429,433,518,710,790,Kandiyohi County,9999,MN,41203
27,270000069,337,399,501,636,746,Kittson County,9999,MN,5285
27,270000071,364,427,519,655,673,Koochiching County,9999,MN,14355
27,270000073,377,420,508,609,628,Lac qui Parle County,9999,MN,8067
27,270000075,364,427,519,655,673,Lake County,9999,MN,11058
27,270000077,357,415,515,656,903,Lake of the Woods County,9999,MN,4522
27,270000079,441,462,578,805,828,Le Sueur County,9999,MN,25426
27,270000081,377,420,508,609,628,Lincoln County,9999,MN,6429
27,270000083,386,450,540,685,706,Lyon County,9999,MN,25425
27,270000085,462,465,611,871,896,McLeod County,9999,MN,34898
27,270000087,357,415,515,656,903,Mahnomen County,9999,MN,5190
27,270000089,337,399,501,636,746,Marshall County,9999,MN,10155
27,270000091,354,365,430,627,647,Martin County,9999,MN,21802
27,270000093,444,469,534,707,729,Meeker County,9999,MN,22644
27,270000095,408,435,561,747,770,Mille Lacs County,9999,MN,22330
27,270000097,341,411,524,645,918,Morrison County,9999,MN,31712
27,270000099,331,389,499,613,669,Mower County,9999,MN,38603
27,270000101,331,358,445,594,642,Murray County,9999,MN,9165
27,270000103,483,487,581,796,819,Nicollet County,9999,MN,29771
27,270000105,324,419,484,624,643,Nobles County,9999,MN,20832
27,270000107,337,399,501,636,746,Norman County,9999,MN,7442
27,270000111,330,395,507,617,636,Otter Tail County,9999,MN,57159
27,270000113,331,386,508,609,656,Pennington County,9999,MN,13584
27,270000115,400,460,582,796,819,Pine County,9999,MN,26530
27,270000117,331,358,445,594,642,Pipestone County,9999,MN,9895
27,270000121,316,382,486,620,662,Pope County,9999,MN,11236
27,270000125,337,399,501,636,746,Red Lake County,9999,MN,4299
27,270000127,377,420,508,609,628,Redwood County,9999,MN,16815
27,270000129,444,445,534,707,729,Renville County,9999,MN,17154
27,270000131,487,518,681,823,1149,Rice County,9999,MN,56665
27,270000133,331,358,445,594,642,Rock County,9999,MN,9721
27,270000135,337,399,517,635,746,Roseau County,9999,MN,16338
27,270000143,444,445,534,707,729,Sibley County,9999,MN,15356
27,270000147,394,494,607,769,1066,Steele County,9999,MN,33680
27,270000149,331,386,508,620,663,Stevens County,9999,MN,10053
27,270000151,316,382,486,620,662,Swift County,9999,MN,11956
27,270000153,419,420,518,652,810,Todd County,9999,MN,24426
27,270000155,316,382,486,620,662,Traverse County,9999,MN,4134
27,270000157,361,414,527,643,924,Wabasha County,9999,MN,21610
27,270000159,419,420,518,652,810,Wadena County,9999,MN,13713
27,270000161,376,438,577,692,712,Waseca County,9999,MN,19526
27,270000165,331,358,445,594,642,Watonwan County,9999,MN,11876
27,270000167,316,382,486,620,662,Wilkin County,9999,MN,7138
27,270000169,374,454,574,799,1009,Winona County,9999,MN,49985
27,270000173,377,420,508,609,628,Yellow Medicine County,9999,MN,11080
28,920,497,532,627,859,885,"Biloxi--Gulfport--Pascagoula, MS MSA",920,MS,363988
28,3285,398,461,552,803,827,"Hattiesburg, MS MSA",3285,MS,111674
28,3560,488,563,650,823,849,"Jackson, MS MSA",3560,MS,440801
28,4920,559,605,673,900,938,"Memphis, TN--AR--MS MSA",4920,MS,107199
28,280000001,338,460,513,613,901,Adams County,9999,MS,34340
28,280000003,346,376,418,583,734,Alcorn County,9999,MS,34558
28,280000005,357,409,455,545,594,Amite County,9999,MS,13599
28,280000007,338,358,424,582,691,Attala County,9999,MS,19661
28,280000009,415,496,552,659,679,Benton County,9999,MS,8026
28,280000011,375,425,497,611,873,Bolivar County,9999,MS,40633
28,280000013,338,358,424,582,691,Calhoun County,9999,MS,15069
28,280000015,294,343,452,592,666,Carroll County,9999,MS,10769
28,280000017,370,438,521,625,672,Chickasaw County,9999,MS,19440
28,280000019,338,358,424,582,691,Choctaw County,9999,MS,9758
28,280000021,352,367,423,559,712,Claiborne County,9999,MS,11831
28,280000023,412,438,503,674,695,Clarke County,9999,MS,17955
28,280000025,353,354,425,619,639,Clay County,9999,MS,21979
28,280000027,379,409,539,644,945,Coahoma County,9999,MS,30622
28,280000029,366,368,442,559,713,Copiah County,9999,MS,28757
28,280000031,352,367,423,559,712,Covington County,9999,MS,19407
28,280000037,357,409,455,545,594,Franklin County,9999,MS,8448
28,280000039,433,436,522,702,799,George County,9999,MS,19144
28,280000041,334,371,456,594,610,Greene County,9999,MS,13299
28,280000043,320,396,440,622,698,Grenada County,9999,MS,23263
28,280000051,411,481,536,641,660,Holmes County,9999,MS,21609
28,280000053,294,343,452,592,666,Humphreys County,9999,MS,11206
28,280000055,411,481,536,641,660,Issaquena County,9999,MS,2274
28,280000057,298,377,459,580,659,Itawamba County,9999,MS,22770
28,280000061,357,384,453,543,576,Jasper County,9999,MS,18149
28,280000063,352,367,423,559,712,Jefferson County,9999,MS,9740
28,280000065,352,367,423,559,712,Jefferson Davis County,9999,MS,13962
28,280000067,315,382,470,616,636,Jones County,9999,MS,64958
28,280000069,412,438,503,674,695,Kemper County,9999,MS,10453
28,280000071,405,515,605,758,781,Lafayette County,9999,MS,38744
28,280000075,437,449,530,740,762,Lauderdale County,9999,MS,78161
28,280000077,352,367,423,559,712,Lawrence County,9999,MS,13258
28,280000079,357,384,453,543,576,Leake County,9999,MS,20940
