State,FMR_Area,Rent50_0Bed,Rent50_1Bed,Rent50_2Bed,Rent50_3Bed,Rent50_4Bed,MSAName,msa,State_Alpha,pop2000
13,130000147,383,415,460,551,809,Hart County,9999,GA,22997
13,130000149,458,460,553,697,719,Heard County,9999,GA,11012
13,130000155,378,406,457,597,682,Irwin County,9999,GA,9931
13,130000157,484,523,581,710,907,Jackson County,9999,GA,41589
13,130000159,354,443,491,634,677,Jasper County,9999,GA,11426
13,130000161,391,422,470,570,612,Jeff Davis County,9999,GA,12684
13,130000163,300,347,436,521,583,Jefferson County,9999,GA,17266
13,130000165,300,332,436,521,583,Jenkins County,9999,GA,8575
13,130000167,354,443,491,634,677,Johnson County,9999,GA,8560
13,130000171,465,466,561,698,984,Lamar County,9999,GA,15912
13,130000173,378,406,457,597,682,Lanier County,9999,GA,7241
13,130000175,368,414,459,605,715,Laurens County,9999,GA,44874
13,130000179,453,491,546,780,869,Liberty County,9999,GA,61610
13,130000181,388,408,466,602,619,Lincoln County,9999,GA,8348
13,130000183,398,430,479,682,704,Long County,9999,GA,10304
13,130000185,472,474,570,794,817,Lowndes County,9999,GA,92115
13,130000187,415,534,640,921,949,Lumpkin County,9999,GA,21016
13,130000191,444,480,534,774,916,McIntosh County,9999,GA,10847
13,130000193,383,387,460,589,762,Macon County,9999,GA,14074
13,130000197,383,387,460,589,762,Marion County,9999,GA,7144
13,130000199,428,429,518,619,638,Meriwether County,9999,GA,22534
13,130000201,414,448,499,616,731,Miller County,9999,GA,6383
13,130000205,373,386,450,538,718,Mitchell County,9999,GA,23932
13,130000207,451,489,543,649,758,Monroe County,9999,GA,21757
13,130000209,306,368,413,558,607,Montgomery County,9999,GA,8270
13,130000211,405,408,518,644,663,Morgan County,9999,GA,15457
13,130000213,427,458,516,616,635,Murray County,9999,GA,36506
13,130000221,405,408,507,740,762,Oglethorpe County,9999,GA,12635
13,130000229,357,385,433,571,657,Pierce County,9999,GA,15636
13,130000231,456,458,551,719,901,Pike County,9999,GA,13688
13,130000233,370,414,521,646,665,Polk County,9999,GA,38127
13,130000235,306,368,418,609,629,Pulaski County,9999,GA,9588
13,130000237,294,340,448,652,673,Putnam County,9999,GA,18812
13,130000239,364,394,438,530,628,Quitman County,9999,GA,2598
13,130000241,466,498,564,710,829,Rabun County,9999,GA,15050
13,130000243,364,394,438,530,628,Randolph County,9999,GA,7791
13,130000249,383,387,460,589,762,Schley County,9999,GA,3766
13,130000251,300,332,436,521,583,Screven County,9999,GA,15374
13,130000253,414,448,499,616,731,Seminole County,9999,GA,9369
13,130000257,312,433,481,591,609,Stephens County,9999,GA,25435
13,130000259,364,394,438,530,628,Stewart County,9999,GA,5252
13,130000261,351,449,509,610,894,Sumter County,9999,GA,33200
13,130000263,458,460,553,697,719,Talbot County,9999,GA,6498
13,130000265,388,408,466,602,619,Taliaferro County,9999,GA,2077
13,130000267,303,328,365,508,524,Tattnall County,9999,GA,22305
13,130000269,383,387,460,589,762,Taylor County,9999,GA,8815
13,130000271,306,368,414,558,607,Telfair County,9999,GA,11794
13,130000273,396,403,477,571,627,Terrell County,9999,GA,10970
13,130000275,433,469,523,681,898,Thomas County,9999,GA,42737
13,130000277,409,452,501,638,705,Tift County,9999,GA,38407
13,130000279,267,370,412,577,622,Toombs County,9999,GA,26067
13,130000281,466,498,564,710,829,Towns County,9999,GA,9319
13,130000283,306,368,413,558,607,Treutlen County,9999,GA,6854
13,130000285,444,492,580,772,794,Troup County,9999,GA,58779
13,130000287,378,406,457,597,682,Turner County,9999,GA,9504
13,130000291,466,498,564,710,829,Union County,9999,GA,17289
13,130000293,337,439,518,641,659,Upson County,9999,GA,27597
13,130000299,376,422,480,612,694,Ware County,9999,GA,35483
13,130000301,388,408,466,602,619,Warren County,9999,GA,6336
13,130000303,300,357,436,537,583,Washington County,9999,GA,21176
13,130000305,306,366,431,572,759,Wayne County,9999,GA,26565
13,130000307,383,387,460,589,762,Webster County,9999,GA,2390
13,130000309,306,368,413,558,607,Wheeler County,9999,GA,6179
13,130000311,467,510,568,716,824,White County,9999,GA,19944
13,130000313,466,519,577,754,775,Whitfield County,9999,GA,83525
13,130000315,306,368,413,558,607,Wilcox County,9999,GA,8577
13,130000317,388,408,466,602,619,Wilkes County,9999,GA,10687
13,130000319,354,443,491,634,677,Wilkinson County,9999,GA,10220
13,130000321,364,394,438,604,628,Worth County,9999,GA,21967
15,3320,711,848,1024,1492,1759,"Honolulu, HI MSA",3320,HI,876156
15,150000001,568,679,759,1069,1130,Hawaii County,9999,HI,148677
15,150000005,724,797,936,1206,1409,,9999,HI,147
15,150000007,614,690,872,1092,1380,Kauai County,9999,HI,58463
15,150000009,737,824,950,1316,1470,Maui County,9999,HI,128094
16,1080,506,601,686,1000,1099,"Boise City, ID MSA",1080,ID,432345
16,6340,367,421,535,778,935,"Pocatello, ID MSA",6340,ID,75565
16,160000003,410,446,568,741,888,Adams County,9999,ID,3476
16,160000007,361,417,520,750,894,Bear Lake County,9999,ID,6411
16,160000009,485,505,619,899,938,Benewah County,9999,ID,9171
16,160000011,356,408,499,723,744,Bingham County,9999,ID,41735
16,160000013,757,801,912,1184,1600,Blaine County,9999,ID,18991
16,160000015,410,446,568,741,888,Boise County,9999,ID,6670
16,160000017,470,534,619,868,895,Bonner County,9999,ID,36835
16,160000019,408,450,565,773,966,Bonneville County,9999,ID,82522
16,160000021,485,505,619,899,938,Boundary County,9999,ID,9871
16,160000023,397,431,540,776,918,Butte County,9999,ID,2899
16,160000025,413,483,576,776,857,Camas County,9999,ID,991
16,160000029,361,417,520,750,894,Caribou County,9999,ID,7304
16,160000031,413,483,576,776,857,Cassia County,9999,ID,21416
16,160000033,397,431,540,776,918,Clark County,9999,ID,1022
16,160000035,416,439,541,787,940,Clearwater County,9999,ID,8930
16,160000037,397,431,540,776,918,Custer County,9999,ID,4342
16,160000039,371,435,571,715,838,Elmore County,9999,ID,29130
16,160000041,361,417,520,750,894,Franklin County,9999,ID,11329
16,160000043,397,431,540,776,918,Fremont County,9999,ID,11819
16,160000045,413,538,598,870,896,Gem County,9999,ID,15181
16,160000047,413,483,576,776,857,Gooding County,9999,ID,14155
16,160000049,399,436,572,685,794,Idaho County,9999,ID,15511
16,160000051,397,431,540,776,918,Jefferson County,9999,ID,19155
16,160000053,413,483,576,776,857,Jerome County,9999,ID,18342
16,160000055,494,534,641,932,1047,Kootenai County,9999,ID,108685
16,160000057,417,446,536,779,939,Latah County,9999,ID,34935
16,160000059,397,431,540,776,918,Lemhi County,9999,ID,7806
16,160000061,416,439,541,787,940,Lewis County,9999,ID,3747
16,160000063,413,483,576,776,857,Lincoln County,9999,ID,4044
16,160000065,378,380,486,704,771,Madison County,9999,ID,27467
16,160000067,316,413,488,642,661,Minidoka County,9999,ID,20174
16,160000069,439,441,561,807,986,Nez Perce County,9999,ID,37410
16,160000071,361,417,520,750,894,Oneida County,9999,ID,4125
16,160000073,410,446,568,741,888,Owyhee County,9999,ID,10644
16,160000075,375,440,577,704,870,Payette County,9999,ID,20578
16,160000077,361,417,520,750,894,Power County,9999,ID,7538
16,160000079,405,406,504,660,682,Shoshone County,9999,ID,13771
16,160000081,397,431,540,776,918,Teton County,9999,ID,5999
16,160000083,400,473,578,767,873,Twin Falls County,9999,ID,64284
16,160000085,410,446,568,741,888,Valley County,9999,ID,7651
16,160000087,410,446,568,741,888,Washington County,9999,ID,9977
17,1040,456,513,649,869,1115,"Bloomington--Normal, IL MSA",1040,IL,150433
17,1400,450,541,646,861,1137,"Champaign--Urbana, IL MSA",1400,IL,179669
17,1600,693,803,906,1100,1266,"Chicago, IL PMSA",1600,IL,8091720
17,1960,428,476,593,771,839,"Davenport--Moline--Rock Island, IA--IL MSA",1960,IL,200394
17,2040,361,447,556,753,775,"Decatur, IL MSA",2040,IL,114706
17,2050,523,572,753,988,1233,DeKalb County MSA**,2050,IL,88969
17,3170,516,600,791,1050,1376,Grundy County MSA**,3170,IL,37535
17,3740,485,547,695,905,979,"Kankakee, IL PMSA",3740,IL,103833
17,3780,734,735,909,1230,1322,Kendall County MSA**,3780,IL,54544
17,6120,416,487,613,788,909,"Peoria--Pekin, IL MSA",6120,IL,347387
17,6880,439,492,634,840,864,"Rockford, IL MSA",6880,IL,371236
17,7040,545,594,741,969,1039,"St. Louis, MO--IL MSA",7040,IL,599845
17,7880,395,466,598,792,904,"Springfield, IL MSA",7880,IL,201437
17,170000001,335,392,515,668,736,Adams County,9999,IL,68277
17,170000003,368,369,441,572,640,Alexander County,9999,IL,9590
17,170000005,325,370,470,685,766,Bond County,9999,IL,17633
17,170000009,314,382,484,645,664,Brown County,9999,IL,6950
17,170000011,363,426,561,692,759,Bureau County,9999,IL,35503
17,170000013,350,394,521,635,706,Calhoun County,9999,IL,5084
17,170000015,384,448,546,682,704,Carroll County,9999,IL,16674
17,170000017,370,372,488,613,631,Cass County,9999,IL,13695
17,170000021,321,422,494,635,766,Christian County,9999,IL,35372
17,170000023,331,459,508,741,764,Clark County,9999,IL,17008
17,170000025,310,360,450,582,600,Clay County,9999,IL,14560
17,170000029,353,444,544,793,955,Coles County,9999,IL,53196
17,170000033,289,342,445,571,593,Crawford County,9999,IL,20452
17,170000035,347,435,534,739,937,Cumberland County,9999,IL,11253
17,170000039,406,408,504,681,776,De Witt County,9999,IL,16798
17,170000041,338,422,519,724,747,Douglas County,9999,IL,19922
17,170000045,325,393,500,613,644,Edgar County,9999,IL,19704
17,170000047,368,369,441,572,640,Edwards County,9999,IL,6971
17,170000049,448,450,539,676,709,Effingham County,9999,IL,34264
17,170000051,398,422,480,631,651,Fayette County,9999,IL,21802
17,170000053,356,421,549,663,683,Ford County,9999,IL,14241
17,170000055,306,406,471,614,823,Franklin County,9999,IL,39018
17,170000057,330,397,491,624,737,Fulton County,9999,IL,38250
17,170000059,368,369,441,572,640,Gallatin County,9999,IL,6445
17,170000061,350,394,521,635,706,Greene County,9999,IL,14761
17,170000065,368,369,441,572,640,Hamilton County,9999,IL,8621
17,170000067,377,378,476,571,588,Hancock County,9999,IL,20121
17,170000069,368,369,441,572,640,Hardin County,9999,IL,4800
17,170000071,329,391,496,626,737,Henderson County,9999,IL,8213
17,170000075,348,414,500,623,711,Iroquois County,9999,IL,31334
17,170000077,344,422,529,770,862,Jackson County,9999,IL,59612
17,170000079,310,360,450,582,600,Jasper County,9999,IL,10117
17,170000081,441,444,533,691,710,Jefferson County,9999,IL,40045
17,170000085,419,420,505,641,660,Jo Daviess County,9999,IL,22289
17,170000087,368,369,441,572,640,Johnson County,9999,IL,12878
17,170000095,346,406,533,709,731,Knox County,9999,IL,55836
17,170000099,409,452,588,753,954,La Salle County,9999,IL,111509
17,170000101,293,344,453,611,629,Lawrence County,9999,IL,15452
17,170000103,353,446,544,726,804,Lee County,9999,IL,36062
17,170000105,376,460,577,720,743,Livingston County,9999,IL,39678
17,170000107,429,430,518,706,909,Logan County,9999,IL,31183
17,170000109,331,395,501,676,879,McDonough County,9999,IL,32913
17,170000117,432,433,533,654,673,Macoupin County,9999,IL,49019
17,170000121,399,400,483,640,658,Marion County,9999,IL,41691
17,170000123,343,402,528,692,747,Marshall County,9999,IL,13180
17,170000125,314,388,484,645,664,Mason County,9999,IL,16038
17,170000127,390,395,469,683,705,Massac County,9999,IL,15161
17,170000131,335,416,515,623,720,Mercer County,9999,IL,16957
17,170000135,410,411,492,588,699,Montgomery County,9999,IL,30652
17,170000137,366,428,564,722,745,Morgan County,9999,IL,36616
17,170000139,340,395,522,629,763,Moultrie County,9999,IL,14287
17,170000145,295,411,456,555,679,Perry County,9999,IL,23094
17,170000147,406,408,516,683,776,Piatt County,9999,IL,16365
17,170000149,314,382,484,645,664,Pike County,9999,IL,17384
17,170000151,368,369,441,572,640,Pope County,9999,IL,4413
17,170000153,368,369,441,572,640,Pulaski County,9999,IL,7348
17,170000155,343,402,528,692,747,Putnam County,9999,IL,6086
17,170000157,320,376,493,630,768,Randolph County,9999,IL,33893
17,170000159,321,406,464,668,711,Richland County,9999,IL,16149
17,170000165,280,373,431,593,757,Saline County,9999,IL,26733
17,170000169,314,382,484,645,664,Schuyler County,9999,IL,7189
17,170000171,350,394,521,635,706,Scott County,9999,IL,5537
17,170000173,404,406,490,642,713,Shelby County,9999,IL,22893
17,170000175,343,402,528,692,747,Stark County,9999,IL,6332
17,170000177,379,441,581,696,716,Stephenson County,9999,IL,48979
17,170000181,382,383,460,550,736,Union County,9999,IL,18293
17,170000183,356,417,549,665,686,Vermilion County,9999,IL,83919
17,170000185,368,369,441,572,640,Wabash County,9999,IL,12937
17,170000187,344,401,529,631,677,Warren County,9999,IL,18735
17,170000189,404,408,505,666,686,Washington County,9999,IL,15148
17,170000191,270,338,414,510,525,Wayne County,9999,IL,17151
17,170000193,368,369,441,572,640,White County,9999,IL,15371
17,170000195,385,456,555,694,714,Whiteside County,9999,IL,60653
17,170000199,331,387,509,733,753,Williamson County,9999,IL,61296
18,1020,467,554,663,963,1121,"Bloomington, IN MSA",1020,IN,120563
18,1640,478,559,735,1018,1110,"Cincinnati, OH--KY--IN PMSA",1640,IN,46109
18,2330,544,545,664,838,862,"Elkhart--Goshen, IN MSA",2330,IN,182791
18,2440,384,465,574,729,785,"Evansville--Henderson, IN--KY MSA",2440,IN,251366
18,2760,456,487,613,752,775,"Fort Wayne, IN MSA",2760,IN,502141
18,2960,524,623,761,924,950,"Gary, IN PMSA",2960,IN,631362
18,3480,507,584,702,908,981,"Indianapolis, IN MSA",3480,IN,1607486
18,3850,466,489,619,783,805,"Kokomo, IN MSA",3850,IN,101541
18,3920,472,569,701,904,1179,"Lafayette, IN MSA",3920,IN,182821
18,4520,474,540,639,913,957,"Louisville, KY--IN MSA",4520,IN,224580
18,5280,438,461,571,752,842,"Muncie, IN MSA",5280,IN,118769
18,5840,434,468,603,767,822,Ohio County MSA**,5840,IN,5623
18,7800,485,542,670,845,871,"South Bend, IN MSA",7800,IN,265559
18,8320,380,423,549,687,832,"Terre Haute, IN MSA",8320,IN,149192
18,180000005,585,593,705,869,998,Bartholomew County,9999,IN,71435
18,180000007,373,464,569,724,798,Benton County,9999,IN,9421
18,180000009,444,445,534,678,760,Blackford County,9999,IN,14048
18,180000013,555,556,668,823,940,Brown County,9999,IN,14957
18,180000015,360,422,555,766,789,Carroll County,9999,IN,20165
18,180000017,367,421,538,666,686,Cass County,9999,IN,40930
18,180000025,359,422,527,643,662,Crawford County,9999,IN,10743
18,180000027,422,423,509,665,714,Daviess County,9999,IN,29820
18,180000031,488,489,592,770,793,Decatur County,9999,IN,24555
18,180000037,352,413,543,750,773,Dubois County,9999,IN,39674
18,180000041,361,436,556,738,761,Fayette County,9999,IN,25588
18,180000045,348,436,510,651,785,Fountain County,9999,IN,17954
18,180000047,369,446,568,716,738,Franklin County,9999,IN,22151
18,180000049,437,474,529,740,763,Fulton County,9999,IN,20511
18,180000051,435,436,526,658,908,Gibson County,9999,IN,32500
18,180000053,455,456,547,722,811,Grant County,9999,IN,73403
18,180000055,320,337,441,620,639,Greene County,9999,IN,33157
18,180000065,454,455,577,720,886,Henry County,9999,IN,48508
18,180000071,498,499,600,768,886,Jackson County,9999,IN,41335
18,180000073,521,522,627,775,800,Jasper County,9999,IN,30043
18,180000075,326,382,502,651,673,Jay County,9999,IN,21806
18,180000077,384,417,544,671,771,Jefferson County,9999,IN,31705
18,180000079,375,437,576,697,917,Jennings County,9999,IN,27554
18,180000083,339,387,499,616,772,Knox County,9999,IN,39256
18,180000085,396,465,610,753,861,Kosciusko County,9999,IN,74057
18,180000087,460,476,588,730,752,LaGrange County,9999,IN,34909
18,180000091,412,480,609,817,844,LaPorte County,9999,IN,110106
18,180000093,370,450,569,680,966,Lawrence County,9999,IN,45922
18,180000099,397,480,604,776,801,Marshall County,9999,IN,45128
18,180000101,343,382,484,577,699,Martin County,9999,IN,10369
18,180000103,339,402,521,757,852,Miami County,9999,IN,36082
18,180000107,379,451,573,775,800,Montgomery County,9999,IN,37629
18,180000111,463,464,559,714,736,Newton County,9999,IN,14566
18,180000113,510,511,615,737,757,Noble County,9999,IN,46275
18,180000117,311,363,476,604,644,Orange County,9999,IN,19306
18,180000119,445,464,536,671,941,Owen County,9999,IN,21786
18,180000121,439,440,531,643,841,Parke County,9999,IN,17241
18,180000123,325,380,501,715,737,Perry County,9999,IN,18899
18,180000125,348,397,523,670,754,Pike County,9999,IN,12837
18,180000131,458,459,552,715,736,Pulaski County,9999,IN,13755
18,180000133,484,485,594,709,779,Putnam County,9999,IN,36019
18,180000135,420,421,506,683,705,Randolph County,9999,IN,27401
18,180000137,494,496,596,712,874,Ripley County,9999,IN,26523
18,180000139,466,467,563,671,712,Rush County,9999,IN,18261
18,180000147,348,397,523,670,754,Spencer County,9999,IN,20391
18,180000149,450,467,540,707,729,Starke County,9999,IN,23556
18,180000151,432,506,666,798,820,Steuben County,9999,IN,33214
18,180000153,318,379,490,586,603,Sullivan County,9999,IN,21751
18,180000155,420,452,581,740,793,Switzerland County,9999,IN,9065
18,180000161,369,446,568,716,738,Union County,9999,IN,7349
18,180000169,368,410,538,671,756,Wabash County,9999,IN,34960
18,180000171,373,464,569,724,798,Warren County,9999,IN,8419
18,180000175,361,412,497,637,776,Washington County,9999,IN,27223
18,180000177,383,436,553,735,786,Wayne County,9999,IN,71097
18,180000181,394,546,607,724,1058,White County,9999,IN,25267
19,1360,407,478,628,916,1103,"Cedar Rapids, IA MSA",1360,IA,191701
19,1960,428,476,593,771,839,"Davenport--Moline--Rock Island, IA--IL MSA",1960,IA,158668
19,2120,479,573,691,891,980,"Des Moines, IA MSA",2120,IA,456022
19,2200,377,408,538,727,825,"Dubuque, IA MSA",2200,IA,89143
19,3500,451,534,679,987,1190,"Iowa City, IA MSA",3500,IA,111006
19,5920,491,557,688,943,990,"Omaha, NE--IA MSA",5920,IA,87704
19,7720,404,474,622,784,854,"Sioux City, IA--NE MSA",7720,IA,103877
19,8920,387,484,575,710,1011,"Waterloo--Cedar Falls, IA MSA",8920,IA,128012
19,190000001,349,392,512,629,718,Adair County,9999,IA,8243
19,190000003,349,392,512,629,718,Adams County,9999,IA,4482
19,190000005,331,375,473,605,700,Allamakee County,9999,IA,14675
19,190000007,312,367,481,607,681,Appanoose County,9999,IA,13721
19,190000009,399,401,481,616,649,Audubon County,9999,IA,6830
19,190000011,309,401,477,681,786,Benton County,9999,IA,25308
19,190000015,404,473,621,774,859,Boone County,9999,IA,26224
19,190000017,342,407,527,631,808,Bremer County,9999,IA,23325
19,190000019,393,395,475,620,638,Buchanan County,9999,IA,21093
19,190000021,385,448,522,625,696,Buena Vista County,9999,IA,20411
19,190000023,331,375,473,605,700,Butler County,9999,IA,15305
19,190000025,380,387,500,646,667,Calhoun County,9999,IA,11115
19,190000027,354,415,546,650,671,Carroll County,9999,IA,21421
19,190000029,391,481,602,771,816,Cass County,9999,IA,14684
19,190000031,361,402,529,685,746,Cedar County,9999,IA,18187
19,190000033,375,425,559,708,754,Cerro Gordo County,9999,IA,46447
19,190000035,399,401,481,616,649,Cherokee County,9999,IA,13035
19,190000037,331,375,473,605,700,Chickasaw County,9999,IA,13095
19,190000039,349,397,523,629,718,Clarke County,9999,IA,9133
19,190000041,308,362,475,579,705,Clay County,9999,IA,17372
19,190000043,331,375,473,605,700,Clayton County,9999,IA,18678
19,190000045,341,387,510,646,803,Clinton County,9999,IA,50149
19,190000047,399,401,481,616,649,Crawford County,9999,IA,16942
19,190000051,349,392,512,629,718,Davis County,9999,IA,8541
19,190000053,349,392,512,629,718,Decatur County,9999,IA,8689
19,190000055,361,402,529,685,746,Delaware County,9999,IA,18404
19,190000057,386,440,549,713,760,Des Moines County,9999,IA,42351
19,190000059,326,418,499,680,877,Dickinson County,9999,IA,16424
19,190000063,340,364,478,592,677,Emmet County,9999,IA,11027
19,190000065,331,375,473,605,700,Fayette County,9999,IA,22008
19,190000067,325,360,471,609,629,Floyd County,9999,IA,16900
19,190000069,348,380,485,622,643,Franklin County,9999,IA,10704
19,190000071,391,481,602,771,816,Fremont County,9999,IA,8010
19,190000073,399,401,481,616,649,Greene County,9999,IA,10366
19,190000075,331,375,473,605,700,Grundy County,9999,IA,12369
19,190000077,400,401,490,616,649,Guthrie County,9999,IA,11353
19,190000079,380,396,521,646,666,Hamilton County,9999,IA,16438
19,190000081,348,380,485,622,643,Hancock County,9999,IA,12100
19,190000083,447,448,538,643,761,Hardin County,9999,IA,18812
19,190000085,391,481,602,771,816,Harrison County,9999,IA,15666
19,190000087,460,461,562,733,756,Henry County,9999,IA,20336
19,190000089,331,375,473,605,700,Howard County,9999,IA,9932
19,190000091,380,387,500,646,667,Humboldt County,9999,IA,10381
19,190000093,399,401,481,616,649,Ida County,9999,IA,7837
19,190000095,386,428,526,688,738,Iowa County,9999,IA,15671
19,190000097,361,404,529,685,746,Jackson County,9999,IA,20296
19,190000099,383,430,567,773,855,Jasper County,9999,IA,37213
19,190000101,410,430,523,632,809,Jefferson County,9999,IA,16181
19,190000105,407,408,490,683,704,Jones County,9999,IA,20221
19,190000107,349,392,512,629,718,Keokuk County,9999,IA,11400
19,190000109,348,380,485,622,643,Kossuth County,9999,IA,17163
19,190000111,355,415,513,649,670,Lee County,9999,IA,38052
19,190000115,391,445,549,717,748,Louisa County,9999,IA,12183
19,190000117,349,392,512,629,718,Lucas County,9999,IA,9422
19,190000119,340,364,478,592,677,Lyon County,9999,IA,11763
19,190000121,387,452,588,747,767,Madison County,9999,IA,14019
19,190000123,464,465,560,671,829,Mahaska County,9999,IA,22335
19,190000125,377,460,581,748,768,Marion County,9999,IA,32052
19,190000127,382,459,573,723,817,Marshall County,9999,IA,39311
19,190000129,391,481,602,771,816,Mills County,9999,IA,14547
19,190000131,348,380,485,622,643,Mitchell County,9999,IA,10874
19,190000133,399,401,481,616,649,Monona County,9999,IA,10020
19,190000135,349,392,512,629,718,Monroe County,9999,IA,8016
19,190000137,391,481,602,771,816,Montgomery County,9999,IA,11771
19,190000139,397,476,595,755,860,Muscatine County,9999,IA,41722
19,190000141,340,364,478,592,677,O'Brien County,9999,IA,15102
19,190000143,340,364,478,592,677,Osceola County,9999,IA,7003
19,190000145,328,382,502,611,630,Page County,9999,IA,16976
19,190000147,340,364,478,592,677,Palo Alto County,9999,IA,10147
19,190000149,418,419,504,665,683,Plymouth County,9999,IA,24849
19,190000151,380,387,500,646,667,Pocahontas County,9999,IA,8662
19,190000157,359,419,551,696,717,Poweshiek County,9999,IA,18815
19,190000159,349,392,512,629,718,Ringgold County,9999,IA,5469
19,190000161,399,401,481,616,649,Sac County,9999,IA,11529
19,190000165,391,481,602,771,816,Shelby County,9999,IA,13173
19,190000167,360,395,461,633,650,Sioux County,9999,IA,31589
19,190000169,519,555,679,989,1193,Story County,9999,IA,79981
19,190000171,386,418,526,688,738,Tama County,9999,IA,18103
19,190000173,349,392,512,629,718,Taylor County,9999,IA,6958
19,190000175,349,392,512,629,718,Union County,9999,IA,12309
19,190000177,349,392,512,629,718,Van Buren County,9999,IA,7809
19,190000179,361,421,554,670,747,Wapello County,9999,IA,36051
19,190000183,337,410,518,690,910,Washington County,9999,IA,20670
19,190000185,349,392,512,629,718,Wayne County,9999,IA,6730
19,190000187,377,397,522,723,744,Webster County,9999,IA,40235
19,190000189,348,380,485,622,643,Winnebago County,9999,IA,11723
19,190000191,312,423,482,662,848,Winneshiek County,9999,IA,21310
19,190000195,348,380,485,622,643,Worth County,9999,IA,7909
19,190000197,380,387,500,646,667,Wright County,9999,IA,14334
20,3760,499,601,691,938,989,"Kansas City, MO--KS MSA",3760,KS,706010
20,4150,488,516,666,971,1169,"Lawrence, KS MSA",4150,KS,99962
20,8440,449,490,589,793,840,"Topeka, KS MSA",8440,KS,169871
20,9040,429,481,624,806,908,"Wichita, KS MSA",9040,KS,545220
20,200000001,333,386,461,597,634,Allen County,9999,KS,14385
20,200000003,336,388,477,608,701,Anderson County,9999,KS,8110
20,200000005,402,450,564,811,991,Atchison County,9999,KS,16774
20,200000007,329,346,456,595,706,Barber County,9999,KS,5307
20,200000009,294,347,452,581,792,Barton County,9999,KS,28205
20,200000011,329,373,478,648,712,Bourbon County,9999,KS,15379
20,200000013,402,450,564,811,991,Brown County,9999,KS,10724
20,200000017,336,383,504,649,692,Chase County,9999,KS,3030
20,200000019,336,388,477,608,701,Chautauqua County,9999,KS,4359
20,200000021,373,405,450,644,789,Cherokee County,9999,KS,22605
20,200000023,355,377,496,634,652,Cheyenne County,9999,KS,3165
20,200000025,451,452,543,663,725,Clark County,9999,KS,2390
20,200000027,414,446,544,741,955,Clay County,9999,KS,8822
20,200000029,397,422,524,692,712,Cloud County,9999,KS,10268
20,200000031,336,383,504,649,692,Coffey County,9999,KS,8865
20,200000033,329,346,456,595,706,Comanche County,9999,KS,1967
20,200000035,326,404,497,633,650,Cowley County,9999,KS,36291
20,200000037,363,424,558,751,851,Crawford County,9999,KS,38242
20,200000039,355,377,496,634,652,Decatur County,9999,KS,3472
20,200000041,314,369,485,586,692,Dickinson County,9999,KS,19344
20,200000043,402,450,564,811,991,Doniphan County,9999,KS,8249
20,200000047,329,346,456,595,706,Edwards County,9999,KS,3449
20,200000049,336,388,477,608,701,Elk County,9999,KS,3261
20,200000051,361,414,544,755,916,Ellis County,9999,KS,27507
20,200000053,397,422,524,692,712,Ellsworth County,9999,KS,6525
20,200000055,478,479,576,713,872,Finney County,9999,KS,40523
20,200000057,459,464,554,684,715,Ford County,9999,KS,32458
20,200000059,458,459,552,710,800,Franklin County,9999,KS,24784
20,200000061,356,435,534,724,756,Geary County,9999,KS,27947
20,200000063,355,377,496,634,652,Gove County,9999,KS,3068
20,200000065,355,377,496,634,652,Graham County,9999,KS,2946
20,200000067,451,452,543,663,725,Grant County,9999,KS,7909
20,200000069,451,452,543,663,725,Gray County,9999,KS,5904
20,200000071,451,452,543,663,725,Greeley County,9999,KS,1534
20,200000073,336,383,504,649,692,Greenwood County,9999,KS,7673
20,200000075,451,452,543,663,725,Hamilton County,9999,KS,2670
20,200000077,329,346,456,595,706,Harper County,9999,KS,6536
20,200000081,451,452,543,663,725,Haskell County,9999,KS,4307
20,200000083,451,452,543,663,725,Hodgeman County,9999,KS,2085
20,200000085,402,450,564,811,991,Jackson County,9999,KS,12657
20,200000087,402,450,564,811,991,Jefferson County,9999,KS,18426
20,200000089,397,422,524,692,712,Jewell County,9999,KS,3791
20,200000093,451,452,543,663,725,Kearny County,9999,KS,4531
20,200000095,329,346,456,595,706,Kingman County,9999,KS,8673
20,200000097,329,346,456,595,706,Kiowa County,9999,KS,3278
20,200000099,308,362,475,622,641,Labette County,9999,KS,22835
20,200000101,451,452,543,663,725,Lane County,9999,KS,2155
20,200000105,397,422,524,692,712,Lincoln County,9999,KS,3578
20,200000107,336,388,477,608,701,Linn County,9999,KS,9570
20,200000109,355,377,496,634,652,Logan County,9999,KS,3046
20,200000111,333,387,510,690,785,Lyon County,9999,KS,35935
20,200000113,409,410,514,693,826,McPherson County,9999,KS,29554
20,200000115,336,383,504,649,692,Marion County,9999,KS,13361
20,200000117,414,446,544,741,955,Marshall County,9999,KS,10965
20,200000119,451,452,543,663,725,Meade County,9999,KS,4631
20,200000123,397,422,524,692,712,Mitchell County,9999,KS,6932
20,200000125,414,415,497,626,734,Montgomery County,9999,KS,36252
20,200000127,414,446,544,741,955,Morris County,9999,KS,6104
20,200000129,451,452,543,663,725,Morton County,9999,KS,3496
20,200000131,402,450,564,811,991,Nemaha County,9999,KS,10717
20,200000133,299,396,460,551,809,Neosho County,9999,KS,16997
20,200000135,451,452,543,663,725,Ness County,9999,KS,3454
20,200000137,355,377,496,634,652,Norton County,9999,KS,5953
20,200000139,336,383,504,649,692,Osage County,9999,KS,16712
