State,CBSASub,areaname,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,state_alpha,pop2000
2,NCNTY02068N02068,"Denali Borough, AK",600,755,924,1334,1463,AK,1893
2,NCNTY02070N02070,"Dillingham Census Area, AK",764,828,1085,1328,1368,AK,4922
2,NCNTY02100N02100,"Haines Borough, AK",600,755,924,1334,1463,AK,2392
2,NCNTY02110N02110,"Juneau City and Borough, AK",722,871,1111,1467,1874,AK,30711
2,NCNTY02122N02122,"Kenai Peninsula Borough, AK",531,614,738,1025,1275,AK,49691
2,NCNTY02130N02130,"Ketchikan Gateway Borough, AK",644,854,990,1442,1737,AK,14070
2,NCNTY02150N02150,"Kodiak Island Borough, AK",714,836,1098,1540,1586,AK,13913
2,NCNTY02164N02164,"Lake and Peninsula Borough, AK",764,828,1085,1328,1368,AK,1823
2,NCNTY02180N02180,"Nome Census Area, AK",764,892,1087,1328,1370,AK,9196
2,NCNTY02185N02185,"North Slope Borough, AK",774,908,1193,1428,1470,AK,7385
2,NCNTY02188N02188,"Northwest Arctic Borough, AK",764,828,1085,1328,1368,AK,7208
2,NCNTY02201N02201,"Prince of Wales-Outer Ketchikan Census Area, AK",764,828,1085,1328,1368,AK,6146
2,NCNTY02220N02220,"Sitka City and Borough, AK",656,794,974,1371,1709,AK,8835
2,NCNTY02232N02232,"Skagway-Hoonah-Angoon Census Area, AK",764,828,1085,1328,1368,AK,3436
2,NCNTY02240N02240,"Southeast Fairbanks Census Area, AK",600,755,924,1334,1463,AK,6174
2,NCNTY02261N02261,"Valdez-Cordova Census Area, AK",600,755,924,1334,1463,AK,10195
2,NCNTY02270N02270,"Wade Hampton Census Area, AK",764,828,1085,1328,1368,AK,7028
2,NCNTY02280N02280,"Wrangell-Petersburg Census Area, AK",764,828,1085,1328,1368,AK,6684
2,NCNTY02282N02282,"Yakutat City and Borough, AK",764,828,1085,1328,1368,AK,808
2,NCNTY02290N02290,"Yukon-Koyukuk Census Area, AK",764,828,1085,1328,1368,AK,6551
4,METRO22380M22380,"Flagstaff, AZ MSA",733,845,962,1252,1648,AZ,116320
4,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",544,638,770,1122,1338,AZ,3251876
4,METRO39140M39140,"Prescott, AZ MSA",610,620,764,1113,1159,AZ,167517
4,METRO46060M46060,"Tucson, AZ MSA",486,571,746,1076,1209,AZ,843746
4,METRO49740M49740,"Yuma, AZ MSA",535,596,708,1009,1191,AZ,160026
4,NCNTY04001N04001,"Apache County, AZ",361,483,534,748,916,AZ,69423
4,NCNTY04003N04003,"Cochise County, AZ",430,506,641,890,1127,AZ,117755
4,NCNTY04007N04007,"Gila County, AZ",486,568,747,1070,1103,AZ,51335
4,NCNTY04009N04009,"Graham County, AZ",487,526,586,828,921,AZ,33489
4,NCNTY04011N04011,"Greenlee County, AZ",444,504,635,879,1031,AZ,8547
4,NCNTY04012N04012,"La Paz County, AZ",488,489,617,901,927,AZ,19715
4,NCNTY04015N04015,"Mohave County, AZ",551,589,695,981,1114,AZ,155032
4,NCNTY04017N04017,"Navajo County, AZ",440,488,631,856,1099,AZ,97470
4,NCNTY04023N04023,"Santa Cruz County, AZ",505,506,651,945,973,AZ,38381
5,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",440,465,591,858,919,AR,325364
5,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",354,400,504,681,753,AR,168318
5,METRO22900N05047,"Franklin County, AR HUD Metro FMR Area",321,411,495,615,734,AR,17771
5,METRO26300M26300,"Hot Springs, AR MSA",394,492,608,783,807,AR,88068
5,METRO27860M27860,"Jonesboro, AR HUD Metro FMR Area",436,450,523,722,744,AR,82148
5,METRO27860N05111,"Poinsett County, AR HUD Metro FMR Area",322,406,495,659,742,AR,25614
5,METRO30780M30780,"Little Rock-North Little Rock, AR HUD Metro FMR Area",508,564,629,859,935,AR,594054
5,METRO30780N05053,"Grant County, AR HUD Metro FMR Area",411,413,495,717,740,AR,16464
5,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",569,616,686,914,960,AR,50866
5,METRO38220M38220,"Pine Bluff, AR MSA",389,460,564,690,773,AR,107341
5,METRO45500M45500,"Texarkana, TX-Texarkana, AR MSA",449,450,552,695,759,AR,40443
5,NCNTY05001N05001,"Arkansas County, AR",330,383,504,665,685,AR,20749
5,NCNTY05003N05003,"Ashley County, AR",359,412,518,632,651,AR,24209
5,NCNTY05005N05005,"Baxter County, AR",374,426,525,688,922,AR,38386
5,NCNTY05009N05009,"Boone County, AR",411,420,495,633,700,AR,33948
5,NCNTY05011N05011,"Bradley County, AR",367,375,495,617,670,AR,12600
5,NCNTY05013N05013,"Calhoun County, AR",354,443,495,629,789,AR,5744
5,NCNTY05015N05015,"Carroll County, AR",412,413,526,645,923,AR,25357
5,NCNTY05017N05017,"Chicot County, AR",367,375,495,617,670,AR,14117
5,NCNTY05019N05019,"Clark County, AR",419,420,504,667,688,AR,23546
5,NCNTY05021N05021,"Clay County, AR",391,410,495,662,682,AR,17609
5,NCNTY05023N05023,"Cleburne County, AR",456,458,548,706,966,AR,24046
5,NCNTY05027N05027,"Columbia County, AR",322,412,496,631,753,AR,25603
5,NCNTY05029N05029,"Conway County, AR",415,417,499,638,668,AR,20336
5,NCNTY05037N05037,"Cross County, AR",412,413,495,720,753,AR,19526
5,NCNTY05039N05039,"Dallas County, AR",354,443,495,629,789,AR,9210
5,NCNTY05041N05041,"Desha County, AR",367,375,495,635,670,AR,15341
5,NCNTY05043N05043,"Drew County, AR",360,455,556,727,967,AR,18723
5,NCNTY05049N05049,"Fulton County, AR",392,393,495,650,751,AR,11642
5,NCNTY05055N05055,"Greene County, AR",357,447,495,723,743,AR,37331
5,NCNTY05057N05057,"Hempstead County, AR",361,416,498,596,689,AR,23587
5,NCNTY05059N05059,"Hot Spring County, AR",411,412,495,660,795,AR,30353
5,NCNTY05061N05061,"Howard County, AR",342,407,495,629,649,AR,14300
5,NCNTY05063N05063,"Independence County, AR",363,445,497,633,720,AR,34233
5,NCNTY05065N05065,"Izard County, AR",392,393,495,650,751,AR,13249
5,NCNTY05067N05067,"Jackson County, AR",409,429,495,660,681,AR,18418
5,NCNTY05071N05071,"Johnson County, AR",321,441,495,667,871,AR,22781
5,NCNTY05073N05073,"Lafayette County, AR",393,429,504,604,696,AR,8559
5,NCNTY05075N05075,"Lawrence County, AR",323,406,495,617,768,AR,17774
5,NCNTY05077N05077,"Lee County, AR",404,405,495,675,777,AR,12580
5,NCNTY05081N05081,"Little River County, AR",393,429,504,616,696,AR,13628
5,NCNTY05083N05083,"Logan County, AR",322,445,495,721,763,AR,22486
5,NCNTY05089N05089,"Marion County, AR",395,396,495,664,719,AR,16140
5,NCNTY05093N05093,"Mississippi County, AR",333,405,499,673,789,AR,51979
5,NCNTY05095N05095,"Monroe County, AR",412,413,495,651,673,AR,10254
5,NCNTY05097N05097,"Montgomery County, AR",371,444,558,708,728,AR,9245
5,NCNTY05099N05099,"Nevada County, AR",393,429,504,604,696,AR,9955
5,NCNTY05101N05101,"Newton County, AR",412,413,495,641,727,AR,8608
5,NCNTY05103N05103,"Ouachita County, AR",356,446,495,676,760,AR,28790
5,NCNTY05107N05107,"Phillips County, AR",411,415,495,624,644,AR,26445
5,NCNTY05109N05109,"Pike County, AR",393,429,504,604,696,AR,11303
5,NCNTY05113N05113,"Polk County, AR",412,446,495,686,776,AR,20229
5,NCNTY05115N05115,"Pope County, AR",364,388,504,715,736,AR,54469
5,NCNTY05117N05117,"Prairie County, AR",412,413,495,651,673,AR,9539
5,NCNTY05121N05121,"Randolph County, AR",322,405,495,593,844,AR,18195
5,NCNTY05123N05123,"St. Francis County, AR",389,426,495,702,838,AR,29329
5,NCNTY05127N05127,"Scott County, AR",411,412,495,646,868,AR,10996
5,NCNTY05129N05129,"Searcy County, AR",412,413,495,641,727,AR,8261
5,NCNTY05133N05133,"Sevier County, AR",412,440,495,673,756,AR,15757
5,NCNTY05135N05135,"Sharp County, AR",411,412,495,617,638,AR,17119
5,NCNTY05137N05137,"Stone County, AR",392,393,495,650,751,AR,11499
5,NCNTY05139N05139,"Union County, AR",419,437,506,646,890,AR,45629
5,NCNTY05141N05141,"Van Buren County, AR",411,411,495,652,766,AR,16192
5,NCNTY05145N05145,"White County, AR",397,398,506,691,712,AR,67165
5,NCNTY05147N05147,"Woodruff County, AR",412,413,495,651,673,AR,8741
5,NCNTY05149N05149,"Yell County, AR",404,406,495,644,664,AR,21139
6,METRO12540M12540,"Bakersfield, CA MSA",516,557,660,963,1160,CA,661645
6,METRO17020M17020,"Chico, CA MSA",506,598,723,1019,1210,CA,203171
6,METRO20940M20940,"El Centro, CA MSA",517,582,686,984,1203,CA,142361
6,METRO23420M23420,"Fresno, CA MSA",574,635,734,1067,1221,CA,799407
6,METRO25260M25260,"Hanford-Corcoran, CA MSA",537,561,648,945,1139,CA,129461
6,METRO31100MM4480,"Los Angeles-Long Beach, CA HUD Metro FMR Area",848,1025,1285,1751,2156,CA,9519338
6,METRO31100MM5945,"Orange County, CA HUD Metro FMR Area",1034,1161,1392,1992,2288,CA,2846289
6,METRO31460M31460,"Madera, CA MSA",513,549,712,1022,1053,CA,123109
6,METRO32900M32900,"Merced, CA MSA",502,553,668,973,1173,CA,210554
6,METRO33700M33700,"Modesto, CA MSA",615,666,780,1114,1327,CA,446997
6,METRO34900M34900,"Napa, CA MSA",810,912,1150,1672,2016,CA,124279
6,METRO37100M37100,"Oxnard-Thousand Oaks-Ventura, CA MSA",1042,1156,1462,2127,2453,CA,753197
6,METRO39820M39820,"Redding, CA MSA",498,567,689,1006,1212,CA,163256
6,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",715,781,911,1294,1512,CA,3254821
6,METRO40900M40900,"Sacramento--Arden-Arcade--Roseville, CA HUD Metro FMR Area",742,846,1008,1469,1712,CA,1628197
6,METRO40900MM9270,"Yolo, CA HUD Metro FMR Area",710,777,920,1340,1616,CA,168660
6,METRO41500M41500,"Salinas, CA MSA",874,980,1157,1683,1753,CA,401762
6,METRO41740M41740,"San Diego-Carlsbad-San Marcos, CA MSA",836,954,1158,1688,2036,CA,2813833
6,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",943,1130,1339,1865,2288,CA,2392557
6,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",1095,1343,1685,2236,2401,CA,1731183
6,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",939,1103,1302,1870,2051,CA,1682585
6,METRO41940N06069,"San Benito County, CA HUD Metro FMR Area",642,823,915,1332,1607,CA,53234
6,METRO42020M42020,"San Luis Obispo-Paso Robles, CA MSA",670,799,978,1424,1502,CA,246681
6,METRO42060M42060,"Santa Barbara-Santa Maria-Goleta, CA MSA",893,1008,1183,1493,1798,CA,399347
6,METRO42100M42100,"Santa Cruz-Watsonville, CA MSA",941,1106,1447,2107,2254,CA,255602
6,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",797,965,1206,1756,2041,CA,458614
6,METRO44700M44700,"Stockton, CA MSA",640,721,883,1220,1552,CA,563598
6,METRO46700M46700,"Vallejo-Fairfield, CA MSA",850,923,1057,1454,1760,CA,394542
6,METRO47300M47300,"Visalia-Porterville, CA MSA",542,575,661,964,992,CA,368021
6,METRO49700M49700,"Yuba City, CA MSA",467,529,641,933,1124,CA,139149
6,NCNTY06003N06003,"Alpine County, CA",561,603,793,1101,1134,CA,1208
6,NCNTY06005N06005,"Amador County, CA",633,658,862,1240,1277,CA,35100
6,NCNTY06009N06009,"Calaveras County, CA",615,616,740,1081,1248,CA,40554
6,NCNTY06011N06011,"Colusa County, CA",542,544,682,875,1198,CA,18804
6,NCNTY06015N06015,"Del Norte County, CA",519,549,677,986,1017,CA,27507
6,NCNTY06021N06021,"Glenn County, CA",443,477,609,796,818,CA,26453
6,NCNTY06023N06023,"Humboldt County, CA",475,556,730,1066,1271,CA,126518
6,NCNTY06027N06027,"Inyo County, CA",471,502,647,938,1060,CA,17945
6,NCNTY06033N06033,"Lake County, CA",509,553,727,1059,1130,CA,58309
6,NCNTY06035N06035,"Lassen County, CA",491,534,703,1022,1105,CA,33828
6,NCNTY06043N06043,"Mariposa County, CA",561,603,793,1101,1134,CA,17130
6,NCNTY06045N06045,"Mendocino County, CA",545,655,813,1124,1378,CA,86265
6,NCNTY06049N06049,"Modoc County, CA",446,506,663,953,1000,CA,9449
6,NCNTY06051N06051,"Mono County, CA",610,828,931,1357,1636,CA,12853
6,NCNTY06057N06057,"Nevada County, CA",618,698,919,1326,1616,CA,92033
6,NCNTY06063N06063,"Plumas County, CA",484,538,710,1037,1246,CA,20824
6,NCNTY06091N06091,"Sierra County, CA",581,657,864,1227,1452,CA,3555
6,NCNTY06093N06093,"Siskiyou County, CA",417,496,640,892,982,CA,44301
6,NCNTY06103N06103,"Tehama County, CA",458,490,626,909,1097,CA,56039
6,NCNTY06105N06105,"Trinity County, CA",464,496,631,897,1030,CA,13022
6,NCNTY06109N06109,"Tuolumne County, CA",526,622,808,1086,1119,CA,54501
8,METRO14500M14500,"Boulder, CO MSA",750,852,1079,1572,1880,CO,269814
8,METRO17820M17820,"Colorado Springs, CO HUD Metro FMR Area",572,650,804,1160,1368,CO,516929
8,METRO17820N08119,"Teller County, CO HUD Metro FMR Area",611,714,938,1365,1644,CO,20555
8,METRO19740M19740,"Denver-Aurora, CO MSA",616,702,889,1262,1471,CO,2179240
8,METRO22660M22660,"Fort Collins-Loveland, CO MSA",600,704,820,1195,1437,CO,251494
8,METRO24300M24300,"Grand Junction, CO MSA",508,510,611,891,1075,CO,116255
8,METRO24540M24540,"Greeley, CO MSA",571,586,708,1034,1229,CO,180926
8,METRO39380M39380,"Pueblo, CO MSA",489,509,672,879,1004,CO,141472
8,NCNTY08003N08003,"Alamosa County, CO",372,480,534,743,907,CO,14966
8,NCNTY08007N08007,"Archuleta County, CO",500,624,765,950,1180,CO,9898
8,NCNTY08009N08009,"Baca County, CO",391,475,534,737,812,CO,4517
8,NCNTY08011N08011,"Bent County, CO",457,458,551,734,851,CO,5998
8,NCNTY08015N08015,"Chaffee County, CO",428,566,659,961,989,CO,16242
8,NCNTY08017N08017,"Cheyenne County, CO",457,458,551,734,851,CO,2231
8,NCNTY08021N08021,"Conejos County, CO",391,475,534,737,812,CO,8400
8,NCNTY08023N08023,"Costilla County, CO",391,475,534,737,812,CO,3663
8,NCNTY08025N08025,"Crowley County, CO",457,458,551,734,851,CO,5518
8,NCNTY08027N08027,"Custer County, CO",484,566,745,991,1146,CO,3503
8,NCNTY08029N08029,"Delta County, CO",494,537,597,824,849,CO,27834
8,NCNTY08033N08033,"Dolores County, CO",500,624,716,951,1180,CO,1844
8,NCNTY08037N08037,"Eagle County, CO",862,1012,1326,1669,2328,CO,41659
8,NCNTY08043N08043,"Fremont County, CO",422,492,648,907,1079,CO,46145
8,NCNTY08045N08045,"Garfield County, CO",639,742,837,1131,1471,CO,43791
8,NCNTY08049N08049,"Grand County, CO",543,634,834,1083,1115,CO,12442
8,NCNTY08051N08051,"Gunnison County, CO",534,595,783,1060,1374,CO,13956
8,NCNTY08053N08053,"Hinsdale County, CO",695,841,1067,1493,1870,CO,790
8,NCNTY08055N08055,"Huerfano County, CO",391,475,534,737,812,CO,7862
8,NCNTY08057N08057,"Jackson County, CO",627,704,781,1060,1318,CO,1577
8,NCNTY08061N08061,"Kiowa County, CO",457,458,551,734,851,CO,1622
8,NCNTY08063N08063,"Kit Carson County, CO",457,458,551,734,851,CO,8011
8,NCNTY08065N08065,"Lake County, CO",695,841,1067,1493,1870,CO,7812
8,NCNTY08067N08067,"La Plata County, CO",574,690,801,1140,1281,CO,43941
8,NCNTY08071N08071,"Las Animas County, CO",389,531,598,758,783,CO,15207
8,NCNTY08073N08073,"Lincoln County, CO",457,458,551,734,851,CO,6087
8,NCNTY08075N08075,"Logan County, CO",437,438,552,796,822,CO,20504
8,NCNTY08079N08079,"Mineral County, CO",695,841,1067,1493,1870,CO,831
8,NCNTY08081N08081,"Moffat County, CO",398,448,561,774,961,CO,13184
8,NCNTY08083N08083,"Montezuma County, CO",441,523,601,740,927,CO,23830
8,NCNTY08085N08085,"Montrose County, CO",426,574,654,902,1139,CO,33432
8,NCNTY08087N08087,"Morgan County, CO",498,524,602,781,911,CO,27171
8,NCNTY08089N08089,"Otero County, CO",405,443,534,781,851,CO,20311
8,NCNTY08091N08091,"Ouray County, CO",695,841,1067,1493,1870,CO,3742
8,NCNTY08095N08095,"Phillips County, CO",457,458,551,734,851,CO,4480
8,NCNTY08097N08097,"Pitkin County, CO",969,1131,1488,2003,2613,CO,14872
8,NCNTY08099N08099,"Prowers County, CO",394,480,534,725,937,CO,14483
8,NCNTY08103N08103,"Rio Blanco County, CO",627,704,781,1060,1318,CO,5986
8,NCNTY08105N08105,"Rio Grande County, CO",395,479,534,750,820,CO,12413
8,NCNTY08107N08107,"Routt County, CO",670,804,1031,1277,1810,CO,19690
8,NCNTY08109N08109,"Saguache County, CO",391,475,534,737,812,CO,5917
8,NCNTY08111N08111,"San Juan County, CO",500,624,716,951,1180,CO,558
8,NCNTY08113N08113,"San Miguel County, CO",714,904,1094,1595,1642,CO,6594
8,NCNTY08115N08115,"Sedgwick County, CO",457,458,551,734,851,CO,2747
8,NCNTY08117N08117,"Summit County, CO",764,890,1173,1679,2060,CO,23548
8,NCNTY08121N08121,"Washington County, CO",457,458,551,734,851,CO,4926
8,NCNTY08125N08125,"Yuma County, CO",457,458,551,734,851,CO,9841
9,METRO14860M14860,"Danbury, CT HUD Metro FMR Area",918,1088,1250,1528,2083,CT,183303
9,METRO14860MM1160,"Bridgeport, CT HUD Metro FMR Area",681,854,1037,1239,1507,CT,345708
9,METRO14860MM8040,"Stamford-Norwalk, CT HUD Metro FMR Area",1072,1296,1647,2171,2821,CT,353556
9,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",669,801,979,1176,1460,CT,1101732
9,METRO25540MM5480,"Southern Middlesex County, CT HUD Metro FMR Area",748,815,1056,1307,1739,CT,46886
9,METRO35300MM1160,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",841,914,1058,1329,1431,CT,113771
9,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",732,830,1003,1201,1372,CT,523037
9,METRO35300MM8880,"Waterbury, CT HUD Metro FMR Area",540,691,831,996,1064,CT,187200
9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",614,743,873,1077,1195,CT,237630
9,METRO35980MM3280,"Colchester-Lebanon, CT HUD Metro FMR Area",655,766,1007,1204,1243,CT,21458
9,NCNTY09005N09005,"Litchfield County, CT",591,759,910,1166,1445,CT,182193
9,NCNTY09015N09015,"Windham County, CT",540,654,783,999,1040,CT,109091
10,METRO20100M20100,"Dover, DE MSA",612,664,736,997,1278,DE,126697
10,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",694,792,947,1158,1397,DE,500265
10,NCNTY10005N10005,"Sussex County, DE",563,609,680,973,1002,DE,156638
11,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",948,1080,1225,1580,2068,DC,572059
12,METRO15980M15980,"Cape Coral-Fort Myers, FL MSA",622,681,777,1064,1095,FL,440888
12,METRO19660M19660,"Deltona-Daytona Beach-Ormond Beach, FL MSA",559,600,744,960,989,FL,443343
12,METRO23020M23020,"Fort Walton Beach-Crestview-Destin, FL MSA",513,590,665,970,1097,FL,170498
12,METRO23540M23540,"Gainesville, FL MSA",515,590,671,980,1010,FL,232392
12,METRO27260M27260,"Jacksonville, FL HUD Metro FMR Area",617,688,806,1028,1196,FL,1100491
12,METRO27260N12003,"Baker County, FL HUD Metro FMR Area",346,480,534,780,802,FL,22259
12,METRO29460M29460,"Lakeland, FL MSA",482,526,608,800,941,FL,483924
12,METRO33100M33100,"Miami-Fort Lauderdale-Miami Beach, FL MSA",702,805,967,1305,1497,FL,5007564
12,METRO34940M34940,"Naples-Marco Island, FL MSA",729,808,901,1151,1380,FL,251377
12,METRO36100M36100,"Ocala, FL MSA",509,537,616,845,869,FL,258916
12,METRO36740M36740,"Orlando, FL MSA",671,730,831,1048,1281,FL,1644561
12,METRO37340M37340,"Palm Bay-Melbourne-Titusville, FL MSA",498,613,710,976,1118,FL,476230
12,METRO37460M37460,"Panama City-Lynn Haven, FL MSA",528,544,636,894,993,FL,148217
12,METRO37860M37860,"Pensacola-Ferry Pass-Brent, FL MSA",512,557,619,902,1087,FL,412153
12,METRO38940M38940,"Port St. Lucie-Fort Pierce, FL MSA",592,597,748,964,993,FL,319426
12,METRO39460M39460,"Punta Gorda, FL MSA",503,563,708,1033,1245,FL,141627
12,METRO42260M42260,"Sarasota-Bradenton-Venice, FL MSA",625,685,824,1052,1156,FL,589959
12,METRO45220M45220,"Tallahassee, FL HUD Metro FMR Area",534,588,739,995,1024,FL,297441
12,METRO45220N12129,"Wakulla County, FL HUD Metro FMR Area",508,538,613,774,797,FL,22863
12,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",622,696,838,1079,1316,FL,2395997
12,METRO46940M46940,"Vero Beach, FL MSA",494,588,752,923,950,FL,112947
12,NCNTY12007N12007,"Bradford County, FL",347,482,534,734,757,FL,26088
12,NCNTY12013N12013,"Calhoun County, FL",445,446,534,687,712,FL,13017
12,NCNTY12017N12017,"Citrus County, FL",465,484,560,818,937,FL,118085
12,NCNTY12023N12023,"Columbia County, FL",455,482,547,682,962,FL,56513
12,NCNTY12027N12027,"DeSoto County, FL",461,468,560,670,690,FL,32209
12,NCNTY12029N12029,"Dixie County, FL",443,481,534,675,939,FL,13827
12,NCNTY12035N12035,"Flagler County, FL",554,630,791,1093,1387,FL,49832
12,NCNTY12037N12037,"Franklin County, FL",445,446,534,689,711,FL,11057
12,NCNTY12043N12043,"Glades County, FL",468,498,567,708,763,FL,10576
12,NCNTY12045N12045,"Gulf County, FL",445,446,534,687,712,FL,13332
12,NCNTY12047N12047,"Hamilton County, FL",443,481,534,675,939,FL,13327
12,NCNTY12049N12049,"Hardee County, FL",448,489,541,647,665,FL,26938
12,NCNTY12051N12051,"Hendry County, FL",469,507,566,699,795,FL,36210
12,NCNTY12055N12055,"Highlands County, FL",478,483,574,738,854,FL,87366
12,NCNTY12059N12059,"Holmes County, FL",441,442,534,661,683,FL,18564
12,NCNTY12063N12063,"Jackson County, FL",361,481,534,680,763,FL,46755
12,NCNTY12067N12067,"Lafayette County, FL",445,480,534,670,939,FL,7022
12,NCNTY12075N12075,"Levy County, FL",443,459,534,661,938,FL,34450
