"fips_st","fips_puma","owner_occ","total","per_owner"
22,2001,446,519,85.9344894026975
22,2002,317,380,83.421052631579
22,2100,305,372,81.989247311828
22,2200,275,341,80.6451612903226
22,2300,310,379,81.7941952506596
22,2400,326,374,87.1657754010695
22,2500,335,430,77.906976744186
22,77777,295,421,70.0712589073634
23,100,467,557,83.8420107719928
23,200,178,307,57.9804560260586
23,300,330,385,85.7142857142857
23,400,321,382,84.0314136125654
23,500,573,678,84.5132743362832
23,600,327,407,80.3439803439803
23,700,243,322,75.4658385093168
23,800,580,691,83.9363241678726
23,900,610,752,81.1170212765958
23,1000,647,832,77.764423076923
24,100,420,561,74.8663101604278
24,200,471,662,71.1480362537764
24,300,732,885,82.7118644067797
24,400,587,680,86.3235294117647
24,501,449,510,88.0392156862745
24,502,279,407,68.5503685503685
24,503,378,515,73.3980582524272
24,504,355,497,71.4285714285714
24,505,361,460,78.4782608695652
24,506,337,464,72.6293103448276
24,507,309,417,74.1007194244604
24,601,452,493,91.683569979716
24,602,305,400,76.25
24,700,390,508,76.771653543307
24,801,193,321,60.1246105919003
24,802,224,372,60.2150537634409
24,803,297,417,71.2230215827338
24,804,243,485,50.1030927835052
24,805,132,303,43.5643564356436
24,806,231,368,62.7717391304348
24,901,407,467,87.152034261242
24,902,415,529,78.4499054820416
24,1001,427,462,92.4242424242424
24,1002,310,400,77.5
24,1003,470,667,70.4647676161919
24,1004,689,845,81.5384615384615
24,1005,392,505,77.6237623762376
24,1006,296,375,78.9333333333333
24,1007,246,403,61.0421836228288
24,1101,172,318,54.0880503144654
24,1102,304,444,68.4684684684685
24,1103,254,411,61.8004866180049
24,1104,242,361,67.0360110803324
24,1105,503,561,89.6613190730838
24,1106,383,434,88.2488479262673
24,1107,201,374,53.7433155080214
24,1201,373,491,75.9674134419552
24,1202,325,404,80.4455445544555
24,1203,399,461,86.5509761388286
24,1204,415,508,81.6929133858268
24,1300,665,792,83.9646464646465
24,1400,525,716,73.3240223463687
24,1500,556,673,82.6151560178306
24,1600,400,469,85.2878464818763
25,100,458,610,75.0819672131148
25,200,964,1136,84.8591549295775
25,300,372,529,70.3213610586011
25,400,340,422,80.5687203791469
25,500,650,732,88.7978142076503
25,600,195,346,56.3583815028902
25,700,346,522,66.2835249042146
25,800,387,493,78.498985801217
25,900,352,484,72.7272727272727
25,1000,343,433,79.2147806004619
25,1100,327,468,69.8717948717949
25,1200,267,424,62.9716981132076
25,1300,347,401,86.5336658354115
25,1400,365,433,84.2956120092379
25,1500,372,453,82.1192052980132
25,1600,259,383,67.6240208877285
25,1700,259,432,59.9537037037037
25,1800,372,476,78.1512605042017
25,1900,310,543,57.0902394106814
25,2000,386,455,84.8351648351648
25,2100,402,511,78.6692759295499
25,2200,438,515,85.0485436893204
25,2300,337,599,56.2604340567613
25,2400,346,401,86.284289276808
25,2500,290,395,73.4177215189873
25,2600,351,404,86.8811881188119
25,2700,472,753,62.6826029216467
25,2800,319,431,74.0139211136891
25,2900,165,304,54.2763157894737
25,3000,217,374,58.0213903743316
25,3100,166,365,45.4794520547945
25,3200,207,470,44.0425531914894
25,3301,104,360,28.8888888888889
25,3302,230,609,37.7668308702791
25,3303,117,378,30.9523809523810
25,3304,192,413,46.4891041162228
25,3305,282,448,62.9464285714286
25,3400,426,602,70.7641196013289
25,3500,351,432,81.25
25,3600,331,386,85.7512953367876
25,3700,375,461,81.3449023861171
25,3800,281,445,63.1460674157303
25,3900,498,600,83
25,4000,268,393,68.1933842239186
25,4100,457,535,85.4205607476636
25,4200,289,373,77.4798927613941
25,4300,327,397,82.367758186398
25,4400,264,477,55.3459119496855
25,4500,497,738,67.3441734417344
25,4600,521,585,89.0598290598291
25,4700,384,467,82.2269807280514
25,4800,583,685,85.1094890510949
26,100,590,707,83.4512022630834
26,200,516,634,81.3880126182965
26,300,597,684,87.280701754386
26,400,1037,1187,87.363100252738
26,500,995,1105,90.0452488687783
26,600,840,945,88.8888888888889
26,700,1055,1195,88.2845188284519
26,800,700,839,83.4326579261025
26,900,655,796,82.286432160804
26,1000,792,982,80.6517311608961
26,1100,1216,1432,84.9162011173184
26,1200,527,637,82.7315541601256
26,1300,370,546,67.7655677655678
26,1401,413,496,83.266129032258
26,1402,311,360,86.3888888888889
26,1403,295,386,76.4248704663213
26,1500,595,707,84.1584158415842
26,1600,753,867,86.8512110726644
26,1700,664,765,86.797385620915
26,1800,233,375,62.1333333333333
26,1900,437,604,72.3509933774834
26,2000,687,810,84.8148148148148
26,2100,572,688,83.1395348837209
26,2200,207,322,64.2857142857143
26,2301,279,352,79.2613636363636
26,2302,915,1081,84.6438482886217
26,2400,621,799,77.7221526908636
26,2501,475,533,89.1181988742964
26,2502,556,657,84.627092846271
26,2503,356,506,70.3557312252965
26,2504,469,567,82.716049382716
26,2505,495,554,89.3501805054152
26,2506,394,552,71.3768115942029
26,2507,241,308,78.2467532467532
26,2508,280,346,80.9248554913295
26,2601,235,384,61.1979166666667
26,2602,696,842,82.6603325415677
26,2700,801,954,83.9622641509434
26,2800,487,613,79.4453507340946
26,2900,430,551,78.0399274047187
26,3000,704,822,85.6447688564477
26,3100,472,546,86.4468864468865
26,3200,196,352,55.6818181818182
26,3300,613,789,77.6932826362484
26,3400,579,638,90.7523510971787
26,3500,867,1008,86.0119047619048
26,3600,324,356,91.0112359550562
26,3701,115,342,33.6257309941521
26,3702,117,214,54.6728971962617
26,3703,136,196,69.3877551020408
26,3704,210,277,75.812274368231
26,3705,158,239,66.1087866108787
26,3706,132,219,60.2739726027397
26,3707,132,210,62.8571428571429
26,3708,218,305,71.4754098360656
26,3801,238,298,79.8657718120805
26,3802,513,618,83.0097087378641
26,3803,515,645,79.84496124031
26,3804,273,339,80.5309734513274
26,3805,365,454,80.3964757709251
26,3806,373,500,74.6
26,3807,323,398,81.1557788944724
26,3900,341,407,83.7837837837838
26,4000,382,454,84.1409691629956
26,4101,454,551,82.3956442831216
26,4102,373,495,75.3535353535353
26,4103,348,400,87
26,4104,412,436,94.4954128440367
27,100,791,919,86.0718171926006
27,200,606,708,85.593220338983
27,300,594,671,88.5245901639344
27,400,754,903,83.499446290144
27,500,1051,1193,88.0972338642079
27,600,670,767,87.3533246414602
27,700,790,911,86.7178924259056
27,800,662,787,84.1168996188056
27,900,951,1058,89.8865784499055
27,1001,453,480,94.375
27,1002,266,349,76.21776504298
27,1100,554,609,90.968801313629
27,1201,322,407,79.1154791154791
27,1202,192,238,80.672268907563
27,1203,368,408,90.1960784313726
27,1301,170,283,60.0706713780919
27,1302,176,350,50.2857142857143
27,1303,197,294,67.0068027210884
27,1401,293,337,86.9436201780415
27,1402,385,471,81.7409766454353
27,1403,201,264,76.1363636363636
27,1404,216,275,78.5454545454545
27,1405,231,319,72.4137931034483
27,1406,239,314,76.1146496815287
27,1501,271,417,64.9880095923261
27,1502,134,239,56.0669456066946
27,1601,227,267,85.0187265917603
27,1602,232,318,72.9559748427673
27,1700,606,679,89.2488954344625
27,1800,774,899,86.0956618464961
27,1900,669,779,85.8793324775353
27,2000,448,533,84.0525328330206
27,2100,570,643,88.646967340591
27,2200,543,642,84.5794392523365
27,2300,398,478,83.2635983263598
27,2400,584,674,86.646884272997
27,2500,793,942,84.1825902335457
28,100,435,519,83.8150289017341
28,200,300,415,72.289156626506
28,300,386,465,83.010752688172
28,400,454,578,78.5467128027682
28,500,326,447,72.930648769575
28,600,272,410,66.3414634146341
28,700,271,400,67.75
28,800,367,481,76.2993762993763
28,900,287,394,72.8426395939086
28,1000,353,456,77.4122807017544
28,1100,429,566,75.7950530035336
28,1200,348,431,80.7424593967517
28,1300,434,515,84.2718446601942
28,1400,385,627,61.4035087719298
28,1500,541,670,80.7462686567164
28,1600,342,457,74.835886214442
28,1700,475,593,80.1011804384486
28,1800,342,414,82.6086956521739
28,1900,337,458,73.5807860262009
28,2000,490,615,79.6747967479675
28,2100,389,464,83.8362068965517
28,2200,423,590,71.6949152542373
28,2300,378,475,79.578947368421
29,100,679,886,76.6365688487585
29,200,343,445,77.0786516853933
29,300,563,726,77.5482093663912
29,400,442,568,77.8169014084507
29,500,654,839,77.9499404052443
29,600,341,526,64.828897338403
29,700,591,747,79.1164658634538
29,800,606,762,79.5275590551181
29,901,617,747,82.5970548862115
29,902,629,769,81.7945383615084
29,1001,351,476,73.7394957983193
29,1002,150,336,44.6428571428571
29,1003,272,417,65.2278177458034
29,1004,253,367,68.9373297002725
29,1100,302,406,74.384236453202
29,1200,672,849,79.1519434628975
29,1300,480,630,76.1904761904762
29,1400,503,655,76.793893129771
29,1500,578,695,83.1654676258993
29,1601,656,717,91.4923291492329
29,1602,412,504,81.7460317460317
29,1701,275,361,76.1772853185596
29,1702,317,417,76.0191846522782
29,1703,349,494,70.6477732793522
29,1704,307,393,78.117048346056
29,1705,353,464,76.0775862068966
29,1706,350,398,87.9396984924623
29,1707,555,677,81.9793205317578
29,1708,376,441,85.2607709750567
29,1801,164,300,54.6666666666667
29,1802,176,399,44.1102756892231
29,1803,308,476,64.7058823529412
29,1900,621,711,87.3417721518987
29,2000,685,886,77.313769751693
29,2100,469,641,73.1669266770671
29,2200,402,539,74.582560296846
29,2300,528,658,80.243161094225
29,2400,742,894,82.9977628635347
29,2500,347,588,59.0136054421769
29,2600,580,756,76.7195767195767
29,2700,564,740,76.2162162162162
30,100,420,543,77.3480662983425
30,200,443,608,72.8618421052632
30,300,589,757,77.8071334214003
30,400,351,446,78.6995515695067
30,500,349,480,72.7083333333333
30,600,361,457,78.9934354485777
30,700,318,443,71.783295711061
31,100,522,694,75.2161383285303
31,200,829,1018,81.434184675835
31,300,406,520,78.0769230769231
31,400,463,580,79.8275862068966
31,500,477,605,78.8429752066116
31,600,686,842,81.4726840855107
31,701,410,487,84.1889117043121
31,702,297,390,76.1538461538461
31,801,251,400,62.75
31,802,295,374,78.8770053475936
31,901,333,448,74.3303571428571
31,902,302,385,78.4415584415584
31,903,142,239,59.4142259414226
31,904,181,283,63.9575971731449
32,100,661,828,79.8309178743961
32,200,450,808,55.6930693069307
32,300,511,655,78.0152671755725
32,400,489,649,75.346687211094
32,501,580,848,68.3962264150943
32,502,261,423,61.7021276595745
32,503,343,507,67.6528599605523
32,504,215,565,38.0530973451327
32,505,480,693,69.2640692640693
32,506,552,697,79.196556671449
32,507,438,572,76.5734265734266
32,508,284,504,56.3492063492063
32,509,183,449,40.7572383073497
32,510,533,797,66.8757841907152
32,511,805,1079,74.6061167747915
33,100,562,697,80.6312769010043
33,200,416,495,84.040404040404
33,300,328,432,75.9259259259259
33,400,433,543,79.7421731123389
33,500,451,558,80.8243727598566
33,600,437,488,89.5491803278689
33,700,274,316,86.7088607594937
33,800,186,346,53.757225433526
33,900,254,354,71.7514124293785
33,1000,339,370,91.6216216216216
33,1100,413,509,81.139489194499
34,101,299,441,67.8004535147392
34,102,537,640,83.90625
34,200,443,530,83.5849056603774
34,301,212,347,61.0951008645533
34,302,268,411,65.2068126520681
34,303,266,444,59.9099099099099
34,304,487,674,72.2551928783383
34,305,589,673,87.518573551263
34,306,512,568,90.1408450704225
34,400,109,335,32.5373134328358
34,501,242,431,56.1484918793503
34,502,540,664,81.3253012048193
34,601,156,480,32.5
34,602,144,334,43.1137724550898
34,701,170,394,43.1472081218274
34,702,144,446,32.2869955156951
34,703,193,408,47.3039215686275
34,800,537,610,88.032786885246
34,901,585,712,82.1629213483146
34,902,513,651,78.8018433179724
34,903,239,411,58.1508515815085
34,904,372,501,74.251497005988
34,905,366,539,67.9035250463822
34,1001,483,558,86.5591397849462
34,1002,520,633,82.1484992101106
34,1101,388,546,71.062271062271
34,1102,515,590,87.2881355932203
34,1103,360,512,70.3125
34,1104,411,485,84.7422680412371
34,1105,353,418,84.4497607655502
34,1201,964,1069,90.177736202058
34,1202,660,744,88.7096774193548
34,1203,554,703,78.805120910384
34,1301,110,369,29.8102981029810
34,1302,126,344,36.6279069767442
34,1401,280,432,64.8148148148148
34,1402,147,354,41.5254237288136
34,1403,434,543,79.926335174954
34,1404,319,471,67.728237791932
34,1501,419,493,84.9898580121704
34,1502,395,498,79.3172690763052
34,1503,338,424,79.7169811320755
34,1504,371,459,80.8278867102397
34,1600,592,682,86.8035190615836
34,1700,463,554,83.5740072202166
34,1800,92,310,29.6774193548387
34,1901,393,542,72.5092250922509
34,1902,363,482,75.311203319502
34,1903,313,405,77.283950617284
34,2001,452,552,81.8840579710145
34,2002,539,659,81.7905918057663
34,2003,578,678,85.2507374631269
34,2101,263,418,62.9186602870813
34,2102,409,587,69.6763202725724
34,2103,487,595,81.8487394957983
34,2104,407,483,84.2650103519669
34,2201,452,537,84.171322160149
34,2202,823,969,84.9329205366357
34,2301,481,667,72.1139430284858
34,2302,446,560,79.6428571428571
34,2400,499,655,76.1832061068702
35,100,315,404,77.970297029703
35,200,407,502,81.0756972111554
35,300,424,551,76.950998185118
35,400,555,727,76.3411279229711
35,500,627,728,86.1263736263736
35,601,516,673,76.6716196136701
35,602,271,420,64.5238095238095
35,603,376,498,75.5020080321285
35,604,251,432,58.1018518518518
35,605,299,366,81.6939890710383
35,700,244,327,74.6177370030581
35,800,349,447,78.076062639821
35,900,433,594,72.8956228956229
35,1000,318,437,72.7688787185355
35,1100,311,384,80.9895833333333
36,100,568,701,81.0271041369472
36,200,825,1059,77.9036827195467
36,300,574,734,78.2016348773842
36,401,818,994,82.2937625754527
36,402,399,626,63.738019169329
36,500,634,853,74.3259085580305
36,600,502,623,80.577849117175
36,700,269,540,49.8148148148148
36,801,505,606,83.3333333333333
36,802,408,527,77.4193548387097
36,803,516,649,79.5069337442219
36,804,606,734,82.5613079019074
36,901,175,342,51.1695906432749
36,902,188,408,46.078431372549
36,1001,403,490,82.2448979591837
36,1002,413,517,79.8839458413926
36,1003,437,523,83.5564053537285
36,1004,523,664,78.7650602409639
36,1005,334,403,82.87841191067
36,1100,449,572,78.4965034965035
36,1200,582,703,82.7880512091038
36,1300,504,619,81.421647819063
36,1401,348,616,56.4935064935065
36,1402,181,407,44.4717444717445
36,1501,391,480,81.4583333333333
36,1502,326,473,68.9217758985201
36,1601,355,448,79.2410714285714
36,1602,342,445,76.8539325842697
36,1603,337,396,85.1010101010101
36,1604,518,681,76.064610866373
36,1605,577,690,83.6231884057971
36,1700,525,719,73.0180806675939
36,1800,596,747,79.7858099062918
36,1900,762,963,79.1277258566978
36,2000,495,624,79.326923076923
36,2100,461,612,75.3267973856209
36,2201,442,522,84.6743295019157
36,2202,280,388,72.1649484536082
36,2300,513,710,72.2535211267606
36,2401,175,375,46.6666666666667
36,2402,602,816,73.7745098039216
36,2500,518,630,82.2222222222222
36,2601,547,642,85.202492211838
36,2602,343,548,62.5912408759124
36,2700,443,574,77.177700348432
36,2800,785,977,80.3480040941658
36,2900,954,1214,78.5831960461285
36,3000,662,850,77.8823529411765
36,3101,340,444,76.5765765765766
36,3102,438,588,74.4897959183673
36,3201,430,532,80.827067669173
36,3202,403,551,73.1397459165154
36,3301,272,362,75.1381215469613
36,3302,288,378,76.1904761904762
36,3303,311,400,77.75
36,3400,319,594,53.7037037037037
36,3501,379,429,88.3449883449883
36,3502,373,489,76.278118609407
36,3503,444,587,75.6388415672913
36,3504,260,350,74.2857142857143
36,3505,351,610,57.5409836065574
36,3506,333,376,88.563829787234
36,3601,376,447,84.1163310961969
36,3602,361,495,72.9292929292929
36,3701,135,362,37.292817679558
36,3702,169,391,43.2225063938619
36,3703,183,343,53.3527696793003
36,3704,125,351,35.6125356125356
36,3705,35,395,8.86075949367089
36,3706,33,317,10.4100946372240
36,3707,16,334,4.79041916167665
36,3708,22,324,6.79012345679012
36,3709,122,469,26.0127931769723
36,3710,32,358,8.93854748603352
36,3801,58,552,10.5072463768116
36,3802,55,351,15.6695156695157
36,3803,47,370,12.7027027027027
36,3804,30,357,8.40336134453782
36,3805,357,939,38.0191693290735
36,3806,270,792,34.0909090909091
36,3807,151,601,25.1247920133111
36,3808,207,666,31.0810810810811
36,3809,85,564,15.0709219858156
36,3810,163,564,28.9007092198582
36,3901,423,483,87.5776397515528
36,3902,323,425,76
36,3903,350,517,67.6982591876209
36,4001,99,447,22.1476510067114
36,4002,65,324,20.0617283950617
36,4003,86,373,23.0563002680965
36,4004,141,426,33.0985915492958
36,4005,176,422,41.7061611374408
36,4006,86,400,21.5
36,4007,76,318,23.8993710691824
36,4008,102,382,26.7015706806283
36,4009,377,573,65.7940663176265
36,4010,134,366,36.6120218579235
36,4011,55,291,18.9003436426117
36,4012,130,397,32.7455919395466
36,4013,217,473,45.877378435518
36,4014,165,448,36.8303571428571
36,4015,131,468,27.991452991453
36,4016,220,479,45.9290187891441
36,4017,253,608,41.6118421052632
36,4018,101,370,27.2972972972973
36,4101,160,609,26.2725779967159
36,4102,197,410,48.0487804878049
36,4103,421,733,57.4351978171896
36,4104,333,454,73.3480176211454
36,4105,445,537,82.8677839851024
36,4106,251,483,51.9668737060041
36,4107,99,318,31.1320754716981
36,4108,232,464,50
36,4109,124,397,31.2342569269521
36,4110,309,606,50.990099009901
36,4111,215,408,52.6960784313725
36,4112,342,612,55.8823529411765
36,4113,243,336,72.3214285714286
36,4114,135,311,43.4083601286174
36,4201,470,556,84.5323741007194
36,4202,455,522,87.1647509578544
36,4203,321,344,93.313953488372
36,4204,322,378,85.1851851851852
36,4205,349,384,90.8854166666667
36,4206,221,323,68.421052631579
36,4207,343,369,92.9539295392954
36,4208,338,365,92.6027397260274
36,4209,320,330,96.969696969697
36,4210,308,354,87.0056497175141
36,4211,279,315,88.5714285714286
36,4212,296,372,79.5698924731183
36,4301,656,718,91.3649025069638
36,4302,407,449,90.6458797327394
36,4303,342,372,91.9354838709677
36,4304,498,573,86.9109947643979
36,4305,323,382,84.5549738219895
36,4306,277,355,78.0281690140845
36,4307,302,347,87.0317002881844
36,4308,326,386,84.4559585492228
36,4309,236,284,83.0985915492958
36,4310,313,356,87.9213483146067
36,4311,278,330,84.2424242424242
36,4312,251,310,80.9677419354839
37,100,651,831,78.3393501805054
37,201,439,539,81.4471243042672
37,202,356,542,65.6826568265683
37,300,434,525,82.6666666666667
37,400,741,962,77.027027027027
37,500,418,537,77.8398510242086
37,600,535,670,79.8507462686567
37,700,471,613,76.8352365415987
37,800,763,935,81.6042780748663
37,901,250,412,60.6796116504854
37,902,233,370,62.972972972973
37,903,208,354,58.7570621468927
37,904,229,429,53.3799533799534
37,905,506,660,76.6666666666667
37,1000,788,973,80.9866392600206
37,1100,815,1083,75.2539242843952
37,1200,451,562,80.2491103202847
37,1300,474,616,76.948051948052
37,1400,620,720,86.1111111111111
37,1500,468,581,80.5507745266781
37,1601,212,412,51.4563106796116
37,1602,361,555,65.045045045045
37,1700,731,937,78.0149413020278
37,1800,520,825,63.030303030303
37,1900,541,635,85.1968503937008
37,2000,453,579,78.2383419689119
37,2100,478,572,83.5664335664336
37,2200,499,627,79.585326953748
37,2300,452,591,76.4805414551607
37,2400,542,695,77.9856115107914
37,2500,403,523,77.055449330784
37,2601,321,603,53.2338308457711
37,2602,490,740,66.2162162162162
37,2701,389,536,72.5746268656716
37,2702,551,664,82.9819277108434
37,2703,576,651,88.4792626728111
37,2801,335,560,59.8214285714286
37,2802,312,450,69.3333333333333
37,2900,552,739,74.6955345060893
37,3000,631,819,77.045177045177
37,3100,498,704,70.7386363636364
37,3200,444,600,74
37,3300,360,469,76.7590618336887
37,3400,448,626,71.5654952076677
37,3500,380,561,67.7361853832442
37,3600,273,462,59.0909090909091
37,3700,437,635,68.8188976377953
37,3800,337,453,74.39293598234
37,3900,676,852,79.3427230046948
37,4000,952,1269,75.0197005516154
37,4100,506,622,81.3504823151125
37,4200,377,582,64.7766323024055
37,4300,429,625,68.64
37,4400,468,670,69.8507462686567
37,4500,596,756,78.8359788359788
37,4600,398,617,64.5056726094003
37,4700,463,576,80.3819444444444
37,4800,505,659,76.6312594840668
38,100,419,504,83.1349206349206
38,200,678,844,80.3317535545024
38,300,485,608,79.7697368421053
38,400,259,397,65.2392947103275
38,500,336,447,75.1677852348993
39,100,465,551,84.3920145190563
39,201,605,719,84.144645340751
39,202,553,696,79.4540229885057
39,301,234,361,64.819944598338
39,302,302,409,73.838630806846
39,303,190,345,55.072463768116
39,400,700,869,80.5523590333717
39,501,359,509,70.5304518664047
39,502,574,643,89.2690513219285
39,601,426,520,81.9230769230769
39,602,375,560,66.9642857142857
39,603,267,392,68.1122448979592
39,604,393,513,76.608187134503
39,605,477,551,86.5698729582577
39,606,181,368,49.1847826086957
39,607,187,416,44.9519230769231
39,608,204,382,53.4031413612565
39,609,319,455,70.1098901098901
39,610,254,403,63.0272952853598
39,611,275,394,69.7969543147208
39,612,397,485,81.8556701030928
39,701,377,473,79.7040169133192
39,702,351,425,82.5882352941177
39,703,403,443,90.9706546275395
39,800,311,411,75.669099756691
39,901,514,613,83.8499184339315
39,902,346,460,75.2173913043478
39,903,252,366,68.8524590163934
39,904,351,437,80.3203661327231
39,1000,467,612,76.3071895424837
39,1101,386,444,86.9369369369369
39,1102,367,487,75.3593429158111
39,1103,369,450,82
39,1201,233,368,63.3152173913043
39,1202,253,388,65.2061855670103
39,1300,579,673,86.0326894502229
39,1400,411,520,79.0384615384615
39,1500,629,768,81.9010416666667
39,1600,637,748,85.1604278074866
39,1700,566,724,78.1767955801105
39,1800,461,601,76.7054908485857
39,1900,489,638,76.6457680250784
39,2000,375,484,77.4793388429752
39,2100,413,522,79.1187739463602
39,2201,462,581,79.5180722891566
39,2202,399,561,71.1229946524064
39,2203,449,556,80.7553956834532
39,2300,364,450,80.8888888888889
39,2400,569,741,76.7881241565452
39,2500,608,770,78.961038961039
39,2600,432,528,81.8181818181818
39,2700,588,682,86.217008797654
39,2800,429,542,79.1512915129151
39,2900,647,807,80.1734820322181
39,3001,354,461,76.7895878524946
39,3002,462,596,77.51677852349
39,3101,290,405,71.604938271605
39,3102,363,523,69.4072657743786
39,3103,252,369,68.2926829268293
39,3104,417,601,69.3843594009983
39,3105,262,537,48.7895716945996
39,3106,193,382,50.5235602094241
39,3107,231,395,58.4810126582278
39,3108,362,498,72.6907630522088
39,3109,317,463,68.4665226781858
39,3200,479,602,79.5681063122924
39,3300,448,573,78.1849912739965
39,3400,438,578,75.7785467128028
39,3500,395,517,76.4023210831721
39,3600,410,560,73.2142857142857
39,3700,327,427,76.5807962529274
39,3800,389,520,74.8076923076923
39,3900,482,636,75.7861635220126
39,4000,298,527,56.5464895635674
39,4101,353,448,78.7946428571429
39,4102,361,462,78.1385281385281
39,4103,497,664,74.8493975903614
39,4200,611,735,83.1292517006803
39,4301,393,519,75.7225433526011
39,4302,560,721,77.6699029126214
39,4401,366,428,85.5140186915888
39,4402,470,568,82.7464788732394
39,4403,407,572,71.1538461538462
39,4404,375,437,85.812356979405
39,4501,190,404,47.029702970297
39,4502,229,378,60.5820105820106
39,4503,120,351,34.1880341880342
39,4601,335,412,81.3106796116505
39,4602,429,528,81.25
39,4700,322,450,71.5555555555555
39,4800,381,504,75.595238095238
40,100,577,708,81.497175141243
40,200,487,627,77.6714513556619
40,300,387,508,76.1811023622047
40,400,695,935,74.331550802139
40,500,737,955,77.17277486911
40,600,872,1132,77.0318021201414
40,700,693,880,78.75
40,800,715,928,77.0474137931034
40,900,760,964,78.8381742738589
40,1000,447,524,85.3053435114504
40,1100,804,1293,62.1809744779582
40,1200,571,680,83.9705882352941
40,1301,674,1034,65.183752417795
40,1302,574,798,71.9298245614035
40,1400,667,874,76.3157894736842
40,1500,382,536,71.2686567164179
40,1600,545,685,79.5620437956204
40,1700,486,591,82.233502538071
41,100,477,648,73.6111111111111
41,200,450,591,76.1421319796954
41,300,398,548,72.6277372262774
41,400,398,529,75.2362948960302
41,500,593,792,74.8737373737374
41,600,596,847,70.3659976387249
41,701,503,602,83.5548172757475
41,702,579,887,65.2762119503946
41,800,508,690,73.6231884057971
41,900,539,773,69.7283311772316
41,1000,369,471,78.343949044586
41,1101,371,602,61.6279069767442
41,1102,425,547,77.6965265082267
41,1200,509,660,77.1212121212121
41,1301,271,399,67.9197994987469
41,1302,269,403,66.7493796526055
41,1303,260,421,61.7577197149644
41,1304,328,578,56.7474048442907
41,1305,298,501,59.4810379241517
41,1306,293,435,67.3563218390805
41,1307,331,389,85.0899742930591
41,1308,337,475,70.9473684210526
41,1309,347,446,77.8026905829596
41,1310,338,487,69.4045174537988
41,1311,405,585,69.2307692307692
41,1312,359,495,72.5252525252525
41,1313,265,408,64.9509803921569
42,100,197,312,63.1410256410256
42,200,608,737,82.4966078697422
42,300,852,1004,84.8605577689243
42,400,538,659,81.638846737481
42,500,724,895,80.8938547486034
42,600,741,895,82.7932960893855
42,700,302,369,81.8428184281843
42,801,233,363,64.1873278236915
42,802,642,789,81.3688212927757
42,901,277,430,64.4186046511628
42,902,377,462,81.6017316017316
42,903,721,871,82.7784156142365
42,1000,549,679,80.8541973490427
42,1100,472,580,81.3793103448276
42,1200,887,1132,78.356890459364
42,1300,435,581,74.8709122203098
42,1400,729,872,83.6009174311927
42,1500,620,770,80.5194805194805
42,1600,561,661,84.8714069591528
42,1701,163,336,48.5119047619048
42,1702,194,344,56.3953488372093
42,1703,279,399,69.9248120300752
42,1801,550,650,84.6153846153846
42,1802,303,408,74.264705882353
42,1803,380,496,76.6129032258064
42,1804,483,690,70
42,1805,328,425,77.1764705882353
42,1806,335,392,85.4591836734694
42,1807,411,546,75.2747252747253
42,1900,746,902,82.7050997782705
42,2001,422,515,81.9417475728155
42,2002,549,713,76.9985974754558
42,2101,352,435,80.919540229885
42,2102,472,603,78.2752902155887
42,2103,337,414,81.4009661835749
42,2201,550,662,83.0815709969789
42,2202,434,553,78.4810126582278
42,2300,492,630,78.0952380952381
42,2400,744,943,78.897136797455
42,2501,592,746,79.3565683646113
42,2502,500,608,82.2368421052632
42,2600,388,521,74.4721689059501
42,2700,804,966,83.2298136645963
42,2801,445,559,79.6064400715563
42,2802,338,425,79.5294117647059
42,2900,380,477,79.664570230608
42,3001,276,430,64.1860465116279
42,3002,439,565,77.6991150442478
42,3101,365,473,77.1670190274841
42,3102,574,689,83.3091436865022
42,3201,378,450,84
42,3202,621,742,83.6927223719676
42,3203,278,378,73.5449735449735
42,3301,364,529,68.8090737240076
42,3302,364,478,76.1506276150628
42,3303,461,571,80.7355516637478
42,3401,476,638,74.6081504702194
42,3402,703,829,84.8009650180941
42,3500,677,815,83.0674846625767
42,3600,160,289,55.363321799308
42,3701,444,559,79.427549194991
42,3702,375,446,84.0807174887892
42,3801,287,414,69.3236714975845
42,3802,505,584,86.472602739726
42,3901,602,714,84.3137254901961
42,3902,437,492,88.8211382113821
42,3903,333,413,80.6295399515738
42,3904,234,337,69.4362017804154
42,4001,299,358,83.5195530726257
42,4002,475,601,79.0349417637271
42,4003,484,585,82.7350427350427
42,4004,259,362,71.5469613259668
42,4005,291,366,79.5081967213115
42,4006,292,383,76.2402088772846
42,4101,305,406,75.1231527093596
42,4102,205,300,68.3333333333333
42,4103,189,249,75.9036144578313
42,4104,257,352,73.0113636363636
42,4105,225,341,65.9824046920821
42,4106,245,391,62.6598465473146
42,4107,119,246,48.3739837398374
42,4108,163,296,55.0675675675676
42,4109,201,419,47.9713603818616
42,4110,206,301,68.43853820598
42,4111,189,318,59.433962264151
42,4201,338,425,79.5294117647059
42,4202,367,509,72.1021611001965
42,4203,329,459,71.677559912854
42,4204,320,376,85.1063829787234
42,4301,433,522,82.9501915708812
42,4302,453,561,80.7486631016043
42,4303,483,585,82.5641025641026
44,100,223,554,40.2527075812274
44,200,454,621,73.1078904991949
44,300,348,482,72.1991701244813
44,400,449,715,62.7972027972028
44,500,433,587,73.7649063032368
44,600,562,715,78.6013986013986
44,700,427,516,82.7519379844961
45,100,638,798,79.9498746867168
