"fips_st","fips_puma","owner_occ","total","per_owner","year"
17,3511,93,218,42.6605504587156,2005
17,3512,233,404,57.6732673267327,2005
17,3513,379,488,77.6639344262295,2005
17,3514,126,392,32.1428571428571,2005
17,3515,183,472,38.771186440678,2005
17,3516,233,404,57.6732673267327,2005
17,3517,288,319,90.282131661442,2005
17,3518,164,254,64.5669291338583,2005
17,3519,192,277,69.3140794223827,2005
6,3600,283,448,63.1696428571429,2005
13,3600,369,501,73.6526946107784,2005
18,3600,494,600,82.3333333333333,2005
25,3600,341,398,85.678391959799,2005
26,3600,320,351,91.1680911680912,2005
37,3600,264,464,56.8965517241379,2005
39,3600,412,558,73.8351254480287,2005
42,3600,167,291,57.3883161512027,2005
48,3600,629,791,79.519595448799,2005
12,3601,416,552,75.3623188405797,2005
36,3601,413,480,86.0416666666667,2005
12,3602,378,483,78.2608695652174,2005
36,3602,387,547,70.7495429616088,2005
12,3603,365,475,76.8421052631579,2005
12,3604,397,531,74.7645951035782,2005
12,3605,410,639,64.1627543035994,2005
12,3606,554,740,74.8648648648649,2005
12,3607,275,402,68.407960199005,2005
12,3608,534,661,80.786686838124,2005
12,3609,377,530,71.1320754716981,2005
12,3610,593,643,92.2239502332815,2005
12,3611,439,540,81.2962962962963,2005
12,3612,391,475,82.3157894736842,2005
12,3613,387,555,69.7297297297297,2005
13,3700,303,447,67.7852348993289,2005
18,3700,325,491,66.1914460285132,2005
25,3700,372,461,80.6941431670282,2005
37,3700,396,576,68.75,2005
39,3700,325,435,74.7126436781609,2005
6,3701,390,517,75.4352030947776,2005
12,3701,564,703,80.2275960170697,2005
26,3701,110,347,31.7002881844380,2005
36,3701,124,349,35.5300859598854,2005
42,3701,466,583,79.9313893653516,2005
48,3701,363,506,71.7391304347826,2005
6,3702,319,495,64.4444444444444,2005
12,3702,538,651,82.642089093702,2005
26,3702,137,238,57.563025210084,2005
36,3702,188,419,44.8687350835322,2005
42,3702,363,421,86.2232779097387,2005
48,3702,249,426,58.4507042253521,2005
26,3703,159,226,70.353982300885,2005
36,3703,190,340,55.8823529411765,2005
48,3703,189,293,64.5051194539249,2005
26,3704,212,291,72.852233676976,2005
36,3704,145,396,36.6161616161616,2005
26,3705,171,253,67.5889328063241,2005
36,3705,40,401,9.97506234413965,2005
26,3706,130,233,55.793991416309,2005
36,3706,39,324,12.0370370370370,2005
26,3707,140,209,66.9856459330144,2005
36,3707,19,346,5.49132947976879,2005
26,3708,228,316,72.1518987341772,2005
36,3708,29,320,9.0625,2005
36,3709,125,491,25.4582484725051,2005
36,3710,32,386,8.29015544041451,2005
6,3800,690,977,70.6243602865916,2005
12,3800,457,559,81.7531305903399,2005
13,3800,443,586,75.5972696245734,2005
18,3800,509,587,86.7120954003407,2005
25,3800,288,429,67.1328671328671,2005
37,3800,340,470,72.3404255319149,2005
39,3800,400,522,76.6283524904215,2005
26,3801,240,302,79.4701986754967,2005
36,3801,52,520,10,2005
42,3801,283,398,71.105527638191,2005
48,3801,200,377,53.0503978779841,2005
26,3802,540,640,84.375,2005
36,3802,46,326,14.1104294478528,2005
42,3802,486,569,85.4130052724077,2005
48,3802,479,590,81.1864406779661,2005
26,3803,502,620,80.9677419354839,2005
36,3803,34,314,10.828025477707,2005
26,3804,273,335,81.4925373134328,2005
36,3804,31,320,9.6875,2005
26,3805,375,461,81.3449023861171,2005
36,3805,357,943,37.8579003181336,2005
26,3806,369,509,72.4950884086444,2005
36,3806,286,814,35.1351351351351,2005
26,3807,329,412,79.8543689320388,2005
36,3807,141,633,22.2748815165877,2005
36,3808,215,688,31.25,2005
36,3809,91,533,17.0731707317073,2005
36,3810,160,558,28.673835125448,2005
13,3900,356,488,72.9508196721311,2005
25,3900,495,594,83.3333333333333,2005
26,3900,324,395,82.0253164556962,2005
37,3900,649,838,77.4463007159905,2005
39,3900,493,643,76.6718506998445,2005
48,3900,474,606,78.2178217821782,2005
6,3901,237,364,65.1098901098901,2005
12,3901,678,785,86.3694267515924,2005
36,3901,418,473,88.3720930232558,2005
42,3901,585,684,85.5263157894737,2005
6,3902,366,511,71.6242661448141,2005
12,3902,568,676,84.0236686390533,2005
36,3902,330,437,75.5148741418764,2005
42,3902,422,487,86.652977412731,2005
6,3903,409,575,71.1304347826087,2005
12,3903,452,664,68.0722891566265,2005
36,3903,351,508,69.0944881889764,2005
42,3903,350,432,81.0185185185185,2005
42,3904,260,361,72.02216066482,2005
6,4000,238,365,65.2054794520548,2005
13,4000,274,453,60.485651214128,2005
25,4000,262,387,67.7002583979328,2005
26,4000,390,461,84.5986984815618,2005
37,4000,955,1298,73.5747303543914,2005
39,4000,309,513,60.233918128655,2005
48,4000,299,555,53.8738738738739,2005
12,4001,342,458,74.6724890829694,2005
36,4001,68,382,17.8010471204188,2005
42,4001,302,368,82.0652173913043,2005
12,4002,181,258,70.15503875969,2005
36,4002,43,275,15.6363636363636,2005
42,4002,469,590,79.4915254237288,2005
12,4003,264,360,73.3333333333333,2005
36,4003,89,355,25.0704225352113,2005
42,4003,460,555,82.8828828828829,2005
12,4004,208,319,65.2037617554859,2005
36,4004,151,431,35.0348027842227,2005
42,4004,251,356,70.5056179775281,2005
12,4005,218,392,55.6122448979592,2005
36,4005,183,444,41.2162162162162,2005
42,4005,296,370,80,2005
12,4006,196,289,67.8200692041522,2005
36,4006,99,386,25.6476683937824,2005
42,4006,292,381,76.6404199475066,2005
12,4007,248,390,63.5897435897436,2005
36,4007,77,327,23.5474006116208,2005
12,4008,313,552,56.7028985507246,2005
36,4008,108,368,29.3478260869565,2005
12,4009,152,337,45.1038575667656,2005
36,4009,344,567,60.6701940035273,2005
12,4010,147,418,35.1674641148325,2005
36,4010,153,381,40.1574803149606,2005
12,4011,270,531,50.8474576271186,2005
36,4011,53,289,18.3391003460208,2005
12,4012,324,481,67.3596673596674,2005
36,4012,142,365,38.9041095890411,2005
12,4013,275,326,84.3558282208589,2005
36,4013,214,463,46.2203023758099,2005
12,4014,294,408,72.0588235294118,2005
36,4014,154,421,36.5795724465558,2005
12,4015,367,456,80.4824561403509,2005
36,4015,123,448,27.4553571428571,2005
12,4016,264,325,81.2307692307692,2005
36,4016,237,471,50.3184713375796,2005
12,4017,329,389,84.5758354755784,2005
36,4017,220,566,38.8692579505300,2005
12,4018,250,315,79.3650793650794,2005
36,4018,104,345,30.1449275362319,2005
12,4019,251,384,65.3645833333333,2005
12,4020,335,469,71.4285714285714,2005
6,4100,307,411,74.6958637469586,2005
13,4100,428,600,71.3333333333333,2005
25,4100,438,519,84.393063583815,2005
37,4100,473,608,77.796052631579,2005
48,4100,453,582,77.8350515463918,2005
26,4101,485,573,84.6422338568935,2005
36,4101,153,640,23.90625,2005
39,4101,334,442,75.5656108597285,2005
42,4101,285,389,73.2647814910026,2005
26,4102,371,498,74.4979919678715,2005
36,4102,183,422,43.3649289099526,2005
39,4102,356,477,74.6331236897275,2005
42,4102,221,304,72.6973684210526,2005
26,4103,326,379,86.0158311345646,2005
36,4103,439,740,59.3243243243243,2005
39,4103,491,644,76.2422360248447,2005
42,4103,188,261,72.0306513409962,2005
26,4104,396,432,91.6666666666667,2005
36,4104,320,415,77.1084337349398,2005
42,4104,233,335,69.5522388059701,2005
36,4105,474,572,82.8671328671329,2005
42,4105,211,327,64.525993883792,2005
36,4106,247,465,53.1182795698925,2005
42,4106,247,401,61.5960099750624,2005
36,4107,108,322,33.5403726708075,2005
42,4107,130,255,50.9803921568627,2005
36,4108,215,464,46.3362068965517,2005
42,4108,181,314,57.6433121019108,2005
36,4109,130,388,33.5051546391753,2005
42,4109,167,369,45.2574525745258,2005
36,4110,285,576,49.4791666666667,2005
42,4110,203,287,70.7317073170732,2005
36,4111,225,400,56.25,2005
42,4111,176,327,53.822629969419,2005
36,4112,327,550,59.4545454545455,2005
36,4113,246,336,73.2142857142857,2005
36,4114,130,287,45.2961672473868,2005
6,4200,275,350,78.5714285714286,2005
13,4200,373,494,75.5060728744939,2005
25,4200,291,388,75,2005
37,4200,353,552,63.9492753623188,2005
39,4200,595,718,82.8690807799443,2005
48,4200,441,535,82.429906542056,2005
36,4201,458,524,87.4045801526718,2005
42,4201,347,427,81.264637002342,2005
36,4202,445,510,87.2549019607843,2005
42,4202,384,518,74.1312741312741,2005
36,4203,342,367,93.1880108991826,2005
42,4203,333,458,72.707423580786,2005
36,4204,331,381,86.8766404199475,2005
42,4204,300,362,82.8729281767956,2005
36,4205,345,382,90.3141361256545,2005
36,4206,217,314,69.108280254777,2005
36,4207,356,380,93.6842105263158,2005
36,4208,339,364,93.1318681318681,2005
36,4209,311,326,95.398773006135,2005
36,4210,312,354,88.135593220339,2005
36,4211,286,321,89.0965732087227,2005
36,4212,284,365,77.8082191780822,2005
6,4300,325,542,59.9630996309963,2005
13,4300,357,534,66.8539325842697,2005
25,4300,339,412,82.2815533980583,2005
37,4300,579,857,67.561260210035,2005
48,4300,276,423,65.2482269503546,2005
36,4301,675,743,90.8479138627187,2005
39,4301,388,501,77.4451097804391,2005
42,4301,433,519,83.4296724470135,2005
36,4302,439,467,94.0042826552463,2005
39,4302,554,705,78.581560283688,2005
42,4302,461,556,82.9136690647482,2005
36,4303,341,376,90.6914893617021,2005
42,4303,461,549,83.9708561020036,2005
36,4304,513,597,85.929648241206,2005
36,4305,345,403,85.6079404466501,2005
36,4306,288,348,82.7586206896552,2005
36,4307,327,369,88.6178861788618,2005
36,4308,310,373,83.1099195710456,2005
36,4309,224,274,81.7518248175183,2005
36,4310,319,362,88.121546961326,2005
36,4311,298,343,86.8804664723032,2005
36,4312,264,322,81.9875776397515,2005
25,4400,278,505,55.0495049504951,2005
37,4400,429,637,67.3469387755102,2005
48,4400,383,501,76.4471057884232,2005
6,4401,349,416,83.8942307692308,2005
39,4401,358,413,86.682808716707,2005
6,4402,212,326,65.0306748466258,2005
39,4402,496,603,82.2553897180763,2005
6,4403,387,538,71.9330855018587,2005
39,4403,401,565,70.9734513274336,2005
6,4404,459,684,67.1052631578947,2005
39,4404,390,454,85.9030837004405,2005
6,4405,377,559,67.4418604651163,2005
6,4406,507,622,81.5112540192926,2005
6,4407,272,380,71.578947368421,2005
6,4500,265,400,66.25,2005
25,4500,512,736,69.5652173913043,2005
37,4500,590,756,78.042328042328,2005
39,4501,224,420,53.3333333333333,2005
48,4501,483,615,78.5365853658537,2005
39,4502,215,383,56.1357702349869,2005
48,4502,555,688,80.6686046511628,2005
39,4503,116,348,33.3333333333333,2005
48,4503,423,493,85.8012170385396,2005
6,4600,286,389,73.521850899743,2005
25,4600,526,598,87.9598662207358,2005
37,4600,368,561,65.5971479500891,2005
39,4601,309,394,78.4263959390863,2005
48,4601,161,319,50.4702194357367,2005
39,4602,417,525,79.4285714285714,2005
48,4602,261,419,62.291169451074,2005
48,4603,262,475,55.1578947368421,2005
48,4604,206,532,38.7218045112782,2005
48,4605,233,395,58.9873417721519,2005
48,4606,293,440,66.5909090909091,2005
48,4607,281,604,46.523178807947,2005
48,4608,301,396,76.010101010101,2005
48,4609,213,366,58.1967213114754,2005
48,4610,211,387,54.5219638242894,2005
48,4611,211,353,59.7733711048159,2005
48,4612,256,427,59.9531615925059,2005
48,4613,133,376,35.3723404255319,2005
48,4614,440,572,76.923076923077,2005
48,4615,286,383,74.6736292428198,2005
48,4616,285,444,64.1891891891892,2005
48,4617,602,672,89.5833333333333,2005
48,4618,475,588,80.78231292517,2005
48,4619,528,627,84.2105263157895,2005
48,4620,325,420,77.3809523809524,2005
48,4621,545,623,87.4799357945425,2005
48,4622,367,475,77.2631578947368,2005
48,4623,343,532,64.4736842105263,2005
48,4624,305,440,69.3181818181818,2005
48,4625,288,454,63.4361233480176,2005
6,4700,462,592,78.0405405405405,2005
25,4700,422,519,81.3102119460501,2005
37,4700,409,521,78.5028790786948,2005
39,4700,331,460,71.9565217391304,2005
48,4701,743,840,88.452380952381,2005
48,4702,500,593,84.3170320404722,2005
6,4800,190,369,51.490514905149,2005
25,4800,554,645,85.891472868217,2005
37,4800,489,621,78.743961352657,2005
39,4800,364,478,76.1506276150628,2005
48,4801,421,549,76.6848816029144,2005
48,4802,423,503,84.0954274353877,2005
6,4900,262,618,42.3948220064725,2005
48,4901,304,490,62.0408163265306,2005
48,4902,490,587,83.4752981260647,2005
6,5000,276,514,53.6964980544747,2005
48,5000,373,483,77.2256728778468,2005
6,5100,121,267,45.3183520599251,2005
48,5100,545,669,81.4648729446936,2005
6,5200,252,378,66.6666666666667,2005
48,5201,568,670,84.776119402985,2005
48,5202,404,530,76.2264150943396,2005
6,5300,121,307,39.413680781759,2005
48,5301,292,593,49.2411467116357,2005
48,5302,252,585,43.0769230769231,2005
48,5303,450,680,66.1764705882353,2005
48,5304,452,735,61.4965986394558,2005
6,5401,451,596,75.6711409395973,2005
48,5401,690,829,83.232810615199,2005
6,5402,326,411,79.3187347931873,2005
48,5402,371,510,72.7450980392157,2005
6,5403,189,273,69.2307692307692,2005
6,5404,280,402,69.6517412935323,2005
6,5405,191,343,55.6851311953353,2005
6,5406,155,458,33.8427947598253,2005
6,5407,207,512,40.4296875,2005
6,5408,401,578,69.3771626297578,2005
6,5409,367,556,66.0071942446043,2005
6,5410,483,736,65.625,2005
6,5411,312,821,38.0024360535932,2005
6,5412,196,635,30.8661417322835,2005
6,5413,211,881,23.950056753689,2005
6,5414,22,346,6.35838150289017,2005
6,5415,134,598,22.4080267558528,2005
6,5416,376,691,54.4138929088278,2005
6,5417,93,397,23.4256926952141,2005
6,5418,67,274,24.4525547445255,2005
6,5419,226,514,43.9688715953307,2005
6,5420,273,537,50.8379888268156,2005
6,5421,203,440,46.1363636363636,2005
6,5422,75,242,30.9917355371901,2005
6,5423,134,336,39.8809523809524,2005
6,5424,300,590,50.8474576271186,2005
6,5500,145,318,45.5974842767296,2005
48,5500,623,758,82.1899736147757,2005
6,5600,348,561,62.0320855614973,2005
48,5601,179,309,57.9288025889968,2005
48,5602,240,354,67.7966101694915,2005
48,5603,211,287,73.5191637630662,2005
48,5604,267,422,63.2701421800948,2005
48,5605,325,472,68.8559322033898,2005
48,5606,420,596,70.4697986577181,2005
48,5607,362,643,56.298600311042,2005
48,5608,311,443,70.2031602708804,2005
48,5609,423,509,83.1041257367387,2005
48,5610,474,569,83.3040421792619,2005
48,5611,361,512,70.5078125,2005
48,5700,469,580,80.8620689655172,2005
6,5701,217,409,53.0562347188264,2005
6,5702,171,596,28.6912751677852,2005
6,5703,372,571,65.1488616462347,2005
6,5800,209,303,68.976897689769,2005
48,5800,561,678,82.7433628318584,2005
6,5900,179,296,60.472972972973,2005
48,5900,389,509,76.4243614931238,2005
6,6000,207,283,73.1448763250883,2005
48,6000,383,571,67.0753064798599,2005
48,6100,382,484,78.9256198347107,2005
6,6101,388,471,82.3779193205945,2005
6,6102,393,537,73.1843575418994,2005
6,6103,204,409,49.877750611247,2005
6,6104,422,637,66.2480376766091,2005
6,6105,325,467,69.593147751606,2005
6,6106,481,618,77.831715210356,2005
6,6107,276,337,81.8991097922849,2005
6,6108,303,366,82.7868852459016,2005
6,6109,203,291,69.7594501718213,2005
6,6110,402,538,74.721189591078,2005
6,6111,227,359,63.2311977715877,2005
6,6112,236,383,61.6187989556136,2005
6,6113,107,315,33.968253968254,2005
6,6114,124,300,41.3333333333333,2005
6,6115,215,362,59.3922651933702,2005
6,6116,176,362,48.6187845303867,2005
6,6117,324,410,79.0243902439024,2005
6,6118,463,586,79.0102389078498,2005
6,6119,219,358,61.1731843575419,2005
6,6120,265,310,85.483870967742,2005
6,6121,335,443,75.6207674943567,2005
6,6122,355,585,60.6837606837607,2005
6,6123,213,413,51.5738498789346,2005
6,6124,128,332,38.5542168674699,2005
6,6125,423,1041,40.6340057636888,2005
6,6126,298,367,81.1989100817439,2005
6,6200,295,445,66.2921348314607,2005
48,6200,352,479,73.4864300626305,2005
6,6300,287,434,66.1290322580645,2005
48,6301,249,390,63.8461538461538,2005
48,6302,399,578,69.0311418685121,2005
6,6400,340,428,79.4392523364486,2005
48,6400,305,391,78.005115089514,2005
6,6500,392,488,80.327868852459,2005
48,6500,291,394,73.8578680203046,2005
48,6600,231,330,70,2005
6,6601,291,430,67.6744186046512,2005
6,6602,402,497,80.8853118712274,2005
6,6701,515,751,68.5752330226365,2005
48,6701,232,294,78.9115646258503,2005
6,6702,450,749,60.0801068090788,2005
48,6702,229,284,80.6338028169014,2005
48,6703,262,349,75.0716332378224,2005
48,6704,286,356,80.3370786516854,2005
48,6800,324,455,71.2087912087912,2005
6,6801,243,524,46.3740458015267,2005
6,6802,312,444,70.2702702702703,2005
6,6900,178,381,46.7191601049869,2005
48,6900,511,670,76.2686567164179,2005
6,7000,305,500,61,2005
6,7100,382,576,66.3194444444444,2005
6,7200,538,782,68.7979539641944,2005
6,7300,465,730,63.6986301369863,2005
6,7400,351,497,70.6237424547284,2005
6,7501,217,327,66.3608562691132,2005
6,7502,183,366,50,2005
6,7601,493,660,74.6969696969697,2005
6,7602,620,733,84.5839017735334,2005
6,7603,513,708,72.457627118644,2005
6,7604,662,857,77.2462077012835,2005
6,7605,502,682,73.6070381231672,2005
6,7606,443,633,69.9842022116904,2005
6,7607,644,909,70.8470847084708,2005
6,7700,343,440,77.9545454545455,2005
6,7801,239,368,64.945652173913,2005
6,7802,340,537,63.3147113594041,2005
6,7900,383,469,81.6631130063966,2005
6,8001,871,1064,81.8609022556391,2005
6,8002,813,973,83.5560123329907,2005
6,8003,666,871,76.4638346727899,2005
6,8004,1159,1517,76.4007910349374,2005
6,8005,397,554,71.6606498194946,2005
6,8101,420,1044,40.2298850574713,2005
6,8102,215,371,57.9514824797844,2005
6,8103,457,585,78.1196581196581,2005
6,8104,528,769,68.6605981794538,2005
6,8105,334,563,59.3250444049734,2005
6,8106,270,390,69.2307692307692,2005
6,8107,233,505,46.1386138613861,2005
6,8108,524,842,62.2327790973872,2005
6,8109,617,961,64.20395421436,2005
6,8110,290,592,48.9864864864865,2005
6,8111,403,554,72.7436823104693,2005
6,8112,596,748,79.6791443850267,2005
6,8113,607,789,76.9328263624841,2005
6,8114,457,644,70.9627329192547,2005
6,8115,583,805,72.4223602484472,2005
6,8116,361,565,63.8938053097345,2005
6,8200,322,482,66.804979253112,2005
1,100,479,600,79.8333333333333,2006
1,200,468,673,69.5393759286776,2006
1,300,689,816,84.4362745098039,2006
1,400,449,544,82.5367647058823,2006
1,500,574,735,78.0952380952381,2006
1,600,483,594,81.3131313131313,2006
1,700,462,586,78.839590443686,2006
1,800,651,776,83.8917525773196,2006
1,901,190,355,53.5211267605634,2006
1,902,240,369,65.040650406504,2006
1,903,431,605,71.2396694214876,2006
1,904,580,684,84.7953216374269,2006
1,905,347,418,83.0143540669856,2006
1,1000,344,449,76.6146993318486,2006
1,1100,485,616,78.7337662337662,2006
1,1200,331,441,75.0566893424036,2006
1,1300,609,707,86.1386138613861,2006
1,1400,503,706,71.2464589235127,2006
1,1500,364,489,74.437627811861,2006
1,1600,431,551,78.2214156079855,2006
1,1700,462,726,63.6363636363636,2006
1,1800,603,854,70.6088992974239,2006
1,1900,485,720,67.3611111111111,2006
1,2000,502,607,82.7018121911038,2006
1,2100,521,641,81.2792511700468,2006
1,2200,487,726,67.0798898071625,2006
1,2300,582,707,82.3196605374823,2006
1,2400,477,587,81.2606473594549,2006
1,2500,450,577,77.9896013864818,2006
1,2600,989,1366,72.4011713030747,2006
2,101,169,294,57.4829931972789,2006
2,102,279,384,72.65625,2006
2,200,440,564,78.0141843971631,2006
2,300,323,470,68.7234042553192,2006
2,400,328,525,62.4761904761905,2006
4,101,700,791,88.495575221239,2006
4,102,453,547,82.8153564899452,2006
4,103,665,854,77.8688524590164,2006
4,104,594,786,75.5725190839695,2006
4,105,622,748,83.1550802139037,2006
4,106,361,501,72.0558882235529,2006
4,107,438,598,73.2441471571906,2006
4,108,343,475,72.2105263157895,2006
4,109,344,490,70.204081632653,2006
4,110,686,854,80.327868852459,2006
4,111,377,523,72.0841300191205,2006
4,112,320,607,52.7182866556837,2006
4,113,251,433,57.9676674364896,2006
4,114,707,876,80.7077625570776,2006
4,115,348,587,59.2844974446337,2006
4,116,362,641,56.4742589703588,2006
4,117,224,460,48.695652173913,2006
4,118,268,435,61.6091954022989,2006
4,119,422,535,78.8785046728972,2006
4,120,727,948,76.6877637130802,2006
4,121,742,870,85.2873563218391,2006
4,122,459,565,81.2389380530973,2006
4,201,246,412,59.7087378640777,2006
4,202,294,442,66.5158371040724,2006
4,203,426,556,76.6187050359712,2006
4,204,302,593,50.9274873524452,2006
4,205,442,539,82.0037105751391,2006
4,206,473,593,79.7639123102867,2006
4,207,732,880,83.1818181818182,2006
4,300,393,512,76.7578125,2006
4,400,302,446,67.7130044843049,2006
4,500,640,819,78.1440781440782,2006
4,600,656,868,75.5760368663594,2006
4,700,513,688,74.5639534883721,2006
4,800,1030,1235,83.4008097165992,2006
4,900,651,866,75.1732101616628,2006
5,100,524,687,76.27365356623,2006
5,200,447,682,65.5425219941349,2006
5,300,586,742,78.9757412398922,2006
5,400,565,686,82.3615160349854,2006
5,500,579,802,72.1945137157107,2006
5,600,281,398,70.6030150753769,2006
5,700,317,460,68.9130434782609,2006
5,800,397,541,73.3826247689464,2006
5,900,417,628,66.4012738853503,2006
5,1000,457,633,72.1958925750395,2006
5,1100,799,999,79.97997997998,2006
5,1200,441,564,78.1914893617021,2006
5,1300,469,644,72.8260869565217,2006
5,1400,413,510,80.9803921568627,2006
5,1500,487,636,76.5723270440252,2006
5,1600,351,472,74.364406779661,2006
5,1700,366,475,77.0526315789474,2006
5,1800,414,546,75.8241758241758,2006
5,1900,349,456,76.5350877192982,2006
6,100,549,736,74.5923913043478,2006
6,200,447,678,65.929203539823,2006
6,300,584,771,75.745784695201,2006
6,400,382,548,69.7080291970803,2006
6,500,455,607,74.9588138385502,2006
6,600,654,965,67.7720207253886,2006
6,700,409,519,78.8053949903661,2006
6,800,417,614,67.9153094462541,2006
6,900,426,675,63.1111111111111,2006
6,1000,352,505,69.7029702970297,2006
6,1101,619,831,74.488567990373,2006
6,1102,325,479,67.8496868475992,2006
6,1103,414,643,64.3856920684292,2006
6,1201,320,424,75.4716981132076,2006
6,1202,381,574,66.376306620209,2006
6,1301,377,541,69.6857670979667,2006
6,1302,326,459,71.0239651416122,2006
6,1303,311,434,71.6589861751152,2006
6,1401,294,628,46.8152866242038,2006
6,1402,265,435,60.9195402298851,2006
6,1403,441,649,67.9506933744222,2006
6,1501,327,457,71.5536105032823,2006
6,1502,281,424,66.2735849056604,2006
6,1503,500,641,78.003120124805,2006
6,1504,458,725,63.1724137931034,2006
6,1505,419,566,74.0282685512367,2006
6,1506,429,544,78.860294117647,2006
6,1601,609,732,83.1967213114754,2006
6,1602,434,585,74.1880341880342,2006
6,1700,573,676,84.7633136094675,2006
6,1800,573,743,77.1197846567968,2006
6,1901,240,377,63.6604774535809,2006
6,1902,336,532,63.1578947368421,2006
6,2001,490,647,75.7341576506955,2006
6,2002,456,626,72.8434504792332,2006
6,2101,223,365,61.0958904109589,2006
6,2102,378,480,78.75,2006
6,2103,282,399,70.6766917293233,2006
6,2104,524,648,80.8641975308642,2006
6,2105,394,458,86.0262008733624,2006
6,2106,304,410,74.1463414634146,2006
6,2107,233,332,70.1807228915663,2006
6,2108,384,434,88.4792626728111,2006
6,2201,200,566,35.3356890459364,2006
6,2202,120,533,22.5140712945591,2006
6,2203,117,474,24.6835443037975,2006
6,2204,199,483,41.2008281573499,2006
6,2205,222,380,58.421052631579,2006
6,2206,265,385,68.8311688311688,2006
6,2207,195,288,67.7083333333333,2006
6,2301,317,461,68.763557483731,2006
6,2302,276,375,73.6,2006
6,2303,274,419,65.3937947494033,2006
6,2304,348,498,69.8795180722892,2006
6,2305,333,494,67.4089068825911,2006
6,2306,282,400,70.5,2006
6,2401,302,583,51.8010291595197,2006
6,2402,170,578,29.4117647058824,2006
6,2403,418,574,72.822299651568,2006
6,2404,159,348,45.6896551724138,2006
6,2405,395,635,62.2047244094488,2006
6,2406,309,456,67.7631578947368,2006
6,2407,277,416,66.5865384615385,2006
6,2408,310,396,78.2828282828283,2006
6,2409,423,599,70.6176961602671,2006
6,2410,548,730,75.068493150685,2006
6,2500,492,729,67.4897119341564,2006
6,2601,351,531,66.1016949152542,2006
6,2602,360,480,75,2006
6,2701,518,850,60.9411764705882,2006
6,2702,308,555,55.4954954954955,2006
6,2703,232,457,50.7658643326039,2006
6,2704,277,388,71.3917525773196,2006
6,2705,243,299,81.2709030100335,2006
6,2706,268,329,81.4589665653495,2006
6,2707,369,492,75,2006
6,2708,291,484,60.1239669421488,2006
6,2709,166,393,42.2391857506361,2006
6,2710,323,507,63.7080867850099,2006
6,2711,284,391,72.6342710997442,2006
6,2712,324,395,82.0253164556962,2006
6,2713,275,323,85.139318885449,2006
6,2714,121,216,56.0185185185185,2006
6,2801,298,497,59.9597585513078,2006
6,2802,373,503,74.155069582505,2006
6,2900,218,390,55.8974358974359,2006
6,3001,286,522,54.7892720306513,2006
6,3002,437,595,73.4453781512605,2006
6,3100,479,733,65.3478854024557,2006
6,3200,283,414,68.3574879227053,2006
6,3301,458,916,50,2006
6,3302,373,563,66.2522202486679,2006
6,3401,310,517,59.9613152804642,2006
6,3402,660,910,72.5274725274725,2006
6,3501,302,440,68.6363636363636,2006
6,3502,309,484,63.8429752066116,2006
6,3503,376,604,62.2516556291391,2006
6,3600,282,436,64.6788990825688,2006
6,3701,371,514,72.1789883268482,2006
6,3702,327,492,66.4634146341463,2006
6,3800,700,1023,68.4261974584555,2006
6,3901,253,393,64.3765903307888,2006
6,3902,352,490,71.8367346938775,2006
6,3903,382,546,69.96336996337,2006
6,4000,249,381,65.3543307086614,2006
6,4100,317,442,71.7194570135747,2006
6,4200,294,388,75.7731958762887,2006
6,4300,324,558,58.0645161290323,2006
6,4401,345,415,83.132530120482,2006
6,4402,209,315,66.3492063492063,2006
6,4403,377,530,71.1320754716981,2006
6,4404,475,688,69.0406976744186,2006
6,4405,388,567,68.4303350970018,2006
6,4406,538,680,79.1176470588235,2006
6,4407,267,370,72.1621621621622,2006
6,4500,261,398,65.5778894472362,2006
6,4600,279,376,74.2021276595745,2006
6,4700,438,545,80.3669724770642,2006
6,4800,193,390,49.4871794871795,2006
6,4900,266,622,42.7652733118971,2006
6,5000,280,538,52.0446096654275,2006
6,5100,139,290,47.9310344827586,2006
6,5200,242,375,64.5333333333333,2006
6,5300,117,307,38.1107491856677,2006
6,5401,442,596,74.1610738255034,2006
6,5402,315,422,74.6445497630332,2006
6,5403,207,284,72.887323943662,2006
6,5404,258,385,67.012987012987,2006
6,5405,187,346,54.0462427745665,2006
6,5406,157,443,35.4401805869075,2006
6,5407,202,522,38.6973180076628,2006
6,5408,401,599,66.9449081803005,2006
6,5409,375,563,66.607460035524,2006
6,5410,480,731,65.6634746922025,2006
6,5411,311,808,38.490099009901,2006
6,5412,207,655,31.6030534351145,2006
6,5413,199,923,21.5601300108342,2006
6,5414,27,382,7.06806282722513,2006
6,5415,134,594,22.5589225589226,2006
6,5416,372,728,51.0989010989011,2006
6,5417,83,431,19.2575406032483,2006
6,5418,62,282,21.9858156028369,2006
6,5419,229,537,42.6443202979516,2006
6,5420,249,500,49.8,2006
6,5421,233,487,47.8439425051335,2006
6,5422,77,274,28.1021897810219,2006
6,5423,144,332,43.3734939759036,2006
6,5424,310,611,50.7364975450082,2006
6,5500,146,329,44.3768996960486,2006
6,5600,348,545,63.8532110091743,2006
6,5701,233,426,54.6948356807512,2006
6,5702,184,613,30.0163132137031,2006
6,5703,381,576,66.1458333333333,2006
6,5800,236,323,73.0650154798762,2006
6,5900,165,280,58.9285714285714,2006
6,6000,192,276,69.5652173913043,2006
6,6101,393,496,79.233870967742,2006
6,6102,396,532,74.436090225564,2006
