"city","state","fips_msa","year","quarter","hpi","error"
"Chicago-Naperville-Joliet","IL  MSAD","16974",2005,3,188.52,0.28
"Chicago-Naperville-Joliet","IL  MSAD","16974",2005,4,193.14,0.29
"Chicago-Naperville-Joliet","IL  MSAD","16974",2006,1,196.72,0.3
"Chicago-Naperville-Joliet","IL  MSAD","16974",2006,2,199.36,0.3
"Chicago-Naperville-Joliet","IL  MSAD","16974",2006,3,201.48,0.3
"Chicago-Naperville-Joliet","IL  MSAD","16974",2006,4,203.45,0.3
"Chicago-Naperville-Joliet","IL  MSAD","16974",2007,1,204.97,0.31
"Chicago-Naperville-Joliet","IL  MSAD","16974",2007,2,204.94,0.3
"Chicago-Naperville-Joliet","IL  MSAD","16974",2007,3,203.99,0.3
"Chicago-Naperville-Joliet","IL  MSAD","16974",2007,4,204.89,0.3
"Chicago-Naperville-Joliet","IL  MSAD","16974",2008,1,204.26,0.3
"Chicago-Naperville-Joliet","IL  MSAD","16974",2008,2,200.92,0.31
"Chicago-Naperville-Joliet","IL  MSAD","16974",2008,3,195.6,0.32
"Chicago-Naperville-Joliet","IL  MSAD","16974",2008,4,195.88,0.32
"Chicago-Naperville-Joliet","IL  MSAD","16974",2009,1,194.28,0.29
"Chico","CA","17020",2000,1,111.75,1.34
"Chico","CA","17020",2000,2,114.53,1.3
"Chico","CA","17020",2000,3,118.38,1.34
"Chico","CA","17020",2000,4,121.43,1.37
"Chico","CA","17020",2001,1,124.2,1.36
"Chico","CA","17020",2001,2,130.03,1.4
"Chico","CA","17020",2001,3,133.8,1.45
"Chico","CA","17020",2001,4,135.58,1.46
"Chico","CA","17020",2002,1,138.4,1.49
"Chico","CA","17020",2002,2,145.97,1.58
"Chico","CA","17020",2002,3,153.07,1.64
"Chico","CA","17020",2002,4,158.08,1.69
"Chico","CA","17020",2003,1,162.14,1.74
"Chico","CA","17020",2003,2,167.7,1.79
"Chico","CA","17020",2003,3,175.43,1.87
"Chico","CA","17020",2003,4,186.86,2.06
"Chico","CA","17020",2004,1,190.5,2.1
"Chico","CA","17020",2004,2,198.85,2.19
"Chico","CA","17020",2004,3,215.52,2.42
"Chico","CA","17020",2004,4,223.56,2.52
"Chico","CA","17020",2005,1,230.46,2.63
"Chico","CA","17020",2005,2,243.48,2.76
"Chico","CA","17020",2005,3,256.87,2.89
"Chico","CA","17020",2005,4,265.03,3.08
"Chico","CA","17020",2006,1,270.46,3.22
"Chico","CA","17020",2006,2,271.7,3.22
"Chico","CA","17020",2006,3,267.84,3.17
"Chico","CA","17020",2006,4,266.52,3.14
"Chico","CA","17020",2007,1,267.72,3.15
"Chico","CA","17020",2007,2,259.8,3.07
"Chico","CA","17020",2007,3,254.21,3.04
"Chico","CA","17020",2007,4,251.14,3.02
"Chico","CA","17020",2008,1,246.15,2.87
"Chico","CA","17020",2008,2,235.14,2.8
"Chico","CA","17020",2008,3,226.85,2.87
"Chico","CA","17020",2008,4,224.15,2.91
"Chico","CA","17020",2009,1,222.87,2.61
"Cincinnati-Middletown","OH-KY-IN","17140",2000,1,123.92,0.3
"Cincinnati-Middletown","OH-KY-IN","17140",2000,2,125.74,0.29
"Cincinnati-Middletown","OH-KY-IN","17140",2000,3,127.4,0.29
"Cincinnati-Middletown","OH-KY-IN","17140",2000,4,129.07,0.29
"Cincinnati-Middletown","OH-KY-IN","17140",2001,1,130.96,0.28
"Cincinnati-Middletown","OH-KY-IN","17140",2001,2,132.62,0.28
"Cincinnati-Middletown","OH-KY-IN","17140",2001,3,133.72,0.28
"Cincinnati-Middletown","OH-KY-IN","17140",2001,4,134.58,0.28
"Cincinnati-Middletown","OH-KY-IN","17140",2002,1,135.93,0.29
"Cincinnati-Middletown","OH-KY-IN","17140",2002,2,137.22,0.29
"Cincinnati-Middletown","OH-KY-IN","17140",2002,3,138.39,0.28
"Cincinnati-Middletown","OH-KY-IN","17140",2002,4,139.39,0.28
"Cincinnati-Middletown","OH-KY-IN","17140",2003,1,140.57,0.29
"Cincinnati-Middletown","OH-KY-IN","17140",2003,2,141.41,0.29
"Cincinnati-Middletown","OH-KY-IN","17140",2003,3,142.56,0.29
"Cincinnati-Middletown","OH-KY-IN","17140",2003,4,144.11,0.32
"Cincinnati-Middletown","OH-KY-IN","17140",2004,1,145.26,0.32
"Cincinnati-Middletown","OH-KY-IN","17140",2004,2,146.74,0.33
"Cincinnati-Middletown","OH-KY-IN","17140",2004,3,148.95,0.36
"Cincinnati-Middletown","OH-KY-IN","17140",2004,4,151.29,0.37
"Cincinnati-Middletown","OH-KY-IN","17140",2005,1,152.1,0.38
"Cincinnati-Middletown","OH-KY-IN","17140",2005,2,154.06,0.38
"Cincinnati-Middletown","OH-KY-IN","17140",2005,3,155.29,0.38
"Cincinnati-Middletown","OH-KY-IN","17140",2005,4,156.03,0.41
"Cincinnati-Middletown","OH-KY-IN","17140",2006,1,157.27,0.43
"Cincinnati-Middletown","OH-KY-IN","17140",2006,2,156.39,0.4
"Cincinnati-Middletown","OH-KY-IN","17140",2006,3,157.11,0.4
"Cincinnati-Middletown","OH-KY-IN","17140",2006,4,158.84,0.42
"Cincinnati-Middletown","OH-KY-IN","17140",2007,1,159.49,0.43
"Cincinnati-Middletown","OH-KY-IN","17140",2007,2,159.72,0.41
"Cincinnati-Middletown","OH-KY-IN","17140",2007,3,158.33,0.41
"Cincinnati-Middletown","OH-KY-IN","17140",2007,4,158.95,0.42
"Cincinnati-Middletown","OH-KY-IN","17140",2008,1,160.09,0.4
"Cincinnati-Middletown","OH-KY-IN","17140",2008,2,159.15,0.45
"Cincinnati-Middletown","OH-KY-IN","17140",2008,3,156.2,0.49
"Cincinnati-Middletown","OH-KY-IN","17140",2008,4,157.12,0.51
"Cincinnati-Middletown","OH-KY-IN","17140",2009,1,158.85,0.4
"Clarksville","TN-KY","17300",2000,1,117.54,2.18
"Clarksville","TN-KY","17300",2000,2,118.63,2.11
"Clarksville","TN-KY","17300",2000,3,119.64,2.08
"Clarksville","TN-KY","17300",2000,4,119.89,2.13
"Clarksville","TN-KY","17300",2001,1,124.72,2.15
"Clarksville","TN-KY","17300",2001,2,124.52,2.1
"Clarksville","TN-KY","17300",2001,3,125.77,2.15
"Clarksville","TN-KY","17300",2001,4,125.91,2.1
"Clarksville","TN-KY","17300",2002,1,127.04,2.15
"Clarksville","TN-KY","17300",2002,2,127,2.18
"Clarksville","TN-KY","17300",2002,3,128.5,2.15
"Clarksville","TN-KY","17300",2002,4,131.03,2.18
"Clarksville","TN-KY","17300",2003,1,131.74,2.21
"Clarksville","TN-KY","17300",2003,2,131.71,2.19
"Clarksville","TN-KY","17300",2003,3,131.59,2.19
"Clarksville","TN-KY","17300",2003,4,134.94,2.34
"Clarksville","TN-KY","17300",2004,1,134.42,2.33
"Clarksville","TN-KY","17300",2004,2,137.4,2.34
"Clarksville","TN-KY","17300",2004,3,138.41,2.4
"Clarksville","TN-KY","17300",2004,4,139.52,2.46
"Clarksville","TN-KY","17300",2005,1,141.56,2.55
"Clarksville","TN-KY","17300",2005,2,147.41,2.61
"Clarksville","TN-KY","17300",2005,3,149.74,2.63
"Clarksville","TN-KY","17300",2005,4,150.21,2.7
"Clarksville","TN-KY","17300",2006,1,155.98,2.86
"Clarksville","TN-KY","17300",2006,2,157.71,2.78
"Clarksville","TN-KY","17300",2006,3,157.59,2.75
"Clarksville","TN-KY","17300",2006,4,158.91,2.81
"Clarksville","TN-KY","17300",2007,1,164.43,2.91
"Clarksville","TN-KY","17300",2007,2,166.02,2.88
"Clarksville","TN-KY","17300",2007,3,166.5,2.93
"Clarksville","TN-KY","17300",2007,4,169.68,3.05
"Clarksville","TN-KY","17300",2008,1,170.48,3
"Clarksville","TN-KY","17300",2008,2,169.99,3.09
"Clarksville","TN-KY","17300",2008,3,170.89,3.21
"Clarksville","TN-KY","17300",2008,4,171.08,3.32
"Clarksville","TN-KY","17300",2009,1,172.27,3.04
"Cleveland","TN","17420",2000,1,126.16,2.18
"Cleveland","TN","17420",2000,2,127.68,2.15
"Cleveland","TN","17420",2000,3,127.85,2.11
"Cleveland","TN","17420",2000,4,129.99,2.19
"Cleveland","TN","17420",2001,1,135.82,2.13
"Cleveland","TN","17420",2001,2,135.89,2.12
"Cleveland","TN","17420",2001,3,133.99,2.12
"Cleveland","TN","17420",2001,4,138.51,2.13
"Cleveland","TN","17420",2002,1,140.55,2.21
"Cleveland","TN","17420",2002,2,139.3,2.22
"Cleveland","TN","17420",2002,3,143.68,2.23
"Cleveland","TN","17420",2002,4,144.63,2.23
"Cleveland","TN","17420",2003,1,145.91,2.25
"Cleveland","TN","17420",2003,2,147.58,2.25
"Cleveland","TN","17420",2003,3,147.85,2.27
"Cleveland","TN","17420",2003,4,147.99,2.44
"Cleveland","TN","17420",2004,1,148.22,2.43
"Cleveland","TN","17420",2004,2,151.89,2.49
"Cleveland","TN","17420",2004,3,156.4,2.61
"Cleveland","TN","17420",2004,4,154.35,2.65
"Cleveland","TN","17420",2005,1,155.59,2.68
"Cleveland","TN","17420",2005,2,160.86,2.72
"Cleveland","TN","17420",2005,3,162.32,2.77
"Cleveland","TN","17420",2005,4,165.84,2.82
"Cleveland","TN","17420",2006,1,166.66,2.84
"Cleveland","TN","17420",2006,2,171.11,2.94
"Cleveland","TN","17420",2006,3,176.4,3
"Cleveland","TN","17420",2006,4,179.53,3.03
"Cleveland","TN","17420",2007,1,179.19,3.14
"Cleveland","TN","17420",2007,2,186.61,3.17
"Cleveland","TN","17420",2007,3,183.29,3.11
"Cleveland","TN","17420",2007,4,183.35,3.18
"Cleveland","TN","17420",2008,1,187.76,3.19
"Cleveland","TN","17420",2008,2,185.75,3.39
"Cleveland","TN","17420",2008,3,182.91,3.62
"Cleveland","TN","17420",2008,4,181.6,3.51
"Cleveland","TN","17420",2009,1,185.21,3.1
"Cleveland-Elyria-Mentor","OH","17460",2000,1,123.13,0.4
"Cleveland-Elyria-Mentor","OH","17460",2000,2,124.13,0.37
"Cleveland-Elyria-Mentor","OH","17460",2000,3,125.47,0.37
"Cleveland-Elyria-Mentor","OH","17460",2000,4,127.07,0.38
"Cleveland-Elyria-Mentor","OH","17460",2001,1,129.98,0.37
"Cleveland-Elyria-Mentor","OH","17460",2001,2,130.87,0.36
"Cleveland-Elyria-Mentor","OH","17460",2001,3,132.35,0.37
"Cleveland-Elyria-Mentor","OH","17460",2001,4,133.43,0.37
"Cleveland-Elyria-Mentor","OH","17460",2002,1,134.22,0.38
"Cleveland-Elyria-Mentor","OH","17460",2002,2,135.45,0.38
"Cleveland-Elyria-Mentor","OH","17460",2002,3,136.66,0.38
"Cleveland-Elyria-Mentor","OH","17460",2002,4,137.93,0.38
"Cleveland-Elyria-Mentor","OH","17460",2003,1,138.94,0.38
"Cleveland-Elyria-Mentor","OH","17460",2003,2,139.8,0.38
"Cleveland-Elyria-Mentor","OH","17460",2003,3,141.1,0.39
"Cleveland-Elyria-Mentor","OH","17460",2003,4,142.76,0.42
"Cleveland-Elyria-Mentor","OH","17460",2004,1,144.01,0.43
"Cleveland-Elyria-Mentor","OH","17460",2004,2,144.9,0.43
"Cleveland-Elyria-Mentor","OH","17460",2004,3,146.46,0.46
"Cleveland-Elyria-Mentor","OH","17460",2004,4,148.09,0.47
"Cleveland-Elyria-Mentor","OH","17460",2005,1,149.25,0.49
"Cleveland-Elyria-Mentor","OH","17460",2005,2,150.44,0.48
"Cleveland-Elyria-Mentor","OH","17460",2005,3,151.56,0.48
"Cleveland-Elyria-Mentor","OH","17460",2005,4,151.38,0.51
"Cleveland-Elyria-Mentor","OH","17460",2006,1,151.57,0.53
"Cleveland-Elyria-Mentor","OH","17460",2006,2,151.13,0.51
"Cleveland-Elyria-Mentor","OH","17460",2006,3,149.97,0.5
"Cleveland-Elyria-Mentor","OH","17460",2006,4,149.82,0.52
"Cleveland-Elyria-Mentor","OH","17460",2007,1,151.09,0.54
"Cleveland-Elyria-Mentor","OH","17460",2007,2,149.75,0.51
"Cleveland-Elyria-Mentor","OH","17460",2007,3,147.48,0.5
"Cleveland-Elyria-Mentor","OH","17460",2007,4,147.1,0.52
"Cleveland-Elyria-Mentor","OH","17460",2008,1,148.11,0.51
"Cleveland-Elyria-Mentor","OH","17460",2008,2,146.66,0.55
"Cleveland-Elyria-Mentor","OH","17460",2008,3,141.3,0.59
"Cleveland-Elyria-Mentor","OH","17460",2008,4,142.54,0.64
"Cleveland-Elyria-Mentor","OH","17460",2009,1,145.84,0.49
"Coeur d'Alene","ID","17660",2000,1,111,1.96
"Coeur d'Alene","ID","17660",2000,2,109.84,1.72
"Coeur d'Alene","ID","17660",2000,3,112.15,1.68
"Coeur d'Alene","ID","17660",2000,4,111.43,1.66
"Coeur d'Alene","ID","17660",2001,1,114.2,1.57
"Coeur d'Alene","ID","17660",2001,2,115.55,1.57
"Coeur d'Alene","ID","17660",2001,3,115.84,1.6
"Coeur d'Alene","ID","17660",2001,4,117.53,1.56
"Coeur d'Alene","ID","17660",2002,1,118.19,1.6
"Coeur d'Alene","ID","17660",2002,2,117.53,1.6
"Coeur d'Alene","ID","17660",2002,3,120.19,1.59
"Coeur d'Alene","ID","17660",2002,4,120.85,1.58
"Coeur d'Alene","ID","17660",2003,1,122.54,1.62
"Coeur d'Alene","ID","17660",2003,2,123.51,1.62
"Coeur d'Alene","ID","17660",2003,3,126.32,1.66
"Coeur d'Alene","ID","17660",2003,4,128.36,1.79
"Coeur d'Alene","ID","17660",2004,1,130.19,1.8
"Coeur d'Alene","ID","17660",2004,2,137.92,1.88
"Coeur d'Alene","ID","17660",2004,3,145.82,2.02
"Coeur d'Alene","ID","17660",2004,4,151.62,2.11
"Coeur d'Alene","ID","17660",2005,1,162.69,2.29
"Coeur d'Alene","ID","17660",2005,2,177.9,2.48
"Coeur d'Alene","ID","17660",2005,3,191.27,2.61
"Coeur d'Alene","ID","17660",2005,4,200.49,2.8
"Coeur d'Alene","ID","17660",2006,1,207.94,3.03
"Coeur d'Alene","ID","17660",2006,2,214.46,3.02
"Coeur d'Alene","ID","17660",2006,3,216.02,3.14
"Coeur d'Alene","ID","17660",2006,4,219.11,3.14
"Coeur d'Alene","ID","17660",2007,1,221.3,3.15
"Coeur d'Alene","ID","17660",2007,2,219.26,3.08
"Coeur d'Alene","ID","17660",2007,3,223.04,3.17
"Coeur d'Alene","ID","17660",2007,4,221.01,3.15
"Coeur d'Alene","ID","17660",2008,1,219.97,3.06
"Coeur d'Alene","ID","17660",2008,2,217.6,3.14
"Coeur d'Alene","ID","17660",2008,3,211.05,3.31
"Coeur d'Alene","ID","17660",2008,4,214.25,3.4
"Coeur d'Alene","ID","17660",2009,1,210.13,2.97
"College Station-Bryan","TX","17780",2000,1,115.29,1.66
"College Station-Bryan","TX","17780",2000,2,119.43,1.57
"College Station-Bryan","TX","17780",2000,3,119.98,1.64
"College Station-Bryan","TX","17780",2000,4,120.31,1.7
"College Station-Bryan","TX","17780",2001,1,124.73,1.85
"College Station-Bryan","TX","17780",2001,2,123.41,1.55
"College Station-Bryan","TX","17780",2001,3,126.64,1.62
"College Station-Bryan","TX","17780",2001,4,126.91,1.58
"College Station-Bryan","TX","17780",2002,1,127.37,1.6
"College Station-Bryan","TX","17780",2002,2,129.62,1.61
"College Station-Bryan","TX","17780",2002,3,130.34,1.61
"College Station-Bryan","TX","17780",2002,4,131.88,1.62
"College Station-Bryan","TX","17780",2003,1,133.99,1.65
"College Station-Bryan","TX","17780",2003,2,134.23,1.61
"College Station-Bryan","TX","17780",2003,3,134.24,1.62
"College Station-Bryan","TX","17780",2003,4,136.14,1.81
"College Station-Bryan","TX","17780",2004,1,137.4,1.89
"College Station-Bryan","TX","17780",2004,2,138.7,1.79
"College Station-Bryan","TX","17780",2004,3,140.37,1.87
"College Station-Bryan","TX","17780",2004,4,141.56,2.15
"College Station-Bryan","TX","17780",2005,1,142.97,2.17
"College Station-Bryan","TX","17780",2005,2,144.89,1.93
"College Station-Bryan","TX","17780",2005,3,146,1.96
"College Station-Bryan","TX","17780",2005,4,145.81,2.27
"College Station-Bryan","TX","17780",2006,1,147.21,2.27
"College Station-Bryan","TX","17780",2006,2,151.35,2.09
"College Station-Bryan","TX","17780",2006,3,154.84,2.16
"College Station-Bryan","TX","17780",2006,4,158.66,2.41
"College Station-Bryan","TX","17780",2007,1,159.05,2.35
"College Station-Bryan","TX","17780",2007,2,159.87,2.19
"College Station-Bryan","TX","17780",2007,3,160.98,2.2
"College Station-Bryan","TX","17780",2007,4,162.41,2.41
"College Station-Bryan","TX","17780",2008,1,163.57,2.38
"College Station-Bryan","TX","17780",2008,2,167.73,2.39
"College Station-Bryan","TX","17780",2008,3,171.46,2.63
"College Station-Bryan","TX","17780",2008,4,172.69,2.96
"College Station-Bryan","TX","17780",2009,1,172.72,2.53
"Colorado Springs","CO","17820",2000,1,130.59,0.57
"Colorado Springs","CO","17820",2000,2,131.39,0.54
"Colorado Springs","CO","17820",2000,3,133.75,0.54
"Colorado Springs","CO","17820",2000,4,136.01,0.56
"Colorado Springs","CO","17820",2001,1,140.53,0.54
"Colorado Springs","CO","17820",2001,2,143.12,0.54
"Colorado Springs","CO","17820",2001,3,146.19,0.56
"Colorado Springs","CO","17820",2001,4,147.79,0.55
"Colorado Springs","CO","17820",2002,1,149.27,0.57
"Colorado Springs","CO","17820",2002,2,150.35,0.58
"Colorado Springs","CO","17820",2002,3,153.2,0.57
"Colorado Springs","CO","17820",2002,4,154.62,0.57
"Colorado Springs","CO","17820",2003,1,155.21,0.58
"Colorado Springs","CO","17820",2003,2,155.66,0.58
"Colorado Springs","CO","17820",2003,3,156.79,0.59
"Colorado Springs","CO","17820",2003,4,158.25,0.66
"Colorado Springs","CO","17820",2004,1,160.34,0.65
"Colorado Springs","CO","17820",2004,2,161.46,0.65
"Colorado Springs","CO","17820",2004,3,165.27,0.72
"Colorado Springs","CO","17820",2004,4,167.33,0.73
"Colorado Springs","CO","17820",2005,1,169.13,0.76
"Colorado Springs","CO","17820",2005,2,173.83,0.77
"Colorado Springs","CO","17820",2005,3,176.94,0.77
"Colorado Springs","CO","17820",2005,4,179.68,0.84
"Colorado Springs","CO","17820",2006,1,181.17,0.87
"Colorado Springs","CO","17820",2006,2,182.06,0.83
"Colorado Springs","CO","17820",2006,3,183.75,0.85
"Colorado Springs","CO","17820",2006,4,185.89,0.88
"Colorado Springs","CO","17820",2007,1,187.69,0.89
"Colorado Springs","CO","17820",2007,2,187.24,0.86
"Colorado Springs","CO","17820",2007,3,185.59,0.88
"Colorado Springs","CO","17820",2007,4,185.5,0.9
"Colorado Springs","CO","17820",2008,1,187.57,0.86
"Colorado Springs","CO","17820",2008,2,185.23,0.94
"Colorado Springs","CO","17820",2008,3,181.18,1.01
"Colorado Springs","CO","17820",2008,4,183.98,1.1
"Colorado Springs","CO","17820",2009,1,184.38,0.84
"Columbia","MO","17860",2000,1,115.52,1.12
"Columbia","MO","17860",2000,2,116.88,1.03
"Columbia","MO","17860",2000,3,117.99,1.01
"Columbia","MO","17860",2000,4,118.8,1.04
"Columbia","MO","17860",2001,1,120.43,1
"Columbia","MO","17860",2001,2,121.75,0.99
"Columbia","MO","17860",2001,3,122.3,1
"Columbia","MO","17860",2001,4,123.34,0.99
"Columbia","MO","17860",2002,1,124.65,1.02
"Columbia","MO","17860",2002,2,125.39,1.02
"Columbia","MO","17860",2002,3,126.92,1.02
"Columbia","MO","17860",2002,4,127.17,1.01
"Columbia","MO","17860",2003,1,128.44,1.03
"Columbia","MO","17860",2003,2,128.59,1.03
"Columbia","MO","17860",2003,3,129.81,1.05
"Columbia","MO","17860",2003,4,132.89,1.15
"Columbia","MO","17860",2004,1,133.08,1.16
"Columbia","MO","17860",2004,2,135.3,1.15
"Columbia","MO","17860",2004,3,139.89,1.23
"Columbia","MO","17860",2004,4,141.04,1.29
"Columbia","MO","17860",2005,1,143.26,1.33
"Columbia","MO","17860",2005,2,146.18,1.31
"Columbia","MO","17860",2005,3,151.1,1.36
"Columbia","MO","17860",2005,4,152.26,1.43
"Columbia","MO","17860",2006,1,153.39,1.46
"Columbia","MO","17860",2006,2,154.36,1.42
"Columbia","MO","17860",2006,3,156.23,1.44
"Columbia","MO","17860",2006,4,159.64,1.54
"Columbia","MO","17860",2007,1,157.47,1.52
"Columbia","MO","17860",2007,2,160.14,1.46
"Columbia","MO","17860",2007,3,158.99,1.47
"Columbia","MO","17860",2007,4,157.79,1.52
"Columbia","MO","17860",2008,1,161.35,1.44
"Columbia","MO","17860",2008,2,159.39,1.52
"Columbia","MO","17860",2008,3,161.17,1.56
"Columbia","MO","17860",2008,4,161.38,1.71
"Columbia","MO","17860",2009,1,160.84,1.39
"Columbia","SC","17900",2000,1,121.1,0.7
"Columbia","SC","17900",2000,2,122.91,0.66
"Columbia","SC","17900",2000,3,124.27,0.67
"Columbia","SC","17900",2000,4,125.71,0.69
"Columbia","SC","17900",2001,1,129.58,0.67
"Columbia","SC","17900",2001,2,130.42,0.65
"Columbia","SC","17900",2001,3,131.59,0.67
"Columbia","SC","17900",2001,4,132.78,0.66
"Columbia","SC","17900",2002,1,133.37,0.67
"Columbia","SC","17900",2002,2,133.85,0.68
"Columbia","SC","17900",2002,3,136.18,0.68
"Columbia","SC","17900",2002,4,137.39,0.67
"Columbia","SC","17900",2003,1,138.34,0.68
"Columbia","SC","17900",2003,2,139.56,0.68
"Columbia","SC","17900",2003,3,140.32,0.69
"Columbia","SC","17900",2003,4,142.33,0.76
"Columbia","SC","17900",2004,1,143.89,0.77
"Columbia","SC","17900",2004,2,145.26,0.78
"Columbia","SC","17900",2004,3,146.82,0.82
"Columbia","SC","17900",2004,4,149.12,0.85
"Columbia","SC","17900",2005,1,151.68,0.88
"Columbia","SC","17900",2005,2,154.94,0.87
"Columbia","SC","17900",2005,3,156.96,0.88
"Columbia","SC","17900",2005,4,159.37,0.93
"Columbia","SC","17900",2006,1,161.95,0.97
"Columbia","SC","17900",2006,2,162.52,0.93
"Columbia","SC","17900",2006,3,163.94,0.94
"Columbia","SC","17900",2006,4,168.81,1.01
"Columbia","SC","17900",2007,1,168.16,1.01
"Columbia","SC","17900",2007,2,171.49,0.99
"Columbia","SC","17900",2007,3,172.02,0.98
"Columbia","SC","17900",2007,4,174.33,1.05
"Columbia","SC","17900",2008,1,176.3,0.98
"Columbia","SC","17900",2008,2,176.51,1.05
"Columbia","SC","17900",2008,3,176.05,1.12
"Columbia","SC","17900",2008,4,178.23,1.19
"Columbia","SC","17900",2009,1,178.62,1
"Columbus","GA-AL","17980",2000,1,122.33,1.28
"Columbus","GA-AL","17980",2000,2,123.04,1.2
"Columbus","GA-AL","17980",2000,3,124.34,1.19
"Columbus","GA-AL","17980",2000,4,125.94,1.23
"Columbus","GA-AL","17980",2001,1,127.96,1.19
"Columbus","GA-AL","17980",2001,2,130.38,1.19
"Columbus","GA-AL","17980",2001,3,131.15,1.21
"Columbus","GA-AL","17980",2001,4,132.38,1.17
"Columbus","GA-AL","17980",2002,1,134.29,1.22
"Columbus","GA-AL","17980",2002,2,133.53,1.23
"Columbus","GA-AL","17980",2002,3,135.36,1.21
"Columbus","GA-AL","17980",2002,4,136.97,1.22
"Columbus","GA-AL","17980",2003,1,138.53,1.23
"Columbus","GA-AL","17980",2003,2,140.06,1.22
"Columbus","GA-AL","17980",2003,3,140.99,1.25
"Columbus","GA-AL","17980",2003,4,142.14,1.36
"Columbus","GA-AL","17980",2004,1,143.61,1.39
"Columbus","GA-AL","17980",2004,2,146.57,1.4
"Columbus","GA-AL","17980",2004,3,150.77,1.49
"Columbus","GA-AL","17980",2004,4,149.69,1.5
"Columbus","GA-AL","17980",2005,1,155.35,1.56
"Columbus","GA-AL","17980",2005,2,158.79,1.56
"Columbus","GA-AL","17980",2005,3,164.52,1.59
"Columbus","GA-AL","17980",2005,4,166.09,1.69
"Columbus","GA-AL","17980",2006,1,170.93,1.76
"Columbus","GA-AL","17980",2006,2,173.45,1.71
"Columbus","GA-AL","17980",2006,3,175.4,1.73
"Columbus","GA-AL","17980",2006,4,181.08,1.8
"Columbus","GA-AL","17980",2007,1,180.72,1.86
"Columbus","GA-AL","17980",2007,2,184.26,1.84
"Columbus","GA-AL","17980",2007,3,184.56,1.83
"Columbus","GA-AL","17980",2007,4,184.87,1.93
"Columbus","GA-AL","17980",2008,1,187.54,1.89
"Columbus","GA-AL","17980",2008,2,183.83,2.01
"Columbus","GA-AL","17980",2008,3,182.16,2.12
"Columbus","GA-AL","17980",2008,4,184.02,2.29
"Columbus","GA-AL","17980",2009,1,186.46,1.89
"Columbus","IN","18020",2000,1,113.58,1.46
"Columbus","IN","18020",2000,2,114.33,1.3
"Columbus","IN","18020",2000,3,115.73,1.23
"Columbus","IN","18020",2000,4,116.22,1.29
"Columbus","IN","18020",2001,1,119.59,1.2
"Columbus","IN","18020",2001,2,119.98,1.15
"Columbus","IN","18020",2001,3,120.43,1.16
"Columbus","IN","18020",2001,4,120.58,1.11
"Columbus","IN","18020",2002,1,120.38,1.15
"Columbus","IN","18020",2002,2,120.46,1.17
"Columbus","IN","18020",2002,3,121.44,1.12
"Columbus","IN","18020",2002,4,122.68,1.12
"Columbus","IN","18020",2003,1,123.11,1.14
"Columbus","IN","18020",2003,2,122.8,1.14
"Columbus","IN","18020",2003,3,124.14,1.15
"Columbus","IN","18020",2003,4,125.3,1.36
"Columbus","IN","18020",2004,1,126.04,1.34
"Columbus","IN","18020",2004,2,126.97,1.31
"Columbus","IN","18020",2004,3,127.89,1.48
"Columbus","IN","18020",2004,4,128.29,1.44
"Columbus","IN","18020",2005,1,130.33,1.58
"Columbus","IN","18020",2005,2,133.02,1.5
"Columbus","IN","18020",2005,3,133.77,1.55
"Columbus","IN","18020",2005,4,134.5,1.75
"Columbus","IN","18020",2006,1,136.05,1.81
"Columbus","IN","18020",2006,2,134.42,1.57
"Columbus","IN","18020",2006,3,136.28,1.61
"Columbus","IN","18020",2006,4,138.47,1.65
"Columbus","IN","18020",2007,1,136.46,1.67
"Columbus","IN","18020",2007,2,138.66,1.59
"Columbus","IN","18020",2007,3,140.71,1.65
"Columbus","IN","18020",2007,4,141,1.66
"Columbus","IN","18020",2008,1,142.13,1.59
"Columbus","IN","18020",2008,2,144.85,1.72
"Columbus","IN","18020",2008,3,141.71,1.9
"Columbus","IN","18020",2008,4,143.9,1.88
"Columbus","IN","18020",2009,1,145.68,1.54
"Columbus","OH","18140",2000,1,123.6,0.34
"Columbus","OH","18140",2000,2,125.2,0.32
"Columbus","OH","18140",2000,3,126.35,0.32
"Columbus","OH","18140",2000,4,128.17,0.33
"Columbus","OH","18140",2001,1,130.67,0.31
"Columbus","OH","18140",2001,2,131.89,0.31
"Columbus","OH","18140",2001,3,133.26,0.32
"Columbus","OH","18140",2001,4,134.55,0.31
"Columbus","OH","18140",2002,1,135.81,0.32
"Columbus","OH","18140",2002,2,136.89,0.32
"Columbus","OH","18140",2002,3,138.61,0.32
"Columbus","OH","18140",2002,4,139.47,0.32
"Columbus","OH","18140",2003,1,140.71,0.32
"Columbus","OH","18140",2003,2,141.77,0.32
"Columbus","OH","18140",2003,3,142.86,0.33
"Columbus","OH","18140",2003,4,145.07,0.37
"Columbus","OH","18140",2004,1,146.34,0.36
"Columbus","OH","18140",2004,2,147.15,0.37
"Columbus","OH","18140",2004,3,149.23,0.4
"Columbus","OH","18140",2004,4,151.28,0.41
"Columbus","OH","18140",2005,1,152.24,0.43
"Columbus","OH","18140",2005,2,154.63,0.43
"Columbus","OH","18140",2005,3,155.93,0.42
"Columbus","OH","18140",2005,4,156.28,0.46
"Columbus","OH","18140",2006,1,156.53,0.48
"Columbus","OH","18140",2006,2,156.63,0.45
"Columbus","OH","18140",2006,3,155.95,0.45
"Columbus","OH","18140",2006,4,157.14,0.47
