"city","state","fips_msa","year","quarter","hpi","error"
"Abilene","TX","10180",2000,1,112.12,2.63
"Abilene","TX","10180",2000,2,112.46,2.44
"Abilene","TX","10180",2000,3,114.13,2.47
"Abilene","TX","10180",2000,4,116.72,2.7
"Abilene","TX","10180",2001,1,116.79,2.64
"Abilene","TX","10180",2001,2,117.65,2.55
"Abilene","TX","10180",2001,3,117.01,2.52
"Abilene","TX","10180",2001,4,122.11,2.59
"Abilene","TX","10180",2002,1,120.31,2.58
"Abilene","TX","10180",2002,2,119.75,2.55
"Abilene","TX","10180",2002,3,121.83,2.59
"Abilene","TX","10180",2002,4,125.15,2.63
"Abilene","TX","10180",2003,1,123.77,2.63
"Abilene","TX","10180",2003,2,124.93,2.56
"Abilene","TX","10180",2003,3,125.85,2.58
"Abilene","TX","10180",2003,4,124,2.78
"Abilene","TX","10180",2004,1,128.9,2.85
"Abilene","TX","10180",2004,2,129.57,2.79
"Abilene","TX","10180",2004,3,130.7,2.87
"Abilene","TX","10180",2004,4,132.63,2.97
"Abilene","TX","10180",2005,1,134.8,3.05
"Abilene","TX","10180",2005,2,139.37,3.11
"Abilene","TX","10180",2005,3,140.93,3.04
"Abilene","TX","10180",2005,4,142.67,3.26
"Abilene","TX","10180",2006,1,149.25,3.29
"Abilene","TX","10180",2006,2,148.6,3.24
"Abilene","TX","10180",2006,3,154.51,3.35
"Abilene","TX","10180",2006,4,155.99,3.47
"Abilene","TX","10180",2007,1,161.62,3.77
"Abilene","TX","10180",2007,2,163.79,3.54
"Abilene","TX","10180",2007,3,163.7,3.56
"Abilene","TX","10180",2007,4,164.03,3.82
"Abilene","TX","10180",2008,1,165.22,3.71
"Abilene","TX","10180",2008,2,164.78,3.74
"Abilene","TX","10180",2008,3,166.07,4
"Abilene","TX","10180",2008,4,174.19,4.59
"Abilene","TX","10180",2009,1,169.49,3.81
"Akron","OH","10420",2000,1,124.14,0.69
"Akron","OH","10420",2000,2,125.76,0.66
"Akron","OH","10420",2000,3,127.99,0.67
"Akron","OH","10420",2000,4,129.35,0.68
"Akron","OH","10420",2001,1,132.25,0.67
"Akron","OH","10420",2001,2,133.63,0.66
"Akron","OH","10420",2001,3,134.54,0.67
"Akron","OH","10420",2001,4,136.51,0.67
"Akron","OH","10420",2002,1,137.09,0.68
"Akron","OH","10420",2002,2,137.21,0.69
"Akron","OH","10420",2002,3,139.11,0.69
"Akron","OH","10420",2002,4,140.19,0.68
"Akron","OH","10420",2003,1,141.02,0.69
"Akron","OH","10420",2003,2,142.04,0.69
"Akron","OH","10420",2003,3,143.51,0.7
"Akron","OH","10420",2003,4,143.72,0.76
"Akron","OH","10420",2004,1,144.99,0.76
"Akron","OH","10420",2004,2,145.64,0.76
"Akron","OH","10420",2004,3,146.63,0.81
"Akron","OH","10420",2004,4,148.47,0.83
"Akron","OH","10420",2005,1,149.5,0.86
"Akron","OH","10420",2005,2,151.39,0.86
"Akron","OH","10420",2005,3,152.21,0.85
"Akron","OH","10420",2005,4,152.67,0.9
"Akron","OH","10420",2006,1,154.5,0.96
"Akron","OH","10420",2006,2,150.94,0.89
"Akron","OH","10420",2006,3,149.76,0.88
"Akron","OH","10420",2006,4,153.3,0.92
"Akron","OH","10420",2007,1,152.2,0.94
"Akron","OH","10420",2007,2,150.49,0.89
"Akron","OH","10420",2007,3,149.88,0.9
"Akron","OH","10420",2007,4,149.92,0.93
"Akron","OH","10420",2008,1,151.35,0.9
"Akron","OH","10420",2008,2,150.54,1
"Akron","OH","10420",2008,3,146,1.08
"Akron","OH","10420",2008,4,145.94,1.14
"Akron","OH","10420",2009,1,149.51,0.89
"Albany","GA","10500",2000,1,121.71,2.2
"Albany","GA","10500",2000,2,120.91,2.11
"Albany","GA","10500",2000,3,122.34,2.1
"Albany","GA","10500",2000,4,121.78,2.13
"Albany","GA","10500",2001,1,125.45,2.08
"Albany","GA","10500",2001,2,126.36,2.12
"Albany","GA","10500",2001,3,127.03,2.12
"Albany","GA","10500",2001,4,126.88,2.07
"Albany","GA","10500",2002,1,128.12,2.14
"Albany","GA","10500",2002,2,129.49,2.17
"Albany","GA","10500",2002,3,130.85,2.17
"Albany","GA","10500",2002,4,132.52,2.18
"Albany","GA","10500",2003,1,132.18,2.17
"Albany","GA","10500",2003,2,135.37,2.19
"Albany","GA","10500",2003,3,135.14,2.2
"Albany","GA","10500",2003,4,139.37,2.43
"Albany","GA","10500",2004,1,138.85,2.39
"Albany","GA","10500",2004,2,139.47,2.38
"Albany","GA","10500",2004,3,141.19,2.43
"Albany","GA","10500",2004,4,142.97,2.48
"Albany","GA","10500",2005,1,143.6,2.53
"Albany","GA","10500",2005,2,148.52,2.58
"Albany","GA","10500",2005,3,149.44,2.58
"Albany","GA","10500",2005,4,155.59,2.73
"Albany","GA","10500",2006,1,155.67,2.74
"Albany","GA","10500",2006,2,159.18,2.76
"Albany","GA","10500",2006,3,158.2,2.75
"Albany","GA","10500",2006,4,161.5,2.91
"Albany","GA","10500",2007,1,163.91,2.93
"Albany","GA","10500",2007,2,165.83,2.91
"Albany","GA","10500",2007,3,164.34,2.91
"Albany","GA","10500",2007,4,167.8,3.04
"Albany","GA","10500",2008,1,173.47,3.07
"Albany","GA","10500",2008,2,170.05,3.15
"Albany","GA","10500",2008,3,166.91,3.14
"Albany","GA","10500",2008,4,166.27,3.52
"Albany","GA","10500",2009,1,168.82,2.99
"Albany-Schenectady-Troy","NY","10580",2000,1,104.27,0.9
"Albany-Schenectady-Troy","NY","10580",2000,2,105.29,0.85
"Albany-Schenectady-Troy","NY","10580",2000,3,107.54,0.85
"Albany-Schenectady-Troy","NY","10580",2000,4,107.89,0.85
"Albany-Schenectady-Troy","NY","10580",2001,1,109.22,0.83
"Albany-Schenectady-Troy","NY","10580",2001,2,111.55,0.81
"Albany-Schenectady-Troy","NY","10580",2001,3,114.12,0.83
"Albany-Schenectady-Troy","NY","10580",2001,4,114.9,0.82
"Albany-Schenectady-Troy","NY","10580",2002,1,116.16,0.83
"Albany-Schenectady-Troy","NY","10580",2002,2,118.85,0.85
"Albany-Schenectady-Troy","NY","10580",2002,3,121.45,0.86
"Albany-Schenectady-Troy","NY","10580",2002,4,124.41,0.87
"Albany-Schenectady-Troy","NY","10580",2003,1,126.53,0.89
"Albany-Schenectady-Troy","NY","10580",2003,2,129.06,0.9
"Albany-Schenectady-Troy","NY","10580",2003,3,132.69,0.92
"Albany-Schenectady-Troy","NY","10580",2003,4,138.59,1
"Albany-Schenectady-Troy","NY","10580",2004,1,141.36,1.04
"Albany-Schenectady-Troy","NY","10580",2004,2,146.95,1.06
"Albany-Schenectady-Troy","NY","10580",2004,3,155.84,1.16
"Albany-Schenectady-Troy","NY","10580",2004,4,159.09,1.19
"Albany-Schenectady-Troy","NY","10580",2005,1,163.87,1.26
"Albany-Schenectady-Troy","NY","10580",2005,2,171.53,1.3
"Albany-Schenectady-Troy","NY","10580",2005,3,178.76,1.32
"Albany-Schenectady-Troy","NY","10580",2005,4,181.26,1.38
"Albany-Schenectady-Troy","NY","10580",2006,1,186.54,1.46
"Albany-Schenectady-Troy","NY","10580",2006,2,189.37,1.44
"Albany-Schenectady-Troy","NY","10580",2006,3,191.09,1.44
"Albany-Schenectady-Troy","NY","10580",2006,4,193.32,1.48
"Albany-Schenectady-Troy","NY","10580",2007,1,196.19,1.51
"Albany-Schenectady-Troy","NY","10580",2007,2,197.94,1.5
"Albany-Schenectady-Troy","NY","10580",2007,3,198.36,1.49
"Albany-Schenectady-Troy","NY","10580",2007,4,200.47,1.53
"Albany-Schenectady-Troy","NY","10580",2008,1,202.04,1.52
"Albany-Schenectady-Troy","NY","10580",2008,2,199.82,1.53
"Albany-Schenectady-Troy","NY","10580",2008,3,199.21,1.61
"Albany-Schenectady-Troy","NY","10580",2008,4,198.66,1.68
"Albany-Schenectady-Troy","NY","10580",2009,1,201.37,1.49
"Albuquerque","NM","10740",2000,1,109.35,0.45
"Albuquerque","NM","10740",2000,2,109.17,0.43
"Albuquerque","NM","10740",2000,3,109.87,0.43
"Albuquerque","NM","10740",2000,4,110.57,0.44
"Albuquerque","NM","10740",2001,1,113.28,0.41
"Albuquerque","NM","10740",2001,2,113.98,0.4
"Albuquerque","NM","10740",2001,3,114.53,0.41
"Albuquerque","NM","10740",2001,4,115.51,0.39
"Albuquerque","NM","10740",2002,1,115.73,0.41
"Albuquerque","NM","10740",2002,2,116.74,0.41
"Albuquerque","NM","10740",2002,3,118.33,0.4
"Albuquerque","NM","10740",2002,4,119.21,0.4
"Albuquerque","NM","10740",2003,1,120.28,0.4
"Albuquerque","NM","10740",2003,2,121.61,0.4
"Albuquerque","NM","10740",2003,3,122.58,0.41
"Albuquerque","NM","10740",2003,4,124.82,0.46
"Albuquerque","NM","10740",2004,1,126.31,0.47
"Albuquerque","NM","10740",2004,2,128.8,0.47
"Albuquerque","NM","10740",2004,3,132.01,0.5
"Albuquerque","NM","10740",2004,4,134.21,0.51
"Albuquerque","NM","10740",2005,1,136.92,0.53
"Albuquerque","NM","10740",2005,2,143.79,0.55
"Albuquerque","NM","10740",2005,3,150.14,0.55
"Albuquerque","NM","10740",2005,4,154.99,0.59
"Albuquerque","NM","10740",2006,1,160.58,0.62
"Albuquerque","NM","10740",2006,2,167.3,0.64
"Albuquerque","NM","10740",2006,3,173.45,0.65
"Albuquerque","NM","10740",2006,4,176.61,0.68
"Albuquerque","NM","10740",2007,1,179.51,0.69
"Albuquerque","NM","10740",2007,2,181.45,0.68
"Albuquerque","NM","10740",2007,3,182.69,0.69
"Albuquerque","NM","10740",2007,4,183.63,0.72
"Albuquerque","NM","10740",2008,1,184.57,0.7
"Albuquerque","NM","10740",2008,2,182.5,0.74
"Albuquerque","NM","10740",2008,3,179.58,0.79
"Albuquerque","NM","10740",2008,4,180.12,0.85
"Albuquerque","NM","10740",2009,1,179.15,0.69
"Alexandria","LA","10780",2000,1,127.67,2.27
"Alexandria","LA","10780",2000,2,129.36,2.2
"Alexandria","LA","10780",2000,3,130.48,2.19
"Alexandria","LA","10780",2000,4,130.96,2.2
"Alexandria","LA","10780",2001,1,135.88,2.19
"Alexandria","LA","10780",2001,2,137.68,2.2
"Alexandria","LA","10780",2001,3,138.14,2.21
"Alexandria","LA","10780",2001,4,139.33,2.17
"Alexandria","LA","10780",2002,1,138.32,2.23
"Alexandria","LA","10780",2002,2,139.53,2.25
"Alexandria","LA","10780",2002,3,143.35,2.27
"Alexandria","LA","10780",2002,4,144.87,2.28
"Alexandria","LA","10780",2003,1,145.78,2.29
"Alexandria","LA","10780",2003,2,147.21,2.29
"Alexandria","LA","10780",2003,3,149.03,2.34
"Alexandria","LA","10780",2003,4,148.34,2.56
"Alexandria","LA","10780",2004,1,152.41,2.57
"Alexandria","LA","10780",2004,2,150.97,2.52
"Alexandria","LA","10780",2004,3,153.6,2.62
"Alexandria","LA","10780",2004,4,154.92,2.7
"Alexandria","LA","10780",2005,1,158.27,2.77
"Alexandria","LA","10780",2005,2,158.51,2.77
"Alexandria","LA","10780",2005,3,164.79,2.77
"Alexandria","LA","10780",2005,4,165.88,2.99
"Alexandria","LA","10780",2006,1,167.22,2.95
"Alexandria","LA","10780",2006,2,171.17,2.97
"Alexandria","LA","10780",2006,3,178.52,3.1
"Alexandria","LA","10780",2006,4,179.32,3.29
"Alexandria","LA","10780",2007,1,178.07,3.2
"Alexandria","LA","10780",2007,2,188.4,3.31
"Alexandria","LA","10780",2007,3,186.45,3.29
"Alexandria","LA","10780",2007,4,188.84,3.38
"Alexandria","LA","10780",2008,1,192.22,3.37
"Alexandria","LA","10780",2008,2,192.58,3.56
"Alexandria","LA","10780",2008,3,191.46,3.66
"Alexandria","LA","10780",2008,4,191.18,3.73
"Alexandria","LA","10780",2009,1,195.76,3.41
"Allentown-Bethlehem-Easton","PA-NJ","10900",2000,1,108.95,0.75
"Allentown-Bethlehem-Easton","PA-NJ","10900",2000,2,110.38,0.71
"Allentown-Bethlehem-Easton","PA-NJ","10900",2000,3,112.07,0.71
"Allentown-Bethlehem-Easton","PA-NJ","10900",2000,4,112.99,0.72
"Allentown-Bethlehem-Easton","PA-NJ","10900",2001,1,115.65,0.72
"Allentown-Bethlehem-Easton","PA-NJ","10900",2001,2,118.03,0.71
"Allentown-Bethlehem-Easton","PA-NJ","10900",2001,3,119.47,0.73
"Allentown-Bethlehem-Easton","PA-NJ","10900",2001,4,121.02,0.72
"Allentown-Bethlehem-Easton","PA-NJ","10900",2002,1,122.45,0.74
"Allentown-Bethlehem-Easton","PA-NJ","10900",2002,2,125.42,0.76
"Allentown-Bethlehem-Easton","PA-NJ","10900",2002,3,127.94,0.76
"Allentown-Bethlehem-Easton","PA-NJ","10900",2002,4,130.26,0.77
"Allentown-Bethlehem-Easton","PA-NJ","10900",2003,1,132.14,0.78
"Allentown-Bethlehem-Easton","PA-NJ","10900",2003,2,133.52,0.79
"Allentown-Bethlehem-Easton","PA-NJ","10900",2003,3,137.38,0.81
"Allentown-Bethlehem-Easton","PA-NJ","10900",2003,4,142.56,0.88
"Allentown-Bethlehem-Easton","PA-NJ","10900",2004,1,145.53,0.9
"Allentown-Bethlehem-Easton","PA-NJ","10900",2004,2,149.75,0.91
"Allentown-Bethlehem-Easton","PA-NJ","10900",2004,3,157.14,0.98
"Allentown-Bethlehem-Easton","PA-NJ","10900",2004,4,161.77,1.01
"Allentown-Bethlehem-Easton","PA-NJ","10900",2005,1,165.18,1.04
"Allentown-Bethlehem-Easton","PA-NJ","10900",2005,2,174,1.09
"Allentown-Bethlehem-Easton","PA-NJ","10900",2005,3,179.8,1.11
"Allentown-Bethlehem-Easton","PA-NJ","10900",2005,4,184.94,1.16
"Allentown-Bethlehem-Easton","PA-NJ","10900",2006,1,190.57,1.22
"Allentown-Bethlehem-Easton","PA-NJ","10900",2006,2,194.94,1.23
"Allentown-Bethlehem-Easton","PA-NJ","10900",2006,3,197.89,1.25
"Allentown-Bethlehem-Easton","PA-NJ","10900",2006,4,200.46,1.27
"Allentown-Bethlehem-Easton","PA-NJ","10900",2007,1,201.91,1.3
"Allentown-Bethlehem-Easton","PA-NJ","10900",2007,2,204.19,1.3
"Allentown-Bethlehem-Easton","PA-NJ","10900",2007,3,202.79,1.29
"Allentown-Bethlehem-Easton","PA-NJ","10900",2007,4,203.14,1.31
"Allentown-Bethlehem-Easton","PA-NJ","10900",2008,1,203.07,1.28
"Allentown-Bethlehem-Easton","PA-NJ","10900",2008,2,199.57,1.31
"Allentown-Bethlehem-Easton","PA-NJ","10900",2008,3,194.82,1.37
"Allentown-Bethlehem-Easton","PA-NJ","10900",2008,4,194.96,1.42
"Allentown-Bethlehem-Easton","PA-NJ","10900",2009,1,193.46,1.24
"Altoona","PA","11020",2000,1,120.02,3.8
"Altoona","PA","11020",2000,2,120.52,3.45
"Altoona","PA","11020",2000,3,122.61,3.52
"Altoona","PA","11020",2000,4,122.48,3.64
"Altoona","PA","11020",2001,1,128.72,3.59
"Altoona","PA","11020",2001,2,127.95,3.55
"Altoona","PA","11020",2001,3,130.73,3.61
"Altoona","PA","11020",2001,4,131.64,3.55
"Altoona","PA","11020",2002,1,132,3.63
"Altoona","PA","11020",2002,2,133.11,3.65
"Altoona","PA","11020",2002,3,135.7,3.73
"Altoona","PA","11020",2002,4,137.17,3.71
"Altoona","PA","11020",2003,1,139.5,3.78
"Altoona","PA","11020",2003,2,138.42,3.71
"Altoona","PA","11020",2003,3,142.7,3.85
"Altoona","PA","11020",2003,4,138.91,4.03
"Altoona","PA","11020",2004,1,145.67,4.16
"Altoona","PA","11020",2004,2,143.14,4.09
"Altoona","PA","11020",2004,3,150.75,4.44
"Altoona","PA","11020",2004,4,150.41,4.59
"Altoona","PA","11020",2005,1,150.63,4.52
"Altoona","PA","11020",2005,2,155.82,4.49
"Altoona","PA","11020",2005,3,157.89,4.56
"Altoona","PA","11020",2005,4,160.52,4.78
"Altoona","PA","11020",2006,1,159.46,5.03
"Altoona","PA","11020",2006,2,163.02,4.89
"Altoona","PA","11020",2006,3,165.33,4.95
"Altoona","PA","11020",2006,4,165.15,4.97
"Altoona","PA","11020",2007,1,169.26,5.05
"Altoona","PA","11020",2007,2,173.66,5.03
"Altoona","PA","11020",2007,3,176.08,5.13
"Altoona","PA","11020",2007,4,175.1,5.21
"Altoona","PA","11020",2008,1,180.46,5.13
"Altoona","PA","11020",2008,2,180.74,5.61
"Altoona","PA","11020",2008,3,183.36,5.73
"Altoona","PA","11020",2008,4,181.84,6.11
"Altoona","PA","11020",2009,1,184.5,5.31
"Amarillo","TX","11100",2000,1,120.13,1.31
"Amarillo","TX","11100",2000,2,120.03,1.25
"Amarillo","TX","11100",2000,3,122.4,1.29
"Amarillo","TX","11100",2000,4,123.16,1.31
"Amarillo","TX","11100",2001,1,126.65,1.33
"Amarillo","TX","11100",2001,2,126.24,1.27
"Amarillo","TX","11100",2001,3,127.15,1.27
"Amarillo","TX","11100",2001,4,127.71,1.23
"Amarillo","TX","11100",2002,1,128.65,1.28
"Amarillo","TX","11100",2002,2,130.91,1.33
"Amarillo","TX","11100",2002,3,131.79,1.31
"Amarillo","TX","11100",2002,4,135.61,1.34
"Amarillo","TX","11100",2003,1,135.05,1.33
"Amarillo","TX","11100",2003,2,135.42,1.3
"Amarillo","TX","11100",2003,3,134.99,1.3
"Amarillo","TX","11100",2003,4,137.04,1.43
"Amarillo","TX","11100",2004,1,136.5,1.42
"Amarillo","TX","11100",2004,2,138.87,1.39
"Amarillo","TX","11100",2004,3,140.86,1.5
"Amarillo","TX","11100",2004,4,143.9,1.54
"Amarillo","TX","11100",2005,1,142.97,1.54
"Amarillo","TX","11100",2005,2,145.85,1.52
"Amarillo","TX","11100",2005,3,149,1.55
"Amarillo","TX","11100",2005,4,150.99,1.66
"Amarillo","TX","11100",2006,1,151.45,1.68
"Amarillo","TX","11100",2006,2,154.1,1.66
"Amarillo","TX","11100",2006,3,156.97,1.66
"Amarillo","TX","11100",2006,4,157.45,1.73
"Amarillo","TX","11100",2007,1,159.91,1.78
"Amarillo","TX","11100",2007,2,161.22,1.71
"Amarillo","TX","11100",2007,3,162.42,1.73
"Amarillo","TX","11100",2007,4,164.21,1.82
"Amarillo","TX","11100",2008,1,166.58,1.82
"Amarillo","TX","11100",2008,2,163.92,1.78
"Amarillo","TX","11100",2008,3,164.89,1.86
"Amarillo","TX","11100",2008,4,167.65,2.09
"Amarillo","TX","11100",2009,1,166.08,1.67
"Ames","IA","11180",2000,1,123.19,1.84
"Ames","IA","11180",2000,2,125.44,1.73
"Ames","IA","11180",2000,3,126.87,1.74
"Ames","IA","11180",2000,4,127.93,1.75
"Ames","IA","11180",2001,1,129.41,1.73
"Ames","IA","11180",2001,2,131.45,1.74
"Ames","IA","11180",2001,3,132.95,1.77
"Ames","IA","11180",2001,4,133.55,1.75
"Ames","IA","11180",2002,1,134.81,1.8
"Ames","IA","11180",2002,2,135,1.81
"Ames","IA","11180",2002,3,136.93,1.8
"Ames","IA","11180",2002,4,137.46,1.8
"Ames","IA","11180",2003,1,138.51,1.82
"Ames","IA","11180",2003,2,138.68,1.82
"Ames","IA","11180",2003,3,141.02,1.85
"Ames","IA","11180",2003,4,143.7,2.01
"Ames","IA","11180",2004,1,143.83,2.04
"Ames","IA","11180",2004,2,147.09,2.04
"Ames","IA","11180",2004,3,149.12,2.1
"Ames","IA","11180",2004,4,148.64,2.15
"Ames","IA","11180",2005,1,148.26,2.24
"Ames","IA","11180",2005,2,152.44,2.26
"Ames","IA","11180",2005,3,155.94,2.23
"Ames","IA","11180",2005,4,155.24,2.35
"Ames","IA","11180",2006,1,155.63,2.52
"Ames","IA","11180",2006,2,157.09,2.28
"Ames","IA","11180",2006,3,154.63,2.24
"Ames","IA","11180",2006,4,155.98,2.44
"Ames","IA","11180",2007,1,157.26,2.36
"Ames","IA","11180",2007,2,160.24,2.3
"Ames","IA","11180",2007,3,159.5,2.31
"Ames","IA","11180",2007,4,160.06,2.4
"Ames","IA","11180",2008,1,162.76,2.33
"Ames","IA","11180",2008,2,161.79,2.43
"Ames","IA","11180",2008,3,159.68,2.42
"Ames","IA","11180",2008,4,160.63,2.56
"Ames","IA","11180",2009,1,162.77,2.3
"Anchorage","AK","11260",2000,1,117.48,1.25
"Anchorage","AK","11260",2000,2,119.47,1.18
"Anchorage","AK","11260",2000,3,119.97,1.16
"Anchorage","AK","11260",2000,4,120.9,1.15
"Anchorage","AK","11260",2001,1,123.31,1.11
"Anchorage","AK","11260",2001,2,125.77,1.1
"Anchorage","AK","11260",2001,3,128.02,1.13
"Anchorage","AK","11260",2001,4,128.59,1.11
"Anchorage","AK","11260",2002,1,130.97,1.14
"Anchorage","AK","11260",2002,2,134.59,1.19
"Anchorage","AK","11260",2002,3,136.04,1.17
"Anchorage","AK","11260",2002,4,135.87,1.16
"Anchorage","AK","11260",2003,1,137.1,1.17
"Anchorage","AK","11260",2003,2,139.23,1.19
"Anchorage","AK","11260",2003,3,142.78,1.22
"Anchorage","AK","11260",2003,4,148.28,1.34
"Anchorage","AK","11260",2004,1,149.61,1.35
"Anchorage","AK","11260",2004,2,152.75,1.37
"Anchorage","AK","11260",2004,3,161.71,1.49
"Anchorage","AK","11260",2004,4,163.78,1.52
"Anchorage","AK","11260",2005,1,168.04,1.57
"Anchorage","AK","11260",2005,2,173.72,1.61
"Anchorage","AK","11260",2005,3,181.05,1.65
"Anchorage","AK","11260",2005,4,186.69,1.73
"Anchorage","AK","11260",2006,1,190.75,1.82
"Anchorage","AK","11260",2006,2,195.28,1.81
"Anchorage","AK","11260",2006,3,199.02,1.85
"Anchorage","AK","11260",2006,4,202.82,1.91
"Anchorage","AK","11260",2007,1,201.36,1.88
"Anchorage","AK","11260",2007,2,205.16,1.89
"Anchorage","AK","11260",2007,3,203.86,1.88
"Anchorage","AK","11260",2007,4,204.11,1.92
"Anchorage","AK","11260",2008,1,203.61,1.86
"Anchorage","AK","11260",2008,2,203.91,1.91
"Anchorage","AK","11260",2008,3,202.52,1.98
"Anchorage","AK","11260",2008,4,206.16,2.02
"Anchorage","AK","11260",2009,1,204.58,1.82
"Anderson","IN","11300",2000,1,128.87,2.18
"Anderson","IN","11300",2000,2,128.79,2.07
"Anderson","IN","11300",2000,3,131.65,2.1
"Anderson","IN","11300",2000,4,132.16,2.11
"Anderson","IN","11300",2001,1,135.34,2.05
"Anderson","IN","11300",2001,2,137.66,2.05
"Anderson","IN","11300",2001,3,138.29,2.09
"Anderson","IN","11300",2001,4,139.89,2.07
"Anderson","IN","11300",2002,1,141.19,2.14
"Anderson","IN","11300",2002,2,141.46,2.16
"Anderson","IN","11300",2002,3,141.98,2.11
"Anderson","IN","11300",2002,4,143.45,2.12
"Anderson","IN","11300",2003,1,145.71,2.16
"Anderson","IN","11300",2003,2,144.87,2.14
"Anderson","IN","11300",2003,3,146.49,2.18
"Anderson","IN","11300",2003,4,145.14,2.27
"Anderson","IN","11300",2004,1,146.93,2.33
"Anderson","IN","11300",2004,2,144,2.31
"Anderson","IN","11300",2004,3,148.15,2.43
"Anderson","IN","11300",2004,4,150.8,2.49
"Anderson","IN","11300",2005,1,148.93,2.52
"Anderson","IN","11300",2005,2,149.19,2.52
"Anderson","IN","11300",2005,3,153.59,2.63
"Anderson","IN","11300",2005,4,152.42,2.7
"Anderson","IN","11300",2006,1,148.01,2.77
"Anderson","IN","11300",2006,2,144.32,2.59
"Anderson","IN","11300",2006,3,141.59,2.53
"Anderson","IN","11300",2006,4,147.37,2.59
"Anderson","IN","11300",2007,1,146.75,2.68
"Anderson","IN","11300",2007,2,145.56,2.54
"Anderson","IN","11300",2007,3,143.09,2.55
"Anderson","IN","11300",2007,4,146.67,2.6
"Anderson","IN","11300",2008,1,147.49,2.6
"Anderson","IN","11300",2008,2,150.06,2.98
"Anderson","IN","11300",2008,3,147.63,3.04
"Anderson","IN","11300",2008,4,147.61,3.15
"Anderson","IN","11300",2009,1,152.04,2.67
"Anderson","SC","11340",2000,1,128.36,1.84
"Anderson","SC","11340",2000,2,130.14,1.78
"Anderson","SC","11340",2000,3,131.53,1.78
"Anderson","SC","11340",2000,4,134.11,1.83
"Anderson","SC","11340",2001,1,136.92,1.78
"Anderson","SC","11340",2001,2,138.72,1.78
"Anderson","SC","11340",2001,3,140.05,1.83
"Anderson","SC","11340",2001,4,143.19,1.82
"Anderson","SC","11340",2002,1,141.86,1.85
"Anderson","SC","11340",2002,2,144.21,1.89
"Anderson","SC","11340",2002,3,145.09,1.88
"Anderson","SC","11340",2002,4,145.72,1.86
"Anderson","SC","11340",2003,1,147.36,1.9
"Anderson","SC","11340",2003,2,148.57,1.89
"Anderson","SC","11340",2003,3,150.16,1.92
"Anderson","SC","11340",2003,4,151.5,2.06
"Anderson","SC","11340",2004,1,150.55,2.09
"Anderson","SC","11340",2004,2,150.96,2.06
"Anderson","SC","11340",2004,3,150.28,2.11
"Anderson","SC","11340",2004,4,153.38,2.2
"Anderson","SC","11340",2005,1,155.87,2.27
"Anderson","SC","11340",2005,2,155.51,2.22
"Anderson","SC","11340",2005,3,158.63,2.25
"Anderson","SC","11340",2005,4,159.75,2.36
"Anderson","SC","11340",2006,1,161.71,2.38
"Anderson","SC","11340",2006,2,162.02,2.34
"Anderson","SC","11340",2006,3,163.66,2.34
"Anderson","SC","11340",2006,4,168.76,2.48
"Anderson","SC","11340",2007,1,169.45,2.52
"Anderson","SC","11340",2007,2,174.13,2.5
"Anderson","SC","11340",2007,3,173.71,2.48
"Anderson","SC","11340",2007,4,176.75,2.58
"Anderson","SC","11340",2008,1,182.51,2.6
"Anderson","SC","11340",2008,2,181.27,2.66
"Anderson","SC","11340",2008,3,178.82,2.94
"Anderson","SC","11340",2008,4,182.13,3.25
"Anderson","SC","11340",2009,1,181.49,2.6
"Ann Arbor","MI","11460",2000,1,141.69,0.82
"Ann Arbor","MI","11460",2000,2,144.99,0.78
"Ann Arbor","MI","11460",2000,3,148.37,0.78
"Ann Arbor","MI","11460",2000,4,150.34,0.77
"Ann Arbor","MI","11460",2001,1,152.86,0.76
"Ann Arbor","MI","11460",2001,2,154.7,0.76
"Ann Arbor","MI","11460",2001,3,157.77,0.79
"Ann Arbor","MI","11460",2001,4,158.59,0.78
"Ann Arbor","MI","11460",2002,1,161.74,0.8
"Ann Arbor","MI","11460",2002,2,164.32,0.82
"Ann Arbor","MI","11460",2002,3,165.96,0.81
"Ann Arbor","MI","11460",2002,4,167.29,0.81
"Ann Arbor","MI","11460",2003,1,168.85,0.83
"Ann Arbor","MI","11460",2003,2,170.21,0.83
"Ann Arbor","MI","11460",2003,3,171.48,0.84
"Ann Arbor","MI","11460",2003,4,174.66,0.92
"Ann Arbor","MI","11460",2004,1,175.25,0.9
"Ann Arbor","MI","11460",2004,2,178.55,0.92
"Ann Arbor","MI","11460",2004,3,181.63,0.99
"Ann Arbor","MI","11460",2004,4,182.68,1
"Ann Arbor","MI","11460",2005,1,184.43,1.05
"Ann Arbor","MI","11460",2005,2,188.32,1.08
"Ann Arbor","MI","11460",2005,3,187.97,1.07
"Ann Arbor","MI","11460",2005,4,186.16,1.13
"Ann Arbor","MI","11460",2006,1,185.89,1.17
"Ann Arbor","MI","11460",2006,2,182.73,1.1
"Ann Arbor","MI","11460",2006,3,180.95,1.08
"Ann Arbor","MI","11460",2006,4,183.26,1.09
"Ann Arbor","MI","11460",2007,1,181.47,1.11
"Ann Arbor","MI","11460",2007,2,176.82,1.08
"Ann Arbor","MI","11460",2007,3,167.62,1.02
"Ann Arbor","MI","11460",2007,4,167.92,1.03
"Ann Arbor","MI","11460",2008,1,169.28,1.02
"Ann Arbor","MI","11460",2008,2,162.94,1.08
"Ann Arbor","MI","11460",2008,3,158.07,1.18
"Ann Arbor","MI","11460",2008,4,157.57,1.17
