CONTROL,SMSA,RMOV,XCOND,XCOOP,XCOST,XHEAD,XINUS,XPER,XREL,XTEN,XUNIT,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'29272052601','1920',2,'-6','-6','-6','-6','1',-6,'-6','-6','-6','2','-9','-9','-9','1','-9'
'29272054201','1920',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272054202','1920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272054202','1920',2,'-6','-6','-6','-6','1',-6,'-6','-6','-6','2','-9','-9','-9','1','-9'
'29272057501','1920',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272057502','1920',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272058301','1920',1,'4','-6','2','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272062501','1920',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272062501','1920',2,'3','-6','-7','2','-9',-8,'1','1','1','2','-9','-9','-9','-9','-9'
'29272062502','1920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272062502','1920',2,'3','-6','2','2','-9',5,'1','2','2','2','-9','-9','-9','-9','-9'
'29272063301','1920',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272064101','1920',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272071602','1920',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272073201','1920',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272074002','1920',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272075701','1920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272076502','1920',1,'3','-6','2','2','-9',3,'2','2','2','1','-9','-9','-9','-9','-9'
'29272078101','1920',1,'3','-6','1','1','-9',6,'-6','1','3','1','-9','-9','-9','-9','-9'
'29272078107','1920',1,'3','-6','1','1','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'29272078108','1920',1,'3','-6','1','1','-9',7,'-6','3','1','1','-9','-9','-9','-9','-9'
'29272081502','1920',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'29272081502','1920',2,'3','-6','1','1','-9',1,'-6','1','3','2','-9','-9','-9','-9','1'
'29272082301','1920',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272082302','1920',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272087202','1920',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272091401','1920',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'29272097101','1920',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272097101','1920',2,'3','-6','2','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'29272097102','1920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272098902','1920',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'29272102901','1920',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272102902','1920',1,'3','-6','3','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272103701','1920',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'29272103702','1920',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272106001','1920',1,'3','-6','3','2','-9',2,'2','1','1','1','-9','-9','-9','-9','-9'
'29272106002','1920',1,'3','-6','1','2','-9',3,'2','2','2','1','-9','-9','-9','-9','-9'
'29272107802','1920',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'29272111001','1920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272112802','1920',1,'3','-6','3','2','-9',12,'1','2','2','1','-9','-9','-9','-9','-9'
'29272115102','1920',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272117702','1920',1,'3','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272120102','1920',1,'2','-6','2','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'29272120102','1920',2,'3','-6','2','2','-9',2,'2','2','2','2','-9','-9','-9','-9','-9'
'29272121902','1920',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'29272125002','1920',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272126801','1920',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272126802','1920',1,'3','-6','3','2','-9',3,'1','3','1','1','-9','-9','-9','-9','-9'
'29272127602','1920',1,'3','-6','1','2','-9',6,'1','1','1','1','-9','-9','-9','-9','-9'
'29272128401','1920',1,'3','-6','1','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'29272128402','1920',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272129201','1920',1,'3','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272130001','1920',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272132601','1920',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272132602','1920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272134201','1920',1,'3','-6','-7','2','-9',4,'2','1','1','1','-9','-9','-9','-9','-9'
'29272135901','1920',1,'3','-6','3','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272135903','1920',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272137501','1920',1,'2','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272138302','1920',1,'3','-6','1','2','-9',3,'2','2','2','1','-9','-9','-9','-9','-9'
'29272141702','1920',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'29272143302','1920',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'29272143302','1920',2,'3','-6','1','1','-9',3,'-6','2','2','2','-9','-9','-9','-9','-9'
'29272145801','1920',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'29272145801','1920',2,'3','-6','1','2','-9',5,'2','3','1','2','-9','-9','-9','-9','-9'
'29272145802','1920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272146601','1920',1,'3','-6','1','1','-9',6,'-6','2','1','1','-9','-9','-9','-9','-9'
'29272150801','1920',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272153201','1920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272160701','1920',1,'3','-6','3','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'29272163102','1920',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272164901','1920',1,'3','-6','3','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272164901','1920',2,'3','-6','3','1','-9',2,'-6','3','3','2','-9','-9','-9','-9','-9'
'29272165601','1920',1,'3','-6','3','2','-9',2,'2','1','1','1','-9','-9','-9','-9','-9'
'29272166402','1920',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'29272170604','1920',1,'3','-6','-7','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'29272170604','1920',2,'3','-6','3','2','-9',3,'1','2','1','2','-9','-9','-9','-9','-9'
'29272170606','1920',1,'3','-6','1','1','-9',4,'-6','3','2','1','-9','-9','-9','-9','-9'
'29272170608','1920',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272172201','1920',1,'3','-6','1','2','-9',2,'1','1','1','1','-9','-9','-9','-9','-9'
'29272180502','1920',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272181302','1920',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272182101','1920',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272182102','1920',1,'3','-6','-7','2','-9',5,'1','3','1','1','-9','-9','-9','-9','-9'
'29272184701','1920',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272184702','1920',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'29272186202','1920',1,'3','-6','1','2','-9',2,'1','1','1','1','-9','-9','-9','-9','-9'
'29272186202','1920',2,'3','-6','3','2','-9',3,'1','2','1','2','-9','-9','-9','-9','-9'
'29272187001','1920',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272189601','1920',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272190401','1920',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272190401','1920',2,'3','-6','2','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'29272190401','1920',3,'3','-6','2','1','-9',5,'-6','3','1','3','-9','-9','-9','-9','-9'
'29272190402','1920',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'29272192002','1920',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272198702','1920',1,'3','-6','1','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'29272198707','1920',1,'2','-6','3','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'29272198710','1920',1,'3','-6','2','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'29272199501','1920',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'29272202702','1920',1,'3','-6','1','1','-9',4,'-6','3','1','1','-9','-9','-9','-9','-9'
'29272207602','1920',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272207602','1920',2,'3','-6','2','1','-9',1,'-6','2','1','2','-9','-9','-9','-9','1'
'29272211801','1920',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272215901','1920',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272215902','1920',1,'3','-6','-7','1','-9',2,'-6','3','2','1','-9','-9','-9','-9','-9'
'29272218301','1920',1,'3','-6','1','1','-9',1,'-6','1','3','1','-9','-9','-9','-9','1'
'29272223303','1920',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'29272223303','1920',2,'-6','-6','-6','-6','1',-6,'-6','-6','-6','2','-9','-9','-9','1','-9'
'29272225801','1920',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'29272226601','1920',1,'3','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'29272228202','1920',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272232401','1920',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272236501','1920',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'29272236502','1920',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272241501','1920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272241501','1920',2,'3','-6','1','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'29272244902','1920',1,'3','-6','1','1','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'29272246401','1920',1,'3','-6','1','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272249801','1920',1,'2','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272249802','1920',1,'3','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'29272251401','1920',1,'3','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'29272252202','1920',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'29272252202','1920',2,'-6','-6','-6','-6','-9',-6,'-6','-6','4','2','-9','-9','-9','1','-9'
'29272258901','1920',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272258901','1920',2,'3','-6','2','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'29272259701','1920',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'29272267002','1920',1,'2','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272270401','1920',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272272002','1920',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'29272274602','1920',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'29272278701','1920',1,'3','-6','3','1','-9',6,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272278702','1920',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'29272279502','1920',1,'3','-6','2','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'29272283701','1920',1,'2','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'29272287801','1920',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'29272291001','1920',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272310801','1920',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'29272316501','1920',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272316501','1920',2,'3','-6','1','1','-9',4,'-6','1','1','2','-9','-9','-9','-9','-9'
'29272319902','1920',1,'2','-6','3','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272330602','1920',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272330602','1920',2,'3','-6','3','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'29272335501','1920',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272339701','1920',1,'3','-6','1','1','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'29272341302','1920',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272343902','1920',1,'3','-6','1','1','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'29272357902','1920',1,'3','-6','1','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'29272359501','1920',1,'3','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'29272360301','1920',1,'3','-6','1','2','-9',3,'2','3','1','1','-9','-9','-9','-9','-9'
'29272360302','1920',1,'3','-6','2','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'29272360302','1920',2,'3','-6','3','2','-9',3,'1','2','1','2','-9','-9','-9','-9','-9'
'29272360305','1920',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272361101','1920',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272364502','1920',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'29272367801','1920',1,'2','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272368602','1920',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'29272371001','1920',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272371002','1920',1,'3','-6','2','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272372801','1920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272372802','1920',1,'3','-6','1','2','-9',5,'2','2','1','1','-9','-9','-9','-9','-9'
'29272375102','1920',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272375102','1920',2,'3','-6','1','2','-9',3,'2','1','1','2','-9','-9','-9','-9','-9'
'29272385001','1920',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272385002','1920',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272391801','1920',1,'3','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272391801','1920',2,'3','-6','-7','1','-9',3,'-6','2','1','2','-9','-9','-9','-9','-9'
'29272391801','1920',3,'3','-6','2','1','-9',4,'-6','1','1','3','-9','-9','-9','-9','-9'
'29272395902','1920',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'29272396701','1920',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272396702','1920',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272400701','1920',1,'3','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'29272404901','1920',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272405602','1920',1,'3','-6','1','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272406402','1920',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272407201','1920',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'29272409801','1920',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272409802','1920',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272411401','1920',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272413002','1920',1,'3','-6','3','2','-9',2,'1','1','1','1','-9','-9','-9','-9','-9'
'29272414802','1920',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272422101','1920',1,'3','-6','2','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'29272425401','1920',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'29272427001','1920',1,'3','-6','1','2','-9',3,'1','2','2','1','-9','-9','-9','-9','-9'
'29272427002','1920',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272430401','1920',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272431201','1920',1,'3','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'29272433802','1920',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'29272435301','1920',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272438701','1920',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272441102','1920',1,'3','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272443702','1920',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272444502','1920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272445201','1920',1,'3','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272448601','1920',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272451001','1920',1,'3','-6','3','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272451001','1920',2,'3','-6','3','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'29272452801','1920',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272452802','1920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272453601','1920',1,'3','-6','2','2','-9',9,'1','2','2','1','-9','-9','-9','-9','-9'
'29272459301','1920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272461902','1920',1,'3','-6','2','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272463502','1920',1,'4','-6','-7','-9','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'29272465001','1920',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'29272465002','1920',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29272470002','1920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272471802','1920',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272475901','1920',1,'3','-6','2','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'29272478302','1920',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272480902','1920',1,'3','-6','2','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272483302','1920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29272486601','1920',1,'2','-6','3','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'29272486602','1920',1,'3','-6','1','2','-9',2,'2','1','2','1','-9','-9','-9','-9','-9'
'29272490801','1920',1,'3','-6','3','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'29272492401','1920',1,'3','-6','1','1','-9',4,'-6','3','1','1','-9','-9','-9','-9','-9'
'29272494002','1920',1,'3','-6','1','1','-9',2,'-6','1','2','1','-9','-9','-9','-9','-9'
'29272494002','1920',2,'3','-6','1','2','-9',3,'1','1','1','2','-9','-9','-9','-9','-9'
'29279890400','1920',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'29279893400','1920',1,'3','-6','2','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'29279895400','1920',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'29279896400','1920',1,'3','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'29279897400','1920',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'29279898400','1920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29279901400','1920',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'29279903400','1920',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'29279905400','1920',1,'3','-6','3','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'29279907400','1920',1,'3','-6','1','1','-9',2,'-6','1','3','1','-9','-9','-9','-9','-9'
'29279907400','1920',2,'3','-6','1','1','-9',2,'-6','1','1','2','-9','-9','-9','-9','-9'
'29279912400','1920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29279920400','1920',1,'2','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'29279923400','1920',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29279926400','1920',1,'3','-6','3','2','-9',4,'2','1','1','1','-9','-9','-9','-9','-9'
'29279928400','1920',1,'2','-6','3','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'29279933400','1920',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'29279935400','1920',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'29279936400','1920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29279936400','1920',2,'3','-6','3','2','-9',3,'1','1','1','2','-9','-9','-9','-9','-9'
'29279937400','1920',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'29279938400','1920',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'29279940400','1920',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'29279940400','1920',2,'2','-6','2','1','-9',2,'-6','2','1','2','-9','-9','-9','-9','-9'
'29279942400','1920',1,'3','-6','1','2','-9',4,'2','3','1','1','-9','-9','-9','-9','-9'
'29279947400','1920',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'29279948400','1920',1,'3','-6','1','2','-9',6,'2','3','1','1','-9','-9','-9','-9','-9'
'29279949400','1920',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'29279954400','1920',1,'3','-6','1','2','-9',4,'1','3','1','1','-9','-9','-9','-9','-9'
'29279959400','1920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29279959400','1920',2,'3','-6','-7','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'29279960400','1920',1,'3','-6','3','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'29279961400','1920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29279967400','1920',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'29279970400','1920',1,'3','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'29279972400','1920',1,'3','-6','1','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'29279973400','1920',1,'3','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'29279975400','1920',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'29279976400','1920',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'29279977400','1920',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'29279978400','1920',1,'3','-6','-7','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'29279978400','1920',2,'3','-6','1','2','-9',3,'1','1','1','2','-9','-9','-9','-9','-9'
'29279978400','1920',3,'3','-6','1','2','-9',3,'1','2','2','3','-9','-9','-9','-9','-9'
'29279980400','1920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'29279983400','1920',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'29279984400','1920',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'29279985400','1920',1,'3','-6','2','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'29279986400','1920',1,'2','-6','2','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'29279987400','1920',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'29279988400','1920',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
