CONTROL,SMSA,OWNHERE,JWNHER
'44270082404','6200','1','-9'
'44270083201','6200','-6','-9'
'44270083202','6200','2','-9'
'44270083203','6200','2','-9'
'44270083204','6200','2','-9'
'44270086501','6200','-6','-9'
'44270086502','6200','1','-9'
'44270086503','6200','1','-9'
'44270086504','6200','1','-9'
'44270086505','6200','1','-9'
'44270094901','6200','2','-9'
'44270094902','6200','-6','-9'
'44270094903','6200','2','-9'
'44270094904','6200','2','-9'
'44270101201','6200','2','-9'
'44270101202','6200','2','-9'
'44270101203','6200','2','-9'
'44270101204','6200','1','-9'
'44270105303','6200','-6','-9'
'44270107902','6200','1','-9'
'44270107903','6200','2','-9'
'44270107904','6200','1','-9'
'44270107905','6200','1','-9'
'44270117804','6200','-6','-9'
'44270122801','6200','2','-9'
'44270122802','6200','2','-9'
'44270122803','6200','2','-9'
'44270122804','6200','2','-9'
'44270130102','6200','2','-9'
'44270130103','6200','2','-9'
'44270130104','6200','2','-9'
'44270138402','6200','2','-9'
'44270138403','6200','2','-9'
'44270138405','6200','2','-9'
'44270141803','6200','-6','-9'
'44270142603','6200','-6','-9'
'44270150901','6200','2','2'
'44270150902','6200','-6','-9'
'44270150903','6200','2','-9'
'44270150904','6200','2','-9'
'44270153301','6200','1','-9'
'44270153302','6200','1','-9'
'44270153303','6200','1','-9'
'44270153304','6200','1','-9'
'44270155801','6200','2','-9'
'44270155802','6200','1','-9'
'44270155803','6200','2','-9'
'44270155804','6200','2','-9'
'44270161601','6200','1','-9'
'44270161602','6200','1','2'
'44270161603','6200','1','-9'
'44270161604','6200','1','-9'
'44270162401','6200','2','-9'
'44270162402','6200','2','-9'
'44270162403','6200','2','-9'
'44270162404','6200','1','-9'
'44270165702','6200','2','-9'
'44270165704','6200','2','-9'
'44270179801','6200','-6','-9'
'44270179802','6200','-6','-9'
'44270179803','6200','-6','-9'
'44270179804','6200','-6','-9'
'44270189701','6200','-6','-9'
'44270190501','6200','2','-9'
'44270190502','6200','2','-9'
'44270190503','6200','2','2'
'44270190504','6200','2','-9'
'44270194703','6200','2','-9'
'44270194704','6200','2','-9'
'44270198801','6200','2','-9'
'44270198802','6200','2','-9'
'44270198803','6200','2','-9'
'44270198804','6200','2','-9'
'44270202801','6200','2','-9'
'44270202802','6200','2','-9'
'44270202803','6200','2','2'
'44270202804','6200','2','2'
'44270203601','6200','2','-9'
'44270203602','6200','1','-9'
'44270203603','6200','2','-9'
'44270203604','6200','2','-9'
'44270213503','6200','-6','-9'
'44270215001','6200','-6','-9'
'44270215002','6200','-6','-9'
'44270215003','6200','2','-9'
'44270215004','6200','-6','-9'
'44270221802','6200','-6','-9'
'44270221803','6200','-6','-9'
'44270234102','6200','-6','-9'
'44270234103','6200','-6','-9'
'44270245703','6200','-6','-9'
'44270250701','6200','2','-9'
'44270250702','6200','2','-9'
'44270250703','6200','2','-9'
'44270250704','6200','2','-9'
'44270257201','6200','2','-9'
'44270257202','6200','2','-9'
'44270257203','6200','2','-9'
'44270257204','6200','2','-9'
'44270261404','6200','2','-9'
'44270262201','6200','1','-9'
'44270262202','6200','1','-9'
'44270262203','6200','-6','-9'
'44270262204','6200','1','-9'
'44270266301','6200','-6','-9'
'44270270501','6200','1','-9'
'44270270502','6200','1','-9'
'44270270503','6200','1','-9'
'44270270504','6200','1','2'
'44270275402','6200','-6','-9'
'44270281201','6200','1','-9'
'44270281202','6200','1','-9'
'44270281203','6200','1','-9'
'44270281204','6200','1','-9'
'44270282001','6200','2','-9'
'44270282003','6200','1','-9'
'44270293701','6200','2','-9'
'44270293702','6200','2','-9'
'44270294501','6200','-6','-9'
'44270294502','6200','1','-9'
'44270294503','6200','2','-9'
'44270294504','6200','-6','-9'
'44270297801','6200','2','-9'
'44270297802','6200','2','-9'
'44270297803','6200','2','-9'
'44270297804','6200','2','-9'
'44270306701','6200','2','-9'
'44270306702','6200','2','-9'
'44270306703','6200','-6','-9'
'44270306704','6200','-6','-9'
'44270309101','6200','2','-9'
'44270309102','6200','2','-9'
'44270309103','6200','2','2'
'44270309104','6200','2','-9'
'44270334901','6200','1','-9'
'44270334902','6200','1','-9'
'44270334903','6200','1','-9'
'44270334904','6200','1','-9'
'44270338001','6200','1','-9'
'44270338002','6200','2','-9'
'44270338003','6200','2','-9'
'44270338004','6200','2','2'
'44270350501','6200','-6','-9'
'44270350502','6200','2','-9'
'44270350503','6200','2','-9'
'44270350504','6200','2','-9'
'44270362001','6200','-6','-9'
'44270366101','6200','2','-9'
'44270366102','6200','2','-9'
'44270366103','6200','2','-9'
'44270366104','6200','2','-9'
'44270381001','6200','-6','-9'
'44270382801','6200','-6','-9'
'44270389301','6200','-6','-9'
'44270389305','6200','-6','-9'
'44270394303','6200','-6','-9'
'44270410702','6200','-6','-9'
'44270414902','6200','2','-9'
'44270425502','6200','2','-9'
'44270425503','6200','2','-9'
'44270425504','6200','-6','-9'
'44270426302','6200','-6','-9'
'44270430501','6200','-6','-9'
'44270430502','6200','2','-9'
'44270430503','6200','2','-9'
'44270430504','6200','2','-9'
'44270438802','6200','-6','-9'
'44270450304','6200','-6','-9'
'44270454502','6200','-6','-9'
'44270462803','6200','-6','-9'
'44270466901','6200','1','-9'
'44270466902','6200','-6','-9'
'44270466903','6200','-6','-9'
'44270466904','6200','1','-9'
'44270470104','6200','-6','-9'
'44270477605','6200','-6','-9'
'44270485901','6200','2','-9'
'44270485902','6200','2','-9'
'44270485903','6200','2','-9'
'44270485904','6200','2','-9'
'44270486703','6200','-6','-9'
'44270494101','6200','1','-9'
'44270494102','6200','2','-9'
'44270494103','6200','1','-9'
'44270494104','6200','1','-9'
'44270502104','6200','-6','-9'
'44270533603','6200','-6','-9'
'44270533604','6200','-6','-9'
'44270545004','6200','-6','-9'
'44270558301','6200','1','-9'
'44270558302','6200','2','-9'
'44270558303','6200','1','-9'
'44270558304','6200','2','-9'
'44270558305','6200','1','-9'
'44270578101','6200','-6','-9'
'44270578102','6200','-6','-9'
'44270581501','6200','2','-9'
'44270581502','6200','2','-9'
'44270581503','6200','2','-9'
'44270581504','6200','2','-9'
'44270582301','6200','-6','-9'
'44270585602','6200','-6','-9'
'44270587202','6200','2','-9'
'44270587203','6200','2','-9'
'44270587204','6200','2','-9'
'44270593002','6200','-6','-9'
'44270599701','6200','-6','-9'
'44270599702','6200','1','-9'
'44270599703','6200','-6','-9'
'44270599704','6200','-6','-9'
'44270605204','6200','-6','-9'
'44270609401','6200','2','-9'
'44270609402','6200','1','-9'
'44270609403','6200','2','-9'
'44270609404','6200','1','2'
'44270629201','6200','-6','-9'
'44270633401','6200','2','-9'
'44270633402','6200','-6','-9'
'44270633403','6200','2','-9'
'44270633404','6200','2','2'
'44270634201','6200','2','2'
'44270634202','6200','2','2'
'44270634203','6200','1','-9'
'44270634204','6200','-6','-9'
'44270641701','6200','2','-9'
'44270641702','6200','2','-9'
'44270641703','6200','2','-9'
'44270641704','6200','2','-9'
'44270646601','6200','2','2'
'44270646602','6200','1','-9'
'44270646603','6200','-6','-9'
'44270646604','6200','1','-9'
'44270653201','6200','2','-9'
'44270653202','6200','1','-9'
'44270653203','6200','1','-9'
'44270653204','6200','2','-9'
'44270657301','6200','-6','-9'
'44270657302','6200','1','-9'
'44270657303','6200','2','-9'
'44270657304','6200','-6','-9'
'44270662302','6200','-6','-9'
'44270662304','6200','-6','-9'
'44270670602','6200','-6','-9'
'44270670603','6200','-6','-9'
'44270670604','6200','2','2'
'44270671401','6200','1','-9'
'44270681301','6200','2','-9'
'44270681303','6200','2','-9'
'44270681304','6200','2','-9'
'44270689601','6200','-6','-9'
'44270689602','6200','2','-9'
'44270689603','6200','-6','-9'
'44270689604','6200','-6','-9'
'44270690401','6200','1','-9'
'44270690402','6200','1','-9'
'44270690404','6200','2','-9'
'44270698704','6200','-6','-9'
'44270705001','6200','2','-9'
'44270705002','6200','2','-9'
'44270705003','6200','2','-9'
'44270705004','6200','2','-9'
'44270706801','6200','2','-9'
'44270706802','6200','2','-9'
'44270706803','6200','1','-9'
'44270706804','6200','2','-9'
'44270707601','6200','-6','-9'
'44270707602','6200','-6','-9'
'44270707603','6200','-6','-9'
'44270718304','6200','2','2'
'44270718305','6200','-6','-9'
'44270729004','6200','-6','-9'
'44270730803','6200','-6','-9'
'44270734001','6200','2','-9'
'44270734002','6200','2','-9'
'44270734003','6200','1','-9'
'44270734004','6200','2','-9'
'44270741501','6200','-6','-9'
'44270742304','6200','-6','-9'
'44270743101','6200','-6','-9'
'44270746401','6200','-6','-9'
'44270746402','6200','2','2'
'44270746403','6200','-6','-9'
'44270746404','6200','-6','-9'
'44270746405','6200','-6','-9'
'44270746406','6200','-6','-9'
'44270746407','6200','-6','-9'
'44270761301','6200','2','-9'
'44270761302','6200','2','-9'
'44270761303','6200','2','-9'
'44270761304','6200','2','-9'
'44270762101','6200','-6','-9'
'44270762102','6200','1','-9'
'44270762103','6200','-6','-9'
'44270766201','6200','2','-9'
'44270766202','6200','2','-9'
'44270766203','6200','2','-9'
'44270766204','6200','2','-9'
'44270777901','6200','2','-9'
'44270777902','6200','2','-9'
'44270777903','6200','2','-9'
'44270782901','6200','1','-9'
'44270782902','6200','1','2'
'44270782903','6200','2','-9'
'44270782904','6200','1','-9'
'44270786001','6200','-6','-9'
'44270786002','6200','2','-9'
'44270786004','6200','2','-9'
'44270789401','6200','-6','-9'
'44270789402','6200','-6','-9'
'44270789403','6200','-6','-9'
'44270789404','6200','-6','-9'
'44270790201','6200','-6','-9'
'44270790203','6200','2','-9'
'44270794401','6200','2','-9'
'44270794402','6200','1','2'
'44270794403','6200','2','-9'
'44270806601','6200','2','2'
'44270806602','6200','2','-9'
'44270806603','6200','2','-9'
'44270806604','6200','2','-9'
'44270809001','6200','2','-9'
'44270809002','6200','2','-9'
'44270809003','6200','2','-9'
'44270809004','6200','2','-9'
'44270814002','6200','2','2'
'44270814003','6200','-6','-9'
'44270814004','6200','2','2'
'44270815701','6200','-6','-9'
'44270830601','6200','-6','-9'
'44270830602','6200','2','-9'
'44270830603','6200','2','-9'
'44270837101','6200','1','-9'
'44270837102','6200','1','-9'
'44270837103','6200','1','-9'
'44270837104','6200','1','-9'
'44270838901','6200','2','-9'
'44270838902','6200','2','-9'
'44270838903','6200','2','-9'
'44270838904','6200','2','-9'
'44270846201','6200','2','-9'
'44270846202','6200','2','-9'
'44270846203','6200','2','-9'
'44270846204','6200','2','-9'
'44270854601','6200','2','-9'
'44270854602','6200','2','-9'
'44270854603','6200','2','-9'
'44270854604','6200','2','-9'
'44270854605','6200','2','-9'
'44270861101','6200','2','-9'
'44270861102','6200','2','-9'
'44270861103','6200','1','-9'
'44270861104','6200','2','-9'
'44270862902','6200','-6','-9'
'44270862903','6200','-6','-9'
'44270862904','6200','-6','-9'
'44270873601','6200','-6','-9'
'44270873604','6200','-6','-9'
'44270874401','6200','-6','-9'
'44270874404','6200','-6','-9'
'44270881901','6200','2','-9'
'44270881902','6200','2','-9'
'44270881903','6200','2','-9'
'44270881904','6200','1','-9'
'44270886801','6200','-6','-9'
'44270886803','6200','2','-9'
'44270886804','6200','2','2'
'44270887601','6200','-6','-9'
'44270887602','6200','1','-9'
'44270887603','6200','-6','-9'
'44270887604','6200','-6','-9'
'44270893401','6200','2','2'
'44270893402','6200','2','-9'
'44270893404','6200','2','2'
'44270894201','6200','2','-9'
'44270894202','6200','2','-9'
'44270894203','6200','2','-9'
'44270897504','6200','-6','-9'
'44270909801','6200','-6','-9'
'44270909803','6200','-6','-9'
'44270910601','6200','-6','-9'
'44270910602','6200','-6','-9'
'44270910603','6200','-6','-9'
'44270910604','6200','-6','-9'
'44270911401','6200','2','-9'
'44270911402','6200','2','-9'
'44270911403','6200','2','-9'
'44270917101','6200','2','-9'
'44270917103','6200','-6','-9'
'44270918903','6200','-6','-9'
'44270929601','6200','-6','-9'
'44270929602','6200','-6','-9'
'44270929603','6200','-6','-9'
'44270930401','6200','1','-9'
'44270930402','6200','1','-9'
'44270930403','6200','1','-9'
'44270930404','6200','1','-9'
'44270934603','6200','-6','-9'
'44270938703','6200','2','-9'
'44270938704','6200','2','-9'
'44270950204','6200','-6','-9'
'44270953601','6200','2','-9'
'44270953602','6200','2','-9'
'44270953603','6200','1','-9'
'44270954401','6200','1','-9'
'44270954402','6200','2','-9'
'44270954403','6200','2','-9'
'44270966801','6200','-6','-9'
'44270966802','6200','2','2'
'44270966803','6200','2','-9'
'44270970001','6200','-6','-9'
'44270970002','6200','-6','-9'
'44270970004','6200','-6','-9'
'44270983301','6200','-6','-9'
'44270983302','6200','1','-9'
'44270983303','6200','2','-9'
'44270986601','6200','1','-9'
'44270986602','6200','-6','-9'
'44270986603','6200','-6','-9'
'44270986604','6200','-6','-9'
'44270989003','6200','-6','-9'
'44270989004','6200','-6','-9'
'44270993201','6200','2','2'
'44270993202','6200','2','-9'
'44271002102','6200','-6','-9'
'44271002104','6200','-6','-9'
'44271005401','6200','-6','-9'
'44271005402','6200','-6','-9'
'44271005403','6200','-6','-9'
'44271005404','6200','-6','-9'
'44271006201','6200','2','-9'
'44271006202','6200','2','-9'
'44271006203','6200','2','-9'
'44271006204','6200','2','-9'
'44271007001','6200','2','2'
'44271007002','6200','2','-9'
'44271007003','6200','2','-9'
'44271007004','6200','2','2'
'44271010403','6200','-6','-9'
'44271013803','6200','-6','-9'
'44271022901','6200','-6','-9'
'44271025204','6200','-6','-9'
'44271029401','6200','2','-9'
'44271029402','6200','2','-9'
'44271029403','6200','2','-9'
'44271029404','6200','2','-9'
'44271043504','6200','-6','-9'
'44271046801','6200','2','-9'
'44271046802','6200','2','-9'
'44271046803','6200','2','-9'
'44271046804','6200','2','2'
'44271053401','6200','2','2'
'44271053402','6200','2','-9'
'44271053403','6200','2','2'
'44271053404','6200','2','-9'
'44271062502','6200','1','-9'
'44271062503','6200','1','-9'
'44271065803','6200','-6','-9'
'44271066602','6200','-6','-9'
'44271066603','6200','-6','-9'
'44271066604','6200','-6','-9'
'44271079901','6200','2','-9'
'44271079903','6200','2','-9'
'44271079904','6200','2','-9'
'44271091401','6200','2','2'
'44271091402','6200','-6','-9'
'44271091403','6200','2','-9'
'44271091404','6200','2','-9'
'44271097101','6200','2','-9'
'44271097103','6200','2','-9'
'44271097104','6200','-6','-9'
'44271098901','6200','2','-9'
'44271098903','6200','2','-9'
'44271098904','6200','2','-9'
'44271101102','6200','-6','-9'
'44271101104','6200','-6','-9'
'44271102903','6200','-6','-9'
'44271118501','6200','-6','-9'
'44271118502','6200','-6','-9'
'44271118503','6200','-6','-9'
'44271118504','6200','-6','-9'
'44271121901','6200','1','-9'
'44271121902','6200','-6','-9'
'44271121903','6200','1','2'
'44271121904','6200','1','-9'
'44271122701','6200','1','-9'
'44271122702','6200','2','-9'
'44271122703','6200','1','-9'
'44271122704','6200','2','-9'
'44271125001','6200','2','-9'
'44271125002','6200','2','-9'
'44271125003','6200','2','-9'
'44271125004','6200','2','-9'
'44271126801','6200','1','-9'
'44271126804','6200','1','-9'
'44271134201','6200','2','-9'
'44271134202','6200','-6','-9'
'44271134203','6200','2','-9'
'44271134204','6200','2','-9'
'44271137503','6200','2','-9'
'44271138301','6200','2','-9'
'44271138302','6200','-6','-9'
'44271138303','6200','2','-9'
'44271138304','6200','2','-9'
'44271139101','6200','2','-9'
'44271139102','6200','2','-9'
'44271139103','6200','2','-9'
'44271139104','6200','2','-9'
'44271142501','6200','1','-9'
'44271142502','6200','1','-9'
'44271142503','6200','2','-9'
'44271142504','6200','2','-9'
'44272006101','6200','1','-9'
'44272006102','6200','1','-9'
'44272010301','6200','2','-9'
'44272010302','6200','2','-9'
'44272015201','6200','2','-9'
'44272015202','6200','2','-9'
'44272016001','6200','-6','-9'
'44272016002','6200','1','-9'
'44272017801','6200','2','-9'
'44272017802','6200','2','-9'
'44272022801','6200','1','-9'
'44272022802','6200','2','-9'
'44272025101','6200','1','-9'
'44272025102','6200','2','-9'
'44272025103','6200','1','-9'
'44272031901','6200','2','-9'
'44272036801','6200','2','-9'
'44272036802','6200','2','2'
'44272037601','6200','2','-9'
'44272037602','6200','2','-9'
'44272037603','6200','2','-9'
'44272037604','6200','1','-9'
'44272040001','6200','-6','-9'
'44272040002','6200','-6','-9'
'44272042601','6200','2','-9'
'44272042602','6200','2','-9'
'44272043401','6200','1','-9'
'44272043402','6200','1','-9'
'44272044201','6200','-6','-9'
'44272044202','6200','1','-9'
'44272045901','6200','2','-9'
'44272045902','6200','2','-9'
'44272046701','6200','1','-9'
'44272046702','6200','2','-9'
'44272051701','6200','2','-9'
'44272051702','6200','-6','-9'
'44272053301','6200','-6','-9'
'44272053303','6200','-6','-9'
'44272055801','6200','1','-9'
'44272055802','6200','2','-9'
'44272058202','6200','2','-9'
'44272060801','6200','-6','-9'
'44272060802','6200','1','-9'
'44272061601','6200','1','-9'
'44272061602','6200','2','-9'
'44272063201','6200','2','-9'
'44272063202','6200','2','-9'
'44272069901','6200','-6','-9'
'44272069902','6200','-6','-9'
'44272070701','6200','-6','-9'
'44272070702','6200','-6','-9'
'44272071501','6200','2','-9'
'44272071502','6200','2','-9'
'44272072301','6200','2','-9'
'44272072302','6200','2','-9'
'44272073101','6200','2','2'
'44272073102','6200','2','-9'
'44272080601','6200','1','-9'
'44272080602','6200','1','-9'
'44272085501','6200','-6','-9'
'44272088901','6200','2','-9'
'44272088902','6200','-6','-9'
'44272089701','6200','-6','-9'
'44272089702','6200','-6','-9'
'44272090501','6200','2','-9'
'44272090502','6200','2','-9'
'44272091301','6200','-6','-9'
'44272094701','6200','2','-9'
'44272094702','6200','-6','-9'
'44272097001','6200','-6','-9'
'44272097002','6200','-6','-9'
'44272100201','6200','2','-9'
'44272100202','6200','2','-9'
'44272103601','6200','2','2'
'44272103602','6200','2','-9'
'44272105101','6200','-6','-9'
'44272105102','6200','-6','-9'
'44272106901','6200','-6','-9'
'44272106902','6200','2','-9'
'44272106903','6200','2','-9'
'44272106904','6200','2','-9'
'44272106905','6200','2','-9'
'44272106906','6200','2','-9'
'44272107701','6200','1','-9'
'44272107702','6200','2','-9'
'44272108501','6200','-6','-9'
'44272108502','6200','-6','-9'
'44272109301','6200','-6','-9'
'44272109302','6200','-6','-9'
'44272112701','6200','2','-9'
'44272112702','6200','2','-9'
'44272115001','6200','-6','-9'
'44272115002','6200','-6','-9'
'44272116801','6200','2','-9'
'44272117601','6200','2','-9'
'44272117602','6200','2','-9'
'44272118401','6200','2','-9'
'44272118402','6200','2','-9'
'44272124201','6200','2','-9'
'44272124202','6200','2','-9'
'44272124203','6200','2','-9'
'44272124204','6200','1','-9'
'44272126702','6200','-6','-9'
'44272127501','6200','1','-9'
'44272127502','6200','1','-9'
'44272130901','6200','-6','-9'
'44272136601','6200','1','-9'
'44272136602','6200','1','-9'
'44272141601','6200','-6','-9'
'44272141602','6200','-6','-9'
'44272144001','6200','-6','-9'
'44272144002','6200','-6','-9'
'44272145701','6200','1','2'
'44272145702','6200','1','-9'
'44272148101','6200','1','-9'
'44272148102','6200','1','-9'
'44272152301','6200','2','-9'
'44272152302','6200','2','-9'
'44272153102','6200','2','2'
'44272159801','6200','2','-9'
'44272159802','6200','2','-9'
'44272161401','6200','-6','-9'
'44272162202','6200','-6','-9'
'44272166301','6200','2','-9'
'44272169701','6200','-6','-9'
'44272169702','6200','-6','-9'
'44272170501','6200','2','-9'
'44272171301','6200','-6','-9'
'44272172101','6200','2','-9'
'44272172102','6200','2','-9'
'44272175401','6200','2','-9'
'44272175402','6200','2','-9'
'44272177001','6200','2','-9'
'44272177002','6200','-6','-9'
'44272179601','6200','-6','-9'
'44272184601','6200','-6','-9'
'44272186101','6200','-6','-9'
'44272186102','6200','-6','-9'
'44272187901','6200','2','-9'
'44272187902','6200','2','-9'
'44272188701','6200','2','-9'
'44272190301','6200','-6','-9'
'44272190302','6200','-6','-9'
'44272193702','6200','-6','-9'
'44272195201','6200','-6','-9'
'44272197801','6200','-6','-9'
'44272198601','6200','1','-9'
'44272198602','6200','1','-9'
'44272206701','6200','1','-9'
'44272206702','6200','2','-9'
'44272207501','6200','-6','-9'
'44272211701','6200','2','-9'
'44272211702','6200','2','-9'
'44272213301','6200','-6','-9'
'44272213302','6200','-6','-9'
'44272215801','6200','2','-9'
'44272215802','6200','2','-9'
'44272223201','6200','2','-9'
'44272223202','6200','2','-9'
'44272226501','6200','-6','-9'
'44272232301','6200','1','-9'
'44272232302','6200','1','-9'
'44272233101','6200','2','-9'
'44272233102','6200','2','-9'
'44272234902','6200','2','-9'
'44272235602','6200','2','-9'
'44272238001','6200','-6','-9'
'44272243001','6200','2','-9'
'44272247101','6200','2','-9'
'44272247102','6200','2','-9'
'44272249701','6200','-6','-9'
'44272249702','6200','-6','-9'
'44272256201','6200','1','-9'
'44272256202','6200','1','-9'
'44272258801','6200','-6','-9'
'44272258802','6200','-6','-9'
'44272261201','6200','2','-9'
'44272261202','6200','2','-9'
'44272268701','6200','2','-9'
'44272268702','6200','2','-9'
'44272278601','6200','-6','-9'
'44272280201','6200','2','-9'
'44272280202','6200','2','-9'
'44272285102','6200','-6','-9'
'44272286901','6200','2','-9'
'44272286902','6200','2','-9'
'44272295001','6200','-6','-9'
'44272295002','6200','-6','-9'
'44272301601','6200','2','-9'
'44272301602','6200','2','-9'
'44272304001','6200','-6','-9'
'44272304002','6200','-6','-9'
'44272307301','6200','2','-9'
'44272307302','6200','1','-9'
'44272313101','6200','2','-9'
'44272313102','6200','2','-9'
'44272315601','6200','1','-9'
'44272315602','6200','2','-9'
'44272319801','6200','-6','-9'
'44272319802','6200','-6','-9'
'44272321402','6200','-6','-9'
'44272322201','6200','-6','-9'
'44272323001','6200','2','-9'
'44272323002','6200','2','-9'
'44272324801','6200','2','2'
'44272324802','6200','2','2'
'44272325501','6200','2','-9'
'44272325502','6200','2','-9'
'44272330501','6200','-6','-9'
'44272333901','6200','-6','-9'
'44272333902','6200','1','-9'
'44272334701','6200','2','2'
'44272334702','6200','2','-9'
'44272340401','6200','2','-9'
'44272340402','6200','2','-9'
'44272341201','6200','2','-9'
'44272341202','6200','2','-9'
'44272342001','6200','2','-9'
'44272342002','6200','2','-9'
'44272343801','6200','2','-9'
'44272343802','6200','2','-9'
'44272346101','6200','2','2'
'44272346102','6200','-6','-9'
'44272349501','6200','2','-9'
'44272349502','6200','2','-9'
'44272355201','6200','-6','-9'
'44272357801','6200','-6','-9'
'44272359401','6200','2','-9'
'44272359402','6200','2','-9'
'44272364402','6200','-6','-9'
'44272366901','6200','-6','-9'
'44272366902','6200','-6','-9'
'44272367702','6200','-6','-9'
'44272368502','6200','-6','-9'
'44272373501','6200','-6','-9'
'44272373502','6200','-6','-9'
'44272375001','6200','-6','-9'
'44272378401','6200','1','-9'
'44272378402','6200','1','2'
'44272379201','6200','2','-9'
'44272379202','6200','2','-9'
'44272384202','6200','2','2'
'44272393302','6200','2','-9'
'44272394101','6200','-6','-9'
'44272394102','6200','-6','-9'
'44272395801','6200','2','-9'
'44272395802','6200','2','-9'
'44272412102','6200','2','-9'
'44272413901','6200','-6','-9'
'44272414701','6200','2','-9'
'44272414702','6200','2','-9'
'44272424601','6200','-6','-9'
'44272427901','6200','-6','-9'
'44272436002','6200','-6','-9'
'44272451901','6200','1','-9'
'44272456801','6200','2','-9'
'44272456802','6200','2','2'
'44272459201','6200','-6','-9'
'44272460001','6200','2','-9'
'44272460002','6200','-6','-9'
'44272466701','6200','2','-9'
'44272466702','6200','-6','-9'
'44272469101','6200','2','-9'
'44272469102','6200','2','-9'
'44272472501','6200','1','-9'
'44272472502','6200','-6','-9'
'44272478201','6200','-6','-9'
'44272478202','6200','-6','-9'
'44272484001','6200','1','-9'
'44272484002','6200','1','2'
'44272487301','6200','-6','-9'
'44272496401','6200','-6','-9'
'44272501101','6200','1','-9'
'44272501102','6200','-6','-9'
'44272502902','6200','-6','-9'
'44272503701','6200','-6','-9'
'44272503702','6200','-6','-9'
'44272504501','6200','2','-9'
'44272504502','6200','1','-9'
'44272505202','6200','-6','-9'
'44272508601','6200','-6','-9'
'44272508602','6200','1','-9'
'44272511001','6200','1','2'
'44272511002','6200','2','-9'
'44272512802','6200','-6','-9'
'44272520101','6200','2','-9'
'44272520102','6200','2','-9'
'44272521901','6200','2','-9'
'44272521902','6200','2','-9'
'44272531801','6200','2','2'
'44272535901','6200','2','-9'
'44272535902','6200','2','-9'
'44272537501','6200','2','-9'
'44272537502','6200','1','-9'
'44272541701','6200','2','-9'
'44272541702','6200','2','-9'
'44272547402','6200','-6','-9'
'44272548201','6200','-6','-9'
'44272549001','6200','2','-9'
'44272549002','6200','2','-9'
'44272562301','6200','2','-9'
'44272562302','6200','2','-9'
'44272566401','6200','-6','-9'
'44272580501','6200','2','-9'
'44272580502','6200','-6','-9'
'44272586201','6200','2','-9'
'44272586202','6200','2','-9'
'44272593801','6200','-6','-9'
'44272593802','6200','1','-9'
'44272594601','6200','-6','-9'
'44272594602','6200','-6','-9'
'44272595302','6200','2','-9'
'44272598701','6200','1','-9'
'44272607601','6200','-6','-9'
'44272639902','6200','-6','-9'
'44272643101','6200','-6','-9'
'44272656301','6200','2','-9'
'44272656302','6200','2','-9'
'44272664701','6200','-6','-9'
'44272664702','6200','2','-9'
'44272672001','6200','-6','-9'
'44272699301','6200','-6','-9'
'44272717302','6200','-6','-9'
'44272720701','6200','-6','-9'
'44272727201','6200','2','-9'
'44272727202','6200','2','2'
'44272733002','6200','-6','-9'
'44272742101','6200','-6','-9'
'44272751201','6200','-6','-9'
'44272751202','6200','-6','-9'
'44272754601','6200','-6','-9'
'44272754602','6200','-6','-9'
'44272766001','6200','2','2'
'44272766002','6200','2','2'
'44272783501','6200','2','-9'
'44272783502','6200','2','2'
'44272787601','6200','-6','-9'
'44272791801','6200','-6','-9'
'44272793402','6200','-6','-9'
'44272796701','6200','-6','-9'
'44272796702','6200','-6','-9'
'44272802301','6200','-6','-9'
'44272805602','6200','-6','-9'
'44272817101','6200','-6','-9'
'44272819702','6200','-6','-9'
'44272823901','6200','-6','-9'
'44272823902','6200','-6','-9'
'44279258400','6200','-6','-9'
'44279306400','6200','-6','-9'
'44279355400','6200','2','-9'
'44279356400','6200','2','-9'
'44279359400','6200','1','-9'
'44279366400','6200','-6','-9'
'44279379400','6200','-6','-9'
'44279395400','6200','-6','-9'
'44279396400','6200','-6','-9'
'44279397400','6200','2','-9'
'44279403400','6200','-6','-9'
'44279412400','6200','2','-9'
'44279415400','6200','2','-9'
'44279420400','6200','2','-9'
'44279435400','6200','2','-9'
'44279444400','6200','-6','-9'
'44279453400','6200','-6','-9'
'44279460400','6200','-6','-9'
'44279467400','6200','-6','-9'
'44279481400','6200','2','-9'
'44279482400','6200','-6','-9'
'44279483400','6200','-6','-9'
'44279493400','6200','2','-9'
'44279507400','6200','-6','-9'
'44279512400','6200','2','-9'
'44279512401','6200','2','-9'
'44279519400','6200','-6','-9'
'44279539400','6200','-6','-9'
'44279545400','6200','-6','-9'
'44279554400','6200','-6','-9'
'44279562400','6200','2','-9'
'44279564400','6200','2','-9'
'44279566400','6200','-6','-9'
'44279569400','6200','-6','-9'
'44279574400','6200','-6','-9'
'44279578400','6200','-6','-9'
'44279582400','6200','2','-9'
'44279587400','6200','2','-9'
'44279595400','6200','-6','-9'
'44279597400','6200','-6','-9'
'44279607400','6200','2','-9'
'44279608400','6200','1','-9'
'44279615400','6200','2','-9'
'44279622400','6200','2','-9'
'44279635400','6200','-6','-9'
'44279640400','6200','1','2'
'44279664400','6200','-6','-9'
'44279670400','6200','-6','-9'
'44279691400','6200','-6','-9'
'44279703400','6200','-6','-9'
'44279709400','6200','-6','-9'
'44279710400','6200','-6','-9'
'44279712400','6200','-6','-9'
'44279726400','6200','2','-9'
'44279727400','6200','2','-9'
