"state","puma5","cbsa","stab","cbsaname","pop2k","afact"
"FIPS state","puma5","cbsa","State Postal Code","CBSA Name","Total Pop, 2000 census","puma5 to cbsa alloc factor"
"46","00500","38180","SD","Pierre, SD Micropolitan Statistical Area",19253,0.191 
"46","00600","43580","SD","Sioux City, IA-NE-SD Metropolitan Statistical Area",12584,0.12 
"46","00600","43620","SD","Sioux Falls, SD Metropolitan Statistical Area",57286,0.545 
"46","00600","46820","SD","Vermillion, SD Micropolitan Statistical Area",13537,0.129 
"46","00600","49460","SD","Yankton, SD Micropolitan Statistical Area",21652,0.206 
"46","00700","43620","SD","Sioux Falls, SD Metropolitan Statistical Area",123975,1 
"47","00100"," ","TN"," ",22486,0.128 
"47","00100","20540","TN","Dyersburg, TN Micropolitan Statistical Area",37279,0.213 
"47","00100","26480","TN","Humboldt, TN Micropolitan Statistical Area",48152,0.275 
"47","00100","32280","TN","Martin, TN Micropolitan Statistical Area",34895,0.199 
"47","00100","46460","TN","Union City, TN-KY Micropolitan Statistical Area",32450,0.185 
"47","00200"," ","TN"," ",72029,0.624 
"47","00200","17300","TN","Clarksville, TN-KY Metropolitan Statistical Area",12370,0.107 
"47","00200","37540","TN","Paris, TN Micropolitan Statistical Area",31115,0.269 
"47","00300","17300","TN","Clarksville, TN-KY Metropolitan Statistical Area",134768,1 
"47","00400","34980","TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",133501,1 
"47","00501","34980","TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",113172,1 
"47","00502","34980","TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",106086,1 
"47","00600"," ","TN"," ",52477,0.291 
"47","00600","18260","TN","Cookeville, TN Micropolitan Statistical Area",31102,0.173 
"47","00600","32660","TN","McMinnville, TN Micropolitan Statistical Area",38276,0.213 
"47","00600","34980","TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",58183,0.323 
"47","00700"," ","TN"," ",77532,0.66 
"47","00700","29220","TN","La Follette, TN Micropolitan Statistical Area",39854,0.34 
"47","00801","28700","TN","Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",103176,1 
"47","00802","28700","TN","Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",103435,1 
"47","00900"," ","TN"," ",17499,0.113 
"47","00900","24620","TN","Greeneville, TN Micropolitan Statistical Area",62909,0.406 
"47","00900","27740","TN","Johnson City, TN Metropolitan Statistical Area",74409,0.481 
"47","01000","27740","TN","Johnson City, TN Metropolitan Statistical Area",107198,1 
"47","01100","34100","TN","Morristown, TN Metropolitan Statistical Area",78787,0.701 
"47","01100","35460","TN","Newport, TN Micropolitan Statistical Area",33565,0.299 
"47","01200","34100","TN","Morristown, TN Metropolitan Statistical Area",44294,0.384 
"47","01200","42940","TN","Sevierville, TN Micropolitan Statistical Area",71170,0.616 
"47","01301","28940","TN","Knoxville, TN Metropolitan Statistical Area",194578,1 
"47","01302","28940","TN","Knoxville, TN Metropolitan Statistical Area",102702,1 
"47","01400","28940","TN","Knoxville, TN Metropolitan Statistical Area",173890,1 
"47","01500","28940","TN","Knoxville, TN Metropolitan Statistical Area",105823,1 
"47","01600"," ","TN"," ",38961,0.3 
"47","01600","25340","TN","Harriman, TN Micropolitan Statistical Area",51910,0.399 
"47","01600","28940","TN","Knoxville, TN Metropolitan Statistical Area",39086,0.301 
"47","01700","11940","TN","Athens, TN Micropolitan Statistical Area",49015,0.32 
"47","01700","17420","TN","Cleveland, TN Metropolitan Statistical Area",104015,0.68 
"47","01800","16860","TN","Chattanooga, TN-GA Metropolitan Statistical Area",155554,1 
"47","01900","16860","TN","Chattanooga, TN-GA Metropolitan Statistical Area",152342,1 
"47","02000"," ","TN"," ",66185,0.628 
"47","02000","16860","TN","Chattanooga, TN-GA Metropolitan Statistical Area",39146,0.372 
"47","02100"," ","TN"," ",23102,0.175 
"47","02100","18260","TN","Cookeville, TN Micropolitan Statistical Area",62315,0.471 
"47","02100","18900","TN","Crossville, TN Micropolitan Statistical Area",46802,0.354 
"47","02201","34980","TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",119185,1 
"47","02202","34980","TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",102188,1 
"47","02203","34980","TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",131144,1 
"47","02204","34980","TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",113959,1 
"47","02205","34980","TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",103415,1 
"47","02300","34980","TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",182023,1 
"47","02400","34980","TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",126638,1 
"47","02500"," ","TN"," ",31340,0.252 
"47","02500","46100","TN","Tullahoma, TN Micropolitan Statistical Area",93024,0.748 
"47","02600","17940","TN","Columbia, TN Micropolitan Statistical Area",69498,0.519 
"47","02600","30280","TN","Lewisburg, TN Micropolitan Statistical Area",26767,0.2 
"47","02600","43180","TN","Shelbyville, TN Micropolitan Statistical Area",37586,0.281 
"47","02700"," ","TN"," ",65287,0.512 
"47","02700","29980","TN","Lawrenceburg, TN Micropolitan Statistical Area",39926,0.313 
"47","02700","34980","TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",22295,0.175 
"47","02800"," ","TN"," ",115589,0.854 
"47","02800","15140","TN","Brownsville, TN Micropolitan Statistical Area",19797,0.146 
"47","02900","27180","TN","Jackson, TN Metropolitan Statistical Area",107377,1 
"47","03000"," ","TN"," ",27101,0.253 
"47","03000","32820","TN","Memphis, TN-MS-AR Metropolitan Statistical Area",80077,0.747 
"47","03101","32820","TN","Memphis, TN-MS-AR Metropolitan Statistical Area",165412,1 
"47","03102","32820","TN","Memphis, TN-MS-AR Metropolitan Statistical Area",131020,1 
"47","03103","32820","TN","Memphis, TN-MS-AR Metropolitan Statistical Area",127949,1 
"47","03104","32820","TN","Memphis, TN-MS-AR Metropolitan Statistical Area",120682,1 
"47","03105","32820","TN","Memphis, TN-MS-AR Metropolitan Statistical Area",105037,1 
"47","03201","32820","TN","Memphis, TN-MS-AR Metropolitan Statistical Area",143012,1 
"47","03202","32820","TN","Memphis, TN-MS-AR Metropolitan Statistical Area",104360,1 
"48","00100"," ","TX"," ",90170,0.487 
"48","00100","11100","TX","Amarillo, TX Metropolitan Statistical Area",8664,0.047 
"48","00100","14420","TX","Borger, TX Micropolitan Statistical Area",23857,0.129 
"48","00100","20300","TX","Dumas, TX Micropolitan Statistical Area",20121,0.109 
"48","00100","25820","TX","Hereford, TX Micropolitan Statistical Area",18561,0.1 
"48","00100","37420","TX","Pampa, TX Micropolitan Statistical Area",23631,0.128 
"48","00200","11100","TX","Amarillo, TX Metropolitan Statistical Area",113546,1 
"48","00300","11100","TX","Amarillo, TX Metropolitan Statistical Area",104312,1 
"48","00400"," ","TX"," ",68853,0.509 
"48","00400","30220","TX","Levelland, TX Micropolitan Statistical Area",22716,0.168 
"48","00400","31180","TX","Lubbock, TX Metropolitan Statistical Area",7072,0.052 
"48","00400","38380","TX","Plainview, TX Micropolitan Statistical Area",36602,0.271 
"48","00501","31180","TX","Lubbock, TX Metropolitan Statistical Area",109885,1 
"48","00502","31180","TX","Lubbock, TX Metropolitan Statistical Area",132743,1 
"48","00600"," ","TX"," ",62419,0.428 
"48","00600","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",48793,0.335 
"48","00600","46900","TX","Vernon, TX Micropolitan Statistical Area",14676,0.101 
"48","00600","48660","TX","Wichita Falls, TX Metropolitan Statistical Area",19860,0.136 
"48","00700","48660","TX","Wichita Falls, TX Metropolitan Statistical Area",131664,1 
"48","00800","23620","TX","Gainesville, TX Micropolitan Statistical Area",36363,0.247 
"48","00800","43300","TX","Sherman-Denison, TX Metropolitan Statistical Area",110595,0.753 
"48","00900","14300","TX","Bonham, TX Micropolitan Statistical Area",31242,0.29 
"48","00900","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",76596,0.71 
"48","01000"," ","TX"," ",36820,0.244 
"48","01000","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",5327,0.035 
"48","01000","34420","TX","Mount Pleasant, TX Micropolitan Statistical Area",28118,0.187 
"48","01000","37580","TX","Paris, TX Micropolitan Statistical Area",48499,0.322 
"48","01000","44860","TX","Sulphur Springs, TX Micropolitan Statistical Area",31960,0.212 
"48","01100"," ","TX"," ",30438,0.254 
"48","01100","45500","TX","Texarkana, TX-Texarkana, AR Metropolitan Statistical Area",89306,0.746 
"48","01200"," ","TX"," ",116521,0.768 
"48","01200","30980","TX","Longview, TX Metropolitan Statistical Area",35291,0.232 
"48","01300","30980","TX","Longview, TX Metropolitan Statistical Area",111379,0.642 
"48","01300","32220","TX","Marshall, TX Micropolitan Statistical Area",62110,0.358 
"48","01400","46340","TX","Tyler, TX Metropolitan Statistical Area",174706,1 
"48","01500"," ","TX"," ",22756,0.195 
"48","01500","27380","TX","Jacksonville, TX Micropolitan Statistical Area",46659,0.4 
"48","01500","30980","TX","Longview, TX Metropolitan Statistical Area",47372,0.406 
"48","01600"," ","TX"," ",116186,1 
"48","01700","31260","TX","Lufkin, TX Micropolitan Statistical Area",80130,0.575 
"48","01700","34860","TX","Nacogdoches, TX Micropolitan Statistical Area",59203,0.425 
"48","01800","11980","TX","Athens, TX Micropolitan Statistical Area",73277,0.571 
"48","01800","37300","TX","Palestine, TX Micropolitan Statistical Area",55109,0.429 
"48","01900"," ","TX"," ",90815,0.668 
"48","01900","18620","TX","Corsicana, TX Micropolitan Statistical Area",45124,0.332 
"48","02000","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",114393,1 
"48","02101","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",118908,1 
"48","02102","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",152874,1 
"48","02103","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",112401,1 
"48","02104","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",107492,1 
"48","02201","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",243769,1 
"48","02202","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",189207,1 
"48","02301","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",102559,1 
"48","02302","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",135393,1 
"48","02303","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",138726,1 
"48","02304","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",185969,1 
"48","02305","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",132772,1 
"48","02306","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",195592,1 
"48","02307","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",140986,1 
"48","02308","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",163249,1 
"48","02309","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",114363,1 
"48","02310","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",105698,1 
"48","02311","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",191615,1 
"48","02312","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",135008,1 
"48","02313","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",105722,1 
"48","02314","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",160667,1 
"48","02315","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",210580,1 
"48","02400","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",111360,1 
"48","02501","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",122626,1 
"48","02502","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",127119,1 
"48","02503","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",188741,1 
"48","02504","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",163535,1 
"48","02505","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",155753,1 
"48","02506","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",182037,1 
"48","02507","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",142778,1 
"48","02508","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",100914,1 
"48","02509","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",142626,1 
"48","02510","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",106529,1 
"48","02511","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",102056,1 
"48","02600","19100","TX","Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",126811,1 
"48","02700"," ","TX"," ",49527,0.346 
"48","02700","10180","TX","Abilene, TX Metropolitan Statistical Area",12905,0.09 
"48","02700","24180","TX","Granbury, TX Micropolitan Statistical Area",47909,0.334 
"48","02700","44500","TX","Stephenville, TX Micropolitan Statistical Area",33001,0.23 
"48","02800"," ","TX"," ",37513,0.319 
"48","02800","10180","TX","Abilene, TX Metropolitan Statistical Area",20785,0.177 
"48","02800","33420","TX","Mineral Wells, TX Micropolitan Statistical Area",27026,0.23 
"48","02800","43660","TX","Snyder, TX Micropolitan Statistical Area",16361,0.139 
"48","02800","45020","TX","Sweetwater, TX Micropolitan Statistical Area",15802,0.134 
"48","02900","10180","TX","Abilene, TX Metropolitan Statistical Area",126555,1 
"48","03000"," ","TX"," ",3864,0.036 
"48","03000","41660","TX","San Angelo, TX Metropolitan Statistical Area",104010,0.964 
"48","03100"," ","TX"," ",60347,0.545 
"48","03100","13700","TX","Big Spring, TX Micropolitan Statistical Area",33627,0.304 
"48","03100","29500","TX","Lamesa, TX Micropolitan Statistical Area",14985,0.135 
"48","03100","41660","TX","San Angelo, TX Metropolitan Statistical Area",1771,0.016 
"48","03200","33260","TX","Midland, TX Metropolitan Statistical Area",116009,1 
"48","03300","36220","TX","Odessa, TX Metropolitan Statistical Area",121123,1 
"48","03400"," ","TX"," ",79198,0.752 
"48","03400","11380","TX","Andrews, TX Micropolitan Statistical Area",13004,0.123 
"48","03400","37780","TX","Pecos, TX Micropolitan Statistical Area",13137,0.125 
"48","03501","21340","TX","El Paso, TX Metropolitan Statistical Area",100908,1 
"48","03502","21340","TX","El Paso, TX Metropolitan Statistical Area",118664,1 
"48","03503","21340","TX","El Paso, TX Metropolitan Statistical Area",104782,1 
"48","03504","21340","TX","El Paso, TX Metropolitan Statistical Area",191546,1 
"48","03505","21340","TX","El Paso, TX Metropolitan Statistical Area",163722,1 
"48","03600"," ","TX"," ",88410,0.615 
"48","03600","15220","TX","Brownwood, TX Micropolitan Statistical Area",37674,0.262 
"48","03600","28660","TX","Killeen-Temple-Fort Hood, TX Metropolitan Statistical Area",17762,0.123 
"48","03701","28660","TX","Killeen-Temple-Fort Hood, TX Metropolitan Statistical Area",105351,1 
"48","03702","28660","TX","Killeen-Temple-Fort Hood, TX Metropolitan Statistical Area",106591,1 
"48","03703","28660","TX","Killeen-Temple-Fort Hood, TX Metropolitan Statistical Area",101010,1 
"48","03801","47380","TX","Waco, TX Metropolitan Statistical Area",102610,1 
"48","03802","47380","TX","Waco, TX Metropolitan Statistical Area",110907,1 
"48","03900"," ","TX"," ",51827,0.375 
"48","03900","14780","TX","Brenham, TX Micropolitan Statistical Area",30373,0.22 
"48","03900","17780","TX","College Station-Bryan, TX Metropolitan Statistical Area",32470,0.235 
"48","03900","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",23590,0.171 
"48","04000","17780","TX","College Station-Bryan, TX Metropolitan Statistical Area",152415,1 
"48","04100"," ","TX"," ",78097,0.482 
"48","04100","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",22246,0.137 
"48","04100","26660","TX","Huntsville, TX Micropolitan Statistical Area",61758,0.381 
"48","04200","13140","TX","Beaumont-Port Arthur, TX Metropolitan Statistical Area",133039,1 
"48","04300","13140","TX","Beaumont-Port Arthur, TX Metropolitan Statistical Area",113866,1 
"48","04400","13140","TX","Beaumont-Port Arthur, TX Metropolitan Statistical Area",138185,1 
"48","04501","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",131142,1 
"48","04502","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",177767,1 
"48","04503","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",113707,1 
"48","04601","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",127994,1 
"48","04602","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",146966,1 
"48","04603","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",112240,1 
"48","04604","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",131899,1 
"48","04605","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",121881,1 
"48","04606","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",133599,1 
"48","04607","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",135809,1 
"48","04608","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",112952,1 
"48","04609","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",123652,1 
"48","04610","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",124409,1 
"48","04611","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",133154,1 
"48","04612","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",118845,1 
"48","04613","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",132397,1 
"48","04614","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",146951,1 
"48","04615","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",146298,1 
"48","04616","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",124534,1 
"48","04617","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",147862,1 
"48","04618","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",164847,1 
"48","04619","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",157770,1 
"48","04620","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",108898,1 
"48","04621","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",161648,1 
"48","04622","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",156588,1 
"48","04623","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",155011,1 
"48","04624","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",132700,1 
"48","04625","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",141674,1 
"48","04701","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",176264,1 
"48","04702","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",178188,1 
"48","04801","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",132703,1 
"48","04802","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",109064,1 
"48","04901","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",115536,1 
"48","04902","26420","TX","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",134622,1 
"48","05000"," ","TX"," ",39600,0.333 
"48","05000","13060","TX","Bay City, TX Micropolitan Statistical Area",37957,0.32 
"48","05000","20900","TX","El Campo, TX Micropolitan Statistical Area",41188,0.347 
"48","05100"," ","TX"," ",61699,0.407 
"48","05100","12420","TX","Austin-Round Rock, TX Metropolitan Statistical Area",89927,0.593 
"48","05201","12420","TX","Austin-Round Rock, TX Metropolitan Statistical Area",130230,1 
"48","05202","12420","TX","Austin-Round Rock, TX Metropolitan Statistical Area",119737,1 
"48","05301","12420","TX","Austin-Round Rock, TX Metropolitan Statistical Area",167656,1 
"48","05302","12420","TX","Austin-Round Rock, TX Metropolitan Statistical Area",159117,1 
"48","05303","12420","TX","Austin-Round Rock, TX Metropolitan Statistical Area",159944,1 
"48","05304","12420","TX","Austin-Round Rock, TX Metropolitan Statistical Area",158035,1 
"48","05401","12420","TX","Austin-Round Rock, TX Metropolitan Statistical Area",163946,1 
"48","05402","12420","TX","Austin-Round Rock, TX Metropolitan Statistical Area",101171,1 
"48","05500","41700","TX","San Antonio, TX Metropolitan Statistical Area",167044,1 
"48","05601","41700","TX","San Antonio, TX Metropolitan Statistical Area",102340,1 
"48","05602","41700","TX","San Antonio, TX Metropolitan Statistical Area",113367,1 
"48","05603","41700","TX","San Antonio, TX Metropolitan Statistical Area",105949,1 
"48","05604","41700","TX","San Antonio, TX Metropolitan Statistical Area",121247,1 
"48","05605","41700","TX","San Antonio, TX Metropolitan Statistical Area",154732,1 
"48","05606","41700","TX","San Antonio, TX Metropolitan Statistical Area",172439,1 
"48","05607","41700","TX","San Antonio, TX Metropolitan Statistical Area",171968,1 
"48","05608","41700","TX","San Antonio, TX Metropolitan Statistical Area",108322,1 
"48","05609","41700","TX","San Antonio, TX Metropolitan Statistical Area",128363,1 
"48","05610","41700","TX","San Antonio, TX Metropolitan Statistical Area",101012,1 
"48","05611","41700","TX","San Antonio, TX Metropolitan Statistical Area",113192,1 
"48","05700"," ","TX"," ",54087,0.41 
"48","05700","41700","TX","San Antonio, TX Metropolitan Statistical Area",71036,0.538 
"48","05700","47020","TX","Victoria, TX Metropolitan Statistical Area",6928,0.052 
"48","05800"," ","TX"," ",16252,0.101 
"48","05800","23240","TX","Fredericksburg, TX Micropolitan Statistical Area",20814,0.129 
"48","05800","28500","TX","Kerrville, TX Micropolitan Statistical Area",43653,0.27 
"48","05800","41700","TX","San Antonio, TX Metropolitan Statistical Area",80692,0.5 
"48","05900"," ","TX"," ",36302,0.235 
"48","05900","19620","TX","Del Rio, TX Micropolitan Statistical Area",44856,0.291 
"48","05900","20580","TX","Eagle Pass, TX Micropolitan Statistical Area",47297,0.306 
"48","05900","46620","TX","Uvalde, TX Micropolitan Statistical Area",25926,0.168 
"48","06000","29700","TX","Laredo, TX Metropolitan Statistical Area",193117,1 
"48","06100"," ","TX"," ",34108,0.266 
"48","06100","10860","TX","Alice, TX Micropolitan Statistical Area",39326,0.307 
"48","06100","13300","TX","Beeville, TX Micropolitan Statistical Area",32359,0.252 
"48","06100","18580","TX","Corpus Christi, TX Metropolitan Statistical Area",22497,0.175 
"48","06200"," ","TX"," ",14391,0.121 
"48","06200","47020","TX","Victoria, TX Metropolitan Statistical Area",104735,0.879 
"48","06301","18580","TX","Corpus Christi, TX Metropolitan Statistical Area",121832,1 
"48","06302","18580","TX","Corpus Christi, TX Metropolitan Statistical Area",155622,1 
"48","06400","18580","TX","Corpus Christi, TX Metropolitan Statistical Area",103329,1 
"48","06500"," ","TX"," ",25439,0.194 
"48","06500","28780","TX","Kingsville, TX Micropolitan Statistical Area",31963,0.244 
"48","06500","39700","TX","Raymondville, TX Micropolitan Statistical Area",20082,0.153 
"48","06500","40100","TX","Rio Grande City-Roma, TX Micropolitan Statistical Area",53597,0.409 
"48","06600","32580","TX","McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",106414,1 
"48","06701","32580","TX","McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",115186,1 
"48","06702","32580","TX","McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",100637,1 
"48","06703","32580","TX","McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",122312,1 
"48","06704","32580","TX","McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",124914,1 
"48","06800","15180","TX","Brownsville-Harlingen, TX Metropolitan Statistical Area",139722,1 
"48","06900","15180","TX","Brownsville-Harlingen, TX Metropolitan Statistical Area",195505,1 
"49","00100"," ","UT"," ",1961,0.011 
"49","00100","14940","UT","Brigham City, UT Micropolitan Statistical Area",42745,0.242 
"49","00100","30860","UT","Logan, UT-ID Metropolitan Statistical Area",91391,0.517 
"49","00100","41620","UT","Salt Lake City, UT Metropolitan Statistical Area",40735,0.23 
"49","00200","36260","UT","Ogden-Clearfield, UT Metropolitan Statistical Area",196533,1 
"49","00301","36260","UT","Ogden-Clearfield, UT Metropolitan Statistical Area",132800,1 
"49","00302","36260","UT","Ogden-Clearfield, UT Metropolitan Statistical Area",106194,1 
"49","00400"," ","UT"," ",49050,0.334 
"49","00400","25720","UT","Heber, UT Micropolitan Statistical Area",15215,0.104 
"49","00400","36260","UT","Ogden-Clearfield, UT Metropolitan Statistical Area",7129,0.049 
"49","00400","39220","UT","Price, UT Micropolitan Statistical Area",20422,0.139 
"49","00400","41620","UT","Salt Lake City, UT Metropolitan Statistical Area",29736,0.203 
"49","00400","46860","UT","Vernal, UT Micropolitan Statistical Area",25224,0.172 
"49","00501","41620","UT","Salt Lake City, UT Metropolitan Statistical Area",181105,1 
"49","00502","41620","UT","Salt Lake City, UT Metropolitan Statistical Area",102784,1 
"49","00503","41620","UT","Salt Lake City, UT Metropolitan Statistical Area",129505,1 
"49","00504","41620","UT","Salt Lake City, UT Metropolitan Statistical Area",146427,1 
"49","00505","41620","UT","Salt Lake City, UT Metropolitan Statistical Area",113043,1 
"49","00506","41620","UT","Salt Lake City, UT Metropolitan Statistical Area",101835,1 
"49","00507","41620","UT","Salt Lake City, UT Metropolitan Statistical Area",123688,1 
"49","00601","39340","UT","Provo-Orem, UT Metropolitan Statistical Area",137652,1 
"49","00602","39340","UT","Provo-Orem, UT Metropolitan Statistical Area",105387,1 
"49","00603","39340","UT","Provo-Orem, UT Metropolitan Statistical Area",125497,1 
"49","00700"," ","UT"," ",74740,0.361 
"49","00700","16260","UT","Cedar City, UT Micropolitan Statistical Area",33779,0.163 
"49","00700","39340","UT","Provo-Orem, UT Metropolitan Statistical Area",8238,0.04 
"49","00700","41100","UT","St. George, UT Metropolitan Statistical Area",90354,0.436 
"50","00100","15540","VT","Burlington-South Burlington, VT Metropolitan Statistical Area",198889,1 
"50","00200"," ","VT"," ",79212,0.551 
"50","00200","12740","VT","Barre, VT Micropolitan Statistical Area",58039,0.404 
"50","00200","13620","VT","Berlin, NH-VT Micropolitan Statistical Area",6459,0.045 
"50","00300"," ","VT"," ",44216,0.34 
"50","00300","30100","VT","Lebanon, NH-VT Micropolitan Statistical Area",85644,0.66 
"50","00400"," ","VT"," ",35974,0.264 
"50","00400","13540","VT","Bennington, VT Micropolitan Statistical Area",36994,0.271 
"50","00400","40860","VT","Rutland, VT Micropolitan Statistical Area",63400,0.465 
"51","00100","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",189453,1 
"51","00200","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",128283,1 
"51","00301","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",208328,1 
"51","00302","47900","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",174963,1 
