"state","puma5","cbsa","stab","cbsaname","pop2k","afact"
"FIPS state","puma5","cbsa","State Postal Code","CBSA Name","Total Pop, 2000 census","puma5 to cbsa alloc factor"
"12","01903","19660","FL","Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",129907,1 
"12","02001","36740","FL","Orlando-Kissimmee, FL Metropolitan Statistical Area",154102,1 
"12","02002","36740","FL","Orlando-Kissimmee, FL Metropolitan Statistical Area",104758,1 
"12","02003","36740","FL","Orlando-Kissimmee, FL Metropolitan Statistical Area",106336,1 
"12","02101","37340","FL","Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",155942,1 
"12","02102","37340","FL","Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",118603,1 
"12","02103","37340","FL","Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",100779,1 
"12","02104","37340","FL","Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",100906,1 
"12","02201","36740","FL","Orlando-Kissimmee, FL Metropolitan Statistical Area",101682,1 
"12","02202","36740","FL","Orlando-Kissimmee, FL Metropolitan Statistical Area",179736,1 
"12","02203","36740","FL","Orlando-Kissimmee, FL Metropolitan Statistical Area",129757,1 
"12","02204","36740","FL","Orlando-Kissimmee, FL Metropolitan Statistical Area",136998,1 
"12","02205","36740","FL","Orlando-Kissimmee, FL Metropolitan Statistical Area",102607,1 
"12","02206","36740","FL","Orlando-Kissimmee, FL Metropolitan Statistical Area",141404,1 
"12","02207","36740","FL","Orlando-Kissimmee, FL Metropolitan Statistical Area",104160,1 
"12","02300","36740","FL","Orlando-Kissimmee, FL Metropolitan Statistical Area",172493,1 
"12","02401","29460","FL","Lakeland-Winter Haven, FL Metropolitan Statistical Area",150697,1 
"12","02402","29460","FL","Lakeland-Winter Haven, FL Metropolitan Statistical Area",125708,1 
"12","02403","29460","FL","Lakeland-Winter Haven, FL Metropolitan Statistical Area",102295,1 
"12","02404","29460","FL","Lakeland-Winter Haven, FL Metropolitan Statistical Area",105224,1 
"12","02501","45300","FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",117591,1 
"12","02502","45300","FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",119444,1 
"12","02503","45300","FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",107730,1 
"12","02601","45300","FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",119663,1 
"12","02602","45300","FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",103249,1 
"12","02603","45300","FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",113201,1 
"12","02604","45300","FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",105885,1 
"12","02605","45300","FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",117145,1 
"12","02606","45300","FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",109279,1 
"12","02607","45300","FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",125883,1 
"12","02608","45300","FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",127177,1 
"12","02701","45300","FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",138437,1 
"12","02702","45300","FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",149564,1 
"12","02703","45300","FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",116729,1 
"12","02704","45300","FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",147502,1 
"12","02705","45300","FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",105500,1 
"12","02706","45300","FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",101490,1 
"12","02707","45300","FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",133534,1 
"12","02708","45300","FL","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",106192,1 
"12","02801","14600","FL","Bradenton-Sarasota-Venice, FL Metropolitan Statistical Area",134394,1 
"12","02802","14600","FL","Bradenton-Sarasota-Venice, FL Metropolitan Statistical Area",129608,1 
"12","02901","14600","FL","Bradenton-Sarasota-Venice, FL Metropolitan Statistical Area",175152,1 
"12","02902","14600","FL","Bradenton-Sarasota-Venice, FL Metropolitan Statistical Area",150805,1 
"12","03000","39460","FL","Punta Gorda, FL Metropolitan Statistical Area",141627,1 
"12","03100"," ","FL"," ",10576,0.055 
"12","03100","11580","FL","Arcadia, FL Micropolitan Statistical Area",32209,0.167 
"12","03100","17500","FL","Clewiston, FL Micropolitan Statistical Area",36210,0.187 
"12","03100","42700","FL","Sebring, FL Micropolitan Statistical Area",87366,0.452 
"12","03100","48100","FL","Wauchula, FL Micropolitan Statistical Area",26938,0.139 
"12","03200","36380","FL","Okeechobee, FL Micropolitan Statistical Area",35910,0.241 
"12","03200","42680","FL","Sebastian-Vero Beach, FL Metropolitan Statistical Area",112947,0.759 
"12","03300","38940","FL","Port St. Lucie, FL Metropolitan Statistical Area",192695,1 
"12","03400","38940","FL","Port St. Lucie, FL Metropolitan Statistical Area",126731,1 
"12","03501","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",183935,1 
"12","03502","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",129888,1 
"12","03503","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",110005,1 
"12","03504","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",107544,1 
"12","03505","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",129324,1 
"12","03506","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",107735,1 
"12","03507","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",105032,1 
"12","03508","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",102811,1 
"12","03509","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",154910,1 
"12","03601","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",132951,1 
"12","03602","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",105683,1 
"12","03603","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",104503,1 
"12","03604","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",109935,1 
"12","03605","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",141829,1 
"12","03606","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",174040,1 
"12","03607","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",106010,1 
"12","03608","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",144356,1 
"12","03609","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",112455,1 
"12","03610","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",135089,1 
"12","03611","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",130089,1 
"12","03612","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",102383,1 
"12","03613","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",123695,1 
"12","03701","34940","FL","Naples-Marco Island, FL Metropolitan Statistical Area",123148,1 
"12","03702","34940","FL","Naples-Marco Island, FL Metropolitan Statistical Area",128229,1 
"12","03800","15980","FL","Cape Coral-Fort Myers, FL Metropolitan Statistical Area",102286,1 
"12","03901","15980","FL","Cape Coral-Fort Myers, FL Metropolitan Statistical Area",117247,1 
"12","03902","15980","FL","Cape Coral-Fort Myers, FL Metropolitan Statistical Area",105694,1 
"12","03903","15980","FL","Cape Coral-Fort Myers, FL Metropolitan Statistical Area",115661,1 
"12","04001","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",102123,1 
"12","04002","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",104643,1 
"12","04003","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",105305,1 
"12","04004","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",118445,1 
"12","04005","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",137551,1 
"12","04006","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",101338,1 
"12","04007","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",128514,1 
"12","04008","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",125727,1 
"12","04009","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",101190,1 
"12","04010","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",110054,1 
"12","04011","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",158650,1 
"12","04012","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",138722,1 
"12","04013","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",108940,1 
"12","04014","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",111491,1 
"12","04015","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",128513,1 
"12","04016","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",104501,1 
"12","04017","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",117082,1 
"12","04018","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",102653,1 
"12","04019","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",120654,1 
"12","04020","28580","FL","Key West, FL Micropolitan Statistical Area",79589,0.745 
"12","04020","33100","FL","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",27266,0.255 
"13","00100","16860","GA","Chattanooga, TN-GA Metropolitan Statistical Area",129489,1 
"13","00200","15660","GA","Calhoun, GA Micropolitan Statistical Area",44104,0.269 
"13","00200","19140","GA","Dalton, GA Metropolitan Statistical Area",120031,0.731 
"13","00300"," ","GA"," ",125872,0.778 
"13","00300","18460","GA","Cornelia, GA Micropolitan Statistical Area",35902,0.222 
"13","00400"," ","GA"," ",99293,0.796 
"13","00400","45740","GA","Toccoa, GA Micropolitan Statistical Area",25435,0.204 
"13","00500","12020","GA","Athens-Clarke County, GA Metropolitan Statistical Area",153444,1 
"13","00600","23580","GA","Gainesville, GA Metropolitan Statistical Area",139277,1 
"13","00700","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",157697,1 
"13","00800","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",137389,1 
"13","00900","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",106831,1 
"13","01000","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",49122,0.443 
"13","01000","31420","GA","Macon, GA Metropolitan Statistical Area",34252,0.309 
"13","01000","45580","GA","Thomaston, GA Micropolitan Statistical Area",27597,0.249 
"13","01101","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",112940,1 
"13","01102","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",178889,1 
"13","01103","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",107185,1 
"13","01104","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",104024,1 
"13","01105","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",106368,1 
"13","01106","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",103547,1 
"13","01107","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",103053,1 
"13","01201","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",112100,1 
"13","01202","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",129097,1 
"13","01203","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",104195,1 
"13","01204","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",108004,1 
"13","01205","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",102456,1 
"13","01206","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",110013,1 
"13","01301","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",112650,1 
"13","01302","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",115072,1 
"13","01303","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",105222,1 
"13","01304","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",106916,1 
"13","01305","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",167891,1 
"13","01401","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",123603,1 
"13","01402","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",112914,1 
"13","01501","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",111742,1 
"13","01502","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",131284,1 
"13","01503","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",103717,1 
"13","01504","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",121758,1 
"13","01505","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",119947,1 
"13","01600","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",132112,1 
"13","01700","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",119341,1 
"13","01800","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",179442,1 
"13","01900","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",141903,1 
"13","02000","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",238895,1 
"13","02100","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",25690,0.143 
"13","02100","16340","GA","Cedartown, GA Micropolitan Statistical Area",38127,0.212 
"13","02100","40660","GA","Rome, GA Metropolitan Statistical Area",90565,0.504 
"13","02100","44900","GA","Summerville, GA Micropolitan Statistical Area",25470,0.142 
"13","02200"," ","GA"," ",77822,0.774 
"13","02200","12020","GA","Athens-Clarke County, GA Metropolitan Statistical Area",12635,0.126 
"13","02200","33300","GA","Milledgeville, GA Micropolitan Statistical Area",10076,0.1 
"13","02300","12260","GA","Augusta-Richmond County, GA-SC Metropolitan Statistical Area",199775,1 
"13","02400","12260","GA","Augusta-Richmond County, GA-SC Metropolitan Statistical Area",110519,1 
"13","02500"," ","GA"," ",86784,0.796 
"13","02500","12260","GA","Augusta-Richmond County, GA-SC Metropolitan Statistical Area",22243,0.204 
"13","02600"," ","GA"," ",29032,0.209 
"13","02600","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",11426,0.082 
"13","02600","20140","GA","Dublin, GA Micropolitan Statistical Area",53434,0.386 
"13","02600","33300","GA","Milledgeville, GA Micropolitan Statistical Area",44700,0.323 
"13","02700","31420","GA","Macon, GA Metropolitan Statistical Area",153887,1 
"13","02800","22980","GA","Fort Valley, GA Micropolitan Statistical Area",23668,0.14 
"13","02800","31420","GA","Macon, GA Metropolitan Statistical Area",34229,0.203 
"13","02800","47580","GA","Warner Robins, GA Metropolitan Statistical Area",110765,0.657 
"13","02900"," ","GA"," ",6498,0.053 
"13","02900","12060","GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",33546,0.274 
"13","02900","17980","GA","Columbus, GA-AL Metropolitan Statistical Area",23695,0.193 
"13","02900","29300","GA","LaGrange, GA Micropolitan Statistical Area",58779,0.48 
"13","03000","17980","GA","Columbus, GA-AL Metropolitan Statistical Area",186291,1 
"13","03100"," ","GA"," ",36804,0.312 
"13","03100","11140","GA","Americus, GA Micropolitan Statistical Area",36966,0.314 
"13","03100","17980","GA","Columbus, GA-AL Metropolitan Statistical Area",22026,0.187 
"13","03100","18380","GA","Cordele, GA Micropolitan Statistical Area",21996,0.187 
"13","03200"," ","GA"," ",73829,0.683 
"13","03200","47080","GA","Vidalia, GA Micropolitan Statistical Area",34337,0.317 
"13","03300"," ","GA"," ",72480,0.468 
"13","03300","27700","GA","Jesup, GA Micropolitan Statistical Area",26565,0.171 
"13","03300","44340","GA","Statesboro, GA Micropolitan Statistical Area",55983,0.361 
"13","03400","42340","GA","Savannah, GA Metropolitan Statistical Area",131510,1 
"13","03500","42340","GA","Savannah, GA Metropolitan Statistical Area",100538,1 
"13","03600","15260","GA","Brunswick, GA Metropolitan Statistical Area",10847,0.075 
"13","03600","25980","GA","Hinesville-Fort Stewart, GA Metropolitan Statistical Area",71914,0.5 
"13","03600","42340","GA","Savannah, GA Metropolitan Statistical Area",60952,0.424 
"13","03700","15260","GA","Brunswick, GA Metropolitan Statistical Area",67568,0.607 
"13","03700","41220","GA","St. Marys, GA Micropolitan Statistical Area",43664,0.393 
"13","03800"," ","GA"," ",27263,0.198 
"13","03800","15260","GA","Brunswick, GA Metropolitan Statistical Area",14629,0.106 
"13","03800","20060","GA","Douglas, GA Micropolitan Statistical Area",45022,0.326 
"13","03800","48180","GA","Waycross, GA Micropolitan Statistical Area",51119,0.37 
"13","03900"," ","GA"," ",41510,0.362 
"13","03900","22340","GA","Fitzgerald, GA Micropolitan Statistical Area",27415,0.239 
"13","03900","45700","GA","Tifton, GA Micropolitan Statistical Area",38407,0.335 
"13","03900","46660","GA","Valdosta, GA Metropolitan Statistical Area",7241,0.063 
"13","04000","10500","GA","Albany, GA Metropolitan Statistical Area",120822,1 
"13","04100"," ","GA"," ",59006,0.419 
"13","04100","10500","GA","Albany, GA Metropolitan Statistical Area",37011,0.263 
"13","04100","21640","GA","Eufaula, AL-GA Micropolitan Statistical Area",2598,0.018 
"13","04100","34220","GA","Moultrie, GA Micropolitan Statistical Area",42053,0.299 
"13","04200"," ","GA"," ",39411,0.357 
"13","04200","12460","GA","Bainbridge, GA Micropolitan Statistical Area",28240,0.256 
"13","04200","45620","GA","Thomasville, GA Micropolitan Statistical Area",42737,0.387 
"13","04300","46660","GA","Valdosta, GA Metropolitan Statistical Area",112319,1 
"15","00100"," ","HI"," ",147,0.001 
"15","00100","27980","HI","Kahului-Wailuku, HI Micropolitan Statistical Area",128094,0.686 
"15","00100","28180","HI","Kapaa, HI Micropolitan Statistical Area",58463,0.313 
"15","00200","25900","HI","Hilo, HI Micropolitan Statistical Area",148677,1 
"15","00301","26180","HI","Honolulu, HI Metropolitan Statistical Area",113560,1 
"15","00302","26180","HI","Honolulu, HI Metropolitan Statistical Area",117994,1 
"15","00303","26180","HI","Honolulu, HI Metropolitan Statistical Area",102724,1 
"15","00304","26180","HI","Honolulu, HI Metropolitan Statistical Area",109509,1 
"15","00305","26180","HI","Honolulu, HI Metropolitan Statistical Area",109354,1 
"15","00306","26180","HI","Honolulu, HI Metropolitan Statistical Area",144481,1 
"15","00307","26180","HI","Honolulu, HI Metropolitan Statistical Area",178534,1 
"16","00100"," ","ID"," ",69648,0.391 
"16","00100","17660","ID","Coeur dAlene, ID Metropolitan Statistical Area",108685,0.609 
"16","00200"," ","ID"," ",28188,0.28 
"16","00200","30300","ID","Lewiston, ID-WA Metropolitan Statistical Area",37410,0.372 
"16","00200","34140","ID","Moscow, ID Micropolitan Statistical Area",34935,0.347 
"16","00300"," ","ID"," ",16069,0.099 
"16","00300","26820","ID","Idaho Falls, ID Metropolitan Statistical Area",101677,0.624 
"16","00300","27220","ID","Jackson, WY-ID Micropolitan Statistical Area",5999,0.037 
"16","00300","39940","ID","Rexburg, ID Micropolitan Statistical Area",39286,0.241 
"16","00400"," ","ID"," ",21104,0.204 
"16","00400","14260","ID","Boise City-Nampa, ID Metropolitan Statistical Area",32495,0.315 
"16","00400","34300","ID","Mountain Home, ID Micropolitan Statistical Area",29130,0.282 
"16","00400","36620","ID","Ontario, OR-ID Micropolitan Statistical Area",20578,0.199 
"16","00500","14260","ID","Boise City-Nampa, ID Metropolitan Statistical Area",131441,1 
"16","00600","14260","ID","Boise City-Nampa, ID Metropolitan Statistical Area",185787,1 
"16","00700","14260","ID","Boise City-Nampa, ID Metropolitan Statistical Area",115117,1 
"16","00800"," ","ID"," ",38181,0.235 
"16","00800","15420","ID","Burley, ID Micropolitan Statistical Area",41590,0.256 
"16","00800","46300","ID","Twin Falls, ID Micropolitan Statistical Area",82626,0.509 
"16","00900"," ","ID"," ",17840,0.116 
"16","00900","13940","ID","Blackfoot, ID Micropolitan Statistical Area",41735,0.271 
"16","00900","30860","ID","Logan, UT-ID Metropolitan Statistical Area",11329,0.074 
"16","00900","38540","ID","Pocatello, ID Metropolitan Statistical Area",83103,0.54 
"17","00101"," ","IL"," ",38963,0.364 
"17","00101","19340","IL","Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",7282,0.068 
"17","00101","44580","IL","Sterling, IL Micropolitan Statistical Area",60653,0.567 
"17","00102","19340","IL","Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",101661,1 
"17","00103","19340","IL","Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",108408,1 
"17","00200"," ","IL"," ",20121,0.17 
"17","00200","15460","IL","Burlington, IA-IL Micropolitan Statistical Area",8213,0.069 
"17","00200","15900","IL","Canton, IL Micropolitan Statistical Area",38250,0.324 
"17","00200","23660","IL","Galesburg, IL Micropolitan Statistical Area",18735,0.158 
"17","00200","31380","IL","Macomb, IL Micropolitan Statistical Area",32913,0.278 
"17","00300"," ","IL"," ",47561,0.411 
"17","00300","39500","IL","Quincy, IL-MO Micropolitan Statistical Area",68277,0.589 
"17","00400"," ","IL"," ",28456,0.228 
"17","00400","27300","IL","Jacksonville, IL Micropolitan Statistical Area",42153,0.338 
"17","00400","41180","IL","St. Louis, MO-IL Metropolitan Statistical Area",54103,0.434 
"17","00500"," ","IL"," ",52454,0.503 
"17","00500","20820","IL","Effingham, IL Micropolitan Statistical Area",34264,0.328 
"17","00500","41180","IL","St. Louis, MO-IL Metropolitan Statistical Area",17633,0.169 
"17","00600"," ","IL"," ",39626,0.381 
"17","00600","16660","IL","Charleston-Mattoon, IL Micropolitan Statistical Area",64449,0.619 
"17","00700"," ","IL"," ",110889,1 
"17","00800"," ","IL"," ",89456,0.598 
"17","00800","16020","IL","Cape Girardeau-Jackson, MO-IL Micropolitan Statistical Area",9590,0.064 
"17","00800","25380","IL","Harrisburg, IL Micropolitan Statistical Area",26733,0.179 
"17","00800","34500","IL","Mount Vernon, IL Micropolitan Statistical Area",8621,0.058 
"17","00800","37140","IL","Paducah, KY-IL Micropolitan Statistical Area",15161,0.101 
"17","00900"," ","IL"," ",62112,0.339 
"17","00900","16060","IL","Carbondale, IL Micropolitan Statistical Area",59612,0.326 
"17","00900","32060","IL","Marion-Herrin, IL Micropolitan Statistical Area",61296,0.335 
"17","01000"," ","IL"," ",49041,0.375 
"17","01000","16460","IL","Centralia, IL Micropolitan Statistical Area",41691,0.319 
"17","01000","34500","IL","Mount Vernon, IL Micropolitan Statistical Area",40045,0.306 
"17","01101","41180","IL","St. Louis, MO-IL Metropolitan Statistical Area",181480,1 
"17","01102","41180","IL","St. Louis, MO-IL Metropolitan Statistical Area",137756,1 
"17","01201","41180","IL","St. Louis, MO-IL Metropolitan Statistical Area",122336,1 
"17","01202","41180","IL","St. Louis, MO-IL Metropolitan Statistical Area",158273,1 
"17","01300","44100","IL","Springfield, IL Metropolitan Statistical Area",111454,1 
"17","01400","30660","IL","Lincoln, IL Micropolitan Statistical Area",31183,0.257 
"17","01400","44100","IL","Springfield, IL Metropolitan Statistical Area",89983,0.743 
"17","01500","19500","IL","Decatur, IL Metropolitan Statistical Area",114706,1 
"17","01600"," ","IL"," ",53978,0.511 
"17","01600","16580","IL","Champaign-Urbana, IL Metropolitan Statistical Area",16365,0.155 
"17","01600","45380","IL","Taylorville, IL Micropolitan Statistical Area",35372,0.335 
"17","01700","37900","IL","Peoria, IL Metropolitan Statistical Area",112936,1 
"17","01800","37900","IL","Peoria, IL Metropolitan Statistical Area",105966,1 
"17","01900","37900","IL","Peoria, IL Metropolitan Statistical Area",128485,1 
"17","02000","14060","IL","Bloomington-Normal, IL Metropolitan Statistical Area",150433,1 
"17","02100","16580","IL","Champaign-Urbana, IL Metropolitan Statistical Area",179669,1 
"17","02200"," ","IL"," ",31334,0.185 
"17","02200","16580","IL","Champaign-Urbana, IL Metropolitan Statistical Area",14241,0.084 
"17","02200","19180","IL","Danville, IL Metropolitan Statistical Area",83919,0.496 
"17","02200","38700","IL","Pontiac, IL Micropolitan Statistical Area",39678,0.235 
"17","02300","28100","IL","Kankakee-Bradley, IL Metropolitan Statistical Area",103833,1 
"17","02400","36860","IL","Ottawa-Streator, IL Micropolitan Statistical Area",111509,1 
"17","02500","23660","IL","Galesburg, IL Micropolitan Statistical Area",55836,0.477 
"17","02500","36860","IL","Ottawa-Streator, IL Micropolitan Statistical Area",41589,0.356 
"17","02500","37900","IL","Peoria, IL Metropolitan Statistical Area",19512,0.167 
"17","02600","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",88969,0.712 
"17","02600","19940","IL","Dixon, IL Micropolitan Statistical Area",36062,0.288 
"17","02700","23300","IL","Freeport, IL Micropolitan Statistical Area",48979,0.49 
"17","02700","40300","IL","Rochelle, IL Micropolitan Statistical Area",51032,0.51 
"17","02800","40420","IL","Rockford, IL Metropolitan Statistical Area",150115,1 
"17","02900","40420","IL","Rockford, IL Metropolitan Statistical Area",170089,1 
"17","03001","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",105693,1 
"17","03002","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",113751,1 
"17","03003","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",143591,1 
"17","03004","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",109171,1 
"17","03005","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",115553,1 
"17","03006","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",130981,1 
"17","03101","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",121487,1 
"17","03102","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",114467,1 
"17","03103","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",142062,1 
"17","03104","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",161785,1 
"17","03201","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",194667,1 
"17","03202","16980","IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",118616,1 
