"cbsatype","state","puma5","stab","pop2k","afact"
"cbsatype","FIPS state","puma5","State Postal Code","Total Pop, 2000 census","cbsatype to puma5 alloc factor"
"Metro","08","00821","CO",106540,0 
"Metro","08","00822","CO",100807,0 
"Metro","08","00901","CO",102268,0 
"Metro","08","00902","CO",101808,0 
"Metro","08","00903","CO",101046,0 
"Metro","08","00904","CO",109251,0 
"Metro","08","00905","CO",102556,0 
"Metro","08","01000","CO",35078,0 
"Metro","09","00200","CT",150378,0.001 
"Metro","09","00300","CT",104315,0 
"Metro","09","00400","CT",154723,0.001 
"Metro","09","00500","CT",107980,0 
"Metro","09","00600","CT",107081,0 
"Metro","09","00700","CT",111128,0 
"Metro","09","00800","CT",121578,0.001 
"Metro","09","00900","CT",136364,0.001 
"Metro","09","01100","CT",128912,0.001 
"Metro","09","01200","CT",130176,0.001 
"Metro","09","01300","CT",155071,0.001 
"Metro","09","01400","CT",123539,0.001 
"Metro","09","01500","CT",124305,0.001 
"Metro","09","01600","CT",117335,0.001 
"Metro","09","01700","CT",117898,0.001 
"Metro","09","01800","CT",110034,0 
"Metro","09","01900","CT",107271,0 
"Metro","09","02000","CT",123626,0.001 
"Metro","09","02100","CT",183303,0.001 
"Metro","09","02200","CT",206179,0.001 
"Metro","09","02300","CT",236473,0.001 
"Metro","09","02400","CT",139529,0.001 
"Metro","09","02500","CT",117083,0.001 
"Metro","10","00101","DE",150716,0.001 
"Metro","10","00102","DE",125253,0.001 
"Metro","10","00103","DE",122063,0.001 
"Metro","10","00104","DE",102233,0 
"Metro","10","00200","DE",126697,0.001 
"Metro","11","00101","DC",101578,0 
"Metro","11","00102","DC",106159,0 
"Metro","11","00103","DC",117201,0.001 
"Metro","11","00104","DC",139614,0.001 
"Metro","11","00105","DC",107507,0 
"Metro","12","00101","FL",193053,0.001 
"Metro","12","00102","FL",101357,0 
"Metro","12","00200","FL",117743,0.001 
"Metro","12","00300","FL",170498,0.001 
"Metro","12","00500","FL",148217,0.001 
"Metro","12","00600","FL",35765,0 
"Metro","12","00701","FL",171782,0.001 
"Metro","12","00702","FL",112757,0 
"Metro","12","00800","FL",14437,0 
"Metro","12","00900","FL",22259,0 
"Metro","12","01001","FL",107751,0 
"Metro","12","01002","FL",110204,0 
"Metro","12","01101","FL",106695,0 
"Metro","12","01102","FL",136875,0.001 
"Metro","12","01103","FL",105872,0 
"Metro","12","01104","FL",124697,0.001 
"Metro","12","01105","FL",104611,0 
"Metro","12","01106","FL",101008,0 
"Metro","12","01107","FL",156784,0.001 
"Metro","12","01200","FL",123135,0.001 
"Metro","12","01300","FL",140814,0.001 
"Metro","12","01400","FL",49832,0 
"Metro","12","01501","FL",104671,0 
"Metro","12","01502","FL",154245,0.001 
"Metro","12","01700","FL",130802,0.001 
"Metro","12","01801","FL",105439,0 
"Metro","12","01802","FL",105089,0 
"Metro","12","01901","FL",192698,0.001 
"Metro","12","01902","FL",120738,0.001 
"Metro","12","01903","FL",129907,0.001 
"Metro","12","02001","FL",154102,0.001 
"Metro","12","02002","FL",104758,0 
"Metro","12","02003","FL",106336,0 
"Metro","12","02101","FL",155942,0.001 
"Metro","12","02102","FL",118603,0.001 
"Metro","12","02103","FL",100779,0 
"Metro","12","02104","FL",100906,0 
"Metro","12","02201","FL",101682,0 
"Metro","12","02202","FL",179736,0.001 
"Metro","12","02203","FL",129757,0.001 
"Metro","12","02204","FL",136998,0.001 
"Metro","12","02205","FL",102607,0 
"Metro","12","02206","FL",141404,0.001 
"Metro","12","02207","FL",104160,0 
"Metro","12","02300","FL",172493,0.001 
"Metro","12","02401","FL",150697,0.001 
"Metro","12","02402","FL",125708,0.001 
"Metro","12","02403","FL",102295,0 
"Metro","12","02404","FL",105224,0 
"Metro","12","02501","FL",117591,0.001 
"Metro","12","02502","FL",119444,0.001 
"Metro","12","02503","FL",107730,0 
"Metro","12","02601","FL",119663,0.001 
"Metro","12","02602","FL",103249,0 
"Metro","12","02603","FL",113201,0 
"Metro","12","02604","FL",105885,0 
"Metro","12","02605","FL",117145,0.001 
"Metro","12","02606","FL",109279,0 
"Metro","12","02607","FL",125883,0.001 
"Metro","12","02608","FL",127177,0.001 
"Metro","12","02701","FL",138437,0.001 
"Metro","12","02702","FL",149564,0.001 
"Metro","12","02703","FL",116729,0.001 
"Metro","12","02704","FL",147502,0.001 
"Metro","12","02705","FL",105500,0 
"Metro","12","02706","FL",101490,0 
"Metro","12","02707","FL",133534,0.001 
"Metro","12","02708","FL",106192,0 
"Metro","12","02801","FL",134394,0.001 
"Metro","12","02802","FL",129608,0.001 
"Metro","12","02901","FL",175152,0.001 
"Metro","12","02902","FL",150805,0.001 
"Metro","12","03000","FL",141627,0.001 
"Metro","12","03200","FL",112947,0 
"Metro","12","03300","FL",192695,0.001 
"Metro","12","03400","FL",126731,0.001 
"Metro","12","03501","FL",183935,0.001 
"Metro","12","03502","FL",129888,0.001 
"Metro","12","03503","FL",110005,0 
"Metro","12","03504","FL",107544,0 
"Metro","12","03505","FL",129324,0.001 
"Metro","12","03506","FL",107735,0 
"Metro","12","03507","FL",105032,0 
"Metro","12","03508","FL",102811,0 
"Metro","12","03509","FL",154910,0.001 
"Metro","12","03601","FL",132951,0.001 
"Metro","12","03602","FL",105683,0 
"Metro","12","03603","FL",104503,0 
"Metro","12","03604","FL",109935,0 
"Metro","12","03605","FL",141829,0.001 
"Metro","12","03606","FL",174040,0.001 
"Metro","12","03607","FL",106010,0 
"Metro","12","03608","FL",144356,0.001 
"Metro","12","03609","FL",112455,0 
"Metro","12","03610","FL",135089,0.001 
"Metro","12","03611","FL",130089,0.001 
"Metro","12","03612","FL",102383,0 
"Metro","12","03613","FL",123695,0.001 
"Metro","12","03701","FL",123148,0.001 
"Metro","12","03702","FL",128229,0.001 
"Metro","12","03800","FL",102286,0 
"Metro","12","03901","FL",117247,0.001 
"Metro","12","03902","FL",105694,0 
"Metro","12","03903","FL",115661,0 
"Metro","12","04001","FL",102123,0 
"Metro","12","04002","FL",104643,0 
"Metro","12","04003","FL",105305,0 
"Metro","12","04004","FL",118445,0.001 
"Metro","12","04005","FL",137551,0.001 
"Metro","12","04006","FL",101338,0 
"Metro","12","04007","FL",128514,0.001 
"Metro","12","04008","FL",125727,0.001 
"Metro","12","04009","FL",101190,0 
"Metro","12","04010","FL",110054,0 
"Metro","12","04011","FL",158650,0.001 
"Metro","12","04012","FL",138722,0.001 
"Metro","12","04013","FL",108940,0 
"Metro","12","04014","FL",111491,0 
"Metro","12","04015","FL",128513,0.001 
"Metro","12","04016","FL",104501,0 
"Metro","12","04017","FL",117082,0.001 
"Metro","12","04018","FL",102653,0 
"Metro","12","04019","FL",120654,0.001 
"Metro","12","04020","FL",27266,0 
"Metro","13","00100","GA",129489,0.001 
"Metro","13","00200","GA",120031,0.001 
"Metro","13","00500","GA",153444,0.001 
"Metro","13","00600","GA",139277,0.001 
"Metro","13","00700","GA",157697,0.001 
"Metro","13","00800","GA",137389,0.001 
"Metro","13","00900","GA",106831,0 
"Metro","13","01000","GA",83374,0 
"Metro","13","01101","GA",112940,0 
"Metro","13","01102","GA",178889,0.001 
"Metro","13","01103","GA",107185,0 
"Metro","13","01104","GA",104024,0 
"Metro","13","01105","GA",106368,0 
"Metro","13","01106","GA",103547,0 
"Metro","13","01107","GA",103053,0 
"Metro","13","01201","GA",112100,0 
"Metro","13","01202","GA",129097,0.001 
"Metro","13","01203","GA",104195,0 
"Metro","13","01204","GA",108004,0 
"Metro","13","01205","GA",102456,0 
"Metro","13","01206","GA",110013,0 
"Metro","13","01301","GA",112650,0 
"Metro","13","01302","GA",115072,0 
"Metro","13","01303","GA",105222,0 
"Metro","13","01304","GA",106916,0 
"Metro","13","01305","GA",167891,0.001 
"Metro","13","01401","GA",123603,0.001 
"Metro","13","01402","GA",112914,0 
"Metro","13","01501","GA",111742,0 
"Metro","13","01502","GA",131284,0.001 
"Metro","13","01503","GA",103717,0 
"Metro","13","01504","GA",121758,0.001 
"Metro","13","01505","GA",119947,0.001 
"Metro","13","01600","GA",132112,0.001 
"Metro","13","01700","GA",119341,0.001 
"Metro","13","01800","GA",179442,0.001 
"Metro","13","01900","GA",141903,0.001 
"Metro","13","02000","GA",238895,0.001 
"Metro","13","02100","GA",116255,0 
"Metro","13","02200","GA",12635,0 
"Metro","13","02300","GA",199775,0.001 
"Metro","13","02400","GA",110519,0 
"Metro","13","02500","GA",22243,0 
"Metro","13","02600","GA",11426,0 
"Metro","13","02700","GA",153887,0.001 
"Metro","13","02800","GA",144994,0.001 
"Metro","13","02900","GA",57241,0 
"Metro","13","03000","GA",186291,0.001 
"Metro","13","03100","GA",22026,0 
"Metro","13","03400","GA",131510,0.001 
"Metro","13","03500","GA",100538,0 
"Metro","13","03600","GA",143713,0.001 
"Metro","13","03700","GA",67568,0 
"Metro","13","03800","GA",14629,0 
"Metro","13","03900","GA",7241,0 
"Metro","13","04000","GA",120822,0.001 
"Metro","13","04100","GA",37011,0 
"Metro","13","04300","GA",112319,0 
"Metro","15","00301","HI",113560,0 
"Metro","15","00302","HI",117994,0.001 
"Metro","15","00303","HI",102724,0 
"Metro","15","00304","HI",109509,0 
"Metro","15","00305","HI",109354,0 
"Metro","15","00306","HI",144481,0.001 
"Metro","15","00307","HI",178534,0.001 
"Metro","16","00100","ID",108685,0 
"Metro","16","00200","ID",37410,0 
"Metro","16","00300","ID",101677,0 
"Metro","16","00400","ID",32495,0 
"Metro","16","00500","ID",131441,0.001 
"Metro","16","00600","ID",185787,0.001 
"Metro","16","00700","ID",115117,0 
"Metro","16","00900","ID",94432,0 
"Metro","17","00101","IL",7282,0 
"Metro","17","00102","IL",101661,0 
"Metro","17","00103","IL",108408,0 
"Metro","17","00400","IL",54103,0 
"Metro","17","00500","IL",17633,0 
"Metro","17","01101","IL",181480,0.001 
"Metro","17","01102","IL",137756,0.001 
"Metro","17","01201","IL",122336,0.001 
"Metro","17","01202","IL",158273,0.001 
"Metro","17","01300","IL",111454,0 
"Metro","17","01400","IL",89983,0 
"Metro","17","01500","IL",114706,0 
"Metro","17","01600","IL",16365,0 
"Metro","17","01700","IL",112936,0 
"Metro","17","01800","IL",105966,0 
"Metro","17","01900","IL",128485,0.001 
"Metro","17","02000","IL",150433,0.001 
"Metro","17","02100","IL",179669,0.001 
"Metro","17","02200","IL",98160,0 
"Metro","17","02300","IL",103833,0 
"Metro","17","02500","IL",19512,0 
"Metro","17","02600","IL",88969,0 
"Metro","17","02800","IL",150115,0.001 
"Metro","17","02900","IL",170089,0.001 
"Metro","17","03001","IL",105693,0 
"Metro","17","03002","IL",113751,0 
"Metro","17","03003","IL",143591,0.001 
"Metro","17","03004","IL",109171,0 
"Metro","17","03005","IL",115553,0 
"Metro","17","03006","IL",130981,0.001 
"Metro","17","03101","IL",121487,0.001 
"Metro","17","03102","IL",114467,0 
"Metro","17","03103","IL",142062,0.001 
"Metro","17","03104","IL",161785,0.001 
"Metro","17","03201","IL",194667,0.001 
"Metro","17","03202","IL",118616,0.001 
"Metro","17","03203","IL",117604,0.001 
"Metro","17","03204","IL",148110,0.001 
"Metro","17","03205","IL",124553,0.001 
"Metro","17","03206","IL",200611,0.001 
"Metro","17","03301","IL",109714,0 
"Metro","17","03302","IL",133084,0.001 
"Metro","17","03303","IL",191558,0.001 
"Metro","17","03304","IL",104957,0 
"Metro","17","03305","IL",105043,0 
"Metro","17","03401","IL",124847,0.001 
"Metro","17","03402","IL",217585,0.001 
"Metro","17","03403","IL",252722,0.001 
"Metro","17","03404","IL",220200,0.001 
"Metro","17","03405","IL",233593,0.001 
"Metro","17","03406","IL",119164,0.001 
"Metro","17","03407","IL",183170,0.001 
"Metro","17","03408","IL",192156,0.001 
"Metro","17","03409","IL",147937,0.001 
"Metro","17","03410","IL",162526,0.001 
"Metro","17","03411","IL",174613,0.001 
"Metro","17","03412","IL",109887,0 
"Metro","17","03413","IL",180802,0.001 
"Metro","17","03414","IL",161525,0.001 
"Metro","17","03501","IL",189233,0.001 
"Metro","17","03502","IL",159137,0.001 
"Metro","17","03503","IL",149668,0.001 
"Metro","17","03504","IL",152977,0.001 
"Metro","17","03505","IL",128905,0.001 
"Metro","17","03506","IL",156130,0.001 
"Metro","17","03507","IL",117527,0.001 
"Metro","17","03508","IL",151504,0.001 
"Metro","17","03509","IL",240141,0.001 
"Metro","17","03510","IL",145127,0.001 
"Metro","17","03511","IL",135102,0.001 
"Metro","17","03512","IL",170965,0.001 
"Metro","17","03513","IL",204193,0.001 
"Metro","17","03514","IL",126435,0.001 
"Metro","17","03515","IL",175683,0.001 
"Metro","17","03516","IL",171275,0.001 
"Metro","17","03517","IL",105622,0 
"Metro","17","03518","IL",108102,0 
"Metro","17","03519","IL",108288,0 
"Metro","18","00100","IN",102746,0 
"Metro","18","00201","IN",120599,0.001 
"Metro","18","00202","IN",159881,0.001 
"Metro","18","00203","IN",101338,0 
"Metro","18","00300","IN",146798,0.001 
"Metro","18","00400","IN",110106,0 
"Metro","18","00500","IN",107789,0 
"Metro","18","00600","IN",157770,0.001 
"Metro","18","00700","IN",182791,0.001 
"Metro","18","00900","IN",205727,0.001 
"Metro","18","01000","IN",126122,0.001 
"Metro","18","01100","IN",58307,0 
"Metro","18","01300","IN",44609,0 
"Metro","18","01400","IN",29586,0 
"Metro","18","01700","IN",101541,0 
"Metro","18","01800","IN",148955,0.001 
"Metro","18","01901","IN",118791,0.001 
"Metro","18","01902","IN",110056,0 
"Metro","18","02001","IN",129797,0.001 
"Metro","18","02002","IN",102397,0 
"Metro","18","02100","IN",118769,0.001 
"Metro","18","02301","IN",111961,0 
"Metro","18","02302","IN",102324,0 
"Metro","18","02303","IN",102068,0 
"Metro","18","02304","IN",133461,0.001 
"Metro","18","02305","IN",167055,0.001 
"Metro","18","02306","IN",126021,0.001 
"Metro","18","02307","IN",117564,0.001 
"Metro","18","02400","IN",115209,0 
"Metro","18","02500","IN",170782,0.001 
"Metro","18","02600","IN",90962,0 
"Metro","18","02700","IN",149192,0.001 
"Metro","18","02800","IN",21751,0 
"Metro","18","02900","IN",120563,0.001 
"Metro","18","03000","IN",86392,0 
"Metro","18","03100","IN",22151,0 
"Metro","18","03200","IN",51732,0 
"Metro","18","03300","IN",96472,0 
"Metro","18","03400","IN",105148,0 
"Metro","18","03500","IN",27223,0 
"Metro","18","03600","IN",32500,0 
"Metro","18","03700","IN",121582,0.001 
"Metro","18","03800","IN",129784,0.001 
"Metro","19","00300","IA",35694,0 
"Metro","19","00400","IA",128012,0.001 
"Metro","19","00500","IA",89143,0 
"Metro","19","00600","IA",66199,0 
"Metro","19","00700","IA",111006,0 
"Metro","19","00800","IA",191701,0.001 
"Metro","19","01000","IA",11353,0 
"Metro","19","01100","IA",103877,0 
"Metro","19","01200","IA",117917,0.001 
"Metro","19","01400","IA",198682,0.001 
"Metro","19","01500","IA",175919,0.001 
"Metro","19","01600","IA",120731,0.001 
"Metro","19","01700","IA",54690,0 
"Metro","19","01900","IA",158668,0.001 
"Metro","20","00400","KS",108023,0 
"Metro","20","00500","KS",157882,0.001 
"Metro","20","00601","KS",133721,0.001 
"Metro","20","00602","KS",105310,0 
"Metro","20","00603","KS",109615,0 
"Metro","20","00604","KS",102440,0 
"Metro","20","00700","KS",128313,0.001 
"Metro","20","00800","KS",169871,0.001 
"Metro","20","00900","KS",48381,0 
"Metro","20","01100","KS",25946,0 
"Metro","20","01300","KS",200110,0.001 
"Metro","20","01401","KS",109857,0 
"Metro","20","01402","KS",110569,0 
"Metro","20","01403","KS",124684,0.001 
"Metro","20","01500","KS",9570,0 
"Metro","21","00300","KY",84862,0 
"Metro","21","00400","KY",92522,0 
"Metro","21","00500","KY",11644,0 
"Metro","21","01100","KY",33144,0 
"Metro","21","01200","KY",62249,0 
"Metro","21","01300","KY",50850,0 
"Metro","21","01400","KY",120523,0.001 
"Metro","21","01500","KY",67341,0 
"Metro","21","01600","KY",101483,0 
"Metro","21","01701","KY",145037,0.001 
"Metro","21","01702","KY",102954,0 
"Metro","21","01703","KY",198417,0.001 
"Metro","21","01704","KY",104961,0 
"Metro","21","01705","KY",142235,0.001 
"Metro","21","01800","KY",175702,0.001 
"Metro","21","01901","KY",111828,0 
"Metro","21","01902","KY",148684,0.001 
"Metro","21","02000","KY",52421,0 
"Metro","21","02100","KY",8279,0 
"Metro","21","02200","KY",86643,0 
"Metro","21","02300","KY",103006,0 
"Metro","21","02400","KY",151464,0.001 
"Metro","21","02500","KY",116245,0 
"Metro","22","00101","LA",137078,0.001 
"Metro","22","00102","LA",115083,0 
"Metro","22","00200","LA",98310,0 
"Metro","22","00300","LA",25494,0 
"Metro","22","00400","LA",147250,0.001 
"Metro","22","00500","LA",22803,0 
"Metro","22","00600","LA",18698,0 
"Metro","22","00700","LA",126337,0.001 
"Metro","22","00800","LA",9991,0 
"Metro","22","00900","LA",183577,0.001 
"Metro","22","01000","LA",110257,0 
"Metro","22","01100","LA",80246,0 
"Metro","22","01300","LA",103079,0 
"Metro","22","01401","LA",102496,0 
"Metro","22","01402","LA",104139,0 
"Metro","22","01501","LA",105183,0 
"Metro","22","01502","LA",122635,0.001 
"Metro","22","01600","LA",168441,0.001 
"Metro","22","01801","LA",115878,0 
"Metro","22","01802","LA",107802,0 
"Metro","22","01803","LA",138125,0.001 
"Metro","22","01804","LA",122869,0.001 
"Metro","22","01901","LA",141746,0.001 
"Metro","22","01902","LA",102612,0 
"Metro","22","01903","LA",101690,0 
"Metro","22","01904","LA",102831,0 
"Metro","22","01905","LA",100573,0 
"Metro","22","02001","LA",89448,0 
"Metro","22","02002","LA",101820,0 
"Metro","22","02100","LA",89974,0 
"Metro","22","02200","LA",104503,0 
"Metro","22","02300","LA",48583,0 
"Metro","22","02400","LA",91116,0 
"Metro","23","00100","ME",179581,0.001 
"Metro","23","00200","ME",103715,0 
"Metro","23","00300","ME",136353,0.001 
"Metro","23","00400","ME",67919,0 
"Metro","23","00700","ME",103793,0 
"Metro","23","00900","ME",144919,0.001 
"Metro","24","00100","MD",74930,0 
"Metro","24","00200","MD",131923,0.001 
"Metro","24","00300","MD",195277,0.001 
"Metro","24","00400","MD",150897,0.001 
"Metro","24","00501","MD",109970,0 
"Metro","24","00502","MD",106098,0 
"Metro","24","00503","MD",108804,0 
"Metro","24","00504","MD",109029,0 
"Metro","24","00505","MD",101132,0 
"Metro","24","00506","MD",111596,0 
"Metro","24","00507","MD",107663,0 
"Metro","24","00601","MD",118227,0.001 
"Metro","24","00602","MD",100363,0 
"Metro","24","00700","MD",85951,0 
"Metro","24","00801","MD",101737,0 
"Metro","24","00802","MD",103215,0 
"Metro","24","00803","MD",109058,0 
"Metro","24","00804","MD",136085,0.001 
"Metro","24","00805","MD",100631,0 
"Metro","24","00806","MD",100428,0 
"Metro","24","00901","MD",110187,0 
"Metro","24","00902","MD",137655,0.001 
"Metro","24","01001","MD",103090,0 
"Metro","24","01002","MD",114454,0 
"Metro","24","01003","MD",153276,0.001 
"Metro","24","01004","MD",167708,0.001 
"Metro","24","01005","MD",123676,0.001 
"Metro","24","01006","MD",107049,0 
"Metro","24","01007","MD",104088,0 
"Metro","24","01101","MD",103811,0 
"Metro","24","01102","MD",117042,0.001 
"Metro","24","01103","MD",101990,0 
"Metro","24","01104","MD",100992,0 
"Metro","24","01105","MD",138755,0.001 
"Metro","24","01106","MD",133467,0.001 
"Metro","24","01107","MD",105458,0 
"Metro","24","01201","MD",128129,0.001 
"Metro","24","01202","MD",107469,0 
"Metro","24","01203","MD",128396,0.001 
"Metro","24","01204","MD",125662,0.001 
"Metro","24","01300","MD",40563,0 
"Metro","24","01400","MD",109391,0 
"Metro","24","01500","MD",74563,0 
"Metro","24","01600","MD",120546,0.001 
"Metro","25","00100","MA",119401,0.001 
"Metro","25","00200","MA",118963,0.001 
"Metro","25","00300","MA",142284,0.001 
"Metro","25","00400","MA",103017,0 
"Metro","25","00500","MA",185605,0.001 
"Metro","25","00600","MA",105167,0 
"Metro","25","00700","MA",147079,0.001 
"Metro","25","00800","MA",117794,0.001 
"Metro","25","00900","MA",107977,0 
"Metro","25","01000","MA",111523,0 
"Metro","25","01100","MA",120286,0.001 
"Metro","25","01200","MA",118760,0.001 
"Metro","25","01300","MA",106588,0 
"Metro","25","01400","MA",108062,0 
"Metro","25","01500","MA",106643,0 
"Metro","25","01600","MA",101426,0 
"Metro","25","01700","MA",110485,0 
"Metro","25","01800","MA",114822,0 
"Metro","25","01900","MA",152082,0.001 
"Metro","25","02000","MA",113117,0 
"Metro","25","02100","MA",119894,0.001 
"Metro","25","02200","MA",113178,0 
"Metro","25","02300","MA",172648,0.001 
"Metro","25","02400","MA",103393,0 
"Metro","25","02500","MA",103280,0 
"Metro","25","02600","MA",104071,0 
"Metro","25","02700","MA",189150,0.001 
"Metro","25","02800","MA",107421,0 
"Metro","25","02900","MA",100666,0 
"Metro","25","03000","MA",112105,0 
"Metro","25","03100","MA",115515,0 
"Metro","25","03200","MA",101355,0 
"Metro","25","03301","MA",105352,0 
"Metro","25","03302","MA",129578,0.001 
"Metro","25","03303","MA",121523,0.001 
"Metro","25","03304","MA",110606,0 
"Metro","25","03305","MA",122082,0.001 
"Metro","25","03400","MA",140936,0.001 
"Metro","25","03500","MA",105669,0 
"Metro","25","03600","MA",102078,0 
"Metro","25","03700","MA",123500,0.001 
"Metro","25","03800","MA",114087,0 
"Metro","25","03900","MA",150643,0.001 
"Metro","25","04000","MA",113352,0 
"Metro","25","04100","MA",142107,0.001 
"Metro","25","04200","MA",108350,0 
"Metro","25","04300","MA",108709,0 
"Metro","25","04400","MA",124355,0.001 
"Metro","25","04500","MA",175198,0.001 
"Metro","25","04600","MA",150478,0.001 
"Metro","25","04700","MA",78067,0 
"Metro","25","04800","MA",144163,0.001 
"Metro","26","00800","MI",110157,0 
"Metro","26","00900","MI",210039,0.001 
"Metro","26","01100","MI",47874,0 
"Metro","26","01200","MI",170200,0.001 
"Metro","26","01300","MI",197800,0.001 
"Metro","26","01401","MI",137858,0.001 
"Metro","26","01402","MI",106419,0 
"Metro","26","01403","MI",132258,0.001 
"Metro","26","01500","MI",238314,0.001 
"Metro","26","01700","MI",56755,0 
"Metro","26","01800","MI",119128,0.001 
"Metro","26","01900","MI",164999,0.001 
"Metro","26","02000","MI",163601,0.001 
"Metro","26","02100","MI",61518,0 
"Metro","26","02200","MI",124943,0.001 
"Metro","26","02301","MI",115033,0 
"Metro","26","02302","MI",196165,0.001 
"Metro","26","02400","MI",162453,0.001 
"Metro","26","02501","MI",153041,0.001 
"Metro","26","02502","MI",189407,0.001 
"Metro","26","02503","MI",163075,0.001 
"Metro","26","02504","MI",159595,0.001 
"Metro","26","02505","MI",149494,0.001 
"Metro","26","02506","MI",175066,0.001 
"Metro","26","02507","MI",100583,0 
"Metro","26","02508","MI",103895,0 
"Metro","26","02601","MI",126509,0.001 
"Metro","26","02602","MI",188357,0.001 
"Metro","26","02700","MI",51104,0 
"Metro","26","02800","MI",137985,0.001 
"Metro","26","02900","MI",158422,0.001 
"Metro","26","03100","MI",145945,0.001 
"Metro","26","03200","MI",114024,0 
"Metro","26","03300","MI",208871,0.001 
"Metro","26","03400","MI",156951,0.001 
"Metro","26","03500","MI",252139,0.001 
"Metro","26","03600","MI",100545,0 
"Metro","26","03701","MI",135164,0.001 
"Metro","26","03702","MI",109229,0 
"Metro","26","03703","MI",110661,0 
"Metro","26","03704","MI",123014,0.001 
"Metro","26","03705","MI",114180,0 
"Metro","26","03706","MI",117061,0.001 
"Metro","26","03707","MI",104526,0 
"Metro","26","03708","MI",137435,0.001 
"Metro","26","03801","MI",101676,0 
"Metro","26","03802","MI",207661,0.001 
"Metro","26","03803","MI",164885,0.001 
"Metro","26","03804","MI",114440,0 
"Metro","26","03805","MI",125599,0.001 
"Metro","26","03806","MI",165815,0.001 
"Metro","26","03807","MI",129271,0.001 
"Metro","26","03900","MI",124471,0.001 
"Metro","26","04000","MI",138247,0.001 
"Metro","26","04101","MI",153913,0.001 
"Metro","26","04102","MI",152716,0.001 
"Metro","26","04103","MI",105960,0 
"Metro","26","04104","MI",112842,0 
"Metro","27","00100","MN",82598,0 
"Metro","27","00400","MN",200528,0.001 
"Metro","27","00500","MN",31671,0 
"Metro","27","00800","MN",167392,0.001 
"Metro","27","00900","MN",226791,0.001 
"Metro","27","01001","MN",164999,0.001 
"Metro","27","01002","MN",133085,0.001 
"Metro","27","01100","MN",159703,0.001 
"Metro","27","01201","MN",145567,0.001 
"Metro","27","01202","MN",105747,0 
"Metro","27","01203","MN",104590,0 
"Metro","27","01301","MN",133155,0.001 
"Metro","27","01302","MN",124081,0.001 
"Metro","27","01303","MN",125382,0.001 
"Metro","27","01401","MN",105079,0 
"Metro","27","01402","MN",186407,0.001 
"Metro","27","01403","MN",107147,0 
"Metro","27","01404","MN",106200,0 
"Metro","27","01405","MN",108696,0 
"Metro","27","01406","MN",120053,0.001 
"Metro","27","01501","MN",165028,0.001 
"Metro","27","01502","MN",122123,0.001 
"Metro","27","01601","MN",101057,0 
"Metro","27","01602","MN",122827,0.001 
"Metro","27","01700","MN",201130,0.001 
"Metro","27","02200","MN",41328,0 
"Metro","27","02300","MN",124277,0.001 
"Metro","27","02400","MN",17731,0 
"Metro","28","00100","MS",107199,0 
"Metro","28","00200","MS",34993,0 
"Metro","28","00500","MS",34597,0 
"Metro","28","01300","MS",115327,0 
"Metro","28","01400","MS",183723,0.001 
"Metro","28","01500","MS",141751,0.001 
"Metro","28","01700","MS",56396,0 
"Metro","28","01800","MS",12138,0 
"Metro","28","01900","MS",111674,0 
"Metro","28","02100","MS",75733,0 
"Metro","28","02200","MS",189601,0.001 
"Metro","28","02300","MS",131420,0.001 
"Metro","29","00100","MO",20566,0 
"Metro","29","00200","MO",102490,0 
"Metro","29","00500","MO",137202,0.001 
"Metro","29","00600","MO",135454,0.001 
"Metro","29","00800","MO",158131,0.001 
"Metro","29","00901","MO",180150,0.001 
"Metro","29","00902","MO",176938,0.001 
"Metro","29","01001","MO",118635,0.001 
"Metro","29","01002","MO",105662,0 
"Metro","29","01003","MO",114495,0 
"Metro","29","01004","MO",102753,0 
"Metro","29","01100","MO",113288,0 
"Metro","29","01200","MO",59306,0 
"Metro","29","01400","MO",37730,0 
"Metro","29","01500","MO",157276,0.001 
"Metro","29","01601","MO",142422,0.001 
"Metro","29","01602","MO",141461,0.001 
"Metro","29","01701","MO",130072,0.001 
"Metro","29","01702","MO",135192,0.001 
"Metro","29","01703","MO",118417,0.001 
"Metro","29","01704","MO",108842,0 
"Metro","29","01705","MO",119318,0.001 
"Metro","29","01706","MO",114732,0 
"Metro","29","01707","MO",160962,0.001 
"Metro","29","01708","MO",128780,0.001 
"Metro","29","01801","MO",111779,0 
"Metro","29","01802","MO",100814,0 
"Metro","29","01803","MO",135596,0.001 
"Metro","29","01900","MO",198099,0.001 
"Metro","29","02400","MO",174145,0.001 
"Metro","29","02500","MO",151576,0.001 
"Metro","29","02600","MO",21681,0 
"Metro","29","02700","MO",157322,0.001 
"Metro","30","00200","MT",80357,0 
"Metro","30","00300","MT",9552,0 
"Metro","30","00400","MT",129352,0.001 
"Metro","30","00700","MT",95802,0 
"Metro","31","00200","NE",26592,0 
"Metro","31","00600","NE",16496,0 
"Metro","31","00701","NE",64705,0 
"Metro","31","00702","NE",120834,0.001 
"Metro","31","00801","NE",138439,0.001 
"Metro","31","00802","NE",111852,0 
"Metro","31","00901","NE",128997,0.001 
"Metro","31","00902","NE",118996,0.001 
"Metro","31","00903","NE",106720,0 
"Metro","31","00904","NE",108872,0 
"Metro","32","00100","NV",159006,0.001 
"Metro","32","00200","NV",180480,0.001 
"Metro","32","00400","NV",55856,0 
"Metro","32","00501","NV",110470,0 
"Metro","32","00502","NV",102681,0 
