"cbsatype","state","puma5","stab","pop2k","afact"
"cbsatype","FIPS state","puma5","State Postal Code","Total Pop, 2000 census","cbsatype to puma5 alloc factor"
"Metro","49","00503","UT",129505,0.001 
"Metro","49","00504","UT",146427,0.001 
"Metro","49","00505","UT",113043,0 
"Metro","49","00506","UT",101835,0 
"Metro","49","00507","UT",123688,0.001 
"Metro","49","00601","UT",137652,0.001 
"Metro","49","00602","UT",105387,0 
"Metro","49","00603","UT",125497,0.001 
"Metro","49","00700","UT",98592,0 
"Metro","50","00100","VT",198889,0.001 
"Metro","51","00100","VA",189453,0.001 
"Metro","51","00200","VA",128283,0.001 
"Metro","51","00301","VA",208328,0.001 
"Metro","51","00302","VA",174963,0.001 
"Metro","51","00303","VA",202647,0.001 
"Metro","51","00304","VA",150794,0.001 
"Metro","51","00305","VA",264892,0.001 
"Metro","51","00400","VA",82794,0 
"Metro","51","00501","VA",141229,0.001 
"Metro","51","00502","VA",185009,0.001 
"Metro","51","00600","VA",268974,0.001 
"Metro","51","00700","VA",133820,0.001 
"Metro","51","00800","VA",92446,0 
"Metro","51","00900","VA",109674,0 
"Metro","51","01000","VA",159576,0.001 
"Metro","51","01100","VA",19536,0 
"Metro","51","01200","VA",197790,0.001 
"Metro","51","01300","VA",262300,0.001 
"Metro","51","01400","VA",259903,0.001 
"Metro","51","01500","VA",125560,0.001 
"Metro","51","01600","VA",119658,0.001 
"Metro","51","01700","VA",116274,0 
"Metro","51","01800","VA",214911,0.001 
"Metro","51","01900","VA",41897,0 
"Metro","51","02000","VA",180150,0.001 
"Metro","51","02100","VA",146437,0.001 
"Metro","51","02200","VA",171950,0.001 
"Metro","51","02300","VA",150959,0.001 
"Metro","51","02400","VA",151272,0.001 
"Metro","51","02600","VA",91873,0 
"Metro","51","02801","VA",119978,0.001 
"Metro","51","02802","VA",154485,0.001 
"Metro","51","02803","VA",150794,0.001 
"Metro","51","02900","VA",234403,0.001 
"Metro","51","03000","VA",199184,0.001 
"Metro","51","03100","VA",193970,0.001 
"Metro","51","03200","VA",19333,0 
"Metro","51","03300","VA",47286,0 
"Metro","51","03400","VA",34122,0 
"Metro","51","03500","VA",110156,0 
"Metro","53","00100","WA",166814,0.001 
"Metro","53","00200","WA",102979,0 
"Metro","53","00300","WA",99219,0 
"Metro","53","00500","WA",195629,0.001 
"Metro","53","00601","WA",107454,0 
"Metro","53","00602","WA",114856,0 
"Metro","53","00700","WA",20551,0 
"Metro","53","00800","WA",191822,0.001 
"Metro","53","00901","WA",100341,0 
"Metro","53","00902","WA",122240,0.001 
"Metro","53","01001","WA",135486,0.001 
"Metro","53","01002","WA",153493,0.001 
"Metro","53","01003","WA",101485,0 
"Metro","53","01004","WA",102381,0 
"Metro","53","01005","WA",113179,0 
"Metro","53","01100","WA",102820,0 
"Metro","53","01201","WA",100178,0 
"Metro","53","01202","WA",107177,0 
"Metro","53","01300","WA",193556,0.001 
"Metro","53","01401","WA",144671,0.001 
"Metro","53","01402","WA",150964,0.001 
"Metro","53","01403","WA",102772,0 
"Metro","53","01404","WA",108857,0 
"Metro","53","01701","WA",113492,0 
"Metro","53","01702","WA",118477,0.001 
"Metro","53","01801","WA",126999,0.001 
"Metro","53","01802","WA",109697,0 
"Metro","53","01803","WA",103992,0 
"Metro","53","01804","WA",102596,0 
"Metro","53","01805","WA",120090,0.001 
"Metro","53","01900","WA",109569,0 
"Metro","53","02001","WA",120405,0.001 
"Metro","53","02002","WA",134454,0.001 
"Metro","53","02003","WA",105794,0 
"Metro","53","02004","WA",112586,0 
"Metro","53","02005","WA",118696,0.001 
"Metro","53","02006","WA",114225,0 
"Metro","53","02007","WA",118352,0.001 
"Metro","53","02008","WA",117551,0.001 
"Metro","53","02009","WA",122028,0.001 
"Metro","53","02101","WA",100605,0 
"Metro","53","02102","WA",101073,0 
"Metro","53","02200","WA",143560,0.001 
"Metro","54","00100","WV",141060,0.001 
"Metro","54","00300","WV",111200,0 
"Metro","54","00400","WV",180319,0.001 
"Metro","54","00600","WV",101373,0 
"Metro","54","00700","WV",96784,0 
"Metro","54","00800","WV",287527,0.001 
"Metro","54","01200","WV",65011,0 
"Metro","55","00100","WI",43287,0 
"Metro","55","00200","WI",102313,0 
"Metro","55","00300","WI",124465,0.001 
"Metro","55","00400","WI",63155,0 
"Metro","55","00500","WI",148337,0.001 
"Metro","55","00700","WI",36804,0 
"Metro","55","00800","WI",22780,0 
"Metro","55","00900","WI",107120,0 
"Metro","55","01000","WI",52468,0 
"Metro","55","01100","WI",208054,0.001 
"Metro","55","01200","WI",218472,0.001 
"Metro","55","01300","WI",55821,0 
"Metro","55","01400","WI",97296,0 
"Metro","55","01500","WI",358365,0.002 
"Metro","55","01600","WI",125834,0.001 
"Metro","55","01800","WI",149577,0.001 
"Metro","55","01900","WI",188831,0.001 
"Metro","55","02001","WI",162402,0.001 
"Metro","55","02002","WI",145708,0.001 
"Metro","55","02003","WI",134585,0.001 
"Metro","55","02004","WI",154279,0.001 
"Metro","55","02101","WI",113792,0 
"Metro","55","02102","WI",229398,0.001 
"Metro","55","02201","WI",148131,0.001 
"Metro","55","02202","WI",100698,0 
"Metro","55","02203","WI",111938,0 
"Metro","55","02300","WI",199810,0.001 
"Metro","55","02400","WI",152307,0.001 
"Metro","55","02500","WI",112646,0 
"Metro","56","00200","WY",66533,0 
"Metro","56","00400","WY",81607,0 
"Micro","01","00400","AL",118378,0.004 
"Micro","01","00500","AL",159714,0.005 
"Micro","01","01100","AL",80321,0.003 
"Micro","01","01500","AL",46365,0.002 
"Micro","01","01600","AL",90260,0.003 
"Micro","01","01800","AL",82748,0.003 
"Micro","01","02400","AL",140415,0.005 
"Micro","01","02500","AL",43615,0.001 
"Micro","01","02600","AL",49129,0.002 
"Micro","02","00300","AK",44781,0.002 
"Micro","02","00400","AK",13913,0 
"Micro","04","00800","AZ",51335,0.002 
"Micro","04","00900","AZ",198172,0.007 
"Micro","05","00300","AR",80942,0.003 
"Micro","05","00400","AR",34233,0.001 
"Micro","05","00500","AR",37331,0.001 
"Micro","05","00600","AR",51979,0.002 
"Micro","05","00700","AR",55774,0.002 
"Micro","05","00800","AR",67165,0.002 
"Micro","05","01200","AR",75608,0.003 
"Micro","05","01500","AR",23546,0.001 
"Micro","05","01800","AR",105766,0.004 
"Micro","05","01900","AR",33542,0.001 
"Micro","06","00100","CA",61335,0.002 
"Micro","06","00200","CA",126518,0.004 
"Micro","06","00400","CA",144574,0.005 
"Micro","06","00500","CA",56039,0.002 
"Micro","06","00700","CA",92033,0.003 
"Micro","06","01800","CA",72446,0.002 
"Micro","08","00400","CO",47675,0.002 
"Micro","08","00600","CO",77373,0.003 
"Micro","08","00700","CO",73019,0.002 
"Micro","08","01000","CO",46145,0.002 
"Micro","09","00100","CT",182193,0.006 
"Micro","09","01000","CT",109091,0.004 
"Micro","10","00300","DE",156638,0.005 
"Micro","12","00900","FL",56513,0.002 
"Micro","12","01400","FL",70423,0.002 
"Micro","12","01600","FL",171430,0.006 
"Micro","12","03100","FL",182723,0.006 
"Micro","12","03200","FL",35910,0.001 
"Micro","12","04020","FL",79589,0.003 
"Micro","13","00200","GA",44104,0.002 
"Micro","13","00300","GA",35902,0.001 
"Micro","13","00400","GA",25435,0.001 
"Micro","13","01000","GA",27597,0.001 
"Micro","13","02100","GA",63597,0.002 
"Micro","13","02200","GA",10076,0 
"Micro","13","02600","GA",98134,0.003 
"Micro","13","02800","GA",23668,0.001 
"Micro","13","02900","GA",58779,0.002 
"Micro","13","03100","GA",58962,0.002 
"Micro","13","03200","GA",34337,0.001 
"Micro","13","03300","GA",82548,0.003 
"Micro","13","03700","GA",43664,0.001 
"Micro","13","03800","GA",96141,0.003 
"Micro","13","03900","GA",65822,0.002 
"Micro","13","04100","GA",44651,0.002 
"Micro","13","04200","GA",70977,0.002 
"Micro","15","00100","HI",186557,0.006 
"Micro","15","00200","HI",148677,0.005 
"Micro","16","00200","ID",34935,0.001 
"Micro","16","00300","ID",45285,0.002 
"Micro","16","00400","ID",49708,0.002 
"Micro","16","00800","ID",124216,0.004 
"Micro","16","00900","ID",41735,0.001 
"Micro","17","00101","IL",60653,0.002 
"Micro","17","00200","IL",98111,0.003 
"Micro","17","00300","IL",68277,0.002 
"Micro","17","00400","IL",42153,0.001 
"Micro","17","00500","IL",34264,0.001 
"Micro","17","00600","IL",64449,0.002 
"Micro","17","00800","IL",60105,0.002 
"Micro","17","00900","IL",120908,0.004 
"Micro","17","01000","IL",81736,0.003 
"Micro","17","01400","IL",31183,0.001 
"Micro","17","01600","IL",35372,0.001 
"Micro","17","02200","IL",39678,0.001 
"Micro","17","02400","IL",111509,0.004 
"Micro","17","02500","IL",97425,0.003 
"Micro","17","02600","IL",36062,0.001 
"Micro","17","02700","IL",100011,0.003 
"Micro","18","00800","IN",119774,0.004 
"Micro","18","01100","IN",71700,0.002 
"Micro","18","01200","IN",119185,0.004 
"Micro","18","01400","IN",37629,0.001 
"Micro","18","01500","IN",111972,0.004 
"Micro","18","01600","IN",73403,0.003 
"Micro","18","01800","IN",33866,0.001 
"Micro","18","02200","IN",119605,0.004 
"Micro","18","02800","IN",69076,0.002 
"Micro","18","03000","IN",41335,0.001 
"Micro","18","03100","IN",77697,0.003 
"Micro","18","03200","IN",31705,0.001 
"Micro","18","03300","IN",22960,0.001 
"Micro","18","03500","IN",45922,0.002 
"Micro","18","03600","IN",52511,0.002 
"Micro","19","00100","IA",54207,0.002 
"Micro","19","00200","IA",54356,0.002 
"Micro","19","00500","IA",50149,0.002 
"Micro","19","00600","IA",39311,0.001 
"Micro","19","00900","IA",40235,0.001 
"Micro","19","01300","IA",58386,0.002 
"Micro","19","01600","IA",26224,0.001 
"Micro","19","01700","IA",69265,0.002 
"Micro","19","01800","IA",134308,0.005 
"Micro","20","00100","KS",27507,0.001 
"Micro","20","00200","KS",59760,0.002 
"Micro","20","00300","KS",108999,0.004 
"Micro","20","00400","KS",16774,0.001 
"Micro","20","00900","KS",38965,0.001 
"Micro","20","01000","KS",94344,0.003 
"Micro","20","01100","KS",28205,0.001 
"Micro","20","01200","KS",95491,0.003 
"Micro","20","01500","KS",36291,0.001 
"Micro","20","01600","KS",97329,0.003 
"Micro","21","00100","KY",152757,0.005 
"Micro","21","00200","KY",88162,0.003 
"Micro","21","00500","KY",48070,0.002 
"Micro","21","00600","KY",79144,0.003 
"Micro","21","00700","KY",69297,0.002 
"Micro","21","00800","KY",65925,0.002 
"Micro","21","01100","KY",94233,0.003 
"Micro","21","01200","KY",46808,0.002 
"Micro","21","02000","KY",47687,0.002 
"Micro","21","02100","KY",71087,0.002 
"Micro","22","00200","LA",41831,0.001 
"Micro","22","00300","LA",81589,0.003 
"Micro","22","00500","LA",60146,0.002 
"Micro","22","00600","LA",20247,0.001 
"Micro","22","00800","LA",116952,0.004 
"Micro","22","01100","LA",58861,0.002 
"Micro","22","01200","LA",87700,0.003 
"Micro","22","01700","LA",100588,0.003 
"Micro","22","02001","LA",43926,0.001 
"Micro","22","02100","LA",23388,0.001 
"Micro","22","02300","LA",53500,0.002 
"Micro","22","02500","LA",127073,0.004 
"Micro","23","00500","ME",39618,0.001 
"Micro","23","00600","ME",117114,0.004 
"Micro","24","01300","MD",64486,0.002 
"Micro","24","01400","MD",46543,0.002 
"Micro","24","01500","MD",86211,0.003 
"Micro","26","00100","MI",65789,0.002 
"Micro","26","00200","MI",89960,0.003 
"Micro","26","00300","MI",77063,0.003 
"Micro","26","00400","MI",61533,0.002 
"Micro","26","00500","MI",31314,0.001 
"Micro","26","00800","MI",82874,0.003 
"Micro","26","01000","MI",105636,0.004 
"Micro","26","01100","MI",40553,0.001 
"Micro","26","01600","MI",114771,0.004 
"Micro","26","01700","MI",105665,0.004 
"Micro","26","02302","MI",71687,0.002 
"Micro","26","02700","MI",108209,0.004 
"Micro","26","03000","MI",98890,0.003 
"Micro","27","00200","MN",39650,0.001 
"Micro","27","00300","MN",27150,0.001 
"Micro","27","00500","MN",55099,0.002 
"Micro","27","00600","MN",32821,0.001 
"Micro","27","00700","MN",64297,0.002 
"Micro","27","01800","MN",76101,0.003 
"Micro","27","01900","MN",52336,0.002 
"Micro","27","02000","MN",85712,0.003 
"Micro","27","02100","MN",100792,0.003 
"Micro","27","02200","MN",49985,0.002 
"Micro","27","02400","MN",104867,0.004 
"Micro","27","02500","MN",42634,0.001 
"Micro","28","00200","MS",38744,0.001 
"Micro","28","00300","MS",57328,0.002 
"Micro","28","00400","MS",102481,0.003 
"Micro","28","00500","MS",30622,0.001 
"Micro","28","00600","MS",103610,0.004 
"Micro","28","00700","MS",83085,0.003 
"Micro","28","00800","MS",23263,0.001 
"Micro","28","00900","MS",64881,0.002 
"Micro","28","01000","MS",61586,0.002 
"Micro","28","01100","MS",106569,0.004 
"Micro","28","01200","MS",18149,0.001 
"Micro","28","01600","MS",77793,0.003 
"Micro","28","01700","MS",33166,0.001 
"Micro","28","01800","MS",64958,0.002 
"Micro","28","02000","MS",86879,0.003 
"Micro","28","02100","MS",48621,0.002 
"Micro","29","00100","MO",21912,0.001 
"Micro","29","00300","MO",47057,0.002 
"Micro","29","00400","MO",62578,0.002 
"Micro","29","00500","MO",25853,0.001 
"Micro","29","00700","MO",111417,0.004 
"Micro","29","01300","MO",73678,0.003 
"Micro","29","01400","MO",39825,0.001 
"Micro","29","02000","MO",136363,0.005 
"Micro","29","02100","MO",73577,0.003 
"Micro","29","02200","MO",40867,0.001 
"Micro","29","02300","MO",37238,0.001 
"Micro","29","02600","MO",68361,0.002 
"Micro","30","00100","MT",74471,0.003 
"Micro","30","00200","MT",16673,0.001 
"Micro","30","00500","MT",67831,0.002 
"Micro","30","00600","MT",100371,0.003 
"Micro","31","00100","NE",37770,0.001 
"Micro","31","00200","NE",81200,0.003 
"Micro","31","00300","NE",68305,0.002 
"Micro","31","00400","NE",62447,0.002 
"Micro","31","00500","NE",87331,0.003 
"Micro","31","00600","NE",22993,0.001 
"Micro","31","00701","NE",36160,0.001 
"Micro","32","00300","NV",103409,0.004 
"Micro","32","00400","NV",75760,0.003 
"Micro","33","00100","NH",114854,0.004 
"Micro","33","00200","NH",69278,0.002 
"Micro","33","00400","NH",123272,0.004 
"Micro","33","00500","NH",114283,0.004 
"Micro","35","00200","NM",101295,0.003 
"Micro","35","00300","NM",82473,0.003 
"Micro","35","00400","NM",18343,0.001 
"Micro","35","00700","NM",100393,0.003 
"Micro","35","00800","NM",56018,0.002 
"Micro","35","01000","NM",123680,0.004 
"Micro","35","01100","NM",107169,0.004 
"Micro","36","00100","NY",111931,0.004 
"Micro","36","00200","NY",131028,0.004 
"Micro","36","00500","NY",111738,0.004 
"Micro","36","00804","NY",81963,0.003 
"Micro","36","01300","NY",60370,0.002 
"Micro","36","01700","NY",33342,0.001 
"Micro","36","01800","NY",48599,0.002 
"Micro","36","01900","NY",61676,0.002 
"Micro","36","02000","NY",104781,0.004 
"Micro","36","02500","NY",63094,0.002 
"Micro","36","02800","NY",98726,0.003 
"Micro","36","02900","NY",83955,0.003 
"Micro","36","03000","NY",139750,0.005 
"Micro","37","00300","NC",29334,0.001 
"Micro","37","00400","NC",159186,0.005 
"Micro","37","00500","NC",42695,0.001 
"Micro","37","00600","NC",136851,0.005 
"Micro","37","01100","NC",63780,0.002 
"Micro","37","01200","NC",130340,0.004 
"Micro","37","01500","NC",122660,0.004 
"Micro","37","02200","NC",147246,0.005 
"Micro","37","02500","NC",58100,0.002 
"Micro","37","03100","NC",140065,0.005 
"Micro","37","03300","NC",42954,0.001 
"Micro","37","03500","NC",79456,0.003 
"Micro","37","03800","NC",123339,0.004 
"Micro","37","03900","NC",157331,0.005 
"Micro","37","04400","NC",133462,0.005 
"Micro","37","04500","NC",161200,0.005 
"Micro","37","04700","NC",57892,0.002 
"Micro","37","04800","NC",83117,0.003 
"Micro","38","00100","ND",43285,0.001 
"Micro","38","00200","ND",67392,0.002 
"Micro","38","00300","ND",39906,0.001 
"Micro","39","00100","OH",39500,0.001 
"Micro","39","00400","OH",61792,0.002 
"Micro","39","00800","OH",102728,0.004 
"Micro","39","01400","OH",112010,0.004 
"Micro","39","01500","OH",129978,0.004 
"Micro","39","01600","OH",70583,0.002 
"Micro","39","01700","OH",46611,0.002 
"Micro","39","01800","OH",84895,0.003 
"Micro","39","01900","OH",113183,0.004 
"Micro","39","02100","OH",111564,0.004 
"Micro","39","02300","OH",112075,0.004 
"Micro","39","02500","OH",131706,0.004 
"Micro","39","02600","OH",91155,0.003 
"Micro","39","02900","OH",101219,0.003 
"Micro","39","03400","OH",84585,0.003 
"Micro","39","03600","OH",62223,0.002 
"Micro","39","03700","OH",73345,0.002 
"Micro","39","03800","OH",68976,0.002 
"Micro","39","04700","OH",79195,0.003 
"Micro","39","04800","OH",31069,0.001 
"Micro","40","00100","OK",38593,0.001 
"Micro","40","00200","OK",105893,0.004 
"Micro","40","00300","OK",48238,0.002 
"Micro","40","00400","OK",43182,0.001 
"Micro","40","00500","OK",126129,0.004 
"Micro","40","00600","OK",68190,0.002 
"Micro","40","00700","OK",43953,0.001 
"Micro","40","00800","OK",111972,0.004 
"Micro","40","00900","OK",82190,0.003 
"Micro","40","01302","OK",52,0 
"Micro","40","01600","OK",65469,0.002 
"Micro","41","00100","OR",95078,0.003 
"Micro","41","00200","OR",74379,0.003 
"Micro","41","00300","OR",95390,0.003 
"Micro","41","00500","OR",35630,0.001 
"Micro","41","00600","OR",103069,0.004 
"Micro","41","00800","OR",159642,0.005 
"Micro","41","01000","OR",100399,0.003 
"Micro","42","00300","PA",134229,0.005 
"Micro","42","00400","PA",81048,0.003 
"Micro","42","00500","PA",62761,0.002 
"Micro","42","00700","PA",138687,0.005 
"Micro","42","00903","PA",64151,0.002 
"Micro","42","01100","PA",112792,0.004 
"Micro","42","01200","PA",163570,0.006 
"Micro","42","01400","PA",83382,0.003 
"Micro","42","01500","PA",57565,0.002 
"Micro","42","02001","PA",94643,0.003 
"Micro","42","02400","PA",89605,0.003 
"Micro","42","02502","PA",80023,0.003 
"Micro","42","02700","PA",45586,0.002 
"Micro","42","02801","PA",112465,0.004 
"Micro","42","02802","PA",108140,0.004 
"Micro","42","03500","PA",150336,0.005 
"Micro","45","00100","SC",66215,0.002 
"Micro","45","00400","SC",116486,0.004 
"Micro","45","00600","SC",36108,0.001 
"Micro","45","00800","SC",66271,0.002 
"Micro","45","01300","SC",61351,0.002 
"Micro","45","01400","SC",59540,0.002 
"Micro","45","01800","SC",91582,0.003 
"Micro","45","01900","SC",141615,0.005 
"Micro","45","02000","SC",38264,0.001 
"Micro","45","02300","SC",55797,0.002 
"Micro","46","00100","SD",21802,0.001 
"Micro","46","00300","SD",56850,0.002 
"Micro","46","00400","SD",59657,0.002 
"Micro","46","00500","SD",41133,0.001 
"Micro","46","00600","SD",35189,0.001 
"Micro","47","00100","TN",152776,0.005 
"Micro","47","00200","TN",31115,0.001 
"Micro","47","00600","TN",69378,0.002 
"Micro","47","00700","TN",39854,0.001 
"Micro","47","00900","TN",62909,0.002 
"Micro","47","01100","TN",33565,0.001 
"Micro","47","01200","TN",71170,0.002 
"Micro","47","01600","TN",51910,0.002 
"Micro","47","01700","TN",49015,0.002 
"Micro","47","02100","TN",109117,0.004 
"Micro","47","02500","TN",93024,0.003 
"Micro","47","02600","TN",133851,0.005 
"Micro","47","02700","TN",39926,0.001 
"Micro","47","02800","TN",19797,0.001 
"Micro","48","00100","TX",86170,0.003 
"Micro","48","00400","TX",59318,0.002 
"Micro","48","00600","TX",14676,0.001 
"Micro","48","00800","TX",36363,0.001 
"Micro","48","00900","TX",31242,0.001 
"Micro","48","01000","TX",108577,0.004 
"Micro","48","01300","TX",62110,0.002 
"Micro","48","01500","TX",46659,0.002 
"Micro","48","01700","TX",139333,0.005 
"Micro","48","01800","TX",128386,0.004 
"Micro","48","01900","TX",45124,0.002 
"Micro","48","02700","TX",80910,0.003 
"Micro","48","02800","TX",59189,0.002 
"Micro","48","03100","TX",48612,0.002 
"Micro","48","03400","TX",26141,0.001 
"Micro","48","03600","TX",37674,0.001 
"Micro","48","03900","TX",30373,0.001 
"Micro","48","04100","TX",61758,0.002 
"Micro","48","05000","TX",79145,0.003 
"Micro","48","05800","TX",64467,0.002 
"Micro","48","05900","TX",118079,0.004 
"Micro","48","06100","TX",71685,0.002 
"Micro","48","06500","TX",105642,0.004 
"Micro","49","00100","UT",42745,0.001 
"Micro","49","00400","UT",60861,0.002 
"Micro","49","00700","UT",33779,0.001 
"Micro","50","00200","VT",64498,0.002 
"Micro","50","00300","VT",85644,0.003 
"Micro","50","00400","VT",100394,0.003 
"Micro","51","00900","VA",34262,0.001 
"Micro","51","01100","VA",108988,0.004 
"Micro","51","02700","VA",44598,0.002 
"Micro","51","03300","VA",73346,0.002 
"Micro","53","00200","WA",71558,0.002 
"Micro","53","00300","WA",33362,0.001 
"Micro","53","00400","WA",74698,0.003 
"Micro","53","00700","WA",95920,0.003 
"Micro","53","01500","WA",135794,0.005 
"Micro","53","01600","WA",113930,0.004 
"Micro","54","00200","WV",148742,0.005 
"Micro","54","00700","WV",25957,0.001 
"Micro","54","00900","WV",47579,0.002 
"Micro","54","01000","WV",79220,0.003 
"Micro","54","01100","WV",62980,0.002 
"Micro","55","00400","WI",39858,0.001 
"Micro","55","00600","WI",172378,0.006 
"Micro","55","00800","WI",83244,0.003 
"Micro","55","01000","WI",141122,0.005 
"Micro","55","01300","WI",131359,0.004 
"Micro","55","01700","WI",167780,0.006 
"Micro","56","00100","WY",75606,0.003 
"Micro","56","00200","WY",35804,0.001 
"Micro","56","00300","WY",60258,0.002 
"Micro","56","00400","WY",32014,0.001 
