"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","15",13,2,0,0,0
"2","Albany* GA MSA","85",49,6,0,30,6
"3","Albany-Schenectady-Troy* NY  MSA","178",154,0,0,24,3
"4","Albuquerque* NM MSA","654",553,0,14,87,6
"5","Alexandria* LA MSA","51",43,0,0,8,1
"6","Allentown-Bethlehem-Easton*  PA MSA","179",176,0,3,0,0
"7","Altoona* PA MSA","6",6,0,0,0,0
"8","Amarillo* TX MSA","73",71,2,0,0,0
"9","Anchorage* AK MSA","231",92,112,27,0,0
"10","Anniston* AL MSA","10",10,0,0,0,0
"11","Appleton-Oshkosh-Neenah* WI  MSA","336",192,14,7,123,10
"12","Asheville* NC MSA","125",125,0,0,0,0
"13","Athens* GA MSA","231",159,0,0,72,4
"14","Atlanta  GA MSA","5741",4655,40,24,1022,23
"15","Auburn-Opelika* AL MSA","95",39,8,4,44,4
"16","Augusta-Aiken* GA-SC MSA","240",240,0,0,0,0
"17","Austin-San Marcos* TX MSA","722",700,22,0,0,0
"18","Bakersfield* CA MSA","456",450,2,4,0,0
"19","Bangor* ME MSA","57",47,6,4,0,0
"20","Barnstable-Yarmouth* MA MSA","54",54,0,0,0,0
"21","Baton Rouge* LA MSA","181",171,0,0,10,2
"22","Beaumont-Port Arthur* TX MSA","280",72,0,0,208,5
"23","Bellingham* WA MSA","170",128,4,13,25,2
"24","Benton Harbor* MI MSA","13",13,0,0,0,0
"25","Billings* MT MSA","75",75,0,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","425",199,0,0,226,15
"27","Binghamton* NY MSA","3",3,0,0,0,0
"28","Birmingham* AL MSA","425",425,0,0,0,0
"29","Bismarck* ND MSA","100",84,0,4,12,1
"30","Bloomington* IN MSA","98",62,22,0,14,1
"31","Bloomington-Normal* IL MSA","157",110,0,0,47,4
"32","Boise City* ID MSA","543",504,2,21,16,2
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1698",1082,92,41,483,20
"34","Brownsville-Harlingen-San  Benito* TX MSA","280",262,6,4,8,1
"35","Bryan-College Station* TX MSA","274",126,148,0,0,0
"36","Buffalo-Niagara Falls* NY MSA","173",163,2,8,0,0
"37","Burlington* VT MSA","55",39,2,3,11,2
"38","Canton-Massillon* OH MSA","135",129,6,0,0,0
"39","Casper* WY MSA","14",14,0,0,0,0
"40","Cedar Rapids* IA MSA","113",103,10,0,0,0
"41","Champaign-Urbana* IL MSA","79",61,2,0,16,2
"42","Charleston-North  Charleston* SC MSA","527",464,28,3,32,2
"43","Charleston* WV MSA","22",22,0,0,0,0
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","1736",1620,8,16,92,15
