"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","34",12,4,18,0,0
"2","Albany* GA MSA","47",47,0,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","304",179,6,11,108,12
"4","Albuquerque* NM MSA","1138",534,0,0,604,51
"5","Alexandria* LA MSA","116",22,0,0,94,2
"6","Allentown-Bethlehem-Easton*  PA MSA","216",197,0,7,12,1
"7","Altoona* PA MSA","8",8,0,0,0,0
"8","Amarillo* TX MSA","46",46,0,0,0,0
"9","Anchorage* AK MSA","247",129,48,0,70,3
"10","Anniston* AL MSA","22",22,0,0,0,0
"11","Appleton-Oshkosh-Neenah* WI  MSA","122",91,10,0,21,2
"12","Asheville* NC MSA","137",101,8,0,28,2
"13","Athens* GA MSA","144",112,32,0,0,0
"14","Atlanta  GA MSA","5606",4441,46,7,1112,40
"15","Auburn-Opelika* AL MSA","325",53,10,0,262,16
"16","Augusta-Aiken* GA-SC MSA","263",263,0,0,0,0
"17","Austin-San Marcos* TX MSA","952",664,18,8,262,10
"18","Bakersfield* CA MSA","323",313,2,3,5,1
"19","Bangor* ME MSA","20",16,4,0,0,0
"20","Barnstable-Yarmouth* MA MSA","62",60,2,0,0,0
"21","Baton Rouge* LA MSA","145",111,2,0,32,2
"22","Beaumont-Port Arthur* TX MSA","44",44,0,0,0,0
"23","Bellingham* WA MSA","139",105,6,6,22,1
"24","Benton Harbor* MI MSA","14",14,0,0,0,0
"25","Billings* MT MSA","46",44,2,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","169",165,0,4,0,0
"27","Binghamton* NY MSA","10",10,0,0,0,0
"28","Birmingham* AL MSA","426",411,0,0,15,2
"29","Bismarck* ND MSA","36",36,0,0,0,0
"30","Bloomington* IN MSA","168",26,2,0,140,7
"31","Bloomington-Normal* IL MSA","93",93,0,0,0,0
"32","Boise City* ID MSA","487",422,12,36,17,3
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1179",977,42,44,116,13
"34","Brownsville-Harlingen-San  Benito* TX MSA","225",203,4,8,10,1
"35","Bryan-College Station* TX MSA","136",104,32,0,0,0
"36","Buffalo-Niagara Falls* NY MSA","152",132,2,0,18,2
"37","Burlington* VT MSA","202",31,0,6,165,5
"38","Canton-Massillon* OH MSA","104",87,0,0,17,2
"39","Casper* WY MSA","13",13,0,0,0,0
"40","Cedar Rapids* IA MSA","98",66,4,4,24,2
"41","Champaign-Urbana* IL MSA","79",25,4,0,50,2
"42","Charleston-North  Charleston* SC MSA","568",391,8,7,162,15
"43","Charleston* WV MSA","23",23,0,0,0,0
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","1732",1561,16,6,149,10
"45","Charlottesville* VA MSA","148",132,2,0,14,2
"46","Chattanooga* TN-GA MSA","204",195,0,3,6,1
"47","Cheyenne* WY MSA","27",27,0,0,0,0
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","3850",2662,40,100,1048,47
"49","Chico-Paradise* CA MSA","85",85,0,0,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","1111",981,4,29,97,11
"51","Clarksville-Hopkinsville*  TN-KY MSA","139",108,4,3,24,3
"52","Cleveland-Akron  OH CMSA","819",756,8,14,41,4
"53","Colorado Springs* CO MSA","748",433,0,13,302,24
"54","Columbia* MO MSA","122",118,4,0,0,0
"55","Columbia* SC MSA","383",383,0,0,0,0
"56","Columbus* GA-AL MSA","125",114,4,7,0,0
"57","Columbus  OH MSA","1302",907,10,68,317,27
"58","Corpus Christi* TX MSA","85",64,4,12,5,1
"59","Corvallis OR MSA*","41",35,6,0,0,0
"60","Cumberland* MD-WV MSA","14",14,0,0,0,0
"61","Dallas-Fort Worth  TX CMSA","4401",3463,12,0,926,50
"62","Danville* VA MSA","32",32,0,0,0,0
"63","Davenport-Moline-Rock  Island* IA-IL MSA","48",48,0,0,0,0
"64","Dayton-Springfield* OH MSA","226",197,2,27,0,0
"65","Daytona Beach* FL MSA","598",509,40,22,27,3
"66","Decatur* Al MSA","27",27,0,0,0,0
"67","Decatur* IL MSA","6",6,0,0,0,0
"68","Denver-Boulder-Greeley  CO  CMSA","2100",1909,18,59,114,16
"69","Des Moines* IA MSA","304",292,6,6,0,0
"70","Detroit-Ann Arbor-Flint  MI  CMSA","2059",1741,48,31,239,29
"71","Dothan* AL MSA","27",27,0,0,0,0
"72","Dover* DE MSA","90",88,2,0,0,0
"73","Dubuque* IA MSA","55",25,6,3,21,2
"74","Duluth-Superior* MN-WI MSA","28",24,0,4,0,0
"75","Eau Claire* WI MSA","59",49,2,8,0,0
"76","El Paso* TX MSA","301",265,8,20,8,1
"77","Elkhart-Goshen* IN MSA","92",80,0,12,0,0
"78","Elmira* NY MSA","5",5,0,0,0,0
"79","Enid* OK MSA","10",7,0,3,0,0
"80","Erie* PA MSA","21",21,0,0,0,0
"81","Eugene-Springfield* OR MSA","126",122,4,0,0,0
"82","Evansville-Henderson* IN-KY  MSA","109",105,4,0,0,0
"83","Fargo-Moorhead* ND-MN MSA","50",26,0,0,24,1
"84","Fayetteville* NC MSA","371",91,0,0,280,13
"85","Fayetteville-Springdale-  Rogers* AR MSA","143",143,0,0,0,0
"86","Flagstaff* AZ-UT MSA","53",53,0,0,0,0
"87","Florence* AL MSA","15",15,0,0,0,0
"88","Florence* SC MSA","62",50,2,0,10,2
"89","Fort Collins-Loveland* CO MSA","295",243,0,7,45,5
"90","Fort Myers-Cape Coral* FL MSA","709",495,54,28,132,7
"91","Fort Pierce-Port St. Lucie*  FL MSA","431",375,2,28,26,2
"92","Fort Smith* AR-OK MSA","58",36,4,18,0,0
"93","Fort Walton Beach* FL MSA","150",125,0,3,22,3
"94","Fort Wayne* IN MSA","295",237,0,0,58,4
"95","Fresno  CA MSA","375",358,0,12,5,1
"96","Gadsden* AL MSA","6",6,0,0,0,0
"97","Gainesville* FL MSA","113",70,0,0,43,4
"98","Glens Falls* NY MSA","33",33,0,0,0,0
"99","Goldsboro* NC MSA","34",32,2,0,0,0
"100","Grand Forks* ND-MN MSA","8",2,6,0,0,0
"101","Grand Junction* CO MSA","130",114,0,0,16,1
"102","Grand Rapids-Muskegon-  Holland  MI MSA","530",475,2,14,39,6
"103","Great Falls* MT MSA","7",7,0,0,0,0
"104","Green Bay* WI MSA","133",95,8,0,30,3
"105","Greensboro--Winston-Salem--  High Point  NC MSA","836",689,4,31,112,7
