"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","10",8,2,0,0,0
"2","Albany* GA MSA","55",55,0,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","125",116,4,0,5,1
"4","Albuquerque* NM MSA","108",100,0,8,0,0
"5","Alexandria* LA MSA","36",28,0,0,8,1
"6","Allentown-Bethlehem-Easton*  PA MSA","145",142,0,3,0,0
"7","Altoona* PA MSA","3",3,0,0,0,0
"8","Amarillo* TX MSA","57",55,2,0,0,0
"9","Anchorage* AK MSA","110",68,42,0,0,0
"10","Anniston* AL MSA","21",21,0,0,0,0
"11","Appleton-Oshkosh-Neenah* WI  MSA","165",122,6,12,25,3
"12","Asheville* NC MSA","131",81,6,4,40,1
"13","Athens* GA MSA","91",91,0,0,0,0
"14","Atlanta  GA MSA","4866",3618,14,36,1198,78
"15","Auburn-Opelika* AL MSA","105",29,12,4,60,5
"16","Augusta-Aiken* GA-SC MSA","312",248,0,0,64,3
"17","Austin-San Marcos* TX MSA","1430",599,10,4,817,22
"18","Bakersfield* CA MSA","207",190,0,7,10,2
"19","Bangor* ME MSA","5",5,0,0,0,0
"20","Barnstable-Yarmouth* MA MSA","51",51,0,0,0,0
"21","Baton Rouge* LA MSA","101",101,0,0,0,0
"22","Beaumont-Port Arthur* TX MSA","44",44,0,0,0,0
"23","Bellingham* WA MSA","97",67,4,3,23,1
"24","Benton Harbor* MI MSA","7",7,0,0,0,0
"25","Billings* MT MSA","40",40,0,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","161",161,0,0,0,0
"27","Binghamton* NY MSA","5",5,0,0,0,0
"28","Birmingham* AL MSA","398",364,0,0,34,3
"29","Bismarck* ND MSA","59",11,0,0,48,3
"30","Bloomington* IN MSA","79",36,2,4,37,5
"31","Bloomington-Normal* IL MSA","40",40,0,0,0,0
"32","Boise City* ID MSA","414",356,6,4,48,8
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1197",980,62,24,131,11
"34","Brownsville-Harlingen-San  Benito* TX MSA","244",220,8,11,5,1
"35","Bryan-College Station* TX MSA","82",62,20,0,0,0
"36","Buffalo-Niagara Falls* NY MSA","131",115,2,0,14,1
"37","Burlington* VT MSA","65",23,0,0,42,2
"38","Canton-Massillon* OH MSA","64",59,0,0,5,1
"39","Casper* WY MSA","10",10,0,0,0,0
"40","Cedar Rapids* IA MSA","42",32,2,8,0,0
"41","Champaign-Urbana* IL MSA","142",24,0,0,118,8
"42","Charleston-North  Charleston* SC MSA","420",348,4,6,62,6
"43","Charleston* WV MSA","27",22,0,0,5,1
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","1245",1152,0,9,84,7
"45","Charlottesville* VA MSA","241",119,0,0,122,1
"46","Chattanooga* TN-GA MSA","179",165,6,3,5,1
"47","Cheyenne* WY MSA","26",26,0,0,0,0
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","2652",1818,26,95,713,40
"49","Chico-Paradise* CA MSA","98",96,2,0,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","841",644,4,8,185,17
"51","Clarksville-Hopkinsville*  TN-KY MSA","112",84,28,0,0,0
"52","Cleveland-Akron  OH CMSA","549",509,6,14,20,3
"53","Colorado Springs* CO MSA","288",268,2,8,10,2
