"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","25",25,0,0,0,0
"2","Akron, OH","109",90,0,3,16,1
"3","Albany, GA","55",47,4,4,0,0
"4","Albany-Schenectady-Troy, NY","76",57,4,0,15,2
"5","Albuquerque,* NM","506",477,0,7,22,1
"6","Alexandria, LA","60",60,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","292",276,0,0,16,2
"8","Altoona, PA","2",2,0,0,0,0
"9","Amarillo, TX","95",95,0,0,0,0
"10","Ames, IA","34",10,0,0,24,2
"11","Anchorage,* AK","64",38,10,16,0,0
"12","Anderson, IN","19",19,0,0,0,0
"13","Anderson, SC","87",87,0,0,0,0
"14","Ann Arbor, MI","50",45,0,0,5,1
"15","Anniston-Oxford, AL","18",18,0,0,0,0
"16","Appleton, WI","42",40,2,0,0,0
"17","Asheville, NC","260",230,2,18,10,2
"18","Athens-Clarke County, GA","88",88,0,0,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","6315",4526,14,110,1665,69
"20","Atlantic City,* NJ","180",172,4,4,0,0
"21","Auburn-Opelika,* AL","176",164,12,0,0,0
"22","Augusta-Richmond County, GA-SC","238",238,0,0,0,0
"23","Austin-Round Rock,* TX","2248",1992,20,104,132,5
"24","Bakersfield, CA","402",379,4,12,7,1
"25","Baltimore-Towson,* MD","638",588,2,0,48,5
"26","Bangor, ME","19",17,2,0,0,0
"27","Barnstable Town, MA","69",51,0,7,11,1
"28","Baton Rouge, LA","443",397,0,3,43,4
"29","Battle Creek, MI","7",7,0,0,0,0
"30","Bay City, MI","4",4,0,0,0,0
"31","Beaumont-Port Arthur, TX","64",35,0,0,29,1
"32","Bellingham, WA","76",76,0,0,0,0
"33","Bend,* OR","242",236,6,0,0,0
"34","Billings, MT","39",39,0,0,0,0
"35","Binghamton, NY","0",0,0,0,0,0
"36","Birmingham-Hoover,* AL","701",608,10,0,83,5
"37","Bismarck, ND","14",11,0,3,0,0
"38","Bloomington, IN","63",28,12,3,20,1
"39","Bloomington-Normal, IL","49",39,0,0,10,1
"40","Boise City-Nampa,* ID","772",735,2,35,0,0
"41","Boston-Cambridge-Quincy,* MA-NH","877",459,64,10,344,25
"42","Boulder, CO","50",45,0,0,5,1
"43","Bowling Green, KY","97",59,2,6,30,2
"44","Bremerton-Silverdale, WA","76",74,2,0,0,0
"45","Bridgeport-Stamford-Norwalk, CT","96",87,4,0,5,1
"46","Brownsville-Harlingen, TX","452",244,6,4,198,16
"47","Brunswick, GA","80",69,0,0,11,1
"48","Buffalo-Niagara Falls, NY","65",65,0,0,0,0
"49","Burlington, NC","147",99,0,0,48,4
"50","Burlington-South Burlington, VT","34",27,4,3,0,0
"51","Canton-Massillon, OH","63",58,0,0,5,1
"52","Cape Coral-Fort Myers,* FL","1929",1490,0,76,363,30
"53","Carson City,* NV","3",3,0,0,0,0
"54","Casper,* WY","14",14,0,0,0,0
"55","Cedar Rapids, IA","47",40,0,7,0,0
"56","Champaign-Urbana, IL","33",33,0,0,0,0
"57","Charleston, WV","18",18,0,0,0,0
"58","Charleston-North Charleston,* SC","700",648,0,7,45,7
"59","Charlotte-Gastonia-Concord,* NC-SC","1629",1607,2,6,14,2
"60","Charlottesville,* VA","153",96,2,3,52,2
"61","Chattanooga, TN-GA","240",227,4,0,9,1
"62","Cheyenne, WY","58",49,0,4,5,1
"63","Chicago-Naperville-Joliet,* IL-IN-WI","3894",1882,56,200,1756,NA
"64","Cincinnati-Middletown,* OH-KY-IN","681",552,6,15,108,10
"65","Clarksville, TN-KY","125",119,0,0,6,1
"66","Cleveland, TN","59",52,4,3,0,0
"67","Cleveland-Elyria-Mentor,* OH","317",287,0,30,0,0
"68","Coeur dAlene, ID","130",118,12,0,0,0
"69","College Station-Bryan, TX","120",88,0,0,32,5
"70","Colorado Springs,* CO","443",435,2,6,0,0
"71","Columbia, MO","101",90,8,3,0,0
"72","Columbia,* SC","619",542,2,16,59,3
"73","Columbus, GA-AL","181",145,0,3,33,2
"74","Columbus, IN","12",12,0,0,0,0
"75","Columbus,* OH","539",449,2,48,40,5
"76","Corpus Christi, TX","417",167,0,0,250,13
"77","Corvallis, OR","16",14,2,0,0,0
"78","Cumberland, MD-WV","9",9,0,0,0,0
"79","Dallas-Fort Worth-Arlington,* TX","4134",3574,72,41,447,21
"80","Dalton,* GA","68",55,2,4,7,1
"81","Danville, IL","0",0,0,0,0,0
"82","Danville,* VA","20",20,0,0,0,0
"83","Davenport-Moline-Rock Island,  IA-IL","62",34,0,0,28,NA
"84","Decatur, AL","15",15,0,0,0,0
"85","Decatur, IL","4",4,0,0,0,0
"86","Deltona-Daytona Beach-Ormond Beach,*  FL","381",315,6,0,60,4
"87","Denver-Aurora,* CO","1488",1254,12,8,214,6
"88","Des Moines-West Des Moines,* IA","315",254,8,0,53,4
"89","Detroit-Warren-Livonia,* MI","681",520,4,10,147,13
"90","Dothan, AL","47",47,0,0,0,0
"91","Dover,* DE","154",154,0,0,0,0
"92","Dubuque, IA","18",12,6,0,0,0
"93","Duluth, MN-WI","55",34,2,6,13,1
"94","Durham,* NC","290",290,0,0,0,0
"95","Eau Claire, WI","9",9,0,0,0,0
"96","El Centro,* CA","61",49,0,0,12,2
"97","El Paso, TX","270",270,0,0,0,0
"98","Elizabethtown, KY","36",36,0,0,0,0
"99","Elkhart-Goshen, IN","73",73,0,0,0,0
"100","Elmira, NY","3",1,2,0,0,0
"101","Erie, PA","10",10,0,0,0,0
"102","Eugene-Springfield,* OR","172",107,2,63,0,0
"103","Evansville, IN-KY","89",89,0,0,0,0
"104","Fairbanks,* AK","4",4,0,0,0,0
"105","Fargo, ND-MN","7",7,0,0,0,0
"106","Farmington,* NM","30",30,0,0,0,0
"107","Fayetteville, NC","342",254,0,0,88,11
"108","Fayetteville-Springdale-Rogers,  AR-MO","720",403,110,6,201,13
"109","Flagstaff, AZ","67",67,0,0,0,0
"110","Flint, MI","48",24,0,0,24,1
"111","Florence, SC","32",32,0,0,0,0
"112","Florence-Muscle Shoals, AL","28",20,0,0,8,1
"113","Fond du Lac, WI","5",5,0,0,0,0
"114","Fort Collins-Loveland,* CO","188",162,0,14,12,1
"115","Fort Smith, AR-OK","52",40,12,0,0,0
"116","Fort Walton Beach-Crestview-Destin,*  FL","206",162,0,3,41,1
"117","Fort Wayne,* IN","92",92,0,0,0,0
"118","Fresno, CA","305",236,6,10,53,9
"119","Gadsden, AL","16",16,0,0,0,0
"120","Gainesville, FL","121",106,0,0,15,2
"121","Gainesville, GA","31",31,0,0,0,0
"122","Glens Falls, NY","22",22,0,0,0,0
"123","Goldsboro,* NC","36",36,0,0,0,0
"124","Grand Forks, ND-MN","1",1,0,0,0,0
"125","Grand Junction,* CO","114",114,0,0,0,0
"126","Grand Rapids-Wyoming,* MI","226",192,12,10,12,1
"127","Great Falls, MT","13",13,0,0,0,0
"128","Greeley,* CO","277",249,0,0,28,3
"129","Green Bay, WI","115",53,14,0,48,3
"130","Greensboro-High Point,* NC","443",362,2,0,79,6
"131","Greenville, NC","248",130,30,0,88,11
"132","Greenville,* SC","467",426,0,0,41,3
"133","Gulfport-Biloxi, MS","213",175,6,4,28,2
"134","Hagerstown-Martinsburg, MD-WV","319",250,10,10,49,8
"135","Hanford-Corcoran, CA","39",39,0,0,0,0
"136","Harrisburg-Carlisle, PA","93",91,2,0,0,0
"137","Harrisonburg,* VA","127",127,0,0,0,0
"138","Hartford-West Hartford-East Hartford,  CT","178",155,0,0,23,3
"139","Hattiesburg, MS","7",7,0,0,0,0
"140","Hickory-Lenoir-Morganton, NC","146",146,0,0,0,0
"141","Hinesville-Fort Stewart, GA","2",2,0,0,0,0
"142","Holland-Grand Haven, MI","75",57,4,3,11,2
"143","Honolulu,* HI","112",112,0,0,0,0
"144","Hot Springs, AR","12",12,0,0,0,0
"145","Houma-Bayou Cane-Thibodaux, LA","103",103,0,0,0,0
"146","Houston-Baytown-Sugar Land,* TX","6495",3916,18,17,2544,84
"147","Huntington-Ashland, WV-KY-OH","5",5,0,0,0,0
"148","Huntsville, AL","321",298,0,0,23,1
"149","Idaho Falls, ID","88",88,0,0,0,0
"150","Indianapolis-Carmel,* IN","1026",759,24,24,219,23
"151","Iowa City, IA","114",49,0,0,65,2
"152","Ithaca, NY","3",3,0,0,0,0
"153","Jackson, MI","10",10,0,0,0,0
"154","Jackson, MS","308",266,4,0,38,4
"155","Jackson, TN","67",63,4,0,0,0
"156","Jacksonville,* FL","1787",1363,0,4,420,15
"157","Jacksonville, NC","123",121,2,0,0,0
"158","Janesville, WI","34",22,2,0,10,2
"159","Jefferson City, MO","20",17,0,3,0,0
"160","Johnson City, TN","111",109,2,0,0,0
"161","Johnstown, PA","1",1,0,0,0,0
"162","Jonesboro, AR","22",22,0,0,0,0
"163","Joplin, MO","21",7,6,0,8,1
"164","Kalamazoo-Portage, MI","53",53,0,0,0,0
"165","Kankakee-Bradley, IL","4",4,0,0,0,0
"166","Kansas City,* MO-KS","936",729,50,42,115,4
"167","Kennewick-Richland-Pasco, WA","185",119,0,16,50,3
"168","Killeen-Temple-Fort Hood, TX","441",169,78,172,22,1
"169","Kingsport-Bristol-Bristol, TN-VA","66",64,2,0,0,0
"170","Kingston, NY","14",14,0,0,0,0
"171","Knoxville, TN","352",281,4,14,53,3
"172","Kokomo, IN","10",10,0,0,0,0
"173","La Crosse, WI-MN","16",14,2,0,0,0
"174","Lafayette, IN","94",56,0,0,38,3
"175","Lafayette, LA","192",187,0,0,5,1
"176","Lake Charles, LA","28",21,2,0,5,1
"177","Lakeland,* FL","1514",1143,4,3,364,12
"178","Lancaster, PA","86",78,0,3,5,1
"179","Lansing-East Lansing, MI","73",58,2,0,13,1
"180","Laredo,* TX","192",137,2,6,47,2
"181","Las Cruces,* NM","282",204,0,8,70,2
"182","Las Vegas-Paradise,* NV","2526",2193,0,64,269,4
"183","Lawrence, KS","21",21,0,0,0,0
"184","Lawton, OK","21",21,0,0,0,0
"185","Lebanon, PA","25",25,0,0,0,0
"186","Lewiston, ID-WA","3",3,0,0,0,0
"187","Lewiston-Auburn, ME","18",18,0,0,0,0
"188","Lexington-Fayette, KY","376",297,2,12,65,3
"189","Lima, OH","3",1,2,0,0,0
"190","Lincoln, NE","137",87,4,0,46,3
"191","Little Rock-North Little Rock, AR","369",303,2,6,58,2
"192","Logan, UT-ID","35",27,0,3,5,1
"193","Longview, TX","17",17,0,0,0,0
"194","Longview, WA","27",23,0,4,0,0
"195","Los Angeles-Long Beach-Santa Ana,*  CA","2766",1101,100,89,1476,53
"196","Louisville-Jefferson County,* KY-IN","301",276,6,11,8,1
"197","Lubbock, TX","113",97,16,0,0,0
"198","Lynchburg, VA","95",95,0,0,0,0
"199","Macon, GA","65",65,0,0,0,0
"200","Madera, CA","179",179,0,0,0,0
"201","Madison,* WI","278",156,20,23,79,8
"202","Manchester-Nashua, NH","102",97,0,0,5,1
"203","Mansfield, OH","8",8,0,0,0,0
"204","McAllen-Edinburg-Pharr,* TX","622",559,2,23,38,4
"205","Medford,* OR","158",141,6,11,0,0
"206","Memphis, TN-MS-AR","817",555,2,0,260,9
"207","Merced, CA","253",253,0,0,0,0
"208","Miami-Fort Lauderdale-Miami Beach,  FL","3036",1790,46,4,1196,90
"209","Michigan City-La Porte, IN","15",15,0,0,0,0
"210","Midland,* TX","41",41,0,0,0,0
"211","Milwaukee-Waukesha-West Allis,* WI","315",226,16,7,66,6
"212","Minneapolis-St. Paul-Bloomington,*  MN-WI","948",863,8,4,73,3
"213","Missoula,* MT","20",18,2,0,0,0
"214","Mobile, AL","195",195,0,0,0,0
"215","Modesto, CA","203",175,4,6,18,1
"216","Monroe, LA","34",25,6,3,0,0
"217","Monroe, MI","25",25,0,0,0,0
"218","Montgomery, AL","132",132,0,0,0,0
"219","Morgantown, WV","2",2,0,0,0,0
"220","Morristown, TN","41",41,0,0,0,0
"221","Mount Vernon-Anacortes, WA","46",44,2,0,0,0
