"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","44",42,2,0,0,0
"2","Akron,* OH","266",257,0,4,5,1
"3","Albany, GA","83",75,8,0,0,0
"4","Albany-Schenectady-Troy, NY","250",208,4,0,38,5
"5","Albuquerque,* NM","694",674,0,20,0,0
"6","Alexandria, LA","49",49,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","568",509,4,4,51,3
"8","Altoona, PA","17",17,0,0,0,0
"9","Amarillo, TX","55",55,0,0,0,0
"10","Ames, IA","30",10,0,0,20,2
"11","Anchorage,* AK","114",78,6,10,20,1
"12","Anderson,* IN","56",56,0,0,0,0
"13","Anderson,* SC","162",158,0,4,0,0
"14","Ann Arbor,* MI","208",184,0,0,24,2
"15","Anniston-Oxford, AL","36",20,0,0,16,1
"16","Appleton, WI","107",85,6,0,16,1
"17","Asheville, NC","608",338,10,0,260,10
"18","Athens-Clarke County, GA","177",170,0,7,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","6843",5828,30,20,965,27
"20","Atlantic City,* NJ","158",152,2,4,0,0
"21","Auburn-Opelika,* AL","130",74,20,0,36,3
"22","Augusta-Richmond County, GA-SC","390",390,0,0,0,0
"23","Austin-Round Rock,* TX","1309",1201,24,24,60,4
"24","Bakersfield, CA","707",563,12,46,86,6
"25","Baltimore-Towson,* MD","826",691,0,0,135,5
"26","Bangor, ME","42",38,4,0,0,0
"27","Barnstable Town, MA","121",90,8,23,0,0
"28","Baton Rouge, LA","433",433,0,0,0,0
"29","Battle Creek, MI","11",11,0,0,0,0
"30","Bay City, MI","12",10,2,0,0,0
"31","Beaumont-Port Arthur, TX","75",73,2,0,0,0
"32","Bellingham, WA","217",130,0,3,84,7
"33","Bend,* OR","440",305,12,17,106,1
"34","Billings, MT","39",39,0,0,0,0
"35","Binghamton, NY","21",21,0,0,0,0
"36","Birmingham-Hoover,* AL","694",630,56,3,5,1
"37","Bismarck, ND","62",60,2,0,0,0
"38","Blacksburg-Christiansburg-Radford,  VA","75",70,0,0,5,1
"39","Bloomington, IN","90",59,16,0,15,1
"40","Bloomington-Normal, IL","129",120,0,4,5,1
"41","Boise City-Nampa,* ID","788",701,10,72,5,1
"42","Boston-Cambridge-Quincy,* MA-NH","899",685,46,44,124,13
"43","Boulder,* CO","163",147,0,3,13,2
"44","Bowling Green, KY","97",97,0,0,0,0
"45","Bremerton-Silverdale,* WA","117",111,6,0,0,0
"46","Bridgeport-Stamford-Norwalk,* CT","224",150,6,0,68,2
"47","Brownsville-Harlingen, TX","285",247,4,18,16,3
"48","Brunswick, GA","95",95,0,0,0,0
"49","Buffalo-Niagara Falls, NY","261",143,4,0,114,2
"50","Burlington,* NC","182",180,2,0,0,0
"51","Burlington-South Burlington, VT","149",58,8,3,80,4
"52","Canton-Massillon, OH","102",102,0,0,0,0
"53","Cape Coral-Fort Myers,* FL","1445",1012,168,100,165,13
"54","Carson City,* NV","15",15,0,0,0,0
"55","Casper,* WY","17",17,0,0,0,0
"56","Cedar Rapids, IA","290",113,0,23,154,13
"57","Champaign-Urbana, IL","66",66,0,0,0,0
"58","Charleston, WV","36",28,2,0,6,1
"59","Charleston-North Charleston,* SC","667",613,2,9,43,4
"60","Charlotte-Gastonia-Concord,* NC-SC","2311",1882,8,16,405,13
"61","Charlottesville,* VA","315",179,8,4,124,6
"62","Chattanooga, TN-GA","315",281,14,7,13,2
"63","Cheyenne, WY","35",30,0,0,5,1
"64","Chicago-Naperville-Joliet,* IL-IN-WI","4383",3376,52,168,787,NA
"65","Cincinnati-Middletown,* OH-KY-IN","1176",1099,10,15,52,7
"66","Clarksville, TN-KY","225",200,2,0,23,3
"67","Cleveland, TN","63",55,4,4,0,0
"68","Cleveland-Elyria-Mentor,* OH","656",626,8,17,5,1
"69","Coeur d""Alene, ID","195",185,10,0,0,0
"70","College Station-Bryan, TX","131",125,0,0,6,1
"71","Colorado Springs,* CO","586",586,0,0,0,0
"72","Columbia, MO","299",277,10,12,0,0
"73","Columbia,* SC","623",597,2,0,24,2
