"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","17",17,0,0,0,0
"2","Albany* GA MSA","49",38,0,11,0,0
"3","Albany-Schenectady-Troy* NY  MSA","159",91,2,0,66,3
"4","Albuquerque* NM MSA","402",402,0,0,0,0
"5","Alexandria* LA MSA","32",32,0,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","139",127,0,7,5,1
"7","Altoona* PA MSA","3",3,0,0,0,0
"8","Amarillo* TX MSA","273",49,0,0,224,1
"9","Anchorage* AK MSA","139",75,48,16,0,0
"10","Anniston* AL MSA","18",13,0,0,5,1
"11","Appleton-Oshkosh-Neenah* WI  MSA","138",105,10,0,23,2
"12","Asheville* NC MSA","116",92,4,4,16,2
"13","Athens* GA MSA","103",89,14,0,0,0
"14","Atlanta  GA MSA","5916",4162,20,8,1726,44
"15","Auburn-Opelika* AL MSA","25",21,4,0,0,0
"16","Augusta-Aiken* GA-SC MSA","233",169,0,0,64,8
"17","Austin-San Marcos* TX MSA","1147",477,8,3,659,34
"18","Bakersfield* CA MSA","194",190,0,4,0,0
"19","Bangor* ME MSA","7",7,0,0,0,0
"20","Barnstable-Yarmouth* MA MSA","77",75,2,0,0,0
"21","Baton Rouge* LA MSA","90",88,2,0,0,0
"22","Beaumont-Port Arthur* TX MSA","33",33,0,0,0,0
"23","Bellingham* WA MSA","106",66,6,3,31,2
"24","Benton Harbor* MI MSA","9",9,0,0,0,0
"25","Billings* MT MSA","38",38,0,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","158",154,0,4,0,0
"27","Binghamton* NY MSA","7",7,0,0,0,0
"28","Birmingham* AL MSA","304",304,0,0,0,0
"29","Bismarck* ND MSA","25",18,2,0,5,1
"30","Bloomington* IN MSA","93",31,2,0,60,3
"31","Bloomington-Normal* IL MSA","41",41,0,0,0,0
"32","Boise City* ID MSA","488",364,4,0,120,8
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1376",859,50,42,425,17
"34","Brownsville-Harlingen-San  Benito* TX MSA","168",136,6,19,7,1
"35","Bryan-College Station* TX MSA","94",92,2,0,0,0
"36","Buffalo-Niagara Falls* NY MSA","214",90,0,0,124,8
"37","Burlington* VT MSA","46",46,0,0,0,0
"38","Canton-Massillon* OH MSA","61",57,4,0,0,0
"39","Casper* WY MSA","4",4,0,0,0,0
"40","Cedar Rapids* IA MSA","65",32,0,4,29,3
"41","Champaign-Urbana* IL MSA","13",13,0,0,0,0
"42","Charleston-North  Charleston* SC MSA","392",314,0,3,75,4
"43","Charleston* WV MSA","29",29,0,0,0,0
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","1472",1305,24,10,133,19
"45","Charlottesville* VA MSA","85",85,0,0,0,0
"46","Chattanooga* TN-GA MSA","490",145,4,0,341,17
"47","Cheyenne* WY MSA","16",16,0,0,0,0
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","2544",1829,30,111,574,21
"49","Chico-Paradise* CA MSA","55",55,0,0,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","787",732,6,0,49,6
"51","Clarksville-Hopkinsville*  TN-KY MSA","106",94,0,12,0,0
"52","Cleveland-Akron  OH CMSA","601",563,6,4,28,2
"53","Colorado Springs* CO MSA","965",380,0,0,585,41
"54","Columbia* MO MSA","83",57,2,16,8,1
"55","Columbia* SC MSA","337",337,0,0,0,0
"56","Columbus* GA-AL MSA","106",98,8,0,0,0
"57","Columbus  OH MSA","897",522,2,20,353,22
