"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","64",12,52,0,0,0
"2","Albany* GA MSA","42",42,0,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","204",194,2,0,8,1
"4","Albuquerque* NM MSA","248",140,0,12,96,9
"5","Alexandria* LA MSA","26",26,0,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","234",230,0,4,0,0
"7","Altoona* PA MSA","6",6,0,0,0,0
"8","Amarillo* TX MSA","46",46,0,0,0,0
"9","Anchorage* AK MSA","180",108,50,22,0,0
"10","Anniston* AL MSA","23",23,0,0,0,0
"11","Appleton-Oshkosh-Neenah* WI  MSA","209",142,4,18,45,8
"12","Asheville* NC MSA","137",102,12,7,16,1
"13","Athens* GA MSA","82",72,10,0,0,0
"14","Atlanta  GA MSA","6512",4776,14,7,1715,61
"15","Auburn-Opelika* AL MSA","50",45,0,0,5,1
"16","Augusta-Aiken* GA-SC MSA","239",239,0,0,0,0
"17","Austin-San Marcos* TX MSA","586",532,30,0,24,2
"18","Bakersfield* CA MSA","293",283,0,0,10,1
"19","Bangor* ME MSA","22",18,0,4,0,0
"20","Barnstable-Yarmouth* MA MSA","70",70,0,0,0,0
"21","Baton Rouge* LA MSA","143",117,2,0,24,2
"22","Beaumont-Port Arthur* TX MSA","46",46,0,0,0,0
"23","Bellingham* WA MSA","140",100,4,0,36,2
"24","Benton Harbor* MI MSA","23",23,0,0,0,0
"25","Billings* MT MSA","52",52,0,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","157",154,0,3,0,0
"27","Binghamton* NY MSA","11",11,0,0,0,0
"28","Birmingham* AL MSA","413",382,4,0,27,2
"29","Bismarck* ND MSA","85",47,8,12,18,1
"30","Bloomington* IN MSA","49",43,6,0,0,0
"31","Bloomington-Normal* IL MSA","110",102,0,8,0,0
"32","Boise City* ID MSA","747",416,10,10,311,25
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1493",1120,42,21,310,13
"34","Brownsville-Harlingen-San  Benito* TX MSA","284",245,12,15,12,2
"35","Bryan-College Station* TX MSA","170",65,78,3,24,1
"36","Buffalo-Niagara Falls* NY MSA","199",172,2,0,25,2
"37","Burlington* VT MSA","83",68,4,6,5,1
"38","Canton-Massillon* OH MSA","97",87,10,0,0,0
"39","Casper* WY MSA","10",10,0,0,0,0
"40","Cedar Rapids* IA MSA","154",77,4,8,65,6
"41","Champaign-Urbana* IL MSA","96",30,2,0,64,4
"42","Charleston-North  Charleston* SC MSA","373",293,2,3,75,10
"43","Charleston* WV MSA","28",25,0,3,0,0
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","2016",1579,18,12,407,32
"45","Charlottesville* VA MSA","246",106,6,0,134,6
"46","Chattanooga* TN-GA MSA","197",182,6,4,5,1
"47","Cheyenne* WY MSA","31",31,0,0,0,0
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","4214",3223,76,187,728,63
"49","Chico-Paradise* CA MSA","106",106,0,0,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","1586",974,18,37,557,41
"51","Clarksville-Hopkinsville*  TN-KY MSA","141",94,0,7,40,5
"52","Cleveland-Akron  OH CMSA","944",858,14,34,38,6
"53","Colorado Springs* CO MSA","547",478,0,8,61,3
"54","Columbia* MO MSA","92",82,10,0,0,0
"55","Columbia* SC MSA","479",335,0,0,144,9
"56","Columbus* GA-AL MSA","227",83,0,0,144,6
"57","Columbus  OH MSA","1790",1144,16,70,560,36
"58","Corpus Christi* TX MSA","79",64,4,11,0,0
"59","Corvallis OR MSA*","24",22,2,0,0,0
"60","Cumberland* MD-WV MSA","16",16,0,0,0,0
"61","Dallas-Fort Worth  TX CMSA","4361",3781,18,36,526,30
"62","Danville* VA MSA","31",28,0,3,0,0
"63","Davenport-Moline-Rock  Island* IA-IL MSA","58",50,2,0,6,1
"64","Dayton-Springfield* OH MSA","201",188,10,3,0,0
"65","Daytona Beach* FL MSA","791",447,2,7,335,15
"66","Decatur* Al MSA","24",24,0,0,0,0
"67","Decatur* IL MSA","18",18,0,0,0,0
"68","Denver-Boulder-Greeley  CO  CMSA","4224",2142,12,15,2055,119
"69","Des Moines* IA MSA","305",273,10,11,11,2
"70","Detroit-Ann Arbor-Flint  MI  CMSA","2266",1947,34,60,225,29
"71","Dothan* AL MSA","44",36,8,0,0,0
"72","Dover* DE MSA","101",101,0,0,0,0
"73","Dubuque* IA MSA","34",28,6,0,0,0
"74","Duluth-Superior* MN-WI MSA","58",52,2,4,0,0
"75","Eau Claire* WI MSA","110",65,0,13,32,3
"76","El Paso* TX MSA","304",277,0,0,27,5
"77","Elkhart-Goshen* IN MSA","100",100,0,0,0,0
"78","Elmira* NY MSA","6",6,0,0,0,0
