"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","15",13,2,0,0,0
"2","Albany* GA MSA","40",40,0,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","239",137,0,8,94,4
"4","Albuquerque* NM MSA","406",406,0,0,0,0
"5","Alexandria* LA MSA","27",27,0,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","210",187,2,7,14,1
"7","Altoona* PA MSA","6",6,0,0,0,0
"8","Amarillo* TX MSA","41",41,0,0,0,0
"9","Anchorage* AK MSA","115",68,26,0,21,3
"10","Anniston* AL MSA","25",13,0,7,5,1
"11","Appleton-Oshkosh-Neenah* WI  MSA","216",123,16,0,77,6
"12","Asheville* NC MSA","86",82,4,0,0,0
"13","Athens* GA MSA","238",74,10,0,154,11
"14","Atlanta  GA MSA","6599",4108,8,11,2472,73
"15","Auburn-Opelika* AL MSA","73",33,34,0,6,1
"16","Augusta-Aiken* GA-SC MSA","165",165,0,0,0,0
"17","Austin-San Marcos* TX MSA","943",924,8,0,11,1
"18","Bakersfield* CA MSA","266",253,2,0,11,1
"19","Bangor* ME MSA","16",16,0,0,0,0
"20","Barnstable-Yarmouth* MA MSA","84",76,8,0,0,0
"21","Baton Rouge* LA MSA","92",84,0,0,8,1
"22","Beaumont-Port Arthur* TX MSA","34",34,0,0,0,0
"23","Bellingham* WA MSA","117",77,4,3,33,3
"24","Benton Harbor* MI MSA","6",6,0,0,0,0
"25","Billings* MT MSA","44",44,0,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","415",164,0,0,251,24
"27","Binghamton* NY MSA","16",11,0,0,5,1
"28","Birmingham* AL MSA","577",346,0,3,228,1
"29","Bismarck* ND MSA","66",50,0,16,0,0
"30","Bloomington* IN MSA","64",44,6,4,10,2
"31","Bloomington-Normal* IL MSA","95",92,0,3,0,0
"32","Boise City* ID MSA","504",424,4,43,33,4
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1561",1134,30,17,380,14
"34","Brownsville-Harlingen-San  Benito* TX MSA","169",139,4,18,8,1
"35","Bryan-College Station* TX MSA","74",72,2,0,0,0
"36","Buffalo-Niagara Falls* NY MSA","248",141,2,0,105,11
"37","Burlington* VT MSA","86",77,6,3,0,0
"38","Canton-Massillon* OH MSA","104",104,0,0,0,0
"39","Casper* WY MSA","18",18,0,0,0,0
"40","Cedar Rapids* IA MSA","123",77,6,4,36,4
"41","Champaign-Urbana* IL MSA","76",67,4,0,5,1
"42","Charleston-North  Charleston* SC MSA","394",309,0,7,78,4
"43","Charleston* WV MSA","30",27,0,3,0,0
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","1641",1035,10,8,588,46
"45","Charlottesville* VA MSA","105",97,8,0,0,0
"46","Chattanooga* TN-GA MSA","168",163,0,0,5,1
"47","Cheyenne* WY MSA","22",19,0,3,0,0
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","4074",2802,40,151,1081,46
"49","Chico-Paradise* CA MSA","95",95,0,0,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","1075",887,8,16,164,19
"51","Clarksville-Hopkinsville*  TN-KY MSA","71",55,0,0,16,2
"52","Cleveland-Akron  OH CMSA","1038",896,4,22,116,10
"53","Colorado Springs* CO MSA","480",476,0,4,0,0
"54","Columbia* MO MSA","93",91,2,0,0,0
"55","Columbia* SC MSA","307",303,0,4,0,0
"56","Columbus* GA-AL MSA","97",95,2,0,0,0
"57","Columbus  OH MSA","1350",810,8,39,493,45
"58","Corpus Christi* TX MSA","73",67,2,4,0,0
"59","Corvallis OR MSA*","24",13,0,0,11,1
"60","Cumberland* MD-WV MSA","24",24,0,0,0,0
"61","Dallas-Fort Worth  TX CMSA","3934",2921,10,12,991,53
"62","Danville* VA MSA","23",23,0,0,0,0
"63","Davenport-Moline-Rock  Island* IA-IL MSA","51",49,2,0,0,0
"64","Dayton-Springfield* OH MSA","210",167,0,11,32,4
"65","Daytona Beach* FL MSA","369",359,10,0,0,0
"66","Decatur* Al MSA","37",32,0,0,5,1
"67","Decatur* IL MSA","12",12,0,0,0,0
"68","Denver-Boulder-Greeley  CO  CMSA","2215",1646,60,15,494,28
"69","Des Moines* IA MSA","516",279,2,3,232,12
"70","Detroit-Ann Arbor-Flint  MI  CMSA","2434",2072,20,64,278,21
"71","Dothan* AL MSA","25",25,0,0,0,0
"72","Dover* DE MSA","44",44,0,0,0,0
"73","Dubuque* IA MSA","17",13,4,0,0,0
"74","Duluth-Superior* MN-WI MSA","71",48,2,3,18,1
"75","Eau Claire* WI MSA","92",88,4,0,0,0
"76","El Paso* TX MSA","264",262,2,0,0,0
"77","Elkhart-Goshen* IN MSA","88",88,0,0,0,0
"78","Elmira* NY MSA","20",4,0,0,16,2
"79","Enid* OK MSA","4",2,2,0,0,0
"80","Erie* PA MSA","44",30,0,8,6,1
"81","Eugene-Springfield* OR MSA","123",110,10,3,0,0
"82","Evansville-Henderson* IN-KY  MSA","163",100,2,0,61,6
"83","Fargo-Moorhead* ND-MN MSA","269",65,0,3,201,5
"84","Fayetteville* NC MSA","76",76,0,0,0,0
"85","Fayetteville-Springdale-  Rogers* AR MSA","302",182,12,0,108,9
"86","Flagstaff* AZ-UT MSA","90",40,2,0,48,6
"87","Florence* AL MSA","4",4,0,0,0,0
"88","Florence* SC MSA","49",42,0,0,7,1
"89","Fort Collins-Loveland* CO MSA","315",252,2,3,58,7
"90","Fort Myers-Cape Coral* FL MSA","618",402,34,32,150,10
"91","Fort Pierce-Port St. Lucie*  FL MSA","235",187,0,0,48,3
"92","Fort Smith* AR-OK MSA","32",22,10,0,0,0
"93","Fort Walton Beach* FL MSA","122",112,0,0,10,1
"94","Fort Wayne* IN MSA","280",242,8,0,30,1
"95","Fresno  CA MSA","345",286,2,0,57,4
"96","Gadsden* AL MSA","6",6,0,0,0,0
"97","Gainesville* FL MSA","190",92,0,0,98,7
"98","Glens Falls* NY MSA","43",36,2,0,5,1
"99","Goldsboro* NC MSA","36",36,0,0,0,0
"100","Grand Forks* ND-MN MSA","9",9,0,0,0,0
"101","Grand Junction* CO MSA","103",99,0,4,0,0
"102","Grand Rapids-Muskegon-  Holland  MI MSA","614",575,4,0,35,5
"103","Great Falls* MT MSA","11",9,2,0,0,0
"104","Green Bay* WI MSA","134",101,24,4,5,1
"105","Greensboro--Winston-Salem--  High Point  NC MSA","646",614,12,0,20,2
"106","Greenville* NC MSA","243",57,2,0,184,10
