"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","29",29,0,0,0,0
"2","Akron, OH","74",57,0,0,17,1
"3","Albany, GA","37",32,2,3,0,0
"4","Albany-Schenectady-Troy, NY","93",68,4,0,21,2
"5","Albuquerque,* NM","316",285,2,3,26,3
"6","Alexandria, LA","36",36,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","244",224,2,3,15,3
"8","Altoona, PA","1",1,0,0,0,0
"9","Amarillo, TX","58",58,0,0,0,0
"10","Ames, IA","6",6,0,0,0,0
"11","Anchorage,* AK","40",20,16,4,0,0
"12","Anderson, IN","26",24,2,0,0,0
"13","Anderson, SC","101",97,4,0,0,0
"14","Ann Arbor, MI","23",18,0,0,5,1
"15","Anniston-Oxford, AL","40",40,0,0,0,0
"16","Appleton, WI","35",31,4,0,0,0
"17","Asheville, NC","291",247,4,3,37,3
"18","Athens-Clarke County, GA","180",180,0,0,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","4574",3040,10,39,1485,64
"20","Atlantic City,* NJ","128",96,32,0,0,0
"21","Auburn-Opelika,* AL","188",62,0,0,126,3
"22","Augusta-Richmond County, GA-SC","298",298,0,0,0,0
"23","Austin-Round Rock,* TX","1394",858,16,0,520,5
"24","Bakersfield, CA","364",323,6,19,16,1
"25","Baltimore-Towson,* MD","544",424,4,9,107,8
"26","Bangor, ME","15",13,2,0,0,0
"27","Barnstable Town, MA","59",39,4,6,10,1
"28","Baton Rouge, LA","515",312,2,60,141,16
"29","Battle Creek, MI","10",4,0,0,6,1
"30","Bay City, MI","3",3,0,0,0,0
"31","Beaumont-Port Arthur, TX","54",42,0,12,0,0
"32","Bellingham, WA","137",96,0,30,11,1
"33","Bend,* OR","165",152,6,7,0,0
"34","Billings, MT","32",32,0,0,0,0
"35","Binghamton, NY","1",1,0,0,0,0
"36","Birmingham-Hoover,* AL","481",433,0,0,48,1
"37","Bismarck, ND","13",13,0,0,0,0
"38","Bloomington, IN","34",28,2,4,0,0
"39","Bloomington-Normal, IL","27",16,0,0,11,1
"40","Boise City-Nampa,* ID","595",461,10,110,14,2
"41","Boston-Cambridge-Quincy,* MA-NH","1511",329,32,26,1124,26
"42","Boulder, CO","40",16,2,3,19,3
"43","Bowling Green, KY","64",58,2,4,0,0
"44","Bremerton-Silverdale, WA","63",46,0,0,17,1
"45","Bridgeport-Stamford-Norwalk, CT","115",98,0,0,17,2
"46","Brownsville-Harlingen, TX","157",147,6,4,0,0
"47","Brunswick, GA","57",52,0,0,5,1
"48","Buffalo-Niagara Falls, NY","267",62,0,3,202,12
"49","Burlington, NC","137",137,0,0,0,0
"50","Burlington-South Burlington, VT","26",21,0,0,5,1
"51","Canton-Massillon, OH","40",35,0,0,5,1
"52","Cape Coral-Fort Myers,* FL","705",533,6,8,158,18
"53","Carson City,* NV","8",8,0,0,0,0
"54","Casper, WY","18",18,0,0,0,0
"55","Cedar Rapids, IA","46",26,0,14,6,1
"56","Champaign-Urbana, IL","52",20,0,0,32,4
"57","Charleston, WV","16",16,0,0,0,0
"58","Charleston-North Charleston,* SC","358",352,6,0,0,0
"59","Charlotte-Gastonia-Concord,* NC-SC","2405",1794,0,9,602,26
"60","Charlottesville, VA","60",60,0,0,0,0
"61","Chattanooga, TN-GA","166",156,4,0,6,1
"62","Cheyenne, WY","13",13,0,0,0,0
"63","Chicago-Naperville-Joliet,* IL-IN-WI","3916",1274,38,119,2485,NA
"64","Cincinnati-Middletown,* OH-KY-IN","745",491,8,8,238,9
"65","Clarksville, TN-KY","198",158,0,40,0,0
"66","Cleveland, TN","39",34,2,3,0,0
"67","Cleveland-Elyria-Mentor,* OH","256",240,0,6,10,2
"68","Coeur dAlene, ID","79",62,2,0,15,2
"69","College Station-Bryan, TX","357",67,10,0,280,13
"70","Colorado Springs,* CO","243",231,4,8,0,0
"71","Columbia, MO","144",40,44,0,60,6
"72","Columbia,* SC","573",527,2,0,44,3
"73","Columbus, GA-AL","223",109,0,3,111,15
"74","Columbus, IN","15",15,0,0,0,0
"75","Columbus,* OH","355",276,0,28,51,4
"76","Corpus Christi, TX","127",103,4,0,20,2
"77","Corvallis, OR","12",12,0,0,0,0
"78","Cumberland, MD-WV","5",5,0,0,0,0
"79","Dallas-Fort Worth-Arlington,* TX","4029",2505,44,27,1453,44
"80","Dalton, GA","55",46,2,0,7,1
"81","Danville, IL","0",0,0,0,0,0
"82","Danville, VA","13",13,0,0,0,0
"83","Davenport-Moline-Rock Island,  IA-IL","31",31,0,0,0,NA
"84","Decatur, AL","15",15,0,0,0,0
"85","Decatur, IL","0",0,0,0,0,0
"86","Deltona-Daytona Beach-Ormond Beach,*  FL","203",167,0,4,32,3
"87","Denver-Aurora,* CO","1192",641,0,34,517,21
"88","Des Moines-West Des Moines,* IA","220",192,0,0,28,4
