"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","22",22,0,0,0,0
"2","Akron, OH","110",84,4,3,19,1
"3","Albany, GA","56",51,2,3,0,0
"4","Albany-Schenectady-Troy, NY","95",63,0,0,32,4
"5","Albuquerque,* NM","531",488,0,7,36,2
"6","Alexandria, LA","57",57,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","299",285,4,0,10,2
"8","Altoona, PA","2",2,0,0,0,0
"9","Amarillo, TX","71",71,0,0,0,0
"10","Ames, IA","17",17,0,0,0,0
"11","Anchorage,* AK","199",32,2,0,165,2
"12","Anderson, IN","25",11,14,0,0,0
"13","Anderson, SC","92",92,0,0,0,0
"14","Ann Arbor, MI","40",35,0,0,5,1
"15","Anniston-Oxford, AL","11",11,0,0,0,0
"16","Appleton, WI","61",55,6,0,0,0
"17","Asheville, NC","299",268,10,11,10,2
"18","Athens-Clarke County, GA","149",79,0,0,70,5
"19","Atlanta-Sandy Springs-Marietta,* GA","5280",4614,16,34,616,18
"20","Atlantic City,* NJ","105",103,2,0,0,0
"21","Auburn-Opelika,* AL","114",114,0,0,0,0
"22","Augusta-Richmond County, GA-SC","258",258,0,0,0,0
"23","Austin-Round Rock,* TX","1980",1335,32,0,613,20
"24","Bakersfield, CA","596",356,20,33,187,12
"25","Baltimore-Towson,* MD","800",650,2,18,130,18
"26","Bangor, ME","9",9,0,0,0,0
"27","Barnstable Town, MA","61",49,0,0,12,1
"28","Baton Rouge, LA","441",406,0,4,31,4
"29","Battle Creek, MI","5",5,0,0,0,0
"30","Bay City, MI","2",2,0,0,0,0
"31","Beaumont-Port Arthur, TX","78",30,0,0,48,1
"32","Bellingham, WA","93",78,0,3,12,1
"33","Bend,* OR","389",317,6,0,66,7
"34","Billings, MT","37",31,6,0,0,0
"35","Binghamton, NY","1",1,0,0,0,0
"36","Birmingham-Hoover,* AL","573",568,0,0,5,1
"37","Bismarck, ND","24",24,0,0,0,0
"38","Bloomington, IN","65",52,0,0,13,2
"39","Bloomington-Normal, IL","60",50,0,0,10,1
"40","Boise City-Nampa,* ID","877",752,6,112,7,1
"41","Boston-Cambridge-Quincy,* MA-NH","846",436,62,18,330,18
"42","Boulder, CO","79",44,2,0,33,2
"43","Bowling Green, KY","130",88,2,40,0,0
"44","Bremerton-Silverdale, WA","76",76,0,0,0,0
"45","Bridgeport-Stamford-Norwalk, CT","121",73,8,0,40,3
"46","Brownsville-Harlingen, TX","323",277,2,19,25,3
"47","Brunswick, GA","81",71,2,0,8,1
"48","Buffalo-Niagara Falls, NY","57",57,0,0,0,0
"49","Burlington, NC","332",140,0,0,192,8
"50","Burlington-South Burlington, VT","25",25,0,0,0,0
"51","Canton-Massillon, OH","68",63,0,0,5,1
"52","Cape Coral-Fort Myers,* FL","2266",1707,4,4,551,56
"53","Carson City,* NV","3",3,0,0,0,0
"54","Casper,* WY","23",23,0,0,0,0
"55","Cedar Rapids, IA","51",40,4,7,0,0
"56","Champaign-Urbana, IL","167",61,0,0,106,7
"57","Charleston, WV","31",31,0,0,0,0
"58","Charleston-North Charleston,* SC","916",610,0,0,306,17
"59","Charlotte-Gastonia-Concord,* NC-SC","2061",1707,10,4,340,9
"60","Charlottesville,* VA","138",92,2,3,41,1
"61","Chattanooga, TN-GA","239",228,4,0,7,1
"62","Cheyenne, WY","59",49,0,0,10,1
