"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","18",18,0,0,0,0
"2","Akron, OH","112",99,0,0,13,1
"3","Albany, GA","55",42,4,4,5,1
"4","Albany-Schenectady-Troy, NY","124",96,4,8,16,2
"5","Albuquerque,* NM","618",395,0,24,199,6
"6","Alexandria, LA","47",47,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","274",267,2,0,5,1
"8","Altoona, PA","4",4,0,0,0,0
"9","Amarillo, TX","66",62,4,0,0,0
"10","Ames, IA","35",35,0,0,0,0
"11","Anchorage,* AK","219",66,20,115,18,3
"12","Anderson, IN","21",21,0,0,0,0
"13","Anderson, SC","76",76,0,0,0,0
"14","Ann Arbor, MI","39",34,0,0,5,1
"15","Anniston-Oxford, AL","22",20,2,0,0,0
"16","Appleton, WI","101",72,0,0,29,2
"17","Asheville, NC","340",322,2,6,10,1
"18","Athens-Clarke County, GA","78",78,0,0,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","5104",3103,46,23,1932,19
"20","Atlantic City,* NJ","142",140,2,0,0,0
"21","Auburn-Opelika,* AL","108",100,8,0,0,0
"22","Augusta-Richmond County, GA-SC","201",201,0,0,0,0
"23","Austin-Round Rock,* TX","1931",1329,18,96,488,25
"24","Bakersfield, CA","290",240,8,42,0,0
"25","Baltimore-Towson,* MD","580",495,0,0,85,7
"26","Bangor, ME","34",22,0,12,0,0
"27","Barnstable Town, MA","52",41,0,6,5,1
"28","Baton Rouge, LA","811",455,0,0,356,17
"29","Battle Creek, MI","56",8,0,0,48,6
"30","Bay City, MI","3",3,0,0,0,0
"31","Beaumont-Port Arthur, TX","427",59,0,4,364,1
"32","Bellingham, WA","102",90,0,0,12,1
"33","Bend,* OR","259",202,4,7,46,7
"34","Billings, MT","65",65,0,0,0,0
"35","Binghamton, NY","6",6,0,0,0,0
"36","Birmingham-Hoover,* AL","579",541,0,8,30,6
"37","Bismarck, ND","169",109,0,8,52,2
"38","Bloomington, IN","49",31,18,0,0,0
"39","Bloomington-Normal, IL","47",38,0,0,9,1
"40","Boise City-Nampa,* ID","580",384,4,192,0,0
"41","Boston-Cambridge-Quincy,* MA-NH","1293",578,34,41,640,37
"42","Boulder, CO","38",32,0,0,6,1
"43","Bowling Green, KY","76",76,0,0,0,0
"44","Bremerton-Silverdale, WA","91",87,4,0,0,0
"45","Bridgeport-Stamford-Norwalk, CT","311",134,10,0,167,4
"46","Brownsville-Harlingen, TX","174",172,2,0,0,0
"47","Brunswick, GA","69",69,0,0,0,0
"48","Buffalo-Niagara Falls, NY","90",90,0,0,0,0
"49","Burlington, NC","147",147,0,0,0,0
"50","Burlington-South Burlington, VT","42",40,2,0,0,0
"51","Canton-Massillon, OH","68",63,0,0,5,1
"52","Cape Coral-Fort Myers,* FL","573",495,2,8,68,7
"53","Carson City,* NV","13",13,0,0,0,0
"54","Casper, WY","26",26,0,0,0,0
"55","Cedar Rapids, IA","126",100,4,17,5,1
"56","Champaign-Urbana, IL","69",42,0,7,20,1
"57","Charleston, WV","23",23,0,0,0,0
"58","Charleston-North Charleston,* SC","847",565,8,3,271,14
"59","Charlotte-Gastonia-Concord,* NC-SC","2184",1588,2,8,586,19
"60","Charlottesville, VA","61",61,0,0,0,0
"61","Chattanooga, TN-GA","220",192,4,0,24,2
"62","Cheyenne, WY","37",37,0,0,0,0
"63","Chicago-Naperville-Joliet,* IL-IN-WI","3428",2106,52,146,1124,NA
"64","Cincinnati-Middletown,* OH-KY-IN","683",614,4,11,54,9
"65","Clarksville, TN-KY","241",191,0,36,14,2
"66","Cleveland, TN","64",42,4,18,0,0
"67","Cleveland-Elyria-Mentor,* OH","419",374,6,15,24,4
"68","Coeur dAlene, ID","131",96,2,17,16,2
"69","College Station-Bryan, TX","106",106,0,0,0,0
"70","Colorado Springs,* CO","328",316,2,0,10,1
"71","Columbia, MO","153",91,6,0,56,5
"72","Columbia,* SC","799",723,0,0,76,4
"73","Columbus, GA-AL","142",101,2,4,35,2
"74","Columbus, IN","23",23,0,0,0,0
"75","Columbus,* OH","618",492,2,12,112,16
"76","Corpus Christi, TX","363",157,2,4,200,1
"77","Corvallis, OR","21",15,0,6,0,0
"78","Cumberland, MD-WV","14",14,0,0,0,0
"79","Dallas-Fort Worth-Arlington,* TX","3595",2734,34,38,789,23
"80","Dalton, GA","64",51,0,4,9,1
"81","Danville, IL","1",1,0,0,0,0
"82","Danville, VA","15",15,0,0,0,0
"83","Davenport-Moline-Rock Island,  IA-IL","48",46,2,0,0,NA
"84","Decatur, AL","23",23,0,0,0,0
"85","Decatur, IL","8",8,0,0,0,0
"86","Deltona-Daytona Beach-Ormond Beach,*  FL","182",153,0,0,29,1
"87","Denver-Aurora,* CO","1457",1126,2,12,317,14
"88","Des Moines-West Des Moines,* IA","442",309,10,0,123,1
"89","Detroit-Warren-Livonia,* MI","529",435,4,7,83,6
"90","Dothan, AL","31",31,0,0,0,0
"91","Dover,* DE","155",155,0,0,0,0
"92","Dubuque, IA","33",28,2,3,0,0
"93","Duluth, MN-WI","75",63,6,0,6,1
"94","Durham,* NC","504",385,56,63,0,0
"95","Eau Claire, WI","66",58,8,0,0,0
"96","El Centro, CA","161",101,0,0,60,8
"97","El Paso, TX","1559",264,0,0,1295,37
"98","Elizabethtown, KY","52",28,0,0,24,2
"99","Elkhart-Goshen, IN","65",65,0,0,0,0
"100","Elmira, NY","2",2,0,0,0,0
"101","Erie, PA","49",36,0,0,13,1
"102","Eugene-Springfield, OR","146",136,10,0,0,0
"103","Evansville, IN-KY","75",62,0,3,10,2
"104","Fairbanks,* AK","7",7,0,0,0,0
"105","Fargo, ND-MN","279",127,0,25,127,1
"106","Farmington,* NM","33",33,0,0,0,0
"107","Fayetteville, NC","425",256,0,0,169,9
"108","Fayetteville-Springdale-Rogers,  AR-MO","286",208,28,3,47,3
"109","Flagstaff, AZ","39",39,0,0,0,0
"110","Flint, MI","29",24,0,0,5,1
"111","Florence, SC","63",63,0,0,0,0
"112","Florence-Muscle Shoals, AL","15",15,0,0,0,0
"113","Fond du Lac, WI","19",9,10,0,0,0
"114","Fort Collins-Loveland,* CO","133",128,2,3,0,0
"115","Fort Smith, AR-OK","91",67,24,0,0,0
"116","Fort Walton Beach-Crestview-Destin,  FL","66",54,0,0,12,2
"117","Fort Wayne,* IN","136",131,0,0,5,1
"118","Fresno, CA","375",282,0,4,89,4
"119","Gadsden, AL","13",13,0,0,0,0
"120","Gainesville, FL","128",68,0,0,60,3
"121","Gainesville, GA","116",116,0,0,0,0
"122","Glens Falls, NY","42",42,0,0,0,0
"123","Goldsboro, NC","33",33,0,0,0,0
"124","Grand Forks, ND-MN","68",28,0,0,40,1
"125","Grand Junction,* CO","157",155,2,0,0,0
"126","Grand Rapids-Wyoming,* MI","179",163,2,7,7,1
"127","Great Falls, MT","14",14,0,0,0,0
"128","Greeley,* CO","165",157,0,0,8,1
"129","Green Bay, WI","146",132,2,0,12,1
"130","Greensboro-High Point,* NC","612",404,12,0,196,11
"131","Greenville, NC","135",125,10,0,0,0
"132","Greenville,* SC","710",420,2,0,288,12
"133","Gulfport-Biloxi, MS","432",242,50,12,128,11
"134","Hagerstown-Martinsburg, MD-WV","159",157,2,0,0,0
"135","Hanford-Corcoran, CA","36",32,4,0,0,0
"136","Harrisburg-Carlisle, PA","118",118,0,0,0,0
"137","Harrisonburg,* VA","88",88,0,0,0,0
"138","Hartford-West Hartford-East Hartford,  CT","212",158,12,0,42,5
"139","Hattiesburg, MS","232",10,0,12,210,10
"140","Hickory-Lenoir-Morganton, NC","183",181,2,0,0,0
"141","Hinesville-Fort Stewart, GA","270",6,0,0,264,11
"142","Holland-Grand Haven, MI","64",58,6,0,0,0
