"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","21",19,2,0,0,0
"2","Akron, OH","164",140,0,7,17,1
"3","Albany, GA","68",58,2,3,5,1
"4","Albany-Schenectady-Troy, NY","116",92,0,4,20,3
"5","Albuquerque,* NM","592",555,0,6,31,1
"6","Alexandria, LA","60",60,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","381",354,4,8,15,2
"8","Altoona, PA","2",2,0,0,0,0
"9","Amarillo, TX","64",64,0,0,0,0
"10","Ames, IA","64",28,0,0,36,1
"11","Anchorage,* AK","367",127,44,0,196,7
"12","Anderson, IN","17",17,0,0,0,0
"13","Anderson, SC","105",105,0,0,0,0
"14","Ann Arbor, MI","59",52,2,0,5,1
"15","Anniston-Oxford, AL","46",15,0,24,7,1
"16","Appleton, WI","82",46,4,0,32,2
"17","Asheville, NC","357",301,4,8,44,2
"18","Athens-Clarke County, GA","150",139,0,0,11,2
"19","Atlanta-Sandy Springs-Marietta,* GA","7734",5315,22,41,2356,45
"20","Atlantic City,* NJ","133",131,2,0,0,0
"21","Auburn-Opelika,* AL","245",130,0,0,115,4
"22","Augusta-Richmond County, GA-SC","313",313,0,0,0,0
"23","Austin-Round Rock,* TX","1835",1525,26,9,275,3
"24","Bakersfield, CA","658",548,10,36,64,5
"25","Baltimore-Towson,* MD","567",492,2,0,73,6
"26","Bangor, ME","40",28,0,12,0,0
"27","Barnstable Town, MA","84",71,0,0,13,2
"28","Baton Rouge, LA","576",519,0,9,48,4
"29","Battle Creek, MI","18",12,0,0,6,1
"30","Bay City, MI","7",7,0,0,0,0
"31","Beaumont-Port Arthur, TX","56",56,0,0,0,0
"32","Bellingham, WA","159",124,0,0,35,2
"33","Bend,* OR","379",367,8,4,0,0
"34","Billings, MT","64",64,0,0,0,0
"35","Binghamton, NY","8",8,0,0,0,0
"36","Birmingham-Hoover,* AL","635",587,4,0,44,2
"37","Bismarck, ND","64",60,0,4,0,0
"38","Bloomington, IN","50",40,10,0,0,0
"39","Bloomington-Normal, IL","57",47,0,0,10,1
"40","Boise City-Nampa,* ID","957",896,6,55,0,0
"41","Boston-Cambridge-Quincy,* MA-NH","1218",574,88,111,445,21
"42","Boulder, CO","49",41,0,0,8,1
"43","Bowling Green, KY","82",72,0,0,10,1
"44","Bremerton-Silverdale, WA","85",85,0,0,0,0
"45","Bridgeport-Stamford-Norwalk, CT","259",115,2,0,142,5
"46","Brownsville-Harlingen, TX","247",239,4,4,0,0
"47","Brunswick, GA","90",85,0,0,5,1
"48","Buffalo-Niagara Falls, NY","330",142,34,4,150,1
"49","Burlington, NC","134",134,0,0,0,0
"50","Burlington-South Burlington, VT","53",45,4,4,0,0
"51","Canton-Massillon, OH","205",200,0,0,5,1
"52","Cape Coral-Fort Myers,* FL","1751",1523,0,0,228,22
"53","Carson City,* NV","11",11,0,0,0,0
"54","Casper, WY","60",60,0,0,0,0
"55","Cedar Rapids, IA","145",76,6,42,21,2
"56","Champaign-Urbana, IL","135",91,0,3,41,2
"57","Charleston, WV","34",34,0,0,0,0
"58","Charleston-North Charleston,* SC","813",665,48,27,73,10
"59","Charlotte-Gastonia-Concord,* NC-SC","2034",1970,12,7,45,2
"60","Charlottesville, VA","90",80,0,0,10,1
"61","Chattanooga, TN-GA","243",226,4,6,7,1
"62","Cheyenne, WY","75",56,0,4,15,1
"63","Chicago-Naperville-Joliet,* IL-IN-WI","4883",3189,72,227,1395,NA
