"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","18",18,0,0,0,0
"2","Akron, OH","191",166,0,3,22,2
"3","Albany, GA","55",47,4,4,0,0
"4","Albany-Schenectady-Troy, NY","266",130,0,0,136,18
"5","Albuquerque,* NM","583",552,0,7,24,1
"6","Alexandria, LA","64",64,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","376",369,4,3,0,0
"8","Altoona, PA","2",2,0,0,0,0
"9","Amarillo, TX","350",62,0,0,288,12
"10","Ames, IA","48",22,0,0,26,2
"11","Anchorage,* AK","124",51,32,41,0,0
"12","Anderson, IN","33",33,0,0,0,0
"13","Anderson, SC","105",105,0,0,0,0
"14","Ann Arbor, MI","100",69,2,0,29,5
"15","Anniston-Oxford, AL","21",21,0,0,0,0
"16","Appleton, WI","97",89,8,0,0,0
"17","Asheville, NC","290",269,2,0,19,1
"18","Athens-Clarke County, GA","123",77,46,0,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","5742",5124,4,16,598,13
"20","Atlantic City,* NJ","188",177,6,0,5,1
"21","Auburn-Opelika,* AL","163",127,0,0,36,2
"22","Augusta-Richmond County, GA-SC","252",252,0,0,0,0
"23","Austin-Round Rock,* TX","2411",1363,30,6,1012,26
"24","Bakersfield, CA","589",481,18,10,80,8
"25","Baltimore-Towson,* MD","920",810,4,19,87,9
"26","Bangor, ME","31",29,2,0,0,0
"27","Barnstable Town, MA","86",75,0,0,11,1
"28","Baton Rouge, LA","478",455,2,6,15,2
"29","Battle Creek, MI","12",12,0,0,0,0
"30","Bay City, MI","4",4,0,0,0,0
"31","Beaumont-Port Arthur, TX","7",7,0,0,0,0
"32","Bellingham, WA","262",82,2,4,174,3
"33","Bend,* OR","436",319,18,3,96,2
"34","Billings, MT","68",64,0,4,0,0
"35","Binghamton, NY","6",6,0,0,0,0
"36","Birmingham-Hoover,* AL","700",632,2,0,66,5
"37","Bismarck, ND","62",50,0,0,12,1
"38","Bloomington, IN","59",42,2,0,15,3
"39","Bloomington-Normal, IL","74",61,0,0,13,1
"40","Boise City-Nampa,* ID","843",799,12,32,0,0
"41","Boston-Cambridge-Quincy,* MA-NH","1235",677,38,31,489,29
"42","Boulder, CO","50",42,0,0,8,1
"43","Bowling Green, KY","102",102,0,0,0,0
"44","Bremerton-Silverdale, WA","114",111,0,3,0,0
"45","Bridgeport-Stamford-Norwalk, CT","225",114,6,0,105,2
"46","Brownsville-Harlingen, TX","237",212,2,23,0,0
"47","Brunswick, GA","60",60,0,0,0,0
"48","Buffalo-Niagara Falls, NY","173",163,6,4,0,0
"49","Burlington, NC","139",135,0,4,0,0
"50","Burlington-South Burlington, VT","64",44,14,0,6,1
"51","Canton-Massillon, OH","83",76,2,0,5,1
"52","Cape Coral-Fort Myers,* FL","2105",1560,14,0,531,42
"53","Carson City,* NV","5",5,0,0,0,0
"54","Casper,* WY","24",24,0,0,0,0
"55","Cedar Rapids, IA","98",77,6,3,12,1
"56","Champaign-Urbana, IL","59",59,0,0,0,0
"57","Charleston, WV","33",33,0,0,0,0
"58","Charleston-North Charleston,* SC","742",711,0,0,31,3
