"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","15",15,0,0,0,0
"2","Albany* GA MSA","55",53,2,0,0,0
"3","Albany-Schenectady-Troy* NY MSA","226",163,0,0,63,6
"4","Albuquerque* NM MSA","608",601,0,7,0,0
"5","Alexandria* LA MSA","47",37,0,0,10,1
"6","Allentown-Bethlehem-Easton* PA MSA","205",200,2,3,0,0
"7","Altoona* PA MSA","3",3,0,0,0,0
"8","Amarillo* TX MSA","55",55,0,0,0,0
"9","Anchorage* AK MSA","199",77,66,0,56,6
"10","Anniston* AL MSA","11",11,0,0,0,0
"11","Appleton-Oshkosh-Neenah* WI MSA","185",156,12,3,14,2
"12","Asheville* NC MSA","173",169,0,4,0,0
"13","Athens* GA MSA","95",95,0,0,0,0
"14","Atlanta* GA MSA","5753",4695,12,9,1037,14
"15","Auburn-Opelika* AL MSA","54",46,0,0,8,1
"16","Augusta-Aiken* GA-SC MSA","257",257,0,0,0,0
"17","Austin-San Marcos* TX MSA","965",688,22,0,255,5
"18","Bakersfield* CA MSA","469",465,0,4,0,0
"19","Bangor* ME MSA","27",25,2,0,0,0
"20","Barnstable-Yarmouth* MA MSA","71",71,0,0,0,0
"21","Baton Rouge* LA MSA","199",134,0,0,65,5
"22","Beaumont-Port Arthur* TX MSA","52",52,0,0,0,0
"23","Bellingham* WA MSA","220",138,2,0,80,3
"24","Benton Harbor* MI MSA","9",9,0,0,0,0
"25","Billings* MT MSA","59",59,0,0,0,0
"26","Biloxi-Gulfport-Pascagoula* MS MSA","199",193,0,0,6,1
"27","Binghamton* NY MSA","10",10,0,0,0,0
"28","Birmingham* AL MSA","578",476,0,0,102,4
"29","Bismarck* ND MSA","95",87,0,0,8,1
"30","Bloomington* IN MSA","106",66,20,0,20,2
"31","Bloomington-Normal* IL MSA","114",95,2,8,9,1
"32","Boise City* ID MSA","682",633,22,27,0,0
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1804",1205,78,43,478,26
"34","Brownsville-Harlingen-San Benito*  TX MSA","216",214,2,0,0,0
"35","Bryan-College Station* TX MSA","66",66,0,0,0,0
"36","Buffalo-Niagara Falls* NY MSA","240",183,2,3,52,7
"37","Burlington* VT MSA","75",46,4,6,19,3
"38","Canton-Massillon* OH MSA","124",124,0,0,0,0
"39","Casper* WY MSA","17",17,0,0,0,0
"40","Cedar Rapids* IA MSA","120",84,6,10,20,2
"41","Champaign-Urbana* IL MSA","156",56,4,0,96,1
"42","Charleston* WV MSA","39",26,0,3,10,2
"43","Charleston-North Charleston* SC MSA","728",533,0,7,188,8
"44","Charlotte-Gastonia-Rock Hill*  NC-SC MSA","1800",1332,6,30,432,23
"45","Charlottesville* VA MSA","125",98,16,3,8,1
"46","Chattanooga* TN-GA MSA","252",222,12,3,15,2
"47","Cheyenne* WY MSA","61",56,0,0,5,1
"48","Chicago-Gary-Kenosha IL-IN-WI CMSA","5669",3881,152,184,1452,72
"49","Chico-Paradise* CA MSA","207",124,0,24,59,7
"50","Cincinnati-Hamilton OH-KY-IN CMSA","1285",1065,8,18,194,15
"51","Clarksville-Hopkinsville* TN-KY MSA","451",163,0,0,288,20
"52","Cleveland-Akron OH CMSA","1022",975,10,23,14,2
"53","Colorado Springs* CO MSA","456",456,0,0,0,0
"54","Columbia* MO MSA","140",127,10,3,0,0
"55","Columbia* SC MSA","448",416,2,3,27,2
"56","Columbus* GA-AL MSA","337",121,10,4,202,13
"57","Columbus* OH MSA","1618",1108,10,57,443,31
"58","Corpus Christi* TX MSA","119",97,2,4,16,1
"59","Corvallis* OR MSA","99",33,2,0,64,9
"60","Cumberland* MD-WV MSA","21",21,0,0,0,0
"61","Dallas-Fort Worth TX CMSA","4852",3549,26,21,1256,56
"62","Danville* VA MSA","40",31,4,0,5,1
"63","Davenport-Moline-Rock Island*  IA-IL MSA","44",44,0,0,0,0
"64","Dayton-Springfield* OH MSA","242",216,6,3,17,3
"65","Daytona Beach* FL MSA","1053",813,26,0,214,7
"66","Decatur* Al MSA","33",33,0,0,0,0
"67","Decatur* IL MSA","1",1,0,0,0,0
"68","Denver-Boulder-Greeley CO CMSA","2481",1806,12,16,647,16
"69","Des Moines* IA MSA","507",438,10,3,56,5
"70","Detroit-Ann Arbor-Flint MI CMSA","3122",2520,22,56,524,59
"71","Dothan* AL MSA","43",43,0,0,0,0
"72","Dover* DE MSA","180",172,0,8,0,0
"73","Dubuque* IA MSA","21",15,6,0,0,0
"74","Duluth-Superior* MN-WI MSA","81",74,4,3,0,0
"75","Eau Claire* WI MSA","129",103,18,0,8,1
"76","El Paso* TX MSA","335",320,2,8,5,1
"77","Elkhart-Goshen* IN MSA","109",101,0,3,5,1
"78","Elmira* NY MSA","3",3,0,0,0,0
"79","Enid* OK MSA","6",2,4,0,0,0
"80","Erie* PA MSA","39",21,2,16,0,0
"81","Eugene-Springfield* OR MSA","177",155,8,0,14,1
"82","Evansville-Henderson* IN-KY MSA","130",125,0,0,5,1
"83","Fargo-Moorhead* ND-MN MSA","195",111,8,3,73,3
"84","Fayetteville* NC MSA","141",125,0,0,16,2
"85","Fayetteville-Springdale-Rogers*  AR MSA","453",216,18,3,216,25
"86","Flagstaff* AZ MSA","72",68,4,0,0,0
"87","Florence* AL MSA","89",9,0,0,80,7
"88","Florence* SC MSA","51",46,0,0,5,1
"89","Fort Collins-Loveland* CO MSA","326",277,10,10,29,3
"90","Fort Myers-Cape Coral* FL MSA","1435",1041,120,71,203,15
"91","Fort Pierce-Port St. Lucie* FL MSA","805",455,16,13,321,14
"92","Fort Smith* AR-OK MSA","39",33,6,0,0,0
"93","Fort Walton Beach* FL MSA","246",139,0,0,107,3
"94","Fort Wayne* IN MSA","251",251,0,0,0,0
"95","Fresno* CA MSA","940",486,2,68,384,45
"96","Gadsden* AL MSA","10",10,0,0,0,0
"97","Gainesville* FL MSA","141",139,2,0,0,0
"98","Glens Falls* NY MSA","84",64,2,0,18,3
"99","Goldsboro* NC MSA","69",69,0,0,0,0
"100","Grand Forks* ND-MN MSA","71",23,0,0,48,2
"101","Grand Junction* CO MSA","129",114,4,11,0,0
"102","Grand Rapids-Muskegon-Holland*  MI MSA","751",626,26,22,77,8
"103","Great Falls* MT MSA","29",17,0,0,12,1
"104","Green Bay* WI MSA","170",92,10,0,68,7
"105","Greensboro--Winston-Salem--High Point*  NC MSA","855",816,34,0,5,1
"106","Greenville* NC MSA","253",71,2,0,180,12
"107","Greenville-Spartanburg-Anderson*  SC MSA","625",617,8,0,0,0
"108","Harrisburg-Lebanon-Carlisle* PA MSA","271",202,2,3,64,2
"109","Hartford* CT MSA","417",369,4,0,44,7
"110","Hattiesburg* MS MSA","8",8,0,0,0,0
"111","Hickory-Morganton* NC MSA","154",154,0,0,0,0
"112","Honolulu* HI MSA","221",221,0,0,0,0
"113","Houma* LA MSA","87",87,0,0,0,0
"114","Houston-Galveston-Brazoria TX CMSA","5070",3264,16,0,1790,76
"115","Huntington-Ashland* WV-KY-OH MSA","7",5,2,0,0,0
"116","Huntsville* AL MSA","152",95,0,0,57,6
"117","Indianapolis* IN MSA","1371",1245,44,19,63,7
"118","Iowa City* IA MSA","56",52,0,4,0,0
"119","Jackson* MI MSA","16",16,0,0,0,0
"120","Jackson* MS MSA","380",311,0,0,69,6
"121","Jackson* TN MSA","42",42,0,0,0,0
