"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture","Monthly_Coverage_Percent"
"73","Columbus, GA-AL","61",47,0,0,14,1,73
"74","Columbus, IN","4",4,0,0,0,0,99
"75","Columbus,  OH","274",152,0,16,106,5,100
"76","Corpus Christi, TX","37",37,0,0,0,0,83
"77","Corvallis, OR","12",12,0,0,0,0,54
"78","Cumberland, MD-WV","6",6,0,0,0,0,5
"79","Dallas-Fort Worth-Arlington,  TX","1265",736,12,4,513,17,100
"80","Dalton,  GA","16",9,2,0,5,1,95
"81","Danville, IL","0",0,0,0,0,0,4
"82","Danville, VA","9",4,0,0,5,1,55
"83","Davenport-Moline-Rock Island,  IA-IL","26",14,0,0,12,1,NA
"84","Decatur, AL","9",9,0,0,0,0,67
"85","Decatur, IL","2",2,0,0,0,0,18
"86","Deltona-Daytona Beach-Ormond Beach,  FL","47",33,2,0,12,1,NA
"87","Des Moines-West Des Moines,  IA","60",58,2,0,0,0,100
"88","Detroit-Warren-Livonia,  MI","133",60,42,31,0,0,100
"89","Dothan, AL","15",15,0,0,0,0,85
"90","Dover,  DE","44",44,0,0,0,0,100
"91","Dubuque, IA","4",4,0,0,0,0,84
"92","Duluth, MN-WI","19",14,2,3,0,0,69
"93","Durham-Chapel Hill,  NC","114",106,8,0,0,0,100
"94","Eau Claire, WI","22",10,4,8,0,0,91
"95","El Centro, CA","2",2,0,0,0,0,71
"96","El Paso, TX","340",159,0,0,181,15,96
"97","Elizabethtown, KY","14",8,6,0,0,0,62
"98","Elkhart-Goshen, IN","4",4,0,0,0,0,97
"99","Elmira, NY","0",0,0,0,0,0,11
"100","Erie, PA","5",5,0,0,0,0,74
"101","Eugene-Springfield, OR","29",23,0,0,6,1,100
"102","Evansville, IN-KY","18",13,0,0,5,1,89
"103","Fairbanks,  AK","2",2,0,0,0,0,100
"104","Fargo, ND-MN","71",10,0,0,61,1,78
"105","Farmington,  NM","15",15,0,0,0,0,100
"106","Fayetteville, NC","82",50,0,0,32,2,93
"107","Fayetteville-Springdale-Rogers,  AR-MO","89",69,4,0,16,1,93
"108","Flagstaff, AZ","19",19,0,0,0,0,91
"109","Flint, MI","1",1,0,0,0,0,63
"110","Florence, SC","36",21,0,0,15,1,99
"111","Florence-Muscle Shoals, AL","5",5,0,0,0,0,88
"112","Fond du Lac, WI","2",2,0,0,0,0,44
"113","Fort Collins-Loveland,  CO","23",23,0,0,0,0,100
"114","Fort Smith, AR-OK","20",20,0,0,0,0,92
"115","Fort Walton Beach-Crestview-Destin,  FL","28",18,0,0,10,1,77
"116","Fort Wayne,  IN","48",22,2,0,24,2,100
"117","Fresno, CA","105",75,0,4,26,3,81
"118","Gadsden, AL","5",5,0,0,0,0,62
"119","Gainesville, FL","40",19,0,0,21,1,99
"120","Gainesville, GA","10",10,0,0,0,0,94
"121","Glens Falls, NY","13",13,0,0,0,0,77
"122","Goldsboro, NC","0",0,0,0,0,0,79
"123","Grand Forks, ND-MN","0",0,0,0,0,0,221
"124","Grand Junction,  CO","26",26,0,0,0,0,100
"125","Grand Rapids-Wyoming,  MI","35",35,0,0,0,0,100
"126","Great Falls, MT","5",5,0,0,0,0,91
"127","Greeley,  CO","39",32,0,0,7,1,100
"128","Green Bay, WI","27",22,0,0,5,1,80
"129","Greensboro-High Point,  NC","151",104,0,3,44,2,100
"130","Greenville, NC","70",22,0,0,48,6,99
"131","Greenville,  SC","86",86,0,0,0,0,100
"132","Gulfport-Biloxi, MS","124",84,40,0,0,0,93
"133","Hagerstown-Martinsburg, MD-WV","33",33,0,0,0,0,96
"134","Hanford-Corcoran, CA","13",13,0,0,0,0,78
"135","Harrisburg-Carlisle, PA","40",40,0,0,0,0,54
"136","Harrisonburg,  VA","8",8,0,0,0,0,100
"137","Hartford-West Hartford-East Hartford,  CT","59",45,4,0,10,2,88
"138","Hattiesburg, MS","45",6,0,3,36,2,92
"139","Hickory-Lenoir-Morganton, NC","42",42,0,0,0,0,98
"140","Hinesville-Fort Stewart, GA","7",7,0,0,0,0,68
"141","Holland-Grand Haven, MI","15",10,0,0,5,1,77
"142","Honolulu,  HI","129",57,0,0,72,6,100
"143","Hot Springs, AR","2",2,0,0,0,0,97
"144","Houma-Bayou Cane-Thibodaux, LA","29",29,0,0,0,0,94
"145","Houston-Sugar Land-Baytown,  TX","2191",1114,10,12,1055,48,100
"146","Huntington-Ashland, WV-KY-OH","1",1,0,0,0,0,8
"147","Huntsville, AL","204",120,0,0,84,9,98
"148","Idaho Falls, ID","15",15,0,0,0,0,97
"149","Indianapolis-Carmel,  IN","238",196,0,7,35,5,100
"150","Iowa City, IA","81",25,0,0,56,1,94
"151","Ithaca, NY","3",3,0,0,0,0,58
"152","Jackson, MI","2",2,0,0,0,0,61
"153","Jackson, MS","46",46,0,0,0,0,94
"154","Jackson, TN","18",18,0,0,0,0,92
"155","Jacksonville,  FL","283",263,8,0,12,1,100
"156","Jacksonville, NC","65",63,2,0,0,0,97
"157","Janesville, WI","1",1,0,0,0,0,79
"158","Jefferson City, MO","5",5,0,0,0,0,70
"159","Johnson City, TN","25",25,0,0,0,0,99
"160","Johnstown, PA","0",0,0,0,0,0,7
"161","Jonesboro, AR","13",13,0,0,0,0,92
"162","Joplin, MO","6",6,0,0,0,0,49
"163","Kalamazoo-Portage, MI","23",12,0,0,11,1,70
"164","Kankakee-Bradley, IL","1",1,0,0,0,0,30
"165","Kansas City,  MO-KS","123",111,2,4,6,1,100
"166","Kennewick-Pasco-Richland, WA","39",29,0,0,10,2,89
"167","Killeen-Temple-Fort Hood, TX","83",79,4,0,0,0,81
"168","Kingsport-Bristol-Bristol, TN-VA","14",14,0,0,0,0,58
"169","Kingston, NY","11",11,0,0,0,0,70
"170","Knoxville, TN","109",76,0,0,33,2,84
"171","Kokomo, IN","0",0,0,0,0,0,79
"172","La Crosse, WI-MN","6",6,0,0,0,0,3
"173","Lafayette, IN","19",12,0,0,7,1,90
"174","Lafayette, LA","48",38,0,0,10,1,85
"175","Lake Charles, LA","47",26,2,0,19,1,83
"176","Lake Havasu City-Kingman, AZ","17",17,0,0,0,0,100
"177","Lakeland-Winter Haven,  FL","86",86,0,0,0,0,100
"178","Lancaster, PA","47",37,0,0,10,1,63
"179","Lansing-East Lansing, MI","5",5,0,0,0,0,81
"180","Laredo,  TX","46",32,0,3,11,1,100
"181","Las Cruces,  NM","76",56,0,4,16,1,100
"182","Las Vegas-Paradise,  NV","491",163,0,0,328,21,100
"183","Lawrence, KS","6",6,0,0,0,0,96
"184","Lawton, OK","14",14,0,0,0,0,89
"185","Lebanon, PA","12",12,0,0,0,0,92
"186","Lewiston, ID-WA","0",0,0,0,0,0,55
"187","Lewiston-Auburn, ME","7",7,0,0,0,0,71
"188","Lexington-Fayette, KY","87",85,2,0,0,0,98
"189","Lima, OH","1",1,0,0,0,0,11
"190","Lincoln, NE","16",16,0,0,0,0,87
"191","Little Rock-North Little Rock, AR","261",75,2,16,168,14,91
"192","Logan, UT-ID","6",6,0,0,0,0,3
"193","Longview, TX","6",6,0,0,0,0,73
"194","Longview, WA","8",8,0,0,0,0,73
"195","Los Angeles-Long Beach-Santa Ana,  CA","450",226,36,16,172,14,NA
"196","Lubbock, TX","41",41,0,0,0,0,96
"197","Lynchburg, VA","35",35,0,0,0,0,86
"198","Macon, GA","56",12,4,0,40,4,54
"199","Madera-Chowchilla, CA","9",6,0,3,0,0,89
"200","Madison,  WI","56",26,0,4,26,1,100
"201","Manchester-Nashua, NH","18",11,2,0,5,1,91
"202","Mansfield, OH","3",3,0,0,0,0,74
"203","McAllen-Edinburg-Mission,  TX","180",149,8,18,5,1,100
"204","Medford, OR","16",14,2,0,0,0,100
"205","Memphis,  TN-MS-AR","80",80,0,0,0,0,100
"206","Merced, CA","28",28,0,0,0,0,81
"207","Miami-Fort Lauderdale-Pompano Beach,  FL","735",174,2,12,547,16,NA
"208","Midland,  TX","22",22,0,0,0,0,100
"209","Milwaukee-Waukesha-West Allis,  WI","64",43,0,0,21,2,100
"210","Minneapolis-St. Paul-Bloomington,  MN-WI","362",220,0,0,142,3,NA
"211","Mobile, AL","96",91,0,0,5,1,95
"212","Modesto, CA","19",19,0,0,0,0,85
"213","Monroe, LA","15",10,0,0,5,1,85
"214","Monroe, MI","4",4,0,0,0,0,54
"215","Montgomery, AL","21",21,0,0,0,0,91
"216","Morgantown, WV","0",0,0,0,0,0,91
"217","Morristown, TN","12",10,2,0,0,0,80
"218","Mount Vernon-Anacortes, WA","18",18,0,0,0,0,83
"219","Muncie, IN","1",1,0,0,0,0,77
"220","Muskegon-Norton Shores, MI","2",0,2,0,0,0,60
"221","Myrtle Beach-North Myrtle Beach-Conway,  SC","90",62,0,0,28,2,99
"222","Napa, CA","0",0,0,0,0,0,69
"223","Naples-Marco Island,  FL","60",52,0,8,0,0,100
"224","Nashville-Davidson--Murfreesboro,  TN","777",207,0,0,570,20,NA
"225","New Orleans-Metairie-Kenner,  LA","198",178,16,4,0,0,100
"226","New York-Northern New Jersey-Long Island,  NY-NJ-PA","1650",594,48,66,942,66,NA
"227","Norwich-New London, CT","20",20,0,0,0,0,94
"228","Ocala,  FL","38",38,0,0,0,0,100
"229","Ocean City,  NJ","55",43,12,0,0,0,100
"230","Odessa,  TX","1",1,0,0,0,0,100
"231","Ogden-Clearfield, UT","51",51,0,0,0,0,84
"232","Oklahoma City,  OK","207",192,2,0,13,1,100
"233","Olympia, WA","28",26,2,0,0,0,82
"234","Omaha-Council Bluffs,  NE-IA","225",92,0,20,113,2,100
"235","Orlando-Kissimmee,  FL","364",240,2,8,114,4,100
"236","Oshkosh-Neenah, WI","33",13,0,0,20,1,83
"237","Owensboro, KY","10",8,2,0,0,0,97
"238","Oxnard-Thousand Oaks-Ventura, CA","32",19,0,3,10,1,97
"239","Palm Bay-Melbourne-Titusville,  FL","172",56,0,4,112,9,100
"240","Palm Coast, FL","104",20,0,0,84,1,100
"241","Panama City-Lynn Haven-Panama City Beach,  FL","13",11,2,0,0,0,97
"242","Parkersburg-Marietta-Vienna, WV-OH","3",3,0,0,0,0,0
"243","Pascagoula, MS","33",33,0,0,0,0,98
"244","Pensacola-Ferry Pass-Brent,  FL","64",64,0,0,0,0,100
"245","Peoria, IL","18",18,0,0,0,0,59
"246","Philadelphia-Camden-Wilmington,  PA-NJ-DE-MD","520",387,14,6,113,8,NA
"247","Pine Bluff, AR","4",1,0,3,0,0,89
"248","Pittsburgh,  PA","122",104,4,4,10,2,100
"249","Pittsfield, MA","116",0,0,0,116,12,19
"250","Pocatello, ID","6",6,0,0,0,0,92
"251","Port St. Lucie,  FL","45",34,0,0,11,2,100
"252","Portland-South Portland-Biddeford,  ME","70",50,2,0,18,1,89
"253","Portland-Vancouver-Beaverton,  OR-WA","281",111,0,0,170,4,NA
"254","Prescott, AZ","73",27,0,0,46,1,84
"255","Providence-New Bedford-Fall River,  RI-MA","135",129,6,0,0,0,86
"256","Provo-Orem, UT","60",32,4,4,20,2,98
"257","Pueblo,  CO","13",13,0,0,0,0,100
"258","Punta Gorda,  FL","9",9,0,0,0,0,100
"259","Racine, WI","6",6,0,0,0,0,69
"260","Raleigh-Cary,  NC","201",197,4,0,0,0,100
"261","Rapid City, SD","20",18,2,0,0,0,98
"262","Reading, PA","15",15,0,0,0,0,48
"263","Redding, CA","116",31,0,8,77,1,93
"264","Reno-Sparks,  NV","33",31,2,0,0,0,100
"265","Richmond,  VA","551",161,6,11,373,24,100
"266","Riverside-San Bernardino-Ontario,  CA","706",292,8,4,402,18,NA
"267","Rochester, MN","20",20,0,0,0,0,87
"268","Rochester, NY","34",34,0,0,0,0,62
"269","Rockford, IL","8",4,4,0,0,0,97
"270","Rocky Mount, NC","19",17,2,0,0,0,78
"271","Rome, GA","3",3,0,0,0,0,99
"272","Sacramento--Arden-Arcade--Roseville,  CA","345",301,0,0,44,2,NA
"273","Salem, OR","24",24,0,0,0,0,85
"274","Salinas, CA","20",8,0,0,12,2,92
"275","Salisbury, MD","13",6,0,0,7,1,67
"276","Salt Lake City,  UT","321",100,2,11,208,10,100
"277","San Angelo,  TX","12",12,0,0,0,0,100
"278","San Antonio,  TX","649",263,0,0,386,19,100
"279","San Diego-Carlsbad-San Marcos,  CA","124",84,0,6,34,5,100
"280","San Francisco-Oakland-Fremont,  CA","465",118,2,3,342,9,100
"281","San Jose-Sunnyvale-Santa Clara,  CA","851",81,8,15,747,22,100
"282","San Luis Obispo-Paso Robles, CA","23",23,0,0,0,0,67
"283","Sandusky, OH","0",0,0,0,0,0,0
"284","Santa Barbara-Santa Maria, CA","4",4,0,0,0,0,71
"285","Santa Cruz-Watsonville, CA","7",7,0,0,0,0,64
"286","Santa Fe,  NM","6",6,0,0,0,0,100
"287","Santa Rosa-Petaluma, CA","27",27,0,0,0,0,92
"288","Savannah, GA","60",60,0,0,0,0,87
"289","Scranton--Wilkes-Barre, PA","10",10,0,0,0,0,24
"290","Seattle-Tacoma-Bellevue,  WA","457",277,32,28,120,8,100
"291","Sebastian-Vero Beach,  FL","31",31,0,0,0,0,100
"292","Sheboygan, WI","7",2,0,0,5,1,47
"293","Sherman-Denison, TX","0",0,0,0,0,0,2
"294","Shreveport-Bossier City, LA","35",35,0,0,0,0,98
"295","Sioux City, IA-NE-SD","2",2,0,0,0,0,96
"296","Sioux Falls, SD","15",13,2,0,0,0,88
"297","South Bend-Mishawaka, IN-MI","5",5,0,0,0,0,98
"298","Spartanburg, SC","28",28,0,0,0,0,94
"299","Spokane, WA","32",22,0,0,10,1,66
"300","Springfield, IL","3",1,2,0,0,0,53
"301","Springfield, MA","14",14,0,0,0,0,58
"302","Springfield, MO","63",12,2,0,49,2,82
"303","Springfield, OH","1",1,0,0,0,0,100
"304","St. Cloud, MN","11",8,0,3,0,0,74
"305","St. George, UT","28",28,0,0,0,0,96
"306","St. Joseph, MO-KS","3",3,0,0,0,0,0
"307","St. Louis,  MO-IL","276",199,0,4,73,4,100
"308","State College, PA","54",15,2,0,37,2,62
"309","Stockton,  CA","42",42,0,0,0,0,100
"310","Sumter,  SC","17",14,0,3,0,0,100
"311","Syracuse, NY","27",27,0,0,0,0,61
"312","Tallahassee, FL","95",57,2,0,36,1,100
"313","Tampa-St. Petersburg-Clearwater,  FL","564",180,4,0,380,7,NA
"314","Texarkana, TX-Texarkana, AR","4",4,0,0,0,0,100
"315","Toledo, OH","45",18,0,0,27,3,92
"316","Topeka, KS","17",17,0,0,0,0,90
"317","Trenton-Ewing,  NJ","24",17,0,0,7,1,100
"318","Tucson,  AZ","109",101,2,0,6,1,100
"319","Tulsa,  OK","236",124,4,0,108,5,100
"320","Tuscaloosa, AL","18",18,0,0,0,0,93
"321","Tyler, TX","11",6,0,0,5,1,79
"322","Utica-Rome, NY","0",0,0,0,0,0,5
"323","Valdosta, GA","31",31,0,0,0,0,87
"324","Vallejo-Fairfield, CA","19",19,0,0,0,0,92
"325","Victoria, TX","3",3,0,0,0,0,55
"326","Vineland-Millville-Bridgeton,  NJ","19",19,0,0,0,0,100
"327","Virginia Beach-Norfolk-Newport News,  VA-NC","141",132,2,0,7,1,NA
"328","Waco, TX","16",16,0,0,0,0,77
"329","Warner Robins, GA","21",21,0,0,0,0,82
"330","Washington-Arlington-Alexandria,  DC-VA-MD-WV","1078",535,4,7,532,14,NA
"331","Wausau, WI","3",3,0,0,0,0,74
"332","Weirton-Steubenville, WV-OH","0",0,0,0,0,0,53
"333","Wenatchee-East Wenatchee, WA","11",11,0,0,0,0,72
"334","Wheeling, WV-OH","0",0,0,0,0,0,68
"335","Wichita Falls, TX","11",11,0,0,0,0,89
"336","Wichita, KS","83",45,2,36,0,0,88
"337","Williamsport, PA","0",0,0,0,0,0,16
"338","Wilmington,  NC","78",73,0,0,5,1,100
"339","Winchester, VA-WV","16",16,0,0,0,0,84
"340","Winston-Salem, NC","80",55,0,0,25,3,90
"341","Worcester, MA","56",47,6,3,0,0,69
"342","Yakima, WA","11",11,0,0,0,0,40
"343","York-Hanover, PA","24",19,0,0,5,1,79
"344","Youngstown-Warren-Boardman, OH-PA","47",11,0,0,36,6,96
"345","Yuba City, CA","12",12,0,0,0,0,91
"346","Yuma, AZ","60",60,0,0,0,0,72
