"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","21",21,0,0,0,0
"2","Akron, OH","88",73,2,0,13,1
"3","Albany, GA","39",34,2,3,0,0
"4","Albany-Schenectady-Troy, NY","213",89,2,20,102,8
"5","Albuquerque,* NM","405",324,0,3,78,3
"6","Alexandria, LA","43",43,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","286",272,4,0,10,1
"8","Altoona, PA","1",1,0,0,0,0
"9","Amarillo, TX","675",69,0,0,606,40
"10","Ames, IA","23",23,0,0,0,0
"11","Anchorage,* AK","117",37,10,4,66,3
"12","Anderson, IN","16",16,0,0,0,0
"13","Anderson, SC","110",110,0,0,0,0
"14","Ann Arbor, MI","35",30,0,0,5,1
"15","Anniston-Oxford, AL","204",12,0,0,192,11
"16","Appleton, WI","38",38,0,0,0,0
"17","Asheville, NC","283",276,2,0,5,1
"18","Athens-Clarke County, GA","56",42,0,9,5,1
"19","Atlanta-Sandy Springs-Marietta,* GA","3577",2736,10,87,744,27
"20","Atlantic City,* NJ","126",112,4,0,10,2
"21","Auburn-Opelika,* AL","101",101,0,0,0,0
"22","Augusta-Richmond County, GA-SC","177",177,0,0,0,0
"23","Austin-Round Rock,* TX","2060",936,42,0,1082,58
"24","Bakersfield, CA","334",276,12,41,5,1
"25","Baltimore-Towson,* MD","630",576,0,0,54,3
"26","Bangor, ME","38",38,0,0,0,0
"27","Barnstable Town, MA","53",43,2,3,5,1
"28","Baton Rouge, LA","271",269,2,0,0,0
"29","Battle Creek, MI","7",7,0,0,0,0
"30","Bay City, MI","3",3,0,0,0,0
"31","Beaumont-Port Arthur, TX","229",69,0,0,160,1
"32","Bellingham, WA","106",80,2,3,21,1
"33","Bend,* OR","173",154,6,3,10,1
"34","Billings, MT","38",33,0,0,5,1
"35","Binghamton, NY","4",4,0,0,0,0
"36","Birmingham-Hoover,* AL","474",457,2,0,15,2
"37","Bismarck, ND","54",54,0,0,0,0
"38","Bloomington, IN","54",50,0,4,0,0
"39","Bloomington-Normal, IL","31",25,0,0,6,1
"40","Boise City-Nampa,* ID","385",234,22,129,0,0
"41","Boston-Cambridge-Quincy,* MA-NH","754",484,52,26,192,15
"42","Boulder, CO","55",32,0,3,20,2
"43","Bowling Green, KY","56",54,2,0,0,0
"44","Bremerton-Silverdale, WA","121",117,4,0,0,0
"45","Bridgeport-Stamford-Norwalk, CT","115",91,2,12,10,1
"46","Brownsville-Harlingen, TX","157",118,8,15,16,2
"47","Brunswick, GA","57",57,0,0,0,0
"48","Buffalo-Niagara Falls, NY","111",109,2,0,0,0
"49","Burlington, NC","113",113,0,0,0,0
"50","Burlington-South Burlington, VT","51",36,8,7,0,0
"51","Canton-Massillon, OH","58",53,0,0,5,1
"52","Cape Coral-Fort Myers,* FL","308",193,0,4,111,5
"53","Carson City,* NV","0",0,0,0,0,0
"54","Casper, WY","46",46,0,0,0,0
"55","Cedar Rapids, IA","83",55,8,14,6,1
"56","Champaign-Urbana, IL","80",31,4,0,45,6
"57","Charleston, WV","21",21,0,0,0,0
"58","Charleston-North Charleston,* SC","497",435,2,3,57,4
"59","Charlotte-Gastonia-Concord,* NC-SC","1482",1295,14,20,153,15
"60","Charlottesville, VA","60",60,0,0,0,0
"61","Chattanooga, TN-GA","169",150,4,0,15,1
"62","Cheyenne, WY","29",27,2,0,0,0
"63","Chicago-Naperville-Joliet,* IL-IN-WI","2824",1689,58,114,963,NA
"64","Cincinnati-Middletown,* OH-KY-IN","611",477,4,19,111,17
"65","Clarksville, TN-KY","115",91,24,0,0,0
"66","Cleveland, TN","37",37,0,0,0,0
"67","Cleveland-Elyria-Mentor,* OH","388",303,4,4,77,7
"68","Coeur dAlene, ID","112",83,4,0,25,1
"69","College Station-Bryan, TX","94",94,0,0,0,0
"70","Colorado Springs,* CO","246",220,2,4,20,1
"71","Columbia, MO","128",112,8,3,5,1
"72","Columbia,* SC","479",423,4,9,43,3
"73","Columbus, GA-AL","99",76,0,0,23,2
"74","Columbus, IN","25",25,0,0,0,0
"75","Columbus,* OH","568",425,8,26,109,17
"76","Corpus Christi, TX","171",97,2,12,60,2
"77","Corvallis, OR","8",8,0,0,0,0
"78","Cumberland, MD-WV","9",9,0,0,0,0
"79","Dallas-Fort Worth-Arlington,* TX","3385",2462,34,12,877,16
"80","Dalton, GA","54",37,6,0,11,2
"81","Danville, IL","0",0,0,0,0,0
"82","Danville, VA","18",13,0,0,5,1
"83","Davenport-Moline-Rock Island,  IA-IL","55",53,2,0,0,NA
"84","Decatur, AL","20",20,0,0,0,0
"85","Decatur, IL","1",1,0,0,0,0
"86","Deltona-Daytona Beach-Ormond Beach,*  FL","163",143,0,0,20,2
"87","Denver-Aurora,* CO","869",754,6,3,106,8
"88","Des Moines-West Des Moines,* IA","275",275,0,0,0,0
"89","Detroit-Warren-Livonia,* MI","399",383,2,4,10,2
"90","Dothan, AL","16",16,0,0,0,0
