"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","23",21,2,0,0,0
"2","Akron, OH","111",97,0,3,11,1
"3","Albany, GA","38",32,2,4,0,0
"4","Albany-Schenectady-Troy, NY","121",82,2,11,26,3
"5","Albuquerque,* NM","550",546,4,0,0,0
"6","Alexandria, LA","45",45,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","373",310,4,4,55,3
"8","Altoona, PA","4",4,0,0,0,0
"9","Amarillo, TX","50",50,0,0,0,0
"10","Ames, IA","44",23,0,0,21,1
"11","Anchorage,* AK","74",43,4,0,27,4
"12","Anderson, IN","17",17,0,0,0,0
"13","Anderson, SC","84",84,0,0,0,0
"14","Ann Arbor, MI","40",35,0,0,5,1
"15","Anniston-Oxford, AL","28",14,0,0,14,2
"16","Appleton, WI","109",51,4,0,54,6
"17","Asheville, NC","336",245,0,11,80,2
"18","Athens-Clarke County, GA","64",64,0,0,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","3993",3021,8,35,929,20
"20","Atlantic City,* NJ","122",101,0,0,21,1
"21","Auburn-Opelika,* AL","120",103,0,0,17,1
"22","Augusta-Richmond County, GA-SC","177",177,0,0,0,0
"23","Austin-Round Rock,* TX","1200",1145,6,3,46,3
"24","Bakersfield, CA","413",340,22,51,0,0
"25","Baltimore-Towson,* MD","638",553,0,10,75,6
"26","Bangor, ME","48",29,0,0,19,3
"27","Barnstable Town, MA","53",48,0,0,5,1
"28","Baton Rouge, LA","494",287,10,0,197,14
"29","Battle Creek, MI","53",8,0,0,45,1
"30","Bay City, MI","4",4,0,0,0,0
"31","Beaumont-Port Arthur, TX","75",75,0,0,0,0
"32","Bellingham, WA","98",79,0,7,12,2
"33","Bend,* OR","146",144,2,0,0,0
"34","Billings, MT","61",61,0,0,0,0
"35","Binghamton, NY","4",4,0,0,0,0
"36","Birmingham-Hoover,* AL","434",434,0,0,0,0
"37","Bismarck, ND","73",65,0,8,0,0
"38","Bloomington, IN","57",53,0,4,0,0
"39","Bloomington-Normal, IL","46",38,0,0,8,1
"40","Boise City-Nampa,* ID","450",372,10,68,0,0
"41","Boston-Cambridge-Quincy,* MA-NH","776",467,50,25,234,17
"42","Boulder, CO","37",25,2,0,10,2
"43","Bowling Green, KY","81",77,4,0,0,0
"44","Bremerton-Silverdale, WA","81",81,0,0,0,0
"45","Bridgeport-Stamford-Norwalk, CT","129",119,2,3,5,1
"46","Brownsville-Harlingen, TX","189",145,2,24,18,1
"47","Brunswick, GA","97",97,0,0,0,0
"48","Buffalo-Niagara Falls, NY","104",102,2,0,0,0
"49","Burlington, NC","118",118,0,0,0,0
"50","Burlington-South Burlington, VT","55",42,2,0,11,1
"51","Canton-Massillon, OH","62",57,0,0,5,1
"52","Cape Coral-Fort Myers,* FL","1086",734,8,4,340,25
"53","Carson City,* NV","6",2,0,4,0,0
"54","Casper, WY","26",26,0,0,0,0
"55","Cedar Rapids, IA","99",90,2,7,0,0
"56","Champaign-Urbana, IL","54",47,0,7,0,0
"57","Charleston, WV","28",28,0,0,0,0
"58","Charleston-North Charleston,* SC","502",473,0,0,29,5
"59","Charlotte-Gastonia-Concord,* NC-SC","2380",1389,2,3,986,11
"60","Charlottesville, VA","46",46,0,0,0,0
"61","Chattanooga, TN-GA","176",156,2,0,18,2
"62","Cheyenne, WY","33",33,0,0,0,0
"63","Chicago-Naperville-Joliet,* IL-IN-WI","3327",1951,54,131,1191,NA
"64","Cincinnati-Middletown,* OH-KY-IN","538",465,4,14,55,7
"65","Clarksville, TN-KY","249",159,0,50,40,5
"66","Cleveland, TN","49",36,6,7,0,0
"67","Cleveland-Elyria-Mentor,* OH","361",337,4,10,10,2
"68","Coeur dAlene, ID","118",88,2,3,25,3
"69","College Station-Bryan, TX","65",57,0,0,8,1
"70","Colorado Springs,* CO","437",301,2,25,109,3
"71","Columbia, MO","97",65,32,0,0,0
"72","Columbia,* SC","537",448,2,7,80,4
"73","Columbus, GA-AL","118",84,4,3,27,2
"74","Columbus, IN","21",21,0,0,0,0
"75","Columbus,* OH","667",420,18,43,186,27
"76","Corpus Christi, TX","145",145,0,0,0,0
"77","Corvallis, OR","15",13,2,0,0,0
"78","Cumberland, MD-WV","13",13,0,0,0,0
"79","Dallas-Fort Worth-Arlington,* TX","4794",2668,30,0,2096,64
"80","Dalton, GA","67",53,2,0,12,2
"81","Danville, IL","1",1,0,0,0,0
"82","Danville, VA","19",14,0,0,5,1
"83","Davenport-Moline-Rock Island,  IA-IL","50",50,0,0,0,NA
