"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","45",45,0,0,0,0
"2","Akron, OH","184",146,8,15,15,1
"3","Albany, GA","67",55,4,3,5,1
"4","Albany-Schenectady-Troy, NY","229",132,0,0,97,11
"5","Albuquerque,* NM","690",655,0,7,28,1
"6","Alexandria, LA","65",65,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","466",440,2,18,6,1
"8","Altoona, PA","3",3,0,0,0,0
"9","Amarillo, TX","84",84,0,0,0,0
"10","Ames, IA","45",21,0,0,24,2
"11","Anchorage,* AK","132",82,50,0,0,0
"12","Anderson, IN","38",38,0,0,0,0
"13","Anderson, SC","270",206,16,12,36,6
"14","Ann Arbor, MI","110",81,0,0,29,3
"15","Anniston-Oxford, AL","13",13,0,0,0,0
"16","Appleton, WI","122",80,18,0,24,2
"17","Asheville, NC","396",296,14,0,86,4
"18","Athens-Clarke County, GA","89",73,8,0,8,1
"19","Atlanta-Sandy Springs-Marietta,* GA","7579",6277,18,3,1281,26
"20","Atlantic City,* NJ","151",149,2,0,0,0
"21","Auburn-Opelika,* AL","98",86,0,0,12,2
"22","Augusta-Richmond County, GA-SC","352",348,4,0,0,0
"23","Austin-Round Rock,* TX","2117",1485,26,54,552,35
"24","Bakersfield, CA","546",522,4,10,10,2
"25","Baltimore-Towson,* MD","834",759,2,0,73,10
"26","Bangor, ME","53",48,0,0,5,1
"27","Barnstable Town, MA","129",116,0,0,13,1
"28","Baton Rouge, LA","467",439,0,13,15,2
"29","Battle Creek, MI","15",15,0,0,0,0
"30","Bay City, MI","7",7,0,0,0,0
"31","Beaumont-Port Arthur, TX","40",37,0,3,0,0
"32","Bellingham, WA","148",101,4,27,16,2
"33","Bend,* OR","530",414,20,4,92,1
"34","Billings, MT","70",49,0,3,18,3
"35","Binghamton, NY","5",5,0,0,0,0
"36","Birmingham-Hoover,* AL","977",603,0,0,374,19
"37","Bismarck, ND","95",91,0,4,0,0
"38","Bloomington, IN","96",52,20,4,20,1
"39","Bloomington-Normal, IL","87",71,2,7,7,1
"40","Boise City-Nampa,* ID","1279",1165,16,98,0,0
"41","Boston-Cambridge-Quincy,* MA-NH","1222",821,64,37,300,23
"42","Boulder, CO","54",45,0,0,9,1
"43","Bowling Green, KY","88",88,0,0,0,0
"44","Bremerton-Silverdale, WA","157",157,0,0,0,0
"45","Bridgeport-Stamford-Norwalk, CT","208",179,2,6,21,2
"46","Brownsville-Harlingen, TX","286",268,6,12,0,0
"47","Brunswick, GA","98",85,2,0,11,1
"48","Buffalo-Niagara Falls, NY","115",113,2,0,0,0
"49","Burlington, NC","115",110,0,0,5,1
"50","Burlington-South Burlington, VT","61",47,10,4,0,0
"51","Canton-Massillon, OH","121",116,0,0,5,1
"52","Cape Coral-Fort Myers,* FL","2766",2345,12,8,401,44
"53","Carson City,* NV","27",27,0,0,0,0
"54","Casper,* WY","34",34,0,0,0,0
"55","Cedar Rapids, IA","110",89,4,17,0,0
"56","Champaign-Urbana, IL","85",65,0,0,20,1
"57","Charleston, WV","24",24,0,0,0,0
"58","Charleston-North Charleston,* SC","741",690,8,3,40,5
"59","Charlotte-Gastonia-Concord,* NC-SC","2052",1816,14,11,211,14
"60","Charlottesville,* VA","187",124,4,3,56,3
"61","Chattanooga, TN-GA","304",290,4,0,10,1
"62","Cheyenne, WY","80",68,0,4,8,1
"63","Chicago-Naperville-Joliet,* IL-IN-WI","5641",3638,110,256,1637,NA
"64","Cincinnati-Middletown,* OH-KY-IN","1180",979,8,37,156,15
"65","Clarksville, TN-KY","203",115,0,8,80,10
"66","Cleveland, TN","90",67,4,19,0,0
"67","Cleveland-Elyria-Mentor,* OH","578",545,10,23,0,0
"68","Coeur d""Alene, ID","204",182,4,10,8,1
"69","College Station-Bryan, TX","302",66,0,0,236,19
"70","Colorado Springs,* CO","624",595,16,8,5,1
"71","Columbia, MO","345",127,80,0,138,9
"72","Columbia,* SC","702",607,2,16,77,5
"73","Columbus, GA-AL","198",161,0,3,34,3
"74","Columbus, IN","25",25,0,0,0,0
"75","Columbus,* OH","1146",855,34,150,107,14
"76","Corpus Christi, TX","249",167,2,24,56,5
"77","Corvallis, OR","35",26,0,0,9,1
"78","Cumberland, MD-WV","12",12,0,0,0,0
"79","Dallas-Fort Worth-Arlington,* TX","6042",4740,46,3,1253,49
"80","Dalton,* GA","80",64,2,6,8,1
"81","Danville, IL","0",0,0,0,0,0
"82","Danville,* VA","33",25,0,3,5,1
"83","Davenport-Moline-Rock Island,  IA-IL","83",77,6,0,0,NA
"84","Decatur, AL","22",22,0,0,0,0
"85","Decatur, IL","8",8,0,0,0,0
"86","Deltona-Daytona Beach-Ormond Beach,*  FL","685",561,2,0,122,8
"87","Denver-Aurora,* CO","1724",1550,4,10,160,13
"88","Des Moines,* IA","570",519,0,0,51,4
"89","Detroit-Warren-Livonia,* MI","1731",1440,10,54,227,22
"90","Dothan, AL","32",32,0,0,0,0
"91","Dover,* DE","185",175,2,8,0,0
"92","Dubuque, IA","83",43,8,32,0,0
"93","Duluth, MN-WI","101",74,6,3,18,2
"94","Durham,* NC","428",428,0,0,0,0
"95","Eau Claire, WI","70",64,6,0,0,0
"96","El Centro,* CA","65",53,0,3,9,1
"97","El Paso, TX","445",359,10,76,0,0
"98","Elizabethtown, KY","81",81,0,0,0,0
"99","Elkhart-Goshen, IN","77",77,0,0,0,0
"100","Elmira, NY","3",3,0,0,0,0
"101","Erie, PA","52",46,0,0,6,1
"102","Eugene-Springfield,* OR","137",131,6,0,0,0
"103","Evansville, IN-KY","175",120,0,0,55,7
"104","Fairbanks,* AK","23",21,2,0,0,0
"105","Fargo, ND-MN","276",197,0,0,79,3
"106","Farmington,* NM","41",41,0,0,0,0
"107","Fayetteville, NC","272",266,2,4,0,0
"108","Fayetteville-Springdale-Rogers,  AR-MO","648",301,42,3,302,23
"109","Flagstaff, AZ","176",67,2,0,107,7
"110","Flint, MI","85",85,0,0,0,0
"111","Florence, SC","41",41,0,0,0,0
"112","Florence-Muscle Shoals, AL","26",24,2,0,0,0
"113","Fond du Lac, WI","25",14,4,0,7,1
"114","Fort Collins-Loveland,* CO","257",209,0,12,36,3
"115","Fort Smith, AR-OK","151",69,26,0,56,5
"116","Fort Walton Beach-Crestview-Destin,*  FL","254",131,0,0,123,2
"117","Fort Wayne, IN","296",220,0,0,76,10
"118","Fresno, CA","529",437,8,14,70,11
"119","Gadsden, AL","20",20,0,0,0,0
"120","Gainesville, FL","142",100,2,0,40,2
"121","Gainesville, GA","147",147,0,0,0,0
"122","Glens Falls, NY","73",67,0,0,6,1
"123","Goldsboro,* NC","45",45,0,0,0,0
"124","Grand Forks, ND-MN","48",24,0,0,24,1
"125","Grand Junction,* CO","135",127,8,0,0,0
"126","Grand Rapids-Wyoming,* MI","339",285,2,3,49,7
"127","Great Falls, MT","39",18,0,3,18,1
"128","Greeley,* CO","367",354,2,11,0,0
"129","Green Bay, WI","186",152,4,16,14,1
"130","Greensboro-High Point,* NC","618",526,6,3,83,6
"131","Greenville, NC","169",107,8,0,54,5
"132","Greenville,* SC","442",415,0,0,27,2
"133","Gulfport-Biloxi, MS","231",178,8,11,34,4
"134","Hagerstown-Martinsburg, MD-WV","553",533,20,0,0,0
"135","Hanford-Corcoran, CA","63",53,0,10,0,0
"136","Harrisburg-Carlisle, PA","131",131,0,0,0,0
"137","Harrisonburg,* VA","73",57,4,0,12,1
"138","Hartford-West Hartford-East Hartford,  CT","270",238,4,0,28,4
"139","Hattiesburg, MS","49",10,0,4,35,3
"140","Hickory-Lenoir-Morganton, NC","147",143,4,0,0,0
"141","Hinesville-Fort Stewart, GA","12",12,0,0,0,0
"142","Holland-Grand Haven, MI","163",113,8,15,27,3
"143","Honolulu,* HI","379",134,0,32,213,34
"144","Hot Springs, AR","15",15,0,0,0,0
"145","Houma-Bayou Cane-Thibodaux, LA","89",89,0,0,0,0
"146","Houston-Baytown-Sugar Land,* TX","5274",4798,20,3,453,20
"147","Huntington-Ashland, WV-KY-OH","5",5,0,0,0,0
"148","Huntsville, AL","348",348,0,0,0,0
"149","Idaho Falls, ID","292",140,0,104,48,2
"150","Indianapolis,* IN","1563",1180,26,34,323,30
"151","Iowa City, IA","117",81,0,0,36,3
"152","Ithaca, NY","10",10,0,0,0,0
"153","Jackson, MI","25",25,0,0,0,0
"154","Jackson, MS","343",303,0,0,40,4
"155","Jackson, TN","66",64,2,0,0,0
"156","Jacksonville,* FL","3351",2090,8,31,1222,79
"157","Jacksonville, NC","122",120,2,0,0,0
"158","Janesville, WI","68",48,6,9,5,1
"159","Jefferson City, MO","33",33,0,0,0,0
"160","Johnson City, TN","82",77,2,3,0,0
"161","Johnstown, PA","3",3,0,0,0,0
"162","Jonesboro, AR","50",50,0,0,0,0
"163","Joplin, MO","21",21,0,0,0,0
"164","Kalamazoo-Portage, MI","76",76,0,0,0,0
"165","Kankakee-Bradley, IL","18",18,0,0,0,0
"166","Kansas City,* MO-KS","1336",1062,40,39,195,4
"167","Kennewick-Richland-Pasco, WA","272",181,0,19,72,5
"168","Killeen-Temple-Fort Hood, TX","281",241,18,0,22,1
"169","Kingsport-Bristol-Bristol, TN-VA","111",111,0,0,0,0
"170","Kingston, NY","54",52,2,0,0,0
"171","Knoxville, TN","549",471,10,10,58,3
"172","Kokomo, IN","26",21,0,0,5,1
"173","La Crosse, WI-MN","36",31,2,3,0,0
"174","Lafayette, IN","109",100,2,0,7,1
"175","Lafayette, LA","118",118,0,0,0,0
"176","Lake Charles, LA","39",31,2,0,6,1
"177","Lakeland,* FL","1068",1043,10,9,6,1
"178","Lancaster, PA","123",105,0,8,10,1
"179","Lansing-East Lansing, MI","151",134,4,0,13,2
"180","Laredo,* TX","222",167,0,4,51,3
"181","Las Cruces,* NM","201",199,2,0,0,0
"182","Las Vegas-Paradise,* NV","3814",3115,2,18,679,19
"183","Lawrence, KS","83",50,24,0,9,1
"184","Lawton, OK","15",15,0,0,0,0
"185","Lebanon, PA","56",56,0,0,0,0
"186","Lewiston, ID-WA","9",7,2,0,0,0
"187","Lewiston-Auburn, ME","43",41,2,0,0,0
"188","Lexington-Fayette, KY","504",439,0,0,65,5
"189","Lima, OH","9",7,2,0,0,0
"190","Lincoln, NE","231",205,2,0,24,4
"191","Little Rock-North Little Rock, AR","395",372,2,3,18,1
"192","Logan, UT-ID","147",72,0,3,72,8
"193","Longview, TX","36",30,0,6,0,0
"194","Longview, WA","42",38,4,0,0,0
"195","Los Angeles-Long Beach-Santa Ana,*  CA","3732",1493,66,67,2106,70
"196","Louisville,* KY-IN","547",533,6,8,0,0
"197","Lubbock, TX","117",93,24,0,0,0
"198","Lynchburg, VA","110",110,0,0,0,0
"199","Macon, GA","68",68,0,0,0,0
"200","Madera, CA","204",140,0,0,64,4
"201","Madison,* WI","347",285,30,16,16,3
"202","Manchester-Nashua, NH","130",121,0,4,5,1
"203","Mansfield, OH","29",23,2,4,0,0
"204","McAllen-Edinburg-Pharr,* TX","748",602,4,119,23,2
"205","Medford,* OR","184",157,22,0,5,1
"206","Memphis, TN-MS-AR","1178",934,0,0,244,17
"207","Merced, CA","261",261,0,0,0,0
"208","Miami-Fort Lauderdale-Miami Beach,  FL","3368",1878,50,48,1392,44
"209","Michigan City-La Porte, IN","26",26,0,0,0,0
"210","Midland,* TX","31",31,0,0,0,0
"211","Milwaukee-Waukesha-West Allis,* WI","456",293,34,31,98,6
"212","Minneapolis-St. Paul-Bloomington,*  MN-WI","1931",1666,18,58,189,17
"213","Missoula,* MT","39",20,0,8,11,2
"214","Mobile, AL","138",138,0,0,0,0
"215","Modesto, CA","352",322,2,3,25,1
"216","Monroe, LA","34",30,4,0,0,0
"217","Monroe, MI","57",52,0,0,5,1
"218","Montgomery, AL","140",135,0,0,5,1
"219","Morgantown, WV","2",2,0,0,0,0
"220","Morristown, TN","54",54,0,0,0,0
"221","Mount Vernon-Anacortes, WA","53",51,2,0,0,0
"222","Muncie, IN","13",13,0,0,0,0
"223","Muskegon-Norton Shores, MI","25",21,4,0,0,0
"224","Myrtle Beach-Conway-North Myrtle Beach,  SC","1099",566,6,3,524,24
"225","Napa, CA","30",28,2,0,0,0
"226","Naples-Marco Island,* FL","582",390,4,92,96,7
"227","Nashville-Davidson--Murfreesboro,*  TN","1786",1338,44,0,404,26
"228","New Haven-Milford, CT","173",140,8,0,25,2
"229","New Orleans-Metairie-Kenner,* LA","668",594,26,6,42,4
"230","New York-Northern New Jersey-Long Island,*  NY-NJ-PA","5787",1838,612,606,2731,110
"231","Niles-Benton Harbor, MI","8",8,0,0,0,0
"232","Norwich-New London,* CT","72",56,2,0,14,1
"233","Ocala,* FL","680",652,10,12,6,1
"234","Ocean City,* NJ","121",63,18,4,36,4
"235","Odessa,* TX","16",16,0,0,0,0
"236","Ogden-Clearfield, UT","402",379,0,23,0,0
"237","Oklahoma City,* OK","813",773,2,8,30,3
"238","Olympia, WA","180",176,4,0,0,0
"239","Omaha-Council Bluffs,* NE-IA","575",557,10,0,8,1
"240","Orlando,* FL","3090",2354,8,40,688,89
"241","Oshkosh-Neenah, WI","89",42,4,4,39,1
"242","Owensboro, KY","37",37,0,0,0,0
"243","Oxnard-Thousand Oaks-Ventura, CA","195",179,0,7,9,1
"244","Palm Bay-Melbourne-Titusville,* FL","745",620,4,0,121,15
"245","Panama City-Lynn Haven,* FL","892",104,6,194,588,25
"246","Parkersburg-Marietta, WV-OH","14",14,0,0,0,0
"247","Pascagoula, MS","126",108,0,0,18,2
"248","Pensacola-Ferry Pass-Brent, FL","299",270,2,0,27,2
"249","Peoria, IL","84",60,24,0,0,0
"250","Philadelphia-Camden-Wilmington,*  PA-NJ-DE-MD","1804",1447,6,40,311,17
"251","Phoenix-Mesa-Scottsdale, AZ","5753",4740,22,177,814,57
"252","Pine Bluff, AR","15",10,0,0,5,1
"253","Pittsburgh,* PA","541",498,12,4,27,5
"254","Pittsfield, MA","6",6,0,0,0,0
"255","Pocatello, ID","59",59,0,0,0,0
"256","Port St. Lucie-Fort Pierce,* FL","1107",796,0,53,258,25
"257","Portland-South Portland-Biddeford,  ME","304",254,8,3,39,3
"258","Portland-Vancouver-Beaverton,* OR-WA","1559",1227,36,54,242,NA
"259","Prescott, AZ","395",386,6,3,0,0
"260","Providence-New Bedford-Fall River,  RI-MA","348",295,12,6,35,4
"261","Provo-Orem, UT","539",450,12,15,62,4
"262","Pueblo,* CO","88",88,0,0,0,0
"263","Punta Gorda,* FL","372",242,8,12,110,8
"264","Racine, WI","62",60,2,0,0,0
"265","Raleigh-Cary,* NC","1377",1354,0,0,23,1
"266","Rapid City, SD","80",76,4,0,0,0
"267","Reading, PA","86",81,0,0,5,1
"268","Redding,* CA","106",99,4,3,0,0
"269","Reno-Sparks,* NV","481",471,2,8,0,0
"270","Richmond,* VA","1169",967,0,0,202,10
"271","Riverside-San Bernardino-Ontario,*  CA","3705",3309,6,17,373,33
"272","Roanoke, VA","157",146,2,0,9,1
"273","Rochester, MN","100",100,0,0,0,0
"274","Rochester, NY","156",150,0,0,6,1
"275","Rockford, IL","221",189,16,16,0,0
"276","Rocky Mount, NC","63",59,4,0,0,0
"277","Rome,* GA","47",31,12,4,0,0
"278","Sacramento--Arden-Arcade--Roseville,*  CA","1749",1640,20,3,86,8
"279","Saginaw-Saginaw Township North, MI","30",30,0,0,0,0
"280","Salem,* OR","181",141,6,6,28,3
"281","Salinas, CA","129",129,0,0,0,0
"282","Salisbury, MD","91",67,0,0,24,1
"283","Salt Lake City,* UT","897",749,6,67,75,6
"284","San Angelo, TX","21",21,0,0,0,0
"285","San Antonio, TX","3295",1614,4,11,1666,77
"286","San Diego-Carlsbad-San Marcos,* CA","958",457,14,16,471,30
"287","San Francisco-Oakland-Fremont,* CA","1271",728,6,63,474,18
"288","San Jose-Sunnyvale-Santa Clara,* CA","519",258,0,12,249,20
"289","San Luis Obispo-Paso Robles,* CA","124",109,2,0,13,1
"290","Sandusky, OH","5",0,0,0,5,1
"291","Santa Barbara-Santa Maria-Goleta,  CA","55",41,2,7,5,1
"292","Santa Cruz-Watsonville, CA","30",28,2,0,0,0
"293","Santa Fe,* NM","52",52,0,0,0,0
"294","Santa Rosa-Petaluma, CA","110",105,2,3,0,0
"295","Sarasota-Bradenton-Venice,* FL","1416",1321,4,12,79,9
"296","Savannah, GA","336",262,18,24,32,3
"297","Scranton--Wilkes-Barre, PA","39",34,2,3,0,0
"298","Seattle-Tacoma-Bellevue,* WA","2087",1688,40,54,305,23
"299","Sheboygan, WI","37",19,10,8,0,0
"300","Sherman-Denison, TX","3",3,0,0,0,0
"301","Shreveport-Bossier City, LA","141",141,0,0,0,0
"302","Sioux City, IA-NE-SD","20",20,0,0,0,0
"303","Sioux Falls, SD","166",153,0,8,5,1
"304","South Bend-Mishawaka, IN-MI","77",77,0,0,0,0
"305","Spartanburg, SC","194",192,2,0,0,0
"306","Spokane, WA","255",175,8,0,72,4
"307","Springfield, IL","58",46,12,0,0,0
"308","Springfield, MA","78",72,6,0,0,0
"309","Springfield, MO","295",266,10,0,19,1
"310","Springfield, OH","37",29,4,4,0,0
"311","St. Cloud, MN","108",98,0,0,10,2
"312","St. George, UT","313",290,0,13,10,1
"313","St. Joseph, MO-KS","16",12,4,0,0,0
"314","St. Louis,* MO-IL","1426",1268,38,51,69,9
"315","State College, PA","32",32,0,0,0,0
"316","Stockton,* CA","496",492,4,0,0,0
"317","Sumter,* SC","68",60,4,4,0,0
"318","Syracuse, NY","84",84,0,0,0,0
"319","Tallahassee, FL","403",259,4,7,133,10
"320","Tampa-St. Petersburg-Clearwater,* FL","3112",2644,12,14,442,NA
"321","Texarkana, TX-Texarkana, AR","23",21,2,0,0,0
"322","Toledo, OH","389",205,8,8,168,9
"323","Topeka, KS","144",114,0,30,0,0
"324","Trenton-Ewing,* NJ","96",78,0,0,18,1
"325","Tucson, AZ","1057",965,14,12,66,4
"326","Tulsa,* OK","515",439,76,0,0,0
"327","Tuscaloosa, AL","89",89,0,0,0,0
"328","Tyler, TX","51",44,0,0,7,1
"329","Utica-Rome, NY","4",4,0,0,0,0
"330","Valdosta, GA","118",82,0,0,36,4
"331","Vallejo-Fairfield, CA","152",152,0,0,0,0
"332","Vero Beach,* FL","418",373,2,4,39,4
"333","Victoria, TX","10",10,0,0,0,0
"334","Vineland-Millville-Bridgeton,* NJ","47",47,0,0,0,0
"335","Virginia Beach-Norfolk-Newport News,  VA-NC","956",694,20,58,184,7
"336","Visalia-Porterville, CA","315",306,0,4,5,1
"337","Waco, TX","46",46,0,0,0,0
"338","Warner Robins, GA","166",158,8,0,0,0
"339","Washington-Arlington-Alexandria,*  DC-VA-MD-WV","3088",1936,0,4,1148,35
"340","Waterloo-Cedar Falls, IA","32",24,0,0,8,1
"341","Wausau, WI","111",57,6,0,48,3
"342","Weirton-Steubenville, WV-OH","3",3,0,0,0,0
"343","Wenatchee, WA","61",51,2,8,0,0
"344","Wheeling, WV-OH","0",0,0,0,0,0
"345","Wichita Falls, TX","20",20,0,0,0,0
"346","Wichita, KS","222",212,10,0,0,0
"347","Williamsport, PA","3",3,0,0,0,0
"348","Wilmington,* NC","1039",647,30,10,352,20
"349","Winchester, VA-WV","127",121,0,0,6,1
"350","Winston-Salem, NC","315",315,0,0,0,0
"351","Worcester, MA","280",250,10,20,0,0
"352","Yakima, WA","44",44,0,0,0,0
"353","York-Hanover, PA","212",207,0,0,5,1
"354","Youngstown-Warren-Boardman, OH-PA","101",91,4,6,0,0
"355","Yuba City-Marysville, CA","254",247,2,0,5,1
"356","Yuma, AZ","200",195,0,0,5,1
