"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","22",22,0,0,0,0
"2","Akron,* OH","168",137,2,7,22,1
"3","Albany, GA","47",43,4,0,0,0
"4","Albany-Schenectady-Troy, NY","191",121,0,0,70,8
"5","Albuquerque,* NM","473",470,0,3,0,0
"6","Alexandria, LA","14",14,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","299",276,0,15,8,1
"8","Altoona, PA","5",0,0,0,5,1
"9","Amarillo, TX","61",61,0,0,0,0
"10","Ames, IA","40",20,0,0,20,2
"11","Anchorage,* AK","175",45,20,8,102,14
"12","Anderson,* IN","33",33,0,0,0,0
"13","Anderson,* SC","76",76,0,0,0,0
"14","Ann Arbor,* MI","123",118,0,0,5,1
"15","Anniston-Oxford, AL","20",20,0,0,0,0
"16","Appleton, WI","47",47,0,0,0,0
"17","Asheville, NC","282",238,12,12,20,4
"18","Athens-Clarke County, GA","160",124,0,0,36,1
"19","Atlanta-Sandy Springs-Marietta,* GA","6047",4272,14,27,1734,57
"20","Atlantic City,* NJ","133",128,2,3,0,0
"21","Auburn-Opelika,* AL","63",45,0,0,18,1
"22","Augusta-Richmond County, GA-SC","242",242,0,0,0,0
"23","Austin-Round Rock,* TX","1053",941,14,36,62,1
"24","Bakersfield, CA","516",500,8,8,0,0
"25","Baltimore-Towson,* MD","890",522,0,4,364,20
"26","Bangor, ME","36",36,0,0,0,0
"27","Barnstable Town, MA","91",74,2,7,8,1
"28","Baton Rouge, LA","423",314,0,3,106,4
"29","Battle Creek, MI","33",29,4,0,0,0
"30","Bay City, MI","4",4,0,0,0,0
"31","Beaumont-Port Arthur, TX","57",57,0,0,0,0
"32","Bellingham, WA","229",126,4,16,83,5
"33","Bend,* OR","273",262,2,9,0,0
"34","Billings, MT","80",60,0,20,0,0
"35","Binghamton, NY","3",3,0,0,0,0
"36","Birmingham-Hoover,* AL","562",490,0,0,72,5
"37","Bismarck, ND","23",23,0,0,0,0
"38","Blacksburg-Christiansburg-Radford,  VA","54",48,6,0,0,0
"39","Bloomington, IN","84",43,18,3,20,1
"40","Bloomington-Normal, IL","42",39,0,3,0,0
"41","Boise City-Nampa,* ID","763",722,14,14,13,2
"42","Boston-Cambridge-Quincy,* MA-NH","1706",612,60,33,1001,30
"43","Boulder,* CO","145",79,2,0,64,7
"44","Bowling Green, KY","68",62,0,0,6,1
"45","Bremerton-Silverdale,* WA","80",75,0,0,5,1
"46","Bridgeport-Stamford-Norwalk,* CT","144",130,2,4,8,1
"47","Brownsville-Harlingen, TX","261",225,4,24,8,1
"48","Brunswick, GA","65",63,2,0,0,0
"49","Buffalo-Niagara Falls, NY","102",86,0,0,16,2
"50","Burlington,* NC","64",64,0,0,0,0
"51","Burlington-South Burlington, VT","47",35,4,8,0,0
"52","Canton-Massillon, OH","102",74,0,4,24,1
"53","Cape Coral-Fort Myers,* FL","2242",1684,16,4,538,54
"54","Carson City,* NV","38",10,0,0,28,1
"55","Casper,* WY","14",14,0,0,0,0
"56","Cedar Rapids, IA","62",51,4,7,0,0
"57","Champaign-Urbana, IL","34",34,0,0,0,0
"58","Charleston, WV","18",18,0,0,0,0
"59","Charleston-North Charleston,* SC","695",642,0,12,41,5
"60","Charlotte-Gastonia-Concord,* NC-SC","1598",1269,6,4,319,17
"61","Charlottesville,* VA","157",105,4,0,48,3
"62","Chattanooga, TN-GA","224",202,4,4,14,2
"63","Cheyenne, WY","52",35,0,12,5,1
"64","Chicago-Naperville-Joliet,* IL-IN-WI","3431",2264,62,207,898,NA
"65","Cincinnati-Middletown, OH-KY-IN","771",694,10,20,47,7
"66","Clarksville, TN-KY","180",96,0,68,16,2
"67","Cleveland, TN","70",54,2,6,8,1
"68","Cleveland-Elyria-Mentor,* OH","412",387,4,16,5,1
"69","Coeur d""Alene, ID","229",160,2,0,67,7
"70","College Station-Bryan, TX","88",70,6,0,12,2
"71","Colorado Springs,* CO","863",553,4,20,286,16
"72","Columbia, MO","157",155,2,0,0,0
"73","Columbia,* SC","575",455,0,40,80,6
"74","Columbus, GA-AL","170",170,0,0,0,0
"75","Columbus, IN","18",18,0,0,0,0
"76","Columbus, OH","938",627,0,142,169,16
"77","Corpus Christi, TX","147",114,2,4,27,3
"78","Corvallis,* OR","49",21,0,0,28,4
"79","Cumberland, MD-WV","11",11,0,0,0,0
"80","Dallas-Fort Worth-Arlington,* TX","3969",3103,22,0,844,34
"81","Dalton,* GA","73",52,2,3,16,2
"82","Danville, IL","0",0,0,0,0,0
"83","Danville,* VA","93",17,0,0,76,15
"84","Davenport-Moline-Rock Island,  IA-IL","58",58,0,0,0,NA
"85","Decatur, AL","11",11,0,0,0,0
"86","Decatur, IL","6",6,0,0,0,0
"87","Deltona-Daytona Beach-Ormond Beach,*  FL","541",377,4,32,128,11
"88","Denver-Aurora,* CO","1686",1256,16,54,360,20
"89","Des Moines, IA","324",282,2,0,40,4
"90","Detroit-Warren-Livonia,* MI","1015",850,12,27,126,14
"91","Dothan, AL","27",24,0,3,0,0
"92","Dover,* DE","163",163,0,0,0,0
"93","Dubuque, IA","35",29,6,0,0,0
"94","Duluth, MN-WI","59",50,4,0,5,1
"95","Durham,* NC","328",324,4,0,0,0
"96","Eau Claire, WI","83",22,10,0,51,3
"97","El Centro,* CA","173",136,0,24,13,1
"98","El Paso, TX","284",284,0,0,0,0
"99","Elizabethtown, KY","52",48,4,0,0,0
"100","Elkhart-Goshen, IN","90",85,0,0,5,1
"101","Elmira, NY","2",2,0,0,0,0
"102","Erie, PA","16",16,0,0,0,0
"103","Eugene-Springfield,* OR","104",97,4,3,0,0
"104","Evansville, IN-KY","66",66,0,0,0,0
"105","Fairbanks,* AK","4",4,0,0,0,0
"106","Fargo, ND-MN","23",23,0,0,0,0
"107","Farmington,* NM","34",30,0,4,0,0
"108","Fayetteville, NC","397",249,0,0,148,8
"109","Fayetteville-Springdale-Rogers,  AR-MO","472",267,60,34,111,8
"110","Flagstaff, AZ","68",68,0,0,0,0
"111","Flint,* MI","135",135,0,0,0,0
"112","Florence, SC","19",19,0,0,0,0
"113","Fond du Lac, WI","8",8,0,0,0,0
"114","Fort Collins-Loveland,* CO","226",185,4,4,33,5
"115","Fort Smith, AR-OK","56",48,4,4,0,0
"116","Fort Walton Beach-Crestview-Destin,*  FL","251",164,0,0,87,3
"117","Fort Wayne, IN","183",157,2,0,24,3
"118","Fresno,* CA","552",352,0,0,200,22
"119","Gadsden, AL","9",9,0,0,0,0
"120","Gainesville, FL","156",96,2,0,58,5
"121","Gainesville, GA","89",89,0,0,0,0
"122","Glens Falls, NY","60",50,0,4,6,1
"123","Goldsboro,* NC","47",47,0,0,0,0
"124","Grand Forks, ND-MN","1",1,0,0,0,0
"125","Grand Junction,* CO","82",82,0,0,0,0
"126","Grand Rapids-Wyoming, MI","270",259,6,0,5,1
"127","Great Falls, MT","48",12,0,0,36,3
"128","Greeley,* CO","279",251,0,11,17,2
"129","Green Bay, WI","120",76,30,0,14,1
"130","Greensboro-High Point,* NC","324",318,0,0,6,1
"131","Greenville, NC","262",121,4,0,137,12
"132","Greenville,* SC","456",289,2,0,165,19
"133","Gulfport-Biloxi, MS","104",78,0,16,10,1
"134","Hagerstown-Martinsburg, MD-WV","218",200,4,4,10,2
"135","Hanford-Corcoran, CA","84",62,2,6,14,2
"136","Harrisburg-Carlisle, PA","108",106,2,0,0,0
"137","Harrisonburg,* VA","99",97,2,0,0,0
"138","Hartford-West Hartford-East Hartford,*  CT","413",212,8,0,193,5
"139","Hattiesburg, MS","2",2,0,0,0,0
"140","Hickory-Lenoir-Morganton, NC","175",121,6,0,48,1
"141","Hinesville-Fort Stewart,* GA","27",27,0,0,0,0
"142","Holland-Grand Haven,* MI","159",112,8,29,10,1
"143","Honolulu,* HI","73",73,0,0,0,0
"144","Hot Springs, AR","10",10,0,0,0,0
"145","Houma-Bayou Cane-Thibodaux, LA","66",61,0,0,5,1
"146","Houston-Baytown-Sugar Land, TX","3025",2848,26,0,151,14
"147","Huntington-Ashland, WV-KY-OH","3",3,0,0,0,0
"148","Huntsville, AL","260",169,0,0,91,7
"149","Idaho Falls, ID","111",91,0,20,0,0
"150","Indianapolis,* IN","1431",742,30,30,629,43
"151","Iowa City, IA","45",45,0,0,0,0
"152","Ithaca, NY","16",9,0,0,7,1
"153","Jackson, MI","16",16,0,0,0,0
"154","Jackson, MS","254",226,0,0,28,3
"155","Jackson, TN","42",42,0,0,0,0
"156","Jacksonville,* FL","1896",1307,10,3,576,32
"157","Jacksonville, NC","98",84,14,0,0,0
"158","Janesville, WI","48",34,6,0,8,1
"159","Jefferson City, MO","22",20,2,0,0,0
"160","Johnson City, TN","59",59,0,0,0,0
"161","Johnstown, PA","1",1,0,0,0,0
"162","Jonesboro, AR","37",37,0,0,0,0
"163","Joplin, MO","17",17,0,0,0,0
"164","Kalamazoo-Portage, MI","81",69,0,7,5,1
"165","Kankakee-Bradley,* IL","39",35,0,4,0,0
"166","Kansas City,* MO-KS","1543",1098,68,97,280,21
"167","Kennewick-Richland-Pasco, WA","181",144,2,0,35,2
"168","Killeen-Temple-Fort Hood, TX","237",173,24,40,0,0
"169","Kingsport-Bristol-Bristol, TN-VA","75",75,0,0,0,0
"170","Kingston, NY","24",22,2,0,0,0
"171","Knoxville, TN","226",226,0,0,0,0
"172","Kokomo, IN","26",19,2,0,5,1
"173","La Crosse, WI-MN","130",33,4,0,93,4
"174","Lafayette, IN","119",119,0,0,0,0
"175","Lafayette, LA","112",104,2,0,6,1
"176","Lake Charles, LA","73",45,6,3,19,2
"177","Lakeland,* FL","461",433,0,0,28,3
"178","Lancaster, PA","170",119,6,18,27,4
"179","Lansing-East Lansing, MI","64",64,0,0,0,0
"180","Laredo,* TX","139",129,0,4,6,1
"181","Las Cruces,* NM","164",106,2,0,56,4
"182","Las Vegas-Paradise,* NV","2002",1934,0,18,50,3
"183","Lawrence, KS","133",69,64,0,0,0
"184","Lawton, OK","11",11,0,0,0,0
"185","Lebanon, PA","43",43,0,0,0,0
"186","Lewiston, ID-WA","7",5,2,0,0,0
"187","Lewiston-Auburn, ME","33",31,2,0,0,0
"188","Lexington-Fayette, KY","357",267,2,14,74,5
"189","Lima, OH","4",4,0,0,0,0
"190","Lincoln, NE","499",142,2,0,355,28
"191","Little Rock-North Little Rock, AR","622",222,0,0,400,25
"192","Logan, UT-ID","45",40,2,3,0,0
"193","Longview, TX","22",22,0,0,0,0
"194","Longview, WA","23",18,0,0,5,1
"195","Los Angeles-Long Beach-Santa Ana,*  CA","3586",1134,46,130,2276,55
"196","Louisville, KY-IN","582",421,0,3,158,10
