"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","12",12,0,0,0,0
"2","Albany* GA MSA","58",56,2,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","214",199,0,0,15,2
"4","Albuquerque* NM MSA","552",552,0,0,0,0
"5","Alexandria* LA MSA","33",31,2,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","197",166,0,15,16,1
"7","Altoona* PA MSA","7",7,0,0,0,0
"8","Amarillo* TX MSA","45",45,0,0,0,0
"9","Anchorage* AK MSA","219",65,136,18,0,0
"10","Anniston* AL MSA","31",26,0,0,5,1
"11","Appleton-Oshkosh-Neenah* WI  MSA","374",98,18,4,254,19
"12","Asheville* NC MSA","205",146,12,47,0,0
"13","Athens* GA MSA","98",88,10,0,0,0
"14","Atlanta  GA MSA","5890",4110,12,43,1725,30
"15","Auburn-Opelika* AL MSA","172",57,6,3,106,14
"16","Augusta-Aiken* GA-SC MSA","280",200,6,0,74,10
"17","Austin-San Marcos* TX MSA","1070",693,12,12,353,30
"18","Bakersfield* CA MSA","322",322,0,0,0,0
"19","Bangor* ME MSA","42",42,0,0,0,0
"20","Barnstable-Yarmouth* MA MSA","98",57,0,36,5,1
"21","Baton Rouge* LA MSA","107",103,0,4,0,0
"22","Beaumont-Port Arthur* TX MSA","56",56,0,0,0,0
"23","Bellingham* WA MSA","138",100,8,3,27,2
"24","Benton Harbor* MI MSA","15",15,0,0,0,0
"25","Billings* MT MSA","51",51,0,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","167",165,2,0,0,0
"27","Binghamton* NY MSA","13",13,0,0,0,0
"28","Birmingham* AL MSA","347",334,0,0,13,2
"29","Bismarck* ND MSA","106",54,0,8,44,1
"30","Bloomington* IN MSA","185",67,104,14,0,0
"31","Bloomington-Normal* IL MSA","75",75,0,0,0,0
"32","Boise City* ID MSA","483",456,16,6,5,1
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1946",1122,58,34,732,24
"34","Brownsville-Harlingen-San  Benito* TX MSA","236",218,10,8,0,0
"35","Bryan-College Station* TX MSA","90",88,2,0,0,0
"36","Buffalo-Niagara Falls* NY MSA","211",163,6,0,42,4
"37","Burlington* VT MSA","97",40,4,4,49,2
"38","Canton-Massillon* OH MSA","93",82,8,3,0,0
"39","Casper* WY MSA","13",13,0,0,0,0
"40","Cedar Rapids* IA MSA","164",60,4,4,96,5
"41","Champaign-Urbana* IL MSA","168",34,2,0,132,13
"42","Charleston-North  Charleston* SC MSA","588",559,4,3,22,3
"43","Charleston* WV MSA","22",22,0,0,0,0
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","1641",1354,8,20,259,18
"45","Charlottesville* VA MSA","186",135,2,19,30,1
"46","Chattanooga* TN-GA MSA","208",188,10,4,6,1
"47","Cheyenne* WY MSA","49",49,0,0,0,0
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","4453",3131,68,228,1026,57
"49","Chico-Paradise* CA MSA","105",103,2,0,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","1052",867,10,27,148,20
"51","Clarksville-Hopkinsville*  TN-KY MSA","106",106,0,0,0,0
"52","Cleveland-Akron  OH CMSA","985",838,24,49,74,9
"53","Colorado Springs* CO MSA","560",536,2,12,10,1
"54","Columbia* MO MSA","107",101,6,0,0,0
"55","Columbia* SC MSA","423",402,6,0,15,2
"56","Columbus* GA-AL MSA","359",83,4,48,224,8
"57","Columbus  OH MSA","1367",922,42,48,355,28
"58","Corpus Christi* TX MSA","100",81,4,15,0,0
"59","Corvallis OR MSA*","68",30,4,3,31,3
"60","Cumberland* MD-WV MSA","17",17,0,0,0,0
"61","Dallas-Fort Worth  TX CMSA","4361",3509,12,136,704,40
"62","Danville* VA MSA","25",25,0,0,0,0
"63","Davenport-Moline-Rock  Island* IA-IL MSA","42",42,0,0,0,0
"64","Dayton-Springfield* OH MSA","318",250,0,36,32,2
"65","Daytona Beach* FL MSA","562",450,2,0,110,7
"66","Decatur* Al MSA","39",34,0,0,5,1
"67","Decatur* IL MSA","11",11,0,0,0,0
"68","Denver-Boulder-Greeley  CO  CMSA","2931",1985,6,73,867,64
"69","Des Moines* IA MSA","363",277,10,4,72,4
"70","Detroit-Ann Arbor-Flint  MI  CMSA","2443",1867,24,45,507,42
"71","Dothan* AL MSA","28",28,0,0,0,0
"72","Dover* DE MSA","98",98,0,0,0,0
"73","Dubuque* IA MSA","39",18,2,0,19,1
"74","Duluth-Superior* MN-WI MSA","88",85,0,3,0,0
"75","Eau Claire* WI MSA","283",90,0,40,153,5
"76","El Paso* TX MSA","315",299,2,9,5,1
"77","Elkhart-Goshen* IN MSA","94",85,0,4,5,1
"78","Elmira* NY MSA","6",6,0,0,0,0
"79","Enid* OK MSA","3",3,0,0,0,0
"80","Erie* PA MSA","43",31,0,12,0,0
"81","Eugene-Springfield* OR MSA","130",122,8,0,0,0
"82","Evansville-Henderson* IN-KY  MSA","161",109,0,4,48,4
"83","Fargo-Moorhead* ND-MN MSA","162",90,12,28,32,2
"84","Fayetteville* NC MSA","77",77,0,0,0,0
"85","Fayetteville-Springdale-  Rogers* AR MSA","611",326,12,188,85,11
"86","Flagstaff* AZ-UT MSA","55",51,4,0,0,0
"87","Florence* AL MSA","3",3,0,0,0,0
"88","Florence* SC MSA","5",5,0,0,0,0
"89","Fort Collins-Loveland* CO MSA","317",234,6,6,71,6
"90","Fort Myers-Cape Coral* FL MSA","836",656,64,32,84,8
"91","Fort Pierce-Port St. Lucie*  FL MSA","442",357,2,4,79,5
"92","Fort Smith* AR-OK MSA","41",35,6,0,0,0
"93","Fort Walton Beach* FL MSA","124",91,2,3,28,2
"94","Fort Wayne* IN MSA","312",270,10,0,32,4
"95","Fresno  CA MSA","325",319,6,0,0,0
"96","Gadsden* AL MSA","11",11,0,0,0,0
"97","Gainesville* FL MSA","412",348,0,0,64,8
