"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","22",12,10,0,0,0
"2","Albany* GA MSA","41",41,0,0,0,0
"3","Albany-Schenectady-Troy* NY MSA","168",153,0,0,15,2
"4","Albuquerque* NM MSA","593",500,0,8,85,6
"5","Alexandria* LA MSA","22",22,0,0,0,0
"6","Allentown-Bethlehem-Easton* PA MSA","144",138,2,4,0,0
"7","Altoona* PA MSA","1",1,0,0,0,0
"8","Amarillo* TX MSA","70",70,0,0,0,0
"9","Anchorage* AK MSA","179",61,6,0,112,4
"10","Anniston* AL MSA","29",29,0,0,0,0
"11","Appleton-Oshkosh-Neenah* WI MSA","202",97,2,13,90,3
"12","Asheville* NC MSA","167",83,0,20,64,8
"13","Athens* GA MSA","251",94,0,0,157,2
"14","Atlanta* GA MSA","5653",4866,8,16,763,23
"15","Auburn-Opelika* AL MSA","30",30,0,0,0,0
"16","Augusta-Aiken* GA-SC MSA","246",244,2,0,0,0
"17","Austin-San Marcos* TX MSA","646",642,4,0,0,0
"18","Bakersfield* CA MSA","427",395,12,20,0,0
"19","Bangor* ME MSA","15",10,0,0,5,1
"20","Barnstable-Yarmouth* MA MSA","35",35,0,0,0,0
"21","Baton Rouge* LA MSA","122",122,0,0,0,0
"22","Beaumont-Port Arthur* TX MSA","35",35,0,0,0,0
"23","Bellingham* WA MSA","136",101,8,4,23,3
"24","Benton Harbor* MI MSA","5",5,0,0,0,0
"25","Billings* MT MSA","79",26,2,0,51,1
"26","Biloxi-Gulfport-Pascagoula* MS MSA","269",166,4,3,96,5
"27","Binghamton* NY MSA","8",8,0,0,0,0
"28","Birmingham* AL MSA","674",469,0,0,205,7
"29","Bismarck* ND MSA","33",25,0,8,0,0
"30","Bloomington* IN MSA","79",41,16,3,19,1
"31","Bloomington-Normal* IL MSA","60",48,0,0,12,1
"32","Boise City* ID MSA","486",450,8,28,0,0
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1778",1011,72,48,647,27
"34","Brownsville-Harlingen-San Benito*  TX MSA","234",196,14,4,20,2
"35","Bryan-College Station* TX MSA","315",119,10,0,186,8
"36","Buffalo-Niagara Falls* NY MSA","120",116,0,4,0,0
"37","Burlington* VT MSA","51",22,4,14,11,1
"38","Canton-Massillon* OH MSA","71",66,0,0,5,1
"39","Casper* WY MSA","14",14,0,0,0,0
"40","Cedar Rapids* IA MSA","79",47,0,4,28,4
"41","Champaign-Urbana* IL MSA","46",30,0,0,16,2
"42","Charleston* WV MSA","10",10,0,0,0,0
"43","Charleston-North Charleston* SC MSA","542",443,2,0,97,7
"44","Charlotte-Gastonia-Rock Hill*  NC-SC MSA","1530",1363,16,14,137,8
"45","Charlottesville* VA MSA","183",79,0,3,101,5
"46","Chattanooga* TN-GA MSA","195",162,8,0,25,4
"47","Cheyenne* WY MSA","44",39,0,0,5,1
"48","Chicago-Gary-Kenosha IL-IN-WI CMSA","3315",2170,74,173,898,51
"49","Chico-Paradise* CA MSA","143",71,0,0,72,6
"50","Cincinnati-Hamilton OH-KY-IN CMSA","899",670,0,8,221,21
"51","Clarksville-Hopkinsville* TN-KY MSA","280",170,4,0,106,9
"52","Cleveland-Akron OH CMSA","624",557,14,24,29,4
"53","Colorado Springs* CO MSA","329",329,0,0,0,0
"54","Columbia* MO MSA","95",87,8,0,0,0
"55","Columbia* SC MSA","377",372,0,0,5,1
"56","Columbus* GA-AL MSA","112",104,8,0,0,0
"57","Columbus* OH MSA","1414",766,40,96,512,32
"58","Corpus Christi* TX MSA","107",87,2,4,14,1
"59","Corvallis* OR MSA","16",16,0,0,0,0
"60","Cumberland* MD-WV MSA","3",3,0,0,0,0
"61","Dallas-Fort Worth TX CMSA","4353",2989,14,14,1336,113
"62","Danville* VA MSA","23",23,0,0,0,0
"63","Davenport-Moline-Rock Island*  IA-IL MSA","44",44,0,0,0,0
"64","Dayton-Springfield* OH MSA","219",188,10,0,21,2
"65","Daytona Beach* FL MSA","1149",1044,32,9,64,3
"66","Decatur* Al MSA","32",32,0,0,0,0
"67","Decatur* IL MSA","20",5,0,0,15,1
"68","Denver-Boulder-Greeley CO CMSA","1905",1606,28,87,184,16
"69","Des Moines* IA MSA","327",258,4,11,54,7
"70","Detroit-Ann Arbor-Flint MI CMSA","1686",1423,10,21,232,25
"71","Dothan* AL MSA","31",31,0,0,0,0
"72","Dover* DE MSA","538",170,0,0,368,4
"73","Dubuque* IA MSA","18",12,6,0,0,0
"74","Duluth-Superior* MN-WI MSA","42",30,2,0,10,1
"75","Eau Claire* WI MSA","33",23,10,0,0,0
"76","El Paso* TX MSA","309",298,2,4,5,1
"77","Elkhart-Goshen* IN MSA","66",66,0,0,0,0
"78","Elmira* NY MSA","8",3,0,0,5,1
"79","Enid* OK MSA","1",1,0,0,0,0
"80","Erie* PA MSA","12",12,0,0,0,0
"81","Eugene-Springfield* OR MSA","102",90,12,0,0,0
"82","Evansville-Henderson* IN-KY MSA","261",83,2,0,176,14
"83","Fargo-Moorhead* ND-MN MSA","18",16,2,0,0,0
"84","Fayetteville* NC MSA","240",144,0,0,96,4
"85","Fayetteville-Springdale-Rogers*  AR MSA","498",187,2,3,306,16
"86","Flagstaff* AZ MSA","94",92,2,0,0,0
"87","Florence* AL MSA","8",8,0,0,0,0
"88","Florence* SC MSA","40",40,0,0,0,0
"89","Fort Collins-Loveland* CO MSA","226",162,8,17,39,6
"90","Fort Myers-Cape Coral* FL MSA","1461",905,144,31,381,22
"91","Fort Pierce-Port St. Lucie* FL MSA","797",666,0,4,127,13
"92","Fort Smith* AR-OK MSA","55",37,18,0,0,0
"93","Fort Walton Beach* FL MSA","167",143,0,0,24,1
"94","Fort Wayne* IN MSA","189",177,0,12,0,0
"95","Fresno* CA MSA","458",409,2,7,40,6
"96","Gadsden* AL MSA","8",8,0,0,0,0
"97","Gainesville* FL MSA","96",96,0,0,0,0
"98","Glens Falls* NY MSA","76",40,0,0,36,4
"99","Goldsboro* NC MSA","46",41,0,0,5,1
"100","Grand Forks* ND-MN MSA","2",2,0,0,0,0
"101","Grand Junction* CO MSA","126",106,0,12,8,1
"102","Grand Rapids-Muskegon-Holland*  MI MSA","515",412,10,0,93,8
"103","Great Falls* MT MSA","11",11,0,0,0,0
"104","Green Bay* WI MSA","162",63,2,0,97,2
"105","Greensboro--Winston-Salem--High Point*  NC MSA","731",625,0,10,96,19
"106","Greenville* NC MSA","106",65,0,0,41,5
"107","Greenville-Spartanburg-Anderson*  SC MSA","555",515,8,0,32,2
"108","Harrisburg-Lebanon-Carlisle* PA MSA","101",92,0,3,6,1
"109","Hartford* CT MSA","285",239,6,0,40,5
"110","Hattiesburg* MS MSA","11",11,0,0,0,0
"111","Hickory-Morganton* NC MSA","133",127,6,0,0,0
"112","Honolulu* HI MSA","159",157,2,0,0,0
"113","Houma* LA MSA","92",90,2,0,0,0
"114","Houston-Galveston-Brazoria TX CMSA","3574",2836,8,0,730,49
"115","Huntington-Ashland* WV-KY-OH MSA","6",6,0,0,0,0
"116","Huntsville* AL MSA","105",91,0,0,14,1
"117","Indianapolis* IN MSA","993",855,16,46,76,4
"118","Iowa City* IA MSA","304",32,0,0,272,6
"119","Jackson* MI MSA","16",8,0,0,8,1
"120","Jackson* MS MSA","184",184,0,0,0,0
"121","Jackson* TN MSA","40",40,0,0,0,0
"122","Jacksonville* FL MSA","1675",1031,0,0,644,29
"123","Jacksonville* NC MSA","80",80,0,0,0,0
"124","Jamestown* NY MSA","1",1,0,0,0,0
"125","Janesville-Beloit* WI MSA","29",17,4,3,5,1
"126","Johnson City-Kingsport-Bristol*  TN-VA MSA","158",89,6,15,48,6
"127","Johnstown* PA MSA","10",5,0,0,5,1
"128","Jonesboro* AR MSA","40",40,0,0,0,0
"129","Joplin* MO MSA","19",19,0,0,0,0
"130","Kalamazoo-Battle Creek* MI MSA","93",84,0,0,9,1
"131","Kansas City* MO-KS MSA","1024",856,38,58,72,8
"132","Killeen-Temple* TX MSA","195",109,22,64,0,0
"133","Knoxville* TN MSA","351",302,12,10,27,3
"134","Kokomo* IN MSA","49",18,0,0,31,2
"135","La Crosse* WI-MN MSA","29",24,0,0,5,1
"136","Lafayette* IN MSA","104",94,10,0,0,0
"137","Lafayette* LA MSA","149",110,0,3,36,1
"138","Lake Charles* LA MSA","329",80,4,45,200,14
"139","Lakeland-Winter Haven* FL MSA","554",546,4,4,0,0
"140","Lancaster* PA MSA","138",99,0,0,39,2
"141","Lansing-East Lansing* MI MSA","89",81,0,0,8,1
"142","Laredo* TX MSA","158",125,2,4,27,2
"143","Las Cruces* NM MSA","95",93,2,0,0,0
"144","Las Vegas* NV-AZ MSA","3776",3096,38,41,601,49
"145","Lawrence* KS MSA","38",38,0,0,0,0
"146","Lawton* OK MSA","17",12,0,0,5,1
"147","Lewiston-Auburn* ME MSA","27",27,0,0,0,0
"148","Lexington* KY MSA","244",242,2,0,0,0
"149","Lima* OH MSA","5",5,0,0,0,0
"150","Lincoln* NE MSA","133",102,6,0,25,1
"151","Little Rock-North Little Rock*  AR MSA","197",197,0,0,0,0
"152","Longview-Marshall* TX MSA","15",15,0,0,0,0
"153","Los Angeles-Riverside-Orange County  CA CMSA","5639",4323,74,23,1219,125
"154","Louisville* KY-IN MSA","320",299,8,0,13,1
"155","Lubbock* TX MSA","598",97,16,0,485,11
"156","Lynchburg* VA MSA","82",63,2,0,17,1
"157","Macon* GA MSA","154",142,0,12,0,0
"158","Madison* WI MSA","439",202,12,16,209,7
"159","Mansfield* OH MSA","21",21,0,0,0,0
"160","McAllen-Edinburg-Mission* TX MSA","562",499,6,23,34,5
"161","Medford-Ashland* OR MSA","118",111,0,7,0,0
"162","Melbourne-Titusville-Palm Bay*  FL MSA","575",537,0,0,38,3
"163","Memphis* TN-AR-MS MSA","1251",592,0,0,659,4
"164","Merced* CA MSA","459",389,0,0,70,1
"165","Miami-Fort Lauderdale FL CMSA","2185",1043,22,64,1056,35
"166","Milwaukee-Racine WI CMSA","590",371,34,65,120,6
"167","Minneapolis-St. Paul* MN-WI MSA","2841",1491,42,119,1189,48
"168","Missoula* MT MSA","21",15,2,4,0,0
"169","Mobile* AL MSA","322",311,2,4,5,1
"170","Modesto* CA MSA","407",325,2,6,74,4
"171","Monroe* LA MSA","19",19,0,0,0,0
"172","Montgomery* AL MSA","93",93,0,0,0,0
"173","Muncie* IN MSA","14",14,0,0,0,0
"174","Myrtle Beach* SC MSA","358",264,2,0,92,3
"175","Naples* FL MSA","498",285,6,43,164,21
"176","Nashville* TN MSA","880",818,10,0,52,4
"177","New London-Norwich* CT-RI MSA","155",120,2,17,16,2
"178","New Orleans* LA MSA","417",392,20,0,5,1
"179","New York-Northern New Jersey-Long  Island NY-NJ-CT-","5754",2153,384,343,2874,99
"180","Norfolk-Virginia Beach-Newport News*  VA-NC MSA","1201",759,4,7,431,18
"181","Ocala* FL MSA","468",405,0,0,63,5
"182","Odessa-Midland* TX MSA","28",28,0,0,0,0
"183","Oklahoma City* OK MSA","528",484,44,0,0,0
"184","Omaha* NE-IA MSA","333",329,4,0,0,0
"185","Orlando* FL MSA","2948",1670,32,12,1234,54
"186","Owensboro* KY MSA","25",25,0,0,0,0
"187","Panama City* FL MSA","305",92,0,0,213,1
"188","Parkersburg-Marietta* WV-OH MSA","7",7,0,0,0,0
"189","Pensacola* FL MSA","524",197,6,0,321,5
"190","Peoria-Pekin* IL MSA","67",59,8,0,0,0
"191","Philadelphia-Wilmington-Atlantic  City PA-NJ-DE-MD","2142",1489,54,40,559,22
"192","Phoenix-Mesa* AZ MSA","5313",4441,6,38,828,86
"193","Pine Bluff* AR MSA","9",9,0,0,0,0
"194","Pittsburgh* PA MSA","411",340,14,3,54,8
"195","Pittsfield* MA MSA","0",0,0,0,0,0
"196","Pocatello* ID MSA","7",7,0,0,0,0
"197","Portland* ME MSA","168",161,4,3,0,0
