"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","7",7,0,0,0,0
"2","Albany* GA MSA","36",36,0,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","170",157,0,0,13,2
"4","Albuquerque* NM MSA","420",420,0,0,0,0
"5","Alexandria* LA MSA","26",26,0,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","187",171,0,0,16,1
"7","Altoona* PA MSA","7",7,0,0,0,0
"8","Amarillo* TX MSA","111",51,0,32,28,1
"9","Anchorage* AK MSA","171",63,108,0,0,0
"10","Anniston* AL MSA","20",20,0,0,0,0
"11","Appleton-Oshkosh-Neenah* WI  MSA","326",95,6,7,218,23
"12","Asheville* NC MSA","100",86,6,3,5,1
"13","Athens* GA MSA","93",59,10,0,24,2
"14","Atlanta  GA MSA","4603",3373,6,4,1220,34
"15","Auburn-Opelika* AL MSA","84",26,2,0,56,8
"16","Augusta-Aiken* GA-SC MSA","264",264,0,0,0,0
"17","Austin-San Marcos* TX MSA","1001",360,0,172,469,20
"18","Bakersfield* CA MSA","214",199,4,4,7,1
"19","Bangor* ME MSA","11",11,0,0,0,0
"20","Barnstable-Yarmouth* MA MSA","63",61,2,0,0,0
"21","Baton Rouge* LA MSA","94",94,0,0,0,0
"22","Beaumont-Port Arthur* TX MSA","30",30,0,0,0,0
"23","Bellingham* WA MSA","111",73,4,3,31,2
"24","Benton Harbor* MI MSA","20",16,0,4,0,0
"25","Billings* MT MSA","46",42,0,4,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","194",103,10,0,81,4
"27","Binghamton* NY MSA","7",7,0,0,0,0
"28","Birmingham* AL MSA","310",274,0,0,36,3
"29","Bismarck* ND MSA","40",25,4,11,0,0
"30","Bloomington* IN MSA","66",44,12,0,10,2
"31","Bloomington-Normal* IL MSA","69",58,8,3,0,0
"32","Boise City* ID MSA","384",382,2,0,0,0
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1124",907,44,33,140,10
"34","Brownsville-Harlingen-San  Benito* TX MSA","202",184,6,3,9,1
"35","Bryan-College Station* TX MSA","49",49,0,0,0,0
"36","Buffalo-Niagara Falls* NY MSA","172",157,2,0,13,1
"37","Burlington* VT MSA","57",46,2,4,5,1
"38","Canton-Massillon* OH MSA","79",65,14,0,0,0
"39","Casper* WY MSA","12",12,0,0,0,0
"40","Cedar Rapids* IA MSA","101",51,6,0,44,7
"41","Champaign-Urbana* IL MSA","130",27,2,0,101,8
"42","Charleston-North  Charleston* SC MSA","310",244,16,7,43,3
"43","Charleston* WV MSA","15",15,0,0,0,0
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","1367",1190,14,3,160,15
"45","Charlottesville* VA MSA","74",74,0,0,0,0
"46","Chattanooga* TN-GA MSA","177",152,10,10,5,1
"47","Cheyenne* WY MSA","24",12,0,4,8,1
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","3373",2455,36,146,736,57
"49","Chico-Paradise* CA MSA","70",70,0,0,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","888",715,14,18,141,10
"51","Clarksville-Hopkinsville*  TN-KY MSA","74",74,0,0,0,0
"52","Cleveland-Akron  OH CMSA","823",617,10,44,152,6
"53","Colorado Springs* CO MSA","438",358,0,24,56,3
"54","Columbia* MO MSA","86",84,2,0,0,0
"55","Columbia* SC MSA","370",260,6,20,84,12
"56","Columbus* GA-AL MSA","65",63,2,0,0,0
"57","Columbus  OH MSA","1177",778,8,50,341,27
"58","Corpus Christi* TX MSA","55",53,2,0,0,0
"59","Corvallis OR MSA*","160",19,0,0,141,13
"60","Cumberland* MD-WV MSA","10",10,0,0,0,0
"61","Dallas-Fort Worth  TX CMSA","3751",2592,14,11,1134,47
"62","Danville* VA MSA","23",20,0,3,0,0
"63","Davenport-Moline-Rock  Island* IA-IL MSA","69",43,2,0,24,2
"64","Dayton-Springfield* OH MSA","183",179,4,0,0,0
"65","Daytona Beach* FL MSA","500",367,8,0,125,4
"66","Decatur* Al MSA","24",24,0,0,0,0
"67","Decatur* IL MSA","5",5,0,0,0,0
