"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","25",23,2,0,0,0
"2","Akron, OH","181",157,2,3,19,1
"3","Albany, GA","57",53,4,0,0,0
"4","Albany-Schenectady-Troy, NY","368",150,2,0,216,7
"5","Albuquerque,* NM","692",650,0,6,36,2
"6","Alexandria, LA","60",58,2,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","450",425,4,16,5,1
"8","Altoona, PA","2",2,0,0,0,0
"9","Amarillo, TX","58",58,0,0,0,0
"10","Ames, IA","65",27,0,0,38,2
"11","Anchorage,* AK","191",87,44,6,54,5
"12","Anderson, IN","41",41,0,0,0,0
"13","Anderson, SC","102",100,2,0,0,0
"14","Ann Arbor, MI","88",86,2,0,0,0
"15","Anniston-Oxford, AL","15",15,0,0,0,0
"16","Appleton, WI","85",73,12,0,0,0
"17","Asheville, NC","319",306,4,3,6,1
"18","Athens-Clarke County, GA","111",87,0,24,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","6538",4970,12,8,1548,43
"20","Atlantic City,* NJ","199",199,0,0,0,0
"21","Auburn-Opelika,* AL","122",122,0,0,0,0
"22","Augusta-Richmond County, GA-SC","294",294,0,0,0,0
"23","Austin-Round Rock,* TX","1769",1491,24,17,237,9
"24","Bakersfield, CA","618",541,6,56,15,2
"25","Baltimore-Towson,* MD","663",608,4,12,39,5
"26","Bangor, ME","46",30,4,12,0,0
"27","Barnstable Town, MA","105",96,0,0,9,1
"28","Baton Rouge, LA","630",610,4,0,16,2
"29","Battle Creek, MI","14",12,2,0,0,0
"30","Bay City, MI","6",6,0,0,0,0
"31","Beaumont-Port Arthur, TX","61",61,0,0,0,0
"32","Bellingham, WA","139",109,6,24,0,0
"33","Bend,* OR","393",322,26,3,42,4
"34","Billings, MT","53",41,0,12,0,0
"35","Binghamton, NY","2",2,0,0,0,0
"36","Birmingham-Hoover,* AL","594",591,0,3,0,0
"37","Bismarck, ND","98",96,2,0,0,0
"38","Bloomington, IN","90",49,16,4,21,2
"39","Bloomington-Normal, IL","70",61,0,0,9,1
"40","Boise City-Nampa,* ID","962",894,16,52,0,0
"41","Boston-Cambridge-Quincy,* MA-NH","1252",853,58,34,307,29
"42","Boulder, CO","57",41,2,0,14,1
"43","Bowling Green, KY","79",77,2,0,0,0
"44","Bremerton-Silverdale, WA","103",103,0,0,0,0
"45","Bridgeport-Stamford-Norwalk, CT","209",179,4,6,20,4
"46","Brownsville-Harlingen, TX","278",226,6,22,24,3
"47","Brunswick, GA","88",77,2,0,9,1
"48","Buffalo-Niagara Falls, NY","143",129,2,4,8,1
"49","Burlington, NC","153",153,0,0,0,0
"50","Burlington-South Burlington, VT","75",52,10,8,5,1
"51","Canton-Massillon, OH","84",79,0,0,5,1
"52","Cape Coral-Fort Myers,* FL","3120",2308,0,0,812,61
"53","Carson City,* NV","7",7,0,0,0,0
"54","Casper,* WY","21",21,0,0,0,0
"55","Cedar Rapids, IA","202",100,4,18,80,1
"56","Champaign-Urbana, IL","321",51,0,0,270,12
"57","Charleston, WV","33",33,0,0,0,0
"58","Charleston-North Charleston,* SC","1161",817,0,13,331,25
"59","Charlotte-Gastonia-Concord,* NC-SC","2127",1741,4,4,378,16
"60","Charlottesville,* VA","79",79,0,0,0,0
"61","Chattanooga, TN-GA","321",287,10,0,24,4
"62","Cheyenne, WY","83",68,0,4,11,2
"63","Chicago-Naperville-Joliet,* IL-IN-WI","4897",3445,92,268,1092,NA
"64","Cincinnati-Middletown,* OH-KY-IN","1402",1051,36,37,278,20
"65","Clarksville, TN-KY","349",169,0,0,180,6
"66","Cleveland, TN","55",51,0,4,0,0
"67","Cleveland-Elyria-Mentor,* OH","586",531,8,16,31,4
"68","Coeur d""Alene, ID","242",203,16,10,13,2
"69","College Station-Bryan, TX","112",52,2,23,35,6
"70","Colorado Springs,* CO","456",444,4,0,8,1
"71","Columbia, MO","151",122,20,4,5,1
