"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","23",23,0,0,0,0
"2","Albany* GA MSA","53",53,0,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","199",183,2,0,14,2
"4","Albuquerque* NM MSA","703",503,0,12,188,1
"5","Alexandria* LA MSA","36",36,0,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","243",165,0,4,74,3
"7","Altoona* PA MSA","8",8,0,0,0,0
"8","Amarillo* TX MSA","82",82,0,0,0,0
"9","Anchorage* AK MSA","223",113,98,0,12,1
"10","Anniston* AL MSA","26",26,0,0,0,0
"11","Appleton-Oshkosh-Neenah* WI  MSA","180",149,6,0,25,3
"12","Asheville* NC MSA","201",141,14,0,46,5
"13","Athens* GA MSA","98",98,0,0,0,0
"14","Atlanta  GA MSA","6234",4652,6,4,1572,67
"15","Auburn-Opelika* AL MSA","69",50,2,0,17,1
"16","Augusta-Aiken* GA-SC MSA","296",196,0,0,100,13
"17","Austin-San Marcos* TX MSA","1779",713,10,29,1027,50
"18","Bakersfield* CA MSA","348",348,0,0,0,0
"19","Bangor* ME MSA","24",24,0,0,0,0
"20","Barnstable-Yarmouth* MA MSA","115",110,2,3,0,0
"21","Baton Rouge* LA MSA","419",143,0,0,276,14
"22","Beaumont-Port Arthur* TX MSA","55",55,0,0,0,0
"23","Bellingham* WA MSA","131",96,6,0,29,1
"24","Benton Harbor* MI MSA","14",14,0,0,0,0
"25","Billings* MT MSA","47",47,0,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","185",185,0,0,0,0
"27","Binghamton* NY MSA","8",8,0,0,0,0
"28","Birmingham* AL MSA","408",398,0,0,10,1
"29","Bismarck* ND MSA","152",62,4,4,82,4
"30","Bloomington* IN MSA","61",55,2,4,0,0
"31","Bloomington-Normal* IL MSA","123",93,0,0,30,4
"32","Boise City* ID MSA","523",515,4,4,0,0
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1652",1231,52,59,310,11
"34","Brownsville-Harlingen-San  Benito* TX MSA","200",193,2,0,5,1
"35","Bryan-College Station* TX MSA","130",90,34,6,0,0
"36","Buffalo-Niagara Falls* NY MSA","386",177,2,0,207,6
"37","Burlington* VT MSA","67",47,2,0,18,1
"38","Canton-Massillon* OH MSA","103",103,0,0,0,0
"39","Casper* WY MSA","12",12,0,0,0,0
"40","Cedar Rapids* IA MSA","126",85,10,7,24,1
"41","Champaign-Urbana* IL MSA","40",40,0,0,0,0
"42","Charleston-North  Charleston* SC MSA","423",331,2,3,87,9
"43","Charleston* WV MSA","35",27,0,3,5,1
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","1975",1271,10,39,655,60
"45","Charlottesville* VA MSA","244",102,2,0,140,12
"46","Chattanooga* TN-GA MSA","214",199,2,7,6,1
"47","Cheyenne* WY MSA","28",28,0,0,0,0
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","4319",3248,68,179,824,54
"49","Chico-Paradise* CA MSA","122",102,2,0,18,2
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","1377",1054,6,24,293,26
"51","Clarksville-Hopkinsville*  TN-KY MSA","119",111,4,4,0,0
"52","Cleveland-Akron  OH CMSA","968",900,6,32,30,3
"53","Colorado Springs* CO MSA","597",593,0,4,0,0
"54","Columbia* MO MSA","126",99,6,0,21,1
"55","Columbia* SC MSA","338",338,0,0,0,0
"56","Columbus* GA-AL MSA","124",104,4,0,16,1
