"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","15",15,0,0,0,0
"2","Albany* GA MSA","111",43,0,0,68,7
"3","Albany-Schenectady-Troy* NY MSA","197",182,0,0,15,2
"4","Albuquerque* NM MSA","670",571,0,8,91,6
"5","Alexandria* LA MSA","42",42,0,0,0,0
"6","Allentown-Bethlehem-Easton* PA MSA","225",191,2,3,29,2
"7","Altoona* PA MSA","5",5,0,0,0,0
"8","Amarillo* TX MSA","82",82,0,0,0,0
"9","Anchorage* AK MSA","145",72,48,19,6,1
"10","Anniston* AL MSA","13",13,0,0,0,0
"11","Appleton-Oshkosh-Neenah* WI MSA","198",182,4,3,9,1
"12","Asheville* NC MSA","300",160,4,0,136,1
"13","Athens* GA MSA","163",163,0,0,0,0
"14","Atlanta* GA MSA","6305",4766,16,37,1486,42
"15","Auburn-Opelika* AL MSA","62",32,0,0,30,2
"16","Augusta-Aiken* GA-SC MSA","225",225,0,0,0,0
"17","Austin-San Marcos* TX MSA","913",653,22,0,238,12
"18","Bakersfield* CA MSA","515",515,0,0,0,0
"19","Bangor* ME MSA","34",34,0,0,0,0
"20","Barnstable-Yarmouth* MA MSA","56",56,0,0,0,0
"21","Baton Rouge* LA MSA","214",166,0,18,30,6
"22","Beaumont-Port Arthur* TX MSA","56",56,0,0,0,0
"23","Bellingham* WA MSA","173",131,6,36,0,0
"24","Benton Harbor* MI MSA","17",17,0,0,0,0
"25","Billings* MT MSA","52",52,0,0,0,0
"26","Biloxi-Gulfport-Pascagoula* MS MSA","210",210,0,0,0,0
"27","Binghamton* NY MSA","10",10,0,0,0,0
"28","Birmingham* AL MSA","484",469,2,0,13,2
"29","Bismarck* ND MSA","116",100,0,16,0,0
"30","Bloomington* IN MSA","107",65,24,3,15,2
"31","Bloomington-Normal* IL MSA","131",131,0,0,0,0
"32","Boise City* ID MSA","603",478,10,67,48,6
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","2281",1063,78,66,1074,41
"34","Brownsville-Harlingen-San Benito*  TX MSA","212",200,8,4,0,0
"35","Bryan-College Station* TX MSA","59",51,0,8,0,0
"36","Buffalo-Niagara Falls* NY MSA","147",145,2,0,0,0
"37","Burlington* VT MSA","75",43,6,4,22,3
"38","Canton-Massillon* OH MSA","117",117,0,0,0,0
"39","Casper* WY MSA","19",19,0,0,0,0
"40","Cedar Rapids* IA MSA","134",102,4,10,18,3
"41","Champaign-Urbana* IL MSA","49",49,0,0,0,0
"42","Charleston* WV MSA","32",30,2,0,0,0
"43","Charleston-North Charleston* SC MSA","483",446,2,7,28,1
"44","Charlotte-Gastonia-Rock Hill*  NC-SC MSA","1861",1609,16,19,217,23
"45","Charlottesville* VA MSA","205",112,6,3,84,4
"46","Chattanooga* TN-GA MSA","245",223,6,4,12,2
"47","Cheyenne* WY MSA","61",61,0,0,0,0
"48","Chicago-Gary-Kenosha IL-IN-WI CMSA","4935",3336,118,245,1236,84
"49","Chico-Paradise* CA MSA","148",116,0,0,32,4
"50","Cincinnati-Hamilton OH-KY-IN CMSA","1153",1001,34,25,93,8
"51","Clarksville-Hopkinsville* TN-KY MSA","117",109,0,0,8,1
"52","Cleveland-Akron OH CMSA","1004",938,22,28,16,3
"53","Colorado Springs* CO MSA","523",523,0,0,0,0
"54","Columbia* MO MSA","230",104,52,0,74,9
"55","Columbia* SC MSA","401",379,0,4,18,1
"56","Columbus* GA-AL MSA","122",114,8,0,0,0
"57","Columbus* OH MSA","1468",1035,12,51,370,32
"58","Corpus Christi* TX MSA","103",103,0,0,0,0
"59","Corvallis* OR MSA","93",21,0,0,72,2
"60","Cumberland* MD-WV MSA","24",24,0,0,0,0
"61","Dallas-Fort Worth TX CMSA","4675",3757,12,14,892,38
"62","Danville* VA MSA","25",25,0,0,0,0
"63","Davenport-Moline-Rock Island*  IA-IL MSA","65",53,0,0,12,1
"64","Dayton-Springfield* OH MSA","232",220,4,8,0,0
"65","Daytona Beach* FL MSA","934",702,24,0,208,6
"66","Decatur* Al MSA","23",23,0,0,0,0
"67","Decatur* IL MSA","50",50,0,0,0,0
"68","Denver-Boulder-Greeley CO CMSA","1816",1374,12,49,381,18
"69","Des Moines* IA MSA","459",394,4,25,36,5
"70","Detroit-Ann Arbor-Flint MI CMSA","2238",1975,44,36,183,20
"71","Dothan* AL MSA","29",29,0,0,0,0
"72","Dover* DE MSA","187",187,0,0,0,0
"73","Dubuque* IA MSA","24",22,2,0,0,0
"74","Duluth-Superior* MN-WI MSA","104",100,4,0,0,0
"75","Eau Claire* WI MSA","109",97,12,0,0,0
"76","El Paso* TX MSA","347",329,4,9,5,1
"77","Elkhart-Goshen* IN MSA","118",109,0,4,5,1
"78","Elmira* NY MSA","3",3,0,0,0,0
"79","Enid* OK MSA","107",9,0,0,98,1
