"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture","Monthly_Coverage_Percent"
"190","Lincoln, NE","103",27,16,0,60,2,88
"191","Little Rock-North Little Rock, AR","309",147,2,0,160,10,90
"192","Logan, UT-ID","36",28,0,3,5,1,6
"193","Longview, TX","28",12,0,0,16,1,78
"194","Longview, WA","19",14,0,0,5,1,77
"195","Los Angeles-Long Beach-Santa Ana,  CA","1428",405,56,26,941,50,NA
"196","Lubbock, TX","53",53,0,0,0,0,92
"197","Lynchburg, VA","180",180,0,0,0,0,81
"198","Macon, GA","33",33,0,0,0,0,50
"199","Madera, CA","24",24,0,0,0,0,78
"200","Madison,  WI","191",130,4,22,35,3,100
"201","Manchester-Nashua, NH","57",35,4,0,18,2,89
"202","Mansfield, OH","14",12,2,0,0,0,87
"203","McAllen-Edinburg-Mission,  TX","373",305,6,35,27,2,100
"204","Medford, OR","64",43,6,3,12,2,100
"205","Memphis,  TN-MS-AR","880",261,0,0,619,7,100
"206","Merced, CA","44",44,0,0,0,0,85
"207","Miami-Fort Lauderdale-Miami Beach,  FL","740",364,30,10,336,16,NA
"208","Midland,  TX","41",41,0,0,0,0,100
"209","Milwaukee-Waukesha-West Allis,  WI","178",142,8,16,12,2,100
"210","Minneapolis-St. Paul-Bloomington,  MN-WI","662",449,6,13,194,5,NA
"211","Mobile, AL","84",84,0,0,0,0,98
"212","Modesto, CA","27",27,0,0,0,0,92
"213","Monroe, LA","27",18,2,0,7,1,68
"214","Monroe, MI","12",12,0,0,0,0,56
"215","Montgomery, AL","111",31,0,0,80,10,96
"216","Morgantown, WV","35",3,0,0,32,1,23
"217","Morristown, TN","27",27,0,0,0,0,87
"218","Mount Vernon-Anacortes, WA","37",37,0,0,0,0,80
"219","Muncie, IN","6",6,0,0,0,0,78
"220","Muskegon-Norton Shores, MI","1",1,0,0,0,0,54
"221","Myrtle Beach-Conway-North Myrtle Beach,  SC","423",227,0,4,192,10,100
"222","Napa, CA","5",5,0,0,0,0,86
"223","Naples-Marco Island,  FL","229",107,0,48,74,6,100
"224","Nashville-Davidson--Murfreesboro,  TN","1180",486,32,12,650,19,NA
"225","New Orleans-Metairie-Kenner,  LA","428",285,34,0,109,7,100
"226","New York-Northern New Jersey-Long Island,  NY-NJ-PA","4450",867,264,374,2945,88,NA
"227","Norwich-New London, CT","55",55,0,0,0,0,87
"228","Ocala,  FL","129",127,2,0,0,0,100
"229","Ocean City,  NJ","47",38,6,3,0,0,100
"230","Odessa,  TX","11",11,0,0,0,0,100
"231","Ogden-Clearfield, UT","138",117,2,12,7,1,86
"232","Oklahoma City,  OK","507",353,10,24,120,10,100
"233","Olympia, WA","62",62,0,0,0,0,93
"234","Omaha-Council Bluffs,  NE-IA","264",176,2,15,71,4,100
"235","Orlando-Kissimmee,  FL","1140",471,12,8,649,29,100
"236","Oshkosh-Neenah, WI","34",16,2,0,16,2,87
"237","Owensboro, KY","43",19,0,24,0,0,96
"238","Oxnard-Thousand Oaks-Ventura, CA","120",30,2,13,75,10,97
"239","Palm Bay-Melbourne-Titusville,  FL","160",117,0,0,43,2,100
"240","Palm Coast, FL","27",27,0,0,0,0,100
"241","Panama City-Lynn Haven, FL","90",35,4,4,47,2,98
"242","Parkersburg-Marietta-Vienna, WV-OH","8",8,0,0,0,0,0
"243","Pascagoula, MS","439",44,0,3,392,40,98
"244","Pensacola-Ferry Pass-Brent,  FL","84",80,4,0,0,0,100
"245","Peoria, IL","54",50,4,0,0,0,50
"246","Philadelphia-Camden-Wilmington,  PA-NJ-DE-MD","707",599,10,3,95,10,NA
"247","Pine Bluff, AR","8",8,0,0,0,0,88
"248","Pittsburgh,  PA","278",251,4,18,5,1,100
"249","Pittsfield, MA","2",2,0,0,0,0,9
"250","Pocatello, ID","20",20,0,0,0,0,93
"251","Port St. Lucie,  FL","169",135,2,7,25,3,100
"252","Portland-South Portland-Biddeford,  ME","157",108,6,6,37,3,88
"253","Portland-Vancouver-Beaverton,  OR-WA","604",363,8,13,220,21,NA
"254","Prescott, AZ","75",75,0,0,0,0,87
"255","Providence-New Bedford-Fall River,  RI-MA","203",140,18,11,34,2,83
"256","Provo-Orem, UT","187",146,2,8,31,3,98
"257","Pueblo,  CO","21",21,0,0,0,0,100
"258","Punta Gorda,  FL","76",28,0,34,14,2,100
"259","Racine, WI","15",13,2,0,0,0,59
"260","Raleigh-Cary,  NC","980",724,0,4,252,11,100
"261","Rapid City, SD","60",54,0,6,0,0,97
"262","Reading, PA","36",27,4,0,5,1,63
"263","Redding, CA","28",28,0,0,0,0,83
"264","Reno-Sparks,  NV","102",99,0,3,0,0,100
"265","Richmond,  VA","355",298,0,0,57,3,100
"266","Riverside-San Bernardino-Ontario,  CA","631",562,10,9,50,4,NA
"267","Rochester, MN","45",28,2,0,15,2,89
"268","Rochester, NY","85",68,4,8,5,1,62
"269","Rockford, IL","80",51,0,0,29,5,97
"270","Rocky Mount, NC","40",40,0,0,0,0,94
"271","Rome, GA","11",11,0,0,0,0,100
"272","Sacramento--Arden-Arcade--Roseville,  CA","426",387,2,0,37,4,NA
"273","Salem, OR","84",73,2,0,9,1,74
"274","Salinas, CA","40",40,0,0,0,0,74
"275","Salisbury, MD","14",14,0,0,0,0,80
"276","Salt Lake City,  UT","270",164,6,17,83,5,100
"277","San Angelo,  TX","41",41,0,0,0,0,100
"278","San Antonio,  TX","935",540,2,0,393,22,100
"279","San Diego-Carlsbad-San Marcos,  CA","412",155,18,0,239,7,100
"280","San Francisco-Oakland-Fremont,  CA","529",218,14,6,291,13,100
"281","San Jose-Sunnyvale-Santa Clara,  CA","286",87,2,0,197,13,100
"282","San Luis Obispo-Paso Robles, CA","83",28,0,0,55,11,68
"283","Sandusky, OH","0",0,0,0,0,0,1
"284","Santa Barbara-Santa Maria, CA","24",24,0,0,0,0,64
"285","Santa Cruz-Watsonville, CA","22",16,0,0,6,1,51
"286","Santa Fe,  NM","12",12,0,0,0,0,100
"287","Santa Rosa-Petaluma, CA","54",43,8,3,0,0,89
"288","Sarasota-Bradenton-Venice,  FL","141",129,12,0,0,0,100
"289","Savannah, GA","113",104,4,0,5,1,81
"290","Scranton--Wilkes-Barre, PA","27",27,0,0,0,0,26
"291","Seattle-Tacoma-Bellevue,  WA","1595",632,78,89,796,34,100
"292","Sebastian-Vero Beach,  FL","78",78,0,0,0,0,100
"293","Sheboygan, WI","11",5,2,4,0,0,59
"294","Sherman-Denison, TX","1",1,0,0,0,0,4
"295","Shreveport-Bossier City, LA","104",104,0,0,0,0,94
"296","Sioux City, IA-NE-SD","14",11,0,3,0,0,98
"297","Sioux Falls, SD","143",65,12,24,42,3,82
"298","South Bend-Mishawaka, IN-MI","62",44,0,12,6,1,99
"299","Spartanburg, SC","78",78,0,0,0,0,94
"300","Spokane, WA","80",59,0,0,21,2,75
"301","Springfield, IL","18",10,8,0,0,0,54
"302","Springfield, MA","52",35,4,3,10,1,62
"303","Springfield, MO","158",73,12,4,69,5,78
"304","Springfield, OH","13",13,0,0,0,0,100
"305","St. Cloud, MN","34",27,2,0,5,1,74
"306","St. George, UT","69",69,0,0,0,0,96
"307","St. Joseph, MO-KS","6",6,0,0,0,0,50
"308","St. Louis,  MO-IL","625",482,12,55,76,6,100
"309","State College, PA","24",20,0,4,0,0,69
"310","Stockton,  CA","91",89,2,0,0,0,100
"311","Sumter,  SC","27",27,0,0,0,0,100
"312","Syracuse, NY","41",41,0,0,0,0,63
"313","Tallahassee, FL","178",135,2,3,38,3,100
"314","Tampa-St. Petersburg-Clearwater,  FL","750",445,4,0,301,12,NA
"315","Texarkana, TX-Texarkana, AR","60",10,2,0,48,3,100
"316","Toledo, OH","122",91,4,27,0,0,88
"317","Topeka, KS","47",47,0,0,0,0,86
"318","Trenton-Ewing,  NJ","40",21,4,0,15,1,100
"319","Tucson,  AZ","311",213,6,4,88,6,100
"320","Tulsa,  OK","305",265,0,0,40,1,100
"321","Tuscaloosa, AL","149",45,0,0,104,7,94
"322","Tyler, TX","23",16,0,0,7,1,74
"323","Utica-Rome, NY","2",2,0,0,0,0,5
"324","Valdosta, GA","105",57,0,0,48,2,91
"325","Vallejo-Fairfield, CA","33",33,0,0,0,0,82
"326","Victoria, TX","6",6,0,0,0,0,60
"327","Vineland-Millville-Bridgeton,  NJ","45",45,0,0,0,0,100
"328","Virginia Beach-Norfolk-Newport News,  VA-NC","318",244,8,20,46,4,NA
"329","Waco, TX","36",36,0,0,0,0,69
"330","Warner Robins, GA","57",57,0,0,0,0,70
"331","Washington-Arlington-Alexandria,  DC-VA-MD-WV","1118",788,4,0,326,9,NA
"332","Wausau, WI","14",12,2,0,0,0,67
"333","Weirton-Steubenville, WV-OH","1",1,0,0,0,0,0
"334","Wenatchee, WA","58",58,0,0,0,0,70
"335","Wheeling, WV-OH","0",0,0,0,0,0,57
"336","Wichita Falls, TX","8",8,0,0,0,0,75
"337","Wichita, KS","233",152,0,0,81,5,91
"338","Williamsport, PA","4",4,0,0,0,0,9
"339","Wilmington,  NC","329",273,12,0,44,2,100
"340","Winchester, VA-WV","27",27,0,0,0,0,91
"341","Winston-Salem, NC","125",122,0,3,0,0,89
"342","Worcester, MA","66",66,0,0,0,0,72
"343","Yakima, WA","10",10,0,0,0,0,45
"344","York-Hanover, PA","71",66,0,0,5,1,79
"345","Youngstown-Warren-Boardman, OH-PA","21",19,2,0,0,0,97
"346","Yuba City, CA","20",20,0,0,0,0,95
"347","Yuma, AZ","38",38,0,0,0,0,91
