"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","30",30,0,0,0,0
"2","Akron,* OH","273",194,10,12,57,5
"3","Albany, GA","54",49,0,0,5,1
"4","Albany-Schenectady-Troy, NY","195",160,0,0,35,3
"5","Albuquerque,* NM","621",595,0,4,22,1
"6","Alexandria, LA","42",42,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","403",367,2,23,11,2
"8","Altoona, PA","2",2,0,0,0,0
"9","Amarillo, TX","53",53,0,0,0,0
"10","Ames, IA","15",15,0,0,0,0
"11","Anchorage,* AK","196",93,40,0,63,10
"12","Anderson,* IN","40",40,0,0,0,0
"13","Anderson,* SC","84",84,0,0,0,0
"14","Ann Arbor,* MI","279",143,0,0,136,6
"15","Anniston-Oxford, AL","11",11,0,0,0,0
"16","Appleton, WI","74",59,10,0,5,1
"17","Asheville, NC","251",216,8,21,6,1
"18","Athens-Clarke County, GA","340",340,0,0,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","5314",4833,18,33,430,5
"20","Atlantic City,* NJ","156",146,2,3,5,1
"21","Auburn-Opelika,* AL","50",38,2,0,10,2
"22","Augusta-Richmond County, GA-SC","313",313,0,0,0,0
"23","Austin-Round Rock,* TX","1666",1199,24,8,435,26
"24","Bakersfield, CA","597",582,4,0,11,1
"25","Baltimore-Towson,* MD","651",554,2,4,91,7
"26","Bangor, ME","44",38,6,0,0,0
"27","Barnstable Town, MA","111",101,0,10,0,0
"28","Baton Rouge, LA","313",313,0,0,0,0
"29","Battle Creek, MI","21",21,0,0,0,0
"30","Bay City, MI","8",8,0,0,0,0
"31","Beaumont-Port Arthur, TX","57",47,0,0,10,1
"32","Bellingham, WA","217",138,4,7,68,3
"33","Bend,* OR","333",321,12,0,0,0
"34","Billings, MT","166",46,0,0,120,5
"35","Binghamton, NY","11",11,0,0,0,0
"36","Birmingham-Hoover,* AL","688",490,0,0,198,16
"37","Bismarck, ND","85",71,2,12,0,0
"38","Blacksburg-Christiansburg-Radford,  VA","87",85,2,0,0,0
"39","Bloomington, IN","126",61,26,3,36,3
"40","Bloomington-Normal, IL","52",49,0,3,0,0
"41","Boise City-Nampa,* ID","678",642,8,15,13,2
"42","Boston-Cambridge-Quincy,* MA-NH","1248",653,56,41,498,28
"43","Boulder,* CO","61",56,0,0,5,1
"44","Bowling Green, KY","195",69,0,6,120,5
"45","Bremerton-Silverdale,* WA","116",116,0,0,0,0
"46","Bridgeport-Stamford-Norwalk,* CT","161",119,4,0,38,4
"47","Brownsville-Harlingen, TX","270",254,8,0,8,1
"48","Brunswick, GA","68",68,0,0,0,0
"49","Buffalo-Niagara Falls, NY","488",148,0,0,340,16
"50","Burlington,* NC","84",60,0,0,24,2
