"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","24",24,0,0,0,0
"2","Albany* GA MSA","153",48,8,0,97,2
"3","Albany-Schenectady-Troy* NY  MSA","186",130,4,0,52,3
"4","Albuquerque* NM MSA","543",538,0,0,5,1
"5","Alexandria* LA MSA","28",28,0,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","257",182,0,6,69,3
"7","Altoona* PA MSA","5",5,0,0,0,0
"8","Amarillo* TX MSA","49",49,0,0,0,0
"9","Anchorage* AK MSA","89",83,6,0,0,0
"10","Anniston* AL MSA","25",15,0,0,10,2
"11","Appleton-Oshkosh-Neenah* WI  MSA","196",148,18,0,30,3
"12","Asheville* NC MSA","160",96,2,0,62,7
"13","Athens* GA MSA","83",81,2,0,0,0
"14","Atlanta  GA MSA","6009",5012,12,89,896,47
"15","Augusta-Aiken* GA-SC MSA","207",196,0,3,8,1
"16","Austin-San Marcos* TX MSA","1509",857,6,8,638,34
"17","Bakersfield* CA MSA","246",238,2,6,0,0
"18","Bangor* ME MSA","9",9,0,0,0,0
"19","Barnstable-Yarmouth* MA MSA","114",111,0,3,0,0
"20","Baton Rouge* LA MSA","329",140,0,0,189,18
"21","Beaumont-Port Arthur* TX MSA","35",35,0,0,0,0
"22","Bellingham* WA MSA","94",85,4,0,5,1
"23","Benton Harbor* MI MSA","8",8,0,0,0,0
"24","Billings* MT MSA","57",57,0,0,0,0
"25","Biloxi-Gulfport-Pascagoula*  MS MSA","199",197,2,0,0,0
"26","Binghamton* NY MSA","13",13,0,0,0,0
"27","Birmingham* AL MSA","512",474,0,3,35,2
"28","Bismarck* ND MSA","48",46,2,0,0,0
"29","Bloomington* IN MSA","69",47,4,8,10,2
"30","Bloomington-Normal* IL MSA","95",83,4,8,0,0
"31","Boise City* ID MSA","561",492,14,39,16,1
"32","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1658",1238,54,28,338,18
"33","Brownsville-Harlingen-San  Benito* TX MSA","259",245,14,0,0,0
"34","Bryan-College Station* TX MSA","134",98,18,0,18,3
"35","Buffalo-Niagara Falls* NY MSA","133",102,0,0,31,2
"36","Burlington* VT MSA","57",57,0,0,0,0
"37","Canton-Massillon* OH MSA","111",105,6,0,0,0
"38","Casper* WY MSA","9",9,0,0,0,0
"39","Cedar Rapids* IA MSA","247",91,14,16,126,14
"40","Champaign-Urbana* IL MSA","32",30,2,0,0,0
"41","Charleston-North  Charleston* SC MSA","497",360,14,3,120,5
"42","Charleston* WV MSA","45",37,0,0,8,1
"43","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","2786",1793,8,19,966,63
"44","Charlottesville* VA MSA","123",111,6,0,6,1
"45","Chattanooga* TN-GA MSA","232",214,10,3,5,1
"46","Cheyenne* WY MSA","47",47,0,0,0,0
"47","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","3459",2899,50,119,391,30
"48","Chico-Paradise* CA MSA","64",64,0,0,0,0
"49","Cincinnati-Hamilton  OH-KY-  IN CMSA","1197",978,16,20,183,11
"50","Clarksville-Hopkinsville*  TN-KY MSA","125",107,2,0,16,2
"51","Cleveland-Akron  OH CMSA","1112",904,14,31,163,13
"52","Colorado Springs* CO MSA","484",476,0,8,0,0
"53","Columbia* MO MSA","128",112,16,0,0,0
"54","Columbia* SC MSA","633",397,0,0,236,24
"55","Columbus* GA-AL MSA","103",103,0,0,0,0
"56","Columbus  OH MSA","1637",830,2,110,695,42
"57","Corpus Christi* TX MSA","116",94,2,4,16,1
"58","Cumberland* MD-WV MSA","14",14,0,0,0,0
"59","Dallas-Fort Worth  TX CMSA","3573",3274,18,10,271,16
"60","Danville* VA MSA","32",30,2,0,0,0
"61","Davenport-Moline-Rock  Island* IA-IL MSA","65",59,6,0,0,0
"62","Dayton-Springfield* OH MSA","275",191,4,8,72,4
"63","Daytona Beach* FL MSA","493",428,0,3,62,2
"64","Decatur* Al MSA","44",39,0,0,5,1
"65","Decatur* IL MSA","80",18,0,0,62,1
"66","Denver-Boulder-Greeley  CO  CMSA","3009",2021,34,29,925,75
"67","Des Moines* IA MSA","291",278,0,3,10,2
"68","Detroit-Ann Arbor-Flint  MI  CMSA","2532",2167,34,47,284,24
"69","Dothan* AL MSA","25",25,0,0,0,0
"70","Dover* DE MSA","79",79,0,0,0,0
