"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","18",16,2,0,0,0
"2","Albany* GA MSA","47",43,4,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","270",202,2,12,54,4
"4","Albuquerque* NM MSA","501",455,0,9,37,3
"5","Alexandria* LA MSA","36",36,0,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","180",170,0,10,0,0
"7","Altoona* PA MSA","13",13,0,0,0,0
"8","Amarillo* TX MSA","54",54,0,0,0,0
"9","Anchorage* AK MSA","119",71,6,0,42,5
"10","Anniston* AL MSA","52",14,0,32,6,1
"11","Appleton-Oshkosh-Neenah* WI  MSA","294",120,20,3,151,13
"12","Asheville* NC MSA","152",107,4,11,30,2
"13","Athens* GA MSA","119",71,6,0,42,2
"14","Atlanta  GA MSA","5490",3990,24,4,1472,45
"15","Auburn-Opelika* AL MSA","58",30,12,3,13,2
"16","Augusta-Aiken* GA-SC MSA","161",161,0,0,0,0
"17","Austin-San Marcos* TX MSA","2093",921,16,0,1156,56
"18","Bakersfield* CA MSA","297",273,0,24,0,0
"19","Bangor* ME MSA","17",17,0,0,0,0
"20","Barnstable-Yarmouth* MA MSA","109",109,0,0,0,0
"21","Baton Rouge* LA MSA","109",101,0,0,8,1
"22","Beaumont-Port Arthur* TX MSA","48",48,0,0,0,0
"23","Bellingham* WA MSA","157",86,8,3,60,4
"24","Benton Harbor* MI MSA","4",4,0,0,0,0
"25","Billings* MT MSA","40",38,2,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","172",167,0,0,5,1
"27","Binghamton* NY MSA","14",12,2,0,0,0
"28","Birmingham* AL MSA","377",367,0,0,10,1
"29","Bismarck* ND MSA","49",35,6,8,0,0
"30","Bloomington* IN MSA","77",58,10,4,5,1
"31","Bloomington-Normal* IL MSA","61",58,0,3,0,0
"32","Boise City* ID MSA","484",420,2,24,38,2
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1558",1274,62,55,167,20
"34","Brownsville-Harlingen-San  Benito* TX MSA","189",162,2,15,10,1
"35","Bryan-College Station* TX MSA","129",66,22,0,41,3
"36","Buffalo-Niagara Falls* NY MSA","274",163,0,0,111,8
"37","Burlington* VT MSA","119",97,2,0,20,3
"38","Canton-Massillon* OH MSA","103",101,2,0,0,0
"39","Casper* WY MSA","12",12,0,0,0,0
"40","Cedar Rapids* IA MSA","146",57,2,7,80,7
"41","Champaign-Urbana* IL MSA","36",36,0,0,0,0
"42","Charleston-North  Charleston* SC MSA","459",341,0,0,118,8
"43","Charleston* WV MSA","23",23,0,0,0,0
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","2657",1667,74,4,912,63
"45","Charlottesville* VA MSA","124",108,0,0,16,2
"46","Chattanooga* TN-GA MSA","166",156,0,3,7,1
"47","Cheyenne* WY MSA","22",22,0,0,0,0
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","3856",2846,80,204,726,59
"49","Chico-Paradise* CA MSA","70",70,0,0,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","1142",925,8,45,164,21
"51","Clarksville-Hopkinsville*  TN-KY MSA","109",82,0,17,10,1
"52","Cleveland-Akron  OH CMSA","971",848,10,28,85,8
"53","Colorado Springs* CO MSA","478",474,4,0,0,0
"54","Columbia* MO MSA","331",69,2,0,260,14
"55","Columbia* SC MSA","340",340,0,0,0,0
"56","Columbus* GA-AL MSA","80",80,0,0,0,0
"57","Columbus  OH MSA","1307",820,16,55,416,39
"58","Corpus Christi* TX MSA","59",55,4,0,0,0
"59","Corvallis OR MSA*","31",31,0,0,0,0
"60","Cumberland* MD-WV MSA","52",13,0,0,39,7
"61","Dallas-Fort Worth  TX CMSA","3907",3237,14,7,649,38
"62","Danville* VA MSA","31",28,0,3,0,0
"63","Davenport-Moline-Rock  Island* IA-IL MSA","127",41,0,9,77,1
"64","Dayton-Springfield* OH MSA","226",184,2,16,24,2
"65","Daytona Beach* FL MSA","403",398,2,3,0,0
"66","Decatur* Al MSA","34",29,0,0,5,1
"67","Decatur* IL MSA","60",10,0,0,50,1
"68","Denver-Boulder-Greeley  CO  CMSA","2076",1735,72,48,221,20
"69","Des Moines* IA MSA","269",214,2,8,45,3
"70","Detroit-Ann Arbor-Flint  MI  CMSA","2453",2098,24,66,265,17
"71","Dothan* AL MSA","17",17,0,0,0,0
"72","Dover* DE MSA","73",73,0,0,0,0
"73","Dubuque* IA MSA","19",17,2,0,0,0
"74","Duluth-Superior* MN-WI MSA","65",51,0,0,14,1
