"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","14",14,0,0,0,0
"2","Albany* GA MSA","36",36,0,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","226",138,0,0,88,9
"4","Albuquerque* NM MSA","351",351,0,0,0,0
"5","Alexandria* LA MSA","26",26,0,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","208",151,2,7,48,2
"7","Altoona* PA MSA","1",1,0,0,0,0
"8","Amarillo* TX MSA","43",43,0,0,0,0
"9","Anchorage* AK MSA","133",79,50,4,0,0
"10","Anniston* AL MSA","18",13,0,0,5,1
"11","Appleton-Oshkosh-Neenah* WI  MSA","257",127,20,0,110,9
"12","Asheville* NC MSA","109",94,8,7,0,0
"13","Athens* GA MSA","75",75,0,0,0,0
"14","Atlanta  GA MSA","4024",3831,10,35,148,7
"15","Auburn-Opelika* AL MSA","28",17,2,3,6,1
"16","Augusta-Aiken* GA-SC MSA","197",197,0,0,0,0
"17","Austin-San Marcos* TX MSA","1884",657,28,20,1179,66
"18","Bakersfield* CA MSA","216",210,2,4,0,0
"19","Bangor* ME MSA","15",15,0,0,0,0
"20","Barnstable-Yarmouth* MA MSA","90",90,0,0,0,0
"21","Baton Rouge* LA MSA","114",90,0,0,24,3
"22","Beaumont-Port Arthur* TX MSA","53",53,0,0,0,0
"23","Bellingham* WA MSA","121",81,6,4,30,2
"24","Benton Harbor* MI MSA","8",8,0,0,0,0
"25","Billings* MT MSA","34",32,2,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","200",186,6,8,0,0
"27","Binghamton* NY MSA","5",5,0,0,0,0
"28","Birmingham* AL MSA","477",349,0,0,128,10
"29","Bismarck* ND MSA","57",41,12,4,0,0
"30","Bloomington* IN MSA","60",50,10,0,0,0
"31","Bloomington-Normal* IL MSA","90",46,0,0,44,2
"32","Boise City* ID MSA","489",453,0,12,24,3
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1392",1168,72,38,114,12
"34","Brownsville-Harlingen-San  Benito* TX MSA","174",137,6,23,8,1
"35","Bryan-College Station* TX MSA","58",55,0,3,0,0
"36","Buffalo-Niagara Falls* NY MSA","131",116,2,0,13,1
"37","Burlington* VT MSA","68",56,0,7,5,1
"38","Canton-Massillon* OH MSA","94",88,6,0,0,0
"39","Casper* WY MSA","11",11,0,0,0,0
"40","Cedar Rapids* IA MSA","141",77,4,0,60,4
"41","Champaign-Urbana* IL MSA","39",39,0,0,0,0
"42","Charleston-North  Charleston* SC MSA","462",340,40,4,78,4
"43","Charleston* WV MSA","32",32,0,0,0,0
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","1599",983,8,51,557,39
"45","Charlottesville* VA MSA","94",94,0,0,0,0
"46","Chattanooga* TN-GA MSA","181",162,2,12,5,1
"47","Cheyenne* WY MSA","16",16,0,0,0,0
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","3917",2750,58,165,944,80
"49","Chico-Paradise* CA MSA","91",91,0,0,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","1065",758,10,30,267,24
"51","Clarksville-Hopkinsville*  TN-KY MSA","101",81,0,4,16,2
"52","Cleveland-Akron  OH CMSA","1496",753,22,35,686,44
"53","Colorado Springs* CO MSA","650",470,0,0,180,9
"54","Columbia* MO MSA","117",109,8,0,0,0
