"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","18",18,0,0,0,0
"2","Albany* GA MSA","187",55,0,0,132,8
"3","Albany-Schenectady-Troy* NY MSA","175",165,0,0,10,2
"4","Albuquerque* NM MSA","716",609,0,15,92,6
"5","Alexandria* LA MSA","48",43,0,0,5,1
"6","Allentown-Bethlehem-Easton* PA MSA","248",244,0,4,0,0
"7","Altoona* PA MSA","2",2,0,0,0,0
"8","Amarillo* TX MSA","212",68,0,144,0,0
"9","Anchorage* AK MSA","302",52,46,0,204,23
"10","Anniston* AL MSA","13",13,0,0,0,0
"11","Appleton-Oshkosh-Neenah* WI MSA","277",160,12,0,105,11
"12","Asheville* NC MSA","139",137,2,0,0,0
"13","Athens* GA MSA","96",96,0,0,0,0
"14","Atlanta* GA MSA","5056",4449,22,11,574,16
"15","Auburn-Opelika* AL MSA","116",48,10,4,54,5
"16","Augusta-Aiken* GA-SC MSA","212",212,0,0,0,0
"17","Austin-San Marcos* TX MSA","900",831,36,15,18,3
"18","Bakersfield* CA MSA","468",468,0,0,0,0
"19","Bangor* ME MSA","27",27,0,0,0,0
"20","Barnstable-Yarmouth* MA MSA","36",36,0,0,0,0
"21","Baton Rouge* LA MSA","163",153,0,0,10,2
"22","Beaumont-Port Arthur* TX MSA","55",51,0,4,0,0
"23","Bellingham* WA MSA","227",163,4,0,60,2
"24","Benton Harbor* MI MSA","12",10,2,0,0,0
"25","Billings* MT MSA","73",73,0,0,0,0
"26","Biloxi-Gulfport-Pascagoula* MS MSA","162",162,0,0,0,0
"27","Binghamton* NY MSA","8",8,0,0,0,0
"28","Birmingham* AL MSA","460",452,0,0,8,1
"29","Bismarck* ND MSA","73",53,0,8,12,1
"30","Bloomington* IN MSA","102",62,18,0,22,1
"31","Bloomington-Normal* IL MSA","104",100,0,4,0,0
"32","Boise City* ID MSA","640",491,4,59,86,4
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1843",1138,116,65,524,34
"34","Brownsville-Harlingen-San Benito*  TX MSA","321",288,6,15,12,1
"35","Bryan-College Station* TX MSA","164",128,36,0,0,0
"36","Buffalo-Niagara Falls* NY MSA","286",184,12,0,90,3
"37","Burlington* VT MSA","58",52,6,0,0,0
"38","Canton-Massillon* OH MSA","123",123,0,0,0,0
"39","Casper* WY MSA","15",15,0,0,0,0
"40","Cedar Rapids* IA MSA","125",91,6,7,21,1
"41","Champaign-Urbana* IL MSA","222",49,0,0,173,3
"42","Charleston* WV MSA","36",32,4,0,0,0
"43","Charleston-North Charleston* SC MSA","514",460,2,7,45,5
"44","Charlotte-Gastonia-Rock Hill*  NC-SC MSA","2318",1757,12,18,531,39
"45","Charlottesville* VA MSA","213",119,2,4,88,5
"46","Chattanooga* TN-GA MSA","267",240,6,7,14,2
"47","Cheyenne* WY MSA","40",40,0,0,0,0
"48","Chicago-Gary-Kenosha IL-IN-WI CMSA","5310",3639,86,137,1448,93
"49","Chico-Paradise* CA MSA","126",126,0,0,0,0
"50","Cincinnati-Hamilton OH-KY-IN CMSA","1155",959,4,6,186,18
"51","Clarksville-Hopkinsville* TN-KY MSA","157",141,0,0,16,2
"52","Cleveland-Akron OH CMSA","988",935,10,33,10,2
"53","Colorado Springs* CO MSA","486",486,0,0,0,0
"54","Columbia* MO MSA","533",109,16,0,408,35
"55","Columbia* SC MSA","467",459,8,0,0,0
"56","Columbus* GA-AL MSA","123",119,0,4,0,0
"57","Columbus* OH MSA","1649",1049,10,46,544,42
"58","Corpus Christi* TX MSA","123",102,2,6,13,1
"59","Corvallis* OR MSA","34",32,2,0,0,0
"60","Cumberland* MD-WV MSA","20",20,0,0,0,0
"61","Dallas-Fort Worth TX CMSA","5576",3751,24,15,1786,64
"62","Danville* VA MSA","27",27,0,0,0,0
"63","Davenport-Moline-Rock Island*  IA-IL MSA","63",61,2,0,0,0
"64","Dayton-Springfield* OH MSA","256",228,12,0,16,1
"65","Daytona Beach* FL MSA","995",861,16,52,66,4
"66","Decatur* Al MSA","66",66,0,0,0,0
"67","Decatur* IL MSA","10",10,0,0,0,0
"68","Denver-Boulder-Greeley CO CMSA","2101",1615,2,4,480,35
"69","Des Moines* IA MSA","511",435,0,0,76,5
"70","Detroit-Ann Arbor-Flint MI CMSA","2571",2254,34,40,243,25
"71","Dothan* AL MSA","48",48,0,0,0,0
"72","Dover* DE MSA","127",127,0,0,0,0
"73","Dubuque* IA MSA","44",34,4,0,6,1
"74","Duluth-Superior* MN-WI MSA","119",111,8,0,0,0
"75","Eau Claire* WI MSA","87",73,2,12,0,0
"76","El Paso* TX MSA","369",350,4,10,5,1
"77","Elkhart-Goshen* IN MSA","150",95,0,0,55,1
"78","Elmira* NY MSA","3",3,0,0,0,0
"79","Enid* OK MSA","2",2,0,0,0,0
"80","Erie* PA MSA","45",45,0,0,0,0
"81","Eugene-Springfield* OR MSA","108",102,6,0,0,0
"82","Evansville-Henderson* IN-KY MSA","120",114,6,0,0,0
"83","Fargo-Moorhead* ND-MN MSA","226",130,0,0,96,6
"84","Fayetteville* NC MSA","174",150,0,0,24,3
"85","Fayetteville-Springdale-Rogers*  AR MSA","464",326,16,20,102,11
"86","Flagstaff* AZ MSA","104",70,6,28,0,0
"87","Florence* AL MSA","14",6,0,0,8,1
"88","Florence* SC MSA","49",47,2,0,0,0
"89","Fort Collins-Loveland* CO MSA","307",263,6,9,29,4
"90","Fort Myers-Cape Coral* FL MSA","1208",788,56,156,208,11
"91","Fort Pierce-Port St. Lucie* FL MSA","1059",840,4,8,207,16
"92","Fort Smith* AR-OK MSA","35",35,0,0,0,0
"93","Fort Walton Beach* FL MSA","158",129,0,0,29,2
"94","Fort Wayne* IN MSA","411",275,10,0,126,9
"95","Fresno* CA MSA","578",476,8,42,52,7
"96","Gadsden* AL MSA","7",7,0,0,0,0
"97","Gainesville* FL MSA","167",110,0,0,57,7
"98","Glens Falls* NY MSA","60",54,0,0,6,1
"99","Goldsboro* NC MSA","47",44,0,3,0,0
"100","Grand Forks* ND-MN MSA","90",42,0,0,48,4
"101","Grand Junction* CO MSA","153",131,2,20,0,0
"102","Grand Rapids-Muskegon-Holland*  MI MSA","625",588,16,0,21,4
"103","Great Falls* MT MSA","12",12,0,0,0,0
"104","Green Bay* WI MSA","217",98,2,3,114,8
"105","Greensboro--Winston-Salem--High Point*  NC MSA","810",760,14,0,36,3
"106","Greenville* NC MSA","122",118,4,0,0,0
"107","Greenville-Spartanburg-Anderson*  SC MSA","810",661,28,4,117,10
"108","Harrisburg-Lebanon-Carlisle* PA MSA","249",197,2,0,50,1
"109","Hartford* CT MSA","604",320,4,0,280,15
"110","Hattiesburg* MS MSA","6",6,0,0,0,0
"111","Hickory-Morganton* NC MSA","148",144,4,0,0,0
"112","Honolulu* HI MSA","255",198,2,0,55,1
"113","Houma* LA MSA","69",69,0,0,0,0
"114","Houston-Galveston-Brazoria TX CMSA","5111",3619,6,0,1486,71
"115","Huntington-Ashland* WV-KY-OH MSA","8",4,4,0,0,0
"116","Huntsville* AL MSA","152",89,2,4,57,7
"117","Indianapolis* IN MSA","2031",1223,26,33,749,48
"118","Iowa City* IA MSA","79",79,0,0,0,0
"119","Jackson* MI MSA","21",21,0,0,0,0
"120","Jackson* MS MSA","282",225,0,0,57,5
