"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","25",23,2,0,0,0
"2","Akron, OH","74",59,0,0,15,1
"3","Albany, GA","35",30,2,3,0,0
"4","Albany-Schenectady-Troy, NY","77",69,0,8,0,0
"5","Albuquerque,* NM","306",278,0,3,25,1
"6","Alexandria, LA","63",63,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","237",215,4,3,15,3
"8","Altoona, PA","3",3,0,0,0,0
"9","Amarillo, TX","42",42,0,0,0,0
"10","Ames, IA","47",24,0,0,23,1
"11","Anchorage,* AK","17",13,4,0,0,0
"12","Anderson, IN","12",12,0,0,0,0
"13","Anderson, SC","73",71,2,0,0,0
"14","Ann Arbor, MI","27",27,0,0,0,0
"15","Anniston-Oxford, AL","20",14,6,0,0,0
"16","Appleton, WI","33",22,4,0,7,1
"17","Asheville, NC","279",256,0,23,0,0
"18","Athens-Clarke County, GA","60",52,0,0,8,1
"19","Atlanta-Sandy Springs-Marietta,* GA","3608",3008,6,29,565,12
"20","Atlantic City,* NJ","87",71,6,4,6,1
"21","Auburn-Opelika,* AL","183",169,4,0,10,1
"22","Augusta-Richmond County, GA-SC","142",142,0,0,0,0
"23","Austin-Round Rock,* TX","2125",1007,18,0,1100,26
"24","Bakersfield, CA","320",262,18,19,21,2
"25","Baltimore-Towson,* MD","763",443,10,12,298,20
"26","Bangor, ME","17",9,0,8,0,0
"27","Barnstable Town, MA","76",60,0,0,16,2
"28","Baton Rouge, LA","1683",630,0,0,1053,66
"29","Battle Creek, MI","4",4,0,0,0,0
"30","Bay City, MI","0",0,0,0,0,0
"31","Beaumont-Port Arthur, TX","32",32,0,0,0,0
"32","Bellingham, WA","83",48,0,0,35,1
"33","Bend,* OR","147",140,4,3,0,0
"34","Billings, MT","64",32,0,4,28,2
"35","Binghamton, NY","5",3,2,0,0,0
"36","Birmingham-Hoover,* AL","370",370,0,0,0,0
"37","Bismarck, ND","109",42,0,0,67,1
"38","Bloomington, IN","22",22,0,0,0,0
"39","Bloomington-Normal, IL","31",22,0,0,9,1
"40","Boise City-Nampa,* ID","410",347,12,51,0,0
"41","Boston-Cambridge-Quincy,* MA-NH","1361",408,38,25,890,21
"42","Boulder, CO","41",16,0,0,25,2
"43","Bowling Green, KY","34",34,0,0,0,0
"44","Bremerton-Silverdale, WA","68",43,2,0,23,1
"45","Bridgeport-Stamford-Norwalk, CT","142",121,6,0,15,2
"46","Brownsville-Harlingen, TX","142",132,10,0,0,0
"47","Brunswick, GA","43",43,0,0,0,0
"48","Buffalo-Niagara Falls, NY","56",56,0,0,0,0
"49","Burlington, NC","91",91,0,0,0,0
"50","Burlington-South Burlington, VT","21",19,2,0,0,0
"51","Canton-Massillon, OH","36",36,0,0,0,0
"52","Cape Coral-Fort Myers,* FL","582",488,0,11,83,10
"53","Carson City,* NV","14",2,0,0,12,1
"54","Casper, WY","13",13,0,0,0,0
"55","Cedar Rapids, IA","43",33,4,6,0,0
"56","Champaign-Urbana, IL","46",24,2,12,8,1
"57","Charleston, WV","15",15,0,0,0,0
"58","Charleston-North Charleston,* SC","770",398,0,3,369,18
"59","Charlotte-Gastonia-Concord,* NC-SC","2470",1612,20,23,815,44
"60","Charlottesville, VA","77",50,0,3,24,1
"61","Chattanooga, TN-GA","213",199,4,3,7,1
"62","Cheyenne, WY","43",27,0,4,12,1
"63","Chicago-Naperville-Joliet,* IL-IN-WI","2428",1227,56,102,1043,NA
"64","Cincinnati-Middletown,* OH-KY-IN","480",371,6,14,89,9
"65","Clarksville, TN-KY","182",142,0,8,32,4
"66","Cleveland, TN","47",42,2,3,0,0
"67","Cleveland-Elyria-Mentor,* OH","264",241,0,8,15,3
"68","Coeur dAlene, ID","102",60,0,0,42,2
"69","College Station-Bryan, TX","385",36,18,4,327,23
"70","Colorado Springs,* CO","213",191,0,12,10,1
"71","Columbia, MO","34",27,2,0,5,1
"72","Columbia,* SC","396",343,0,0,53,3
"73","Columbus, GA-AL","326",91,2,4,229,15
"74","Columbus, IN","14",14,0,0,0,0
"75","Columbus,* OH","356",256,6,41,53,6
"76","Corpus Christi, TX","117",88,4,0,25,1
"77","Corvallis, OR","27",24,0,3,0,0
"78","Cumberland, MD-WV","3",3,0,0,0,0
"79","Dallas-Fort Worth-Arlington,* TX","3225",2042,26,23,1134,23
"80","Dalton, GA","43",41,2,0,0,0
"81","Danville, IL","0",0,0,0,0,0
"82","Danville, VA","17",12,0,0,5,1
"83","Davenport-Moline-Rock Island,  IA-IL","25",23,2,0,0,NA
"84","Decatur, AL","8",8,0,0,0,0
"85","Decatur, IL","82",2,0,0,80,1
"86","Deltona-Daytona Beach-Ormond Beach,*  FL","186",152,8,0,26,2
"87","Denver-Aurora,* CO","1404",713,0,43,648,13
"88","Des Moines-West Des Moines,* IA","346",208,0,0,138,1
"89","Detroit-Warren-Livonia,* MI","445",356,4,7,78,6
"90","Dothan, AL","19",19,0,0,0,0
"91","Dover,* DE","121",97,0,0,24,1
"92","Dubuque, IA","13",13,0,0,0,0
"93","Duluth, MN-WI","42",30,2,0,10,2
"94","Durham,* NC","410",216,2,0,192,8
"95","Eau Claire, WI","17",15,2,0,0,0
"96","El Centro, CA","92",82,2,0,8,1
"97","El Paso, TX","297",292,0,0,5,1
"98","Elizabethtown, KY","28",24,0,4,0,0
"99","Elkhart-Goshen, IN","47",47,0,0,0,0
"100","Elmira, NY","2",2,0,0,0,0
"101","Erie, PA","23",13,2,8,0,0
"102","Eugene-Springfield, OR","90",86,4,0,0,0
"103","Evansville, IN-KY","71",40,0,6,25,3
"104","Fairbanks,* AK","1",1,0,0,0,0
"105","Fargo, ND-MN","87",15,0,0,72,2
"106","Farmington,* NM","28",28,0,0,0,0
"107","Fayetteville, NC","344",230,0,44,70,10
"108","Fayetteville-Springdale-Rogers,  AR-MO","257",186,16,3,52,4
"109","Flagstaff, AZ","39",39,0,0,0,0
"110","Flint, MI","23",23,0,0,0,0
"111","Florence, SC","43",43,0,0,0,0
"112","Florence-Muscle Shoals, AL","22",22,0,0,0,0
"113","Fond du Lac, WI","4",2,2,0,0,0
"114","Fort Collins-Loveland,* CO","261",83,20,0,158,3
"115","Fort Smith, AR-OK","36",27,6,3,0,0
"116","Fort Walton Beach-Crestview-Destin,  FL","44",44,0,0,0,0
"117","Fort Wayne,* IN","121",121,0,0,0,0
"118","Fresno, CA","235",134,6,3,92,8
"119","Gadsden, AL","44",8,0,36,0,0
"120","Gainesville, FL","101",61,0,0,40,3
"121","Gainesville, GA","90",90,0,0,0,0
"122","Glens Falls, NY","26",26,0,0,0,0
"123","Goldsboro, NC","29",29,0,0,0,0
"124","Grand Forks, ND-MN","14",2,0,0,12,1
"125","Grand Junction,* CO","89",89,0,0,0,0
"126","Grand Rapids-Wyoming,* MI","114",106,0,0,8,1
"127","Great Falls, MT","13",13,0,0,0,0
"128","Greeley,* CO","110",102,0,3,5,1
"129","Green Bay, WI","68",48,0,0,20,2
"130","Greensboro-High Point,* NC","399",290,0,0,109,6
"131","Greenville, NC","106",84,22,0,0,0
"132","Greenville,* SC","250",248,2,0,0,0
"133","Gulfport-Biloxi, MS","230",228,2,0,0,0
"134","Hagerstown-Martinsburg, MD-WV","253",131,2,0,120,10
"135","Hanford-Corcoran, CA","43",43,0,0,0,0
"136","Harrisburg-Carlisle, PA","113",57,0,4,52,4
"137","Harrisonburg,* VA","31",31,0,0,0,0
"138","Hartford-West Hartford-East Hartford,  CT","206",97,10,0,99,5
"139","Hattiesburg, MS","4",2,2,0,0,0
"140","Hickory-Lenoir-Morganton, NC","86",84,2,0,0,0
"141","Hinesville-Fort Stewart, GA","19",19,0,0,0,0
"142","Holland-Grand Haven, MI","36",36,0,0,0,0
"143","Honolulu,* HI","230",188,0,0,42,1
"144","Hot Springs, AR","8",8,0,0,0,0
"145","Houma-Bayou Cane-Thibodaux, LA","123",115,8,0,0,0
"146","Houston-Sugar Land-Baytown,* TX","4984",3227,34,59,1664,101
"147","Huntington-Ashland, WV-KY-OH","3",3,0,0,0,0
"148","Huntsville, AL","306",270,0,0,36,3
"149","Idaho Falls, ID","87",87,0,0,0,0
"150","Indianapolis-Carmel,* IN","514",478,4,8,24,2
"151","Iowa City, IA","46",46,0,0,0,0
"152","Ithaca, NY","8",3,0,0,5,1
"153","Jackson, MI","8",8,0,0,0,0
"154","Jackson, MS","184",184,0,0,0,0
"155","Jackson, TN","33",33,0,0,0,0
"156","Jacksonville,* FL","739",455,40,8,236,2
"157","Jacksonville, NC","123",77,0,40,6,1
"158","Janesville, WI","45",26,2,3,14,1
"159","Jefferson City, MO","17",12,0,0,5,1
"160","Johnson City, TN","46",38,2,0,6,1
"161","Johnstown, PA","0",0,0,0,0,0
"162","Jonesboro, AR","24",18,2,4,0,0
"163","Joplin, MO","11",11,0,0,0,0
"164","Kalamazoo-Portage, MI","39",39,0,0,0,0
"165","Kankakee-Bradley, IL","10",10,0,0,0,0
"166","Kansas City,* MO-KS","688",460,24,38,166,17
"167","Kennewick-Richland-Pasco, WA","96",75,0,12,9,1
"168","Killeen-Temple-Fort Hood, TX","167",87,16,64,0,0
"169","Kingsport-Bristol-Bristol, TN-VA","49",49,0,0,0,0
"170","Kingston, NY","6",6,0,0,0,0
"171","Knoxville, TN","466",427,2,3,34,3
"172","Kokomo, IN","2",2,0,0,0,0
"173","La Crosse, WI-MN","17",15,2,0,0,0
"174","Lafayette, IN","45",33,0,0,12,1
"175","Lafayette, LA","117",117,0,0,0,0
"176","Lake Charles, LA","23",18,0,0,5,1
"177","Lakeland,* FL","469",315,0,3,151,3
"178","Lancaster, PA","68",68,0,0,0,0
"179","Lansing-East Lansing, MI","39",26,0,0,13,1
"180","Laredo,* TX","118",93,0,6,19,2
"181","Las Cruces,* NM","127",127,0,0,0,0
"182","Las Vegas-Paradise,* NV","2108",1142,0,31,935,5
"183","Lawrence, KS","28",28,0,0,0,0
"184","Lawton, OK","7",7,0,0,0,0
"185","Lebanon, PA","39",39,0,0,0,0
"186","Lewiston, ID-WA","5",5,0,0,0,0
"187","Lewiston-Auburn, ME","19",17,2,0,0,0
"188","Lexington-Fayette, KY","167",151,2,0,14,2
"189","Lima, OH","4",2,2,0,0,0
"190","Lincoln, NE","62",48,0,0,14,1
"191","Little Rock-North Little Rock, AR","190",170,20,0,0,0
"192","Logan, UT-ID","59",50,0,4,5,1
"193","Longview, TX","12",12,0,0,0,0
"194","Longview, WA","34",32,2,0,0,0
"195","Los Angeles-Long Beach-Santa Ana,*  CA","2578",640,56,75,1807,59
"196","Louisville-Jefferson County,* KY-IN","309",287,6,16,0,0
"197","Lubbock, TX","68",68,0,0,0,0
"198","Lynchburg, VA","105",105,0,0,0,0
"199","Macon, GA","60",60,0,0,0,0
"200","Madera, CA","10",10,0,0,0,0
"201","Madison,* WI","153",86,14,6,47,4
"202","Manchester-Nashua, NH","84",64,12,0,8,1
"203","Mansfield, OH","9",7,2,0,0,0
"204","McAllen-Edinburg-Mission,* TX","541",392,14,87,48,4
"205","Medford, OR","97",69,6,0,22,1
"206","Memphis,* TN-MS-AR","520",412,0,108,0,0
"207","Merced, CA","77",63,6,8,0,0
"208","Miami-Fort Lauderdale-Miami Beach,*  FL","2350",716,36,93,1505,19
"209","Michigan City-La Porte, IN","10",10,0,0,0,0
"210","Midland,* TX","28",28,0,0,0,0
"211","Milwaukee-Waukesha-West Allis,* WI","215",115,12,19,69,7
"212","Minneapolis-St. Paul-Bloomington,*  MN-WI","1193",700,8,14,471,12
"213","Missoula,* MT","31",31,0,0,0,0
"214","Mobile, AL","423",142,0,0,281,21
"215","Modesto, CA","110",87,2,0,21,1
"216","Monroe, LA","38",28,0,0,10,1
"217","Monroe, MI","35",12,0,7,16,2
"218","Montgomery, AL","143",141,2,0,0,0
"219","Morgantown, WV","0",0,0,0,0,0
"220","Morristown, TN","46",44,2,0,0,0
"221","Mount Vernon-Anacortes, WA","23",23,0,0,0,0
"222","Muncie, IN","4",4,0,0,0,0
"223","Muskegon-Norton Shores, MI","12",12,0,0,0,0
"224","Myrtle Beach-Conway-North Myrtle Beach,  SC","677",311,2,0,364,4
"225","Napa, CA","2",2,0,0,0,0
"226","Naples-Marco Island,* FL","205",128,2,31,44,5
"227","Nashville-Davidson--Murfreesboro,*  TN","930",886,28,16,0,0
"228","New Haven-Milford, CT","115",52,2,0,61,4
"229","New Orleans-Metairie-Kenner,* LA","638",596,42,0,0,0
"230","New York-Northern New Jersey-Long Island,*  NY-NJ-PA","5014",1160,340,328,3186,94
"231","Niles-Benton Harbor, MI","2",2,0,0,0,0
"232","Norwich-New London, CT","79",44,2,0,33,1
"233","Ocala,* FL","309",305,4,0,0,0
"234","Ocean City,* NJ","100",72,8,4,16,1
"235","Odessa,* TX","38",38,0,0,0,0
"236","Ogden-Clearfield, UT","233",200,6,0,27,1
"237","Oklahoma City,* OK","424",374,4,0,46,2
"238","Olympia, WA","89",89,0,0,0,0
"239","Omaha-Council Bluffs,* NE-IA","289",230,18,16,25,3
"240","Orlando-Kissimmee,* FL","1328",1043,34,0,251,15
"241","Oshkosh-Neenah, WI","23",19,4,0,0,0
"242","Owensboro, KY","22",22,0,0,0,0
"243","Oxnard-Thousand Oaks-Ventura, CA","73",37,0,3,33,1
"244","Palm Bay-Melbourne-Titusville,* FL","296",296,0,0,0,0
"245","Panama City-Lynn Haven, FL","146",65,2,0,79,13
"246","Parkersburg-Marietta-Vienna, WV-OH","7",7,0,0,0,0
"247","Pascagoula, MS","86",74,0,0,12,1
"248","Pensacola-Ferry Pass-Brent,* FL","98",96,2,0,0,0
"249","Peoria, IL","27",17,10,0,0,0
"250","Philadelphia-Camden-Wilmington,*  PA-NJ-DE-MD","997",779,0,87,131,14
