"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","14",14,0,0,0,0
"2","Albany* GA MSA","40",38,2,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","193",174,2,0,17,3
"4","Albuquerque* NM MSA","558",558,0,0,0,0
"5","Alexandria* LA MSA","27",27,0,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","185",185,0,0,0,0
"7","Altoona* PA MSA","4",4,0,0,0,0
"8","Amarillo* TX MSA","266",82,0,0,184,1
"9","Anchorage* AK MSA","300",107,134,0,59,8
"10","Anniston* AL MSA","18",18,0,0,0,0
"11","Appleton-Oshkosh-Neenah* WI  MSA","249",152,32,0,65,8
"12","Asheville* NC MSA","129",111,4,0,14,2
"13","Athens* GA MSA","122",86,8,0,28,2
"14","Atlanta  GA MSA","5089",4001,28,19,1041,24
"15","Auburn-Opelika* AL MSA","77",32,4,0,41,3
"16","Augusta-Aiken* GA-SC MSA","200",198,2,0,0,0
"17","Austin-San Marcos* TX MSA","744",503,14,11,216,9
"18","Bakersfield* CA MSA","292",292,0,0,0,0
"19","Bangor* ME MSA","26",24,2,0,0,0
"20","Barnstable-Yarmouth* MA MSA","67",67,0,0,0,0
"21","Baton Rouge* LA MSA","109",109,0,0,0,0
"22","Beaumont-Port Arthur* TX MSA","39",39,0,0,0,0
"23","Bellingham* WA MSA","143",99,4,3,37,3
"24","Benton Harbor* MI MSA","21",17,0,4,0,0
"25","Billings* MT MSA","54",54,0,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","191",187,0,4,0,0
"27","Binghamton* NY MSA","7",7,0,0,0,0
"28","Birmingham* AL MSA","318",318,0,0,0,0
"29","Bismarck* ND MSA","163",81,0,16,66,2
"30","Bloomington* IN MSA","55",37,18,0,0,0
"31","Bloomington-Normal* IL MSA","118",90,0,4,24,3
"32","Boise City* ID MSA","496",471,6,19,0,0
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1379",1129,54,30,166,19
"34","Brownsville-Harlingen-San  Benito* TX MSA","216",197,6,3,10,2
"35","Bryan-College Station* TX MSA","68",54,2,0,12,2
"36","Buffalo-Niagara Falls* NY MSA","306",157,6,10,133,2
"37","Burlington* VT MSA","41",37,4,0,0,0
"38","Canton-Massillon* OH MSA","95",82,10,3,0,0
"39","Casper* WY MSA","18",13,0,0,5,1
"40","Cedar Rapids* IA MSA","258",80,14,0,164,8
"41","Champaign-Urbana* IL MSA","56",56,0,0,0,0
"42","Charleston-North  Charleston* SC MSA","382",364,0,3,15,2
"43","Charleston* WV MSA","21",21,0,0,0,0
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","1484",1371,14,7,92,6
"45","Charlottesville* VA MSA","117",91,2,0,24,1
"46","Chattanooga* TN-GA MSA","182",164,6,7,5,1
"47","Cheyenne* WY MSA","47",40,0,0,7,1
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","4281",3029,76,222,954,71
"49","Chico-Paradise* CA MSA","102",99,0,3,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","1026",840,6,37,143,18
"51","Clarksville-Hopkinsville*  TN-KY MSA","135",119,0,0,16,2
"52","Cleveland-Akron  OH CMSA","864",720,10,28,106,17
"53","Colorado Springs* CO MSA","949",335,2,0,612,36
"54","Columbia* MO MSA","182",104,4,0,74,11
"55","Columbia* SC MSA","341",331,2,3,5,1
"56","Columbus* GA-AL MSA","103",103,0,0,0,0
"57","Columbus  OH MSA","1431",898,38,108,387,36
"58","Corpus Christi* TX MSA","82",72,2,8,0,0
"59","Corvallis OR MSA*","72",24,4,3,41,4
"60","Cumberland* MD-WV MSA","15",15,0,0,0,0
"61","Dallas-Fort Worth  TX CMSA","4176",3066,10,8,1092,27
"62","Danville* VA MSA","26",26,0,0,0,0
"63","Davenport-Moline-Rock  Island* IA-IL MSA","42",38,4,0,0,0
"64","Dayton-Springfield* OH MSA","233",169,12,52,0,0
"65","Daytona Beach* FL MSA","586",529,16,0,41,3
"66","Decatur* Al MSA","32",32,0,0,0,0
"67","Decatur* IL MSA","120",2,0,0,118,3
"68","Denver-Boulder-Greeley  CO  CMSA","2838",1514,18,59,1247,86
"69","Des Moines* IA MSA","345",277,4,0,64,3
"70","Detroit-Ann Arbor-Flint  MI  CMSA","2074",1690,32,55,297,31
"71","Dothan* AL MSA","20",20,0,0,0,0
"72","Dover* DE MSA","114",114,0,0,0,0
"73","Dubuque* IA MSA","23",17,6,0,0,0
"74","Duluth-Superior* MN-WI MSA","56",54,2,0,0,0
"75","Eau Claire* WI MSA","80",74,6,0,0,0
"76","El Paso* TX MSA","290",273,6,6,5,1
"77","Elkhart-Goshen* IN MSA","74",63,2,0,9,1
"78","Elmira* NY MSA","6",6,0,0,0,0
"79","Enid* OK MSA","11",11,0,0,0,0
"80","Erie* PA MSA","24",24,0,0,0,0
"81","Eugene-Springfield* OR MSA","131",117,8,0,6,1
"82","Evansville-Henderson* IN-KY  MSA","117",115,2,0,0,0
"83","Fargo-Moorhead* ND-MN MSA","251",177,0,8,66,5
"84","Fayetteville* NC MSA","170",90,0,0,80,6
"85","Fayetteville-Springdale-  Rogers* AR MSA","213",134,6,6,67,8
"86","Flagstaff* AZ-UT MSA","85",80,2,3,0,0
"87","Florence* AL MSA","27",4,0,3,20,3
"88","Florence* SC MSA","4",4,0,0,0,0
"89","Fort Collins-Loveland* CO MSA","332",228,4,4,96,6
"90","Fort Myers-Cape Coral* FL MSA","812",598,56,60,98,11
"91","Fort Pierce-Port St. Lucie*  FL MSA","272",246,0,0,26,1
"92","Fort Smith* AR-OK MSA","181",65,8,0,108,1
"93","Fort Walton Beach* FL MSA","273",100,2,0,171,5
"94","Fort Wayne* IN MSA","214",206,8,0,0,0
"95","Fresno  CA MSA","477",447,2,3,25,5
"96","Gadsden* AL MSA","7",7,0,0,0,0
"97","Gainesville* FL MSA","93",93,0,0,0,0
"98","Glens Falls* NY MSA","48",41,4,3,0,0
"99","Goldsboro* NC MSA","37",37,0,0,0,0
"100","Grand Forks* ND-MN MSA","21",19,2,0,0,0
"101","Grand Junction* CO MSA","90",90,0,0,0,0
"102","Grand Rapids-Muskegon-  Holland  MI MSA","603",538,10,20,35,7
"103","Great Falls* MT MSA","18",18,0,0,0,0
"104","Green Bay* WI MSA","159",88,16,0,55,3
"105","Greensboro--Winston-Salem--  High Point  NC MSA","836",709,10,11,106,12
"106","Greenville* NC MSA","118",64,4,0,50,6
"107","Greenville-Spartanburg-  Anderson* SC MSA","503",489,2,12,0,0
"108","Harrisburg-Lebanon-  Carlisle* PA MSA","170",162,0,8,0,0
"109","Hartford* CT MSA","340",259,12,6,63,7
"110","Hattiesburg* MS MSA","5",5,0,0,0,0
"111","Hickory-Morganton-Lenoir*  NC MSA","132",132,0,0,0,0
"112","Honolulu  HI MSA","363",249,0,0,114,3
"113","Houma* LA MSA","58",56,2,0,0,0
"114","Houston-Galveston-Brazoria  TX CMSA","3252",2582,8,404,258,15
"115","Huntington-Ashland* WV-KY-  OH MSA","3",3,0,0,0,0
"116","Huntsville* AL MSA","121",79,0,0,42,2
"117","Indianapolis  IN MSA","1320",1167,30,6,117,15
"118","Iowa City* IA MSA","77",56,0,9,12,1
"119","Jackson* MI MSA","12",10,2,0,0,0
"120","Jackson* MS MSA","209",209,0,0,0,0
"121","Jackson* TN MSA","42",42,0,0,0,0
"122","Jacksonville  FL MSA","960",760,0,0,200,12
"123","Jacksonville* NC MSA","80",74,2,4,0,0
"124","Jamestown* NY MSA","2",2,0,0,0,0
"125","Janesville-Beloit* WI MSA","40",28,4,3,5,1
"126","Johnson City-Kingsport-  Bristol* TN-VA MSA","97",97,0,0,0,0
"127","Johnstown* PA MSA","7",4,0,3,0,0
"128","Jonesboro* AR MSA","45",33,0,12,0,0
"129","Joplin* MO MSA","21",21,0,0,0,0
"130","Kalamazoo-Battle Creek* MI  MSA","94",85,0,0,9,1
"131","Kansas City  MO-KS MSA","1427",885,66,61,415,29
"132","Killeen-Temple* TX MSA","125",105,12,8,0,0
"133","Knoxville* TN MSA","624",269,4,42,309,18
"134","Kokomo* IN MSA","20",20,0,0,0,0
"135","La Crosse* WI-MN MSA","38",38,0,0,0,0
"136","Lafayette* LA MSA","97",97,0,0,0,0
"137","Lafayette* IN MSA","108",106,2,0,0,0
"138","Lake Charles* LA MSA","85",71,2,0,12,1
"139","Lakeland-Winter Haven* FL MSA","377",369,0,0,8,1
"140","Lancaster* PA MSA","91",89,2,0,0,0
"141","Lansing-East Lansing* MI MSA","134",110,0,0,24,2
"142","Laredo* TX MSA","147",124,0,3,20,1
"143","Las Cruces* NM MSA","77",77,0,0,0,0
"144","Las Vegas  NV-AZ MSA","2792",2114,14,0,664,43
"145","Lawrence* KS MSA","77",31,46,0,0,0
"146","Lawton* OK MSA","11",11,0,0,0,0
"147","Lewiston-Auburn* ME MSA","20",20,0,0,0,0
"148","Lexington* KY MSA","351",331,0,4,16,2
"149","Lima* OH MSA","7",7,0,0,0,0
"150","Lincoln* NE MSA","153",119,8,0,26,2
"151","Little Rock-North Little  Rock* AR MSA","960",198,0,0,762,65
"152","Longview-Marshall* TX MSA","10",10,0,0,0,0
"153","Los Angeles-Riverside-  Orange County  CA CMSA","5083",3364,62,56,1601,78
"154","Louisville  KY-IN MSA","714",437,6,4,267,20
"155","Lubbock* TX MSA","211",183,28,0,0,0
"156","Lynchburg* VA MSA","107",105,2,0,0,0
"157","Macon* GA MSA","160",156,4,0,0,0
"158","Madison* WI MSA","426",182,12,34,198,7
"159","Mansfield* OH MSA","23",17,6,0,0,0
"160","McAllen-Edinburg-Mission*  TX MSA","535",421,8,92,14,2
"161","Medford-Ashland* OR MSA","131",113,4,8,6,1
"162","Melbourne-Titusville-Palm  Bay* FL MSA","447",346,0,8,93,8
"163","Memphis  TN-AR-MS MSA","1313",596,6,0,711,7
"164","Merced* CA MSA","150",150,0,0,0,0
"165","Miami-Fort Lauderdale  FL  CMSA","1896",835,24,64,973,36
"166","Milwaukee-Racine  WI CMSA","472",348,46,22,56,6
"167","Minneapolis-St. Paul  MN-WI  MSA","2169",1476,48,105,540,27
"168","Missoula* MT MSA","100",40,14,0,46,5
"169","Mobile* AL MSA","299",280,0,0,19,1
"170","Modesto* CA MSA","148",134,4,4,6,1
"171","Monroe* LA MSA","34",34,0,0,0,0
"172","Montgomery* AL MSA","106",106,0,0,0,0
"173","Muncie* IN MSA","16",16,0,0,0,0
"174","Myrtle Beach* SC MSA","496",199,4,0,293,5
"175","Naples* FL MSA","397",291,6,4,96,8
"176","Nashville  TN MSA","902",828,10,12,52,1
"177","New London-Norwich* CT-RI MSA","99",93,6,0,0,0
"178","New Orleans* LA MSA","338",307,6,7,18,2
"179","New York-Northern New  Jersey-Long Island  NY-NJ-  CT-PA CMSA","4767",2388,492,353,1534,69
"180","Norfolk-Virginia Beach-  Newport News  VA-NC MSA","646",617,4,0,25,2
"181","Ocala* FL MSA","525",521,4,0,0,0
"182","Odessa-Midland* TX MSA","22",22,0,0,0,0
"183","Oklahoma City* OK MSA","645",481,0,0,164,13
"184","Omaha* NE-IA MSA","591",383,2,0,206,9
"185","Orlando  FL MSA","2144",1443,20,11,670,57
"186","Owensboro* KY MSA","70",70,0,0,0,0
"187","Panama City* FL MSA","124",82,0,0,42,1
"188","Parkersburg-Marietta* WV-OH  MSA","16",13,0,3,0,0
"189","Pensacola* FL MSA","233",233,0,0,0,0
"190","Peoria-Pekin* IL MSA","106",89,10,0,7,1
"191","Philadelphia-Wilmington-  Atlantic City  PA-NJ-DE-MD  CMSA","1939",1583,58,23,275,21
"192","Phoenix-Mesa  AZ MSA","3862",3180,0,21,661,44
"193","Pine Bluff* AR MSA","19",15,4,0,0,0
"194","Pittsburgh  PA MSA","641",374,12,29,226,16
"195","Pittsfield* MA MSA","2",2,0,0,0,0
"196","Pocatello* ID MSA","14",14,0,0,0,0
"197","Portland* ME MSA","145",113,2,23,7,1
