"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture","Monthly_Coverage_Percent"
"106","Farmington,  NM","26",23,0,3,0,0,100
"107","Fayetteville, NC","391",151,0,0,240,10,97
"108","Fayetteville-Springdale-Rogers,  AR-MO","65",65,0,0,0,0,97
"109","Flagstaff, AZ","9",9,0,0,0,0,90
"110","Flint, MI","7",4,0,3,0,0,71
"111","Florence, SC","32",27,0,0,5,1,98
"112","Florence-Muscle Shoals, AL","12",12,0,0,0,0,96
"113","Fond du Lac, WI","3",3,0,0,0,0,72
"114","Fort Collins-Loveland,  CO","34",30,0,4,0,0,100
"115","Fort Smith, AR-OK","63",55,8,0,0,0,93
"116","Fort Walton Beach-Crestview-Destin,  FL","36",25,0,0,11,1,62
"117","Fort Wayne,  IN","81",73,0,0,8,1,100
"118","Fresno, CA","146",143,0,3,0,0,86
"119","Gadsden, AL","7",7,0,0,0,0,56
"120","Gainesville, FL","33",22,0,0,11,1,96
"121","Gainesville, GA","13",13,0,0,0,0,47
"122","Glens Falls, NY","13",13,0,0,0,0,76
"123","Goldsboro, NC","20",20,0,0,0,0,68
"124","Grand Forks, ND-MN","10",10,0,0,0,0,345
"125","Grand Junction,  CO","34",34,0,0,0,0,100
"126","Grand Rapids-Wyoming,  MI","50",50,0,0,0,0,100
"127","Great Falls, MT","10",10,0,0,0,0,56
"128","Greeley,  CO","73",68,0,0,5,1,100
"129","Green Bay, WI","50",45,0,0,5,1,67
"130","Greensboro-High Point,  NC","162",130,0,0,32,1,100
"131","Greenville, NC","24",18,6,0,0,0,98
"132","Greenville,  SC","128",117,0,11,0,0,100
"133","Gulfport-Biloxi, MS","164",124,16,24,0,0,77
"134","Hagerstown-Martinsburg, MD-WV","42",40,2,0,0,0,97
"135","Hanford-Corcoran, CA","9",9,0,0,0,0,79
"136","Harrisburg-Carlisle, PA","56",28,0,0,28,2,53
"137","Harrisonburg,  VA","127",49,0,0,78,2,100
"138","Hartford-West Hartford-East Hartford,  CT","59",49,0,0,10,2,89
"139","Hattiesburg, MS","26",11,0,0,15,1,90
"140","Hickory-Lenoir-Morganton, NC","56",56,0,0,0,0,99
"141","Hinesville-Fort Stewart, GA","6",6,0,0,0,0,30
"142","Holland-Grand Haven, MI","25",25,0,0,0,0,68
"143","Honolulu,  HI","66",51,0,0,15,2,100
"144","Hot Springs, AR","3",3,0,0,0,0,100
"145","Houma-Bayou Cane-Thibodaux, LA","47",45,2,0,0,0,91
"146","Houston-Sugar Land-Baytown,  TX","1984",1723,10,0,251,17,100
"147","Huntington-Ashland, WV-KY-OH","2",2,0,0,0,0,12
"148","Huntsville, AL","308",166,0,0,142,7,97
"149","Idaho Falls, ID","25",23,2,0,0,0,96
"150","Indianapolis-Carmel,  IN","402",299,28,7,68,4,100
"151","Iowa City, IA","72",68,4,0,0,0,87
"152","Ithaca, NY","3",3,0,0,0,0,69
"153","Jackson, MI","42",2,0,0,40,1,63
"154","Jackson, MS","130",130,0,0,0,0,93
"155","Jackson, TN","15",15,0,0,0,0,93
"156","Jacksonville,  FL","241",241,0,0,0,0,100
"157","Jacksonville, NC","176",174,2,0,0,0,97
"158","Janesville, WI","11",5,6,0,0,0,68
"159","Jefferson City, MO","12",9,0,3,0,0,74
"160","Johnson City, TN","42",42,0,0,0,0,100
"161","Johnstown, PA","1",1,0,0,0,0,6
"162","Jonesboro, AR","50",50,0,0,0,0,93
"163","Joplin, MO","8",8,0,0,0,0,52
"164","Kalamazoo-Portage, MI","19",19,0,0,0,0,80
"165","Kankakee-Bradley, IL","5",5,0,0,0,0,28
"166","Kansas City,  MO-KS","194",148,18,0,28,3,100
"167","Kennewick-Pasco-Richland, WA","57",57,0,0,0,0,88
"168","Killeen-Temple-Fort Hood, TX","176",172,4,0,0,0,84
"169","Kingsport-Bristol-Bristol, TN-VA","35",35,0,0,0,0,74
"170","Kingston, NY","7",7,0,0,0,0,40
"171","Knoxville, TN","154",145,0,0,9,1,80
"172","Kokomo, IN","1",1,0,0,0,0,81
"173","La Crosse, WI-MN","18",18,0,0,0,0,0
"174","Lafayette, IN","37",32,0,0,5,1,90
"175","Lafayette, LA","63",61,2,0,0,0,83
"176","Lake Charles, LA","77",77,0,0,0,0,84
"177","Lake Havasu City-Kingman, AZ","17",17,0,0,0,0,100
"178","Lakeland-Winter Haven,  FL","74",74,0,0,0,0,100
"179","Lancaster, PA","35",31,4,0,0,0,64
"180","Lansing-East Lansing, MI","15",10,0,0,5,1,77
"181","Laredo,  TX","58",45,0,4,9,1,100
"182","Las Cruces,  NM","80",80,0,0,0,0,100
"183","Las Vegas-Paradise,  NV","416",325,0,31,60,5,100
"184","Lawrence, KS","25",25,0,0,0,0,98
"185","Lawton, OK","20",20,0,0,0,0,67
"186","Lebanon, PA","39",39,0,0,0,0,90
"187","Lewiston, ID-WA","2",2,0,0,0,0,53
"188","Lewiston-Auburn, ME","12",10,2,0,0,0,76
"189","Lexington-Fayette, KY","102",100,2,0,0,0,99
"190","Lima, OH","0",0,0,0,0,0,15
"191","Lincoln, NE","62",47,0,0,15,1,87
"192","Little Rock-North Little Rock, AR","145",140,0,0,5,1,94
"193","Logan, UT-ID","22",19,0,3,0,0,12
"194","Longview, TX","13",8,0,0,5,1,69
"195","Longview, WA","12",12,0,0,0,0,87
"196","Los Angeles-Long Beach-Santa Ana,  CA","402",288,30,23,61,9,NA
"197","Lubbock, TX","62",62,0,0,0,0,95
"198","Lynchburg, VA","44",40,0,4,0,0,80
"199","Macon, GA","11",9,2,0,0,0,60
"200","Madera-Chowchilla, CA","7",7,0,0,0,0,95
"201","Madison,  WI","56",54,2,0,0,0,100
"202","Manchester-Nashua, NH","38",25,0,0,13,2,96
"203","Manhattan, KS","43",19,0,0,24,1,44
"204","Mankato-North Mankato, MN","34",18,4,0,12,1,76
"205","Mansfield, OH","8",6,2,0,0,0,82
"206","McAllen-Edinburg-Mission,  TX","284",255,4,10,15,1,100
"207","Medford, OR","27",25,2,0,0,0,100
"208","Memphis,  TN-MS-AR","118",118,0,0,0,0,100
"209","Merced, CA","18",18,0,0,0,0,88
"210","Miami-Fort Lauderdale-Pompano Beach,  FL","213",146,28,0,39,7,NA
"211","Midland,  TX","22",22,0,0,0,0,100
"212","Milwaukee-Waukesha-West Allis,  WI","82",77,2,3,0,0,100
"213","Minneapolis-St. Paul-Bloomington,  MN-WI","271",258,2,0,11,2,NA
"214","Mobile, AL","525",141,0,0,384,16,93
"215","Modesto, CA","34",34,0,0,0,0,87
"216","Monroe, LA","17",17,0,0,0,0,80
"217","Monroe, MI","6",6,0,0,0,0,63
"218","Montgomery, AL","31",31,0,0,0,0,84
"219","Morgantown, WV","1",1,0,0,0,0,91
"220","Morristown, TN","26",26,0,0,0,0,84
"221","Mount Vernon-Anacortes, WA","17",17,0,0,0,0,89
"222","Muncie, IN","3",3,0,0,0,0,81
"223","Muskegon-Norton Shores, MI","7",5,2,0,0,0,55
"224","Myrtle Beach-North Myrtle Beach-Conway,  SC","147",134,0,0,13,1,99
"225","Napa, CA","19",19,0,0,0,0,63
"226","Naples-Marco Island,  FL","36",24,0,4,8,1,100
"227","Nashville-Davidson--Murfreesboro,  TN","357",341,0,0,16,2,NA
"228","New Orleans-Metairie-Kenner,  LA","207",187,20,0,0,0,100
"229","New York-Northern New Jersey-Long Island,  NY-NJ-PA","1335",545,112,58,620,34,NA
"230","Norwich-New London, CT","13",13,0,0,0,0,90
"231","Ocala,  FL","21",21,0,0,0,0,100
"232","Ocean City,  NJ","26",22,4,0,0,0,100
"233","Odessa,  TX","17",17,0,0,0,0,100
"234","Ogden-Clearfield, UT","127",109,0,12,6,1,89
"235","Oklahoma City,  OK","267",259,2,0,6,1,100
"236","Olympia, WA","91",91,0,0,0,0,78
"237","Omaha-Council Bluffs,  NE-IA","401",316,0,0,85,5,100
"238","Orlando-Kissimmee,  FL","236",226,4,0,6,1,100
"239","Oshkosh-Neenah, WI","18",18,0,0,0,0,88
"240","Owensboro, KY","17",17,0,0,0,0,98
"241","Oxnard-Thousand Oaks-Ventura, CA","55",28,2,18,7,1,93
"242","Palm Bay-Melbourne-Titusville,  FL","59",43,0,0,16,1,100
"243","Palm Coast, FL","13",13,0,0,0,0,100
"244","Panama City-Lynn Haven-Panama City Beach,  FL","34",30,4,0,0,0,97
"245","Parkersburg-Marietta-Vienna, WV-OH","10",10,0,0,0,0,0
"246","Pascagoula, MS","128",128,0,0,0,0,99
"247","Pensacola-Ferry Pass-Brent,  FL","57",53,4,0,0,0,100
"248","Peoria, IL","30",30,0,0,0,0,53
"249","Philadelphia-Camden-Wilmington,  PA-NJ-DE-MD","576",393,22,31,130,6,NA
"250","Pine Bluff, AR","2",2,0,0,0,0,89
"251","Pittsburgh,  PA","261",242,2,11,6,1,100
"252","Pittsfield, MA","1",1,0,0,0,0,42
"253","Pocatello, ID","9",9,0,0,0,0,87
"254","Port St. Lucie,  FL","38",28,0,3,7,1,100
"255","Portland-South Portland-Biddeford,  ME","67",64,0,3,0,0,87
"256","Portland-Vancouver-Beaverton,  OR-WA","358",310,0,0,48,8,NA
"257","Prescott, AZ","24",24,0,0,0,0,90
"258","Providence-New Bedford-Fall River,  RI-MA","85",55,8,0,22,1,75
"259","Provo-Orem, UT","131",110,0,4,17,2,96
"260","Pueblo,  CO","14",14,0,0,0,0,100
"261","Punta Gorda,  FL","41",41,0,0,0,0,100
"262","Racine, WI","8",8,0,0,0,0,86
"263","Raleigh-Cary,  NC","302",302,0,0,0,0,100
"264","Rapid City, SD","32",28,4,0,0,0,96
"265","Reading, PA","24",12,0,0,12,2,56
"266","Redding, CA","14",14,0,0,0,0,81
"267","Reno-Sparks,  NV","52",46,0,0,6,1,100
"268","Richmond,  VA","230",230,0,0,0,0,100
"269","Riverside-San Bernardino-Ontario,  CA","598",527,0,7,64,6,NA
"270","Rochester, MN","31",31,0,0,0,0,89
"271","Rochester, NY","64",62,2,0,0,0,59
"272","Rockford, IL","10",10,0,0,0,0,97
"273","Rocky Mount, NC","37",37,0,0,0,0,89
"274","Rome, GA","16",8,0,0,8,1,100
"275","Sacramento--Arden-Arcade--Roseville,  CA","292",218,0,12,62,3,NA
"276","Salem, OR","78",16,2,12,48,4,86
"277","Salinas, CA","46",1,8,32,5,1,94
"278","Salisbury, MD","14",9,0,0,5,1,76
"279","Salt Lake City,  UT","439",149,0,0,290,21,100
"280","San Angelo,  TX","19",19,0,0,0,0,100
"281","San Antonio,  TX","419",329,0,0,90,6,100
"282","San Diego-Carlsbad-San Marcos,  CA","366",209,4,33,120,21,100
"283","San Francisco-Oakland-Fremont,  CA","262",186,14,7,55,8,100
"284","San Jose-Sunnyvale-Santa Clara,  CA","55",55,0,0,0,0,100
"285","San Luis Obispo-Paso Robles, CA","26",26,0,0,0,0,89
"286","Sandusky, OH","0",0,0,0,0,0,0
"287","Santa Barbara-Santa Maria, CA","15",8,0,0,7,1,56
"288","Santa Cruz-Watsonville, CA","11",11,0,0,0,0,66
"289","Santa Fe,  NM","9",9,0,0,0,0,100
"290","Santa Rosa-Petaluma, CA","50",50,0,0,0,0,92
"291","Savannah, GA","94",92,2,0,0,0,88
"292","Scranton--Wilkes-Barre, PA","21",21,0,0,0,0,26
"293","Seattle-Tacoma-Bellevue,  WA","481",401,18,47,15,3,100
"294","Sebastian-Vero Beach,  FL","22",22,0,0,0,0,100
"295","Sheboygan, WI","1",1,0,0,0,0,63
"296","Sherman-Denison, TX","1",1,0,0,0,0,4
"297","Shreveport-Bossier City, LA","83",81,2,0,0,0,97
"298","Sioux City, IA-NE-SD","8",6,2,0,0,0,94
"299","Sioux Falls, SD","99",66,2,8,23,2,88
"300","South Bend-Mishawaka, IN-MI","25",25,0,0,0,0,99
"301","Spartanburg, SC","44",44,0,0,0,0,93
"302","Spokane, WA","74",69,2,3,0,0,54
"303","Springfield, IL","20",10,10,0,0,0,70
"304","Springfield, MA","33",29,4,0,0,0,59
"305","Springfield, MO","62",45,2,0,15,1,82
"306","Springfield, OH","5",5,0,0,0,0,100
"307","St. Cloud, MN","14",14,0,0,0,0,72
"308","St. George, UT","54",54,0,0,0,0,93
"309","St. Joseph, MO-KS","4",4,0,0,0,0,20
"310","St. Louis,  MO-IL","416",366,4,20,26,4,100
"311","State College, PA","13",13,0,0,0,0,67
"312","Stockton,  CA","80",80,0,0,0,0,100
"313","Sumter,  SC","30",30,0,0,0,0,100
"314","Syracuse, NY","36",36,0,0,0,0,60
"315","Tallahassee, FL","55",47,2,0,6,1,100
"316","Tampa-St. Petersburg-Clearwater,  FL","346",322,10,3,11,2,NA
"317","Texarkana, TX-Texarkana, AR","7",7,0,0,0,0,100
"318","Toledo, OH","39",36,0,3,0,0,88
"319","Topeka, KS","20",20,0,0,0,0,91
"320","Trenton-Ewing,  NJ","16",16,0,0,0,0,100
"321","Tucson,  AZ","173",171,2,0,0,0,100
"322","Tulsa,  OK","235",235,0,0,0,0,100
"323","Tuscaloosa, AL","65",39,2,0,24,2,94
"324","Tyler, TX","11",11,0,0,0,0,65
"325","Utica-Rome, NY","1",1,0,0,0,0,5
"326","Valdosta, GA","41",41,0,0,0,0,88
"327","Vallejo-Fairfield, CA","23",23,0,0,0,0,93
"328","Victoria, TX","4",4,0,0,0,0,41
"329","Vineland-Millville-Bridgeton,  NJ","20",20,0,0,0,0,100
"330","Virginia Beach-Norfolk-Newport News,  VA-NC","488",421,26,0,41,3,NA
"331","Waco, TX","26",24,2,0,0,0,80
"332","Warner Robins, GA","52",52,0,0,0,0,77
"333","Washington-Arlington-Alexandria,  DC-VA-MD-WV","993",924,0,0,69,6,NA
"334","Wausau, WI","34",10,0,0,24,2,82
"335","Weirton-Steubenville, WV-OH","0",0,0,0,0,0,0
"336","Wenatchee-East Wenatchee, WA","35",23,0,12,0,0,82
"337","Wheeling, WV-OH","0",0,0,0,0,0,10
"338","Wichita Falls, TX","13",13,0,0,0,0,71
"339","Wichita, KS","222",80,22,0,120,10,91
"340","Williamsport, PA","4",4,0,0,0,0,11
"341","Wilmington,  NC","342",153,0,0,189,9,100
"342","Winchester, VA-WV","33",33,0,0,0,0,92
"343","Winston-Salem, NC","70",62,0,0,8,1,90
"344","Worcester, MA","41",41,0,0,0,0,62
"345","Yakima, WA","13",13,0,0,0,0,35
"346","York-Hanover, PA","49",49,0,0,0,0,66
"347","Youngstown-Warren-Boardman, OH-PA","21",15,6,0,0,0,98
"348","Yuba City, CA","10",10,0,0,0,0,82
"349","Yuma, AZ","48",48,0,0,0,0,82
