"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","7",7,0,0,0,0
"2","Albany* GA MSA","41",41,0,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","221",198,0,0,23,4
"4","Albuquerque* NM MSA","549",509,0,33,7,1
"5","Alexandria* LA MSA","26",26,0,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","306",303,0,3,0,0
"7","Altoona* PA MSA","6",6,0,0,0,0
"8","Amarillo* TX MSA","84",84,0,0,0,0
"9","Anchorage* AK MSA","165",84,70,11,0,0
"10","Anniston* AL MSA","21",21,0,0,0,0
"11","Appleton-Oshkosh-Neenah* WI  MSA","353",195,12,0,146,22
"12","Asheville* NC MSA","125",125,0,0,0,0
"13","Athens* GA MSA","343",123,0,0,220,8
"14","Atlanta  GA MSA","5503",3704,12,10,1777,43
"15","Auburn-Opelika* AL MSA","102",24,2,8,68,6
"16","Augusta-Aiken* GA-SC MSA","252",250,2,0,0,0
"17","Austin-San Marcos* TX MSA","1253",698,8,6,541,29
"18","Bakersfield* CA MSA","410",410,0,0,0,0
"19","Bangor* ME MSA","29",24,2,3,0,0
"20","Barnstable-Yarmouth* MA MSA","68",68,0,0,0,0
"21","Baton Rouge* LA MSA","144",136,0,0,8,1
"22","Beaumont-Port Arthur* TX MSA","31",31,0,0,0,0
"23","Bellingham* WA MSA","200",104,6,4,86,8
"24","Benton Harbor* MI MSA","21",21,0,0,0,0
"25","Billings* MT MSA","71",67,4,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","170",168,2,0,0,0
"27","Binghamton* NY MSA","9",9,0,0,0,0
"28","Birmingham* AL MSA","363",363,0,0,0,0
"29","Bismarck* ND MSA","59",52,0,7,0,0
"30","Bloomington* IN MSA","98",52,8,0,38,3
"31","Bloomington-Normal* IL MSA","563",86,0,7,470,27
"32","Boise City* ID MSA","678",500,8,13,157,2
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1428",1162,92,49,125,17
"34","Brownsville-Harlingen-San  Benito* TX MSA","281",253,16,12,0,0
"35","Bryan-College Station* TX MSA","312",62,10,0,240,16
