"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture","Monthly_Coverage_Percent"
"47","Brownsville-Harlingen, TX","114",106,8,0,0,0,86
"48","Brunswick, GA","39",39,0,0,0,0,80
"49","Buffalo-Niagara Falls, NY","48",48,0,0,0,0,78
"50","Burlington, NC","116",68,0,0,48,2,92
"51","Burlington-South Burlington, VT","31",24,2,0,5,1,82
"52","Canton-Massillon, OH","27",20,2,0,5,1,82
"53","Cape Coral-Fort Myers,  FL","100",90,2,0,8,1,100
"54","Carson City,  NV","5",5,0,0,0,0,100
"55","Casper, WY","6",6,0,0,0,0,86
"56","Cedar Rapids, IA","111",75,6,30,0,0,86
"57","Champaign-Urbana, IL","35",27,0,0,8,1,66
"58","Charleston, WV","13",13,0,0,0,0,43
"59","Charleston-North Charleston-Summerville,  SC","667",357,6,0,304,14,NA
"60","Charlottesville, VA","58",58,0,0,0,0,66
"61","Chattanooga, TN-GA","138",121,2,0,15,1,82
"62","Cheyenne, WY","17",15,2,0,0,0,100
"63","Chicago-Naperville-Joliet,  IL-IN-WI","1424",718,16,40,650,24,NA
"64","Cincinnati-Middletown,  OH-KY-IN","412",339,10,7,56,9,100
"65","Clarksville, TN-KY","273",79,2,0,192,14,54
"66","Cleveland, TN","36",26,2,8,0,0,81
"67","Cleveland-Elyria-Mentor,  OH","203",198,0,0,5,1,100
"68","Coeur dAlene, ID","62",62,0,0,0,0,97
"69","College Station-Bryan, TX","95",52,0,0,43,6,98
"70","Colorado Springs,  CO","180",170,0,0,10,1,100
"71","Columbia, MO","80",40,8,3,29,1,100
"72","Columbia,  SC","360",299,0,6,55,3,100
"73","Columbus, GA-AL","73",53,0,0,20,2,88
"74","Columbus, IN","20",20,0,0,0,0,99
"75","Columbus,  OH","326",170,2,3,151,2,100
"76","Corpus Christi, TX","311",95,0,0,216,9,89
"77","Corvallis, OR","5",5,0,0,0,0,69
"78","Cumberland, MD-WV","7",7,0,0,0,0,20
"79","Dallas-Fort Worth-Arlington,  TX","3304",1612,44,8,1640,33,100
"80","Dalton, GA","37",26,2,3,6,1,88
"81","Danville, IL","0",0,0,0,0,0,11
"82","Danville, VA","13",8,0,0,5,1,81
"83","Davenport-Moline-Rock Island,  IA-IL","43",27,0,16,0,0,NA
"84","Decatur, AL","15",15,0,0,0,0,77
"85","Decatur, IL","8",8,0,0,0,0,67
"86","Deltona-Daytona Beach-Ormond Beach,  FL","163",134,0,0,29,2,NA
"87","Des Moines-West Des Moines,  IA","206",182,0,0,24,1,100
"88","Detroit-Warren-Livonia,  MI","180",131,8,29,12,2,100
"89","Dothan, AL","24",24,0,0,0,0,87
"90","Dover,  DE","184",56,0,0,128,3,100
"91","Dubuque, IA","13",13,0,0,0,0,84
"92","Duluth, MN-WI","38",31,2,0,5,1,69
"93","Durham,  NC","257",199,4,0,54,2,100
"94","Eau Claire, WI","14",10,0,4,0,0,92
"95","El Centro, CA","26",18,0,0,8,1,85
"96","El Paso, TX","272",272,0,0,0,0,90
"97","Elizabethtown, KY","19",19,0,0,0,0,59
"98","Elkhart-Goshen, IN","29",29,0,0,0,0,97
"99","Elmira, NY","0",0,0,0,0,0,20
"100","Erie, PA","19",15,0,4,0,0,57
"101","Eugene-Springfield, OR","61",59,2,0,0,0,100
"102","Evansville, IN-KY","38",38,0,0,0,0,88
"103","Fairbanks,  AK","10",8,2,0,0,0,100
"104","Fargo, ND-MN","95",11,0,0,84,2,79
"105","Farmington,  NM","31",31,0,0,0,0,100
"106","Fayetteville, NC","236",164,0,0,72,3,96
"107","Fayetteville-Springdale-Rogers,  AR-MO","190",122,18,3,47,5,91
"108","Flagstaff, AZ","34",24,0,0,10,1,93
"109","Flint, MI","4",4,0,0,0,0,61
"110","Florence, SC","35",35,0,0,0,0,97
"111","Florence-Muscle Shoals, AL","29",23,0,0,6,1,94
"112","Fond du Lac, WI","7",2,0,0,5,1,56
"113","Fort Collins-Loveland,  CO","171",67,4,11,89,2,100
"114","Fort Smith, AR-OK","49",31,18,0,0,0,90
"115","Fort Walton Beach-Crestview-Destin,  FL","25",25,0,0,0,0,55
"116","Fort Wayne,  IN","56",56,0,0,0,0,100
"117","Fresno, CA","152",141,0,6,5,1,76
"118","Gadsden, AL","8",8,0,0,0,0,62
"119","Gainesville, FL","94",56,0,0,38,2,99
"120","Gainesville, GA","35",35,0,0,0,0,82
"121","Glens Falls, NY","22",14,0,3,5,1,84
"122","Goldsboro, NC","25",25,0,0,0,0,83
"123","Grand Forks, ND-MN","1",1,0,0,0,0,988
"124","Grand Junction,  CO","72",70,2,0,0,0,100
"125","Grand Rapids-Wyoming,  MI","81",81,0,0,0,0,100
"126","Great Falls, MT","16",14,2,0,0,0,62
"127","Greeley,  CO","84",84,0,0,0,0,100
"128","Green Bay, WI","51",46,0,0,5,1,80
"129","Greensboro-High Point,  NC","431",236,0,3,192,11,100
"130","Greenville, NC","102",68,26,0,8,1,99
"131","Greenville,  SC","269",197,16,0,56,3,100
"132","Gulfport-Biloxi, MS","524",194,18,12,300,8,96
"133","Hagerstown-Martinsburg, MD-WV","125",109,4,0,12,1,91
"134","Hanford-Corcoran, CA","23",18,0,0,5,1,82
"135","Harrisburg-Carlisle, PA","87",87,0,0,0,0,67
"136","Harrisonburg,  VA","39",37,2,0,0,0,100
"137","Hartford-West Hartford-East Hartford,  CT","155",99,4,0,52,6,84
"138","Hattiesburg, MS","29",4,0,0,25,1,80
"139","Hickory-Lenoir-Morganton, NC","70",68,2,0,0,0,97
"140","Hinesville-Fort Stewart, GA","3",3,0,0,0,0,35
"141","Holland-Grand Haven, MI","26",26,0,0,0,0,79
"142","Honolulu,  HI","89",55,0,0,34,1,100
"143","Hot Springs, AR","6",6,0,0,0,0,100
"144","Houma-Bayou Cane-Thibodaux, LA","53",53,0,0,0,0,91
"145","Houston-Sugar Land-Baytown,  TX","5110",2950,8,95,2057,95,100
"146","Huntington-Ashland, WV-KY-OH","5",5,0,0,0,0,0
"147","Huntsville, AL","255",255,0,0,0,0,98
"148","Idaho Falls, ID","45",45,0,0,0,0,99
"149","Indianapolis-Carmel,  IN","443",410,4,18,11,2,100
"150","Iowa City, IA","41",41,0,0,0,0,94
"151","Ithaca, NY","83",2,2,0,79,3,65
"152","Jackson, MI","4",4,0,0,0,0,59
"153","Jackson, MS","169",155,2,0,12,1,93
"154","Jackson, TN","50",46,0,4,0,0,94
"155","Jacksonville,  FL","787",464,4,0,319,14,100
"156","Jacksonville, NC","146",146,0,0,0,0,90
"157","Janesville, WI","35",24,6,0,5,1,83
"158","Jefferson City, MO","14",9,0,0,5,1,68
"159","Johnson City, TN","426",50,0,4,372,14,100
"160","Johnstown, PA","0",0,0,0,0,0,8
"161","Jonesboro, AR","39",39,0,0,0,0,93
"162","Joplin, MO","10",5,0,0,5,1,52
"163","Kalamazoo-Portage, MI","32",32,0,0,0,0,69
"164","Kankakee-Bradley, IL","3",3,0,0,0,0,23
"165","Kansas City,  MO-KS","478",337,10,11,120,7,100
"166","Kennewick-Pasco-Richland, WA","60",60,0,0,0,0,90
"167","Killeen-Temple-Fort Hood, TX","199",169,30,0,0,0,83
"168","Kingsport-Bristol-Bristol, TN-VA","51",38,0,0,13,2,70
"169","Kingston, NY","7",7,0,0,0,0,50
"170","Knoxville, TN","181",158,0,0,23,1,83
"171","Kokomo, IN","5",5,0,0,0,0,57
"172","La Crosse, WI-MN","25",20,2,3,0,0,0
"173","Lafayette, IN","47",47,0,0,0,0,89
"174","Lafayette, LA","95",71,2,0,22,1,87
"175","Lake Charles, LA","29",23,0,0,6,1,67
"176","Lake Havasu City-Kingman, AZ","54",40,2,7,5,1,99
"177","Lakeland-Winter Haven,  FL","167",167,0,0,0,0,100
"178","Lancaster, PA","97",75,0,22,0,0,58
"179","Lansing-East Lansing, MI","24",19,0,0,5,1,78
"180","Laredo,  TX","102",80,0,6,16,1,100
"181","Las Cruces,  NM","84",69,2,4,9,1,100
"182","Las Vegas-Paradise,  NV","527",414,0,0,113,2,100
"183","Lawrence, KS","25",15,2,3,5,1,94
"184","Lawton, OK","19",19,0,0,0,0,80
"185","Lebanon, PA","30",30,0,0,0,0,91
"186","Lewiston, ID-WA","6",6,0,0,0,0,72
"187","Lewiston-Auburn, ME","13",7,0,0,6,1,74
"188","Lexington-Fayette, KY","118",118,0,0,0,0,97
"189","Lima, OH","1",1,0,0,0,0,20
"190","Lincoln, NE","77",75,2,0,0,0,88
"191","Little Rock-North Little Rock, AR","152",139,2,0,11,1,90
"192","Logan, UT-ID","18",18,0,0,0,0,6
"193","Longview, TX","26",12,0,0,14,1,78
"194","Longview, WA","14",14,0,0,0,0,77
"195","Los Angeles-Long Beach-Santa Ana,  CA","681",347,44,9,281,29,NA
"196","Lubbock, TX","77",77,0,0,0,0,92
"197","Lynchburg, VA","54",54,0,0,0,0,81
"198","Macon, GA","18",18,0,0,0,0,50
"199","Madera, CA","19",19,0,0,0,0,78
"200","Madison,  WI","188",53,10,0,125,4,100
"201","Manchester-Nashua, NH","43",36,2,0,5,1,89
"202","Mansfield, OH","4",4,0,0,0,0,87
"203","McAllen-Edinburg-Mission,  TX","344",294,22,28,0,0,100
"204","Medford, OR","33",33,0,0,0,0,100
"205","Memphis,  TN-MS-AR","352",313,0,6,33,2,100
"206","Merced, CA","16",16,0,0,0,0,85
"207","Miami-Fort Lauderdale-Miami Beach,  FL","980",354,16,10,600,23,NA
"208","Midland,  TX","64",64,0,0,0,0,100
"209","Milwaukee-Waukesha-West Allis,  WI","152",111,4,11,26,3,100
"210","Minneapolis-St. Paul-Bloomington,  MN-WI","501",271,4,6,220,4,NA
"211","Mobile, AL","154",154,0,0,0,0,98
"212","Modesto, CA","29",29,0,0,0,0,92
"213","Monroe, LA","27",20,0,0,7,1,68
"214","Monroe, MI","8",8,0,0,0,0,56
"215","Montgomery, AL","64",56,0,0,8,1,96
"216","Morgantown, WV","2",2,0,0,0,0,23
"217","Morristown, TN","10",10,0,0,0,0,87
"218","Mount Vernon-Anacortes, WA","38",35,0,3,0,0,80
"219","Muncie, IN","3",3,0,0,0,0,78
"220","Muskegon-Norton Shores, MI","5",5,0,0,0,0,55
"221","Myrtle Beach-North Myrtle Beach-Conway,  SC","295",215,0,0,80,4,100
"222","Napa, CA","11",11,0,0,0,0,86
"223","Naples-Marco Island,  FL","39",35,0,4,0,0,100
"224","Nashville-Davidson--Murfreesboro,  TN","674",536,16,0,122,4,NA
"225","New Orleans-Metairie-Kenner,  LA","434",308,40,0,86,12,100
"226","New York-Northern New Jersey-Long Island,  NY-NJ-PA","2788",763,262,194,1569,88,NA
"227","Norwich-New London, CT","35",33,2,0,0,0,87
"228","Ocala,  FL","127",123,4,0,0,0,100
"229","Ocean City,  NJ","46",44,2,0,0,0,100
"230","Odessa,  TX","21",21,0,0,0,0,100
"231","Ogden-Clearfield, UT","117",89,0,10,18,3,86
"232","Oklahoma City,  OK","368",322,0,4,42,5,100
"233","Olympia, WA","121",113,8,0,0,0,93
"234","Omaha-Council Bluffs,  NE-IA","215",210,0,0,5,1,100
"235","Orlando-Kissimmee,  FL","736",621,0,4,111,8,100
"236","Oshkosh-Neenah, WI","23",21,2,0,0,0,87
"237","Owensboro, KY","41",15,2,0,24,4,96
"238","Oxnard-Thousand Oaks-Ventura, CA","82",42,4,4,32,3,97
"239","Palm Bay-Melbourne-Titusville,  FL","99",84,0,3,12,1,100
"240","Palm Coast, FL","18",18,0,0,0,0,100
"241","Panama City-Lynn Haven, FL","43",43,0,0,0,0,98
"242","Parkersburg-Marietta-Vienna, WV-OH","8",8,0,0,0,0,0
"243","Pascagoula, MS","85",60,0,3,22,2,98
"244","Pensacola-Ferry Pass-Brent,  FL","131",115,16,0,0,0,100
"245","Peoria, IL","43",43,0,0,0,0,50
"246","Philadelphia-Camden-Wilmington,  PA-NJ-DE-MD","1023",551,6,10,456,30,NA
"247","Pine Bluff, AR","10",10,0,0,0,0,88
"248","Pittsburgh,  PA","343",260,2,0,81,7,100
"249","Pittsfield, MA","1",1,0,0,0,0,9
"250","Pocatello, ID","21",21,0,0,0,0,93
"251","Port St. Lucie,  FL","121",98,0,0,23,2,100
"252","Portland-South Portland-Biddeford,  ME","85",73,4,3,5,1,88
"253","Portland-Vancouver-Beaverton,  OR-WA","778",368,14,0,396,10,NA
"254","Prescott, AZ","93",47,0,0,46,1,87
"255","Providence-New Bedford-Fall River,  RI-MA","136",90,22,24,0,0,83
"256","Provo-Orem, UT","158",112,0,8,38,3,98
"257","Pueblo,  CO","36",34,2,0,0,0,100
"258","Punta Gorda,  FL","36",27,2,0,7,1,100
"259","Racine, WI","17",17,0,0,0,0,59
"260","Raleigh-Cary,  NC","1094",614,0,0,480,20,100
"261","Rapid City, SD","34",34,0,0,0,0,97
"262","Reading, PA","35",33,2,0,0,0,63
"263","Redding, CA","17",17,0,0,0,0,83
"264","Reno-Sparks,  NV","98",84,0,4,10,1,100
"265","Richmond,  VA","714",450,2,0,262,18,100
"266","Riverside-San Bernardino-Ontario,  CA","714",639,8,3,64,9,NA
"267","Rochester, MN","34",24,0,0,10,1,89
"268","Rochester, NY","71",67,0,4,0,0,62
"269","Rockford, IL","19",19,0,0,0,0,97
"270","Rocky Mount, NC","38",36,2,0,0,0,94
"271","Rome, GA","8",8,0,0,0,0,100
"272","Sacramento--Arden-Arcade--Roseville,  CA","307",271,0,0,36,6,NA
"273","Salem, OR","75",69,6,0,0,0,74
"274","Salinas, CA","76",32,0,44,0,0,74
"275","Salisbury, MD","33",18,0,0,15,1,80
"276","Salt Lake City,  UT","273",172,2,0,99,6,100
"277","San Angelo,  TX","38",38,0,0,0,0,100
"278","San Antonio,  TX","646",496,0,0,150,11,100
"279","San Diego-Carlsbad-San Marcos,  CA","591",164,8,0,419,2,100
"280","San Francisco-Oakland-Fremont,  CA","590",221,18,15,336,18,100
"281","San Jose-Sunnyvale-Santa Clara,  CA","193",58,0,0,135,5,100
"282","San Luis Obispo-Paso Robles, CA","44",32,0,0,12,1,68
"283","Sandusky, OH","0",0,0,0,0,0,1
"284","Santa Barbara-Santa Maria, CA","14",9,0,0,5,1,64
"285","Santa Cruz-Watsonville, CA","13",13,0,0,0,0,51
"286","Santa Fe,  NM","13",13,0,0,0,0,100
"287","Santa Rosa-Petaluma, CA","53",47,0,6,0,0,89
"288","Savannah, GA","167",131,0,36,0,0,81
"289","Scranton--Wilkes-Barre, PA","16",16,0,0,0,0,26
"290","Seattle-Tacoma-Bellevue,  WA","1502",703,58,85,656,12,100
"291","Sebastian-Vero Beach,  FL","63",63,0,0,0,0,100
"292","Sheboygan, WI","3",3,0,0,0,0,59
"293","Sherman-Denison, TX","1",1,0,0,0,0,4
"294","Shreveport-Bossier City, LA","75",75,0,0,0,0,94
"295","Sioux City, IA-NE-SD","15",15,0,0,0,0,98
"296","Sioux Falls, SD","106",61,2,15,28,2,82
"297","South Bend-Mishawaka, IN-MI","36",28,0,8,0,0,99
"298","Spartanburg, SC","100",100,0,0,0,0,94
"299","Spokane, WA","93",73,0,3,17,2,75
"300","Springfield, IL","33",15,2,16,0,0,54
"301","Springfield, MA","39",27,8,4,0,0,62
"302","Springfield, MO","163",68,62,0,33,2,78
"303","Springfield, OH","7",7,0,0,0,0,100
"304","St. Cloud, MN","12",12,0,0,0,0,74
"305","St. George, UT","44",44,0,0,0,0,96
"306","St. Joseph, MO-KS","6",4,2,0,0,0,50
"307","St. Louis,  MO-IL","486",445,6,22,13,2,100
"308","State College, PA","28",28,0,0,0,0,69
"309","Stockton,  CA","85",81,0,4,0,0,100
"310","Sumter,  SC","35",35,0,0,0,0,100
"311","Syracuse, NY","42",42,0,0,0,0,63
"312","Tallahassee, FL","136",98,0,3,35,2,100
"313","Tampa-St. Petersburg-Clearwater,  FL","428",337,12,21,58,9,NA
"314","Texarkana, TX-Texarkana, AR","8",8,0,0,0,0,100
"315","Toledo, OH","57",53,4,0,0,0,88
"316","Topeka, KS","37",37,0,0,0,0,86
"317","Trenton-Ewing,  NJ","101",41,0,0,60,1,100
"318","Tucson,  AZ","451",317,4,4,126,2,100
"319","Tulsa,  OK","629",293,0,0,336,13,100
"320","Tuscaloosa, AL","145",52,0,0,93,5,94
"321","Tyler, TX","22",16,0,0,6,1,74
"322","Utica-Rome, NY","0",0,0,0,0,0,5
"323","Valdosta, GA","57",46,2,0,9,1,91
"324","Vallejo-Fairfield, CA","5",5,0,0,0,0,82
"325","Victoria, TX","6",6,0,0,0,0,60
"326","Vineland-Millville-Bridgeton,  NJ","33",33,0,0,0,0,100
"327","Virginia Beach-Norfolk-Newport News,  VA-NC","405",293,12,4,96,4,NA
"328","Waco, TX","29",27,2,0,0,0,69
"329","Warner Robins, GA","41",41,0,0,0,0,70
"330","Washington-Arlington-Alexandria,  DC-VA-MD-WV","1336",837,12,0,487,10,NA
"331","Wausau, WI","24",10,2,0,12,1,67
"332","Weirton-Steubenville, WV-OH","3",3,0,0,0,0,0
"333","Wenatchee, WA","23",23,0,0,0,0,70
"334","Wheeling, WV-OH","0",0,0,0,0,0,57
"335","Wichita Falls, TX","12",9,0,3,0,0,75
"336","Wichita, KS","131",102,4,0,25,2,91
"337","Williamsport, PA","0",0,0,0,0,0,9
"338","Wilmington,  NC","503",369,6,0,128,5,100
"339","Winchester, VA-WV","55",55,0,0,0,0,91
"340","Winston-Salem, NC","288",120,0,0,168,7,89
"341","Worcester, MA","42",37,2,3,0,0,72
"342","Yakima, WA","23",23,0,0,0,0,45
"343","York-Hanover, PA","104",98,2,4,0,0,79
"344","Youngstown-Warren-Boardman, OH-PA","36",24,0,0,12,2,97
"345","Yuba City, CA","17",17,0,0,0,0,95
"346","Yuma, AZ","55",55,0,0,0,0,91
