"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","13",13,0,0,0,0
"2","Akron,* OH","263",223,8,10,22,1
"3","Albany, GA","72",48,8,16,0,0
"4","Albany-Schenectady-Troy, NY","246",172,2,0,72,6
"5","Albuquerque,* NM","634",540,24,6,64,3
"6","Alexandria, LA","25",25,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","301",285,0,11,5,1
"8","Altoona, PA","2",2,0,0,0,0
"9","Amarillo, TX","38",38,0,0,0,0
"10","Ames, IA","77",30,2,0,45,1
"11","Anchorage,* AK","98",46,16,0,36,2
"12","Anderson,* IN","28",28,0,0,0,0
"13","Anderson,* SC","84",78,6,0,0,0
"14","Ann Arbor,* MI","165",158,2,0,5,1
"15","Anniston-Oxford, AL","12",12,0,0,0,0
"16","Appleton, WI","134",132,2,0,0,0
"17","Asheville, NC","304",255,8,0,41,1
"18","Athens-Clarke County, GA","145",109,0,0,36,1
"19","Atlanta-Sandy Springs-Marietta, GA","7229",3763,12,19,3435,51
"20","Atlantic City,* NJ","119",107,6,0,6,1
"21","Auburn-Opelika,* AL","63",33,0,0,30,1
"22","Augusta-Richmond County, GA-SC","200",200,0,0,0,0
"23","Austin-Round Rock,* TX","1181",884,14,14,269,14
"24","Bakersfield, CA","498",467,0,15,16,2
"25","Baltimore-Towson,* MD","1121",698,0,0,423,8
"26","Bangor, ME","43",41,2,0,0,0
"27","Barnstable Town, MA","91",79,2,10,0,0
"28","Baton Rouge, LA","422",314,0,3,105,3
"29","Battle Creek, MI","15",15,0,0,0,0
"30","Bay City, MI","9",9,0,0,0,0
"31","Beaumont-Port Arthur, TX","39",39,0,0,0,0
"32","Bellingham, WA","186",103,4,7,72,3
"33","Bend, OR","298",286,8,4,0,0
"34","Billings, MT","72",59,0,7,6,1
"35","Binghamton, NY","12",12,0,0,0,0
"36","Birmingham-Hoover, AL","445",439,0,0,6,1
