"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","33",33,0,0,0,0
"2","Akron, OH","84",69,0,0,15,1
"3","Albany, GA","38",31,4,3,0,0
"4","Albany-Schenectady-Troy, NY","125",99,6,4,16,2
"5","Albuquerque,* NM","367",323,0,7,37,3
"6","Alexandria, LA","42",42,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","283",268,0,3,12,2
"8","Altoona, PA","6",6,0,0,0,0
"9","Amarillo, TX","57",57,0,0,0,0
"10","Ames, IA","40",23,0,0,17,1
"11","Anchorage,* AK","83",31,10,0,42,3
"12","Anderson, IN","6",4,2,0,0,0
"13","Anderson, SC","128",78,6,8,36,6
"14","Ann Arbor, MI","29",29,0,0,0,0
"15","Anniston-Oxford, AL","11",11,0,0,0,0
"16","Appleton, WI","52",47,0,0,5,1
"17","Asheville, NC","303",289,2,7,5,1
"18","Athens-Clarke County, GA","69",66,0,3,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","3297",2495,26,37,739,20
"20","Atlantic City,* NJ","92",92,0,0,0,0
"21","Auburn-Opelika,* AL","120",102,2,0,16,1
"22","Augusta-Richmond County, GA-SC","172",172,0,0,0,0
"23","Austin-Round Rock,* TX","3720",1074,22,328,2296,51
"24","Bakersfield, CA","331",278,12,41,0,0
"25","Baltimore-Towson,* MD","756",716,10,7,23,1
"26","Bangor, ME","16",14,2,0,0,0
"27","Barnstable Town, MA","75",70,0,0,5,1
"28","Baton Rouge, LA","544",329,0,0,215,23
"29","Battle Creek, MI","7",7,0,0,0,0
"30","Bay City, MI","3",3,0,0,0,0
"31","Beaumont-Port Arthur, TX","379",68,0,4,307,13
"32","Bellingham, WA","99",66,0,0,33,1
"33","Bend,* OR","153",148,2,3,0,0
"34","Billings, MT","50",50,0,0,0,0
"35","Binghamton, NY","2",2,0,0,0,0
"36","Birmingham-Hoover,* AL","449",449,0,0,0,0
"37","Bismarck, ND","74",66,0,0,8,1
"38","Bloomington, IN","31",31,0,0,0,0
"39","Bloomington-Normal, IL","41",32,0,0,9,1
"40","Boise City-Nampa,* ID","341",304,22,4,11,2
"41","Boston-Cambridge-Quincy,* MA-NH","1109",455,28,22,604,21
"42","Boulder, CO","49",29,4,8,8,1
"43","Bowling Green, KY","58",44,4,0,10,1
"44","Bremerton-Silverdale, WA","89",89,0,0,0,0
"45","Bridgeport-Stamford-Norwalk, CT","223",122,8,0,93,1
"46","Brownsville-Harlingen, TX","157",147,2,8,0,0
"47","Brunswick, GA","60",58,2,0,0,0
"48","Buffalo-Niagara Falls, NY","229",103,0,0,126,4
"49","Burlington, NC","123",123,0,0,0,0
"50","Burlington-South Burlington, VT","33",31,2,0,0,0
"51","Canton-Massillon, OH","58",53,0,0,5,1
"52","Cape Coral-Fort Myers,* FL","219",203,4,4,8,1
"53","Carson City,* NV","4",4,0,0,0,0
"54","Casper, WY","21",21,0,0,0,0
"55","Cedar Rapids, IA","176",51,6,11,108,9
"56","Champaign-Urbana, IL","184",31,0,0,153,2
"57","Charleston, WV","37",37,0,0,0,0
"58","Charleston-North Charleston,* SC","505",505,0,0,0,0
"59","Charlotte-Gastonia-Concord,* NC-SC","1792",1258,2,11,521,18
"60","Charlottesville, VA","114",114,0,0,0,0
"61","Chattanooga, TN-GA","170",153,2,0,15,2
"62","Cheyenne, WY","29",29,0,0,0,0
"63","Chicago-Naperville-Joliet,* IL-IN-WI","2651",1734,42,117,758,NA
"64","Cincinnati-Middletown,* OH-KY-IN","576",469,34,6,67,11
"65","Clarksville, TN-KY","168",130,0,0,38,5
"66","Cleveland, TN","107",39,4,0,64,4
"67","Cleveland-Elyria-Mentor,* OH","325",290,6,9,20,3
"68","Coeur dAlene, ID","132",83,12,4,33,4
"69","College Station-Bryan, TX","80",51,2,3,24,2
"70","Colorado Springs,* CO","288",242,0,0,46,8
"71","Columbia, MO","124",62,22,0,40,4
"72","Columbia,* SC","503",451,0,7,45,2
"73","Columbus, GA-AL","109",82,0,3,24,2
"74","Columbus, IN","35",35,0,0,0,0
"75","Columbus,* OH","737",491,6,108,132,15
"76","Corpus Christi, TX","184",105,4,14,61,2
"77","Corvallis, OR","22",8,2,12,0,0
"78","Cumberland, MD-WV","9",9,0,0,0,0
"79","Dallas-Fort Worth-Arlington,* TX","3243",2446,38,25,734,40
"80","Dalton, GA","49",40,0,3,6,1
"81","Danville, IL","0",0,0,0,0,0
"82","Danville, VA","13",13,0,0,0,0
"83","Davenport-Moline-Rock Island,  IA-IL","53",53,0,0,0,NA
"84","Decatur, AL","17",17,0,0,0,0
"85","Decatur, IL","5",5,0,0,0,0
"86","Deltona-Daytona Beach-Ormond Beach,*  FL","484",128,14,0,342,12
"87","Denver-Aurora,* CO","944",815,0,3,126,5
"88","Des Moines-West Des Moines,* IA","454",380,2,0,72,3
"89","Detroit-Warren-Livonia,* MI","418",403,2,3,10,2
"90","Dothan, AL","26",26,0,0,0,0
"91","Dover,* DE","124",100,0,0,24,1
"92","Dubuque, IA","24",22,2,0,0,0
"93","Duluth, MN-WI","63",55,2,0,6,1
"94","Durham,* NC","297",238,0,0,59,3
"95","Eau Claire, WI","58",50,0,8,0,0
"96","El Centro, CA","55",55,0,0,0,0
"97","El Paso, TX","363",363,0,0,0,0
"98","Elizabethtown, KY","98",33,2,3,60,3
