"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","10",10,0,0,0,0
"2","Albany* GA MSA","33",33,0,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","168",154,0,0,14,2
"4","Albuquerque* NM MSA","309",293,0,16,0,0
"5","Alexandria* LA MSA","27",27,0,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","205",126,0,11,68,3
"7","Altoona* PA MSA","5",5,0,0,0,0
"8","Amarillo* TX MSA","30",30,0,0,0,0
"9","Anchorage* AK MSA","44",38,6,0,0,0
"10","Anniston* AL MSA","18",12,0,0,6,1
"11","Appleton-Oshkosh-Neenah* WI  MSA","188",91,6,0,91,11
"12","Asheville* NC MSA","97",84,6,7,0,0
"13","Athens* GA MSA","93",52,4,0,37,3
"14","Atlanta  GA MSA","4705",3512,22,14,1157,65
"15","Auburn-Opelika* AL MSA","25",13,0,0,12,2
"16","Augusta-Aiken* GA-SC MSA","175",175,0,0,0,0
"17","Austin-San Marcos* TX MSA","921",689,26,15,191,9
"18","Bakersfield* CA MSA","216",216,0,0,0,0
"19","Bangor* ME MSA","13",13,0,0,0,0
"20","Barnstable-Yarmouth* MA MSA","84",84,0,0,0,0
"21","Baton Rouge* LA MSA","66",66,0,0,0,0
"22","Beaumont-Port Arthur* TX MSA","29",24,0,0,5,1
"23","Bellingham* WA MSA","98",56,2,4,36,3
"24","Benton Harbor* MI MSA","13",5,0,8,0,0
"25","Billings* MT MSA","35",29,0,0,6,1
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","581",153,0,0,428,46
"27","Binghamton* NY MSA","2",2,0,0,0,0
"28","Birmingham* AL MSA","273",273,0,0,0,0
"29","Bismarck* ND MSA","18",14,0,4,0,0
"30","Bloomington* IN MSA","42",42,0,0,0,0
"31","Bloomington-Normal* IL MSA","49",41,2,0,6,1
"32","Boise City* ID MSA","461",420,8,0,33,4
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1549",1087,62,19,381,22
"34","Brownsville-Harlingen-San  Benito* TX MSA","162",154,4,4,0,0
"35","Bryan-College Station* TX MSA","46",46,0,0,0,0
"36","Buffalo-Niagara Falls* NY MSA","149",109,0,0,40,2
"37","Burlington* VT MSA","81",56,0,0,25,2
"38","Canton-Massillon* OH MSA","74",70,4,0,0,0
"39","Casper* WY MSA","2",2,0,0,0,0
"40","Cedar Rapids* IA MSA","156",56,4,28,68,5
"41","Champaign-Urbana* IL MSA","116",23,0,0,93,3
"42","Charleston-North  Charleston* SC MSA","399",309,0,0,90,6
"43","Charleston* WV MSA","26",26,0,0,0,0
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","1079",933,6,30,110,14
"45","Charlottesville* VA MSA","92",87,0,0,5,1
"46","Chattanooga* TN-GA MSA","301",134,8,4,155,3
"47","Cheyenne* WY MSA","15",15,0,0,0,0
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","3522",2530,40,178,774,57
"49","Chico-Paradise* CA MSA","68",68,0,0,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","833",687,14,44,88,11
"51","Clarksville-Hopkinsville*  TN-KY MSA","142",74,0,4,64,8
"52","Cleveland-Akron  OH CMSA","688",600,14,29,45,6
"53","Colorado Springs* CO MSA","401",394,2,0,5,1
"54","Columbia* MO MSA","72",58,8,0,6,1
"55","Columbia* SC MSA","278",278,0,0,0,0
"56","Columbus* GA-AL MSA","48",48,0,0,0,0
"57","Columbus  OH MSA","1057",639,8,34,376,33
"58","Corpus Christi* TX MSA","56",33,2,16,5,1
"59","Corvallis OR MSA*","28",28,0,0,0,0
"60","Cumberland* MD-WV MSA","8",8,0,0,0,0
"61","Dallas-Fort Worth  TX CMSA","3264",2529,12,8,715,29
"62","Danville* VA MSA","21",21,0,0,0,0
"63","Davenport-Moline-Rock  Island* IA-IL MSA","34",34,0,0,0,0
"64","Dayton-Springfield* OH MSA","140",130,0,4,6,1
"65","Daytona Beach* FL MSA","297",288,4,0,5,1
"66","Decatur* Al MSA","35",30,0,0,5,1
"67","Decatur* IL MSA","6",6,0,0,0,0
"68","Denver-Boulder-Greeley  CO  CMSA","2565",1681,48,21,815,40
"69","Des Moines* IA MSA","169",139,8,4,18,3
"70","Detroit-Ann Arbor-Flint  MI  CMSA","1785",1542,12,53,178,10
"71","Dothan* AL MSA","101",11,10,0,80,5
"72","Dover* DE MSA","73",73,0,0,0,0
"73","Dubuque* IA MSA","45",11,2,32,0,0
"74","Duluth-Superior* MN-WI MSA","58",41,4,0,13,1
"75","Eau Claire* WI MSA","92",58,2,8,24,3
"76","El Paso* TX MSA","132",130,2,0,0,0
"77","Elkhart-Goshen* IN MSA","57",47,2,8,0,0
"78","Elmira* NY MSA","23",3,0,0,20,2
"79","Enid* OK MSA","4",4,0,0,0,0
"80","Erie* PA MSA","27",23,4,0,0,0
"81","Eugene-Springfield* OR MSA","165",89,4,0,72,2
"82","Evansville-Henderson* IN-KY  MSA","112",68,8,4,32,2
"83","Fargo-Moorhead* ND-MN MSA","34",30,0,4,0,0
"84","Fayetteville* NC MSA","143",55,2,8,78,4
