"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","22",20,2,0,0,0
"2","Akron,* OH","126",119,4,3,0,0
"3","Albany, GA","52",52,0,0,0,0
"4","Albany-Schenectady-Troy, NY","123",97,6,4,16,3
"5","Albuquerque,* NM","713",421,0,4,288,14
"6","Alexandria, LA","25",25,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","234",214,0,3,17,2
"8","Altoona, PA","1",1,0,0,0,0
"9","Amarillo, TX","52",52,0,0,0,0
"10","Ames, IA","136",9,0,0,127,3
"11","Anchorage,* AK","55",39,8,8,0,0
"12","Anderson,* IN","19",19,0,0,0,0
"13","Anderson,* SC","137",137,0,0,0,0
"14","Ann Arbor,* MI","107",107,0,0,0,0
"15","Anniston-Oxford, AL","21",19,2,0,0,0
"16","Appleton, WI","100",70,20,0,10,1
"17","Asheville, NC","224",214,4,0,6,1
"18","Athens-Clarke County, GA","133",103,0,16,14,2
"19","Atlanta-Sandy Springs-Marietta,* GA","5794",4317,46,28,1403,65
"20","Atlantic City,* NJ","75",75,0,0,0,0
"21","Auburn-Opelika,* AL","194",176,18,0,0,0
"22","Augusta-Richmond County, GA-SC","290",288,2,0,0,0
"23","Austin-Round Rock,* TX","1567",943,18,69,537,27
"24","Bakersfield, CA","471",415,6,50,0,0
"25","Baltimore-Towson,* MD","539",487,0,4,48,1
"26","Bangor, ME","12",12,0,0,0,0
"27","Barnstable Town, MA","85",82,0,3,0,0
"28","Baton Rouge, LA","319",265,0,16,38,3
"29","Battle Creek, MI","8",8,0,0,0,0
"30","Bay City, MI","6",6,0,0,0,0
"31","Beaumont-Port Arthur, TX","67",62,0,0,5,1
"32","Bellingham, WA","85",72,2,11,0,0
"33","Bend,* OR","210",179,18,13,0,0
"34","Billings, MT","21",17,0,4,0,0
"35","Binghamton, NY","8",8,0,0,0,0
"36","Birmingham-Hoover,* AL","913",487,0,0,426,24
"37","Bismarck, ND","4",4,0,0,0,0
"38","Blacksburg-Christiansburg-Radford,  VA","83",78,0,0,5,1
"39","Bloomington, IN","57",31,14,3,9,1
"40","Bloomington-Normal, IL","47",47,0,0,0,0
"41","Boise City-Nampa,* ID","411",380,16,15,0,0
"42","Boston-Cambridge-Quincy,* MA-NH","1066",470,48,35,513,17
"43","Boulder,* CO","160",54,0,0,106,3
"44","Bowling Green, KY","88",66,22,0,0,0
"45","Bremerton-Silverdale,* WA","77",66,8,3,0,0
"46","Bridgeport-Stamford-Norwalk,* CT","236",108,6,0,122,7
"47","Brownsville-Harlingen, TX","346",255,14,51,26,4
"48","Brunswick, GA","97",97,0,0,0,0
"49","Buffalo-Niagara Falls, NY","99",99,0,0,0,0
"50","Burlington,* NC","79",79,0,0,0,0
"51","Burlington-South Burlington, VT","86",30,2,0,54,3
"52","Canton-Massillon, OH","60",55,0,0,5,1
"53","Cape Coral-Fort Myers,* FL","1501",1063,160,54,224,22
"54","Carson City,* NV","5",5,0,0,0,0
"55","Casper,* WY","14",14,0,0,0,0
"56","Cedar Rapids, IA","90",58,0,4,28,4
"57","Champaign-Urbana, IL","80",72,0,0,8,1
"58","Charleston, WV","16",16,0,0,0,0
"59","Charleston-North Charleston,* SC","470",430,8,3,29,4
"60","Charlotte-Gastonia-Concord,* NC-SC","1404",1173,2,4,225,20
"61","Charlottesville,* VA","183",96,0,0,87,5
"62","Chattanooga, TN-GA","218",192,4,4,18,3
"63","Cheyenne, WY","45",41,4,0,0,0
"64","Chicago-Naperville-Joliet,* IL-IN-WI","2267",1690,42,135,400,NA
"65","Cincinnati-Middletown,* OH-KY-IN","719",643,0,8,68,5
"66","Clarksville, TN-KY","180",177,0,3,0,0
"67","Cleveland, TN","129",36,4,4,85,1
"68","Cleveland-Elyria-Mentor,* OH","372",357,0,10,5,1
"69","Coeur d""Alene, ID","98",88,10,0,0,0
"70","College Station-Bryan, TX","102",102,0,0,0,0
"71","Colorado Springs,* CO","390",390,0,0,0,0
"72","Columbia, MO","94",76,10,0,8,1
"73","Columbia,* SC","400",388,12,0,0,0
"74","Columbus, GA-AL","363",133,6,4,220,13
"75","Columbus, IN","12",12,0,0,0,0
"76","Columbus,* OH","728",684,6,28,10,2
"77","Corpus Christi, TX","176",123,4,49,0,0
"78","Corvallis,* OR","15",15,0,0,0,0
"79","Cumberland, MD-WV","9",9,0,0,0,0
"80","Dallas-Fort Worth-Arlington,* TX","3278",2910,26,23,319,20
"81","Dalton,* GA","71",53,2,16,0,0
"82","Danville, IL","2",2,0,0,0,0
"83","Danville,* VA","19",19,0,0,0,0
"84","Davenport-Moline-Rock Island,  IA-IL","63",31,0,0,32,NA
"85","Decatur, AL","31",31,0,0,0,0
"86","Decatur, IL","1",1,0,0,0,0
"87","Deltona-Daytona Beach-Ormond Beach,*  FL","324",316,0,0,8,1
"88","Denver-Aurora,* CO","1525",1027,8,20,470,16
"89","Des Moines, IA","285",199,22,0,64,4
"90","Detroit-Warren-Livonia,* MI","1126",900,18,29,179,21
"91","Dothan, AL","47",39,8,0,0,0
"92","Dover,* DE","82",82,0,0,0,0
"93","Dubuque, IA","42",18,0,0,24,3
"94","Duluth, MN-WI","39",21,18,0,0,0
"95","Durham,* NC","494",383,0,0,111,10
"96","Eau Claire, WI","13",13,0,0,0,0
"97","El Centro,* CA","215",144,0,0,71,10
