"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","38",38,0,0,0,0
"2","Akron, OH","115",94,4,0,17,1
"3","Albany, GA","45",40,0,0,5,1
"4","Albany-Schenectady-Troy, NY","160",97,2,8,53,4
"5","Albuquerque,* NM","411",387,0,4,20,1
"6","Alexandria, LA","55",55,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","333",306,2,3,22,3
"8","Altoona, PA","1",1,0,0,0,0
"9","Amarillo, TX","32",32,0,0,0,0
"10","Ames, IA","18",18,0,0,0,0
"11","Anchorage,* AK","64",49,8,0,7,1
"12","Anderson, IN","21",21,0,0,0,0
"13","Anderson, SC","89",89,0,0,0,0
"14","Ann Arbor, MI","54",47,2,0,5,1
"15","Anniston-Oxford, AL","18",14,4,0,0,0
"16","Appleton, WI","64",62,2,0,0,0
"17","Asheville, NC","256",234,14,0,8,1
"18","Athens-Clarke County, GA","94",73,0,0,21,3
"19","Atlanta-Sandy Springs-Marietta,* GA","5422",4787,8,43,584,21
"20","Atlantic City,* NJ","157",134,2,0,21,2
"21","Auburn-Opelika,* AL","141",121,0,0,20,1
"22","Augusta-Richmond County, GA-SC","165",163,2,0,0,0
"23","Austin-Round Rock,* TX","1601",1165,24,34,378,5
"24","Bakersfield, CA","501",398,14,44,45,4
"25","Baltimore-Towson,* MD","578",502,4,4,68,6
"26","Bangor, ME","31",31,0,0,0,0
"27","Barnstable Town, MA","68",60,2,0,6,1
"28","Baton Rouge, LA","466",410,4,3,49,5
"29","Battle Creek, MI","19",12,0,0,7,1
"30","Bay City, MI","4",4,0,0,0,0
"31","Beaumont-Port Arthur, TX","22",22,0,0,0,0
"32","Bellingham, WA","96",94,2,0,0,0
"33","Bend,* OR","272",253,8,11,0,0
"34","Billings, MT","57",57,0,0,0,0
"35","Binghamton, NY","7",7,0,0,0,0
"36","Birmingham-Hoover,* AL","581",546,4,0,31,1
"37","Bismarck, ND","70",70,0,0,0,0
"38","Bloomington, IN","50",50,0,0,0,0
"39","Bloomington-Normal, IL","50",37,2,0,11,1
"40","Boise City-Nampa,* ID","739",627,8,35,69,1
"41","Boston-Cambridge-Quincy,* MA-NH","1116",531,42,20,523,24
"42","Boulder, CO","31",22,0,0,9,1
"43","Bowling Green, KY","77",55,6,0,16,2
"44","Bremerton-Silverdale, WA","85",68,0,0,17,1
"45","Bridgeport-Stamford-Norwalk, CT","129",83,32,3,11,2
"46","Brownsville-Harlingen, TX","218",218,0,0,0,0
"47","Brunswick, GA","73",67,0,0,6,1
"48","Buffalo-Niagara Falls, NY","86",74,4,0,8,1
"49","Burlington, NC","111",111,0,0,0,0
"50","Burlington-South Burlington, VT","89",43,4,9,33,3
"51","Canton-Massillon, OH","46",41,0,0,5,1
"52","Cape Coral-Fort Myers,* FL","1137",1013,0,0,124,17
"53","Carson City,* NV","9",9,0,0,0,0
"54","Casper, WY","20",20,0,0,0,0
"55","Cedar Rapids, IA","112",75,2,17,18,3
"56","Champaign-Urbana, IL","134",95,0,0,39,2
"57","Charleston, WV","18",18,0,0,0,0
"58","Charleston-North Charleston,* SC","645",557,6,7,75,8
"59","Charlotte-Gastonia-Concord,* NC-SC","2081",1752,4,3,322,4
"60","Charlottesville, VA","84",84,0,0,0,0
"61","Chattanooga, TN-GA","229",204,10,9,6,1
"62","Cheyenne, WY","54",39,0,6,9,1
"63","Chicago-Naperville-Joliet,* IL-IN-WI","4415",2401,82,201,1731,NA
"64","Cincinnati-Middletown,* OH-KY-IN","652",541,4,40,67,7
"65","Clarksville, TN-KY","414",170,0,60,184,11
"66","Cleveland, TN","42",40,2,0,0,0
"67","Cleveland-Elyria-Mentor,* OH","407",358,10,29,10,2
"68","Coeur dAlene, ID","157",109,10,0,38,2
"69","College Station-Bryan, TX","115",54,6,9,46,3
"70","Colorado Springs,* CO","338",328,2,8,0,0
"71","Columbia, MO","86",74,12,0,0,0
"72","Columbia,* SC","657",451,0,0,206,8
"73","Columbus, GA-AL","134",106,0,4,24,3
"74","Columbus, IN","30",30,0,0,0,0
"75","Columbus,* OH","756",568,8,48,132,11
"76","Corpus Christi, TX","152",127,4,0,21,1
"77","Corvallis, OR","17",17,0,0,0,0
"78","Cumberland, MD-WV","13",13,0,0,0,0
"79","Dallas-Fort Worth-Arlington,* TX","5008",3816,88,26,1078,44
"80","Dalton, GA","72",56,6,3,7,1
"81","Danville, IL","0",0,0,0,0,0
"82","Danville, VA","18",18,0,0,0,0
"83","Davenport-Moline-Rock Island,  IA-IL","57",45,0,0,12,NA
"84","Decatur, AL","16",16,0,0,0,0
"85","Decatur, IL","178",178,0,0,0,0
"86","Deltona-Daytona Beach-Ormond Beach,*  FL","357",269,6,0,82,4
"87","Denver-Aurora,* CO","1348",984,0,6,358,9
"88","Des Moines-West Des Moines,* IA","456",368,6,3,79,4
"89","Detroit-Warren-Livonia,* MI","820",712,16,27,65,5
"90","Dothan, AL","42",42,0,0,0,0
"91","Dover,* DE","137",137,0,0,0,0
"92","Dubuque, IA","30",28,2,0,0,0
"93","Duluth, MN-WI","72",62,0,0,10,2
"94","Durham,* NC","259",259,0,0,0,0
"95","Eau Claire, WI","54",46,8,0,0,0
"96","El Centro, CA","129",121,2,0,6,1
"97","El Paso, TX","310",310,0,0,0,0
"98","Elizabethtown, KY","36",34,2,0,0,0
"99","Elkhart-Goshen, IN","66",66,0,0,0,0
"100","Elmira, NY","4",4,0,0,0,0
"101","Erie, PA","50",50,0,0,0,0
"102","Eugene-Springfield, OR","140",119,4,0,17,2
"103","Evansville, IN-KY","86",76,0,4,6,1
"104","Fairbanks,* AK","33",25,2,6,0,0
"105","Fargo, ND-MN","90",90,0,0,0,0
"106","Farmington,* NM","31",31,0,0,0,0
"107","Fayetteville, NC","315",275,0,0,40,5
"108","Fayetteville-Springdale-Rogers,  AR-MO","392",299,22,3,68,7
"109","Flagstaff, AZ","57",55,2,0,0,0
"110","Flint, MI","100",28,0,0,72,3
"111","Florence, SC","60",60,0,0,0,0
"112","Florence-Muscle Shoals, AL","16",16,0,0,0,0
"113","Fond du Lac, WI","19",12,0,0,7,1
"114","Fort Collins-Loveland,* CO","120",95,2,10,13,2
"115","Fort Smith, AR-OK","66",66,0,0,0,0
"116","Fort Walton Beach-Crestview-Destin,  FL","131",75,0,0,56,2
"117","Fort Wayne,* IN","103",95,8,0,0,0
"118","Fresno, CA","323",235,8,10,70,6
"119","Gadsden, AL","14",14,0,0,0,0
"120","Gainesville, FL","169",95,4,4,66,4
"121","Gainesville, GA","155",155,0,0,0,0
"122","Glens Falls, NY","43",43,0,0,0,0
"123","Goldsboro, NC","38",38,0,0,0,0
"124","Grand Forks, ND-MN","47",21,0,0,26,1
"125","Grand Junction,* CO","124",122,2,0,0,0
"126","Grand Rapids-Wyoming,* MI","201",169,0,0,32,4
"127","Great Falls, MT","23",23,0,0,0,0
"128","Greeley,* CO","291",209,2,3,77,4
"129","Green Bay, WI","188",91,2,0,95,6
"130","Greensboro-High Point,* NC","450",429,4,0,17,2
"131","Greenville, NC","194",111,10,3,70,4
"132","Greenville,* SC","376",376,0,0,0,0
"133","Gulfport-Biloxi, MS","315",209,10,0,96,8
"134","Hagerstown-Martinsburg, MD-WV","198",194,4,0,0,0
"135","Hanford-Corcoran, CA","40",40,0,0,0,0
"136","Harrisburg-Carlisle, PA","122",122,0,0,0,0
"137","Harrisonburg,* VA","63",63,0,0,0,0
"138","Hartford-West Hartford-East Hartford,  CT","221",175,8,0,38,4
"139","Hattiesburg, MS","165",15,0,0,150,7
"140","Hickory-Lenoir-Morganton, NC","118",104,14,0,0,0
"141","Hinesville-Fort Stewart, GA","0",0,0,0,0,0
"142","Holland-Grand Haven, MI","85",74,0,3,8,1
"143","Honolulu,* HI","190",190,0,0,0,0
