"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","17",17,0,0,0,0
"2","Albany* GA MSA","50",42,8,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","217",189,2,0,26,3
"4","Albuquerque* NM MSA","567",555,0,12,0,0
"5","Alexandria* LA MSA","36",36,0,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","208",206,2,0,0,0
"7","Altoona* PA MSA","6",6,0,0,0,0
"8","Amarillo* TX MSA","47",47,0,0,0,0
"9","Anchorage* AK MSA","222",89,54,21,58,4
"10","Anniston* AL MSA","42",21,0,0,21,4
"11","Appleton-Oshkosh-Neenah* WI  MSA","262",145,14,0,103,5
"12","Asheville* NC MSA","145",121,16,8,0,0
"13","Athens* GA MSA","112",96,16,0,0,0
"14","Atlanta  GA MSA","6864",4887,32,18,1927,86
"15","Auburn-Opelika* AL MSA","83",36,26,16,5,1
"16","Augusta-Aiken* GA-SC MSA","287",260,0,20,7,1
"17","Austin-San Marcos* TX MSA","1208",622,10,60,516,1
"18","Bakersfield* CA MSA","374",374,0,0,0,0
"19","Bangor* ME MSA","41",41,0,0,0,0
"20","Barnstable-Yarmouth* MA MSA","114",114,0,0,0,0
"21","Baton Rouge* LA MSA","161",111,2,0,48,1
"22","Beaumont-Port Arthur* TX MSA","50",50,0,0,0,0
"23","Bellingham* WA MSA","159",131,4,0,24,2
"24","Benton Harbor* MI MSA","12",12,0,0,0,0
"25","Billings* MT MSA","64",64,0,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","222",220,2,0,0,0
"27","Binghamton* NY MSA","12",12,0,0,0,0
"28","Birmingham* AL MSA","397",388,0,0,9,1
"29","Bismarck* ND MSA","62",54,0,0,8,1
"30","Bloomington* IN MSA","86",51,6,0,29,2
"31","Bloomington-Normal* IL MSA","83",66,10,0,7,1
"32","Boise City* ID MSA","550",530,8,12,0,0
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","2051",1286,54,77,634,31
"34","Brownsville-Harlingen-San  Benito* TX MSA","257",255,2,0,0,0
"35","Bryan-College Station* TX MSA","130",81,46,3,0,0
"36","Buffalo-Niagara Falls* NY MSA","260",217,0,0,43,3
"37","Burlington* VT MSA","60",55,2,3,0,0
"38","Canton-Massillon* OH MSA","100",87,10,3,0,0
"39","Casper* WY MSA","15",15,0,0,0,0
"40","Cedar Rapids* IA MSA","106",96,6,4,0,0
"41","Champaign-Urbana* IL MSA","100",40,0,0,60,1
"42","Charleston-North  Charleston* SC MSA","423",391,4,6,22,4
"43","Charleston* WV MSA","39",31,0,8,0,0
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","1747",1528,24,11,184,14
"45","Charlottesville* VA MSA","263",109,0,0,154,14
"46","Chattanooga* TN-GA MSA","238",202,22,8,6,1
"47","Cheyenne* WY MSA","45",45,0,0,0,0
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","4400",3157,60,197,986,86
"49","Chico-Paradise* CA MSA","121",118,0,3,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","1340",1039,8,24,269,25
"51","Clarksville-Hopkinsville*  TN-KY MSA","234",112,22,4,96,12
"52","Cleveland-Akron  OH CMSA","1015",932,6,16,61,7
"53","Colorado Springs* CO MSA","547",522,2,8,15,1
"54","Columbia* MO MSA","170",88,10,0,72,9
"55","Columbia* SC MSA","395",380,0,3,12,2
"56","Columbus* GA-AL MSA","112",110,2,0,0,0
"57","Columbus  OH MSA","1591",1016,14,54,507,44
"58","Corpus Christi* TX MSA","99",86,4,9,0,0
"59","Corvallis OR MSA*","65",35,4,0,26,3
"60","Cumberland* MD-WV MSA","27",25,2,0,0,0
"61","Dallas-Fort Worth  TX CMSA","5359",3832,34,10,1483,72
"62","Danville* VA MSA","33",28,2,3,0,0
"63","Davenport-Moline-Rock  Island* IA-IL MSA","101",53,0,48,0,0
"64","Dayton-Springfield* OH MSA","261",229,4,28,0,0
"65","Daytona Beach* FL MSA","494",448,6,0,40,4
"66","Decatur* Al MSA","27",27,0,0,0,0
