"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","15",13,2,0,0,0
"2","Albany* GA MSA","43",33,10,0,0,0
"3","Albany-Schenectady-Troy* NY MSA","175",151,0,0,24,4
"4","Albuquerque* NM MSA","411",407,0,4,0,0
"5","Alexandria* LA MSA","38",38,0,0,0,0
"6","Allentown-Bethlehem-Easton* PA MSA","193",190,0,3,0,0
"7","Altoona* PA MSA","4",4,0,0,0,0
"8","Amarillo* TX MSA","47",47,0,0,0,0
"9","Anchorage* AK MSA","75",45,0,30,0,0
"10","Anniston* AL MSA","17",17,0,0,0,0
"11","Appleton-Oshkosh-Neenah* WI MSA","201",101,6,4,90,7
"12","Asheville* NC MSA","151",119,4,8,20,1
"13","Athens* GA MSA","106",106,0,0,0,0
"14","Atlanta* GA MSA","4346",3473,12,11,850,22
"15","Auburn-Opelika* AL MSA","80",31,8,4,37,3
"16","Augusta-Aiken* GA-SC MSA","211",211,0,0,0,0
"17","Austin-San Marcos* TX MSA","857",568,20,0,269,15
"18","Bakersfield* CA MSA","534",405,2,12,115,13
"19","Bangor* ME MSA","27",19,8,0,0,0
"20","Barnstable-Yarmouth* MA MSA","50",50,0,0,0,0
"21","Baton Rouge* LA MSA","124",120,0,4,0,0
"22","Beaumont-Port Arthur* TX MSA","34",34,0,0,0,0
"23","Bellingham* WA MSA","325",81,0,8,236,6
"24","Benton Harbor* MI MSA","7",7,0,0,0,0
"25","Billings* MT MSA","75",23,2,0,50,1
"26","Biloxi-Gulfport-Pascagoula* MS MSA","186",186,0,0,0,0
"27","Binghamton* NY MSA","8",8,0,0,0,0
"28","Birmingham* AL MSA","383",375,0,0,8,1
"29","Bismarck* ND MSA","83",29,0,0,54,2
"30","Bloomington* IN MSA","87",46,18,3,20,1
"31","Bloomington-Normal* IL MSA","171",39,0,0,132,1
"32","Boise City* ID MSA","538",467,4,25,42,7
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1667",922,86,81,578,26
"34","Brownsville-Harlingen-San Benito*  TX MSA","259",239,2,0,18,2
"35","Bryan-College Station* TX MSA","93",93,0,0,0,0
"36","Buffalo-Niagara Falls* NY MSA","154",112,2,0,40,1
"37","Burlington* VT MSA","61",30,8,3,20,3
"38","Canton-Massillon* OH MSA","89",89,0,0,0,0
"39","Casper* WY MSA","8",8,0,0,0,0
"40","Cedar Rapids* IA MSA","118",58,6,0,54,4
"41","Champaign-Urbana* IL MSA","46",46,0,0,0,0
"42","Charleston* WV MSA","16",16,0,0,0,0
"43","Charleston-North Charleston* SC MSA","413",357,0,0,56,4
"44","Charlotte-Gastonia-Rock Hill*  NC-SC MSA","1168",1027,16,15,110,11
"45","Charlottesville* VA MSA","77",73,4,0,0,0
"46","Chattanooga* TN-GA MSA","200",172,6,7,15,3
"47","Cheyenne* WY MSA","35",30,0,0,5,1
"48","Chicago-Gary-Kenosha IL-IN-WI CMSA","4278",2482,76,171,1549,53
"49","Chico-Paradise* CA MSA","133",101,0,0,32,4
"50","Cincinnati-Hamilton OH-KY-IN CMSA","964",836,10,29,89,8
"51","Clarksville-Hopkinsville* TN-KY MSA","132",92,2,14,24,3
"52","Cleveland-Akron OH CMSA","728",657,12,17,42,6
"53","Colorado Springs* CO MSA","321",305,0,0,16,2
"54","Columbia* MO MSA","118",102,0,0,16,2
"55","Columbia* SC MSA","318",303,2,0,13,1
"56","Columbus* GA-AL MSA","102",100,2,0,0,0
"57","Columbus* OH MSA","1053",875,14,133,31,4
"58","Corpus Christi* TX MSA","85",71,0,7,7,1
"59","Corvallis* OR MSA","15",13,2,0,0,0
"60","Cumberland* MD-WV MSA","15",15,0,0,0,0
"61","Dallas-Fort Worth TX CMSA","3054",2452,18,4,580,26
"62","Danville* VA MSA","16",14,2,0,0,0
"63","Davenport-Moline-Rock Island*  IA-IL MSA","39",35,4,0,0,0
"64","Dayton-Springfield* OH MSA","232",161,14,23,34,2
"65","Daytona Beach* FL MSA","650",576,18,8,48,4
"66","Decatur* Al MSA","20",20,0,0,0,0
"67","Decatur* IL MSA","16",4,0,0,12,1
"68","Denver-Boulder-Greeley CO CMSA","1581",1157,26,4,394,17
"69","Des Moines* IA MSA","591",411,8,8,164,10
"70","Detroit-Ann Arbor-Flint MI CMSA","1847",1528,16,71,232,26
"71","Dothan* AL MSA","27",27,0,0,0,0
"72","Dover* DE MSA","150",150,0,0,0,0
"73","Dubuque* IA MSA","25",13,4,3,5,1
"74","Duluth-Superior* MN-WI MSA","51",51,0,0,0,0
"75","Eau Claire* WI MSA","87",51,6,0,30,4
"76","El Paso* TX MSA","248",238,2,8,0,0
"77","Elkhart-Goshen* IN MSA","69",64,0,0,5,1
"78","Elmira* NY MSA","8",3,0,0,5,1
"79","Enid* OK MSA","8",6,2,0,0,0
"80","Erie* PA MSA","18",18,0,0,0,0
"81","Eugene-Springfield* OR MSA","75",69,6,0,0,0
"82","Evansville-Henderson* IN-KY MSA","115",95,0,4,16,2
"83","Fargo-Moorhead* ND-MN MSA","55",55,0,0,0,0
"84","Fayetteville* NC MSA","189",113,0,0,76,5
"85","Fayetteville-Springdale-Rogers*  AR MSA","202",168,4,9,21,2
"86","Flagstaff* AZ MSA","76",76,0,0,0,0
"87","Florence* AL MSA","6",6,0,0,0,0
"88","Florence* SC MSA","33",33,0,0,0,0
"89","Fort Collins-Loveland* CO MSA","240",202,4,4,30,3
"90","Fort Myers-Cape Coral* FL MSA","1330",790,76,37,427,12
"91","Fort Pierce-Port St. Lucie* FL MSA","456",353,0,3,100,10
"92","Fort Smith* AR-OK MSA","33",29,4,0,0,0
