"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","14",14,0,0,0,0
"2","Albany* GA MSA","40",40,0,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","226",189,0,0,37,5
"4","Albuquerque* NM MSA","626",623,0,3,0,0
"5","Alexandria* LA MSA","38",38,0,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","287",247,0,6,34,1
"7","Altoona* PA MSA","5",5,0,0,0,0
"8","Amarillo* TX MSA","78",78,0,0,0,0
"9","Anchorage* AK MSA","171",89,24,34,24,3
"10","Anniston* AL MSA","20",20,0,0,0,0
"11","Appleton-Oshkosh-Neenah* WI  MSA","288",142,10,4,132,11
"12","Asheville* NC MSA","155",147,4,4,0,0
"13","Athens* GA MSA","719",103,0,0,616,31
"14","Atlanta  GA MSA","5895",4479,34,13,1369,58
"15","Auburn-Opelika* AL MSA","214",26,4,0,184,17
"16","Augusta-Aiken* GA-SC MSA","284",224,0,8,52,1
"17","Austin-San Marcos* TX MSA","815",677,8,3,127,16
"18","Bakersfield* CA MSA","340",340,0,0,0,0
"19","Bangor* ME MSA","37",27,2,8,0,0
"20","Barnstable-Yarmouth* MA MSA","95",90,0,0,5,1
"21","Baton Rouge* LA MSA","117",117,0,0,0,0
"22","Beaumont-Port Arthur* TX MSA","46",46,0,0,0,0
"23","Bellingham* WA MSA","178",112,8,0,58,3
"24","Benton Harbor* MI MSA","11",11,0,0,0,0
"25","Billings* MT MSA","47",39,0,0,8,1
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","171",171,0,0,0,0
"27","Binghamton* NY MSA","10",10,0,0,0,0
"28","Birmingham* AL MSA","493",405,2,22,64,5
"29","Bismarck* ND MSA","105",71,2,8,24,2
"30","Bloomington* IN MSA","67",67,0,0,0,0
"31","Bloomington-Normal* IL MSA","119",86,0,3,30,3
"32","Boise City* ID MSA","496",485,2,4,5,1
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1837",1159,44,34,600,31
"34","Brownsville-Harlingen-San  Benito* TX MSA","252",225,8,3,16,2
"35","Bryan-College Station* TX MSA","59",49,2,0,8,1
"36","Buffalo-Niagara Falls* NY MSA","252",158,0,8,86,3
"37","Burlington* VT MSA","58",48,2,0,8,1
"38","Canton-Massillon* OH MSA","88",82,6,0,0,0
"39","Casper* WY MSA","16",11,0,0,5,1
"40","Cedar Rapids* IA MSA","161",77,2,16,66,2
"41","Champaign-Urbana* IL MSA","64",64,0,0,0,0
"42","Charleston-North  Charleston* SC MSA","448",396,2,20,30,3
"43","Charleston* WV MSA","18",18,0,0,0,0
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","1672",1411,26,44,191,22
"45","Charlottesville* VA MSA","325",100,4,8,213,11
"46","Chattanooga* TN-GA MSA","221",196,14,4,7,1
"47","Cheyenne* WY MSA","23",23,0,0,0,0
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","4671",2803,82,155,1631,77
"49","Chico-Paradise* CA MSA","130",128,2,0,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","1062",868,4,40,150,18
"51","Clarksville-Hopkinsville*  TN-KY MSA","140",90,22,12,16,2
"52","Cleveland-Akron  OH CMSA","1046",813,16,62,155,20
"53","Colorado Springs* CO MSA","554",525,4,0,25,2
"54","Columbia* MO MSA","96",84,4,0,8,1
"55","Columbia* SC MSA","357",350,0,0,7,1
"56","Columbus* GA-AL MSA","93",85,4,4,0,0
"57","Columbus  OH MSA","1474",1000,16,46,412,34
"58","Corpus Christi* TX MSA","92",81,2,9,0,0
"59","Corvallis OR MSA*","61",30,4,3,24,3
"60","Cumberland* MD-WV MSA","14",14,0,0,0,0
"61","Dallas-Fort Worth  TX CMSA","4140",3477,26,8,629,41
"62","Danville* VA MSA","43",40,0,3,0,0
"63","Davenport-Moline-Rock  Island* IA-IL MSA","50",40,0,0,10,1
"64","Dayton-Springfield* OH MSA","255",218,0,9,28,1
"65","Daytona Beach* FL MSA","729",430,30,4,265,13
"66","Decatur* Al MSA","36",36,0,0,0,0
"67","Decatur* IL MSA","22",22,0,0,0,0
"68","Denver-Boulder-Greeley  CO  CMSA","1727",1566,6,19,136,14
"69","Des Moines* IA MSA","348",231,8,29,80,10
"70","Detroit-Ann Arbor-Flint  MI  CMSA","2262",1964,12,56,230,23
"71","Dothan* AL MSA","27",27,0,0,0,0
"72","Dover* DE MSA","123",123,0,0,0,0
"73","Dubuque* IA MSA","25",20,2,3,0,0
"74","Duluth-Superior* MN-WI MSA","47",45,2,0,0,0
"75","Eau Claire* WI MSA","150",75,6,9,60,4
"76","El Paso* TX MSA","309",298,2,4,5,1
"77","Elkhart-Goshen* IN MSA","99",88,2,0,9,1
"78","Elmira* NY MSA","10",7,0,3,0,0
"79","Enid* OK MSA","14",11,0,3,0,0
"80","Erie* PA MSA","42",32,2,8,0,0
"81","Eugene-Springfield* OR MSA","139",134,2,3,0,0
"82","Evansville-Henderson* IN-KY  MSA","123",109,2,4,8,1
"83","Fargo-Moorhead* ND-MN MSA","220",103,30,4,83,6
"84","Fayetteville* NC MSA","244",154,0,0,90,10
"85","Fayetteville-Springdale-  Rogers* AR MSA","138",122,4,7,5,1
"86","Flagstaff* AZ-UT MSA","59",57,2,0,0,0
"87","Florence* AL MSA","8",6,2,0,0,0
"88","Florence* SC MSA","5",5,0,0,0,0
"89","Fort Collins-Loveland* CO MSA","317",275,2,25,15,2
"90","Fort Myers-Cape Coral* FL MSA","952",618,92,24,218,14
"91","Fort Pierce-Port St. Lucie*  FL MSA","483",340,2,0,141,7
"92","Fort Smith* AR-OK MSA","45",38,4,3,0,0
"93","Fort Walton Beach* FL MSA","140",101,0,0,39,2
"94","Fort Wayne* IN MSA","259",207,2,0,50,2
"95","Fresno  CA MSA","511",479,8,24,0,0
"96","Gadsden* AL MSA","15",15,0,0,0,0
"97","Gainesville* FL MSA","287",98,4,4,181,14
"98","Glens Falls* NY MSA","47",44,0,3,0,0
"99","Goldsboro* NC MSA","32",32,0,0,0,0
"100","Grand Forks* ND-MN MSA","93",11,0,0,82,1
"101","Grand Junction* CO MSA","114",114,0,0,0,0
"102","Grand Rapids-Muskegon-  Holland  MI MSA","635",574,12,14,35,7
"103","Great Falls* MT MSA","11",11,0,0,0,0
"104","Green Bay* WI MSA","232",83,8,0,141,10
"105","Greensboro--Winston-Salem--  High Point  NC MSA","718",655,4,11,48,2
"106","Greenville* NC MSA","194",60,6,0,128,9
"107","Greenville-Spartanburg-  Anderson* SC MSA","571",492,8,7,64,5
"108","Harrisburg-Lebanon-  Carlisle* PA MSA","143",143,0,0,0,0
"109","Hartford* CT MSA","394",317,8,0,69,7
"110","Hattiesburg* MS MSA","19",9,0,0,10,2
"111","Hickory-Morganton-Lenoir*  NC MSA","163",150,0,0,13,2
"112","Honolulu  HI MSA","100",96,4,0,0,0
"113","Houma* LA MSA","68",66,2,0,0,0
"114","Houston-Galveston-Brazoria  TX CMSA","3827",3232,12,16,567,44
"115","Huntington-Ashland* WV-KY-  OH MSA","2",2,0,0,0,0
"116","Huntsville* AL MSA","153",94,0,4,55,3
"117","Indianapolis  IN MSA","2069",1203,38,12,816,64
"118","Iowa City* IA MSA","73",53,0,0,20,2
"119","Jackson* MI MSA","32",7,0,17,8,1
"120","Jackson* MS MSA","206",202,0,4,0,0
"121","Jackson* TN MSA","53",53,0,0,0,0
"122","Jacksonville  FL MSA","1437",1066,0,23,348,15
"123","Jacksonville* NC MSA","85",81,0,4,0,0
"124","Jamestown* NY MSA","2",2,0,0,0,0
"125","Janesville-Beloit* WI MSA","35",27,2,0,6,1
"126","Johnson City-Kingsport-  Bristol* TN-VA MSA","126",85,0,0,41,4
"127","Johnstown* PA MSA","9",3,0,0,6,1
"128","Jonesboro* AR MSA","54",42,8,4,0,0
"129","Joplin* MO MSA","17",17,0,0,0,0
"130","Kalamazoo-Battle Creek* MI  MSA","119",104,0,4,11,2
"131","Kansas City  MO-KS MSA","1212",945,40,10,217,19
"132","Killeen-Temple* TX MSA","288",156,100,32,0,0
"133","Knoxville* TN MSA","349",278,4,7,60,8
"134","Kokomo* IN MSA","33",31,2,0,0,0
"135","La Crosse* WI-MN MSA","37",33,0,4,0,0
"136","Lafayette* LA MSA","113",99,2,12,0,0
"137","Lafayette* IN MSA","66",58,8,0,0,0
"138","Lake Charles* LA MSA","38",20,0,0,18,1
"139","Lakeland-Winter Haven* FL MSA","386",382,4,0,0,0
"140","Lancaster* PA MSA","99",99,0,0,0,0
"141","Lansing-East Lansing* MI MSA","143",133,0,0,10,1
"142","Laredo* TX MSA","166",140,0,0,26,2
"143","Las Cruces* NM MSA","165",81,0,0,84,4
"144","Las Vegas  NV-AZ MSA","2499",2021,10,27,441,43
"145","Lawrence* KS MSA","132",41,20,0,71,3
"146","Lawton* OK MSA","13",13,0,0,0,0
"147","Lewiston-Auburn* ME MSA","20",20,0,0,0,0
"148","Lexington* KY MSA","340",310,10,3,17,1
"149","Lima* OH MSA","9",9,0,0,0,0
"150","Lincoln* NE MSA","160",125,6,0,29,2
"151","Little Rock-North Little  Rock* AR MSA","280",226,2,4,48,4
"152","Longview-Marshall* TX MSA","26",26,0,0,0,0
"153","Los Angeles-Riverside-  Orange County  CA CMSA","6050",4607,44,46,1353,97
"154","Louisville  KY-IN MSA","598",564,16,0,18,2
"155","Lubbock* TX MSA","159",139,20,0,0,0
"156","Lynchburg* VA MSA","128",90,0,32,6,1
"157","Macon* GA MSA","279",205,0,28,46,7
"158","Madison* WI MSA","342",204,18,38,82,4
"159","Mansfield* OH MSA","46",33,4,3,6,1
"160","McAllen-Edinburg-Mission*  TX MSA","590",530,14,27,19,2
"161","Medford-Ashland* OR MSA","162",139,2,16,5,1
"162","Melbourne-Titusville-Palm  Bay* FL MSA","532",457,6,8,61,4
"163","Memphis  TN-AR-MS MSA","601",601,0,0,0,0
"164","Merced* CA MSA","135",135,0,0,0,0
"165","Miami-Fort Lauderdale  FL  CMSA","2277",913,20,18,1326,37
"166","Milwaukee-Racine  WI CMSA","493",356,24,7,106,8
"167","Minneapolis-St. Paul  MN-WI  MSA","2024",1471,48,93,412,19
"168","Missoula* MT MSA","35",33,2,0,0,0
"169","Mobile* AL MSA","342",316,2,0,24,2
"170","Modesto* CA MSA","422",405,0,12,5,1
"171","Monroe* LA MSA","31",31,0,0,0,0
"172","Montgomery* AL MSA","111",106,0,0,5,1
"173","Muncie* IN MSA","20",20,0,0,0,0
"174","Myrtle Beach* SC MSA","221",174,2,0,45,4
"175","Naples* FL MSA","840",352,28,120,340,30
"176","Nashville  TN MSA","981",944,6,12,19,3
"177","New London-Norwich* CT-RI MSA","123",112,2,3,6,1
"178","New Orleans* LA MSA","746",419,2,3,322,21
"179","New York-Northern New  Jersey-Long Island  NY-NJ-  CT-PA CMSA","5869",2800,598,320,2151,84
"180","Norfolk-Virginia Beach-  Newport News  VA-NC MSA","722",657,2,0,63,5
"181","Ocala* FL MSA","468",458,2,8,0,0
"182","Odessa-Midland* TX MSA","10",10,0,0,0,0
"183","Oklahoma City* OK MSA","453",451,2,0,0,0
"184","Omaha* NE-IA MSA","478",408,6,0,64,3
"185","Orlando  FL MSA","2099",1533,10,0,556,30
"186","Owensboro* KY MSA","73",73,0,0,0,0
"187","Panama City* FL MSA","147",57,0,0,90,1
"188","Parkersburg-Marietta* WV-OH  MSA","19",19,0,0,0,0
"189","Pensacola* FL MSA","220",220,0,0,0,0
"190","Peoria-Pekin* IL MSA","96",92,4,0,0,0
"191","Philadelphia-Wilmington-  Atlantic City  PA-NJ-DE-MD  CMSA","2051",1750,64,28,209,25
"192","Phoenix-Mesa  AZ MSA","4410",3575,22,27,786,70
"193","Pine Bluff* AR MSA","16",14,2,0,0,0
"194","Pittsburgh  PA MSA","692",479,20,37,156,9
"195","Pittsfield* MA MSA","1",1,0,0,0,0
"196","Pocatello* ID MSA","9",9,0,0,0,0
"197","Portland* ME MSA","294",137,0,16,141,5
"198","Portland-Salem  OR-WA CMSA","1433",1031,34,22,346,31
"199","Providence-Fall River-  Warwick* RI-MA MSA","215",191,8,6,10,2
"200","Provo-Orem* UT MSA","371",232,6,11,122,11
"201","Pueblo* CO MSA","105",97,8,0,0,0
"202","Punta Gorda* FL MSA","139",116,4,8,11,1
"203","Raleigh-Durham-Chapel Hill  NC MSA","1698",1152,16,3,527,28
"204","Rapid City* SD MSA","50",45,0,0,5,1
"205","Reading* PA MSA","109",69,14,8,18,1
"206","Redding* CA MSA","107",107,0,0,0,0
"207","Reno* NV MSA","754",453,0,7,294,36
"208","Richland-Kennewick-Pasco*  WA MSA","140",135,0,0,5,1
"209","Richmond-Petersburg  VA MSA","789",645,0,35,109,17
"210","Roanoke* VA MSA","82",82,0,0,0,0
"211","Rochester* MN MSA","89",89,0,0,0,0
"212","Rochester* NY MSA","173",140,2,4,27,3
"213","Rockford* IL MSA","218",144,20,48,6,1
"214","Rocky Mount* NC MSA","47",47,0,0,0,0
"215","Sacramento-Yolo  CA CMSA","1777",1496,8,9,264,19
"216","Saginaw-Bay City-Midland*  MI MSA","52",35,6,6,5,1
"217","St. Cloud* MN MSA","91",88,0,3,0,0
"218","St. Joseph* MO MSA","19",9,10,0,0,0
"219","St. Louis  MO-IL MSA","1411",1176,74,45,116,9
"220","Salinas* CA MSA","124",115,0,0,9,1
"221","Salt Lake City-Ogden  UT MSA","862",703,24,32,103,10
"222","San Angelo* TX MSA","15",15,0,0,0,0
"223","San Antonio* TX MSA","1446",838,2,0,606,57
"224","San Diego  CA MSA","860",796,18,8,38,5
"225","San Francisco-Oakland-San  Jose  CA CMSA","1576",1159,24,20,373,27
"226","San Luis Obispo-Atascadero-  Paso Robles* CA MSA","172",160,0,7,5,1
"227","Santa Barbara-Santa Maria-  Lompoc* CA MSA","84",74,2,3,5,1
"228","Santa Fe* NM MSA","74",69,0,0,5,1
"229","Sarasota-Bradenton* FL MSA","1032",543,0,0,489,27
"230","Savannah* GA MSA","212",147,4,4,57,3
"231","Scranton--Wilkes-Barre--  Hazleton* PA MSA","78",60,0,18,0,0
"232","Seattle-Tacoma-Bremerton  WA CMSA","2035",1641,52,59,283,19
"233","Sharon* PA MSA","9",9,0,0,0,0
"234","Sheboygan* WI MSA","6",6,0,0,0,0
"235","Sherman-Denison* TX MSA","20",12,8,0,0,0
"236","Shreveport-Bossier City* LA  MSA","119",119,0,0,0,0
"237","Sioux City* IA-NE MSA","20",13,2,0,5,1
"238","Sioux Falls* SD MSA","154",118,0,4,32,1
"239","South Bend* IN MSA","71",71,0,0,0,0
"240","Spokane* WA MSA","212",140,0,0,72,10
"241","Springfield* IL MSA","58",54,4,0,0,0
"242","Springfield* MO MSA","291",218,6,6,61,10
"243","Springfield* MA MSA","72",68,4,0,0,0
"244","State College* PA MSA","36",21,0,0,15,1
"245","Steubenville-Weirton* OH-WV  MSA","6",4,2,0,0,0
"246","Stockton-Lodi* CA MSA","669",589,0,0,80,8
"247","Sumter* SC MSA","30",28,2,0,0,0
"248","Syracuse* NY MSA","118",70,0,0,48,3
"249","Tallahassee* FL MSA","146",146,0,0,0,0
"250","Tampa-St. Petersburg-  Clearwater  FL MSA","2423",1718,42,4,659,46
"251","Terre Haute* IN MSA","14",14,0,0,0,0
"252","Texarkana* TX-Texarkana  AR  MSA","12",12,0,0,0,0
"253","Toledo* OH MSA","136",114,18,4,0,0
"254","Topeka* KS MSA","71",63,0,8,0,0
"255","Tucson* AZ MSA","381",359,10,0,12,2
"256","Tulsa* OK MSA","359",342,0,0,17,1
"257","Tuscaloosa* AL MSA","50",50,0,0,0,0
"258","Tyler* TX MSA","37",30,0,0,7,1
"259","Utica-Rome* NY MSA","8",8,0,0,0,0
"260","Victoria* TX MSA","15",15,0,0,0,0
"261","Visalia-Tulare-Porterville*  CA MSA","127",127,0,0,0,0
"262","Waco* TX MSA","51",49,2,0,0,0
"263","Washington-Baltimore  DC-MD-  VA-WV CMSA","4956",3584,10,0,1362,26
"264","Waterloo-Cedar Falls* IA MSA","18",8,10,0,0,0
"265","Wausau* WI MSA","77",63,14,0,0,0
"266","West Palm Beach-Boca Raton  FL MSA","1360",918,4,56,382,21
"267","Wheeling* WV-OH MSA","2",2,0,0,0,0
"268","Wichita* KS MSA","165",161,4,0,0,0
"269","Wichita Falls* TX MSA","18",18,0,0,0,0
"270","Wilmington* NC MSA","331",285,0,4,42,3
"271","Yakima* WA MSA","28",22,6,0,0,0
