"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"138","Lake Charles* LA MSA","27",16,0,0,11,1
"139","Lakeland-Winter Haven* FL MSA","573",367,2,4,200,9
"140","Lancaster* PA MSA","81",79,2,0,0,0
"141","Lansing-East Lansing* MI MSA","113",76,0,0,37,2
"142","Laredo* TX MSA","135",114,0,3,18,1
"143","Las Cruces* NM MSA","82",82,0,0,0,0
"144","Las Vegas  NV-AZ MSA","3106",1931,14,27,1134,82
"145","Lawrence* KS MSA","59",25,34,0,0,0
"146","Lawton* OK MSA","9",9,0,0,0,0
"147","Lewiston-Auburn* ME MSA","17",17,0,0,0,0
"148","Lexington* KY MSA","257",223,18,0,16,2
"149","Lima* OH MSA","3",3,0,0,0,0
"150","Lincoln* NE MSA","126",103,4,0,19,1
"151","Little Rock-North Little  Rock* AR MSA","257",217,0,8,32,3
"152","Longview-Marshall* TX MSA","12",12,0,0,0,0
"153","Los Angeles-Riverside-  Orange County  CA CMSA","5234",3664,30,26,1514,63
"154","Louisville  KY-IN MSA","498",446,0,12,40,5
"155","Lubbock* TX MSA","72",70,2,0,0,0
"156","Lynchburg* VA MSA","66",66,0,0,0,0
"157","Macon* GA MSA","178",178,0,0,0,0
"158","Madison* WI MSA","226",147,16,19,44,3
"159","Mansfield* OH MSA","26",26,0,0,0,0
"160","McAllen-Edinburg-Mission*  TX MSA","461",429,4,16,12,2
"161","Medford-Ashland* OR MSA","132",125,2,0,5,1
"162","Melbourne-Titusville-Palm  Bay* FL MSA","425",393,0,0,32,2
"163","Memphis  TN-AR-MS MSA","455",447,0,8,0,0
"164","Merced* CA MSA","108",108,0,0,0,0
"165","Miami-Fort Lauderdale  FL  CMSA","1731",826,42,10,853,29
"166","Milwaukee-Racine  WI CMSA","453",287,12,6,148,9
"167","Minneapolis-St. Paul  MN-WI  MSA","1842",1266,54,86,436,35
"168","Missoula* MT MSA","171",43,4,7,117,8
"169","Mobile* AL MSA","280",262,2,0,16,2
"170","Modesto* CA MSA","206",192,14,0,0,0
"171","Monroe* LA MSA","23",23,0,0,0,0
"172","Montgomery* AL MSA","62",62,0,0,0,0
"173","Muncie* IN MSA","36",24,12,0,0,0
"174","Myrtle Beach* SC MSA","222",174,0,0,48,4
"175","Naples* FL MSA","389",244,0,112,33,2
"176","Nashville  TN MSA","889",769,4,4,112,14
"177","New London-Norwich* CT-RI MSA","70",68,2,0,0,0
"178","New Orleans* LA MSA","278",266,0,3,9,1
"179","New York-Northern New  Jersey-Long Island  NY-NJ-  CT-PA CMSA","3860",2024,436,422,978,73
"180","Norfolk-Virginia Beach-  Newport News  VA-NC MSA","605",557,14,0,34,3
"181","Ocala* FL MSA","596",584,0,0,12,2
"182","Odessa-Midland* TX MSA","91",23,0,0,68,1
"183","Oklahoma City* OK MSA","435",432,0,3,0,0
"184","Omaha* NE-IA MSA","423",331,0,0,92,3
"185","Orlando  FL MSA","1545",1324,8,8,205,15
"186","Owensboro* KY MSA","57",57,0,0,0,0
"187","Panama City* FL MSA","108",93,12,3,0,0
"188","Parkersburg-Marietta* WV-OH  MSA","12",12,0,0,0,0
"189","Pensacola* FL MSA","184",184,0,0,0,0
"190","Peoria-Pekin* IL MSA","78",76,2,0,0,0
"191","Philadelphia-Wilmington-  Atlantic City  PA-NJ-DE-MD  CMSA","1634",1328,24,36,246,24
"192","Phoenix-Mesa  AZ MSA","3288",2800,0,34,454,35
"193","Pine Bluff* AR MSA","16",14,2,0,0,0
"194","Pittsburgh  PA MSA","421",377,12,7,25,4
"195","Pittsfield* MA MSA","2",2,0,0,0,0
"196","Pocatello* ID MSA","17",17,0,0,0,0
"197","Portland* ME MSA","108",89,6,8,5,1
"198","Portland-Salem  OR-WA CMSA","1034",693,42,31,268,9
"199","Providence-Fall River-  Warwick* RI-MA MSA","204",180,8,11,5,1
"200","Provo-Orem* UT MSA","217",166,4,7,40,4
"201","Pueblo* CO MSA","104",92,12,0,0,0
"202","Punta Gorda* FL MSA","116",105,2,3,6,1
"203","Raleigh-Durham-Chapel Hill  NC MSA","1137",935,12,0,190,7
"204","Rapid City* SD MSA","32",29,0,3,0,0
"205","Reading* PA MSA","68",60,0,8,0,0
"206","Redding* CA MSA","75",75,0,0,0,0
"207","Reno* NV MSA","385",342,0,0,43,3
"208","Richland-Kennewick-Pasco*  WA MSA","330",102,0,4,224,11
"209","Richmond-Petersburg  VA MSA","500",498,2,0,0,0
"210","Roanoke* VA MSA","78",73,0,0,5,1
"211","Rochester* MN MSA","110",102,0,8,0,0
"212","Rochester* NY MSA","152",133,2,4,13,1
"213","Rockford* IL MSA","134",130,4,0,0,0
"214","Rocky Mount* NC MSA","77",25,52,0,0,0
"215","Sacramento-Yolo  CA CMSA","2106",1394,4,6,702,48
"216","Saginaw-Bay City-Midland*  MI MSA","36",28,0,3,5,1
"217","St. Cloud* MN MSA","59",54,0,0,5,1
"218","St. Joseph* MO MSA","10",8,2,0,0,0
"219","St. Louis  MO-IL MSA","924",743,16,7,158,16
"220","Salinas* CA MSA","111",111,0,0,0,0
"221","Salt Lake City-Ogden  UT MSA","668",579,6,34,49,5
"222","San Angelo* TX MSA","12",12,0,0,0,0
"223","San Antonio* TX MSA","557",523,18,0,16,2
"224","San Diego  CA MSA","958",585,8,21,344,12
"225","San Francisco-Oakland-San  Jose  CA CMSA","1731",980,34,13,704,37
"226","San Luis Obispo-Atascadero-  Paso Robles* CA MSA","78",76,2,0,0,0
"227","Santa Barbara-Santa Maria-  Lompoc* CA MSA","78",68,2,3,5,1
"228","Santa Fe* NM MSA","19",19,0,0,0,0
"229","Sarasota-Bradenton* FL MSA","1016",606,2,11,397,19
"230","Savannah* GA MSA","121",116,0,0,5,1
"231","Scranton--Wilkes-Barre--  Hazleton* PA MSA","44",44,0,0,0,0
"232","Seattle-Tacoma-Bremerton  WA CMSA","1960",1354,46,21,539,38
"233","Sharon* PA MSA","7",7,0,0,0,0
"234","Sheboygan* WI MSA","5",5,0,0,0,0
"235","Sherman-Denison* TX MSA","11",9,2,0,0,0
"236","Shreveport-Bossier City* LA  MSA","86",86,0,0,0,0
"237","Sioux City* IA-NE MSA","6",6,0,0,0,0
"238","Sioux Falls* SD MSA","139",112,0,3,24,3
"239","South Bend* IN MSA","178",69,0,0,109,10
"240","Spokane* WA MSA","152",116,2,0,34,2
"241","Springfield* IL MSA","53",47,6,0,0,0
"242","Springfield* MO MSA","314",178,8,3,125,7
"243","Springfield* MA MSA","81",64,4,3,10,1
"244","State College* PA MSA","37",37,0,0,0,0
"245","Steubenville-Weirton* OH-WV  MSA","2",2,0,0,0,0
"246","Stockton-Lodi* CA MSA","477",421,4,6,46,4
"247","Sumter* SC MSA","24",22,2,0,0,0
"248","Syracuse* NY MSA","72",67,0,0,5,1
"249","Tallahassee* FL MSA","323",147,8,0,168,7
"250","Tampa-St. Petersburg-  Clearwater  FL MSA","1402",1327,58,6,11,2
"251","Terre Haute* IN MSA","15",15,0,0,0,0
"252","Texarkana* TX-Texarkana  AR  MSA","23",11,12,0,0,0
"253","Toledo* OH MSA","171",141,8,4,18,2
"254","Topeka* KS MSA","47",47,0,0,0,0
"255","Tucson* AZ MSA","436",370,6,10,50,4
"256","Tulsa* OK MSA","356",216,0,0,140,8
"257","Tuscaloosa* AL MSA","48",48,0,0,0,0
"258","Tyler* TX MSA","30",25,0,0,5,1
"259","Utica-Rome* NY MSA","7",7,0,0,0,0
"260","Victoria* TX MSA","12",12,0,0,0,0
"261","Visalia-Tulare-Porterville*  CA MSA","141",130,8,3,0,0
"262","Waco* TX MSA","36",30,6,0,0,0
"263","Washington-Baltimore  DC-MD-  VA-WV CMSA","3785",2648,12,4,1121,25
"264","Waterloo-Cedar Falls* IA MSA","18",14,4,0,0,0
"265","Wausau* WI MSA","55",49,6,0,0,0
"266","West Palm Beach-Boca Raton  FL MSA","795",680,0,4,111,7
"267","Wheeling* WV-OH MSA","2",2,0,0,0,0
"268","Wichita* KS MSA","151",141,10,0,0,0
"269","Wichita Falls* TX MSA","17",17,0,0,0,0
"270","Wilmington* NC MSA","288",238,2,0,48,3
"271","Yakima* WA MSA","40",34,2,4,0,0
"272","York* PA MSA","100",94,6,0,0,0
"273","Youngstown-Warren* OH MSA","118",85,12,0,21,3
"274","Yuba City* CA MSA","99",99,0,0,0,0
"275","Yuma* AZ MSA","94",94,0,0,0,0
