"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene, TX","26",20,6,0,0,0
"2","Akron, OH","85",71,0,0,14,1
"3","Albany, GA","27",22,2,3,0,0
"4","Albany-Schenectady-Troy, NY","85",85,0,0,0,0
"5","Albuquerque,* NM","269",214,0,9,46,4
"6","Alexandria, LA","43",43,0,0,0,0
"7","Allentown-Bethlehem-Easton,* PA-NJ","223",204,4,0,15,3
"8","Altoona, PA","2",2,0,0,0,0
"9","Amarillo, TX","62",62,0,0,0,0
"10","Ames, IA","43",22,0,0,21,1
"11","Anchorage,* AK","55",41,8,0,6,1
"12","Anderson, IN","5",5,0,0,0,0
"13","Anderson, SC","53",53,0,0,0,0
"14","Ann Arbor, MI","35",28,2,0,5,1
"15","Anniston-Oxford, AL","9",9,0,0,0,0
"16","Appleton, WI","63",59,4,0,0,0
"17","Asheville, NC","194",184,2,3,5,1
"18","Athens-Clarke County, GA","59",59,0,0,0,0
"19","Atlanta-Sandy Springs-Marietta,* GA","2504",1749,0,15,740,20
"20","Atlantic City,* NJ","79",53,0,0,26,2
"21","Auburn-Opelika,* AL","158",73,0,0,85,5
"22","Augusta-Richmond County, GA-SC","166",164,2,0,0,0
"23","Austin-Round Rock,* TX","1299",956,32,31,280,24
"24","Bakersfield, CA","277",230,14,28,5,1
"25","Baltimore-Towson,* MD","404",386,0,0,18,1
"26","Bangor, ME","23",19,0,4,0,0
"27","Barnstable Town, MA","93",84,4,0,5,1
"28","Baton Rouge, LA","244",244,0,0,0,0
"29","Battle Creek, MI","7",7,0,0,0,0
"30","Bay City, MI","2",2,0,0,0,0
"31","Beaumont-Port Arthur, TX","40",32,0,0,8,1
"32","Bellingham, WA","37",23,0,0,14,1
"33","Bend,* OR","110",106,0,4,0,0
"34","Billings, MT","55",55,0,0,0,0
"35","Binghamton, NY","7",7,0,0,0,0
"36","Birmingham-Hoover,* AL","367",274,0,0,93,5
"37","Bismarck, ND","100",92,0,8,0,0
"38","Bloomington, IN","33",29,4,0,0,0
"39","Bloomington-Normal, IL","92",30,0,0,62,8
"40","Boise City-Nampa,* ID","256",243,6,7,0,0
"41","Boston-Cambridge-Quincy,* MA-NH","729",486,20,39,184,19
"42","Boulder, CO","38",20,0,0,18,2
"43","Bowling Green, KY","64",46,14,4,0,0
"44","Bremerton-Silverdale, WA","168",80,4,0,84,7
"45","Bridgeport-Stamford-Norwalk, CT","140",123,4,0,13,1
"46","Brownsville-Harlingen, TX","132",108,16,8,0,0
"47","Brunswick, GA","44",44,0,0,0,0
"48","Buffalo-Niagara Falls, NY","205",145,2,8,50,1
"49","Burlington, NC","87",87,0,0,0,0
"50","Burlington-South Burlington, VT","35",32,0,3,0,0
"51","Canton-Massillon, OH","47",47,0,0,0,0
"52","Cape Coral-Fort Myers,* FL","240",140,2,0,98,2
"53","Carson City,* NV","0",0,0,0,0,0
"54","Casper, WY","35",35,0,0,0,0
"55","Cedar Rapids, IA","90",78,8,4,0,0
"56","Champaign-Urbana, IL","46",38,0,0,8,1
"57","Charleston, WV","15",13,2,0,0,0
"58","Charleston-North Charleston,* SC","337",273,0,0,64,6
"59","Charlotte-Gastonia-Concord,* NC-SC","1416",957,0,19,440,26
"60","Charlottesville, VA","64",64,0,0,0,0
"61","Chattanooga, TN-GA","121",107,2,0,12,1
"62","Cheyenne, WY","21",21,0,0,0,0
