"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","14",14,0,0,0,0
"2","Albany* GA MSA","56",48,0,0,8,1
"3","Albany-Schenectady-Troy* NY  MSA","218",122,2,0,94,1
"4","Albuquerque* NM MSA","626",623,0,3,0,0
"5","Alexandria* LA MSA","32",32,0,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","172",158,0,4,10,1
"7","Altoona* PA MSA","5",5,0,0,0,0
"8","Amarillo* TX MSA","61",59,2,0,0,0
"9","Anchorage* AK MSA","95",78,14,3,0,0
"10","Anniston* AL MSA","10",10,0,0,0,0
"11","Appleton-Oshkosh-Neenah* WI  MSA","140",121,10,0,9,1
"12","Asheville* NC MSA","112",109,0,3,0,0
"13","Athens* GA MSA","283",99,2,0,182,6
"14","Atlanta  GA MSA","5477",4038,38,142,1259,21
"15","Auburn-Opelika* AL MSA","81",35,4,0,42,3
"16","Augusta-Aiken* GA-SC MSA","263",255,0,0,8,1
"17","Austin-San Marcos* TX MSA","1045",689,10,40,306,25
"18","Bakersfield* CA MSA","476",416,60,0,0,0
"19","Bangor* ME MSA","30",30,0,0,0,0
"20","Barnstable-Yarmouth* MA MSA","51",51,0,0,0,0
"21","Baton Rouge* LA MSA","143",143,0,0,0,0
"22","Beaumont-Port Arthur* TX MSA","59",49,2,0,8,1
"23","Bellingham* WA MSA","137",110,4,3,20,1
"24","Benton Harbor* MI MSA","12",12,0,0,0,0
"25","Billings* MT MSA","36",36,0,0,0,0
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","348",170,4,12,162,1
"27","Binghamton* NY MSA","5",5,0,0,0,0
"28","Birmingham* AL MSA","436",436,0,0,0,0
"29","Bismarck* ND MSA","50",46,0,4,0,0
"30","Bloomington* IN MSA","143",51,2,0,90,8
"31","Bloomington-Normal* IL MSA","221",109,0,4,108,5
"32","Boise City* ID MSA","476",466,6,4,0,0
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1191",914,94,39,144,13
"34","Brownsville-Harlingen-San  Benito* TX MSA","240",225,4,3,8,1
"35","Bryan-College Station* TX MSA","184",126,18,0,40,5
"36","Buffalo-Niagara Falls* NY MSA","195",113,6,4,72,3
"37","Burlington* VT MSA","57",48,2,7,0,0
"38","Canton-Massillon* OH MSA","107",100,4,3,0,0
"39","Casper* WY MSA","13",13,0,0,0,0
"40","Cedar Rapids* IA MSA","158",78,0,8,72,3
"41","Champaign-Urbana* IL MSA","38",38,0,0,0,0
"42","Charleston-North  Charleston* SC MSA","454",417,2,12,23,3
"43","Charleston* WV MSA","26",26,0,0,0,0
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","1905",1620,16,0,269,17
"45","Charlottesville* VA MSA","110",102,4,4,0,0
"46","Chattanooga* TN-GA MSA","226",207,4,10,5,1
"47","Cheyenne* WY MSA","34",34,0,0,0,0
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","3698",2842,46,108,702,32
"49","Chico-Paradise* CA MSA","149",146,0,3,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","981",837,4,34,106,12
"51","Clarksville-Hopkinsville*  TN-KY MSA","112",106,0,6,0,0
"52","Cleveland-Akron  OH CMSA","839",770,16,19,34,3
"53","Colorado Springs* CO MSA","468",359,6,4,99,8
"54","Columbia* MO MSA","150",123,16,0,11,1
"55","Columbia* SC MSA","424",375,0,3,46,6
"56","Columbus* GA-AL MSA","131",106,4,16,5,1
"57","Columbus  OH MSA","1254",981,10,76,187,12
"58","Corpus Christi* TX MSA","94",84,2,8,0,0
"59","Corvallis OR MSA*","20",20,0,0,0,0
"60","Cumberland* MD-WV MSA","11",11,0,0,0,0
"61","Dallas-Fort Worth  TX CMSA","4024",3563,6,20,435,51
"62","Danville* VA MSA","20",20,0,0,0,0
"63","Davenport-Moline-Rock  Island* IA-IL MSA","76",68,0,0,8,1
"64","Dayton-Springfield* OH MSA","320",274,2,20,24,4
"65","Daytona Beach* FL MSA","743",628,40,0,75,5
"66","Decatur* Al MSA","34",34,0,0,0,0
"67","Decatur* IL MSA","8",8,0,0,0,0
"68","Denver-Boulder-Greeley  CO  CMSA","1502",1324,44,65,69,9
"69","Des Moines* IA MSA","378",358,6,0,14,2
"70","Detroit-Ann Arbor-Flint  MI  CMSA","1743",1474,8,32,229,22
"71","Dothan* AL MSA","30",30,0,0,0,0
"72","Dover* DE MSA","119",119,0,0,0,0
"73","Dubuque* IA MSA","25",23,2,0,0,0
"74","Duluth-Superior* MN-WI MSA","45",38,4,3,0,0
"75","Eau Claire* WI MSA","33",33,0,0,0,0
"76","El Paso* TX MSA","307",301,2,4,0,0
"77","Elkhart-Goshen* IN MSA","90",83,2,0,5,1
"78","Elmira* NY MSA","3",3,0,0,0,0
"79","Enid* OK MSA","3",3,0,0,0,0
"80","Erie* PA MSA","45",33,0,12,0,0
"81","Eugene-Springfield* OR MSA","133",117,10,6,0,0
"82","Evansville-Henderson* IN-KY  MSA","134",126,4,4,0,0
"83","Fargo-Moorhead* ND-MN MSA","69",27,0,0,42,1
"84","Fayetteville* NC MSA","159",112,0,3,44,1
"85","Fayetteville-Springdale-  Rogers* AR MSA","660",221,22,3,414,26
"86","Flagstaff* AZ-UT MSA","58",43,12,3,0,0
"87","Florence* AL MSA","13",13,0,0,0,0
"88","Florence* SC MSA","5",5,0,0,0,0
"89","Fort Collins-Loveland* CO MSA","294",191,6,24,73,12
"90","Fort Myers-Cape Coral* FL MSA","981",628,84,79,190,11
"91","Fort Pierce-Port St. Lucie*  FL MSA","351",305,0,12,34,2
"92","Fort Smith* AR-OK MSA","35",29,6,0,0,0
"93","Fort Walton Beach* FL MSA","161",127,0,3,31,2
"94","Fort Wayne* IN MSA","224",220,0,4,0,0
"95","Fresno  CA MSA","584",433,2,6,143,15
"96","Gadsden* AL MSA","15",15,0,0,0,0
"97","Gainesville* FL MSA","63",63,0,0,0,0
"98","Glens Falls* NY MSA","36",32,4,0,0,0
"99","Goldsboro* NC MSA","34",34,0,0,0,0
"100","Grand Forks* ND-MN MSA","2",2,0,0,0,0
"101","Grand Junction* CO MSA","120",113,2,0,5,1
"102","Grand Rapids-Muskegon-  Holland  MI MSA","550",490,12,24,24,4
"103","Great Falls* MT MSA","16",11,0,0,5,1
"104","Green Bay* WI MSA","121",81,6,0,34,3
"105","Greensboro--Winston-Salem--  High Point  NC MSA","724",706,6,4,8,1
"106","Greenville* NC MSA","68",66,2,0,0,0
"107","Greenville-Spartanburg-  Anderson* SC MSA","715",697,6,0,12,1
"108","Harrisburg-Lebanon-  Carlisle* PA MSA","144",139,0,0,5,1
"109","Hartford* CT MSA","267",239,10,0,18,3
"110","Hattiesburg* MS MSA","8",8,0,0,0,0
"111","Hickory-Morganton-Lenoir*  NC MSA","177",95,6,0,76,5
"112","Honolulu  HI MSA","229",123,6,0,100,14
"113","Houma* LA MSA","69",69,0,0,0,0
"114","Houston-Galveston-Brazoria  TX CMSA","4740",3337,0,4,1399,79
"115","Huntington-Ashland* WV-KY-  OH MSA","5",5,0,0,0,0
"116","Huntsville* AL MSA","295",127,0,8,160,11
"117","Indianapolis  IN MSA","1420",1151,32,21,216,19
"118","Iowa City* IA MSA","102",46,0,4,52,5
"119","Jackson* MI MSA","9",9,0,0,0,0
"120","Jackson* MS MSA","254",236,2,4,12,2
"121","Jackson* TN MSA","208",68,0,4,136,17
"122","Jacksonville  FL MSA","1139",1009,2,0,128,4
"123","Jacksonville* NC MSA","70",70,0,0,0,0
"124","Jamestown* NY MSA","1",1,0,0,0,0
"125","Janesville-Beloit* WI MSA","49",19,2,3,25,2
"126","Johnson City-Kingsport-  Bristol* TN-VA MSA","114",94,2,12,6,1
"127","Johnstown* PA MSA","3",3,0,0,0,0
"128","Jonesboro* AR MSA","62",58,4,0,0,0
"129","Joplin* MO MSA","25",25,0,0,0,0
"130","Kalamazoo-Battle Creek* MI  MSA","140",120,2,12,6,1
"131","Kansas City  MO-KS MSA","1038",990,14,17,17,2
"132","Killeen-Temple* TX MSA","148",108,8,32,0,0
"133","Knoxville* TN MSA","291",268,12,3,8,1
"134","Kokomo* IN MSA","23",23,0,0,0,0
"135","La Crosse* WI-MN MSA","37",26,4,7,0,0
"136","Lafayette* LA MSA","114",114,0,0,0,0
"137","Lafayette* IN MSA","87",51,12,0,24,1
"138","Lake Charles* LA MSA","86",74,0,0,12,1
