"","City_State","Total","1_Units","2_Units","3-4_Units","5-Inf_Units","5-Inf_Units_Stucture"
"1","Abilene* TX MSA","14",14,0,0,0,0
"2","Albany* GA MSA","39",39,0,0,0,0
"3","Albany-Schenectady-Troy* NY  MSA","210",174,2,0,34,3
"4","Albuquerque* NM MSA","404",404,0,0,0,0
"5","Alexandria* LA MSA","32",32,0,0,0,0
"6","Allentown-Bethlehem-Easton*  PA MSA","177",136,2,7,32,1
"7","Altoona* PA MSA","2",2,0,0,0,0
"8","Amarillo* TX MSA","45",45,0,0,0,0
"9","Anchorage* AK MSA","99",81,12,6,0,0
"10","Anniston* AL MSA","19",14,0,0,5,1
"11","Appleton-Oshkosh-Neenah* WI  MSA","179",111,22,0,46,5
"12","Asheville* NC MSA","128",103,2,0,23,3
"13","Athens* GA MSA","96",57,4,0,35,2
"14","Atlanta  GA MSA","5453",3749,10,54,1640,80
"15","Auburn-Opelika* AL MSA","21",21,0,0,0,0
"16","Augusta-Aiken* GA-SC MSA","210",186,0,0,24,3
"17","Austin-San Marcos* TX MSA","1561",663,6,36,856,55
"18","Bakersfield* CA MSA","243",243,0,0,0,0
"19","Bangor* ME MSA","17",17,0,0,0,0
"20","Barnstable-Yarmouth* MA MSA","108",103,2,3,0,0
"21","Baton Rouge* LA MSA","97",89,8,0,0,0
"22","Beaumont-Port Arthur* TX MSA","35",35,0,0,0,0
"23","Bellingham* WA MSA","122",75,6,0,41,2
"24","Benton Harbor* MI MSA","4",4,0,0,0,0
"25","Billings* MT MSA","50",32,0,4,14,2
"26","Biloxi-Gulfport-Pascagoula*  MS MSA","156",156,0,0,0,0
"27","Binghamton* NY MSA","8",8,0,0,0,0
"28","Birmingham* AL MSA","311",301,0,0,10,1
"29","Bismarck* ND MSA","60",44,4,4,8,1
"30","Bloomington* IN MSA","35",35,0,0,0,0
"31","Bloomington-Normal* IL MSA","65",33,0,0,32,3
"32","Boise City* ID MSA","431",381,2,8,40,4
"33","Boston-Worcester-Lawrence  MA-NH-ME-CT CMSA","1919",1166,30,28,695,28
"34","Brownsville-Harlingen-San  Benito* TX MSA","160",137,4,11,8,1
"35","Bryan-College Station* TX MSA","386",50,0,0,336,14
"36","Buffalo-Niagara Falls* NY MSA","179",139,0,0,40,3
"37","Burlington* VT MSA","64",64,0,0,0,0
"38","Canton-Massillon* OH MSA","92",90,2,0,0,0
"39","Casper* WY MSA","8",8,0,0,0,0
"40","Cedar Rapids* IA MSA","151",59,6,12,74,7
"41","Champaign-Urbana* IL MSA","84",24,0,0,60,1
"42","Charleston-North  Charleston* SC MSA","346",267,2,0,77,5
"43","Charleston* WV MSA","27",27,0,0,0,0
"44","Charlotte-Gastonia-Rock  Hill  NC-SC MSA","1340",998,12,28,302,43
"45","Charlottesville* VA MSA","91",91,0,0,0,0
"46","Chattanooga* TN-GA MSA","200",171,0,0,29,5
"47","Cheyenne* WY MSA","23",18,0,0,5,1
"48","Chicago-Gary-Kenosha  IL-IN-  WI CMSA","3795",2719,36,164,876,48
"49","Chico-Paradise* CA MSA","60",60,0,0,0,0
"50","Cincinnati-Hamilton  OH-KY-  IN CMSA","1192",728,14,47,403,43
"51","Clarksville-Hopkinsville*  TN-KY MSA","107",95,0,12,0,0
"52","Cleveland-Akron  OH CMSA","921",823,8,37,53,6
"53","Colorado Springs* CO MSA","543",329,2,4,208,13
"54","Columbia* MO MSA","76",64,4,8,0,0
"55","Columbia* SC MSA","306",304,2,0,0,0
"56","Columbus* GA-AL MSA","166",58,0,0,108,12
"57","Columbus  OH MSA","1386",851,32,38,465,43
"58","Corpus Christi* TX MSA","66",62,0,4,0,0
"59","Corvallis OR MSA*","38",18,2,0,18,2
"60","Cumberland* MD-WV MSA","15",15,0,0,0,0
"61","Dallas-Fort Worth  TX CMSA","3208",3021,4,3,180,22
"62","Danville* VA MSA","22",22,0,0,0,0
"63","Davenport-Moline-Rock  Island* IA-IL MSA","45",43,2,0,0,0
"64","Dayton-Springfield* OH MSA","176",170,6,0,0,0
"65","Daytona Beach* FL MSA","397",395,2,0,0,0
"66","Decatur* Al MSA","33",28,0,0,5,1
"67","Decatur* IL MSA","14",12,2,0,0,0
"68","Denver-Boulder-Greeley  CO  CMSA","2952",1607,50,71,1224,71
"69","Des Moines* IA MSA","222",180,10,8,24,3
"70","Detroit-Ann Arbor-Flint  MI  CMSA","2329",1828,20,84,397,31
"71","Dothan* AL MSA","20",20,0,0,0,0
"72","Dover* DE MSA","75",75,0,0,0,0
"73","Dubuque* IA MSA","21",13,8,0,0,0
"74","Duluth-Superior* MN-WI MSA","54",31,4,3,16,1
"75","Eau Claire* WI MSA","111",72,6,16,17,2
"76","El Paso* TX MSA","278",237,12,3,26,4
"77","Elkhart-Goshen* IN MSA","76",72,0,4,0,0
"78","Elmira* NY MSA","20",4,0,0,16,1
"79","Enid* OK MSA","6",6,0,0,0,0
"80","Erie* PA MSA","41",33,2,0,6,1
"81","Eugene-Springfield* OR MSA","113",103,2,8,0,0
"82","Evansville-Henderson* IN-KY  MSA","114",112,2,0,0,0
"83","Fargo-Moorhead* ND-MN MSA","101",51,16,28,6,1
"84","Fayetteville* NC MSA","75",67,4,4,0,0
"85","Fayetteville-Springdale-  Rogers* AR MSA","151",138,6,0,7,1
"86","Flagstaff* AZ-UT MSA","55",55,0,0,0,0
"87","Florence* AL MSA","12",10,2,0,0,0
"88","Florence* SC MSA","49",41,0,0,8,1
"89","Fort Collins-Loveland* CO MSA","330",254,4,7,65,6
"90","Fort Myers-Cape Coral* FL MSA","592",382,22,24,164,13
"91","Fort Pierce-Port St. Lucie*  FL MSA","225",178,0,7,40,3
"92","Fort Smith* AR-OK MSA","86",32,4,0,50,1
"93","Fort Walton Beach* FL MSA","281",108,2,3,168,2
"94","Fort Wayne* IN MSA","187",187,0,0,0,0
"95","Fresno  CA MSA","334",331,0,3,0,0
"96","Gadsden* AL MSA","6",6,0,0,0,0
"97","Gainesville* FL MSA","180",85,0,0,95,6
"98","Glens Falls* NY MSA","42",27,2,0,13,2
"99","Goldsboro* NC MSA","24",20,0,4,0,0
"100","Grand Forks* ND-MN MSA","6",6,0,0,0,0
"101","Grand Junction* CO MSA","103",91,0,4,8,1
"102","Grand Rapids-Muskegon-  Holland  MI MSA","569",522,2,10,35,5
"103","Great Falls* MT MSA","7",7,0,0,0,0
"104","Green Bay* WI MSA","92",67,16,4,5,1
"105","Greensboro--Winston-Salem--  High Point  NC MSA","740",676,8,8,48,6
"106","Greenville* NC MSA","57",55,2,0,0,0
"107","Greenville-Spartanburg-  Anderson* SC MSA","505",486,2,0,17,2
"108","Harrisburg-Lebanon-  Carlisle* PA MSA","138",136,2,0,0,0
"109","Hartford* CT MSA","299",290,2,0,7,1
"110","Hattiesburg* MS MSA","10",5,0,0,5,1
